Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Similarity_Groups	Source_Qualification	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Language_ID	Dialect_ID	Citation	Installed_Count	Entry_Keys
32	pestle	GUT	Tikrapada Gadaba	19	14	7	t̪ɪk:i	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 14, item 32, Tikrapada Gadaba]	0	
32	pestle	BIA	Biapada U. Didayi	19	14	8	d̪hahusembaɾ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 14, item 32, Biapada U. Didayi]	0	
32	pestle	PAR	Kinumun Parenga Parja	19	14	9	indɾɪ	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 14, item 32, Kinumun Parenga Parja]	0	
32	pestle	RON	Malenga Rona Desiya	19	14	10	mʊsəl	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 14, item 32, Malenga Rona Desiya]	0	
32	pestle	ODI	Cuttack Oriya	19	14	11	pothoɾo	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 14, item 32, Cuttack Oriya]	0	
33	hammer	POD	Podeiguda U. Bonda	19	14	1	mʊtɭa	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 14, item 33, Podeiguda U. Bonda]	1	bonda-further-2022:p019:i033:POD:a1
33	hammer	BON	Bondapada U. Bonda	19	14	2	mʊtɭa	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 14, item 33, Bondapada U. Bonda]	1	bonda-further-2022:p019:i033:BON:a1
33	hammer	DUM	Dumripada U. Bonda	19	14	3	mʊtɭa	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 14, item 33, Dumripada U. Bonda]	1	bonda-further-2022:p019:i033:DUM:a1
33	hammer	KAD	Kadamguda L. Bonda	19	14	4	mutuɭe	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 14, item 33, Kadamguda L. Bonda]	0	
33	hammer	KEN	Kendhuguda L. Bonda	19	14	5	mutuɭe	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 14, item 33, Kendhuguda L. Bonda]	0	
33	hammer	RAS	Rasabeda L. Bonda	19	14	6	mutuɭe	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 14, item 33, Rasabeda L. Bonda]	0	
33	hammer	GUT	Tikrapada Gadaba	19	14	7	mʊtɭe	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 14, item 33, Tikrapada Gadaba]	0	
33	hammer	BIA	Biapada U. Didayi	19	14	8	mʊtɭa	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 14, item 33, Biapada U. Didayi]	0	
33	hammer	PAR	Kinumun Parenga Parja	19	14	9	mutɭe	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 14, item 33, Kinumun Parenga Parja]	0	
33	hammer	RON	Malenga Rona Desiya	19	14	10	mʊtɭe	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 14, item 33, Malenga Rona Desiya]	0	
33	hammer	ODI	Cuttack Oriya	19	14	11	hatud̪i	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 14, item 33, Cuttack Oriya]	0	
34	knife	POD	Podeiguda U. Bonda	19	14	1	nsʊk	7		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 14, item 34, Podeiguda U. Bonda]	1	bonda-further-2022:p019:i034:POD:a1
34	knife	BON	Bondapada U. Bonda	19	14	2	nsʊʔ	7		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 14, item 34, Bondapada U. Bonda]	1	bonda-further-2022:p019:i034:BON:a1
34	knife	DUM	Dumripada U. Bonda	19	14	3	nsʊʔ	7		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 14, item 34, Dumripada U. Bonda]	1	bonda-further-2022:p019:i034:DUM:a1
34	knife	KAD	Kadamguda L. Bonda	19	14	4	ʊntʃu	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 14, item 34, Kadamguda L. Bonda]	0	
34	knife	KEN	Kendhuguda L. Bonda	19	14	5	nsu	7		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 14, item 34, Kendhuguda L. Bonda]	0	
34	knife	RAS	Rasabeda L. Bonda	19	14	6	ʊntʃu	6		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 14, item 34, Rasabeda L. Bonda]	0	
34	knife	GUT	Tikrapada Gadaba	19	14	7	osʊq	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 14, item 34, Tikrapada Gadaba]	0	
34	knife	BIA	Biapada U. Didayi	20	15	8	suɾisəg˥	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 15, item 34, Biapada U. Didayi]	0	
34	knife	PAR	Kinumun Parenga Parja	20	15	9	kʌtɪ	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 15, item 34, Kinumun Parenga Parja]	0	
34	knife	RON	Malenga Rona Desiya	20	15	10	kɛtɾɛ	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 15, item 34, Malenga Rona Desiya]	0	
34	knife	ODI	Cuttack Oriya	20	15	11	tʃhuɾi	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 15, item 34, Cuttack Oriya]	0	
35	axe	POD	Podeiguda U. Bonda	20	15	1	tʌŋgia	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 35, Podeiguda U. Bonda]	1	bonda-further-2022:p020:i035:POD:a1
35	axe	BON	Bondapada U. Bonda	20	15	2	tʌŋgia	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 35, Bondapada U. Bonda]	1	bonda-further-2022:p020:i035:BON:a1
35	axe	DUM	Dumripada U. Bonda	20	15	3	tʌŋgia	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 35, Dumripada U. Bonda]	1	bonda-further-2022:p020:i035:DUM:a1
35	axe	KAD	Kadamguda L. Bonda	20	15	4	kuɾad̪ɪ	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 35, Kadamguda L. Bonda]	0	
35	axe	KEN	Kendhuguda L. Bonda	20	15	5	kuɾad̪ɪ	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 35, Kendhuguda L. Bonda]	0	
35	axe	RAS	Rasabeda L. Bonda	20	15	6	tʌŋgia	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 35, Rasabeda L. Bonda]	0	
35	axe	GUT	Tikrapada Gadaba	20	15	7	tɛŋgijɛ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 15, item 35, Tikrapada Gadaba]	0	
35	axe	BIA	Biapada U. Didayi	20	15	8	malue	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 15, item 35, Biapada U. Didayi]	0	
35	axe	PAR	Kinumun Parenga Parja	20	15	9	teŋgɪɛ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 15, item 35, Kinumun Parenga Parja]	0	
35	axe	RON	Malenga Rona Desiya	20	15	10	teŋgjɛ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 15, item 35, Malenga Rona Desiya]	0	
35	axe	ODI	Cuttack Oriya	20	15	11	taŋgi:a	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 15, item 35, Cuttack Oriya]	0	
36	rope	POD	Podeiguda U. Bonda	20	15	1	gige	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 36, Podeiguda U. Bonda]	1	bonda-further-2022:p020:i036:POD:a1
36	rope	BON	Bondapada U. Bonda	20	15	2	gige	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 36, Bondapada U. Bonda]	1	bonda-further-2022:p020:i036:BON:a1
36	rope	DUM	Dumripada U. Bonda	20	15	3	gigei	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 36, Dumripada U. Bonda]	1	bonda-further-2022:p020:i036:DUM:a1
36	rope	KAD	Kadamguda L. Bonda	20	15	4	gie	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 36, Kadamguda L. Bonda]	0	
36	rope	KEN	Kendhuguda L. Bonda	20	15	5	gie	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 36, Kendhuguda L. Bonda]	0	
36	rope	RAS	Rasabeda L. Bonda	20	15	6	gie	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 36, Rasabeda L. Bonda]	0	
36	rope	GUT	Tikrapada Gadaba	20	15	7	gɛi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 15, item 36, Tikrapada Gadaba]	0	
36	rope	BIA	Biapada U. Didayi	20	15	8	gɛhe	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 15, item 36, Biapada U. Didayi]	0	
36	rope	PAR	Kinumun Parenga Parja	20	15	9	luʊeɾ	4		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 15, item 36, Kinumun Parenga Parja]	0	
36	rope	RON	Malenga Rona Desiya	20	15	10	d̪əɾ	2		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 15, item 36, Malenga Rona Desiya]	0	
36	rope	ODI	Cuttack Oriya	20	15	11	dowudi	3		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 15, item 36, Cuttack Oriya]	0	
37	thread	POD	Podeiguda U. Bonda	20	15	1	sut̪a	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 37, Podeiguda U. Bonda]	1	bonda-further-2022:p020:i037:POD:a1
37	thread	BON	Bondapada U. Bonda	20	15	2	sut̪a	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 37, Bondapada U. Bonda]	1	bonda-further-2022:p020:i037:BON:a1
37	thread	DUM	Dumripada U. Bonda	20	15	3	sut̪a	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 37, Dumripada U. Bonda]	1	bonda-further-2022:p020:i037:DUM:a1
37	thread	KAD	Kadamguda L. Bonda	20	15	4	sut̪a	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 37, Kadamguda L. Bonda]	0	
37	thread	KEN	Kendhuguda L. Bonda	20	15	5	sut̪a	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 37, Kendhuguda L. Bonda]	0	
37	thread	RAS	Rasabeda L. Bonda	20	15	6	sut̪a	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 37, Rasabeda L. Bonda]	0	
37	thread	GUT	Tikrapada Gadaba	20	15	7	sot̪ɛ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 15, item 37, Tikrapada Gadaba]	0	
37	thread	BIA	Biapada U. Didayi	20	15	8	sut̪a	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 15, item 37, Biapada U. Didayi]	0	
37	thread	PAR	Kinumun Parenga Parja	20	15	9	sut̪ɛ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 15, item 37, Kinumun Parenga Parja]	0	
37	thread	RON	Malenga Rona Desiya	20	15	10	sot̪ɛ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 15, item 37, Malenga Rona Desiya]	0	
37	thread	ODI	Cuttack Oriya	20	15	11	su:t̪a	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 15, item 37, Cuttack Oriya]	0	
38	needle	POD	Podeiguda U. Bonda	20	15	1	sudʒa	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 38, Podeiguda U. Bonda]	1	bonda-further-2022:p020:i038:POD:a1
38	needle	BON	Bondapada U. Bonda	20	15	2	sʊdʒɪ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-bondapada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 38, Bondapada U. Bonda]	1	bonda-further-2022:p020:i038:BON:a1
38	needle	DUM	Dumripada U. Bonda	20	15	3	sʊdʒɪ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	checked_replacement_target	source-local target staging	re	sil-bonda-didayi-1997-dumripada-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 38, Dumripada U. Bonda]	1	bonda-further-2022:p020:i038:DUM:a1
38	needle	KAD	Kadamguda L. Bonda	20	15	4	sudʒɛ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 38, Kadamguda L. Bonda]	0	
38	needle	KEN	Kendhuguda L. Bonda	20	15	5	sudʒɪ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 38, Kendhuguda L. Bonda]	0	
38	needle	RAS	Rasabeda L. Bonda	20	15	6	sudʒɪ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	re		mathew2022bonda-further[Appendix A, printed p. 15, item 38, Rasabeda L. Bonda]	0	
38	needle	GUT	Tikrapada Gadaba	20	15	7	sʊdʒi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gu		mathew2022bonda-further[Appendix A, printed p. 15, item 38, Tikrapada Gadaba]	0	
38	needle	BIA	Biapada U. Didayi	20	15	8	sədʒi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	gt		mathew2022bonda-further[Appendix A, printed p. 15, item 38, Biapada U. Didayi]	0	
38	needle	PAR	Kinumun Parenga Parja	20	15	9	sudʒɛ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	go		mathew2022bonda-further[Appendix A, printed p. 15, item 38, Kinumun Parenga Parja]	0	
38	needle	RON	Malenga Rona Desiya	20	15	10	sʊdʒɪ	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	AdivasiOriya		mathew2022bonda-further[Appendix A, printed p. 15, item 38, Malenga Rona Desiya]	0	
38	needle	ODI	Cuttack Oriya	20	15	11	sũn:tʃi	1		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_comparison	audit-only: republished comparison list from JLSR 2022-004	Or		mathew2022bonda-further[Appendix A, printed p. 15, item 38, Cuttack Oriya]	0	
39	cloth	POD	Podeiguda U. Bonda	20	15	1	mpo	5		attested	high		manual visual inspection at 600 dpi; every cell rechecked in targeted 1200-dpi crops	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	source-local target staging	re	sil-bonda-further-2002-podeiguda-u-bonda	mathew2022bonda-further[Appendix A, printed p. 15, item 39, Podeiguda U. Bonda]	1	bonda-further-2022:p020:i039:POD:a1
