Item	Site_Code	Site_Name	Current_Reviewed_Transcription	Prior_Source_Key	Prior_Site_Code	Prior_Reviewed_Transcription	Match_Status	Notes
50	BIA	Biapada U. Didayi	haʊe	mathew-chamberlain2022bonda-didayi	BIA	haʋe	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
50	PAR	Kinumun Parenga Parja	bɪŋlet̪ɪ	mathew-chamberlain2022bonda-didayi	PAR	bɪŋlɐʈɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
50	RON	Malenga Rona Desiya	in̪d̪ɔɾd̪ʊn̪ʊ	mathew-chamberlain2022bonda-didayi	RON	in̪dɔ̪ɾd̪ʊnʊ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
50	ODI	Cuttack Oriya	ind̪ɾod̪ənəsə	mathew-chamberlain2022bonda-didayi	ODI	inɖɾoɖɑnɑsə	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
51	KAD	Kadamguda L. Bonda	uɪd̪a	mathew-chamberlain2022bonda-didayi	KAD	uiɖa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
51	KEN	Kendhuguda L. Bonda	uɪd̪a	mathew-chamberlain2022bonda-didayi	KEN	uiɖa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
51	RAS	Rasabeda L. Bonda	uɪd̪a	mathew-chamberlain2022bonda-didayi	RAS	uiɖa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
51	GUT	Tikrapada Gadaba	oioi	mathew-chamberlain2022bonda-didayi	GUT	oioi	exact-diplomatic-match	current and prior reviewed strings are identical
51	BIA	Biapada U. Didayi	ʊed̪ia	mathew-chamberlain2022bonda-didayi	BIA	ʋeɖia	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
51	PAR	Kinumun Parenga Parja	ɪmpuɾ	mathew-chamberlain2022bonda-didayi	PAR	ɪmpuɾ	exact-diplomatic-match	current and prior reviewed strings are identical
51	RON	Malenga Rona Desiya	pɔbɔn	mathew-chamberlain2022bonda-didayi	RON	pɔbɔn	exact-diplomatic-match	current and prior reviewed strings are identical
51	ODI	Cuttack Oriya	dʒɦoɾaka	mathew-chamberlain2022bonda-didayi	ODI	dʒɦoɾɑkɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
52	KAD	Kadamguda L. Bonda	bɪɾe	mathew-chamberlain2022bonda-didayi	KAD	bɪɾe	exact-diplomatic-match	current and prior reviewed strings are identical
52	KEN	Kendhuguda L. Bonda	bɪɾe	mathew-chamberlain2022bonda-didayi	KEN	bɪɾe	exact-diplomatic-match	current and prior reviewed strings are identical
52	RAS	Rasabeda L. Bonda	bɪɾe	mathew-chamberlain2022bonda-didayi	RAS	bɪɾe	exact-diplomatic-match	current and prior reviewed strings are identical
52	GUT	Tikrapada Gadaba	bɪɾɛn	mathew-chamberlain2022bonda-didayi	GUT	bɪɾɛn	exact-diplomatic-match	current and prior reviewed strings are identical
52	BIA	Biapada U. Didayi	bɾi	mathew-chamberlain2022bonda-didayi	BIA	bɾi	exact-diplomatic-match	current and prior reviewed strings are identical
52	PAR	Kinumun Parenga Parja	ʌɾeŋ	mathew-chamberlain2022bonda-didayi	PAR	ʌɾeŋ	exact-diplomatic-match	current and prior reviewed strings are identical
52	RON	Malenga Rona Desiya	pɛknɛ	mathew-chamberlain2022bonda-didayi	RON	pɐknɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
52	ODI	Cuttack Oriya	pət̪həɾə	mathew-chamberlain2022bonda-didayi	ODI	pəth̪əɾə	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
53	KAD	Kadamguda L. Bonda	gʌɾɪ	mathew-chamberlain2022bonda-didayi	KAD	gʌɾɪ	exact-diplomatic-match	current and prior reviewed strings are identical
53	KEN	Kendhuguda L. Bonda	gʌɾɪ	mathew-chamberlain2022bonda-didayi	KEN	gʌɾɪ	exact-diplomatic-match	current and prior reviewed strings are identical
53	RAS	Rasabeda L. Bonda	gʌɾɪ	mathew-chamberlain2022bonda-didayi	RAS	gʌɾɪ	exact-diplomatic-match	current and prior reviewed strings are identical
53	GUT	Tikrapada Gadaba	kʊɾʊŋ	mathew-chamberlain2022bonda-didayi	GUT	kʊɾʊŋ	exact-diplomatic-match	current and prior reviewed strings are identical
53	BIA	Biapada U. Didayi	gʌli	mathew-chamberlain2022bonda-didayi	BIA	gʌli	exact-diplomatic-match	current and prior reviewed strings are identical
53	PAR	Kinumun Parenga Parja	kuɾoŋ	mathew-chamberlain2022bonda-didayi	PAR	kuɾoŋ	exact-diplomatic-match	current and prior reviewed strings are identical
53	RON	Malenga Rona Desiya	bɛt̪	mathew-chamberlain2022bonda-didayi	RON	bɐʈ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
53	ODI	Cuttack Oriya	rast̪ɾa | bat̪o	mathew-chamberlain2022bonda-didayi	ODI	rɑstɾ̪ɑ | bɑto	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
54	KAD	Kadamguda L. Bonda	balɪ	mathew-chamberlain2022bonda-didayi	KAD	balɪ	exact-diplomatic-match	current and prior reviewed strings are identical
54	KEN	Kendhuguda L. Bonda	t̪ʊbu	mathew-chamberlain2022bonda-didayi	KEN	tʊ̪bu	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
54	RAS	Rasabeda L. Bonda	balɪ	mathew-chamberlain2022bonda-didayi	RAS	balɪ	exact-diplomatic-match	current and prior reviewed strings are identical
54	GUT	Tikrapada Gadaba	bəli | bɪt̪ɪl	mathew-chamberlain2022bonda-didayi	GUT	bəli | bɪtɪ̪l	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
54	BIA	Biapada U. Didayi	bəli	mathew-chamberlain2022bonda-didayi	BIA	bali	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
54	PAR	Kinumun Parenga Parja	lʌkɪ	mathew-chamberlain2022bonda-didayi	PAR	lʌkɪ	exact-diplomatic-match	current and prior reviewed strings are identical
54	RON	Malenga Rona Desiya	balɪ	mathew-chamberlain2022bonda-didayi	RON	balɪ	exact-diplomatic-match	current and prior reviewed strings are identical
54	ODI	Cuttack Oriya	baɭi	mathew-chamberlain2022bonda-didayi	ODI	bɑɭi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
55	KAD	Kadamguda L. Bonda	suŋə:	mathew-chamberlain2022bonda-didayi	KAD	suŋɔː	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
55	KEN	Kendhuguda L. Bonda	suŋə:	mathew-chamberlain2022bonda-didayi	KEN	suŋɔː	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
55	RAS	Rasabeda L. Bonda	suŋə:	mathew-chamberlain2022bonda-didayi	RAS	suŋɔː	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
55	GUT	Tikrapada Gadaba	sʊøŋə:ol	mathew-chamberlain2022bonda-didayi	GUT	sʊøŋːol	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
55	BIA	Biapada U. Didayi	sʊa	mathew-chamberlain2022bonda-didayi	BIA	sʊa	exact-diplomatic-match	current and prior reviewed strings are identical
55	PAR	Kinumun Parenga Parja	kud̪oŋ	mathew-chamberlain2022bonda-didayi	PAR	kuɖoŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
55	RON	Malenga Rona Desiya	dʒɔj	mathew-chamberlain2022bonda-didayi	RON	dʒɔj	exact-diplomatic-match	current and prior reviewed strings are identical
55	ODI	Cuttack Oriya	nĩɑ	mathew-chamberlain2022bonda-didayi	ODI	nĩːɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
56	KAD	Kadamguda L. Bonda	mokʔsɪŋ	mathew-chamberlain2022bonda-didayi	KAD	mokʔsɪŋ	exact-diplomatic-match	current and prior reviewed strings are identical
56	KEN	Kendhuguda L. Bonda	mokʔsɪŋ	mathew-chamberlain2022bonda-didayi	KEN	mokʔsɪŋ	exact-diplomatic-match	current and prior reviewed strings are identical
56	RAS	Rasabeda L. Bonda	mokʔsɪŋ	mathew-chamberlain2022bonda-didayi	RAS	mokʔsɪŋ	exact-diplomatic-match	current and prior reviewed strings are identical
56	GUT	Tikrapada Gadaba	mʊʔsoŋ	mathew-chamberlain2022bonda-didayi	GUT	mʊʔsoŋ	exact-diplomatic-match	current and prior reviewed strings are identical
56	BIA	Biapada U. Didayi	maʔso	mathew-chamberlain2022bonda-didayi	BIA	maʔso	exact-diplomatic-match	current and prior reviewed strings are identical
56	PAR	Kinumun Parenga Parja	bud̪ɪ	mathew-chamberlain2022bonda-didayi	PAR	bud̪ɪ	exact-diplomatic-match	current and prior reviewed strings are identical
56	RON	Malenga Rona Desiya	d̪ʊẽ	mathew-chamberlain2022bonda-didayi	RON	d̪ʊɐ̃	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
56	ODI	Cuttack Oriya	d̪ɦuɑ̃	mathew-chamberlain2022bonda-didayi	ODI	d̪ɦuɑ̃	exact-diplomatic-match	current and prior reviewed strings are identical
57	KAD	Kadamguda L. Bonda	ʊkʔsoŋ	mathew-chamberlain2022bonda-didayi	KAD	ʊkʔsɔŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
57	KEN	Kendhuguda L. Bonda	ʊkʔsoŋ	mathew-chamberlain2022bonda-didayi	KEN	ʊkʔsɔŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
57	RAS	Rasabeda L. Bonda	ʊkʔsoŋ	mathew-chamberlain2022bonda-didayi	RAS	ʊkʔsɔŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
57	GUT	Tikrapada Gadaba	ʊksoŋ	mathew-chamberlain2022bonda-didayi	GUT	ʊksoŋ	exact-diplomatic-match	current and prior reviewed strings are identical
57	BIA	Biapada U. Didayi	ʊkso	mathew-chamberlain2022bonda-didayi	BIA	ʊkso	exact-diplomatic-match	current and prior reviewed strings are identical
57	PAR	Kinumun Parenga Parja	bud̪ɪ	mathew-chamberlain2022bonda-didayi	PAR	bud̪ɪ	exact-diplomatic-match	current and prior reviewed strings are identical
57	RON	Malenga Rona Desiya	tʃɛɾ	mathew-chamberlain2022bonda-didayi	RON	tʃɐɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
57	ODI	Cuttack Oriya	pɑ̃usə	mathew-chamberlain2022bonda-didayi	ODI	pɑ̃usə	exact-diplomatic-match	current and prior reviewed strings are identical
58	KAD	Kadamguda L. Bonda	kʌd̪ot̪ʊbu | kʌd̪ot̪ʊbu	mathew-chamberlain2022bonda-didayi	KAD	kʌd̪otu̪bu | kʌd̪otu̪bu	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
58	KEN	Kendhuguda L. Bonda	kʌd̪ot̪ʊbu | kʌd̪ot̪ʊbu	mathew-chamberlain2022bonda-didayi	KEN	kʌd̪otu̪bu | kʌd̪otu̪bu	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
58	RAS	Rasabeda L. Bonda	kʌsat̪ʊbu | kʌsat̪ʊbu	mathew-chamberlain2022bonda-didayi	RAS	kʌsatu̪bu | kʌsatu̪bu	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
58	GUT	Tikrapada Gadaba	t̪ʊbo	mathew-chamberlain2022bonda-didayi	GUT	tʊ̪bo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
58	BIA	Biapada U. Didayi	bʊɾd̪a	mathew-chamberlain2022bonda-didayi	BIA	bʊɾd̪a	exact-diplomatic-match	current and prior reviewed strings are identical
58	PAR	Kinumun Parenga Parja	lobo	mathew-chamberlain2022bonda-didayi	PAR	lobo	exact-diplomatic-match	current and prior reviewed strings are identical
58	RON	Malenga Rona Desiya	kad̪ɔ	mathew-chamberlain2022bonda-didayi	RON	kad̪ɔ	exact-diplomatic-match	current and prior reviewed strings are identical
58	ODI	Cuttack Oriya	kad̪uə	mathew-chamberlain2022bonda-didayi	ODI	kɑd̪uə	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
59	KAD	Kadamguda L. Bonda	d̪ʊli	mathew-chamberlain2022bonda-didayi	KAD	d̪uli	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
59	KEN	Kendhuguda L. Bonda	d̪ʊli	mathew-chamberlain2022bonda-didayi	KEN	d̪uli	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
59	RAS	Rasabeda L. Bonda	d̪ʊli	mathew-chamberlain2022bonda-didayi	RAS	d̪uli	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
59	GUT	Tikrapada Gadaba	d̪ʊli	mathew-chamberlain2022bonda-didayi	GUT	d̪ʊli	exact-diplomatic-match	current and prior reviewed strings are identical
59	BIA	Biapada U. Didayi	t̪hʊpʊɾlo	mathew-chamberlain2022bonda-didayi	BIA	th̪ʊpʊɾlo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
59	PAR	Kinumun Parenga Parja	d̪ʊlɪ	mathew-chamberlain2022bonda-didayi	PAR	d̪ulɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
59	RON	Malenga Rona Desiya	d̪ʊlɪ	mathew-chamberlain2022bonda-didayi	RON	d̪ʊlɪ	exact-diplomatic-match	current and prior reviewed strings are identical
59	ODI	Cuttack Oriya	d̪ɦuɭi	mathew-chamberlain2022bonda-didayi	ODI	d̪ɦuɭi	exact-diplomatic-match	current and prior reviewed strings are identical
60	KAD	Kadamguda L. Bonda	sʊnɛ	mathew-chamberlain2022bonda-didayi	KAD	sʊnɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
60	KEN	Kendhuguda L. Bonda	sʊnɛ	mathew-chamberlain2022bonda-didayi	KEN	sʊnɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
60	RAS	Rasabeda L. Bonda	sʊnɛ	mathew-chamberlain2022bonda-didayi	RAS	sʊnɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
60	GUT	Tikrapada Gadaba	sʊn:ɛ	mathew-chamberlain2022bonda-didayi	GUT	sʊnːɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
60	BIA	Biapada U. Didayi	suna	mathew-chamberlain2022bonda-didayi	BIA	suna	exact-diplomatic-match	current and prior reviewed strings are identical
60	PAR	Kinumun Parenga Parja	sonɛ	mathew-chamberlain2022bonda-didayi	PAR	sonɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
60	RON	Malenga Rona Desiya	sʊnɛ	mathew-chamberlain2022bonda-didayi	RON	sʊnɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
60	ODI	Cuttack Oriya	sun:a	mathew-chamberlain2022bonda-didayi	ODI	sunːɑ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
61	KAD	Kadamguda L. Bonda	çemu	mathew-chamberlain2022bonda-didayi	KAD	çemu	exact-diplomatic-match	current and prior reviewed strings are identical
61	KEN	Kendhuguda L. Bonda	çemu	mathew-chamberlain2022bonda-didayi	KEN	çemu	exact-diplomatic-match	current and prior reviewed strings are identical
61	RAS	Rasabeda L. Bonda	çemu	mathew-chamberlain2022bonda-didayi	RAS	çemu	exact-diplomatic-match	current and prior reviewed strings are identical
61	GUT	Tikrapada Gadaba	sʊl:op	mathew-chamberlain2022bonda-didayi	GUT	sʊlːop	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
61	BIA	Biapada U. Didayi	sɭa	mathew-chamberlain2022bonda-didayi	BIA	sɭa	exact-diplomatic-match	current and prior reviewed strings are identical
61	PAR	Kinumun Parenga Parja	ʌrɛ	mathew-chamberlain2022bonda-didayi	PAR	ʌɾɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
61	RON	Malenga Rona Desiya	gɔtʃ	mathew-chamberlain2022bonda-didayi	RON	gɔtʃ	exact-diplomatic-match	current and prior reviewed strings are identical
61	ODI	Cuttack Oriya	gɔtʃhə	mathew-chamberlain2022bonda-didayi	ODI	gətʃhə	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
62	KAD	Kadamguda L. Bonda	ʊla	mathew-chamberlain2022bonda-didayi	KAD	ʊla	exact-diplomatic-match	current and prior reviewed strings are identical
62	KEN	Kendhuguda L. Bonda	ʊla	mathew-chamberlain2022bonda-didayi	KEN	ʊla	exact-diplomatic-match	current and prior reviewed strings are identical
62	RAS	Rasabeda L. Bonda	ʊla	mathew-chamberlain2022bonda-didayi	RAS	ʊla	exact-diplomatic-match	current and prior reviewed strings are identical
62	GUT	Tikrapada Gadaba	ol:ɛ	mathew-chamberlain2022bonda-didayi	GUT	olːɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
62	BIA	Biapada U. Didayi	ʊlija	mathew-chamberlain2022bonda-didayi	BIA	ʊlija	exact-diplomatic-match	current and prior reviewed strings are identical
62	PAR	Kinumun Parenga Parja	ʊolɛ | ʊolɛ	mathew-chamberlain2022bonda-didayi	PAR	ʋolɐ | ʋolɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
62	RON	Malenga Rona Desiya	pɔt̪ɔr	mathew-chamberlain2022bonda-didayi	RON	pɔtɔ̪ɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
62	ODI	Cuttack Oriya	pɔt̪ɔr	mathew-chamberlain2022bonda-didayi	ODI	potɾo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
63	KAD	Kadamguda L. Bonda	tʃɛr	mathew-chamberlain2022bonda-didayi	KAD	tʃeɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
63	KEN	Kendhuguda L. Bonda	tʃɛr	mathew-chamberlain2022bonda-didayi	KEN	tʃeɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
63	RAS	Rasabeda L. Bonda	tʃɛr	mathew-chamberlain2022bonda-didayi	RAS	tʃeɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
63	GUT	Tikrapada Gadaba	sɛr	mathew-chamberlain2022bonda-didayi	GUT	sɛɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
63	BIA	Biapada U. Didayi	n̪dʒrɛ	mathew-chamberlain2022bonda-didayi	BIA	n̩ɖɾɛ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
63	PAR	Kinumun Parenga Parja	ʃɛr	mathew-chamberlain2022bonda-didayi	PAR	ʃeɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
63	RON	Malenga Rona Desiya	tʃɛr	mathew-chamberlain2022bonda-didayi	RON	tʃeɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
63	ODI	Cuttack Oriya	tʃɛro	mathew-chamberlain2022bonda-didayi	ODI	tʃeɽo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
64	KAD	Kadamguda L. Bonda	girʌi	mathew-chamberlain2022bonda-didayi	KAD	gɪɾʌi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
64	KEN	Kendhuguda L. Bonda	girʌi	mathew-chamberlain2022bonda-didayi	KEN	gɪɾʌi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
64	RAS	Rasabeda L. Bonda	gʌrʌi	mathew-chamberlain2022bonda-didayi	RAS	gʌɾʌi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
64	GUT	Tikrapada Gadaba	gʊrɛi	mathew-chamberlain2022bonda-didayi	GUT	gʊɾɐi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
64	BIA	Biapada U. Didayi	grɛ	mathew-chamberlain2022bonda-didayi	BIA	gɾɛ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
64	PAR	Kinumun Parenga Parja	ube | ʊolɛ	mathew-chamberlain2022bonda-didayi	PAR	ubɐ | ʋolɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
64	RON	Malenga Rona Desiya	kẽt̪e	mathew-chamberlain2022bonda-didayi	RON	kɐʈ̃ɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
64	ODI	Cuttack Oriya	kon̪a	mathew-chamberlain2022bonda-didayi	ODI	kontɑ̪	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
65	KAD	Kadamguda L. Bonda	sari	mathew-chamberlain2022bonda-didayi	KAD	saɾi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
65	KEN	Kendhuguda L. Bonda	sari	mathew-chamberlain2022bonda-didayi	KEN	saɾi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
65	RAS	Rasabeda L. Bonda	sari	mathew-chamberlain2022bonda-didayi	RAS	saɾi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
65	GUT	Tikrapada Gadaba	sɛri	mathew-chamberlain2022bonda-didayi	GUT	sɐɾi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
65	BIA	Biapada U. Didayi	sari	mathew-chamberlain2022bonda-didayi	BIA	saɾi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
65	PAR	Kinumun Parenga Parja	t̪ʌrbɛ	mathew-chamberlain2022bonda-didayi	PAR	tʌ̪ɾbɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
65	RON	Malenga Rona Desiya	phʊl	mathew-chamberlain2022bonda-didayi	RON	phʊl	exact-diplomatic-match	current and prior reviewed strings are identical
65	ODI	Cuttack Oriya	phulo	mathew-chamberlain2022bonda-didayi	ODI	phulo	exact-diplomatic-match	current and prior reviewed strings are identical
66	KAD	Kadamguda L. Bonda	po:l	mathew-chamberlain2022bonda-didayi	KAD	poːl	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
66	KEN	Kendhuguda L. Bonda	po:l	mathew-chamberlain2022bonda-didayi	KEN	poːl	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
66	RAS	Rasabeda L. Bonda	po:l	mathew-chamberlain2022bonda-didayi	RAS	poːl	length-mark-rendering-equivalent	current prints colon where prior source prints IPA length mark
66	GUT	Tikrapada Gadaba	fol	mathew-chamberlain2022bonda-didayi	GUT	fol	exact-diplomatic-match	current and prior reviewed strings are identical
66	BIA	Biapada U. Didayi	tʃuɖe	mathew-chamberlain2022bonda-didayi	BIA	tʃuɖe	exact-diplomatic-match	current and prior reviewed strings are identical
66	PAR	Kinumun Parenga Parja	uɖo	mathew-chamberlain2022bonda-didayi	PAR	uɖo	exact-diplomatic-match	current and prior reviewed strings are identical
66	RON	Malenga Rona Desiya	phɔl	mathew-chamberlain2022bonda-didayi	RON	phɔl	exact-diplomatic-match	current and prior reviewed strings are identical
66	ODI	Cuttack Oriya	pholo	mathew-chamberlain2022bonda-didayi	ODI	pholo	exact-diplomatic-match	current and prior reviewed strings are identical
67	KAD	Kadamguda L. Bonda	ʊli	mathew-chamberlain2022bonda-didayi	KAD	ʊli	exact-diplomatic-match	current and prior reviewed strings are identical
67	KEN	Kendhuguda L. Bonda	ʊli	mathew-chamberlain2022bonda-didayi	KEN	ʊli	exact-diplomatic-match	current and prior reviewed strings are identical
67	RAS	Rasabeda L. Bonda	ʊli	mathew-chamberlain2022bonda-didayi	RAS	ʊli	exact-diplomatic-match	current and prior reviewed strings are identical
67	GUT	Tikrapada Gadaba	bʊlu	mathew-chamberlain2022bonda-didayi	GUT	bʊlu	exact-diplomatic-match	current and prior reviewed strings are identical
67	BIA	Biapada U. Didayi	ʊli	mathew-chamberlain2022bonda-didayi	BIA	ʊli	exact-diplomatic-match	current and prior reviewed strings are identical
67	PAR	Kinumun Parenga Parja	uɖo	mathew-chamberlain2022bonda-didayi	PAR	uɖo	exact-diplomatic-match	current and prior reviewed strings are identical
67	RON	Malenga Rona Desiya	ɛm	mathew-chamberlain2022bonda-didayi	RON	ɐm	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
67	ODI	Cuttack Oriya	ɑmbo	mathew-chamberlain2022bonda-didayi	ODI	ɑmbo	exact-diplomatic-match	current and prior reviewed strings are identical
68	KAD	Kadamguda L. Bonda	n̪dʒuɖa	mathew-chamberlain2022bonda-didayi	KAD	n̩dʒuɖa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
68	KEN	Kendhuguda L. Bonda	n̪dʒuʔnuɖa	mathew-chamberlain2022bonda-didayi	KEN	n̩dʒuʔŋuɖa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
68	RAS	Rasabeda L. Bonda	n̪dʒuɖa	mathew-chamberlain2022bonda-didayi	RAS	n̩dʒuɖa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
68	GUT	Tikrapada Gadaba	khoɖoli	mathew-chamberlain2022bonda-didayi	GUT	khod̪olɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
68	BIA	Biapada U. Didayi	n̪so	mathew-chamberlain2022bonda-didayi	BIA	n̩so	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
68	PAR	Kinumun Parenga Parja	urɛ	mathew-chamberlain2022bonda-didayi	PAR	uɾɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
68	RON	Malenga Rona Desiya	kɔɖli	mathew-chamberlain2022bonda-didayi	RON	kɔd̪lɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
68	ODI	Cuttack Oriya	kodoli	mathew-chamberlain2022bonda-didayi	ODI	kodoli	exact-diplomatic-match	current and prior reviewed strings are identical
69	KAD	Kadamguda L. Bonda	gom	mathew-chamberlain2022bonda-didayi	KAD	gom	exact-diplomatic-match	current and prior reviewed strings are identical
69	KEN	Kendhuguda L. Bonda	gom	mathew-chamberlain2022bonda-didayi	KEN	gom	exact-diplomatic-match	current and prior reviewed strings are identical
69	RAS	Rasabeda L. Bonda	gɔŋ	mathew-chamberlain2022bonda-didayi	RAS	gɔŋ	exact-diplomatic-match	current and prior reviewed strings are identical
69	GUT	Tikrapada Gadaba	kɛroŋ	mathew-chamberlain2022bonda-didayi	GUT	kɛɾoŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
69	BIA	Biapada U. Didayi	gɔm	mathew-chamberlain2022bonda-didayi	BIA	gɔm	exact-diplomatic-match	current and prior reviewed strings are identical
69	PAR	Kinumun Parenga Parja		mathew-chamberlain2022bonda-didayi	PAR		exact-diplomatic-match	current and prior reviewed strings are identical
69	RON	Malenga Rona Desiya	gɔm	mathew-chamberlain2022bonda-didayi	RON	gɔm	exact-diplomatic-match	current and prior reviewed strings are identical
69	ODI	Cuttack Oriya	gohomõ	mathew-chamberlain2022bonda-didayi	ODI	gohomõ	exact-diplomatic-match	current and prior reviewed strings are identical
70	KAD	Kadamguda L. Bonda		mathew-chamberlain2022bonda-didayi	KAD		exact-diplomatic-match	current and prior reviewed strings are identical
70	KEN	Kendhuguda L. Bonda		mathew-chamberlain2022bonda-didayi	KEN		exact-diplomatic-match	current and prior reviewed strings are identical
70	RAS	Rasabeda L. Bonda		mathew-chamberlain2022bonda-didayi	RAS		exact-diplomatic-match	current and prior reviewed strings are identical
70	GUT	Tikrapada Gadaba		mathew-chamberlain2022bonda-didayi	GUT		exact-diplomatic-match	current and prior reviewed strings are identical
70	BIA	Biapada U. Didayi		mathew-chamberlain2022bonda-didayi	BIA		exact-diplomatic-match	current and prior reviewed strings are identical
70	PAR	Kinumun Parenga Parja		mathew-chamberlain2022bonda-didayi	PAR		exact-diplomatic-match	current and prior reviewed strings are identical
70	RON	Malenga Rona Desiya		mathew-chamberlain2022bonda-didayi	RON		exact-diplomatic-match	current and prior reviewed strings are identical
70	ODI	Cuttack Oriya		mathew-chamberlain2022bonda-didayi	ODI		exact-diplomatic-match	current and prior reviewed strings are identical
