Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Raw_Response	Raw_Line	Extraction_Status
41	sun	GUT	Tikrapada Gutob	26	21	1	2 siø	Tikrapada Gutob 2 siø	text-layer
41	sun	PAR	Kinumun Parenga Parja	26	21	1	5 enkɪ	Kinumun Parenga Parja 5 enkɪ	text-layer
41	sun	RON	Malenga Rona Desiya	26	21	1	4 bel	Malenga Rona Desiya 4 bel	text-layer
41	sun	ODI	Cuttack Oriya	26	21	1	3 sudʒo	Cuttack Oriya 3 sudʒo	text-layer
42	moon	BIA	Biapada U. Didayi	26	21	1	1 ʌɾke	Biapada U. Didayi 1 ʌɾke	text-layer
42	moon	CHI	Chitrakonda L. Didayi	26	21	1	1 hʌɾke	Chitrakonda L. Didayi 1 hʌɾke	text-layer
42	moon	KAL	Kaluguda U. Didayi	26	21	1	1 hʌɾke	Kaluguda U. Didayi 1 hʌɾke	text-layer
42	moon	ORA	Orapadar U. Didayi	26	21	1	1 hʌɾke	Orapadar U. Didayi 1 hʌɾke	text-layer
42	moon	ORI	Oringi L. Didayi	26	21	1	1 ʌɾke	Oringi L. Didayi 1 ʌɾke	text-layer
42	moon	RAS	Rasabeda L. Bonda	26	21	1	1 ʌɾke	Rasabeda L. Bonda 1 ʌɾke	text-layer
42	moon	KEN	Kendhuguda L. Bonda	26	21	1	1 ʌɾke	Kendhuguda L. Bonda 1 ʌɾke	text-layer
42	moon	KAD	Kadamguda L. Bonda	26	21	1	1 ʌɾke	Kadamguda L. Bonda 1 ʌɾke	text-layer
42	moon	DUM	Dumripada U. Bonda	26	21	1	1 ʌɾke	Dumripada U. Bonda 1 ʌɾke	text-layer
42	moon	GUT	Tikrapada Gutob	26	21	1	1 ɐɾkɛ	Tikrapada Gutob 1 ɐɾkɛ	text-layer
42	moon	PAR	Kinumun Parenga Parja	26	21	1	3 ʌŋʌɪtɐ̪	Kinumun Parenga Parja 3 ʌŋʌɪtɐ̪	text-layer
42	moon	RON	Malenga Rona Desiya	26	21	1	4 dʒɔn	Malenga Rona Desiya 4 dʒɔn	text-layer
42	moon	ODI	Cuttack Oriya	26	21	1	2 dʒɑnhɑ	Cuttack Oriya 2 dʒɑnhɑ	text-layer
43	sky	BIA	Biapada U. Didayi	26	21	2	1 kɪtɔ̪ŋeni	Biapada U. Didayi 1 kɪtɔ̪ŋeni	text-layer
43	sky	CHI	Chitrakonda L. Didayi	26	21	2	1 kɪto̪ŋhɪni	Chitrakonda L. Didayi 1 kɪto̪ŋhɪni	text-layer
43	sky	KAL	Kaluguda U. Didayi	26	21	2	1 kɪto̪ŋhɪ	Kaluguda U. Didayi 1 kɪto̪ŋhɪ	text-layer
43	sky	ORA	Orapadar U. Didayi	26	21	2	1 kɪto̪ŋhɪni	Orapadar U. Didayi 1 kɪto̪ŋhɪni	text-layer
43	sky	ORI	Oringi L. Didayi	26	21	2	1 kɪtɔ̪ŋeni	Oringi L. Didayi 1 kɪtɔ̪ŋeni	text-layer
43	sky	RAS	Rasabeda L. Bonda	26	21	2	3 ɑkɑs, 5 bɐdo̪l	Rasabeda L. Bonda 3 ɑkɑs, 5 bɐdo̪l	text-layer
43	sky	KEN	Kendhuguda L. Bonda	26	21	2	5 bɐd̪ol	Kendhuguda L. Bonda 5 bɐd̪ol	text-layer
43	sky	KAD	Kadamguda L. Bonda	26	21	2	3 ɑkɑs, 5 bɐdo̪l	Kadamguda L. Bonda 3 ɑkɑs, 5 bɐdo̪l	text-layer
43	sky	DUM	Dumripada U. Bonda	26	21	2	1 kɪtʊ̪ŋ	Dumripada U. Bonda 1 kɪtʊ̪ŋ	text-layer
43	sky	GUT	Tikrapada Gutob	26	21	2	2 tɪ̪ɾip	Tikrapada Gutob 2 tɪ̪ɾip	text-layer
43	sky	PAR	Kinumun Parenga Parja	26	21	2	4 tɐ̪ɾu	Kinumun Parenga Parja 4 tɐ̪ɾu	text-layer
43	sky	RON	Malenga Rona Desiya	26	21	2	5 bɐd̪ɔl	Malenga Rona Desiya 5 bɐd̪ɔl	text-layer
43	sky	ODI	Cuttack Oriya	26	21	2	3 ɑkɑsɑu	Cuttack Oriya 3 ɑkɑsɑu	text-layer
44	star	BIA	Biapada U. Didayi	26	21	2	1 tʃaŋkʊa	Biapada U. Didayi 1 tʃaŋkʊa	text-layer
44	star	CHI	Chitrakonda L. Didayi	26	21	2	1 tʃaŋkʊa	Chitrakonda L. Didayi 1 tʃaŋkʊa	text-layer
44	star	KAL	Kaluguda U. Didayi	26	21	2	5 hʌmaɾte̪	Kaluguda U. Didayi 5 hʌmaɾte̪	text-layer
44	star	ORA	Orapadar U. Didayi	26	21	2	1 tʃɔŋko	Orapadar U. Didayi 1 tʃɔŋko	text-layer
44	star	ORI	Oringi L. Didayi	26	21	2	1 tʃaŋkʊa	Oringi L. Didayi 1 tʃaŋkʊa	text-layer
44	star	RAS	Rasabeda L. Bonda	26	21	2	5 momoɾtɔ̪, 6 kɪmito̪	Rasabeda L. Bonda 5 momoɾtɔ̪, /continued/ 6 kɪmito̪	text-layer
44	star	KEN	Kendhuguda L. Bonda	26	21	2	5 momoɾtɔ̪	Kendhuguda L. Bonda 5 momoɾtɔ̪	text-layer
44	star	KAD	Kadamguda L. Bonda	26	21	2	5 momoɾtɔ̪	Kadamguda L. Bonda 5 momoɾtɔ̪	text-layer
44	star	DUM	Dumripada U. Bonda	26	21	2	5 mʊmoɾto̪	Dumripada U. Bonda 5 mʊmoɾto̪	text-layer
44	star	GUT	Tikrapada Gutob	26	21	2	2 poʔʈɪŋ	Tikrapada Gutob 2 poʔʈɪŋ	text-layer
44	star	PAR	Kinumun Parenga Parja	26	21	2	4 tɐ̪ɾɐ	Kinumun Parenga Parja 4 tɐ̪ɾɐ	text-layer
44	star	RON	Malenga Rona Desiya	26	21	2	4 tɐ̪ɾɐ	Malenga Rona Desiya 4 tɐ̪ɾɐ	text-layer
44	star	ODI	Cuttack Oriya	26	21	2	3 nɑkʃɑtɾ̪ɑ, 4 tɑ̪ɾɑ	Cuttack Oriya 3 nɑkʃɑtɾ̪ɑ, /continued/ 4 tɑ̪ɾɑ	text-layer
45	rain	BIA	Biapada U. Didayi	26	21	2	1 leŋɖia	Biapada U. Didayi 1 leŋɖia	text-layer
45	rain	CHI	Chitrakonda L. Didayi	26	21	2	1 leŋɖia	Chitrakonda L. Didayi 1 leŋɖia	text-layer
45	rain	KAL	Kaluguda U. Didayi	26	21	2	1 laŋɖiŋ	Kaluguda U. Didayi 1 laŋɖiŋ	text-layer
45	rain	ORA	Orapadar U. Didayi	26	21	2	1 n̩ɖia	Orapadar U. Didayi 1 n̩ɖia	text-layer
45	rain	ORI	Oringi L. Didayi	26	21	2	1 liŋɖia	Oringi L. Didayi 1 liŋɖia	text-layer
45	rain	RAS	Rasabeda L. Bonda	26	21	2	3 ɖɐguɾɔni	Rasabeda L. Bonda 3 ɖɐguɾɔni	text-layer
45	rain	KEN	Kendhuguda L. Bonda	26	21	2	3 ɖɐguɾɔni	Kendhuguda L. Bonda 3 ɖɐguɾɔni	text-layer
45	rain	KAD	Kadamguda L. Bonda	26	21	2	3 ɖɐguɾɔni	Kadamguda L. Bonda 3 ɖɐguɾɔni	text-layer
45	rain	DUM	Dumripada U. Bonda	26	21	2	3 ɖɐguɾɔ	Dumripada U. Bonda 3 ɖɐguɾɔ	text-layer
45	rain	GUT	Tikrapada Gutob	26	21	2	2 boɾsɐ, 3 ɖɐ	Tikrapada Gutob 2 boɾsɐ, 3 ɖɐ	text-layer
45	rain	PAR	Kinumun Parenga Parja	26	21	2	3 ɖɐ	Kinumun Parenga Parja 3 ɖɐ	text-layer
45	rain	RON	Malenga Rona Desiya	26	21	2	4 pɐnɪ	Malenga Rona Desiya 4 pɐnɪ	text-layer
45	rain	ODI	Cuttack Oriya	26	21	2	2 boɾosɑ	Cuttack Oriya 2 boɾosɑ	text-layer
46	water	BIA	Biapada U. Didayi	26	21	2	1 n̩ɖia	Biapada U. Didayi 1 n̩ɖia	text-layer
46	water	CHI	Chitrakonda L. Didayi	26	21	2	1 n̩ɖia	Chitrakonda L. Didayi 1 n̩ɖia	text-layer
46	water	KAL	Kaluguda U. Didayi	26	21	2	1 n̩ɖi	Kaluguda U. Didayi 1 n̩ɖi	text-layer
46	water	ORA	Orapadar U. Didayi	26	21	2	1 n̩ɖia	Orapadar U. Didayi 1 n̩ɖia	text-layer
46	water	ORI	Oringi L. Didayi	26	21	2	1 n̩ɖia	Oringi L. Didayi 1 n̩ɖia	text-layer
46	water	RAS	Rasabeda L. Bonda	27	22	1	2 ɖɐ	Rasabeda L. Bonda 2 ɖɐ	text-layer
46	water	KEN	Kendhuguda L. Bonda	27	22	1	2 ɖɐ	Kendhuguda L. Bonda 2 ɖɐ	text-layer
46	water	KAD	Kadamguda L. Bonda	27	22	1	2 ɖɐ	Kadamguda L. Bonda 2 ɖɐ	text-layer
46	water	DUM	Dumripada U. Bonda	27	22	1	2 ɖɐ	Dumripada U. Bonda 2 ɖɐ	text-layer
46	water	GUT	Tikrapada Gutob	27	22	1	2 ɖɐ	Tikrapada Gutob 2 ɖɐ	text-layer
46	water	PAR	Kinumun Parenga Parja	27	22	1	2 d̪a	Kinumun Parenga Parja 2 d̪a	text-layer
46	water	RON	Malenga Rona Desiya	27	22	1	3 pɑni	Malenga Rona Desiya 3 pɑni	text-layer
46	water	ODI	Cuttack Oriya	27	22	1	3 pɑni	Cuttack Oriya 3 pɑni	text-layer
47	river	BIA	Biapada U. Didayi	27	22	1	3 kɪnɖiɐ	Biapada U. Didayi 3 kɪnɖiɐ	text-layer
47	river	CHI	Chitrakonda L. Didayi	27	22	1	3 kenɖiɐ	Chitrakonda L. Didayi 3 kenɖiɐ	text-layer
47	river	KAL	Kaluguda U. Didayi	27	22	1	1 moɳaliŋɖe	Kaluguda U. Didayi 1 moɳaliŋɖe	text-layer
47	river	ORA	Orapadar U. Didayi	27	22	1	1 lonɖe	Orapadar U. Didayi 1 lonɖe	text-layer
47	river	ORI	Oringi L. Didayi	27	22	1	1 lonɖia	Oringi L. Didayi 1 lonɖia	text-layer
47	river	RAS	Rasabeda L. Bonda	27	22	1	3 kɪnɖɐ	Rasabeda L. Bonda 3 kɪnɖɐ	text-layer
47	river	KEN	Kendhuguda L. Bonda	27	22	1	3 kɪnɖɐ	Kendhuguda L. Bonda 3 kɪnɖɐ	text-layer
47	river	KAD	Kadamguda L. Bonda	27	22	1	3 kɪnɖɐ	Kadamguda L. Bonda 3 kɪnɖɐ	text-layer
47	river	DUM	Dumripada U. Bonda	27	22	1	3 kɪnɖɐ	Dumripada U. Bonda 3 kɪnɖɐ	text-layer
47	river	GUT	Tikrapada Gutob	27	22	1	3 kɪɳɖi	Tikrapada Gutob 3 kɪɳɖi	text-layer
47	river	PAR	Kinumun Parenga Parja	27	22	1	3 kɪɳɖɐ	Kinumun Parenga Parja 3 kɪɳɖɐ	text-layer
47	river	RON	Malenga Rona Desiya	27	22	1	4 gɐɽ	Malenga Rona Desiya 4 gɐɽ	text-layer
47	river	ODI	Cuttack Oriya	27	22	1	2 nədi̪	Cuttack Oriya 2 nədi̪	text-layer
48	cloud	BIA	Biapada U. Didayi	27	22	1	6 tʊ̪leth̪alodia	Biapada U. Didayi 6 tʊ̪leth̪alodia	text-layer
48	cloud	CHI	Chitrakonda L. Didayi	27	22	1	1 tɾ̪ɪgɖia	Chitrakonda L. Didayi 1 tɾ̪ɪgɖia	text-layer
48	cloud	KAL	Kaluguda U. Didayi	27	22	1	1 tɾ̪igɖe	Kaluguda U. Didayi 1 tɾ̪igɖe	text-layer
48	cloud	ORA	Orapadar U. Didayi	27	22	1	1 tɾ̪ɪgɖie	Orapadar U. Didayi 1 tɾ̪ɪgɖie	text-layer
48	cloud	ORI	Oringi L. Didayi	27	22	1	1 tɾ̪ɪgɖia	Oringi L. Didayi 1 tɾ̪ɪgɖia	text-layer
48	cloud	RAS	Rasabeda L. Bonda	27	22	1	4 bʌd̪ol	Rasabeda L. Bonda 4 bʌd̪ol	text-layer
48	cloud	KEN	Kendhuguda L. Bonda	27	22	1	4 bʌd̪ol	Kendhuguda L. Bonda 4 bʌd̪ol	text-layer
48	cloud	KAD	Kadamguda L. Bonda	27	22	1	4 bʌd̪ol	Kadamguda L. Bonda 4 bʌd̪ol	text-layer
48	cloud	DUM	Dumripada U. Bonda	27	22	1	7 seputa̪m	Dumripada U. Bonda 7 seputa̪m	text-layer
48	cloud	GUT	Tikrapada Gutob	27	22	1	2 tɪ̪ɾip	Tikrapada Gutob 2 tɪ̪ɾip	text-layer
48	cloud	PAR	Kinumun Parenga Parja	27	22	1	5 tɐ̪ɾu	Kinumun Parenga Parja 5 tɐ̪ɾu	text-layer
48	cloud	RON	Malenga Rona Desiya	27	22	1	4 bɐd̪ɔl	Malenga Rona Desiya 4 bɐd̪ɔl	text-layer
48	cloud	ODI	Cuttack Oriya	27	22	1	3 megɦːo	Cuttack Oriya 3 megɦːo	text-layer
49	lightning	BIA	Biapada U. Didayi	27	22	1	1 lɔŋsta̪ɾ	Biapada U. Didayi 1 lɔŋsta̪ɾ	text-layer
49	lightning	CHI	Chitrakonda L. Didayi	27	22	1	1 lɔŋtə̪ɾ	Chitrakonda L. Didayi 1 lɔŋtə̪ɾ	text-layer
49	lightning	KAL	Kaluguda U. Didayi	27	22	1	5 bidʒbog	Kaluguda U. Didayi 5 bidʒbog	text-layer
49	lightning	ORA	Orapadar U. Didayi	27	22	1	1 loŋsaɾ	Orapadar U. Didayi 1 loŋsaɾ	text-layer
49	lightning	ORI	Oringi L. Didayi	27	22	1	1 lɔŋtə̪ɾ	Oringi L. Didayi 1 lɔŋtə̪ɾ	text-layer
49	lightning	RAS	Rasabeda L. Bonda	27	22	1	4 bɪdʒɪli	Rasabeda L. Bonda 4 bɪdʒɪli	text-layer
49	lightning	KEN	Kendhuguda L. Bonda	27	22	1	4 bɪdʒɪli	Kendhuguda L. Bonda 4 bɪdʒɪli	text-layer
49	lightning	KAD	Kadamguda L. Bonda	27	22	1	4 bɪdʒɪli	Kadamguda L. Bonda 4 bɪdʒɪli	text-layer
49	lightning	DUM	Dumripada U. Bonda	27	22	1	6 ʊŋleiɖa	Dumripada U. Bonda 6 ʊŋleiɖa	text-layer
49	lightning	GUT	Tikrapada Gutob	27	22	1	2 moglɐi, 3 dʒiʈki	Tikrapada Gutob 2 moglɐi, /continued/ 3 dʒiʈki	text-layer
49	lightning	PAR	Kinumun Parenga Parja	27	22	1	4 bɪdʒɪlɐ	Kinumun Parenga Parja 4 bɪdʒɪlɐ	text-layer
49	lightning	RON	Malenga Rona Desiya	27	22	1	4 bɪdʒlɪ	Malenga Rona Desiya 4 bɪdʒlɪ	text-layer
49	lightning	ODI	Cuttack Oriya	27	22	1	4 bidʒuli	Cuttack Oriya 4 bidʒuli	text-layer
50	rainbow	BIA	Biapada U. Didayi	27	22	2	5 haʋe	Biapada U. Didayi 5 haʋe	text-layer
50	rainbow	CHI	Chitrakonda L. Didayi	27	22	2	6 bɾihumhaiʒã	Chitrakonda L. Didayi 6 bɾihumhai�ã	manual-visual-correction
50	rainbow	KAL	Kaluguda U. Didayi	27	22	2	8 bɪmo	Kaluguda U. Didayi 8 bɪmo	text-layer
50	rainbow	ORA	Orapadar U. Didayi	27	22	2	5 bɾihũhave, 6 bɾihũhave	Orapadar U. Didayi 5 bɾihũhave, /continued/ 6 bɾihũhave	text-layer
50	rainbow	ORI	Oringi L. Didayi	27	22	2	1 çɪbɔd̪ʌnu, 3 ɪnd̪ɾodo̪nu	Oringi L. Didayi 1 çɪbɔd̪ʌnu, /continued/ 3 ɪnd̪ɾodo̪nu	text-layer
50	rainbow	RAS	Rasabeda L. Bonda	27	22	2	4 gutʊ̪bu	Rasabeda L. Bonda 4 gutʊ̪bu	text-layer
50	rainbow	KEN	Kendhuguda L. Bonda	27	22	2	4 gutʊ̪bu	Kendhuguda L. Bonda 4 gutʊ̪bu	text-layer
50	rainbow	KAD	Kadamguda L. Bonda	27	22	2	4 gutʊ̪bu	Kadamguda L. Bonda 4 gutʊ̪bu	text-layer
50	rainbow	DUM	Dumripada U. Bonda	27	22	2	4 gɪti̪bu	Dumripada U. Bonda 4 gɪti̪bu	text-layer
50	rainbow	GUT	Tikrapada Gutob	27	22	2	2 iŋlɐʈi	Tikrapada Gutob 2 iŋlɐʈi	text-layer
50	rainbow	PAR	Kinumun Parenga Parja	27	22	2	2 bɪŋlɐʈɪ	Kinumun Parenga Parja 2 bɪŋlɐʈɪ	text-layer
50	rainbow	RON	Malenga Rona Desiya	27	22	2	3 in̪dɔ̪ɾd̪ʊnʊ	Malenga Rona Desiya 3 in̪dɔ̪ɾd̪ʊnʊ	text-layer
50	rainbow	ODI	Cuttack Oriya	27	22	2	3 inɖɾoɖɑnɑsə	Cuttack Oriya 3 inɖɾoɖɑnɑsə	text-layer
51	wind	BIA	Biapada U. Didayi	27	22	2	1 ʋeɖia	Biapada U. Didayi 1 ʋeɖia	text-layer
51	wind	CHI	Chitrakonda L. Didayi	27	22	2	1 hoːɖia	Chitrakonda L. Didayi 1 hoːɖia	text-layer
51	wind	KAL	Kaluguda U. Didayi	27	22	2	1 oʔhoːɖe	Kaluguda U. Didayi 1 oʔhoːɖe	text-layer
51	wind	ORA	Orapadar U. Didayi	27	22	2	1 hoːɖie	Orapadar U. Didayi 1 hoːɖie	text-layer
51	wind	ORI	Oringi L. Didayi	27	22	2	1 ʋeɖia	Oringi L. Didayi 1 ʋeɖia	text-layer
51	wind	RAS	Rasabeda L. Bonda	27	22	2	6 uiɖa	Rasabeda L. Bonda 6 uiɖa	text-layer
51	wind	KEN	Kendhuguda L. Bonda	27	22	2	6 uiɖa	Kendhuguda L. Bonda 6 uiɖa	text-layer
51	wind	KAD	Kadamguda L. Bonda	27	22	2	6 uiɖa	Kadamguda L. Bonda 6 uiɖa	text-layer
51	wind	DUM	Dumripada U. Bonda	27	22	2	6 uiɖa	Dumripada U. Bonda 6 uiɖa	text-layer
51	wind	GUT	Tikrapada Gutob	27	22	2	2 oioi	Tikrapada Gutob 2 oioi	text-layer
51	wind	PAR	Kinumun Parenga Parja	27	22	2	4 ɪmpuɾ	Kinumun Parenga Parja 4 ɪmpuɾ	text-layer
51	wind	RON	Malenga Rona Desiya	27	22	2	5 pɔbɔn	Malenga Rona Desiya 5 pɔbɔn	text-layer
51	wind	ODI	Cuttack Oriya	27	22	2	3 dʒɦoɾɑkɑ	Cuttack Oriya 3 dʒɦoɾɑkɑ	text-layer
52	stone	BIA	Biapada U. Didayi	27	22	2	1 bɾi	Biapada U. Didayi 1 bɾi	text-layer
52	stone	CHI	Chitrakonda L. Didayi	27	22	2	1 bɾi	Chitrakonda L. Didayi 1 bɾi	text-layer
52	stone	KAL	Kaluguda U. Didayi	27	22	2	1 bɾi	Kaluguda U. Didayi 1 bɾi	text-layer
52	stone	ORA	Orapadar U. Didayi	27	22	2	1 bɾi	Orapadar U. Didayi 1 bɾi	text-layer
52	stone	ORI	Oringi L. Didayi	27	22	2	1 bɾi	Oringi L. Didayi 1 bɾi	text-layer
52	stone	RAS	Rasabeda L. Bonda	27	22	2	2 bɪɾe	Rasabeda L. Bonda 2 bɪɾe	text-layer
52	stone	KEN	Kendhuguda L. Bonda	27	22	2	2 bɪɾe	Kendhuguda L. Bonda 2 bɪɾe	text-layer
52	stone	KAD	Kadamguda L. Bonda	27	22	2	2 bɪɾe	Kadamguda L. Bonda 2 bɪɾe	text-layer
52	stone	DUM	Dumripada U. Bonda	27	22	2	2 bʊɾe	Dumripada U. Bonda 2 bʊɾe	text-layer
52	stone	GUT	Tikrapada Gutob	27	22	2	2 bɪɾɛn	Tikrapada Gutob 2 bɪɾɛn	text-layer
52	stone	PAR	Kinumun Parenga Parja	27	22	2	4 ʌɾeŋ	Kinumun Parenga Parja 4 ʌɾeŋ	text-layer
52	stone	RON	Malenga Rona Desiya	27	22	2	5 pɐknɐ	Malenga Rona Desiya 5 pɐknɐ	text-layer
52	stone	ODI	Cuttack Oriya	27	22	2	3 pəth̪əɾə	Cuttack Oriya 3 pəth̪əɾə	text-layer
53	path	BIA	Biapada U. Didayi	27	22	2	5 gʌli	Biapada U. Didayi 5 gʌli	text-layer
53	path	CHI	Chitrakonda L. Didayi	27	22	2	5 gʌli	Chitrakonda L. Didayi 5 gʌli	text-layer
53	path	KAL	Kaluguda U. Didayi	27	22	2	6 kɪɾiŋ	Kaluguda U. Didayi 6 kɪɾiŋ	text-layer
53	path	ORA	Orapadar U. Didayi	27	22	2	5 gʌli	Orapadar U. Didayi 5 gʌli	text-layer
53	path	ORI	Oringi L. Didayi	27	22	2	1 keɾo, 5 gʌli	Oringi L. Didayi 1 keɾo, 5 gʌli	text-layer
53	path	RAS	Rasabeda L. Bonda	27	22	2	5 gʌɾɪ	Rasabeda L. Bonda 5 gʌɾɪ	text-layer
53	path	KEN	Kendhuguda L. Bonda	28	23	1	5 gʌɾɪ	Kendhuguda L. Bonda 5 gʌɾɪ	text-layer
53	path	KAD	Kadamguda L. Bonda	28	23	1	5 gʌɾɪ	Kadamguda L. Bonda 5 gʌɾɪ	text-layer
53	path	DUM	Dumripada U. Bonda	28	23	1	2 kʊɾʊŋ	Dumripada U. Bonda 2 kʊɾʊŋ	text-layer
53	path	GUT	Tikrapada Gutob	28	23	1	2 kʊɾʊŋ	Tikrapada Gutob 2 kʊɾʊŋ	text-layer
53	path	PAR	Kinumun Parenga Parja	28	23	1	2 kuɾoŋ	Kinumun Parenga Parja 2 kuɾoŋ	text-layer
53	path	RON	Malenga Rona Desiya	28	23	1	4 bɐʈ	Malenga Rona Desiya 4 bɐʈ	text-layer
53	path	ODI	Cuttack Oriya	28	23	1	3 rɑstɾ̪ɑ, 4 bɑto	Cuttack Oriya 3 rɑstɾ̪ɑ, 4 bɑto	text-layer
54	sand	BIA	Biapada U. Didayi	28	23	1	1 bali	Biapada U. Didayi 1 bali	text-layer
54	sand	CHI	Chitrakonda L. Didayi	28	23	1	4 bɪŋti̪	Chitrakonda L. Didayi 4 bɪŋti̪	text-layer
54	sand	KAL	Kaluguda U. Didayi	28	23	1	1 bali	Kaluguda U. Didayi 1 bali	text-layer
54	sand	ORA	Orapadar U. Didayi	28	23	1	4 bɪŋti̪	Orapadar U. Didayi 4 bɪŋti̪	text-layer
54	sand	ORI	Oringi L. Didayi	28	23	1	1 bali	Oringi L. Didayi 1 bali	text-layer
54	sand	RAS	Rasabeda L. Bonda	28	23	1	1 balɪ	Rasabeda L. Bonda 1 balɪ	text-layer
54	sand	KEN	Kendhuguda L. Bonda	28	23	1	5 tʊ̪bu	Kendhuguda L. Bonda 5 tʊ̪bu	text-layer
54	sand	KAD	Kadamguda L. Bonda	28	23	1	1 balɪ	Kadamguda L. Bonda 1 balɪ	text-layer
54	sand	DUM	Dumripada U. Bonda	28	23	1	1 bali	Dumripada U. Bonda 1 bali	text-layer
54	sand	GUT	Tikrapada Gutob	28	23	1	1 bəli, 3 bɪtɪ̪l	Tikrapada Gutob 1 bəli, 3 bɪtɪ̪l	text-layer
54	sand	PAR	Kinumun Parenga Parja	28	23	1	2 lʌkɪ	Kinumun Parenga Parja 2 lʌkɪ	text-layer
54	sand	RON	Malenga Rona Desiya	28	23	1	1 balɪ	Malenga Rona Desiya 1 balɪ	text-layer
54	sand	ODI	Cuttack Oriya	28	23	1	1 bɑɭi	Cuttack Oriya 1 bɑɭi	text-layer
55	fire	BIA	Biapada U. Didayi	28	23	1	1 sʊa	Biapada U. Didayi 1 sʊa	text-layer
55	fire	CHI	Chitrakonda L. Didayi	28	23	1	1 sʊa	Chitrakonda L. Didayi 1 sʊa	text-layer
55	fire	KAL	Kaluguda U. Didayi	28	23	1	2 suŋɔː	Kaluguda U. Didayi 2 suŋɔː	text-layer
55	fire	ORA	Orapadar U. Didayi	28	23	1	2 sʊhõ	Orapadar U. Didayi 2 sʊhõ	text-layer
55	fire	ORI	Oringi L. Didayi	28	23	1	1 sʊa	Oringi L. Didayi 1 sʊa	text-layer
55	fire	RAS	Rasabeda L. Bonda	28	23	1	2 suŋɔː	Rasabeda L. Bonda 2 suŋɔː	text-layer
55	fire	KEN	Kendhuguda L. Bonda	28	23	1	2 suŋɔː	Kendhuguda L. Bonda 2 suŋɔː	text-layer
55	fire	KAD	Kadamguda L. Bonda	28	23	1	2 suŋɔː	Kadamguda L. Bonda 2 suŋɔː	text-layer
55	fire	DUM	Dumripada U. Bonda	28	23	1	2 suŋɔː	Dumripada U. Bonda 2 suŋɔː	text-layer
55	fire	GUT	Tikrapada Gutob	28	23	1	2 sʊøŋːol	Tikrapada Gutob 2 sʊøŋːol	text-layer
55	fire	PAR	Kinumun Parenga Parja	28	23	1	4 kuɖoŋ	Kinumun Parenga Parja 4 kuɖoŋ	text-layer
55	fire	RON	Malenga Rona Desiya	28	23	1	5 dʒɔj	Malenga Rona Desiya 5 dʒɔj	text-layer
55	fire	ODI	Cuttack Oriya	28	23	1	3 nĩːɑ	Cuttack Oriya 3 nĩːɑ	text-layer
56	smoke	BIA	Biapada U. Didayi	28	23	1	1 maʔso	Biapada U. Didayi 1 maʔso	text-layer
56	smoke	CHI	Chitrakonda L. Didayi	28	23	1	1 moʔso	Chitrakonda L. Didayi 1 moʔso	text-layer
56	smoke	KAL	Kaluguda U. Didayi	28	23	1	1 moʔse	Kaluguda U. Didayi 1 moʔse	text-layer
56	smoke	ORA	Orapadar U. Didayi	28	23	1	1 mõsõi	Orapadar U. Didayi 1 mõsõi	text-layer
56	smoke	ORI	Oringi L. Didayi	28	23	1	1 maʔso	Oringi L. Didayi 1 maʔso	text-layer
56	smoke	RAS	Rasabeda L. Bonda	28	23	1	4 mokʔsɪŋ	Rasabeda L. Bonda 4 mokʔsɪŋ	text-layer
56	smoke	KEN	Kendhuguda L. Bonda	28	23	1	4 mokʔsɪŋ	Kendhuguda L. Bonda 4 mokʔsɪŋ	text-layer
56	smoke	KAD	Kadamguda L. Bonda	28	23	1	4 mokʔsɪŋ	Kadamguda L. Bonda 4 mokʔsɪŋ	text-layer
56	smoke	DUM	Dumripada U. Bonda	28	23	1	4 mʊkʔsɪŋ	Dumripada U. Bonda 4 mʊkʔsɪŋ	text-layer
56	smoke	GUT	Tikrapada Gutob	28	23	1	1 mʊʔsoŋ	Tikrapada Gutob 1 mʊʔsoŋ	text-layer
56	smoke	PAR	Kinumun Parenga Parja	28	23	1	3 bud̪ɪ	Kinumun Parenga Parja 3 bud̪ɪ	text-layer
56	smoke	RON	Malenga Rona Desiya	28	23	1	2 d̪ʊɐ̃	Malenga Rona Desiya 2 d̪ʊɐ̃	text-layer
56	smoke	ODI	Cuttack Oriya	28	23	1	2 d̪ɦuɑ̃	Cuttack Oriya 2 d̪ɦuɑ̃	text-layer
57	ash	BIA	Biapada U. Didayi	28	23	2	1 ʊkso	Biapada U. Didayi 1 ʊkso	text-layer
57	ash	CHI	Chitrakonda L. Didayi	28	23	2	1 ʊkso	Chitrakonda L. Didayi 1 ʊkso	text-layer
57	ash	KAL	Kaluguda U. Didayi	28	23	2	1 ʊksiŋ	Kaluguda U. Didayi 1 ʊksiŋ	text-layer
57	ash	ORA	Orapadar U. Didayi	28	23	2	1 ʊksõ	Orapadar U. Didayi 1 ʊksõ	text-layer
57	ash	ORI	Oringi L. Didayi	28	23	2	1 ʊkso	Oringi L. Didayi 1 ʊkso	text-layer
57	ash	RAS	Rasabeda L. Bonda	28	23	2	1 ʊkʔsɔŋ	Rasabeda L. Bonda 1 ʊkʔsɔŋ	text-layer
57	ash	KEN	Kendhuguda L. Bonda	28	23	2	1 ʊkʔsɔŋ	Kendhuguda L. Bonda 1 ʊkʔsɔŋ	text-layer
