Item	Gloss	Lect_Code	Language_Label	Site	Similarity_Group	Response_Index	Raw_Form	Form	PDF_Page	Printed_Page	Column	Source_Scope	Status	Review
21	heart	Ga	Gahri	Stingri	7	1	ʃuʃɐ	ʃuʃɐ	50	42	1	target	response	Unicode Charis/Doulos SIL text layer
21	heart	Ga	Gahri	Gawzang	7	1	ʃuʃɛ	ʃuʃɛ	50	42	1	target	response	Unicode Charis/Doulos SIL text layer
21	heart	Bh	Bhoti	Darcha	6	1	niŋ	niŋ	50	42	1	target	response	Unicode Charis/Doulos SIL text layer
21	heart	Bh	Bhoti	Kolong	6	1	ɲiŋ	ɲiŋ	50	42	1	target	response	Unicode Charis/Doulos SIL text layer
21	heart	Bh	Bhoti	Rarig	6	1	ŋɪŋ̃	ŋɪŋ̃	50	42	1	target	response	Unicode Charis/Doulos SIL text layer
21	heart	Bh	Bhoti	Tingrat	6	1	ɲɪŋ	ɲɪŋ	50	42	1	target	response	Unicode Charis/Doulos SIL text layer
21	heart	Bh	Bhoti	Khoksar	6	1	ɲɪŋ̃	ɲɪŋ̃	50	42	1	target	response	Unicode Charis/Doulos SIL text layer
21	heart	Ld	Ladakhi	Leh	6	1	sniŋ	sniŋ	50	42	1	prior_list	response	Unicode Charis/Doulos SIL text layer
21	heart	Bh	Bhoti	Spiti	6	1	ɲiŋ	ɲiŋ	50	42	1	prior_list	response	Unicode Charis/Doulos SIL text layer
21	heart	Tb	Tibetan	Lhasa	6	1	ɲiŋ	ɲiŋ	50	42	1	comparison	response	Unicode Charis/Doulos SIL text layer
22	blood	Hi	Hindi	Standard	2	1	khun	khun	50	42	2	comparison	response	Unicode Charis/Doulos SIL text layer
22	blood	Pg	Pangi	Tindi	3	1	lɐo	lɐo	50	42	2	prior_list	response	Unicode Charis/Doulos SIL text layer
22	blood	Ch	Chinali	Gushal	4	1	ɾʌt	ɾʌt	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Ch	Chinali	Nalda	4	1	ɾʌt	ɾʌt	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Lo	Lohari	Gondhla	4	1	ɾɐt ̪	ɾɐt ̪	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Lo	Lohari	Gawzang	4	1	ɾʌt	ɾʌt	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Pa	Pattani	Jobrang	5	1	ʃuːi	ʃuːi	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Pa	Pattani	Thirot	5	1	ʃui	ʃui	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Pa	Pattani	Thirot	5	2	sui	sui	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Pa	Pattani	Udeypur	5	1	ʃui	ʃui	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Pa	Pattani	Gushal	5	1	ʃui	ʃui	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Pa	Pattani	Mooling	5	1	ʃui	ʃui	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Pa	Pattani	Tholang	5	1	ʃui	ʃui	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Pa	Pattani	Chimrat	5	1	ʃui	ʃui	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Pa	Pattani	Salgram	5	1	ʃui	ʃui	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Ti	Tinani	Sissu	5	1	ʃuː	ʃuː	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Ti	Tinani	Gondhla	5	1	ʃuwi	ʃuwi	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Ga	Gahri	Keylong	5	1	ʃu	ʃu	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Ga	Gahri	Stingri	5	1	ʃu	ʃu	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Ga	Gahri	Gawzang	5	1	ʃu	ʃu	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Bh	Bhoti	Darcha	6	1	ʈhɐ	ʈhɐ	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Bh	Bhoti	Kolong	6	1	ʈhɐʔ	ʈhɐʔ	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Bh	Bhoti	Rarig	6	1	ʈhɐʔ	ʈhɐʔ	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Bh	Bhoti	Tingrat	6	1	ʈhɐʔ	ʈhɐʔ	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Bh	Bhoti	Khoksar	1	1	ɕhɐ	ɕhɐ	50	42	2	target	response	Unicode Charis/Doulos SIL text layer
22	blood	Ld	Ladakhi	Leh	6	1	thɐkh	thɐkh	50	42	2	prior_list	response	Unicode Charis/Doulos SIL text layer
22	blood	Bh	Bhoti	Spiti	6	1	thʌ	thʌ	50	42	2	prior_list	response	Unicode Charis/Doulos SIL text layer
22	blood	Tb	Tibetan	Lhasa	6	1	tha	tha	50	42	2	comparison	response	Unicode Charis/Doulos SIL text layer
23	urine	Hi	Hindi	Standard	2	1	mut	mut	50	42	3	comparison	response	Unicode Charis/Doulos SIL text layer
23	urine	Hi	Hindi	Standard	3	2	peʃab	peʃab	50	42	3	comparison	response	Unicode Charis/Doulos SIL text layer
23	urine	Pg	Pangi	Tindi	2	1	mot	mot	50	42	3	prior_list	response	Unicode Charis/Doulos SIL text layer
23	urine	Ch	Chinali	Gushal	2	1	mutɾ̪ʌmu	mutɾ̪ʌmu	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Ch	Chinali	Nalda	2	1	mutʌɾ	mutʌɾ	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Lo	Lohari	Gondhla	2	1	mutɾ̪ʌm	mutɾ̪ʌm	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Lo	Lohari	Gawzang	2	1	mutuɾ	mutuɾ	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Pa	Pattani	Jobrang	4	1	tʃəŋdʒi	tʃəŋdʒi	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Pa	Pattani	Thirot	4	1	tʃʌɲdi	tʃʌɲdi	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Pa	Pattani	Udeypur	4	1	tsʌŋd̪i	tsʌŋd̪i	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Pa	Pattani	Gushal	4	1	tʃəŋdʒi	tʃəŋdʒi	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Pa	Pattani	Mooling	4	1	tʃʌndʒi	tʃʌndʒi	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Pa	Pattani	Tholang	4	1	tʃəŋdʒi	tʃəŋdʒi	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Pa	Pattani	Chimrat	4	1	tʃɐŋti̪	tʃɐŋti̪	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Pa	Pattani	Salgram	4	1	tʃɐnd̪i	tʃɐnd̪i	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Ti	Tinani	Sissu	4	1	tʃʌŋthi	tʃʌŋthi	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Ti	Tinani	Gondhla	4	1	tʃʌŋti̪	tʃʌŋti̪	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Ga	Gahri	Keylong	1	1	dʒɐ	dʒɐ	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Ga	Gahri	Stingri	1	1	dʒʌ	dʒʌ	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Ga	Gahri	Gawzang	6	1	ʒjɐʔ	ʒjɐʔ	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Bh	Bhoti	Darcha	5	1	tʃin	tʃin	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Bh	Bhoti	Kolong	5	1	tʃɪn	tʃɪn	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Bh	Bhoti	Rarig	5	1	tʃɪn	tʃɪn	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Bh	Bhoti	Tingrat	5	1	tʃin	tʃin	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Bh	Bhoti	Khoksar	5	1	tʃɪn	tʃɪn	50	42	3	target	response	Unicode Charis/Doulos SIL text layer
23	urine	Ld	Ladakhi	Leh	7	1	tʃhɐp	tʃhɐp	50	42	3	prior_list	response	Unicode Charis/Doulos SIL text layer
23	urine	Ld	Ladakhi	Leh	5	2	ɬtʃin	ɬtʃin	50	42	3	prior_list	response	Unicode Charis/Doulos SIL text layer
23	urine	Bh	Bhoti	Spiti	5	1	tʃɪn	tʃɪn	50	42	3	prior_list	response	Unicode Charis/Doulos SIL text layer
23	urine	Tb	Tibetan	Lhasa	5	1	tʃiŋba	tʃiŋba	50	42	3	comparison	response	Unicode Charis/Doulos SIL text layer
24	feces	Hi	Hindi	Standard	6	1	ʈʌʈːi	ʈʌʈːi	50	42	4	comparison	response	Unicode Charis/Doulos SIL text layer
24	feces	Pg	Pangi	Tindi	6	1	tʌti	tʌti	50	42	4	prior_list	response	Unicode Charis/Doulos SIL text layer
24	feces	Ch	Chinali	Gushal	2	1	hʌgɐwu	hʌgɐwu	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Ch	Chinali	Nalda	1	1	gu	gu	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Ch	Chinali	Nalda	2	2	hʌgɐõ	hʌgɐõ	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Lo	Lohari	Gondhla	1	1	gu	gu	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Lo	Lohari	Gawzang	1	1	guʔ	guʔ	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Pa	Pattani	Jobrang	3	1	khiː	khiː	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Pa	Pattani	Thirot	3	1	khi	khi	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Pa	Pattani	Udeypur	3	1	khi	khi	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Pa	Pattani	Gushal	3	1	khi	khi	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Pa	Pattani	Mooling	3	1	ki	ki	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Pa	Pattani	Tholang	3	1	ki	ki	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Pa	Pattani	Chimrat	3	1	khi	khi	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Pa	Pattani	Salgram	7	1	tʃi	tʃi	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Ti	Tinani	Sissu	3	1	khi	khi	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Ti	Tinani	Gondhla	3	1	khi	khi	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Ga	Gahri	Keylong	5	1	koko	koko	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Ga	Gahri	Stingri	5	1	koko	koko	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Ga	Gahri	Gawzang	5	1	koko	koko	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Bh	Bhoti	Darcha	4	1	kjʌkpʌ	kjʌkpʌ	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Bh	Bhoti	Kolong	4	1	kjɐʔpɐʔ	kjɐʔpɐʔ	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Bh	Bhoti	Rarig	4	1	kjʌŋpɐʔ	kjʌŋpɐʔ	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Bh	Bhoti	Tingrat	4	1	kjʌk̚pɐ	kjʌk̚pɐ	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Bh	Bhoti	Khoksar	4	1	kjɐʔpɐʔ	kjɐʔpɐʔ	50	42	4	target	response	Unicode Charis/Doulos SIL text layer
24	feces	Ld	Ladakhi	Leh	4	1	skjɐkpɐ	skjɐkpɐ	50	42	4	prior_list	response	Unicode Charis/Doulos SIL text layer
24	feces	Bh	Bhoti	Spiti	8	1	tʃʌpʌ	tʃʌpʌ	50	42	4	prior_list	response	Unicode Charis/Doulos SIL text layer
24	feces	Tb	Tibetan	Lhasa	4	1	kjakpa	kjakpa	50	42	4	comparison	response	Unicode Charis/Doulos SIL text layer
25	village	Hi	Hindi	Standard	2	1	gɐũ	gɐũ	50	42	5	comparison	response	Unicode Charis/Doulos SIL text layer
25	village	Pg	Pangi	Tindi	3	1	gʌɾ̃ ɐh	gʌɾ̃ ɐh	50	42	5	prior_list	response	Unicode Charis/Doulos SIL text layer
25	village	Ch	Chinali	Gushal	2	1	gɐʋ	gɐʋ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Ch	Chinali	Gushal	6	2	nʌgʌɾ	nʌgʌɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Ch	Chinali	Nalda	6	1	nʌgʌɾ	nʌgʌɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Lo	Lohari	Gondhla	6	1	nʌgʌɾ	nʌgʌɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Lo	Lohari	Gawzang	6	1	nɐgɐɾ	nɐgɐɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Pa	Pattani	Jobrang	6	1	nʌgɐɾ	nʌgɐɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Pa	Pattani	Thirot	6	1	nəgɐɾ	nəgɐɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Pa	Pattani	Udeypur	6	1	nʌgʌɾ	nʌgʌɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Pa	Pattani	Gushal	6	1	nəgəɾ	nəgəɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Pa	Pattani	Mooling	6	1	nʌgʌɾ	nʌgʌɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Pa	Pattani	Tholang	6	1	nʌgʌɾ	nʌgʌɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Pa	Pattani	Chimrat	6	1	nʌgʌɾ	nʌgʌɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Pa	Pattani	Salgram	7	1	sɐgɐ	sɐgɐ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Ti	Tinani	Sissu	6	1	nɐgɐɾ	nɐgɐɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Ti	Tinani	Gondhla	6	1	nʌgʌɾ	nʌgʌɾ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Ga	Gahri	Keylong	5	1	lɛks	lɛks	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Ga	Gahri	Stingri	5	1	lɛks	lɛks	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Ga	Gahri	Gawzang	5	1	lɛks	lɛks	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Bh	Bhoti	Darcha	1	1	ʈoŋ	ʈoŋ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Bh	Bhoti	Darcha	4	2	jul	jul	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Bh	Bhoti	Kolong	1	1	ɖoŋ	ɖoŋ	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Bh	Bhoti	Kolong	4	2	jyl	jyl	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Bh	Bhoti	Rarig	4	1	jul	jul	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Bh	Bhoti	Tingrat	1	1	ʈhõŋ.bɐh	ʈhõŋ.bɐh	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Bh	Bhoti	Tingrat	4	2	jul	jul	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Bh	Bhoti	Khoksar	4	1	jyl	jyl	50	42	5	target	response	Unicode Charis/Doulos SIL text layer
25	village	Ld	Ladakhi	Leh	4	1	jul	jul	50	42	5	prior_list	response	Unicode Charis/Doulos SIL text layer
25	village	Ld	Ladakhi	Leh	4	2	gɐmjul	gɐmjul	50	42	5	prior_list	response	Unicode Charis/Doulos SIL text layer
25	village	Bh	Bhoti	Spiti	4	1	ul	ul	50	42	5	prior_list	response	Unicode Charis/Doulos SIL text layer
25	village	Tb	Tibetan	Lhasa	0	1	ɴo entry	ɴo entry	50	42	5	comparison	no_entry	Unicode Charis/Doulos SIL text layer
26	house	Hi	Hindi	Standard	3	1	ghʌɾ	ghʌɾ	51	43	1	comparison	response	Unicode Charis/Doulos SIL text layer
26	house	Pg	Pangi	Tindi	3	1	ghɐɾ	ghɐɾ	51	43	1	prior_list	response	Unicode Charis/Doulos SIL text layer
26	house	Ch	Chinali	Gushal	3	1	ghʌɾ	ghʌɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Ch	Chinali	Nalda	3	1	ghʌɾ	ghʌɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Lo	Lohari	Gondhla	3	1	ghʌɾ	ghʌɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Lo	Lohari	Gawzang	3	1	ghʌɾ	ghʌɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Pa	Pattani	Jobrang	1	1	bhʌɾbɐɾ	bhʌɾbɐɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Pa	Pattani	Thirot	2	1	ghʌɾbɐɾ	ghʌɾbɐɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Pa	Pattani	Udeypur	2	1	ghʌɾbɐɾ	ghʌɾbɐɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Pa	Pattani	Gushal	2	1	gəɾbɐɾ	gəɾbɐɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Pa	Pattani	Mooling	2	1	gʌrbɐːɾ	gʌrbɐːɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Pa	Pattani	Tholang	2	1	ghʌɾbɐɾ	ghʌɾbɐɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Pa	Pattani	Chimrat	2	1	ghʌɾbɐɾ	ghʌɾbɐɾ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Pa	Pattani	Chimrat	6	2	tʃʊ̃m	tʃʊ̃m	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Pa	Pattani	Salgram	6	1	tʃum	tʃum	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Ti	Tinani	Sissu	5	1	kjum	kjum	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Ti	Tinani	Gondhla	5	1	kjum	kjum	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Ga	Gahri	Keylong	5	1	khum	khum	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Ga	Gahri	Stingri	5	1	kjum	kjum	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Ga	Gahri	Gawzang	5	1	kjum	kjum	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Bh	Bhoti	Darcha	4	1	kɐŋ̃ pʌ	kɐŋ̃ pʌ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Bh	Bhoti	Kolong	4	1	khəŋpɐ	khəŋpɐ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Bh	Bhoti	Rarig	4	1	khʌŋpɐ	khʌŋpɐ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Bh	Bhoti	Tingrat	4	1	khʌŋ.bɐh	khʌŋ.bɐh	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Bh	Bhoti	Khoksar	4	1	khʌŋpɐ	khʌŋpɐ	51	43	1	target	response	Unicode Charis/Doulos SIL text layer
26	house	Ld	Ladakhi	Leh	4	1	khɐŋpɐ	khɐŋpɐ	51	43	1	prior_list	response	Unicode Charis/Doulos SIL text layer
26	house	Bh	Bhoti	Spiti	4	1	kʌŋpʌ	kʌŋpʌ	51	43	1	prior_list	response	Unicode Charis/Doulos SIL text layer
26	house	Tb	Tibetan	Lhasa	0	1	ɴo entry	ɴo entry	51	43	1	comparison	no_entry	Unicode Charis/Doulos SIL text layer
27	roof	Hi	Hindi	Standard	9	1	tʃhʌt	tʃhʌt	51	43	2	comparison	response	Unicode Charis/Doulos SIL text layer
27	roof	Pg	Pangi	Tindi	9	1	tsʌt	tsʌt	51	43	2	prior_list	response	Unicode Charis/Doulos SIL text layer
27	roof	Ch	Chinali	Gushal	5	1	ʃʌɾɐɳ	ʃʌɾɐɳ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Ch	Chinali	Nalda	5	1	ʃɐɾnʌ	ʃɐɾnʌ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Lo	Lohari	Gondhla	7	1	ʃʌɾu	ʃʌɾu	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Lo	Lohari	Gawzang	5	1	ʃɐɾn	ʃɐɾn	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Pa	Pattani	Jobrang	4	1	lʌŋ	lʌŋ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Pa	Pattani	Thirot	4	1	lʌɳ	lʌɳ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Pa	Pattani	Udeypur	6	1	lʌŋd̪i	lʌŋd̪i	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Pa	Pattani	Gushal	4	1	ɭəŋ	ɭəŋ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Pa	Pattani	Mooling	4	1	lɐːŋ	lɐːŋ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Pa	Pattani	Tholang	4	1	ɭʌŋ	ɭʌŋ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Pa	Pattani	Chimrat	6	1	lɐɳdi̪	lɐɳdi̪	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Pa	Pattani	Salgram	4	1	lɐŋ	lɐŋ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Ti	Tinani	Sissu	6	1	lʌŋ.thi	lʌŋ.thi	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Ti	Tinani	Gondhla	4	1	lʌŋ	lʌŋ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Ga	Gahri	Keylong	3	1	kjumɐʃ	kjumɐʃ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Ga	Gahri	Stingri	1	1	jʌŋtek	jʌŋtek	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Ga	Gahri	Gawzang	3	1	kjumɐɾ	kjumɐɾ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Bh	Bhoti	Darcha	8	1	tho	tho	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Bh	Bhoti	Darcha	8	2	thok̚	thok̚	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Bh	Bhoti	Kolong	2	1	khənthoʔ	khənthoʔ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Bh	Bhoti	Rarig	2	1	khʌto̪	khʌto̪	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Bh	Bhoti	Tingrat	2	1	khʌnd̪o	khʌnd̪o	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Bh	Bhoti	Tingrat	8	2	thoʔ	thoʔ	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Bh	Bhoti	Khoksar	2	1	khɛntɐ̪	khɛntɐ̪	51	43	2	target	response	Unicode Charis/Doulos SIL text layer
27	roof	Ld	Ladakhi	Leh	2	1	kɐthɔkh	kɐthɔkh	51	43	2	prior_list	response	Unicode Charis/Doulos SIL text layer
27	roof	Bh	Bhoti	Spiti	8	1	tok	tok	51	43	2	prior_list	response	Unicode Charis/Doulos SIL text layer
27	roof	Tb	Tibetan	Lhasa	0	1	ɴo entry	ɴo entry	51	43	2	comparison	no_entry	Unicode Charis/Doulos SIL text layer
28	door	Hi	Hindi	Standard	1	1	dʌɾvɐzɐ	dʌɾvɐzɐ	51	43	3	comparison	response	Unicode Charis/Doulos SIL text layer
28	door	Hi	Hindi	Standard	7	2	phɐʈʌk	phɐʈʌk	51	43	3	comparison	response	Unicode Charis/Doulos SIL text layer
28	door	Pg	Pangi	Tindi	1	1	dɐrwɐdʒʌ	dɐrwɐdʒʌ	51	43	3	prior_list	response	Unicode Charis/Doulos SIL text layer
28	door	Ch	Chinali	Gushal	2	1	d̪uwɐɾ	d̪uwɐɾ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Ch	Chinali	Nalda	2	1	duɐɾ	duɐɾ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Lo	Lohari	Gondhla	2	1	d̪uɐɾ	d̪uɐɾ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Lo	Lohari	Gawzang	2	1	doɐɾ	doɐɾ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Pa	Pattani	Jobrang	8	1	pɪtɐ̪ ŋ	pɪtɐ̪ ŋ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Pa	Pattani	Thirot	6	1	penəŋ	penəŋ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Pa	Pattani	Udeypur	6	1	penɐ	penɐ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Pa	Pattani	Udeypur	8	2	pitɐɳ	pitɐɳ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Pa	Pattani	Gushal	8	1	pɪtɐ̪ ŋ	pɪtɐ̪ ŋ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Pa	Pattani	Mooling	8	1	pitɐ̪ ːŋ	pitɐ̪ ːŋ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Pa	Pattani	Tholang	8	1	pɪtɐ̪ ŋ	pɪtɐ̪ ŋ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Pa	Pattani	Chimrat	6	1	penɐh	penɐh	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Pa	Pattani	Salgram	6	1	penɐ	penɐ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Ti	Tinani	Sissu	8	1	pitʌŋ	pitʌŋ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Ti	Tinani	Gondhla	8	1	pitʌŋ	pitʌŋ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
28	door	Ga	Gahri	Keylong	8	1	pitʌŋ	pitʌŋ	51	43	3	target	response	Unicode Charis/Doulos SIL text layer
