ID,Name,Category
2149,CHOP (INTO PIECES),verb
215,LIE DOWN,verb
2151,COARSE,adjective
2152,THERE IS OR THERE ARE,verb
2154,PLOUGH (INSTRUMENT),noun
2156,CUT (WITH KNIFE),verb
2159,GROUND,noun
216,MOVIE,noun
2165,SLOWLY,other
217,BETELNUT,noun
2173,PATERNAL UNCLE (FATHER'S OLDER BROTHER),noun
2174,PATERNAL UNCLE (FATHER'S YOUNGER BROTHER),noun
2175,PATERNAL AUNT,noun
2176,MATERNAL AUNT,noun
2177,MATERNAL GRANDMOTHER,noun
2178,MATERNAL GRANDFATHER,noun
218,FINE (PENALTY),noun
2182,LEFT HAND,noun
2183,RIGHT HAND,noun
2184,CATCH A COLD,verb
219,TOILET,noun
2190,TASTE,noun
2191,LOW (HEIGHT),adjective
2192,REJOICE,verb
2194,FRONT (PART),noun
2199,LOWER PART,noun
22,INTEND,verb
2200,SNOUT,noun
2203,RABID,adjective
2204,LEDGE,noun
2205,PEAK,noun
2207,CHATTERER,noun
2208,BE AT WAR,verb
2209,BECOME EXTINGUISHED,verb
221,FIRE,noun
2213,BODY PART,noun
2214,AFFAIR,noun
2215,BECOME ANGRY,verb
2216,BECOME NUMB,verb
2218,EXPERIENCED,adjective
2219,LEAN (MEAT),adjective
222,LAVISH,adjective
2220,MOVE QUICKLY,verb
2223,BE ANGRY,verb
2224,BEND (SOMETHING),verb
2226,BRAVE PERSON,noun
2227,SPAWN (VERB),verb
2229,BECOME SOUR,verb
223,THRESHING-FLOOR,noun
2230,UNTAMED OR WILD,adjective
2231,CORRECT (SOMETHING OR SOMEBODY),verb
2232,KEEN OR SUBTLE,adjective
2233,LOVELY,adjective
2234,FALL (OF SNOW AND RAIN),verb
2235,CLEAN (SOMETHING),verb
2237,FIND OUT,verb
2239,DENSE,adjective
224,MORTAR,noun
2241,WILD CAT,noun
2242,BEETLE,noun
2243,REPAIR,verb
2244,METAL,noun
2245,BELCH,verb
2246,BELL,noun
2247,CATERPILLAR,noun
225,PESTLE,noun
2252,PATH,noun
2253,DRIP (EMIT LIQUID),verb
2254,FATHER-IN-LAW (OF WOMAN),noun
2257,MOTHER-IN-LAW (OF MAN),noun
2259,FLESH,noun
2263,MALE (OF ANIMAL),adjective
227,FISH,noun
2270,SAGO,noun
2271,THINK,verb
2273,LEECH,noun
2276,IDENTICAL,adjective
2277,WHOLE,adjective
2278,PERHAPS,other
228,CARVE,verb
2283,SEMEN,noun
2284,CLEARING,noun
2285,ECLIPSE,noun
2286,ESTUARY,noun
2287,HORIZON,noun
2288,METEOROID (SHOOTING OR SHINING STAR),noun
2289,MILKY WAY,noun
229,MOVE AWAY,verb
2290,PUDDLE,noun
2291,VOLCANO,noun
2293,UVULA,noun
2294,WRINKLE,noun
2295,SUNSET,noun
2296,SUNRISE,noun
2297,DUSK,noun
2298,VIRGIN,noun
2299,STRAW,noun
23,RYE,noun
230,SWEEP,verb
2301,ME,other
2302,CIRCULAR (ROUND IN TWO DIMENSIONS),adjective
2303,SPHERICAL (ROUND IN THREE DIMENSIONS),adjective
2308,THIN,adjective
231,SHAVE,verb
2310,US (OBLIQUE CASE OF WE),other
2313,BRONZE,noun
2314,BROTHER-IN-LAW,noun
2315,COOK (PERSON),noun
2316,FREE,adjective
2317,SISTER-IN-LAW,noun
2318,CHESTNUT,noun
2319,"LID (COVER, CAP)",noun
232,FLEA,noun
2321,MAD PERSON,noun
2322,LAME PERSON,noun
2323,BACK (PART),noun
2324,GET WET,verb
2325,PULL OUT,verb
2327,BECOME SICK,verb
2329,LACK (NOT HAVE),verb
2330,YEAR AFTER NEXT YEAR,other
2331,YEAR BEFORE LAST YEAR,other
2333,THREE DAYS BEFORE NOW,other
2334,MELT,verb
2335,CUNNING,adjective
2336,OF THIS KIND (SUCH),other
2338,HOW LONG,other
2339,NEED (SOMETHING),other
234,PADDLE,noun
2340,SUNNY,adjective
2341,CLOUDY,adjective
2343,STEEL,noun
2344,PETROL,noun
2348,CRAB,noun
2349,SHRIMP,noun
235,FLYING FOX,noun
2350,EARTHWORM,noun
2351,SILKWORM,noun
2352,DRAGONFLY,noun
2353,CICADA,noun
2354,CRICKET,noun
2355,GECKO,noun
2359,LOTUS,noun
236,STEPMOTHER,noun
2362,BRAN,noun
2363,CHAFF (HUSK),noun
2365,RADISH,noun
2366,ONION,noun
2367,MANDARINE,noun
2368,GARLIC,noun
237,STEPFATHER,noun
2371,BREADFRUIT,noun
2374,DREAM,noun
2375,VERTICAL,adjective
2376,HORIZONTAL,adjective
2377,FLASH (VERB),verb
2378,THUNDER (VERB),verb
238,PRAWNS,noun
2380,BROTHER-IN-LAW (OF MAN),noun
2386,TURKEY,noun
239,FLOWER,noun
2393,JOURNEY,noun
2395,CONGEAL (BLOOD),verb
2396,KNOCK,verb
2397,LOBSTER,noun
2398,MANGO,noun
24,PRAY,verb
2400,THEIR,other
2401,PICTURE,noun
2402,ROBIN,noun
2403,TOY,noun
2406,HOME,noun
2407,BIRTHDAY,noun
2408,CAKE,noun
2409,BROWN,adjective
241,TREE STUMP,noun
2410,GOOD-LOOKING,adjective
2411,HURT (SOMEBODY),verb
2412,THANK (SOMEBODY),verb
242,COST,verb
2422,SOMEONE,other
2423,CHANNEL,noun
2424,MEMBER,noun
2425,PROBLEM,noun
2427,FUTURE,noun
2428,LIBRARY,noun
243,FRESH,adjective
2430,OFFICE,noun
2431,REVOLUTION,noun
2432,MARRIAGE,noun
244,LEFT,adjective
2440,PINEAPPLE,noun
2441,CASHEW,noun
2444,KINGFISHER,noun
2445,PAPAYA,noun
2446,SLOTH,noun
2447,WOODPECKER,noun
2448,WILD DOG,noun
2449,FAT (OF MEAT AND FOOD),adjective
245,BROOM,noun
2451,FOURTEEN,numeral
2452,PURPLE,adjective
2453,SEVENTEEN,numeral
2454,SIXTEEN,numeral
2455,DREAMING OR DREAM,other
2457,PATH OR ROAD,noun
2459,GRINDSTONE,noun
246,THRUST,verb
2462,WINNOWING,verb
2464,LAY EGGS,verb
2465,DISGUST,noun
2466,WEIGHT,noun
2467,GAME,noun
2468,BAG,noun
2469,AGAINST,adjective
247,TAN,verb
2470,DEAR,adjective
2471,LADY,noun
2472,"SUCKLE (BREASTFEED, NURSE)",verb
2473,HIS (GENITIVE OF HE),other
2474,HER (GENITIVE OF SHE),other
2475,MALE GOAT,noun
2476,FEMALE GOAT,noun
2477,YAK,noun
2478,MALE YAK,noun
2479,FEMALE YAK,noun
248,HAPPEN,verb
2481,FEMALE DOG,noun
2482,TOGETHER,other
2483,COLD (OF WEATHER),adjective
2485,HIDE (ONESELF),verb
2486,HIDE,verb
249,FOG,noun
2493,BOIL,verb
2494,BAMBOO SHOOT,noun
2495,ELEPHANT TUSK,noun
2497,RATTAN,noun
2498,OPIUM,noun
25,DIRT,noun
2500,GINGER,noun
2501,RICE HUSK,noun
2502,GONG,noun
2503,LAUNDER (WASH CLOTHES),verb
2504,DIFFERENT,adjective
2505,BEDROOM,noun
2506,LOOSE,adjective
2507,DISGUSTING,adjective
2508,PANGOLIN,noun
2509,EXCHANGE,verb
251,SHARPEN (SOMETHING),verb
2510,PORCUPINE,noun
2512,CHICK,noun
2514,SPOUSE,noun
2516,WATER BUFFALO,noun
2517,CROWDED,adjective
2518,HEARING (AURAL SENSE),noun
2519,SEEING (VISUAL SENSE),noun
252,FRIGHTEN,verb
2520,SMELLING (OLFACTORY SENSE),noun
2521,FEELING (HAPTIC SENSE),noun
2522,SCREAM (NOISE),noun
2524,JOY,noun
2526,POWER,noun
2527,ABILITY,noun
253,CARE FOR,verb
2530,SMART,adjective
2531,BROAD,adjective
2534,DEPTH,noun
2537,LENGTH,noun
2538,TRENCH (FOSSE),noun
2539,PIT (POTHOLE),noun
254,STICKING,verb
2540,LIME (MATERIAL),noun
2541,MIRACLE,noun
2542,HERB,noun
2543,RAVEN,noun
2544,SHEPHERD,noun
2545,HARROW (TOOL),noun
2546,BORDER,noun
2547,CITY,noun
2548,BARREL,noun
2549,VEHICLE,noun
255,SERVANT,noun
2553,MISERY,noun
2554,PRINCE (RULER),noun
2558,BREAK (CLEAVE),verb
256,FOOD,noun
2560,PATERNAL GRANDFATHER,noun
2561,HURT (SENSE PAIN),verb
2562,SEX (GENDER),noun
2565,CASTRATED BOAR,noun
2566,GELDING,noun
2567,CAPON,noun
2568,BAKER,noun
2569,BUTCHER,noun
257,WORSHIP,verb
2570,BEEF,noun
2571,TRY (TEST),verb
2572,SENSE (PERCEIVE BY SENSES),verb
2573,FEELING (EMOTION),noun
2575,DO OR MAKE,verb
2576,ALREADY,other
2577,YET,other
2578,PENCIL,noun
2579,TOOTHBRUSH,noun
258,CALM,adjective
2580,HELICOPTER,noun
2584,BENCH,noun
2587,DARTS,noun
2588,GLOBE,noun
2589,WREATH,noun
2590,HARMONICA,noun
2591,RHINOCEROS,noun
2595,CACTUS,noun
26,UNPLEASANT,adjective
2600,PYRAMID,noun
2602,FUNNEL,noun
2604,NOOSE,noun
2606,COMPASS,noun
2607,TRIPOD,noun
2608,SCROLL,noun
2610,TRELLIS (ARCHITECTURE),noun
2615,FLESH OR MEAT,noun
2617,BULB,noun
2618,CAMERA,noun
2619,CARD,noun
2620,CARRIAGE,noun
2621,CURTAIN,noun
2622,ENGINE,noun
2623,FLAG,noun
2624,FRAME,noun
2625,MAP,noun
2626,NERVE,noun
2627,ORANGE (FRUIT),noun
2628,PLANT STEM,noun
2629,TRAY,noun
263,HERDSMAN,noun
2630,WHIP,noun
2631,WIRE,noun
2634,WE TWO,other
2638,FISHING,verb
2640,LARVA,noun
2641,MYTHICAL BEING,noun
2642,HE OR SHE,other
2643,INK,noun
2648,HAIR (HEAD),noun
265,FOWL,noun
2651,BE IGNORANT,verb
2654,VIPER,noun
2655,JACKFRUIT,noun
2656,MIDNIGHT,noun
2657,LADLE,noun
2658,COAL,noun
266,SCALE,noun
2662,TOENAIL,noun
2663,UMBILICAL CORD,noun
2664,SCAB,noun
2665,WART,noun
2666,SOLE (FOOT),noun
2667,TORSO,noun
2668,SKELETON,noun
2669,POINT (WITH FINGER),noun
267,NIT,noun
2670,ACROSS,other
2676,TWO HUNDRED,numeral
2678,HAIR OR FUR,noun
2679,BLOW (WITH NOSE),verb
268,DRIBBLE,verb
2680,MACHETE,noun
2681,LUTE,noun
2685,CARP (FISH),noun
269,COOKED,adjective
2691,PATERNAL AUNT (FATHER'S SISTER),noun
2692,MATERNAL UNCLE (MOTHER'S BROTHER),noun
2693,MATERNAL AUNT (MOTHER'S SISTER),noun
2695,SISTER-IN-LAW (OLDER BROTHER'S WIFE),noun
2698,BROTHER-IN-LAW (HUSBAND'S OLDER BROTHER),noun
27,AIR,noun
270,JUG,noun
2702,GRANDSON (SON'S SON),noun
2704,FADE (LOOSE COLOR),verb
2705,INHALE,verb
2706,GNAW,verb
2708,TALK,verb
2709,FLATTER,verb
271,SAUCER,noun
2712,GET DIZZY,verb
2713,HAVE A FEVER,verb
2714,HAVE DIARRHEA,verb
2715,DESPISE,verb
2717,STEEP,adjective
272,TONGS,noun
273,DOUGH,noun
274,KNEAD,verb
2743,CLOUDY DAY,noun
2749,UNHUSKED RICE,noun
275,PEEL,verb
2753,UNTIL,other
2754,TOWARDS,other
2755,BUSY,adjective
2756,IDLE,noun
2758,CAREFUL,adjective
2759,RECOMMEND,verb
2760,MAKE A JOKE,verb
2761,BEND (ONESELF),verb
2762,BLOCK (THE WAY),verb
2765,CHERRY,noun
2766,WATERMELON,noun
277,SPINDLE,noun
2770,JACKET,noun
2771,SHAWL,noun
2772,KITCHEN KNIFE,noun
2774,LITTLE FINGER,noun
2776,WILD GOOSE,noun
278,AWL,noun
2783,SCALES (MEASURE INSTRUMENT),noun
2785,BIVALVIA (MUSSELS OR OYSTERS),noun
2787,CONSUME (DRINK OR EAT),verb
2788,LADLE (WATER),verb
2789,BURP,verb
279,THATCH,noun
2792,LAST MONTH,noun
2793,NEXT MONTH,noun
2794,FIELD (UPLAND),noun
2795,MOSQUITO NET,noun
2797,SESAME,noun
28,MOISTEN,verb
280,RIDGEPOLE,noun
2804,AMULET,noun
2805,BIRTH (ACCOUCHEMENT),noun
2806,BLACK MAN,noun
2807,BLACK WOMAN,noun
2808,BLACKEN,verb
2809,BLUEBERRY,noun
281,POST,noun
2810,BREASTBONE,noun
2812,CRAB CLAW,noun
2815,DIALECT,noun
2816,ECHO,noun
2818,FORD (CROSSING),noun
2819,GRASSLAND,noun
2820,HIP BONE,noun
2821,JEALOUS,adjective
2824,KNUCKLE,noun
2825,LEFT HANDED,adjective
2826,LIE (FALSEHOOD),noun
2827,MENSTRUATE,verb
2828,MOTH,noun
2829,MUSSELS,noun
2830,OYSTERS,noun
2833,RUM,noun
2834,SCROTUM,noun
2837,SWAN,noun
2838,TAME,adjective
2839,WHITE MAN,noun
284,HOE,noun
2842,TURMERIC,noun
2843,CAULIFLOWER,noun
2845,SIZE (OF OBJECT),noun
2846,MARCH,noun
2847,APRIL,noun
2849,JUNE,noun
285,THRESH,verb
2850,JULY,noun
2851,AUGUST,noun
2852,SEPTEMBER,noun
2853,OCTOBER,noun
2854,NOVEMBER,noun
2855,DECEMBER,noun
2858,STREAM (FLOW CONTINUOUSLY),verb
2860,BOLT (MOVE IN HASTE),verb
2861,BUDGE (ONESELF),verb
2862,CONNECT,verb
2863,DASH (OF VEHICLE),verb
2864,DECREASE,verb
2865,DIE (FROM ACCIDENT),verb
2867,CALCULATE,verb
2869,BOTHER (HARASS),verb
287,CONE,noun
2870,RECOGNIZE (SOMEBODY),verb
2871,SWING (MOVEMENT),verb
2872,IMPROVE (SOMETHING),verb
2875,RING (MAKE SOUND),verb
2877,RUSTLE (OF LEAVES),verb
2878,SEAT (SOMEBODY),verb
2879,SOUND (OF INSTRUMENT OR VOICE),verb
288,FORGE,verb
2880,HALT (STOP),verb
2881,URGE (SOMEONE),verb
2882,ADD,verb
2883,DISTURB,verb
2884,HANG,verb
2885,HERD (SOMETHING),verb
2886,PRODUCE,verb
2887,THAW (DEW),verb
2888,TINKLE,verb
2889,TWINKLE,verb
289,MOLD,verb
2890,WALK (TAKE A WALK),verb
2891,TIE UP (TETHER),verb
2892,MAKE ANGRY (ANNOY),verb
2893,NOTICE (SOMETHING),verb
2894,TUMBLE (FALL DOWN),verb
2895,MAKE NOISE,verb
2896,CAUSE TO (LET),verb
2897,CHIME (ACTION),verb
2898,CONVEY (A MESSAGE),verb
2899,JOG (SOMETHING),verb
29,GELD,verb
290,ADZE,noun
2900,PROTECT,verb
2902,BRAWL (FIGHT),verb
2903,CHAT (WITH SOMEBODY),verb
2904,RINSE,verb
2905,KNIT,verb
2906,TRANSLATE,verb
2907,ROT,verb
2909,PREPARE,verb
291,PULL OFF (SKIN),verb
2911,BACKWARD,other
2912,FORWARD,other
2914,ONCE (IN THE PAST),other
2915,AT FIRST,other
2916,INSTANTLY (IMMEDIATELY),other
2918,BECAUSE OF,other
2919,STILL (CONTINUING),other
292,RUG,noun
2920,SUDDENLY,other
2921,THEN,other
2922,AT THAT TIME,other
2923,THITHER (THERE TO),other
2924,A LITTLE,other
2925,HITHER (HERE TO),other
2926,HARDLY,other
2927,FROM HERE,other
2928,WHITHER (WHERE TO),other
2929,BENEFIT,noun
293,NETBAG,noun
2930,BOSS,noun
2931,BUSINESS,noun
2932,COLD (CHILL),noun
2933,CONVERSATION,noun
2934,CUCKOO,noun
2935,CURRENT (STREAM),noun
2936,ELEVATION,noun
2937,FAIRY TALE,noun
2939,FLOCK (OF ANIMALS),noun
2940,GATE,noun
2941,HAPPINESS,noun
2942,HOARFROST,noun
2943,BUNDLE,noun
2944,CALL (APPEAL),noun
2945,COUNT (QUANTITY),noun
2946,CRADLE,noun
2947,DAMAGE (INJURY),noun
2948,GAP (DISTANCE),noun
2949,LAIR,noun
295,WHETSTONE,noun
2950,MEANING,noun
2951,POUCH,noun
2952,SLAB,noun
2953,SLEEVE,noun
2954,SLICE,noun
2955,STATE (POLITICS),noun
2956,TUBE,noun
2958,LAUGHTER,noun
2959,LEASH,noun
296,CROUCH,verb
2960,LONGING (WISH),noun
2961,MESSAGE,noun
2963,NET,noun
2964,NEWS,noun
2965,PAW,noun
2966,PERCH (FISH),noun
2968,REASON,noun
2969,RIBBON,noun
297,CROOKED,adjective
2970,RIDDLE,noun
2971,SIN,noun
2973,STRAP,noun
2974,SWARM (OF BIRDS),noun
2975,THOUGHT,noun
2976,VIOLENCE,noun
2977,WORKER,noun
2978,DISTANCE,noun
2979,WALK (MANNER),noun
298,SHRIEK,verb
2980,AREA,noun
2981,ITEM,noun
2982,GIFT,noun
2983,COMPANIONSHIP,noun
2984,HEAP,noun
2985,HEIGHT,noun
2986,CAMPFIRE,noun
2987,AMOUNT,noun
2988,PATTERN,noun
2989,FRINGE,noun
299,SCOLD,verb
2990,SACK,noun
2991,SKI,noun
2992,TIP (OF OBJECT),noun
2993,STROKE (OF PEN),noun
2995,TONE (MUSIC),noun
2996,WEALTH,noun
2997,COLORFUL,adjective
2998,DAMP,adjective
2999,EVERYWHERE,other
3,BRAVE,adjective
30,DISPEL,verb
300,RATTLE,noun
3001,POWERFUL,adjective
3002,PRECIOUS,adjective
3003,SOLID,adjective
3004,FORMER,other
3005,FAMILIAR,adjective
3006,SPACE (AVAILABLE),noun
301,CHIEFTAIN,noun
3011,GRUB,noun
3012,BANDICOOT,noun
3015,PATERNAL GRANDMOTHER,noun
3016,FIRE STICK,noun
3017,MONITOR LIZARD,noun
3018,NATIVE CAT,noun
3019,SAND HILL,noun
302,CLAN,noun
3020,BREAK (BREAKING),verb
3023,BOTTOM GRINDSTONE,noun
3025,BARN OR SHED,noun
3028,GRAVEL,noun
303,ABSTAIN FROM FOOD,verb
3033,SCARED,adjective
3034,GREEN COCONUT,noun
3036,TREETOP,noun
304,PREACH,verb
3042,MATERNAL AUNT (MOTHER'S OLDER SISTER),noun
3044,BOVINE,noun
3046,FODDER,noun
3047,HOT SEASON,noun
3049,COURAGE,noun
305,GRANDPARENTS,noun
3050,SEEDLING,noun
3051,REED PIPE,noun
3053,TIGHT,adjective
3054,BEAR FRUIT,verb
3055,SWINDLE,verb
3057,FLAIL,noun
3058,GRAZE,verb
3059,MALARIA,noun
306,PARENTS-IN-LAW,noun
3060,PHEASANT,noun
3061,PHLEGM,noun
3062,TURNIP,noun
3064,RUST,noun
3065,SADDLE,noun
3066,SCARF OR TURBAN,noun
3067,CLEAVER,noun
3068,COOL DOWN,verb
3069,FALSE,adjective
307,HAWK,noun
3070,HOLD A MEETING,verb
3071,INSERT,verb
3072,MISPLACE,verb
3073,MANAGE,verb
3074,FIX,verb
3075,SLANTED,adjective
3076,SLOPE,noun
3077,SWALLOW (BIRD),noun
3078,IRRIGATE,verb
3080,SPLIT OPEN,verb
3081,CROPS,noun
3083,BALLOON,noun
3084,BLACKBOARD,noun
3085,CARROT,noun
3086,COMPUTER,noun
3088,ENVELOPE,noun
3090,GUITAR,noun
3091,LEMON,noun
3092,LIGHTER,noun
3093,LIPSTICK,noun
3094,PAINTBRUSH,noun
3095,POSTMAN,noun
3096,RACKET,noun
3097,SEWING MACHINE,noun
3099,SOFA,noun
31,PAN,noun
310,HEAD LOUSE,noun
3101,SWING,noun
3102,TANK,noun
3103,TENNIS BALL,noun
3104,THERMOMETER,noun
3105,UMBRELLA,noun
3106,WARDROBE,noun
3107,WHISTLE (INSTRUMENT),noun
3108,BOX (SOMEBODY OR SOMETHING),verb
3109,BRUSH (TEETH),verb
3110,CLAP,verb
3111,CONDUCT,verb
3113,FILE (SOMETHING),verb
3114,GRATE (SOMETHING),verb
3115,HAMMER (SOMETHING),verb
3116,HATCH (OUT),verb
3118,IRON (CLOTHES),verb
3119,MASSAGE (SOMEBODY),verb
3121,OPERATE (MEDICINE),verb
3123,PHOTOGRAPH (SOMETHING),verb
3124,PLAY (INSTRUMENT),verb
3125,PLAY (GAME),verb
3126,POST (SOMETHING),verb
3127,RAKE (SOMETHING),verb
3128,SHOWER (ACTION),verb
3129,SKATE,verb
3130,SPILL (SOMETHING),verb
3132,SURF,verb
3134,TYPE (ON SOMETHING),verb
3135,VACUUM (SOMETHING),verb
3137,OAR,noun
3138,STRAWBERRY,noun
3139,LADYBUG,noun
3140,VEST,noun
3141,TAMBOURINE,noun
3142,BISON,noun
3146,CHEETAH,noun
3149,ARMLET,noun
3152,MUNTJACS,noun
3153,LORD,noun
3154,WILD BOAR,noun
3157,CIVET,noun
3160,SLAP,verb
3162,CROSS-COUSIN,noun
3164,ONE HUNDRED AND TWENTY THREE,numeral
3165,TWENTY THREE,numeral
3166,TWENTY TWO,numeral
3167,SERMON,noun
3168,DOWRY,noun
3169,TREATY,noun
3170,BATHE (SOMEONE),verb
3171,RINGWORM,noun
3172,SCABIES,noun
3174,WAKE UP (SOMEONE),verb
3176,RACK (FOR STORING FOOD),noun
3177,BALE-BALE (RAISED PLATFORM IN HOUSE),noun
3179,CORAL ROCK,noun
318,FOOTPRINT,noun
3181,MUSTARD,noun
3187,DROWNED,adjective
3188,MIGHTY OR POWERFUL OR STRONG,adjective
319,LICK,verb
3193,CROSSBOW,noun
3197,SUSPICION,noun
32,EARWAX,noun
320,LAME,adjective
3202,CANNON,noun
3204,INSULT,verb
321,CHEW,verb
3213,HIRE OR RENT,verb
3215,CREEP,verb
322,FIG,noun
3220,MATERNAL UNCLE,noun
3222,TWIG,noun
3224,WRING,verb
323,FAT (ORGANIC SUBSTANCE),noun
3230,DECEIVE,verb
3231,DEITY,noun
3232,PELT,noun
3233,SMALL KNIFE,noun
3236,TWIST (TOGETHER),verb
3238,ALLOW,verb
3239,AMUSE ONESELF (HAVE FUN),verb
3240,BAMBOO MAT,noun
3241,CORIANDER,noun
3243,CYPRESS,noun
3244,EAR (OF GRAIN),noun
3245,FROG (SMALL),noun
325,FELT,noun
3252,PANCREAS,noun
3254,YOUNG ANIMAL,noun
3257,CLITORIS,noun
3258,FALCON,noun
326,CLOAK,noun
3260,HORNBILL,noun
3261,HORNET,noun
3262,HORSEFLY,noun
3263,LAP,noun
3264,TRIVET,noun
3267,PULSE,noun
3268,QUESTION,noun
3269,PORCH,noun
3271,FLYING SQUIRREL,noun
3274,ENCIRCLE,verb
3276,SUNSHINE,noun
3278,FOUR DAYS BEFORE NOW,other
3279,MANTIS,noun
3280,TUSK,noun
3282,GROOM,noun
3283,CAGE,noun
3284,GRAVEYARD,noun
3285,RICE FLOUR,noun
3286,LARGE BOWL,noun
3287,BLOOM,verb
3288,WEED,noun
3289,UNCOOKED RICE,noun
329,STOCKING,noun
3290,IMPEL,verb
3295,BRAID (VERB),verb
3299,KIND,adjective
33,NETTLE,noun
330,HEADBAND,noun
3300,POLITE,adjective
3302,QUARREL (VERB),verb
3303,PICTURE (PAINTING),noun
3304,PICTURE (PHOTOGRAPH),noun
3306,NAIL,verb
331,HEADDRESS,noun
3312,SHORT (TIME),other
3313,JACKAL,noun
3314,LYNX,noun
3315,FLAX,noun
3319,JEW’S HARP,noun
332,RAG,noun
3320,SNARE (TRAP),noun
3325,PEARL,noun
3326,LEATHER OR HIDE,noun
3327,AUTUMN OR HARVEST SEASON,other
3329,YEARLING (HORSE),noun
333,PLAIT,noun
3330,LENTILS,noun
3333,BELIEF (RELIGIOUS),verb
3334,RITE,noun
3335,SACRED GROVE,noun
3336,FUNERAL,verb
334,COOKHOUSE,noun
3340,MORNING STAR,noun
3341,EVENING STAR,noun
3342,URSA MAJOR,noun
3349,WRISTWATCH,noun
3350,GET UP FROM BED,verb
3353,SIEVE (TOOL),noun
3356,INCENSE,noun
3357,CUPBOARD,noun
3358,SPROUT (SHOOT),noun
336,PADLOCK,noun
3360,BAMBOO BASKET,noun
3361,OFFICIAL,noun
3362,BOILED WATER,noun
3364,DRY IN SUN,verb
3367,STUTTERER,noun
3368,POWDER,noun
337,PITCHFORK,noun
3372,GALL BLADDER,noun
3373,HAN CHINESE,noun
3374,TIBETAN,noun
3375,PATIENT (SICK PERSON),noun
3376,ROBBER,noun
3377,EMPEROR,noun
338,RAKE,noun
3380,HUNTING DOG,noun
3382,PEACOCK,noun
3384,WEASEL,noun
3385,ALUMINIUM,noun
3386,SULPHUR,noun
3387,MIDDLE FINGER,noun
3388,PLACENTA,noun
3389,MEASLES,noun
3390,WILD RICE,noun
3391,RICE STRAW,noun
3396,BUILDING,noun
3399,WAREHOUSE,noun
34,STAIRS,noun
3401,HENHOUSE,noun
3403,HORSE BARN,noun
3404,TILE,noun
3405,RULER,noun
3406,MERCHANDISE,noun
3407,FILE (TOOL),noun
341,SICKLE,noun
3410,OVER HERE,other
3411,OVER THERE,other
3413,IN THIS WAY,other
3414,IN THAT WAY,other
3415,BALDHEAD,noun
3416,EVERY (EACH),other
342,HAY,noun
3423,DRILL,noun
3424,SHEATH,noun
3425,JOKE,noun
3426,SURNAME,noun
3427,DIRECTION,noun
3429,COMPARE,verb
343,VINE,noun
3432,SHOULDER POLE,noun
3437,OPEN (MOUTH),verb
344,TREE TRUNK,noun
3441,WHITE SUGAR,noun
3442,COTTON WOOL,noun
3445,YARN,noun
3446,PINK,adjective
3449,START,verb
345,SAP,noun
3452,MUCH,other
3454,KISS (NOUN),noun
3455,COMMEND,verb
3458,SILENCE,noun
3459,PUT IN ORDER,verb
346,BANYAN,noun
3460,BEACH,noun
3463,RIVERBANK,noun
3466,DANGEROUS,adjective
3468,KINDNESS,noun
3469,LEVEL,noun
347,SORGHUM,noun
3470,LIAR,noun
3471,OBLIGATION (DUTY),noun
3472,DANCE (MOVEMENT),noun
3473,LONG (FOR SOMETHING),verb
3474,BE THIRSTY,verb
3475,SUFFICE,other
3476,TWENTY SIX,numeral
3477,TWENTY SEVEN,numeral
3478,TWENTY EIGHT,numeral
3479,TWENTY NINE,numeral
3480,THIRTY ONE,numeral
3481,THIRTY TWO,numeral
3482,THIRTY THREE,numeral
3483,THIRTY FOUR,numeral
3484,THIRTY FIVE,numeral
3485,THIRTY SIX,numeral
3486,THIRTY SEVEN,numeral
3487,THIRTY EIGHT,numeral
3488,THIRTY NINE,numeral
3489,FORTY THREE,numeral
3490,FORTY FOUR,numeral
3491,FORTY FIVE,numeral
3492,FORTY EIGHT,numeral
3493,FIFTY THREE,numeral
3494,FIFTY FIVE,numeral
3495,SIXTY THREE,numeral
3496,SEVENTY TWO,numeral
3497,SEVENTY THREE,numeral
3498,EIGHTY THREE,numeral
3499,NINETY ONE,numeral
35,TAMARIND,noun
350,MANGROVE,noun
3500,NINETY SIX,numeral
3501,NINETY NINE,numeral
3502,ONE HUNDRED AND ONE,numeral
3503,ONE HUNDRED AND TEN,numeral
3504,ONE HUNDRED AND TWENTY,numeral
3506,ONE HUNDRED AND FORTY,numeral
351,TARO,noun
3512,TWO HUNDRED AND SIXTEEN,numeral
3513,THREE HUNDRED,numeral
3514,THREE HUNDRED AND NINETY NINE,numeral
3515,FOUR HUNDRED,numeral
3516,FIVE HUNDRED,numeral
3517,SIX HUNDRED,numeral
3518,SEVEN HUNDRED,numeral
3519,EIGHT HUNDRED,numeral
352,UNTIE,verb
3520,NINE HUNDRED,numeral
3524,TWO THOUSAND,numeral
3527,FIVE THOUSAND,numeral
353,STRIKE,verb
3532,ONE HUNDRED THOUSAND,numeral
3533,ONE MILLION,numeral
3534,BEG,verb
3535,BE DEFEATED,verb
3536,DOUBT (SOMETHING),verb
3537,TURN OVER,verb
3538,TAKE OFF,verb
354,POUND,verb
3542,PREPARED FOOD,noun
3543,SAW (SOMETHING),verb
3544,WAVE (VERB),verb
3545,WATERY,adjective
3548,PULL UP WEEDS,verb
3549,BIRD NEST,noun
355,CUT DOWN,verb
3550,PATCH,verb
3551,FETCH,verb
3552,GREET,verb
3553,HELLO,noun
3554,GOODBYE,noun
3555,COME HERE,other
