Legacy_ID,Source_Key
42-1741,tc-entry-1652
42-1742,tc-entry-1653
42-1743,tc-entry-1654
42-1744,tc-entry-1655
42-1745,tc-entry-1656
42-1746,tc-entry-1657
42-1747,tc-entry-1658
42-1748,tc-entry-1659
42-1749,tc-entry-1660
42-1750,tc-entry-1661
42-1751,tc-entry-1662
42-1752,tc-entry-1663
42-1753,tc-entry-1664
42-1754,tc-entry-1665
42-1755,tc-entry-1666
42-1756,tc-entry-1667
42-1757,tc-entry-1668
42-1758,tc-entry-1669
42-1759,tc-entry-1670
42-1760,tc-entry-1671
42-1761,tc-entry-1672
42-1762,tc-entry-1673
42-1763,tc-entry-1673-variant-1
42-1764,tc-entry-1674
42-1765,tc-entry-1675
42-1766,tc-entry-1676
42-1767,tc-entry-1677
42-1768,tc-entry-1678
42-1769,tc-entry-1679
42-1770,tc-entry-1680
42-1771,tc-entry-1681
42-1772,tc-entry-1682
42-1773,tc-entry-1683
42-1774,tc-entry-1684
42-1775,tc-entry-1685
42-1776,tc-entry-1686
42-1777,tc-entry-1687
42-1778,tc-entry-1688
42-1779,tc-entry-1689
42-1780,tc-entry-1690
42-1781,tc-entry-1691
42-1782,tc-entry-1692
42-1783,tc-entry-1693
42-1784,tc-entry-1694
42-1785,tc-entry-1694-variant-1
42-1786,tc-entry-1695
42-1787,tc-entry-1696
42-1788,tc-entry-1697
42-1789,tc-entry-1698
42-1790,tc-entry-1699
42-1791,tc-entry-1700
42-1792,tc-entry-1701
42-1793,tc-entry-1702
42-1794,tc-entry-1703
42-1795,tc-entry-1704
42-1796,tc-entry-1705
42-1797,tc-entry-1706
42-1798,tc-entry-1707
42-1799,tc-entry-1708
42-1800,tc-entry-1709
42-1801,tc-entry-1710
42-1802,tc-entry-1711
42-1803,tc-entry-1712
42-1806,tc-entry-1714
42-1807,tc-entry-1715
42-1808,tc-entry-1716
42-1809,tc-entry-1717
42-1810,tc-entry-1718
42-1811,tc-entry-1719
42-1812,tc-entry-1720
42-1813,tc-entry-1721
42-1814,tc-entry-1722
42-1815,tc-entry-1723
42-1816,tc-entry-1724
42-1817,tc-entry-1725
42-1818,tc-entry-1726
42-1819,tc-entry-1727
42-1820,tc-entry-1728
42-1821,tc-entry-1729
42-1822,tc-entry-1730
42-1823,tc-entry-1731
42-1824,tc-entry-1732
42-1825,tc-entry-1733
42-1826,tc-entry-1734
42-1827,tc-entry-1735
42-1828,tc-entry-1736
42-1829,tc-entry-1737
42-1830,tc-entry-1738
42-1831,tc-entry-1739
42-1832,tc-entry-1740
42-1833,tc-entry-1741
42-1834,tc-entry-1742
42-1835,tc-entry-1743
42-1836,tc-entry-1744
42-1837,tc-entry-1745
42-1838,tc-entry-1746
42-1839,tc-entry-1747
42-1840,tc-entry-1747-variant-1
42-1841,tc-entry-1748
42-1842,tc-entry-1749
42-1843,tc-entry-1750
42-1844,tc-entry-1751
42-1845,tc-entry-1752
42-1846,tc-entry-1753
42-1847,tc-entry-1754
42-1848,tc-entry-1755
42-1849,tc-entry-1756
42-1850,tc-entry-1757
42-1851,tc-entry-1758
42-1854,tc-entry-1760
42-1855,tc-entry-1761
42-1856,tc-entry-1761-variant-1
42-1857,tc-entry-1762
42-1858,tc-entry-1763
42-1859,tc-entry-1764
42-1860,tc-entry-1765
42-1861,tc-entry-1766
42-1862,tc-entry-1767
42-1863,tc-entry-1768
42-1864,tc-entry-1769
42-1865,tc-entry-1770
42-1866,tc-entry-1771
42-1867,tc-entry-1772
42-1868,tc-entry-1773
42-1869,tc-entry-1774
42-1870,tc-entry-1775
42-1871,tc-entry-1776
42-1872,tc-entry-1777
42-1873,tc-entry-1778
42-1874,tc-entry-1779
42-1875,tc-entry-1780
42-1876,tc-entry-1781
42-1877,tc-entry-1782
42-1878,tc-entry-1783
42-1879,tc-entry-1784
42-1880,tc-entry-1785
42-1881,tc-entry-1786
42-1882,tc-entry-1787
42-1883,tc-entry-1788
42-1885,tc-entry-1790
42-1886,tc-entry-1791
42-1887,tc-entry-1792
42-1888,tc-entry-1793
42-1889,tc-entry-1794
42-1890,tc-entry-1795
42-1891,tc-entry-1796
42-1892,tc-entry-1797
42-1893,tc-entry-1798
42-1894,tc-entry-1799
42-1895,tc-entry-1800
42-1896,tc-entry-1801
42-1897,tc-entry-1801-variant-1
42-1898,tc-entry-1802
42-1899,tc-entry-1803
42-1900,tc-entry-1804
42-1901,tc-entry-1805
42-1902,tc-entry-1806
42-1905,tc-entry-1807-variant-1
42-1908,tc-entry-1809
42-1909,tc-entry-1810
42-1910,tc-entry-1811
42-1911,tc-entry-1812
42-1912,tc-entry-1813
42-1913,tc-entry-1814
42-1914,tc-entry-1815
42-1915,tc-entry-1816
42-1916,tc-entry-1817
42-1917,tc-entry-1818
42-1918,tc-entry-1819
42-1919,tc-entry-1820
42-1920,tc-entry-1821
42-1921,tc-entry-1822
42-1922,tc-entry-1823
42-1923,tc-entry-1824
42-1924,tc-entry-1825
42-1925,tc-entry-1826
42-1926,tc-entry-1827
42-1929,tc-entry-1829
42-1930,tc-entry-1830
42-1931,tc-entry-1831
42-1932,tc-entry-1832
42-1933,tc-entry-1833
42-1934,tc-entry-1834
42-1935,tc-entry-1835
42-1936,tc-entry-1836
42-1937,tc-entry-1837
42-1938,tc-entry-1838
42-1939,tc-entry-1839
42-1940,tc-entry-1840
42-1941,tc-entry-1841
42-1942,tc-entry-1842
42-1943,tc-entry-1843
42-1944,tc-entry-1844
42-1945,tc-entry-1845
42-1946,tc-entry-1846
42-1947,tc-entry-1847
42-1948,tc-entry-1848
42-1949,tc-entry-1848-variant-1
42-1950,tc-entry-1849
42-1951,tc-entry-1850
42-1952,tc-entry-1851
42-1953,tc-entry-1852
42-1954,tc-entry-1853
42-1955,tc-entry-1854
42-1956,tc-entry-1855
42-1957,tc-entry-1856
42-1958,tc-entry-1857
42-1959,tc-entry-1858
42-1961,tc-entry-1860
42-1962,tc-entry-1861
42-1963,tc-entry-1862
42-1964,tc-entry-1863
42-1965,tc-entry-1864
42-1966,tc-entry-1864-variant-1
42-1967,tc-entry-1865
42-1968,tc-entry-1866
42-1969,tc-entry-1867
42-1970,tc-entry-1868
42-1971,tc-entry-1869
42-1972,tc-entry-1870
42-1973,tc-entry-1871
42-1974,tc-entry-1871-variant-1
42-1975,tc-entry-1872
42-1978,tc-entry-1874
42-1979,tc-entry-1875
42-1980,tc-entry-1876
42-1981,tc-entry-1877
42-1982,tc-entry-1878
42-1983,tc-entry-1879
42-1984,tc-entry-1880
42-1985,tc-entry-1881
42-1986,tc-entry-1882
42-1987,tc-entry-1883
42-1988,tc-entry-1884
42-1989,tc-entry-1885
42-1990,tc-entry-1886
42-1991,tc-entry-1887
42-1992,tc-entry-1888
42-1993,tc-entry-1889
42-1994,tc-entry-1890
42-1995,tc-entry-1891
42-1996,tc-entry-1892
42-1997,tc-entry-1893
42-1998,tc-entry-1894
42-1999,tc-entry-1895
42-2000,tc-entry-1896
42-2001,tc-entry-1897
42-2002,tc-entry-1898
42-2003,tc-entry-1899
42-2004,tc-entry-1900
42-2005,tc-entry-1901
42-2006,tc-entry-1902
42-2007,tc-entry-1903
42-2008,tc-entry-1904
42-2009,tc-entry-1905
42-2010,tc-entry-1906
42-2011,tc-entry-1907
42-2012,tc-entry-1908
42-2013,tc-entry-1909
42-2014,tc-entry-1910
42-2015,tc-entry-1911
42-2016,tc-entry-1912
42-2017,tc-entry-1913
42-2018,tc-entry-1914
42-2019,tc-entry-1915
42-2020,tc-entry-1916
42-2021,tc-entry-1917
42-2022,tc-entry-1918
42-2023,tc-entry-1919
42-2024,tc-entry-1919-variant-1
42-2025,tc-entry-1920
42-2026,tc-entry-1921
42-2027,tc-entry-1922
42-2028,tc-entry-1923
42-2029,tc-entry-1924
42-2030,tc-entry-1925
42-2031,tc-entry-1926
42-2033,tc-entry-1928
42-2034,tc-entry-1929
42-2035,tc-entry-1930
42-2036,tc-entry-1931
42-2037,tc-entry-1932
42-2038,tc-entry-1933
42-2039,tc-entry-1934
42-2040,tc-entry-1935
42-2041,tc-entry-1936
42-2042,tc-entry-1937
42-2043,tc-entry-1938
42-2044,tc-entry-1939
42-2045,tc-entry-1940
42-2046,tc-entry-1941
42-2047,tc-entry-1942
42-2048,tc-entry-1943
42-2049,tc-entry-1944
42-2050,tc-entry-1945
42-2051,tc-entry-1946
42-2052,tc-entry-1947
42-2053,tc-entry-1948
42-2054,tc-entry-1949
42-2055,tc-entry-1950
42-2056,tc-entry-1951
42-2057,tc-entry-1952
42-2058,tc-entry-1953
42-2061,tc-entry-1954-variant-1
42-2062,tc-entry-1955
42-2063,tc-entry-1956
42-2064,tc-entry-1957
42-2065,tc-entry-1958
42-2066,tc-entry-1959
42-2067,tc-entry-1960
42-2068,tc-entry-1961
42-2069,tc-entry-1962
42-2070,tc-entry-1963
42-2071,tc-entry-1964
42-2072,tc-entry-1965
42-2073,tc-entry-1966
42-2074,tc-entry-1967
42-2075,tc-entry-1968
42-2076,tc-entry-1969
42-2077,tc-entry-1970
42-2078,tc-entry-1971
42-2079,tc-entry-1972
42-2080,tc-entry-1973
42-2081,tc-entry-1974
42-2082,tc-entry-1975
42-2083,tc-entry-1976
42-2084,tc-entry-1977
42-2085,tc-entry-1978
42-2086,tc-entry-1979
42-2087,tc-entry-1980
42-2088,tc-entry-1981
42-2089,tc-entry-1982
42-2090,tc-entry-1983
42-2091,tc-entry-1984
42-2092,tc-entry-1984-variant-1
42-2093,tc-entry-1985
42-2094,tc-entry-1986
42-2095,tc-entry-1987
42-2098,tc-entry-1989
42-2099,tc-entry-1990
42-2100,tc-entry-1991
42-2101,tc-entry-1992
42-2102,tc-entry-1993
42-2103,tc-entry-1994
42-2104,tc-entry-1995
42-2105,tc-entry-1996
42-2106,tc-entry-1997
42-2107,tc-entry-1998
42-2109,tc-entry-2000
42-2110,tc-entry-2001
42-2111,tc-entry-2002
42-2112,tc-entry-2003
42-2113,tc-entry-2004
42-2114,tc-entry-2005
42-2115,tc-entry-2006
42-2116,tc-entry-2007
42-2117,tc-entry-2008
42-2118,tc-entry-2009
42-2119,tc-entry-2010
42-2120,tc-entry-2011
42-2121,tc-entry-2012
42-2122,tc-entry-2013
42-2123,tc-entry-2014
42-2124,tc-entry-2015
42-2125,tc-entry-2016
42-2126,tc-entry-2017
42-2127,tc-entry-2018
42-2128,tc-entry-2019
42-2129,tc-entry-2020
42-2130,tc-entry-2021
42-2131,tc-entry-2021-variant-1
42-2132,tc-entry-2022
42-2133,tc-entry-2023
42-2134,tc-entry-2024
42-2135,tc-entry-2025
42-2136,tc-entry-2026
42-2137,tc-entry-2027
42-2138,tc-entry-2028
42-2139,tc-entry-2029
42-2140,tc-entry-2030
42-2141,tc-entry-2031
42-2142,tc-entry-2032
42-2143,tc-entry-2033
42-2144,tc-entry-2034
42-2145,tc-entry-2035
42-2146,tc-entry-2036
42-2147,tc-entry-2037
42-2148,tc-entry-2038
42-2149,tc-entry-2039
42-2150,tc-entry-2040
42-2151,tc-entry-2041
42-2152,tc-entry-2042
42-2153,tc-entry-2043
42-2154,tc-entry-2044
42-2157,tc-entry-2046
42-2158,tc-entry-2047
42-2159,tc-entry-2048
42-2160,tc-entry-2049
42-2161,tc-entry-2050
42-2162,tc-entry-2051
42-2163,tc-entry-2052
42-2164,tc-entry-2053
42-2165,tc-entry-2054
42-2166,tc-entry-2055
42-2167,tc-entry-2056
42-2168,tc-entry-2057
42-2169,tc-entry-2058
42-2170,tc-entry-2059
42-2171,tc-entry-2060
42-2172,tc-entry-2061
42-2173,tc-entry-2062
42-2174,tc-entry-2062-variant-1
42-2175,tc-entry-2063
42-2176,tc-entry-2064
42-2177,tc-entry-2065
42-2178,tc-entry-2066
42-2179,tc-entry-2067
42-2180,tc-entry-2068
42-2181,tc-entry-2069
42-2182,tc-entry-2070
42-2183,tc-entry-2071
42-2184,tc-entry-2072
42-2185,tc-entry-2073
42-2186,tc-entry-2074
42-2187,tc-entry-2075
42-2188,tc-entry-2076
42-2189,tc-entry-2077
42-2190,tc-entry-2078
42-2191,tc-entry-2079
42-2192,tc-entry-2080
42-2193,tc-entry-2081
42-2194,tc-entry-2082
42-2195,tc-entry-2083
42-2196,tc-entry-2084
42-2197,tc-entry-2085
42-2198,tc-entry-2086
42-2199,tc-entry-2087
42-2200,tc-entry-2088
42-2201,tc-entry-2089
42-2202,tc-entry-2090
42-2203,tc-entry-2091
42-2204,tc-entry-2092
42-2205,tc-entry-2093
42-2206,tc-entry-2094
42-2207,tc-entry-2095
42-2208,tc-entry-2096
42-2209,tc-entry-2097
42-2210,tc-entry-2097-variant-1
42-2211,tc-entry-2098
42-2212,tc-entry-2099
42-2213,tc-entry-2100
42-2214,tc-entry-2101
42-2215,tc-entry-2102
42-2216,tc-entry-2103
42-2217,tc-entry-2104
42-2218,tc-entry-2105
42-2219,tc-entry-2105-variant-1
42-2220,tc-entry-2106
42-2221,tc-entry-2107
42-2225,tc-entry-2111
42-2226,tc-entry-2112
42-2227,tc-entry-2113
42-2228,tc-entry-2114
42-2229,tc-entry-2115
42-2230,tc-entry-2116
42-2231,tc-entry-2117
42-2232,tc-entry-2118
42-2233,tc-entry-2118-variant-1
42-2234,tc-entry-2119
42-2235,tc-entry-2120
42-2236,tc-entry-2121
42-2237,tc-entry-2122
42-2238,tc-entry-2123
42-2239,tc-entry-2124
42-2240,tc-entry-2125
42-2241,tc-entry-2126
42-2242,tc-entry-2127
42-2243,tc-entry-2128
42-2247,tc-entry-2130
42-2248,tc-entry-2131
42-2249,tc-entry-2132
42-2250,tc-entry-2133
42-2251,tc-entry-2134
42-2252,tc-entry-2135
42-2253,tc-entry-2136
42-2254,tc-entry-2137
42-2255,tc-entry-2138
42-2256,tc-entry-2139
42-2257,tc-entry-2140
42-2258,tc-entry-2141
42-2259,tc-entry-2142
42-2260,tc-entry-2143
42-2261,tc-entry-2144
42-2262,tc-entry-2145
42-2263,tc-entry-2146
42-2264,tc-entry-2147
42-2265,tc-entry-2148
42-2266,tc-entry-2149
42-2267,tc-entry-2150
42-2268,tc-entry-2151
42-2269,tc-entry-2152
42-2270,tc-entry-2153
42-2271,tc-entry-2154
42-2272,tc-entry-2155
42-2273,tc-entry-2156
42-2274,tc-entry-2157
42-2275,tc-entry-2158
42-2276,tc-entry-2159
42-2277,tc-entry-2160
42-2278,tc-entry-2161
42-2279,tc-entry-2162
42-2280,tc-entry-2163
42-2281,tc-entry-2164
42-2282,tc-entry-2165
42-2283,tc-entry-2166
42-2285,tc-entry-2168
42-2286,tc-entry-2169
42-2287,tc-entry-2170
42-2288,tc-entry-2170-variant-1
42-2289,tc-entry-2171
42-2290,tc-entry-2172
42-2291,tc-entry-2173
42-2292,tc-entry-2174
42-2293,tc-entry-2175
42-2294,tc-entry-2176
42-2295,tc-entry-2177
42-2296,tc-entry-2178
42-2297,tc-entry-2179
42-2298,tc-entry-2180
42-2299,tc-entry-2181
42-2300,tc-entry-2182
42-2301,tc-entry-2183
42-2302,tc-entry-2184
42-2303,tc-entry-2185
42-2304,tc-entry-2186
42-2305,tc-entry-2187
42-2306,tc-entry-2187-variant-1
42-2307,tc-entry-2188
42-2308,tc-entry-2189
42-2309,tc-entry-2190
42-2310,tc-entry-2191
42-2311,tc-entry-2192
42-2312,tc-entry-2193
42-2313,tc-entry-2194
42-2314,tc-entry-2195
42-2315,tc-entry-2196
42-2316,tc-entry-2197
42-2317,tc-entry-2198
42-2318,tc-entry-2199
42-2319,tc-entry-2200
42-2320,tc-entry-2201
42-2321,tc-entry-2202
42-2322,tc-entry-2203
42-2323,tc-entry-2204
42-2324,tc-entry-2205
42-2325,tc-entry-2206
42-2326,tc-entry-2207
42-2327,tc-entry-2208
42-2328,tc-entry-2209
42-2329,tc-entry-2209-variant-1
42-2330,tc-entry-2210
42-2331,tc-entry-2211
42-2332,tc-entry-2212
42-2333,tc-entry-2213
42-2334,tc-entry-2214
42-2335,tc-entry-2215
42-2336,tc-entry-2216
42-2337,tc-entry-2217
42-2338,tc-entry-2218
42-2339,tc-entry-2219
42-2340,tc-entry-2220
42-2341,tc-entry-2221
42-2342,tc-entry-2222
42-2343,tc-entry-2223
42-2344,tc-entry-2224
42-2345,tc-entry-2225
42-2346,tc-entry-2226
42-2347,tc-entry-2227
42-2348,tc-entry-2228
42-2349,tc-entry-2229
42-2350,tc-entry-2230
42-2351,tc-entry-2231
42-2352,tc-entry-2232
42-2353,tc-entry-2233
42-2354,tc-entry-2234
42-2355,tc-entry-2235
42-2356,tc-entry-2236
42-2357,tc-entry-2236-variant-1
42-2358,tc-entry-2237
42-2359,tc-entry-2238
42-2360,tc-entry-2239
42-2361,tc-entry-2240
42-2362,tc-entry-2241
42-2363,tc-entry-2242
42-2364,tc-entry-2243
42-2365,tc-entry-2244
42-2366,tc-entry-2245
42-2367,tc-entry-2246
42-2368,tc-entry-2247
42-2369,tc-entry-2248
42-2370,tc-entry-2249
42-2371,tc-entry-2250
42-2372,tc-entry-2251
42-2373,tc-entry-2252
42-2374,tc-entry-2253
42-2375,tc-entry-2254
42-2376,tc-entry-2255
42-2377,tc-entry-2256
42-2378,tc-entry-2257
42-2379,tc-entry-2258
42-2380,tc-entry-2259
42-2381,tc-entry-2260
42-2382,tc-entry-2261
42-2383,tc-entry-2262
42-2384,tc-entry-2263
42-2385,tc-entry-2264
42-2386,tc-entry-2265
42-2387,tc-entry-2266
42-2388,tc-entry-2267
42-2389,tc-entry-2268
42-2390,tc-entry-2269
42-2391,tc-entry-2270
42-2392,tc-entry-2271
42-2393,tc-entry-2272
42-2394,tc-entry-2273
42-2395,tc-entry-2274
42-2396,tc-entry-2275
42-2397,tc-entry-2276
42-2398,tc-entry-2277
42-2399,tc-entry-2278
42-2400,tc-entry-2279
42-2401,tc-entry-2280
42-2402,tc-entry-2281
42-2403,tc-entry-2282
42-2404,tc-entry-2283
42-2405,tc-entry-2284
42-2406,tc-entry-2285
42-2407,tc-entry-2286
42-2408,tc-entry-2287
42-2409,tc-entry-2288
42-2410,tc-entry-2289
42-2411,tc-entry-2290
42-2412,tc-entry-2291
42-2413,tc-entry-2292
42-2414,tc-entry-2293
42-2415,tc-entry-2294
42-2416,tc-entry-2295
42-2417,tc-entry-2296
42-2418,tc-entry-2297
42-2419,tc-entry-2298
42-2420,tc-entry-2299
42-2421,tc-entry-2300
42-2422,tc-entry-2301
42-2423,tc-entry-2302
42-2424,tc-entry-2303
42-2425,tc-entry-2304
42-2426,tc-entry-2305
42-2427,tc-entry-2306
42-2428,tc-entry-2307
42-2429,tc-entry-2308
42-2432,tc-entry-2310
42-2433,tc-entry-2311
42-2434,tc-entry-2312
42-2435,tc-entry-2313
42-2436,tc-entry-2314
42-2439,tc-entry-2316
42-2440,tc-entry-2317
42-2441,tc-entry-2318
42-2442,tc-entry-2319
42-2443,tc-entry-2320
42-2444,tc-entry-2321
42-2445,tc-entry-2322
42-2446,tc-entry-2323
42-2447,tc-entry-2324
42-2448,tc-entry-2325
42-2449,tc-entry-2326
42-2450,tc-entry-2327
42-2451,tc-entry-2328
42-2452,tc-entry-2329
42-2453,tc-entry-2330
42-2454,tc-entry-2331
42-2455,tc-entry-2332
42-2456,tc-entry-2333
42-2457,tc-entry-2334
42-2458,tc-entry-2335
42-2459,tc-entry-2336
42-2460,tc-entry-2337
42-2461,tc-entry-2338
42-2462,tc-entry-2339
42-2463,tc-entry-2340
42-2464,tc-entry-2341
42-2465,tc-entry-2342
42-2466,tc-entry-2343
42-2467,tc-entry-2344
42-2468,tc-entry-2345
42-2469,tc-entry-2346
42-2470,tc-entry-2347
42-2471,tc-entry-2348
42-2472,tc-entry-2349
42-2473,tc-entry-2350
42-2474,tc-entry-2351
42-2475,tc-entry-2352
42-2476,tc-entry-2353
42-2477,tc-entry-2354
42-2478,tc-entry-2355
42-2479,tc-entry-2356
42-2480,tc-entry-2357
42-2481,tc-entry-2358
42-2484,tc-entry-2360
42-2485,tc-entry-2361
42-2486,tc-entry-2362
42-2487,tc-entry-2363
42-2488,tc-entry-2364
42-2489,tc-entry-2365
42-2490,tc-entry-2366
42-2491,tc-entry-2367
42-2492,tc-entry-2368
42-2493,tc-entry-2369
42-2494,tc-entry-2370
42-2495,tc-entry-2371
42-2496,tc-entry-2372
42-2497,tc-entry-2373
42-2498,tc-entry-2374
42-2499,tc-entry-2375
42-2500,tc-entry-2376
42-2501,tc-entry-2377
42-2502,tc-entry-2378
42-2503,tc-entry-2379
42-2504,tc-entry-2380
42-2505,tc-entry-2381
42-2506,tc-entry-2382
42-2507,tc-entry-2383
42-2508,tc-entry-2384
42-2509,tc-entry-2385
42-2510,tc-entry-2386
42-2511,tc-entry-2387
42-2512,tc-entry-2388
42-2513,tc-entry-2389
42-2514,tc-entry-2390
42-2515,tc-entry-2391
42-2516,tc-entry-2392
42-2517,tc-entry-2393
42-2518,tc-entry-2394
42-2519,tc-entry-2395
42-2520,tc-entry-2396
42-2521,tc-entry-2397
42-2522,tc-entry-2398
42-2523,tc-entry-2399
42-2524,tc-entry-2400
42-2525,tc-entry-2401
42-2526,tc-entry-2402
42-2527,tc-entry-2403
42-2528,tc-entry-2404
42-2529,tc-entry-2405
42-2530,tc-entry-2406
42-2531,tc-entry-2407
42-2532,tc-entry-2408
42-2533,tc-entry-2409
42-2534,tc-entry-2410
42-2535,tc-entry-2411
42-2536,tc-entry-2412
42-2537,tc-entry-2413
42-2538,tc-entry-2414
42-2539,tc-entry-2415
42-2540,tc-entry-2416
42-2541,tc-entry-2417
42-2542,tc-entry-2418
42-2543,tc-entry-2419
42-2544,tc-entry-2420
42-2545,tc-entry-2421
42-2546,tc-entry-2422
42-2547,tc-entry-2423
42-2548,tc-entry-2424
42-2549,tc-entry-2425
42-2550,tc-entry-2425-variant-1
42-2551,tc-entry-2426
42-2552,tc-entry-2427
42-2553,tc-entry-2428
42-2554,tc-entry-2429
42-2555,tc-entry-2430
42-2556,tc-entry-2431
42-2557,tc-entry-2432
42-2558,tc-entry-2433
42-2559,tc-entry-2434
42-2560,tc-entry-2435
42-2561,tc-entry-2436
42-2562,tc-entry-2436-variant-1
42-2563,tc-entry-2437
42-2564,tc-entry-2438
42-2565,tc-entry-2439
42-2566,tc-entry-2440
42-2567,tc-entry-2441
42-2568,tc-entry-2442
42-2569,tc-entry-2442-variant-1
42-2570,tc-entry-2443
42-2571,tc-entry-2443-variant-1
42-2572,tc-entry-2444
42-2573,tc-entry-2445
42-2574,tc-entry-2446
42-2575,tc-entry-2447
42-2576,tc-entry-2448
42-2578,tc-entry-2450
42-2579,tc-entry-2451
42-2580,tc-entry-2452
42-2581,tc-entry-2453
42-2582,tc-entry-2454
42-2583,tc-entry-2455
42-2584,tc-entry-2456
42-2585,tc-entry-2457
42-2586,tc-entry-2458
42-2587,tc-entry-2459
42-2588,tc-entry-2460
42-2589,tc-entry-2461
42-2590,tc-entry-2462
42-2591,tc-entry-2463
42-2592,tc-entry-2464
42-2593,tc-entry-2465
42-2594,tc-entry-2466
42-2595,tc-entry-2467
42-2597,tc-entry-2469
42-2598,tc-entry-2470
42-2599,tc-entry-2471
42-2600,tc-entry-2472
42-2601,tc-entry-2473
42-2602,tc-entry-2474
42-2603,tc-entry-2475
42-2604,tc-entry-2476
42-2605,tc-entry-2477
42-2606,tc-entry-2478
42-2607,tc-entry-2479
42-2608,tc-entry-2480
42-2609,tc-entry-2481
42-2610,tc-entry-2482
42-2611,tc-entry-2483
42-2612,tc-entry-2484
42-2613,tc-entry-2485
42-2614,tc-entry-2486
42-2615,tc-entry-2487
42-2616,tc-entry-2488
42-2617,tc-entry-2489
42-2618,tc-entry-2490
42-2619,tc-entry-2491
42-2620,tc-entry-2492
42-2621,tc-entry-2493
42-2622,tc-entry-2494
42-2623,tc-entry-2495
42-2624,tc-entry-2496
42-2625,tc-entry-2497
42-2626,tc-entry-2498
42-2627,tc-entry-2499
42-2628,tc-entry-2500
42-2629,tc-entry-2501
42-2630,tc-entry-2502
42-2631,tc-entry-2503
42-2632,tc-entry-2504
42-2633,tc-entry-2505
42-2634,tc-entry-2506
42-2635,tc-entry-2507
42-2638,tc-entry-2509
42-2639,tc-entry-2510
42-2640,tc-entry-2511
42-2641,tc-entry-2512
42-2642,tc-entry-2513
42-2643,tc-entry-2514
42-2644,tc-entry-2515
42-2645,tc-entry-2516
42-2646,tc-entry-2517
42-2647,tc-entry-2518
42-2648,tc-entry-2519
42-2649,tc-entry-2520
42-2650,tc-entry-2521
42-2651,tc-entry-2522
42-2652,tc-entry-2523
42-2653,tc-entry-2524
42-2654,tc-entry-2525
42-2655,tc-entry-2526
42-2656,tc-entry-2527
42-2657,tc-entry-2528
42-2658,tc-entry-2529
42-2659,tc-entry-2530
42-2660,tc-entry-2531
42-2661,tc-entry-2532
42-2662,tc-entry-2533
42-2663,tc-entry-2534
42-2664,tc-entry-2535
42-2665,tc-entry-2536
42-2666,tc-entry-2537
42-2667,tc-entry-2538
42-2668,tc-entry-2539
42-2669,tc-entry-2540
42-2670,tc-entry-2541
42-2671,tc-entry-2542
42-2672,tc-entry-2543
42-2673,tc-entry-2544
42-2674,tc-entry-2545
42-2675,tc-entry-2546
42-2676,tc-entry-2547
42-2677,tc-entry-2548
42-2678,tc-entry-2549
42-2679,tc-entry-2550
42-2680,tc-entry-2551
42-2681,tc-entry-2551-variant-1
42-2682,tc-entry-2552
42-2683,tc-entry-2553
42-2684,tc-entry-2554
42-2685,tc-entry-2555
42-2686,tc-entry-2556
42-2687,tc-entry-2557
42-2688,tc-entry-2558
42-2689,tc-entry-2559
42-2690,tc-entry-2560
42-2691,tc-entry-2561
42-2692,tc-entry-2561-variant-1
42-2693,tc-entry-2562
42-2694,tc-entry-2563
42-2695,tc-entry-2564
42-2696,tc-entry-2565
42-2697,tc-entry-2566
42-2699,tc-entry-2568
42-2700,tc-entry-2569
42-2701,tc-entry-2570
42-2702,tc-entry-2571
42-2703,tc-entry-2572
42-2704,tc-entry-2573
42-2705,tc-entry-2574
42-2706,tc-entry-2575
42-2707,tc-entry-2576
42-2708,tc-entry-2577
42-2709,tc-entry-2577-variant-1
42-2710,tc-entry-2578
42-2711,tc-entry-2579
42-2713,tc-entry-2581
42-2714,tc-entry-2582
42-2715,tc-entry-2583
42-2716,tc-entry-2584
42-2717,tc-entry-2585
42-2718,tc-entry-2586
42-2719,tc-entry-2586-variant-1
42-2720,tc-entry-2587
42-2721,tc-entry-2588
42-2722,tc-entry-2589
42-2723,tc-entry-2590
42-2724,tc-entry-2591
42-2725,tc-entry-2592
42-2726,tc-entry-2593
42-2727,tc-entry-2594
42-2729,tc-entry-2596
42-2730,tc-entry-2597
42-2731,tc-entry-2598
42-2732,tc-entry-2599
42-2733,tc-entry-2600
42-2734,tc-entry-2601
42-2735,tc-entry-2602
42-2736,tc-entry-2603
42-2737,tc-entry-2604
42-2738,tc-entry-2605
42-2739,tc-entry-2606
42-2740,tc-entry-2607
42-2741,tc-entry-2608
42-2742,tc-entry-2609
42-2743,tc-entry-2610
42-2744,tc-entry-2611
42-2745,tc-entry-2612
42-2746,tc-entry-2613
42-2747,tc-entry-2614
42-2748,tc-entry-2615
42-2749,tc-entry-2616
42-2750,tc-entry-2617
42-2751,tc-entry-2618
42-2752,tc-entry-2619
42-2753,tc-entry-2620
42-2754,tc-entry-2621
42-2755,tc-entry-2622
42-2756,tc-entry-2623
42-2757,tc-entry-2624
42-2758,tc-entry-2625
42-2759,tc-entry-2626
42-2760,tc-entry-2627
42-2761,tc-entry-2628
42-2762,tc-entry-2629
42-2763,tc-entry-2630
42-2764,tc-entry-2631
42-2765,tc-entry-2632
42-2766,tc-entry-2633
42-2768,tc-entry-2635
42-2769,tc-entry-2636
42-2770,tc-entry-2637
42-2771,tc-entry-2638
