ID,Name,Language_ID,Description,Etyma
3727,kṣurá,Indo-Aryan,"<html><body><number>3727</number> <b>kṣurá</b> m. 'razor' RV., 'sharp barb of arrow' R., <i>°rī</i>- f. 'knife, dagger' lex., <i>°rikā</i>- f. Rājat. [√<smallcaps>kṣur</smallcaps>]",
3728,*kṣuraṇa,Indo-Aryan,<html><body><number>3728</number> <b>*kṣuraṇa</b> 'scraping'. [√<smallcaps>kṣur</smallcaps>],
3729,kṣuráti,Indo-Aryan,"<html><body><number>3729</number> <b>kṣuráti</b> 'cuts, scratches, digs', <i>churáti</i> 'cuts off, incises' Dhātup. [√<smallcaps>kṣur</smallcaps>]",
3730,kṣurapra,Indo-Aryan,"<html><body><number>3730</number> <b>kṣurapra</b> 'sharp-edged like a razor' BhP., m. 'sharp-edged arrow' MBh., 'sharp-edged knife' Pañcat., 'a sort of hoe' lex. [Cf. *<smallcaps>prakṣurikā-",
3731,kṣurabʰāṇḍa,Indo-Aryan,<html><body><number>3731</number> <b>kṣurabhāṇḍa</b> n. 'razor-case' Pañcat. [Cf. <i>kṣuradhāná</i>- n. ŚBr,
3732,kṣulla,Indo-Aryan,<html><body><number>3732</number> <b>kṣulla</b> 'small' BhP. [&lt; <i>*kṣudla</i>- ~ <smallcaps>kṣudrá-: √kṣud</smallcaps>],
3733,*kṣullasyāla,Indo-Aryan,"<html><body><number>3733</number> <b>*kṣullasyāla</b> 'wife's younger brother'. [<smallcaps>kṣulla-, syālá</smallcaps>-]",
3734,*kṣēḍati,Indo-Aryan,<html><body><number>3734</number> <b>*kṣēḍati</b> 'provokes'.,
3735,kṣḗtra,Indo-Aryan,<html><body><number>3735</number> <b>kṣḗtra</b> n. 'land' RV. [√<smallcaps>kṣi</smallcaps>¹],
3735a,kṣētraparpaṭa,Indo-Aryan,"<html><body><number>3735a</number> †<b>kṣētraparpaṭa-</b> m. 'Oldenlandia biflora or other species', <i>°tī</i>- f. id. lex. [<smallcaps>kṣḗtra-, parpaṭa</smallcaps>-²]",
3736,kṣētrin,Indo-Aryan,"<html><body><number>3736</number> <b>kṣētrin-,</b> <i>°ika</i>- m. 'owner of a field' Mn. [<smallcaps>kṣḗtra</smallcaps>-]",
3737,kṣētriyá,Indo-Aryan,"<html><body><number>3737</number> <b>kṣētriyá</b> n. 'meadow grass', pl. 'environs of a place' AV. [<smallcaps>kṣḗtra</smallcaps>-]",
3738,kṣēpa,Indo-Aryan,"<html><body><number>3738</number> <b>kṣēpa</b> m. 'sending' lex., 'clap (of wings)' R., 'stretching (legs)' Suśr. [√<smallcaps>kṣip</smallcaps>]",
3739,kṣēpaka,Indo-Aryan,"<html><body><number>3739</number> <b>kṣēpaka</b> 'sending' Kathās., m. 'helmsman' Gal. [√<smallcaps>kṣip</smallcaps>]",
3740,kṣēpaṇī,Indo-Aryan,"<html><body><number>3740</number> <b>kṣēpaṇī</b> f. 'sling' R., 'oar' lex., <i>°ṇa</i>- n. 'act of throwing' MBh. [√<smallcaps>kṣip</smallcaps>]",
3741,kṣēpayati,Indo-Aryan,<html><body><number>3741</number> <b>kṣēpayati</b> 'causes to be thrown' R. [√<smallcaps>kṣip</smallcaps>],
3742,kṣēpya,Indo-Aryan,<html><body><number>3742</number> <b>kṣēpya</b> 'to be thrown into' Suśr. [√<smallcaps>kṣip</smallcaps>],
3743,*kṣēpyajāla,Indo-Aryan,"<html><body><number>3743</number> <b>*kṣēpyajāla</b> 'casting net'. [<smallcaps>kṣēpya-, jā́la</smallcaps>-]",
3744,kṣēpyatē,Indo-Aryan,"<html><body><number>3744</number> <b>kṣēpyatē</b> 'is thrown, is passed (of time)' Kathās. [√<smallcaps>kṣip</smallcaps>]",
3745,kṣḗma,Indo-Aryan,"<html><body><number>3745</number> <b>kṣḗma</b> 'habitable' MBh., m.n. 'ease, happiness' RV. [√<smallcaps>kṣi</smallcaps>¹]",
3746,kṣaiṇya,Indo-Aryan,"<html><body><number>3746</number> <b>kṣaiṇya</b> n. 'wasting away' Rājat., 'leanness' W. [<smallcaps>kṣīṇá</smallcaps>-]",
3746a,*kṣairaka,Indo-Aryan,<html><body><number>3746a</number> <b>*kṣairaka-</b> Add. 14424.  <div> <p><hw></hw></p></div></body></html>,
3747,kṣōṭayati,Indo-Aryan,<html><body><number>3747</number> <b>kṣōṭayati</b> 'throws' Dhātup. [√*<smallcaps>kṣuṭ</smallcaps>],
3748,kṣōḍa,Indo-Aryan,<html><body><number>3748</number> <b>kṣōḍa</b> m. 'post to which an elephant is fastened' lex. [Poss. conn. with *<smallcaps>khuṭṭa</smallcaps>-¹ with <i>kh</i>- sanskritized as <i>kṣ</i>-],
3749,kṣōda,Indo-Aryan,<html><body><number>3749</number> <b>kṣōda</b> m. 'anything ground or powdered' R. [√<smallcaps>kṣud</smallcaps>],
3750,kṣōdita,Indo-Aryan,"<html><body><number>3750</number> <b>kṣōdita</b> 'crushed', n. 'anything ground, dust, meal' lex. [<i>kṣōdáyati</i> 'agitates by stamping' RV",
3751,kṣōbʰa,Indo-Aryan,<html><body><number>3751</number> <b>kṣōbha</b> m. 'agitation' MBh. [√<smallcaps>kṣubh</smallcaps>],
3752,kṣōbʰayati,Indo-Aryan,<html><body><number>3752</number> <b>kṣōbhayati</b> 'causes to shake' MBh. 2. Pp. <b>kṣōbhita-</b>. 3. Pass. <b>kṣōbhyatē.</b> [√<smallcaps>kṣubh</smallcaps>],
3753,*kṣōrayati,Indo-Aryan,<html><body><number>3753</number> <b>*kṣōrayati</b> 'scrapes'. [√<smallcaps>kṣur</smallcaps>],
3754,kṣáuti,Indo-Aryan,"<html><body><number>3754</number> <b>kṣáuti</b> 'sneezes' Gaut., pres. part. <i>kṣuvant</i>- Mn., <i>kṣuta</i>- pp. MBh. and n. 'a sneeze' Yājñ., <i>kṣut</i>- f. MārkP., <i>kṣuti</i>- f. Vop. [Direct phonetic derivation from Sk. forms was interfered with by onomatopoesis and crossing with words meaning 'to spit, expectorate': <i>kṣī́vyati</i> (itself perh. &lt; <i>ṣṭhī́vyati</i> X <i>kṣáuti</i> &amp;c.) and <smallcaps>kṣipáti</smallcaps>",
3755,kṣáuma,Indo-Aryan,"<html><body><number>3755</number> <b>kṣáuma</b> 'prepared from linseed' Suśr., 'made of linen' Lāṭy., n. 'linseed' Suśr., 'linen cloth' KātyŚr., <i>kṣaumika</i>- 'made of linen'. [<smallcaps>kṣumā</smallcaps>-]",
3756,kṣaura,Indo-Aryan,"<html><body><number>3756</number> <b>kṣaura</b> 'performed with a razor' VarBr̥S., n. 'shaving' Hit. (<i>kṣōra</i>- m. Vop.), <i>kṣaurī</i>- f. 'knife' W. [<smallcaps>kṣurá-, √kṣur</smallcaps>]",
3757,*kṣauradaśamī,Indo-Aryan,"<html><body><number>3757</number> <b>*kṣauradaśamī</b> 'tenth day on which the ceremony of shaving is performed'. [<smallcaps>kṣaura-, daśamī́</smallcaps>-]",
3758,*kṣṇavīti,Indo-Aryan,<html><body><number>3758</number> <b>*kṣṇavīti</b> 'sneezes'. [Cf. <smallcaps>kṣáuti</smallcaps> and IE. <i>*qsneu</i>- WP i 502],
3759,kṣvēḍa,Indo-Aryan,"<html><body><number>3759</number> <b>kṣvēḍa</b> m. 'poison, snake's poison' MBh., <i>khēṭa</i>-³ m. 'watery humour of body, phlegm, snot' Car.",
3760,*kʰa-ul,Indo-Aryan,<html><body><number>3760</number> <b>*kha-ul</b> 'be heated'.,
3761,kʰákkʰati,Indo-Aryan,<html><body><number>3761</number> <b>khákkhati</b> 'laughs' Dhātup. [<i>kákhati</i> Dhātup.: √<smallcaps>khakkh</smallcaps>],
3762,*kʰakkʰālayati,Indo-Aryan,"<html><body><number>3762</number> <b>*khakkhālayati</b> 'rinses'. 2. <b>*khaṅkhālayati.</b> [Onom. rather than &lt; <i>*kṣalkṣāl</i>-, <i>*kṣaṅkṣāl</i>- intens. of √<smallcaps>kṣal</smallcaps> since both K. and M. have <i>kh</i>]",
3763,*kʰaŋkʰ,Indo-Aryan,"<html><body><number>3763</number> <b>*khaṅkh</b> 'cough, hawk'. 2. <b>*khaṅkhār-</b>. [Onom., cf. *<smallcaps>khāṭkāra</smallcaps>-]",
3764,*kʰacc,Indo-Aryan,<html><body><number>3764</number> <b>*khacc</b> 'sink down or back'.,
3765,*kʰaccara,Indo-Aryan,"<html><body><number>3765</number> <b>*khaccara</b> 'mule'. 2. <b>*kaccara-².</b> [← (through Psht. <i>qačara</i> or Bal. <i>xačar</i>?) a Turk. dial. form such as <i>qačïr</i> ultimately ← Ir. <i>*xaratara</i>- (cf. IA. <smallcaps>khara</smallcaps>-¹) in Sogd. <i>γrtr</i>'<i>k</i>, Khot. <i>khaḍara</i> W. B. Henning BSOAS xi 723]",
3766,*kʰacyatē,Indo-Aryan,"<html><body><number>3766</number> <b>*khacyatē</b> 'be set, be studded' [<i>khacati</i> 'projects' Kathās., <i>khacayati</i> 'fastens' Dhātup., <i>khacita</i>- 'inlaid' MBh",
3767,*kʰañca,Indo-Aryan,<html><body><number>3767</number> <b>*khañca</b> 'basket'.,
3768,kʰañja,Indo-Aryan,"<html><body><number>3768</number> <b>khañja</b> 'limping' Mn., <i>°aka</i>- lex.",
3769,kʰaṭa,Indo-Aryan,"<html><body><number>3769</number> <b>khaṭa</b> m., <i>khaḍa</i>- m.n. 'thatching grass' lex. [Cf. <smallcaps>kaṭa-², khēṭa</smallcaps>- ⁴ n. 'grass' lex.: ← Drav. T. Burrow BSOAS xii 368]",
3770,kʰaṭakkikā,Indo-Aryan,"<html><body><number>3770</number> <b>khaṭakkikā-,</b> <i>khaḍa°</i> f. 'side door' lex. [Cf. <smallcaps>khaṭa</smallcaps>-: orig. 'something made of matting', cf. Pk. <i>kiḍiyā</i>- f. 'small door' &lt; *<smallcaps>kr̥ta</smallcaps>-²?]",
3771,kʰaṭakʰaṭāyatē,Indo-Aryan,<html><body><number>3771</number> <b>khaṭakhaṭāyatē</b> 'crackles' Mr̥cch. [Onom. cf. <smallcaps>kaṭakaṭā</smallcaps> and <smallcaps>khalakhalāyatē</smallcaps>],
3772,kʰáṭati,Indo-Aryan,<html><body><number>3772</number> <b>kháṭati</b> 'wishes' Dhātup. [√<smallcaps>khaṭ</smallcaps>],
3773,kʰaṭikā,Indo-Aryan,"<html><body><number>3773</number> <b>khaṭikā</b> f. 'chalk' Prab., <i>°ṭī</i>- f. lex. [Cf. <i>khaṭinī</i>-, <i>kaṭhinī</i>-, <i>kakkhaṭī</i>- f. lex.]",
3774,*kʰaṭīmr̩ttikā,Indo-Aryan,<html><body><number>3774</number> <b>*khaṭīmr̥ttikā</b> 'chalk and earth'. [Cf. A. <i>kharimāṭi</i> 'chalk',
3775,kʰaṭū,Indo-Aryan,"<html><body><number>3775</number> <b>khaṭū-,</b> <i>khaḍū</i>-², <i>°ḍatū</i>- m., <i>khaḍukā</i>- f. 'ornament worn on wrist or ankle' lex. 2. <b>*khaṭṭū-.</b> 3. <b>khaḍḍukā-</b> f. lex.",
3776,*kʰaṭūkara,Indo-Aryan,"<html><body><number>3776</number> <b>*khaṭūkara</b> 'bracelet-maker' [<smallcaps>khaṭū-, kará</smallcaps>-¹]",
3777,kʰaṭṭa,Indo-Aryan,<html><body><number>3777</number> <b>khaṭṭa</b>¹ 'sour' Gal. [Conn. with <smallcaps>kaṭú</smallcaps>- ?],
3778,*kʰaṭṭa,Indo-Aryan,"<html><body><number>3778</number> <b>*khaṭṭa</b>² 'wound, sore'.",
3778a,*kʰaṭṭatala,Indo-Aryan,"<html><body><number>3778a</number> †<b>*khaṭṭatala-</b> 'ravine'. [*<smallcaps>khaṭṭa-³, tala</smallcaps>-]",
3779,kʰaṭṭáyati,Indo-Aryan,"<html><body><number>3779</number> <b>khaṭṭáyati</b> 'hides' Dhātup., '*overcomes'.",
3780,kʰaṭṭāśa,Indo-Aryan,"<html><body><number>3780</number> <b>khaṭṭāśa</b> m., <i>°śī</i>- f. 'civet-cat' lex.",
3781,kʰáṭvā,Indo-Aryan,"<html><body><number>3781</number> <b>kháṭvā</b> f. 'bedstead' Kauś., <i>°vākā</i>- f. Pāṇ., <i>°vikā</i>- Kāś., <i>khaṭṭā</i>- f., <i>°ṭaka</i>- m. Apte. [Cf. <smallcaps>khaṭṭi-, khaḍū</smallcaps>-¹, <i>khāṭa</i>- m., <i>°ṭā</i>, <i>°ṭĭ̄</i>-, <i>°ṭikā</i>- f. 'bier' lex. and Pa. <i>khaṭōpikā</i>- f. 'bed']",
3782,kʰaṭvāŋga,Indo-Aryan,"<html><body><number>3782</number> <b>khaṭvāṅga</b> '*leg of a bed', ('club shaped like the leg of a bed' Gaut.). [<smallcaps>kháṭvā-, áṅga</smallcaps>¹-]",
3783,kʰaḍa,Indo-Aryan,"<html><body><number>3783</number> <b>khaḍa-,</b> <i>khala</i>-⁴ m. 'buttermilk boiled with acid vegetables and spices' Suśr. [Cf. <smallcaps>kaṭú-, khaṭṭa</smallcaps>-¹?]",
3784,kʰaḍaka,Indo-Aryan,"<html><body><number>3784</number> <b>khaḍaka</b> '*erect', m. 'bolt, post' KātyŚr. 2. <b>*khaḍati</b> 'stands'. 3. <b>*khāḍayati</b> 'makes stand'. [Cf. <i>khadáti</i> 'is firm' Dhātup.] and *<smallcaps>khalati</smallcaps>²",
3785,kʰaḍū,Indo-Aryan,<html><body><number>3785</number> <b>khaḍū</b>¹ m. 'bier' lex. 2. <b>khaṭṭi-</b> m. lex. [Cf. <smallcaps>kháṭvā</smallcaps>-],
3786,kʰaḍgá,Indo-Aryan,"<html><body><number>3786</number> <b>khaḍgá</b>¹ m. 'rhinoceros' MaitrS. 2. <b>khāḍga-</b> 'coming from a rhinoceros' ŚāṅkhŚr., <i>khaḍga</i>- m. 'rhinoceros horn' lex. 3. <b>*khāḍgin-.</b> [Of non-Aryan origin: cf. <smallcaps>gaṇḍá</smallcaps>- ⁴ EWA i 318]",
3787,kʰaḍgá,Indo-Aryan,<html><body><number>3787</number> <b>khaḍgá</b>² m. 'sword' MBh. [Cf. *<smallcaps>khaṇḍaka</smallcaps>-³],
3788,kʰaḍgapātra,Indo-Aryan,"<html><body><number>3788</number> <b>khaḍgapātra</b> n. 'large salver made of buffalo-horns' W. [<smallcaps>khaḍgá-¹, pā́tra</smallcaps>-]",
3789,kʰaḍgaviṣāṇa,Indo-Aryan,"<html><body><number>3789</number> <b>khaḍgaviṣāṇa</b> m. 'rhinoceros' Divyāv. [<smallcaps>khaḍgá-¹, viṣā́ṇa</smallcaps>-²]",
3790,*kʰaḍḍa,Indo-Aryan,"<html><body><number>3790</number> <b>*khaḍḍa</b> 'hole, pit'. [Cf. *<smallcaps>gaḍḍa</smallcaps>- and list s.v. <smallcaps>kartá</smallcaps>-¹]",
3790a,*kʰaḍḍu,Indo-Aryan,<html><body><number>3790a</number> †<b>*khaḍḍu-</b> 'ram'. [Cf. words listed under *<smallcaps>kaḍḍa</smallcaps>-],
3791,kʰaṇakʰaṇāyatē,Indo-Aryan,"<html><body><number>3791</number> <b>khaṇakhaṇāyatē</b> 'cracks, tinkles' BhP., <i>khaṇatkhaṇīkr̥ta</i>- Mcar.",
3792,kʰaṇḍá,Indo-Aryan,"<html><body><number>3792</number> <b>khaṇḍá</b>¹ 'broken, crippled' VarBr̥S., 'having gaps or chasms' Suśr., m.n. 'fragment' R., <i>°ḍaka</i>-¹ 'having no nails' lex., <i>°ḍikā</i>- f. Pān. [Cf. 'defective' words listed s.v. <smallcaps>baṇḍá-",
3793,*kʰaṇḍaka,Indo-Aryan,<html><body><number>3793</number> <b>*khaṇḍaka</b>³ 'sword'. [Perh. of same non-Aryan origin as <smallcaps>khaḍgá</smallcaps>-²],
3794,*kʰaṇḍagʰara,Indo-Aryan,"<html><body><number>3794</number> <b>*khaṇḍaghara</b> 'ruined house'. [<smallcaps>khaṇḍá-¹, ghara</smallcaps>-: altern. NIA. words &lt; *<smallcaps>khaṇḍitaghara</smallcaps>-]",
3795,kʰáṇḍatē,Indo-Aryan,"<html><body><number>3795</number> <b>kháṇḍatē</b> 'breaks' Dhātup., <i>khaṇḍáyati</i> 'breaks, cuts' R. [√<smallcaps>khaṇḍ</smallcaps>]",
3796,kʰaṇḍana,Indo-Aryan,<html><body><number>3796</number> <b>khaṇḍana</b> n. 'breaking' Hit. [√<smallcaps>khaṇḍ</smallcaps>],
3797,kʰaṇḍitá,Indo-Aryan,<html><body><number>3797</number> <b>khaṇḍitá</b> 'broken (esp. of teeth)' Pañcat. [√<smallcaps>khaṇḍ</smallcaps>],
3798,*kʰaṇḍitagʰara,Indo-Aryan,"<html><body><number>3798</number> <b>*khaṇḍitaghara</b> 'ruined house'. [<smallcaps>khaṇḍitá-, ghara</smallcaps>-]",
3799,*kʰaṇḍitāgāra,Indo-Aryan,"<html><body><number>3799</number> <b>*khaṇḍitāgāra</b> 'ruined house'. [<smallcaps>khaṇḍitá-, agāra</smallcaps>-]",
3800,kʰaṇḍu,Indo-Aryan,"<html><body><number>3800</number> <b>khaṇḍu</b>¹ 'sugar' W., <i>khaṇḍa</i>-² m.n. 'partially dried molasses', <i>°aka</i>-² Hariv.",
3801,*kʰaṇḍu,Indo-Aryan,"<html><body><number>3801</number> <b>*khaṇḍu</b>² 'cloth'. 2. <b>*khaṇḍī-.</b> [Cf. *<smallcaps>khadda-, *khāru</smallcaps>-: ← Drav. cf. Tel. <i>kaṇḍuvā</i> 'upper garment'; Kol. <i>khanḍva</i> 'cloth', Nk. <i>khanḍa</i>, Prj. <i>ganḍa</i>: see DED 85]",
3802,*kʰaṇḍuśālā,Indo-Aryan,"<html><body><number>3802</number> <b>*khaṇḍuśālā</b> 'sugar factory'. [<smallcaps>khaṇḍu-¹, śā́lā</smallcaps>-]",
3803,*kʰadakʰada,Indo-Aryan,<html><body><number>3803</number> <b>*khadakhada</b> 'bubbling noise'. [Onom.],
3804,kʰadikā,Indo-Aryan,<html><body><number>3804</number> <b>khadikā</b> f. pl. 'fried grain' lex. [Cf. <i>khājika</i>- m. lex.],
3805,kʰadirá,Indo-Aryan,"<html><body><number>3805</number> <b>khadirá</b> m. 'Acacia catechu' RV., <i>°rā</i>-, <i>°rī</i>- f. 'Mimosa pudica' lex.",
3806,kʰadiraká,Indo-Aryan,"<html><body><number>3806</number> <b>khadiraká</b> Pāṇ. [Cf. <i>khādirá</i>-, <i>khā́°</i> 'made of or coming from Acacia catechu' (Pk. has <i>khāïra</i>- and <i>khaïra</i>- as adj.), <i>khadiraja</i>- MW",
3807,*kʰadd,Indo-Aryan,<html><body><number>3807</number> <b>*khadd</b> 'drive away'.,
3808,*kʰadda,Indo-Aryan,"<html><body><number>3808</number> <b>*khadda</b> 'coarse cloth'. 2. <b>*khaddara-.</b> [Cf. *<smallcaps>khaṇḍu-², *khāru</smallcaps>-]",
3809,kʰadyōta,Indo-Aryan,"<html><body><number>3809</number> <b>khadyōta</b> m. 'firefly' ChUp., <i>khajyōtiṣ</i>- m. lex. 2. <b>*kadyōta-.</b> 3. <b>*kajvala-.</b> [<smallcaps>khá-, dyōta</smallcaps>-]",
3810,kʰaná,Indo-Aryan,<html><body><number>3810</number> <b>khaná</b> 'digging' AV. [√<smallcaps>khan</smallcaps>],
3811,kʰánati,Indo-Aryan,<html><body><number>3811</number> <b>khánati</b> 'digs' RV. 2. <b>khānayati</b> 'causes to dig' ŚāṅkhŚr. [√<smallcaps>khan</smallcaps>],
3812,kʰanana,Indo-Aryan,<html><body><number>3812</number> <b>khanana</b> n. 'act of digging' Bhartr̥. [√<smallcaps>khan</smallcaps>],
3813,kʰaní,Indo-Aryan,"<html><body><number>3813</number> <b>khaní</b> 'digging up' AV., f. 'mine' VarBr̥S. 2. X <smallcaps>gúhā-¹. [√khan</smallcaps>]",
3814,kʰanítra,Indo-Aryan,"<html><body><number>3814</number> <b>khanítra</b> n. 'digging tool' RV., <i>°trā</i>- f. R., <i>°trikā</i>- f. lex., <i>°traka</i>- n. 'small do.' Pañcat. [√<smallcaps>khan</smallcaps>]",
3815,*kʰandati,Indo-Aryan,<html><body><number>3815</number> <b>*khandati</b> 'laughs'. [Cf. Pahl. <i>xandītan</i> 'to laugh' and other Ir. forms in IIFL ii 33* and 422,
3816,*kʰappa,Indo-Aryan,<html><body><number>3816</number> <b>*khappa</b>¹ 'cover'.,
3817,*kʰappa,Indo-Aryan,<html><body><number>3817</number> <b>*khappa</b>² 'hole'. [Cf. *<smallcaps>khōppa</smallcaps>-²],
3818,kʰara,Indo-Aryan,"<html><body><number>3818</number> <b>khara</b>¹ m. 'donkey' KātyŚr., <i>°rī</i>- f. Pāṇ.",
3819,kʰára,Indo-Aryan,"<html><body><number>3819</number> <b>khára</b>² 'hard, sharp, pungent' MBh., 'solid' Pān., 'hot (of wind)' Suśr. [Cf. <smallcaps>karkara-¹, karkaśá-, kakkhaṭa</smallcaps>-]",
3820,kʰaraṭa,Indo-Aryan,<html><body><number>3820</number> <b>kharaṭa</b> in <i>kharaṭa-kharaṭā-kr̥</i>- 'to make a crackling sound' Kāś.,
3820a,*kʰaratara,Indo-Aryan,"<html><body><number>3820a</number> †<b>*kharatara-</b> 'mule'. [<smallcaps>khara</smallcaps>-¹: cf. Ir. <i>*xaratara</i>- in Khot. <i>khaḍara</i> 'mule' H. W. Bailey BSOAS x 590 and letter 14.9.79, Sogd. <i>γatark</i> Benveniste Textes sogdiens 179 (→ Turk. <i>qatir</i> → Oss.dig. <i>qadir</i>). See Type <i>aśvatará</i>- in New Indo-aryan R. L. Turner in ColPa 419ff.]   <div id=""display_toggle""> </div> <div id=""page_turner""> <table align=""center"" bgcolor=""#FFFFFF"" border=""0"" cellpadding=""2"" cellspacing=""2"" width=""99%""><tr> <td align=""left"" class=""turner"" width=""33%""> <a href=""/cgi-bin/app/soas_query.py?page=199"">Previous Page</a> </td> <td align=""center"" class=""turner"" width=""33%""><a href=""/dictionaries/soas/jpg/200.jpg"">Page 200 (click for page image)</a></td> <td align=""right"" class=""turner"" width=""33%""> <a href=""/cgi-bin/app/soas_query.py?page=201"">Next Page</a> </td> </tr></table> </div> <hr/> <div id=""responsive_footer_table""> <div id=""responsive_footer_tr""> <div id=""responsive_footer_td""> <a href=""/dictionaries/soas/"">Back to the Search Page </a>  |  
         <a href=""/dictionaries/"">Back to the DDSA Page</a>",
3821,kʰarapattrā,Indo-Aryan,"<html><body><number>3821</number> <b>kharapattrā</b> f. 'a variety of fig-tree', <i>°rī</i>- f. 'Ficus oppositifolia' lex. [<smallcaps>khára-², páttra</smallcaps>- ?]",
3822,*kʰarapāla,Indo-Aryan,"<html><body><number>3822</number> <b>*kharapāla</b> 'donkey-driver'. [<smallcaps>khara-¹, pālá</smallcaps>-]",
3823,*kʰarabʰaka,Indo-Aryan,<html><body><number>3823</number> <b>*kharabhaka</b> 'hare'. ['longeared like a donkey': <smallcaps>khara</smallcaps>-¹?],
3824,kʰarayaṣṭikā,Indo-Aryan,"<html><body><number>3824</number> <b>kharayaṣṭikā</b> f. 'a partic. kind of plant' lex. [<smallcaps>khára-², yaṣṭí</smallcaps>- ?]",
3825,*kʰarasrōtas,Indo-Aryan,"<html><body><number>3825</number> <b>*kharasrōtas</b> 'having a rough stream'. [<smallcaps>khára-², srṓtas</smallcaps>-]",
3826,kʰarkʰōda,Indo-Aryan,"<html><body><number>3826</number> <b>kharkhōda</b> 'a kind of magic' Rājat. [<i>khārkhōṭa</i>- Car., <i>kākhōrda</i>- m. 'a kind of evil spirit' BHSk. ← Ir. (Av. <i>kaxᵛarda</i> 'wizard') → Arm. <i>kaxard</i> 'magician']",
3827,kʰarju,Indo-Aryan,"<html><body><number>3827</number> <b>kharju</b>¹, <i>°jū</i>- f. 'itching, scratching, scab' lex. [S. P. point to <i>*khārj</i>-: ← Drav. see <smallcaps>kacchū́</smallcaps>-]",
3828,kʰarjū́ra,Indo-Aryan,"<html><body><number>3828</number> <b>kharjū́ra</b> m. 'the date-palm Phoenix sylvestris' TS., n. 'its fruit' Kathās., <i>°rī</i>- f. 'the tree' VarBr̥S., <i>°jura</i>- m. lex., <i>°juraka</i>- n. 'its fruit' BHSk. 2. <b>kharju-</b>² f. 'wild date tree' lex.",
3829,kʰarjūraka,Indo-Aryan,<html><body><number>3829</number> <b>kharjūraka</b> m. 'scorpion' Vasantar.,
3830,kʰarjūrikā,Indo-Aryan,<html><body><number>3830</number> <b>kharjūrikā</b> f. 'a sweetmeat' MW.,
3831,kʰarpara,Indo-Aryan,"<html><body><number>3831</number> <b>kharpara</b> m. 'skull' lex. 2. <b>*khampa-.</b> [Cf. <smallcaps>karpara</smallcaps>-: LM 319 derives <i>kharpara</i>- &lt; <i>*skarpara</i>-, but NIA. forms present a <i>*kharpa</i>- (varying with <i>*khampa</i>-) with different suffixes containing <i>r</i>, <i>ṭ{ḍ}</i>, <i>ṭṭ</i>]",
3832,kʰarvá,Indo-Aryan,"<html><body><number>3832</number> <b>kharvá</b> (RV. <i>ákharva</i>-) 'mutilated, imperfect' TS., 'dwarfish' lex., <i>khárvaka</i>- AV., <i>khalvāṭa</i>- 'bald' Bhartr̥. ['Defective' word, cf. *<smallcaps>karva</smallcaps>- beside Av. <i>kaurva</i>- 'bald' ('short' H. W. Bailey BSOS vi 598 ff.), Pers. <i>karve</i> 'decayed teeth' ← Sogd. <i>krw</i>- W. B. Henning BSOS x 96. EWA i 304 rejects non-IE. origin, but if they are connected with <i>kárvati</i>, <i>khárvati</i>, <i>gárvati</i> 'is haughty' Dhātup., there is the characteristic interchange of initial in such words.]",
3833,*kʰarvānta,Indo-Aryan,<html><body><number>3833</number> <b>*kharvānta</b> 'left hand'. [Cf. *<smallcaps>mūlānta-,
3834,kʰála,Indo-Aryan,<html><body><number>3834</number> <b>khála</b>¹ m. 'threshing floor'. RV.,
3835,kʰala,Indo-Aryan,"<html><body><number>3835</number> <b>khala</b>² m. 'mischievous person' BhP., <i>°lā</i>- f. lex. [Derivation fr. <i>skhala</i>- m. 'stumbling', n. 'stratagem' doubtful: EWA i 306]",
3836,kʰalakʰalāyatē,Indo-Aryan,<html><body><number>3836</number> <b>khalakhalāyatē</b> 'makes a noise' Cāṇ. [Cf. <smallcaps>khaṭakhaṭāyatē</smallcaps>],
3837,kʰálati,Indo-Aryan,"<html><body><number>3837</number> <b>khálati</b>¹ 'shakes' Nir., <i>khallatē</i> Suśr. 2. <b>*khalabhala-.</b> [√<smallcaps>khal</smallcaps>¹]",
3838,*kʰalati,Indo-Aryan,<html><body><number>3838</number> <b>*khalati</b>² 'rises'. 2. <b>*khālayati.</b> [Cf. <smallcaps>khaḍaka</smallcaps>-],
3839,kʰaladʰāna,Indo-Aryan,"<html><body><number>3839</number> <b>khaladhāna</b> n. 'threshing floor' lex. 2. <b>khalēdhānī-</b> f. 'post of a threshing floor' lex. [<smallcaps>khála-¹, dhā́na</smallcaps>-]",
3840,kʰalapū́,Indo-Aryan,"<html><body><number>3840</number> <b>khalapū́</b> m. 'one who cleans the threshing floor' Pāṇ. [<smallcaps>khála-¹, pū</smallcaps>-]",
3841,*kʰalapr̩ṣṭʰa,Indo-Aryan,"<html><body><number>3841</number> <b>*khalapr̥ṣṭha</b> 'threshing floor'. [<smallcaps>khála-¹, pr̥ṣṭhá</smallcaps>-]",
3842,*kʰalamāsa,Indo-Aryan,"<html><body><number>3842</number> <b>*khalamāsa</b> 'unlucky month'. [<smallcaps>khala-², mā́sa</smallcaps>-]",
3843,*kʰalavāṭa,Indo-Aryan,"<html><body><number>3843</number> <b>*khalavāṭa</b> 'enclosure for threshing floor'. [<smallcaps>khála-¹, vāṭa</smallcaps>-¹]",
3844,kʰaliśa,Indo-Aryan,"<html><body><number>3844</number> <b>khaliśa</b> m. 'the fish Trichopodus colisa', <i>khalēśa</i>-, <i>°aya</i>- m. lex.",
