ID,Tag,Language_ID,Source_Language_ID,Name,Glottocode,Latitude,Longitude,Clade,Location,Quality
SSNP-hindko-KOH,dialect:awan:SSNP-hindko-KOH:Kohat,awan,SSNP-hindko-KOH,Kohat,hind1271,33.59,71.44,Lahndic,"Kohat, Kohat District",B
SSNP-hindko-ATK,dialect:awan:SSNP-hindko-ATK:Attock,awan,SSNP-hindko-ATK,Attock,hind1271,33.87,72.25,Lahndic,"Attock, Attock District",B
SSNP-hindko-PAG,dialect:awan:SSNP-hindko-PAG:Pakha%20Gholam,awan,SSNP-hindko-PAG,Pakha Gholam,hind1271,34.04,71.61,Lahndic,"Pakha Gholam, Peshawar District",B
SSNP-hindko-WAP,dialect:awan:SSNP-hindko-WAP:Wad%20Pagga,awan,SSNP-hindko-WAP,Wad Pagga,hind1271,34.06,71.67,Lahndic,"Wad Pagga, Peshawar District",B
SSNP-hindko-DIK,dialect:srk:SSNP-hindko-DIK:Himat,srk,SSNP-hindko-DIK,Himat,sera1259,34.0,71.41,Lahndic,"Himat, D.I. Khan District",B
SSNP-hindko-TAL,dialect:awan:SSNP-hindko-TAL:Talagang,awan,SSNP-hindko-TAL,Talagang,avan1234,32.93,72.42,Lahndic,"Talagang, Attock District",B
SSNP-kohistani-TOR,dialect:Tor:SSNP-kohistani-TOR:Bahrain,Tor,SSNP-kohistani-TOR,Bahrain,torw1241,35.207,72.548,Kohistani,Bahrain,C
SSNP-kohistani-CHL,dialect:Tor:SSNP-kohistani-CHL:Chail,Tor,SSNP-kohistani-CHL,Chail,torw1241,35.1437638,72.5722206,Kohistani,Chail,C
SSNP-kohistani-DSH,dialect:Bshk:SSNP-kohistani-DSH:Dashwa,Bshk,SSNP-kohistani-DSH,Dashwa,kala1373,35.5,72.5,Kohistani,Dashwa,C
SSNP-kohistani-KAL,dialect:Bshk:SSNP-kohistani-KAL:Kalam,Bshk,SSNP-kohistani-KAL,Kalam,kala1373,35.479,72.586,Kohistani,Kalam,C
SSNP-kohistani-USH,dialect:Bshk:SSNP-kohistani-USH:Ushu,Bshk,SSNP-kohistani-USH,Ushu,kala1373,35.6075571,72.690186,Kohistani,Ushu,C
SSNP-kohistani-THL,dialect:Bshk:SSNP-kohistani-THL:Thal,Bshk,SSNP-kohistani-THL,Thal,kala1373,35.4782317,72.245514,Kohistani,Thal,C
SSNP-kohistani-LAM,dialect:Bshk:SSNP-kohistani-LAM:Lamuti,Bshk,SSNP-kohistani-LAM,Lamuti,kala1373,35.49,72.26,Kohistani,Lamuti,C
SSNP-kohistani-RAJ,dialect:Bshk:SSNP-kohistani-RAJ:Rajkoti,Bshk,SSNP-kohistani-RAJ,Rajkoti,kala1373,35.5,72.5,Kohistani,Rajkot,C
SSNP-kohistani-KLK,dialect:Kalk:SSNP-kohistani-KLK:Kalkot,Kalk,SSNP-kohistani-KLK,Kalkot,kalk1245,35.4175245,72.1810888,Shinaic,Kalkot,C
SSNP-gojri-KUN,dialect:Goj:SSNP-gojri-KUN:Batash,Goj,SSNP-gojri-KUN,Batash,guja1253,34.63,70.86,Rajasthanic,"Kunar Province, Afghanistan, Batash",C
SSNP-gojri-CHT,dialect:Goj:SSNP-gojri-CHT:Shishi%20Koh,Goj,SSNP-gojri-CHT,Shishi Koh,guja1253,34.63,71.78,Rajasthanic,"Chitral, Shishi Koh Valley",A
SSNP-gojri-DIR,dialect:Goj:SSNP-gojri-DIR:Shitak,Goj,SSNP-gojri-DIR,Shitak,guja1253,35.22,71.87,Rajasthanic,"Dir, Shitak (near Sheringal)",B
SSNP-gojri-SSW,dialect:Goj:SSNP-gojri-SSW:Peshmal,Goj,SSNP-gojri-SSW,Peshmal,guja1253,34.83,72.37,Rajasthanic,"Settled Swat, Peshmal",A
SSNP-gojri-TSW,dialect:Goj:SSNP-gojri-TSW:Ragushu,Goj,SSNP-gojri-TSW,Ragushu,guja1253,34.69,72.23,Rajasthanic,"Transhumant Swat, Ragushu",B
SSNP-gojri-GLT,dialect:Goj:SSNP-gojri-GLT:Naltar%20Bala,Goj,SSNP-gojri-GLT,Naltar Bala,guja1253,35.92,74.26,Rajasthanic,"Gilgit, Naltar Bala",A
SSNP-gojri-KGH,dialect:Goj:SSNP-gojri-KGH:Mittikot,Goj,SSNP-gojri-KGH,Mittikot,guja1253,34.5,73.34,Rajasthanic,"Kaghan, Mittikot",A
SSNP-gojri-SHZ,dialect:Goj:SSNP-gojri-SHZ:Tarchatti%20%2F%20Choigari,Goj,SSNP-gojri-SHZ,Tarchatti / Choigari,guja1253,33.96,72.88,Rajasthanic,"Southern Hazara, Tarchatti / Choigari",B
SSNP-gojri-NAK,dialect:Goj:SSNP-gojri-NAK:Sub%20Ri,Goj,SSNP-gojri-NAK,Sub Ri,guja1253,34.32,73.52,Rajasthanic,"Northern Azad Kashmir, Sub Ri",A
SSNP-gojri-CAK,dialect:Goj:SSNP-gojri-CAK:Trarkhel,Goj,SSNP-gojri-CAK,Trarkhel,guja1253,33.76,73.79,Rajasthanic,"Central Azad Kashmir, Trarkhel",A
SSNP-gojri-SAK,dialect:Goj:SSNP-gojri-SAK:Kotli,Goj,SSNP-gojri-SAK,Kotli,guja1253,33.51,73.89,Rajasthanic,"Southern Azad Kashmir, Kotli",C
SSNP-gojri-GJW,dialect:Goj:SSNP-gojri-GJW:Gujranwala%20immigrants,Goj,SSNP-gojri-GJW,Gujranwala immigrants,guja1253,27.18,78.0,Rajasthanic,"Gujranwala immigrants from the Agra area, India",B
SSNP-gojri-IND,dialect:Goj:SSNP-gojri-IND:Mendhar,Goj,SSNP-gojri-IND,Mendhar,guja1253,33.62,74.13,Rajasthanic,"Mendhar, Poonch District, Indian-held Kashmir",B
SSNP-indus-kohistani-KAN,dialect:Mai:SSNP-indus-kohistani-KAN:Kandia,Mai,SSNP-indus-kohistani-KAN,Kandia,indu1241,35.4704725,73.1558797,Kohistani,Kandia,C
SSNP-indus-kohistani-DUB,dialect:Mai:SSNP-indus-kohistani-DUB:Dubair,Mai,SSNP-indus-kohistani-DUB,Dubair,indu1241,35.1196385,72.9273617,Kohistani,Dubair,C
SSNP-indus-kohistani-SEO,dialect:Mai:SSNP-indus-kohistani-SEO:Seo,Mai,SSNP-indus-kohistani-SEO,Seo,indu1241,35.3054358,73.1898414,Kohistani,Seo,C
SSNP-indus-kohistani-PAT,dialect:Mai:SSNP-indus-kohistani-PAT:Pattan,Mai,SSNP-indus-kohistani-PAT,Pattan,indu1241,35.1102154,73.0052151,Kohistani,Pattan,C
SSNP-indus-kohistani-JIJ,dialect:Mai:SSNP-indus-kohistani-JIJ:Jijal,Mai,SSNP-indus-kohistani-JIJ,Jijal,indu1241,35.0386165,72.9249714,Kohistani,Jijal,C
SSNP-indus-kohistani-CHM,dialect:Chil:SSNP-indus-kohistani-CHM:Mahrin,Chil,SSNP-indus-kohistani-CHM,Mahrin,chil1275,35.62,72.35,Kohistani,Mahrin,C
SSNP-indus-kohistani-CHJ,dialect:Chil:SSNP-indus-kohistani-CHJ:Jalkot,Chil,SSNP-indus-kohistani-CHJ,Jalkot,chil1275,35.0729732,72.8693976,Kohistani,Jalkot,C
SSNP-indus-kohistani-GAB,dialect:Gowro:SSNP-indus-kohistani-GAB:Mahrin%20%28Gabar%20Khel%29,Gowro,SSNP-indus-kohistani-GAB,Mahrin (Gabar Khel),gowr1239,35.62,72.35,Kohistani,Mahrin,C
SSNP-ushojo-USH,dialect:Ush:SSNP-ushojo-USH:Bishigram,Ush,SSNP-ushojo-USH,Bishigram,usho1238,35.15,72.75,Shinaic,"Bishigram Valley, Swat",C
HKAT-ask,dialect:Ash:HKAT-ask:Titin,Ash,HKAT-ask,Titin,ashu1242,35.03056,70.50105,Nuristani,"Titin, Nurgram, Nuristan, Afghanistan",A
HKAT-bft,dialect:Balti:HKAT-bft:Khaplu,Balti,HKAT-bft,Khaplu,balt1258,35.23616,76.18363,Other,"Khaplu, Ghanche, Baltistan, Gilgit-Baltistan, Pakistan",A
HKAT-btv,dialect:bhatr:HKAT-btv:Palas,bhatr,HKAT-btv,Palas,bate1261,34.95820,72.92674,Kohistani,"Palas, Lower Kohistan, Hazara, Khyber Pakhtunkhwa, Pakistan",A
HKAT-bkk,dialect:bro:HKAT-bkk:Batalik,bro,HKAT-bkk,Batalik,brok1247,34.63458,76.43277,Shinaic,"Batalik, Kargil, Ladakh, Jammu & Kashmir, India",A
HKAT-bsk_h,dialect:Bur:HKAT-bsk_h:Hunza,Bur,HKAT-bsk_h,Hunza,hunz1248,36.31293,74.59822,Burushaski,"Hunza, Gilgit, Gilgit-Baltistan, Pakistan",A
HKAT-bsk_n,dialect:Bur:HKAT-bsk_n:Nagar,Bur,HKAT-bsk_n,Nagar,naga1398,36.23990,74.36720,Burushaski,"Nagar, Gilgit, Gilgit-Baltistan, Pakistan",A
HKAT-kls,dialect:Kal:HKAT-kls:Bumburet%20%28HKAT%29,Kal,HKAT-kls,Bumburet (HKAT),nort2663,35.70835,71.70143,Chitrali,"Bumburet, Chitral, Malakand, Khyber Pakhtunkhwa, Pakistan",A
HKAT-dml,dialect:Dm:HKAT-dml:Damel,Dm,HKAT-dml,Damel,dame1241,35.37663,71.68785,Kunar,"Damel, Chitral, Malakand, Khyber Pakhtunkhwa, Pakistan",A
HKAT-prs_d,dialect:Darw:HKAT-prs_d:Darwaz,Darw,HKAT-prs_d,Darwaz,darw1234,38.33353,70.68450,Other,"Darwaz, Badakhshan, Afghanistan",A
HKAT-gwt_a,dialect:Gaw:HKAT-gwt_a:Naray%20%28Afghanistan%29,Gaw,HKAT-gwt_a,Naray (Afghanistan),gawa1247,35.22136,71.52251,Kunar,"Naray, Kunar, Afghanistan",A
HKAT-gwt_p,dialect:Gaw:HKAT-gwt_p:Arandu%20%28Pakistan%29,Gaw,HKAT-gwt_p,Arandu (Pakistan),gawa1247,35.31012,71.54742,Kunar,"Arandu, Chitral, Malakand, Khyber Pakhtunkhwa, Pakistan",A
HKAT-gwc,dialect:Bshk:HKAT-gwc:Kalam%20%28HKAT%29,Bshk,HKAT-gwc,Kalam (HKAT),kala1374,35.48367,72.59606,Kohistani,"Kalam, Swat, Malakand, Khyber Pakhtunkhwa, Pakistan",A
HKAT-gju_a,dialect:Goj:HKAT-gju_a:Naray%20%28Afghanistan%29,Goj,HKAT-gju_a,Naray (Afghanistan),west2375,35.14361,71.47042,Rajasthanic,"Naray, Kunar, Afghanistan",A
HKAT-gju_p,dialect:Goj:HKAT-gju_p:Dawanan%20%28Pakistan%29,Goj,HKAT-gju_p,Dawanan (Pakistan),east2311,34.73142,73.99123,Rajasthanic,"Dawanan, Neelum, Azad Jammu & Kashmir, Pakistan",A
HKAT-hno,dialect:awan:HKAT-hno:Mansehra%20%28HKAT%29,awan,HKAT-hno,Mansehra (HKAT),nort2662,34.23857,73.19852,Lahndic,"Mansehra, Hazara, Khyber Pakhtunkhwa, Pakistan",A
HKAT-mvy,dialect:Mai:HKAT-mvy:Seo%20%28HKAT%29,Mai,HKAT-mvy,Seo (HKAT),indu1242,35.29917,73.18961,Kohistani,"Seo, Dassu, Upper Kohistan, Hazara, Khyber Pakhtunkhwa, Pakistan",A
HKAT-isk,dialect:Ishk:HKAT-isk:Ishkashim,Ishk,HKAT-isk,Ishkashim,ishk1244,36.73882,71.55875,Other,"Ishkashim, Badakhshan, Afghanistan",A
HKAT-xka,dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29,Kalk,HKAT-xka,Kalkot (HKAT),kalk1245,35.40617,72.17480,Shinaic,"Kalkot, Sheringal, Upper Dir, Malakand, Khyber Pakhtunkhwa, Pakistan",A
HKAT-xvi,dialect:Kam:HKAT-xvi:Kamdesh,Kam,HKAT-xvi,Kamdesh,nucl1277,35.40986,71.33679,Nuristani,"Kamdesh, Nuristan, Afghanistan",A
HKAT-kas_i,dialect:K:HKAT-kas_i:Srinagar%20%28India%29,K,HKAT-kas_i,Srinagar (India),stan1304,33.96100,74.87453,Kashmiric,"Srinagar, Kashmir, Jammu & Kashmir, India",A
HKAT-kas_p,dialect:K:HKAT-kas_p:Sharda%20%28Pakistan%29,K,HKAT-kas_p,Sharda (Pakistan),kash1277,34.79469,74.17695,Kashmiric,"Sharda, Neelum, Azad Jammu & Kashmir, Pakistan",A
HKAT-bsh_e,dialect:Kt:HKAT-bsh_e:Eastern%20%28Bargi%20Matal%29,Kt,HKAT-bsh_e,Eastern (Bargi Matal),east2308,35.64028,71.33226,Nuristani,"Bargi Matal, Nuristan, Afghanistan",A
HKAT-bsh_w,dialect:Kt:HKAT-bsh_w:Western%20%28Du%20Ab%29,Kt,HKAT-bsh_w,Western (Du Ab),west2372,35.22691,70.34477,Nuristani,"Du Ab, Nuristan, Afghanistan",A
HKAT-khw,dialect:Kho:HKAT-khw:Mastuj%20%28HKAT%29,Kho,HKAT-khw,Mastuj (HKAT),nort2664,36.27825,72.51906,Chitrali,"Mastuj, Chitral, Malakand, Khyber Pakhtunkhwa, Pakistan",A
HKAT-plk,dialect:Sh:HKAT-plk:Palas%20%28Kohistani%29,Sh,HKAT-plk,Palas (Kohistani),pala1333,35.05837,73.18946,Shinaic,"Palas, Lower Kohistan, Hazara, Khyber Pakhtunkhwa, Pakistan",A
HKAT-shd,dialect:Kund:HKAT-shd:Athmuqam,Kund,HKAT-shd,Athmuqam,kund1257,34.55627,73.82363,Shinaic,"Kundal Shahi, Athmuqam, Neelum, Azad Jammu & Kashmir, Pakistan",A
HKAT-kir,dialect:Kir:HKAT-kir:Pamirkalan,Kir,HKAT-kir,Pamirkalan,kirg1245,36.89837,73.97764,Other,"Pamirkalan, Wakhan, Badakhshan, Afghanistan",A
HKAT-lbj,dialect:Lad:HKAT-lbj:Leh,Lad,HKAT-lbj,Leh,lada1244,34.12240,77.25266,Other,"Leh, Ladakh, Jammu & Kashmir, India",A
HKAT-mnj,dialect:Mj:HKAT-mnj:Sharan,Mj,HKAT-mnj,Sharan,nort2649,35.96907,70.90873,Other,"Sharan, Kuran wa Munjan, Badakhshan, Afghanistan",A
HKAT-wbk,dialect:Wg:HKAT-wbk:Muldesh,Wg,HKAT-wbk,Muldesh,chim1297,35.13620,70.96082,Nuristani,"Muldesh, Waigal, Nuristan, Afghanistan",A
HKAT-phl,dialect:Phal:HKAT-phl:Ashret%20%28HKAT%29,Phal,HKAT-phl,Ashret (HKAT),ashr1238,35.43939,71.73994,Shinaic,"Ashret, Chitral, Malakand, Khyber Pakhtunkhwa, Pakistan",A
HKAT-prc,dialect:Par:HKAT-prc:Ghochulan,Par,HKAT-prc,Ghochulan,ghuj1238,35.09915,69.64719,Other,"Ghochulan, Nijrab, Kapisa, Afghanistan",A
HKAT-psh_ai,dialect:Pas:HKAT-psh_ai:Alasai,Pas,HKAT-psh_ai,Alasai,alas1253,34.86533,70.41725,Pashai,"Alasai, Kapisa, Afghanistan",A
HKAT-psi_ar,dialect:Pas:HKAT-psi_ar:Alingar,Pas,HKAT-psi_ar,Alingar,alin1238,34.86533,70.41725,Pashai,"Alingar, Laghman, Afghanistan",A
HKAT-glh_ag,dialect:Pas:HKAT-glh_ag:Alishang,Pas,HKAT-glh_ag,Alishang,naji1238,34.92865,70.08457,Pashai,"Alishang, Laghman, Afghanistan",A
HKAT-psi_am,dialect:Pas:HKAT-psi_am:Amla,Pas,HKAT-psi_am,Amla,darr1238,34.67743,70.57805,Pashai,"Amla, Darra-e-Nur, Nangarhar, Afghanistan",A
HKAT-aee_at,dialect:Pas:HKAT-aee_at:Aret,Pas,HKAT-aee_at,Aret,aret1240,34.74631,70.72301,Pashai,"Aret, Nurgal, Kunar, Afghanistan",A
HKAT-aee_ch,dialect:Pas:HKAT-aee_ch:Chalas,Pas,HKAT-aee_ch,Chalas,chal1263,34.75934,70.86116,Pashai,"Chalas, Tsaoki, Kunar, Afghanistan",A
HKAT-aee_kg,dialect:Pas:HKAT-aee_kg:Korangal,Pas,HKAT-aee_kg,Korangal,kura1247,34.90063,70.92458,Pashai,"Korangal, Mano Gai, Kunar, Afghanistan",A
HKAT-glh_sn,dialect:Pas:HKAT-glh_sn:Sanjan,Pas,HKAT-glh_sn,Sanjan,sanj1275,35.13991,69.36181,Pashai,"Sanjan, Hesa Awal Kohistan, Kapisa, Afghanistan",A
HKAT-aee_sh,dialect:Pas:HKAT-aee_sh:Shemal,Pas,HKAT-aee_sh,Shemal,kand1293,34.75934,70.56220,Pashai,"Shemal, Darra-e-Nur, Nangarhar, Afghanistan",A
HKAT-pbu_a,dialect:Psht:HKAT-pbu_a:Tagab%20%28Afghanistan%29,Psht,HKAT-pbu_a,Tagab (Afghanistan),nort2647,34.83931,69.64719,Other,"Tagab, Kapisa, Afghanistan",A
HKAT-pbu_i,dialect:Psht:HKAT-pbu_i:Ganderbal%20%28India%29,Psht,HKAT-pbu_i,Ganderbal (India),yusu1238,34.26852,74.83829,Other,"Ganderbal, Kashmir, Jammu & Kashmir, India",A
HKAT-pbu_p,dialect:Psht:HKAT-pbu_p:Swabi%20%28Pakistan%29,Psht,HKAT-pbu_p,Swabi (Pakistan),yusu1238,34.33833,72.76694,Other,"Swabi, Mardan, Khyber Pakhtunkhwa, Pakistan",A
HKAT-phr,dialect:poth:HKAT-phr:Rawalpindi,poth,HKAT-phr,Rawalpindi,poth1238,33.57315,73.06263,Lahndic,"Rawalpindi, Punjab, Pakistan",A
HKAT-prn,dialect:Pr:HKAT-prn:Pashki,Pr,HKAT-prn,Pashki,lowe1390,35.33045,70.90193,Nuristani,"Pashki, Parun, Nuristan, Afghanistan",A
HKAT-prx,dialect:Prk:HKAT-prx:Kargil,Prk,HKAT-prx,Kargil,puri1258,34.33588,76.01150,Other,"Kargil, Ladakh, Jammu & Kashmir, India",A
HKAT-sgh_r,dialect:Rosh:HKAT-sgh_r:Roshan,Rosh,HKAT-sgh_r,Roshan,rosh1238,37.89160,71.42285,Other,"Roshan, Shughnan, Badakhshan, Afghanistan",A
HKAT-sgy,dialect:Sang:HKAT-sgy:Sanglech,Sang,HKAT-sgy,Sanglech,sang1344,36.29833,71.20996,Other,"Sanglech, Zebak, Badakhshan, Afghanistan",A
HKAT-sdg,dialect:Sv:HKAT-sdg:Sau,Sv,HKAT-sdg,Sau,savi1242,35.17324,71.45683,Shinaic,"Sau, Naray, Kunar, Afghanistan",A
HKAT-scl_p,dialect:Sh:HKAT-scl_p:Gilgit%20%28HKAT%29,Sh,HKAT-scl_p,Gilgit (HKAT),gilg1242,35.92140,74.30831,Shinaic,"Gilgit, Gilgit-Baltistan, Pakistan",A
HKAT-scl_i,dialect:Sh:HKAT-scl_i:Gurez%20%28HKAT%29,Sh,HKAT-scl_i,Gurez (HKAT),gure1252,34.63830,74.77488,Shinaic,"Gurez, Bandipora, Kashmir, Jammu & Kashmir, India",A
HKAT-sgh_a,dialect:Shgh:HKAT-sgh_a:Shughnan%20%28Afghanistan%29,Shgh,HKAT-sgh_a,Shughnan (Afghanistan),nucl1239,37.44340,71.44097,Other,"Shughnan, Badakhshan, Afghanistan",A
HKAT-trw,dialect:Tor:HKAT-trw:Bahrain%20%28HKAT%29,Tor,HKAT-trw,Bahrain (HKAT),bahr1242,35.20655,72.55077,Kohistani,"Bahrain, Swat, Malakand, Khyber Pakhtunkhwa, Pakistan",A
HKAT-ush,dialect:Ush:HKAT-ush:Chail%20%28HKAT%29,Ush,HKAT-ush,Chail (HKAT),usho1238,35.12879,72.60512,Shinaic,"Chail, Swat, Malakand, Khyber Pakhtunkhwa, Pakistan",A
HKAT-uzs,dialect:Uz:HKAT-uzs:Argo,Uz,HKAT-uzs,Argo,sout2699,37.07386,70.38780,Other,"Argo, Badakhshan, Afghanistan",A
HKAT-wbl_a,dialect:Wkh:HKAT-wbl_a:Abgach%20%28Afghanistan%29,Wkh,HKAT-wbl_a,Abgach (Afghanistan),cent1975,36.98526,72.59606,Other,"Abgach, Wakhan, Badakhshan, Afghanistan",A
HKAT-wbl_p,dialect:Wkh:HKAT-wbl_p:Gojal%20%28Pakistan%29,Wkh,HKAT-wbl_p,Gojal (Pakistan),goja1238,36.83676,74.48950,Other,"Gojal, Hunza, Gilgit, Gilgit-Baltistan, Pakistan",A
HKAT-ydg,dialect:Yid:HKAT-ydg:Garam%20Chashma,Yid,HKAT-ydg,Garam Chashma,yidg1240,35.98740,71.51571,Other,"Garam Chashma, Chitral, Malakand, Khyber Pakhtunkhwa, Pakistan",A
dialect:Altit,dialect:Altit,Bur,,Altit,,36.3199273,74.6835167,Burushaski,"Altit, Hunza, Gilgit-Baltistan, Pakistan",C
dialect:Ashkun%3A%20Sanu,dialect:Ashkun%3A%20Sanu,Ash,,Ashkun: Sanu,,35.1202001,70.7324182,Nuristani,"Sanu/Wama, Nuristan, Afghanistan",C
dialect:Bhateri,dialect:Bhateri,bhatr,,Bhateri,,34.9582,72.92674,Kohistani,"Batera area, Kohistan, Khyber Pakhtunkhwa, Pakistan",C
dialect:Eastern%20Burushaski,dialect:Eastern%20Burushaski,Bur,,Eastern Burushaski,,36.30425,74.26652,Burushaski,"Hunza and Nagar, Gilgit-Baltistan, Pakistan",C
dialect:Ganish,dialect:Ganish,Bur,,Ganish,,36.3131445,74.6683879,Burushaski,"Ganish, Hunza, Gilgit-Baltistan, Pakistan",C
dialect:Hillside,dialect:Hillside,Bur,,Hillside,,36.3115647,74.6445039,Burushaski,"Hunza, Gilgit-Baltistan, Pakistan (source topographic label)",C
dialect:Hopar,dialect:Hopar,Bur,,Hopar,,36.1600452,74.7465891,Burushaski,"Hopar, Nagar, Gilgit-Baltistan, Pakistan",C
dialect:Hunza,dialect:Hunza,Bur,,Hunza,,36.3115647,74.6445039,Burushaski,"Hunza, Gilgit-Baltistan, Pakistan",C
dialect:Kamviri,dialect:Kamviri,Kam,,Kamviri,,35.40986,71.33679,Nuristani,"Barg-i Matal area, Nuristan, Afghanistan",C
dialect:Katavari%3A%20Ktivi,dialect:Katavari%3A%20Ktivi,Kt,,Katavari: Ktivi,,35.3277082,70.7227742,Nuristani,"Kantiwa/Ktivi, Nuristan, Afghanistan",C
dialect:Khowar,dialect:Khowar,Kho,,Khowar,,35.850889,71.79019,Chitrali,"Chitral, Khyber Pakhtunkhwa, Pakistan",C
dialect:NH,dialect:NH,Bur,,NH,,36.30425,74.26652,Burushaski,"Nagar and Hunza, Gilgit-Baltistan, Pakistan (source abbreviation NH)",C
dialect:Nager,dialect:Nager,Bur,,Nager,,36.3042502,74.26652,Burushaski,"Nagar, Gilgit-Baltistan, Pakistan",C
dialect:Nuristani%20Kalasha%3A%20Amesdes,dialect:Nuristani%20Kalasha%3A%20Amesdes,Wg,,Nuristani Kalasha: Amesdes,,35.04,70.98,Nuristani,"Amesdes, Nuristan, Afghanistan",C
dialect:Nuristani%20Kalasha%3A%20Nisheigram,dialect:Nuristani%20Kalasha%3A%20Nisheigram,Wg,,Nuristani Kalasha: Nisheigram,,35.0833322,70.8245782,Nuristani,"Nisheigram, Nuristan, Afghanistan",C
dialect:Nuristani%20Kalasha%3A%20Vagal,dialect:Nuristani%20Kalasha%3A%20Vagal,Wg,,Nuristani Kalasha: Vagal,,35.04,70.98,Nuristani,"Waigal Valley, Nuristan, Afghanistan",C
dialect:Palula,dialect:Palula,Phal,,Palula,,35.44833,71.777934,Shinaic,"Ashret and Biori valleys, Chitral, Khyber Pakhtunkhwa, Pakistan",C
dialect:Pashai%3A%20Gorayk%20%28Degano%29,dialect:Pashai%3A%20Gorayk%20%28Degano%29,Pas,,Pashai: Gorayk (Degano),,34.6458,70.9008,Pashai,"Gorayk, Nuristan, Afghanistan",C
dialect:Prasun,dialect:Prasun,Pr,,Prasun,,35.4,70.92,Nuristani,"Prasun Valley, Nuristan, Afghanistan",C
dialect:Prasun%3A%20Sec,dialect:Prasun%3A%20Sec,Pr,,Prasun: Sec,,35.4,70.92,Nuristani,"Sech/Pronj, Prasun Valley, Nuristan, Afghanistan",C
dialect:Prasun%3A%20Supu,dialect:Prasun%3A%20Supu,Pr,,Prasun: Supu,,35.4,70.92,Nuristani,"Supu/Ishtewi, Prasun Valley, Nuristan, Afghanistan",C
dialect:Prasun%3A%20Ucu,dialect:Prasun%3A%20Ucu,Pr,,Prasun: Ucu,,35.4,70.92,Nuristani,"Ucu/Dewa, Prasun Valley, Nuristan, Afghanistan",C
dialect:Prasun%3A%20Usut,dialect:Prasun%3A%20Usut,Pr,,Prasun: Usut,,35.4,70.92,Nuristani,"Usut/Pashki, Prasun Valley, Nuristan, Afghanistan",C
dialect:Prasun%3A%20Zumu,dialect:Prasun%3A%20Zumu,Pr,,Prasun: Zumu,,35.4,70.92,Nuristani,"Zumu, Prasun Valley, Nuristan, Afghanistan",C
dialect:Riverfront,dialect:Riverfront,Bur,,Riverfront,,36.3115647,74.6445039,Burushaski,"Hunza, Gilgit-Baltistan, Pakistan (source topographic label)",C
dialect:Tregami%3A%20Gambir,dialect:Tregami%3A%20Gambir,Gmb,,Tregami: Gambir,,34.75,70.96,Nuristani,"Gambir Valley, Nuristan, Afghanistan",C
cdial-Ash-wama,dialect:Ash:cdial-Ash-wama:Wama,Ash,cdial-Ash-wama,Wama,ashk1246,35.120289,70.744919,Nuristani,"Wama, Nuristan, Afghanistan",B
cdial-B-manbhum,dialect:B:cdial-B-manbhum:Manbhum,B,cdial-B-manbhum,Manbhum,beng1280,23.3322,86.3616,Eastern,Manbhum region (representative point: Purulia),C
cdial-Bi-camparan,dialect:Bi:cdial-Bi-camparan:Camparan,Bi,cdial-Bi-camparan,Camparan,bagh1251,26.6486,84.9166,Bihari,Champaran region (representative point: Motihari),C
cdial-Bi-east-tirhut,dialect:Bi:cdial-Bi-east-tirhut:East%20Tirhut,Bi,cdial-Bi-east-tirhut,East Tirhut,bagh1251,26.1197,85.3910,Bihari,Tirhut region (representative point: Muzaffarpur; directional label preserved),C
cdial-Bi-gaya,dialect:Bi:cdial-Bi-gaya:Gaya,Bi,cdial-Bi-gaya,Gaya,bagh1251,24.7955,85.0002,Bihari,Gaya district (representative point: Gaya),C
cdial-Bi-manbhum,dialect:Bi:cdial-Bi-manbhum:Manbhum,Bi,cdial-Bi-manbhum,Manbhum,bagh1251,23.3322,86.3616,Bihari,Manbhum region (representative point: Purulia),C
cdial-Bi-patna,dialect:Bi:cdial-Bi-patna:Patna,Bi,cdial-Bi-patna,Patna,bagh1251,25.5941,85.1376,Bihari,Patna district (representative point: Patna),C
cdial-Bi-saran,dialect:Bi:cdial-Bi-saran:Saran,Bi,cdial-Bi-saran,Saran,bagh1251,25.7800,84.7100,Bihari,Saran district (representative point: Chhapra),C
cdial-Bi-shahabad,dialect:Bi:cdial-Bi-shahabad:Shahabad,Bi,cdial-Bi-shahabad,Shahabad,bagh1251,25.5560,84.6634,Bihari,historical Shahabad district (representative point: Arrah),C
cdial-Bi-south-bhagalpur,dialect:Bi:cdial-Bi-south-bhagalpur:South%20Bhagalpur,Bi,cdial-Bi-south-bhagalpur,South Bhagalpur,bagh1251,25.2425,86.9842,Bihari,Bhagalpur district (representative point: Bhagalpur; directional label preserved),C
cdial-Bi-south-munger,dialect:Bi:cdial-Bi-south-munger:South%20Munger,Bi,cdial-Bi-south-munger,South Munger,bagh1251,25.3748,86.4735,Bihari,Munger district (representative point: Munger; directional label preserved),C
cdial-Bi-southwest-shahabad,dialect:Bi:cdial-Bi-southwest-shahabad:Southwest%20Shahabad,Bi,cdial-Bi-southwest-shahabad,Southwest Shahabad,bagh1251,25.5560,84.6634,Bihari,historical Shahabad district (representative point: Arrah; directional label preserved),C
cdial-Kaf-wama,dialect:Kaf:cdial-Kaf-wama:Wama,Kaf,cdial-Kaf-wama,Wama,nuri1243,35.120289,70.744919,Nuristani,"Wama, Nuristan, Afghanistan",B
