Cell_Key,PDF_Page,Printed_Page,Row,Item,List_Key,Scope,Language_ID,Dialect_ID,Manual_Gloss,Manual_Form,Cell_Status,Confidence,Review_Method,Status,Reason,Citation,Entry_Key,Integration_Status,Integration_Reason
kurumba2012:kannada_bangalore:i455,235,230,5,455,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,fly,haru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 455 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 455, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i455,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i456,235,230,6,456,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,sit,kuɭɪʈuko,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 456 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 456, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i456,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i457,235,230,7,457,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,stand,nɪllu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 457 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 457, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i457,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i458,235,230,8,458,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,stay,ɪru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 458 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 458, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i458,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i459,235,230,9,459,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,fall,bɪɭu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 459 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 459, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i459,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i460,235,230,10,460,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,descend,kelegɪɭɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 460 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 460, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i460,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i461,235,230,11,461,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,ascend,melehogu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 461 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 461, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i461,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i462,235,230,12,462,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,flee,hoɖɪhogu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 462 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 462, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i462,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i463,235,230,13,463,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,swim,ɪɖzu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 463 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 463, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i463,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i464,235,230,14,464,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,lie down,malegu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 464 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 464, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i464,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i465,235,230,15,465,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,eat,ʈɪnnu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 465 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 465, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i465,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i466,235,230,16,466,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,drink,kuɖɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 466 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 466, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i466,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i467,235,230,17,467,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,bite,katʃu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 467 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 467, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i467,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i468,235,230,18,468,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,"bite, snake",katʃu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 468 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 468, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i468,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i469,235,230,19,469,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,hit,hoɖɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 469 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 469, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i469,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i470,235,230,20,470,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,kill,sajɪsu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 470 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 470, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i470,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i471,235,230,21,471,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,cut,kojɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 471 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 471, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i471,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i472,235,230,22,472,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,make,maɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 472 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 472, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i472,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i473,235,230,23,473,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,do,maɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 473 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 473, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i473,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i474,235,230,24,474,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,tasty,rutʃɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.235 / printed p.230 / item 474 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 230, item 474, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i474,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i475,235,230,25,475,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,astringent,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.235 / printed p.230 / item 475 / Kannada; four printed dashes confirmed in enlarged 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 230, item 475, list Standard Kannada, Bangalore]",,excluded_blank_control,printed dash in a comparison-control list
kurumba2012:kannada_bangalore:i476,236,231,1,476,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,hot (spicy),kara,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 476 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 476, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i476,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i477,236,231,2,477,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,sticky,ʌɳʈu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 477 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 477, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i477,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i478,236,231,3,478,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,flat,tʃuppa,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 478 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 478, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i478,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i479,236,231,4,479,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,rough,wɔrʌʈʈu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 479 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 479, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i479,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i480,236,231,5,480,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,smooth,mrudu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 480 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 480, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i480,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i481,236,231,6,481,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,slippery,dʒaru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 481 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 481, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i481,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i482,236,231,7,482,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,slow,mellane,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 482 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 482, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i482,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i483,236,231,8,483,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,fast,begane,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 483 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 483, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i483,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i484,236,231,9,484,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,blunt,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.236 / printed p.231 / item 484 / Kannada; four printed dashes confirmed in enlarged 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 231, item 484, list Standard Kannada, Bangalore]",,excluded_blank_control,printed dash in a comparison-control list
kurumba2012:kannada_bangalore:i485,236,231,10,485,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,pointed,tʃuppu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 485 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 485, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i485,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i486,236,231,11,486,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,rise (sun),wuɖʌjʌ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 486 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 486, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i486,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i487,236,231,12,487,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,set (sun),molugu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 487 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 487, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i487,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i488,236,231,13,488,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,hunger,hasuve,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 488 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 488, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i488,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i489,236,231,14,489,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,thirst,bʌjarɪke,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 489 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 489, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i489,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i490,236,231,15,490,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,be ill,kajɪlehagɪru,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 490 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 490, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i490,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i491,236,231,16,491,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,vomit,vaɳʈɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 491 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 491, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i491,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i492,236,231,17,492,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,cough,kennu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 492 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 492, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i492,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i493,236,231,18,493,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,spit,wugɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 493 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 493, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i493,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i494,236,231,19,494,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,defecate,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.236 / printed p.231 / item 494 / Kannada; four printed dashes confirmed in enlarged 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 231, item 494, list Standard Kannada, Bangalore]",,excluded_blank_control,printed dash in a comparison-control list
kurumba2012:kannada_bangalore:i495,236,231,20,495,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,urinate,wutʃemaɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 495 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 495, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i495,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i496,236,231,21,496,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,yawn,akʌɭɪsu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 496 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 496, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i496,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i497,236,231,22,497,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,sing,haɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 497 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 497, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i497,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i498,236,231,23,498,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,dance,konɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 498 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 498, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i498,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i499,236,231,24,499,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,live,baɖuku,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 499 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 499, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i499,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i500,236,231,25,500,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,enter,nuggu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.236 / printed p.231 / item 500 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 231, item 500, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i500,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i501,237,232,1,501,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,go out,wɔcegehogu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 501 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 501, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i501,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i502,237,232,2,502,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,depart,horʌttuhogu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 502 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 502, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i502,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i503,237,232,3,503,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,return,hɪɳɖeba,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 503 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 503, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i503,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i504,237,232,4,504,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,arrive home,mʌnegeba,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 504 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 504, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i504,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i505,237,232,5,505,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,wander,ʌleɖaɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 505 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 505, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i505,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i506,237,232,6,506,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,go back,hɪɳɖehogu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 506 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 506, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i506,excluded_control,comparison-control attestation retained audit-only
kurumba2012:kannada_bangalore:i507,237,232,7,507,kannada_bangalore,control,Kannada,sil-kurumba-1985-kannada-bangalore,turn around,suʈʈu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.237 / printed p.232 / item 507 / Kannada; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 232, item 507, list Standard Kannada, Bangalore]",kurumba2012-kannada_bangalore-i507,excluded_control,comparison-control attestation retained audit-only
