Cell_Key	PDF_Page	Printed_Page	Row	Item	List_Key	Source_Label	Scope	Language_ID	Dialect_ID	OCR_Gloss_Scaffold	OCR_Form_Scaffold	Manual_Form	Cell_Status	Confidence	Review_Method	Reviewer	Notes
kurumba2012:kotagiri_alu:i446	278	273	21	446	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	6broke			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i447	278	273	22	447	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu		muCAdadda		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i448	278	273	23	448	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	47 not brdken	muruvals		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i449	278	273	24	449	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	\49	koldadda		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i450	278	273	25	450	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	die	BAtutaddu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i451	279	274	1	451	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	sleep	WOCADGjadu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i452	279	274	2	452	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	152 COe	ba		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i453	279	274	3	453	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	(53 go	wogu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i454	279	274	4	454	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	64 mOve (walk)	nAde		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i455	279	274	5	455	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	fly	PArADganawogu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i456	279	274	6	456	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	sit	kuli		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i457	279	274	7	457	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	stand	neddo		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i458	279	274	8	458	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	stay	rangu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i459	279	274	9	459	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	59 fall	budda		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i460	279	274	10	460	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	60 descend	Arugu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i461	279	274	11	461	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	ascend	eru		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i462	279	274	12	462	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	lee	hod!jonuwogu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i463	279	274	13	463	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	Sim	ngAlu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i464	279	274	14	464	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	64 lie down			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i465	279	274	15	465	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	65 eat			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i466	279	274	16	466	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	drink			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i467	279	274	17	467	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	bite	kudi		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i468	279	274	18	468	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	68 bite, snake	katfu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i469	279	274	19	469	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	69 hit			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i470	279	274	20	470	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	70 kill	wəjji		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i471	279	274	21	471	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	Cut	konguqu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i472	279	274	22	472	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu		bettu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i473	279	274	23	473	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	3 do	saqu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i474	279	274	24	474	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu		maɖu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i475	279	274	25	475	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	tasty	cus		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i476	280	275	1	476	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	76	wottiJadu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i477	280	275	2	477	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	i7 sticky			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i478	280	275	3	478	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	178 flat	pattada		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i479	280	275	4	479	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	I19 rough			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i480	280	275	5	480	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	180 saooth			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i481	280	275	6	481	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	181 slippery			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i482	280	275	7	482	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	slow			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i483	280	275	8	483	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	tast			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i484	280	275	9	484	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	184 blunt			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i485	280	275	10	485	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	85 pointed			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i486	280	275	11	486	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	rise (sun)	wuttitattu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i487	280	275	12	487	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	set (sun)	budduttat$u		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i488	280	275	13	488	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	hunger	Adzl		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i489	280	275	14	489	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	thirst	ArA$agu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i490	280	275	15	490	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	90 be i11	tfaggatta		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i491	280	275	16	491	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	91 vmit	kacukka		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i492	280	275	17	492	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	cougn	khennelu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i493	280	275	18	493	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	spit	kuppu t		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i494	280	275	19	494	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	detecata			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i495	280	275	20	495	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	urinate	wutfanttu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i496	280	275	21	496	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	yn			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i497	280	275	22	497	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	9n sing			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i498	280	275	23	498	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	A98 dan	aqu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i499	280	275	24	499	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	11ve			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i500	280	275	25	500	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	enter			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i501	281	276	1	501	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	1 goout	kerewogu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i502	281	276	2	502	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	SO2 depart	Jelledduwogu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i503	281	276	3	503	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	retum	$iriglba		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i504	281	276	4	504	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	SO4 arrive hame	MANEglwogl jedzu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i505	281	276	5	505	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	SIS wander			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i506	281	276	6	506	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S06 go back			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i507	281	276	7	507	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S07 turm around	tlcugu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i508	281	276	8	508	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S08 upturm	waddangunodu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i509	281	276	9	509	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S09 un	woqu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i510	281	276	10	510	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S10 fall off			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i511	281	276	11	511	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	SI1get p	eddu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i512	281	276	12	512	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	Wear	akkija		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i513	281	276	13	513	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S15 beat	wojj!		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i514	281	276	14	514	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	chop			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i515	281	276	15	515	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	SI5tie p	kattu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i516	281	276	16	516	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu		$ondu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i517	281	276	17	517	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	cook.	maɖu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i518	281	276	18	518	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	taste	rusinanodu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i519	281	276	19	519	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	burn	kitfottu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i520	281	276	20	520	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	bum food			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i521	281	276	21	521	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	staal	kallu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i522	281	276	22	522	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu		Jettiba		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i523	281	276	23	523	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	carry	$ukkijonuwogu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i524	281	276	24	524	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu				pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i525	281	276	25	525	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	takey	Jettijonuwogu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i526	282	277	1	526	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	glve	Jiga		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i527	282	277	2	527	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu		noqu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i528	282	277	3	528	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	bear	ket		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i529	282	277	4	529	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S29 say	+gu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i530	282	277	5	530	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	tell			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i531	282	277	6	531	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	think	wogAnEnaɖu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i532	282	277	7	532	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	32 know	kand0		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i533	282	277	8	533	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S33 forget	BACAdubiqu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i534	282	277	9	534	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	11ke	Jgta		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i535	282	277	10	535	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S35 happy	wottu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i536	282	277	11	536	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	sad	Arukkalu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i537	282	277	12	537	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S37 tear	apdz i ka		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i538	282	277	13	538	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S38 wash selt			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i539	282	277	14	539	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S39 wash things	tag ins		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i540	282	277	15	540	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	S40t	kagda		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i541	282	277	16	541	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	54 nift at			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i542	282	277	17	542	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	grasp			pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i543	282	277	18	543	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu				pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i544	282	277	19	544	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	shoot	Jegtta		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i545	282	277	20	545	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	5 throw	teuttu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i546	282	277	21	546	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu	crOuch	Jettwuttutta		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i547	282	277	22	547	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu				pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i548	282	277	23	548	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu		tortfu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i549	282	277	24	549	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu		wotfuqu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:kotagiri_alu:i550	282	277	25	550	kotagiri_alu	ANSK, Kotagiri Alu Kurumba	target	AluKurumba	sil-kurumba-1985-kotagiri-alu		taqakku		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:badaga_arvenu:i001	261	256	1	1	badaga_arvenu	Badaga, Arvenu/Kotagiri	control	Badaga	sil-kurumba-1985-badaga-arvenu	2 so1l	MANqu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:badaga_arvenu:i002	261	256	2	2	badaga_arvenu	Badaga, Arvenu/Kotagiri	control	Badaga	sil-kurumba-1985-badaga-arvenu	3 water	----		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:badaga_arvenu:i003	261	256	3	3	badaga_arvenu	Badaga, Arvenu/Kotagiri	control	Badaga	sil-kurumba-1985-badaga-arvenu	leaf	jele		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:badaga_arvenu:i004	261	256	4	4	badaga_arvenu	Badaga, Arvenu/Kotagiri	control	Badaga	sil-kurumba-1985-badaga-arvenu	5 flower	hui		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:badaga_arvenu:i005	261	256	5	5	badaga_arvenu	Badaga, Arvenu/Kotagiri	control	Badaga	sil-kurumba-1985-badaga-arvenu	6 tree	BACA		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:badaga_arvenu:i006	261	256	6	6	badaga_arvenu	Badaga, Arvenu/Kotagiri	control	Badaga	sil-kurumba-1985-badaga-arvenu	7 wood	katte		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:badaga_arvenu:i007	261	256	7	7	badaga_arvenu	Badaga, Arvenu/Kotagiri	control	Badaga	sil-kurumba-1985-badaga-arvenu	8 seed	busfu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:badaga_arvenu:i008	261	256	8	8	badaga_arvenu	Badaga, Arvenu/Kotagiri	control	Badaga	sil-kurumba-1985-badaga-arvenu	9 fruit	hanqu		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:badaga_arvenu:i009	261	256	9	9	badaga_arvenu	Badaga, Arvenu/Kotagiri	control	Badaga	sil-kurumba-1985-badaga-arvenu	10 bark	tfakke		pending				OCR is an untrusted locator only; transcribe from rendered scan
kurumba2012:badaga_arvenu:i010	261	256	10	10	badaga_arvenu	Badaga, Arvenu/Kotagiri	control	Badaga	sil-kurumba-1985-badaga-arvenu	11 root	becu		pending				OCR is an untrusted locator only; transcribe from rendered scan
