PDF_Page	Printed_Page	Items_First	Items_Last	Left_List	Right_List	Conceptual_Cells	Review_Status	Attested	Blank	Ambiguous	Illegible	Notes
344	339	426	450	kurumbatheru	thangiyadikuppam	50	complete	0	50	0	0	All 50 printed-dash cells manually confirmed from the full-page 450 dpi render; OCR was locator/comparison scaffold only and supplied no transcription; PDF 344 original locator note preserved: ocr-number-fit; slope=23.2971; items=426-450
345	340	451	475	kurumbatheru	thangiyadikuppam	50	complete	0	50	0	0	All 50 printed-dash cells manually confirmed from the full-page 450 dpi render; OCR was locator/comparison scaffold only and supplied no transcription; PDF 345 original locator note preserved: ocr-number-fit; slope=23.1364; items=451-475
346	341	476	500	kurumbatheru	thangiyadikuppam	50	complete	0	50	0	0	All 50 printed-dash cells manually confirmed from the full-page 450 dpi render; OCR was locator/comparison scaffold only and supplied no transcription; PDF 346 original locator note preserved: ocr-number-fit; slope=23.3204; items=476-500
347	342	501	525	kurumbatheru	thangiyadikuppam	50	complete	0	50	0	0	All 50 printed-dash cells manually confirmed from the full-page 450 dpi render; OCR was locator/comparison scaffold only and supplied no transcription; PDF 347 original locator note preserved: ocr-number-fit; slope=23.1952; items=501-525
348	343	526	550	kurumbatheru	thangiyadikuppam	50	complete	0	50	0	0	All 50 printed-dash cells manually confirmed from the full-page 450 dpi render; OCR was locator/comparison scaffold only and supplied no transcription; PDF 348 original locator note preserved: ocr-number-fit; slope=23.2972; items=526-550
349	344	1	25	beerajjanur	karmadai_kurumba	50	complete	47	3	0	0	All 50 cells manually read from full-page 450 dpi and enlarged 450/900 dpi renders; OCR was locator/comparison scaffold only and supplied no transcription; PDF 349 original locator note preserved: ocr-number-fit; slope=23.0410; items=1-25
350	345	26	50	beerajjanur	karmadai_kurumba	50	complete	9	41	0	0	All 50 cells manually read from full-page and enlarged 450 dpi renders; OCR was locator/comparison scaffold only and supplied no transcription; PDF 350 original locator note preserved: ocr-number-fit; slope=23.0665; items=26-50
351	346	51	75	beerajjanur	karmadai_kurumba	50	complete	37	13	0	0	All 50 cells manually read from full-page 450 dpi and enlarged 450/900 dpi renders; OCR was locator/comparison scaffold only and supplied no transcription; PDF 351 original locator note preserved: ocr-number-fit; slope=23.2406; items=51-75
352	347	76	100	beerajjanur	karmadai_kurumba	50	complete	37	13	0	0	All 50 cells manually read from full-page 450 dpi and enlarged 450/900 dpi renders; OCR was locator/comparison scaffold only and supplied no transcription; PDF 352 original locator note preserved: ocr-number-fit; slope=24.3943; items=76-100
353	348	101	125	beerajjanur	karmadai_kurumba	50	complete	0	50	0	0	All 50 cells manually checked from 450 dpi render; every cell is a printed four-dash placeholder; OCR remained locator/comparison-only; PDF 353: ocr-number-fit; slope=23.1925; items=101-125
354	349	126	150	beerajjanur	karmadai_kurumba	50	complete	27	23	0	0	All 50 cells manually checked from 450/900 dpi renders; 27 source forms transcribed diplomatically and 23 printed four-dash placeholders confirmed; OCR remained locator/comparison-only; PDF 354: ocr-number-fit; slope=23.3160; items=126-150
355	350	151	175	beerajjanur	karmadai_kurumba	50	complete	35	15	0	0	All 50 cells manually checked from 450/900 dpi renders; 35 source forms transcribed diplomatically and 15 printed four-dash placeholders confirmed; OCR remained locator/comparison-only; PDF 355: ocr-number-fit; slope=23.0662; items=151-175
356	351	176	200	beerajjanur	karmadai_kurumba	50	complete	0	50	0	0	All 50 cells manually checked from 450 dpi render; every cell is a printed four-dash placeholder; OCR remained locator/comparison-only; PDF 356: ocr-number-fit; slope=23.4543; items=176-200
357	352	201	225	beerajjanur	karmadai_kurumba	50	complete	28	22	0	0	All 50 cells manually checked from 450/900 dpi renders; 28 source forms transcribed diplomatically and 22 printed four-dash placeholders confirmed; OCR remained locator/comparison-only; PDF 357: ocr-number-fit; slope=23.3398; items=201-225
358	353	226	250	beerajjanur	karmadai_kurumba	50	complete	37	13	0	0	All 50 cells manually checked from 450/900 dpi renders; 37 source forms transcribed diplomatically and 13 printed four-dash placeholders confirmed; OCR remained locator/comparison-only; PDF 358: ocr-number-fit; slope=23.2210; items=226-250
359	354	251	275	beerajjanur	karmadai_kurumba	50	complete	0	50	0	0	All 50 cells manually checked from 450 dpi render; every cell is a printed four-dash placeholder; OCR remained locator/comparison-only; PDF 359: ocr-number-fit; slope=23.4377; items=251-275
360	355	276	300	beerajjanur	karmadai_kurumba	50	complete	5	45	0	0	All 50 cells manually checked from 450/900 dpi renders; five Karmadai forms transcribed diplomatically and 45 printed four-dash placeholders confirmed; OCR remained locator/comparison-only; PDF 360: ocr-number-fit; slope=23.3890; items=276-300
361	356	301	325	beerajjanur	karmadai_kurumba	50	complete	25	25	0	0	All 50 cells manually checked from 450/900 dpi renders; all 25 Karmadai forms transcribed diplomatically and all 25 Beerajjanur printed four-dash placeholders confirmed; OCR remained locator/comparison-only; PDF 361: ocr-number-fit; slope=23.2991; items=301-325
362	357	326	350	beerajjanur	karmadai_kurumba	50	complete	15	35	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 362: ocr-number-fit; slope=23.7233; items=326-350
363	358	351	375	beerajjanur	karmadai_kurumba	50	complete	8	42	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 363: ocr-number-fit; slope=23.3761; items=351-375
364	359	376	400	beerajjanur	karmadai_kurumba	50	complete	23	27	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 364: ocr-number-fit; slope=23.4922; items=376-400
365	360	401	425	beerajjanur	karmadai_kurumba	50	complete	7	43	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 365: ocr-number-fit; slope=23.3130; items=401-425
366	361	426	450	beerajjanur	karmadai_kurumba	50	complete	18	32	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 366: ocr-number-fit; slope=23.5309; items=426-450
367	362	451	475	beerajjanur	karmadai_kurumba	50	complete	21	29	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 367: ocr-number-fit; slope=23.3033; items=451-475
368	363	476	500	beerajjanur	karmadai_kurumba	50	complete	0	50	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 368: ocr-number-fit; slope=23.2307; items=476-500
369	364	501	525	beerajjanur	karmadai_kurumba	50	complete	10	40	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 369: ocr-number-fit; slope=23.4140; items=501-525
370	365	526	550	beerajjanur	karmadai_kurumba	50	complete	21	29	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 370: ocr-number-fit; slope=22.5403; items=526-550
371	366	1	25	karmadai_vakkaliga	kurumbapalayam	50	complete	46	4	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 371: ocr-number-fit; slope=23.0726; items=1-25
372	367	26	50	karmadai_vakkaliga	kurumbapalayam	50	complete	10	40	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 372: ocr-number-fit; slope=23.1973; items=26-50
373	368	51	75	karmadai_vakkaliga	kurumbapalayam	50	complete	40	10	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 373: ocr-number-fit; slope=23.2480; items=51-75
374	369	76	100	karmadai_vakkaliga	kurumbapalayam	50	complete	35	15	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 374: ocr-number-fit; slope=24.2684; items=76-100
375	370	101	125	karmadai_vakkaliga	kurumbapalayam	50	complete	0	50	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 375: ocr-number-fit; slope=23.8210; items=101-125
376	371	126	150	karmadai_vakkaliga	kurumbapalayam	50	complete	26	24	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 376: ocr-number-fit; slope=24.1294; items=126-150
377	372	151	175	karmadai_vakkaliga	kurumbapalayam	50	complete	38	12	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 377: ocr-number-fit; slope=22.9518; items=151-175
378	373	176	200	karmadai_vakkaliga	kurumbapalayam	50	complete	0	50	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 378: ocr-number-fit; slope=23.0438; items=176-200
379	374	201	225	karmadai_vakkaliga	kurumbapalayam	50	complete	26	24	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 379: ocr-number-fit; slope=24.9989; items=201-225
380	375	226	250	karmadai_vakkaliga	kurumbapalayam	50	complete	41	9	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 380: ocr-number-fit; slope=23.1298; items=226-250
381	376	251	275	karmadai_vakkaliga	kurumbapalayam	50	complete	0	50	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 381: ocr-number-fit; slope=23.2414; items=251-275
382	377	276	300	karmadai_vakkaliga	kurumbapalayam	50	complete	10	40	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 382: ocr-number-fit; slope=23.2970; items=276-300
383	378	301	325	karmadai_vakkaliga	kurumbapalayam	50	complete	50	0	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 383: ocr-number-fit; slope=24.0890; items=301-325
384	379	326	350	karmadai_vakkaliga	kurumbapalayam	50	complete	30	20	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 384: ocr-number-fit; slope=23.1968; items=326-350
385	380	351	375	karmadai_vakkaliga	kurumbapalayam	50	complete	16	34	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 385: ocr-number-fit; slope=23.0990; items=351-375
386	381	376	400	karmadai_vakkaliga	kurumbapalayam	50	complete	45	5	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 386: ocr-number-fit; slope=23.2257; items=376-400
387	382	401	425	karmadai_vakkaliga	kurumbapalayam	50	complete	7	43	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 387: ocr-number-fit; slope=23.3621; items=401-425
388	383	426	450	karmadai_vakkaliga	kurumbapalayam	50	complete	19	31	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 388: ocr-number-fit; slope=23.3864; items=426-450
389	384	451	475	karmadai_vakkaliga	kurumbapalayam	50	complete	23	27	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 389: ocr-number-fit; slope=23.3388; items=451-475
390	385	476	500	karmadai_vakkaliga	kurumbapalayam	50	complete	0	50	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 390: ocr-number-fit; slope=23.6818; items=476-500
391	386	501	525	karmadai_vakkaliga	kurumbapalayam	50	complete	6	44	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 391: ocr-number-fit; slope=24.3449; items=501-525
392	387	526	550	karmadai_vakkaliga	kurumbapalayam	50	complete	0	50	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 392: ocr-number-fit; slope=24.1607; items=526-550
393	388	1	25	kalangal	masinagudi_jennu	50	complete	46	4	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 393: ocr-number-fit; slope=23.1594; items=1-25
394	389	26	50	kalangal	masinagudi_jennu	50	complete	9	41	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 394: ocr-number-fit; slope=23.3393; items=26-50
395	390	51	75	kalangal	masinagudi_jennu	50	complete	40	10	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 395: ocr-number-fit; slope=23.2154; items=51-75
396	391	76	100	kalangal	masinagudi_jennu	50	complete	36	14	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 396: ocr-number-fit; slope=23.5206; items=76-100
397	392	101	125	kalangal	masinagudi_jennu	50	complete	0	50	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 397: ocr-number-fit; slope=23.1080; items=101-125
398	393	126	150	kalangal	masinagudi_jennu	50	complete	25	25	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 398: ocr-number-fit; slope=25.0683; items=126-150
399	394	151	175	kalangal	masinagudi_jennu	50	complete	39	11	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 399: ocr-number-fit; slope=23.3131; items=151-175
400	395	176	200	kalangal	masinagudi_jennu	50	complete	0	50	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 400: ocr-number-fit; slope=23.3782; items=176-200
401	396	201	225	kalangal	masinagudi_jennu	50	complete	24	26	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 401: ocr-number-fit; slope=23.2659; items=201-225
402	397	226	250	kalangal	masinagudi_jennu	50	complete	34	16	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 402: ocr-number-fit; slope=23.3609; items=226-250
403	398	251	275	kalangal	masinagudi_jennu	50	complete	0	50	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 403: ocr-number-fit; slope=23.4594; items=251-275
404	399	276	300	kalangal	masinagudi_jennu	50	complete	10	40	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 404: ocr-number-fit; slope=23.8610; items=276-300
405	400	301	325	kalangal	masinagudi_jennu	50	complete	49	1	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 405: ocr-number-fit; slope=23.3725; items=301-325
406	401	326	350	kalangal	masinagudi_jennu	50	complete	30	20	0	0	Manual visual review complete for both listed site columns; OCR layer retained only as a locator/comparison scaffold; PDF 406: ocr-number-fit; slope=23.2545; items=326-350
407	402	351	375	kalangal	masinagudi_jennu	50	complete	15	35	0	0	Manual visual review complete for both listed site columns at 450/900 dpi; OCR layer retained only as a locator/comparison scaffold; PDF 407: ocr-number-fit; slope=23.2427; items=351-375
408	403	376	400	kalangal	masinagudi_jennu	50	complete	45	5	0	0	Manual visual review complete for both listed site columns at 450/900 dpi; OCR layer retained only as a locator/comparison scaffold; PDF 408: ocr-number-fit; slope=23.1018; items=376-400
409	404	401	425	kalangal	masinagudi_jennu	50	complete	14	36	0	0	Manual visual review complete for both listed site columns at 450/900 dpi; irregular page geometry checked against the full-page render; OCR layer retained only as a locator/comparison scaffold; PDF 409: ocr-number-fit; slope=34.4198; items=401-425
410	405	426	450	kalangal	masinagudi_jennu	50	complete	33	17	0	0	Manual visual review complete for both listed site columns at 450/900 dpi; OCR layer retained only as a locator/comparison scaffold; PDF 410: ocr-number-fit; slope=23.2661; items=426-450
411	406	451	475	kalangal	masinagudi_jennu	50	complete	46	4	0	0	Manual visual review complete for both listed site columns at 450/900 dpi; OCR layer retained only as a locator/comparison scaffold; PDF 411: ocr-number-fit; slope=23.3010; items=451-475
412	407	476	500	kalangal	masinagudi_jennu	50	complete	0	50	0	0	Manual visual review complete for both listed site columns; all 50 cells are printed-dash blanks confirmed at 450 dpi; OCR layer retained only as a locator/comparison scaffold; PDF 412: ocr-number-fit; slope=23.3294; items=476-500
413	408	501	525	kalangal	masinagudi_jennu	50	complete	18	32	0	0	Manual visual review complete for both listed site columns at 450/900 dpi; OCR layer retained only as a locator/comparison scaffold; PDF 413: ocr-number-fit; slope=23.3671; items=501-525
414	409	526	550	kalangal	masinagudi_jennu	50	complete	43	7	0	0	Manual visual review complete for both listed site columns at 450/900 dpi; OCR layer retained only as a locator/comparison scaffold; PDF 414: ocr-number-fit; slope=23.3332; items=526-550
415	410	1	25	maddur_betta		25	complete	23	2	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; first one-column Maddur Betta page, source-proven transition after the two-column Kalangal/Masinagudi block; OCR layer retained only as a locator/comparison scaffold; PDF 415: ocr-number-fit; slope=18.7226; items=1-25
416	411	26	50	maddur_betta		25	complete	4	21	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; one-column 25-cell topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 416: ocr-number-fit; slope=22.9842; items=26-50
417	412	51	75	maddur_betta		25	complete	20	5	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; one-column 25-cell topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 417: ocr-number-fit; slope=23.0958; items=51-75
418	413	76	100	maddur_betta		25	complete	20	5	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; one-column 25-cell topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 418: ocr-number-fit; slope=22.7710; items=76-100
419	414	101	125	maddur_betta		25	complete	0	25	0	0	Manual visual review complete for the sole Maddur Betta site column; all 25 cells are printed-dash blanks confirmed at 450 dpi; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 419: ocr-number-fit; slope=23.2621; items=101-125
420	415	126	150	maddur_betta		25	complete	13	12	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; one-column 25-cell topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 420: ocr-number-fit; slope=23.1605; items=126-150
421	416	151	175	maddur_betta		25	complete	18	7	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; dense punctuation and vowel cells rechecked at 900 dpi; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 421: ocr-number-fit; slope=23.0583; items=151-175
422	417	176	200	maddur_betta		25	complete	0	25	0	0	Manual visual review complete for the sole Maddur Betta site column; all 25 cells are printed-dash blanks confirmed at 450 dpi; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 422: ocr-number-fit; slope=23.3958; items=176-200
423	418	201	225	maddur_betta		25	complete	10	15	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; one-column 25-cell topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 423: ocr-number-fit; slope=23.2280; items=201-225
424	419	226	250	maddur_betta		25	complete	18	7	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; dense punctuation and lateral cells rechecked at 900 dpi; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 424: ocr-number-fit; slope=22.5976; items=226-250
425	420	251	275	maddur_betta		25	complete	0	25	0	0	Manual visual review complete for the sole Maddur Betta site column; all 25 cells are printed-dash blanks confirmed at 450 dpi; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 425: ocr-number-fit; slope=22.9659; items=251-275
426	421	276	300	maddur_betta		25	complete	5	20	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; punctuation and numeral forms rechecked at 900 dpi; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 426: ocr-number-fit; slope=23.6429; items=276-300
427	422	301	325	maddur_betta		25	complete	25	0	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; irregular page dimensions and all 25 numeral/time/kinship forms checked against full-page and targeted crops; OCR layer retained only as a locator/comparison scaffold; PDF 427: ocr-number-fit; slope=16.4203; items=301-325
428	423	326	350	maddur_betta		25	complete	14	11	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; one-column 25-cell topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 428: ocr-number-fit; slope=23.2931; items=326-350
429	424	351	375	maddur_betta		25	complete	7	18	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; one-column 25-cell topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 429: ocr-number-fit; slope=24.1640; items=351-375
430	425	376	400	maddur_betta		25	complete	23	2	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; dense source punctuation and retroflex sequences rechecked at 900 dpi; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 430: ocr-number-fit; slope=24.6348; items=376-400
431	426	401	425	maddur_betta		25	complete	7	18	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; dense IPA cells rechecked at 900 dpi; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 431: ocr-number-fit; slope=24.2729; items=401-425
432	427	426	450	maddur_betta		25	complete	17	8	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; punctuation and long response cells rechecked at 900 dpi; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 432: ocr-number-fit; slope=24.1902; items=426-450
433	428	451	475	maddur_betta		25	complete	23	2	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; leading source hyphen and apostrophes retained after targeted 900-dpi checks; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 433: ocr-number-fit; slope=24.3566; items=451-475
434	429	476	500	maddur_betta		25	complete	0	25	0	0	Manual visual review complete for the sole Maddur Betta site column; all 25 cells are printed-dash blanks confirmed at 450 dpi; one-column topology and terminal source-page interval confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 434: ocr-number-fit; slope=24.2892; items=476-500
435	430	501	525	maddur_betta		25	complete	9	16	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; dense IPA cells and punctuation rechecked at 900 dpi; one-column topology confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 435: ocr-number-fit; slope=23.8105; items=501-525
436	431	526	550	maddur_betta		25	complete	20	5	0	0	Manual visual review complete for the sole Maddur Betta site column at 450/900 dpi; final-page topology, dense IPA cells, punctuation, and source endpoint at item 550 confirmed from the full-page scan; OCR layer retained only as a locator/comparison scaffold; PDF 436: ocr-number-fit; slope=23.4160; items=526-550
