entry_key	item	site_code	manual_variant_rank	role	source_variety	language_id	dialect_id	status	form	visible_base	gloss	group	physical_page	printed_page	evidence_sha256	manual_note	disposition	reason
silkochbd2011:i038:c:1	38	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	kʰan		potato	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i038:q:1	38	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	alu		potato	3	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i038:r:1	38	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	kʰan		potato	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i038:l:1	38	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	kʰan		potato	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i038:m:1	38	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	kʰan		potato	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i038:m:2	38	m	2	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	alubʰuʈa		potato	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i038:0:1	38	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	alu		potato	3	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i039:b:1	39	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	pʰulkopi		cauliflower	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i039:c:1	39	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	pʰulkopi		cauliflower	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i039:q:1	39	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	pʰulkopi		cauliflower	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i039:r:1	39	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	pʰulkopi		cauliflower	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i039:l:1	39	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	pʰulkopi		cauliflower	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i039:m:1	39	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	pʰulkopi		cauliflower	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i039:0:1	39	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	pʰulkopi		cauliflower	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i040:b:1	40	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	badʰakopi		cabbage	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i040:c:1	40	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	badʰakopi		cabbage	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i040:q:1	40	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	badʰakopi		cabbage	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i040:r:1	40	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	badʰakopi		cabbage	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i040:l:1	40	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	badʰakopi		cabbage	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i040:m:1	40	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	badʰakopi		cabbage	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i040:0:1	40	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	badʰakopi		cabbage	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i041:b:1	41	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	bantao̯		eggplant	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i041:c:1	41	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	bantao̯		eggplant	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i041:q:1	41	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	bai̯gon		eggplant	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i041:r:1	41	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	bantao̯		eggplant	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i041:l:1	41	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	mantao̯		eggplant	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i041:m:1	41	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	mantao̯		eggplant	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i041:0:1	41	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	bɛgun		eggplant	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i042:b:1	42	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	badam		peanut	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i042:c:1	42	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	badam		peanut	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i042:q:1	42	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	badam		peanut	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i042:r:1	42	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	badam		peanut	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i042:l:1	42	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	badam		peanut	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i042:m:1	42	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	badam		peanut	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i042:0:1	42	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	badam		peanut	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i043:b:1	43	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	pan		tree	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i043:c:1	43	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	pan		tree	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i043:q:1	43	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	pan		tree	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i043:r:1	43	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	pan		tree	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i043:l:1	43	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	panpʰaŋ		tree	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i043:m:1	43	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	panpʰaŋ		tree	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i043:0:1	43	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	gatʃʰ		tree	3	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i044:b:1	44	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	dala		branch	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i044:c:1	44	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	dala		branch	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i044:q:1	44	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	dala		branch	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i044:r:1	44	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	dala		branch	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i044:l:1	44	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	dala		branch	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i044:m:1	44	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	dala		branch	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i044:0:1	44	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	dal		branch	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i045:b:1	45	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	lai̯tʃak		leaf	1 | 2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af	Repeated source response under groups 1 and 2 for the same sites. Repeated source response under groups 1 and 2 for the same sites.	staged_target	resolved Koch target-site attestation
silkochbd2011:i045:c:1	45	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	lɛsak		leaf	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i045:q:1	45	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	lai̯tʃak		leaf	1 | 2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af	Repeated source response under groups 1 and 2 for the same sites. Repeated source response under groups 1 and 2 for the same sites.	staged_target	resolved Koch target-site attestation
silkochbd2011:i045:r:1	45	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	lai̯tʃak		leaf	1 | 2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af	Repeated source response under groups 1 and 2 for the same sites. Repeated source response under groups 1 and 2 for the same sites.	staged_target	resolved Koch target-site attestation
silkochbd2011:i045:l:1	45	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	pantʃak		leaf	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i045:m:1	45	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	pantʃak		leaf	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i045:0:1	45	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	pata		leaf	3	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i046:b:1	46	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	kanta		thorn	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i046:c:1	46	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	kanta		thorn	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i046:q:1	46	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	kanta		thorn	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i046:r:1	46	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	kanta		thorn	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		staged_target	resolved Koch target-site attestation
silkochbd2011:i046:l:1	46	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	asu		thorn	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i046:m:1	46	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	asu		thorn	2	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i046:0:1	46	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	kaʈa		thorn	1	45	44	d126add19dfff95349d4ef0609a61863171bc1e5df4ab1e75b243a9ca3e897af		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i047:b:1	47	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	tʃatal		root	1 | 4	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735	Repeated source response under groups 1 and 4 for this site. Repeated source response under groups 1 and 4 for this site.	staged_target	resolved Koch target-site attestation
silkochbd2011:i047:c:1	47	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	tʃatʰal		root	1 | 4	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735	Repeated source response under groups 1 and 4 for this site. Repeated source response under groups 1 and 4 for this site.	staged_target	resolved Koch target-site attestation
silkochbd2011:i047:q:1	47	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	hikra		root	3	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i047:r:1	47	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	tʃatar		root	4	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i047:l:1	47	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	tʃadi̯l		root	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i047:m:1	47	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	tʃadi̯l		root	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i047:0:1	47	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	mul		root	2	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i048:b:1	48	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	wa		bamboo	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i048:c:1	48	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	wa		bamboo	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i048:q:1	48	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	wa		bamboo	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i048:r:1	48	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	wa		bamboo	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i048:l:1	48	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	wa		bamboo	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i048:m:1	48	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	wakai̯		bamboo	2	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i048:0:1	48	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	bãʃ		bamboo	3	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i049:b:1	49	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	tʰai̯		fruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i049:c:1	49	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	tʰai̯		fruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i049:q:1	49	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	tʰai̯		fruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i049:r:1	49	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	tʰai̯		fruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i049:l:1	49	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	tʰai̯		fruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i049:m:1	49	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	tʰai̯		fruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i049:0:1	49	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	pʰɔl		fruit	2	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i050:b:1	50	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	paŋtʃuŋ		jackfruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i050:c:1	50	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	paŋtʃuŋ		jackfruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i050:q:1	50	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	pai̯tʃuŋ		jackfruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i050:r:1	50	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	paŋtʃuŋ		jackfruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i050:l:1	50	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	pantʃum		jackfruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i050:m:1	50	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	pantʃum		jackfruit	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i050:0:1	50	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	katʰal		jackfruit	2	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i051:b:1	51	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	daba		coconut (ripe)	2	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i051:c:1	51	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	daba		coconut (ripe)	2	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i051:q:1	51	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	narkul		coconut (ripe)	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i051:r:1	51	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	daba		coconut (ripe)	2	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i051:l:1	51	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	narikɛl		coconut (ripe)	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i051:m:1	51	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	narikɛl		coconut (ripe)	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i051:0:1	51	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	narikɛl		coconut (ripe)	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i052:b:1	52	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	lɛtʰai̯		banana	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i052:c:1	52	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	lɛtʰai̯		banana	1	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
silkochbd2011:i052:q:1	52	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	kɔla		banana	2	46	45	5b9f3054612b851ade94be5a2f9d6ff0c1f6a355b3af0f5bc9d1260868d0b735		staged_target	resolved Koch target-site attestation
