legacy_row	item	site_code	manual_entry_key	manual_variant_rank	manual_physical_page	manual_printed_page	manual_gloss	manual_group	manual_status	manual_form	manual_visible_base	manual_note	legacy_pdf_page	legacy_group	legacy_status	legacy_raw_form	legacy_entry_key	legacy_reason	legacy_rows_for_manual	legacy_alias_retired	gloss_match	group_match	comparison
612	86	c	silkochbd2011:i086:c:1	1	48	47	rat	1	attested	moʃai̯			47	1	unresolved	moʃai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
613	86	r	silkochbd2011:i086:r:1	1	48	47	rat	1	attested	moʃai̯			47	1	unresolved	moʃai �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
614	86	m	silkochbd2011:i086:m:1	1	48	47	rat	2 | 4	ambiguous		miʔtʃut	A small upper-right corner-like modifier is printed after visible `miʔtʃut`; its value is not inferred. Repeated source response at groups 2 and 4. A small upper-right corner-like modifier is printed after visible `miʔtʃut`; its value is not inferred. Repeated source response at groups 2 and 4.	47	2	attested	mi#tʃut̚	silkochbd2011:i086:m:1		2	false	true	true	manual_excludes_legacy_installed_ambiguous
615	86	l	silkochbd2011:i086:l:1	1	48	47	rat	2	ambiguous		midʒut	A small upper-right corner-like modifier is printed after visible `midʒut`; its value is not inferred.	47	2	attested	miɖʒut̚	silkochbd2011:i086:l:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
616	86	0	silkochbd2011:i086:0:1	1	48	47	rat	3	attested	idur			47	3	attested	idur	silkochbd2011:i086:0:1		1	false	true	true	form_exact
617	86	q	silkochbd2011:i086:q:1	1	48	47	rat	4	attested	motʃot			47	4	attested	motʃot	silkochbd2011:i086:q:1		1	false	true	true	form_exact
618	86	m	silkochbd2011:i086:m:1	1	48	47	rat	2 | 4	ambiguous		miʔtʃut	A small upper-right corner-like modifier is printed after visible `miʔtʃut`; its value is not inferred. Repeated source response at groups 2 and 4. A small upper-right corner-like modifier is printed after visible `miʔtʃut`; its value is not inferred. Repeated source response at groups 2 and 4.	47	4	attested	mi#tʃut̚	silkochbd2011:i086:m:2		2	true	true	true	manual_excludes_legacy_installed_ambiguous
619	87	b	silkochbd2011:i087:b:1	1	48	47	chicken (adult female)	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
620	87	c	silkochbd2011:i087:c:1	1	48	47	chicken (adult female)	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
621	87	l	silkochbd2011:i087:l:1	1	48	47	chicken (adult female)	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
622	87	m	silkochbd2011:i087:m:1	1	48	47	chicken (adult female)	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
623	87	q	silkochbd2011:i087:q:1	1	48	47	chicken (adult female)	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
624	87	r	silkochbd2011:i087:r:1	1	48	47	chicken (adult female)	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
625	87	0	silkochbd2011:i087:0:1	1	48	47	chicken (adult female)	2	attested	murgi			47	2	attested	murɡi	silkochbd2011:i087:0:1		1	false	true	true	form_difference
626	88	b	silkochbd2011:i088:b:1	1	48	47	egg	1	attested	pitɨk			47	1	attested	pitɪk	silkochbd2011:i088:b:1		1	false	true	true	form_difference
627	88	c	silkochbd2011:i088:c:1	1	48	47	egg	1	attested	pitɨk			47	1	attested	pitɪk	silkochbd2011:i088:c:1		1	false	true	true	form_difference
628	88	r	silkochbd2011:i088:r:1	1	48	47	egg	1	attested	pitɨk			47	1	attested	pitɪk	silkochbd2011:i088:r:1		1	false	true	true	form_difference
629	88	q	silkochbd2011:i088:q:1	1	48	47	egg	1	attested	tau̯tɨk			47	1	unresolved	taut� ɪk		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
630	88	l	silkochbd2011:i088:l:1	1	48	47	egg	2	attested	tɨi̯			47	2	unresolved	tɨi �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
631	88	m	silkochbd2011:i088:m:1	1	48	47	egg	2	attested	tɨi̯			47	2	unresolved	tɨi �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
632	88	0	silkochbd2011:i088:0:1	1	48	47	egg	3	attested	dim			47	3	attested	ɖim	silkochbd2011:i088:0:1		1	false	true	true	form_difference
633	89	b	silkochbd2011:i089:b:1	1	48	47	fish	1	attested	na			47	1	attested	na	silkochbd2011:i089:b:1		1	false	true	true	form_exact
634	89	c	silkochbd2011:i089:c:1	1	48	47	fish	1	attested	na			47	1	attested	na	silkochbd2011:i089:c:1		1	false	true	true	form_exact
635	89	l	silkochbd2011:i089:l:1	1	48	47	fish	1	attested	na			47	1	attested	na	silkochbd2011:i089:l:1		1	false	true	true	form_exact
636	89	m	silkochbd2011:i089:m:1	1	48	47	fish	1	attested	na			47	1	attested	na	silkochbd2011:i089:m:1		1	false	true	true	form_exact
637	89	q	silkochbd2011:i089:q:1	1	48	47	fish	1	attested	na			47	1	attested	na	silkochbd2011:i089:q:1		1	false	true	true	form_exact
638	89	r	silkochbd2011:i089:r:1	1	48	47	fish	1	attested	na			47	1	attested	na	silkochbd2011:i089:r:1		1	false	true	true	form_exact
639	89	0	silkochbd2011:i089:0:1	1	48	47	fish	2	attested	matʃʰ			47	2	attested	matʃh	silkochbd2011:i089:0:1		1	false	true	true	form_difference
640	90	b	silkochbd2011:i090:b:1	1	48	47	duck	1	attested	haŋsu			47	1	attested	haŋsu	silkochbd2011:i090:b:1		1	false	true	true	form_exact
641	90	c	silkochbd2011:i090:c:1	1	48	47	duck	1	attested	haŋsu			47	1	attested	haŋsu	silkochbd2011:i090:c:1		1	false	true	true	form_exact
642	90	r	silkochbd2011:i090:r:1	1	48	47	duck	1	attested	haŋsu			47	1	attested	haŋsu	silkochbd2011:i090:r:1		1	false	true	true	form_exact
643	90	m	silkochbd2011:i090:m:1	1	48	47	duck	2	ambiguous		dao̯gɛp	A small upper-right corner-like modifier is printed after visible `dao̯gɛp`; its value is not inferred.	47	2	unresolved	daoɡ� ɛp̚		contains a glyph with no verified reading	1	false	true	true	manual_ambiguous_legacy_unresolved
644	90	l	silkochbd2011:i090:l:1	1	48	47	duck	2	ambiguous		dao̯gɛt	A small upper-right corner-like modifier is printed after visible `dao̯gɛt`; its value is not inferred.	47	2	unresolved	daoɡ� ɛt̚		contains a glyph with no verified reading	1	false	true	true	manual_ambiguous_legacy_unresolved
645	90	0	silkochbd2011:i090:0:1	1	48	47	duck	3	attested	haʃ			47	3	attested	haʃ	silkochbd2011:i090:0:1		1	false	true	true	form_exact
646	90	q	silkochbd2011:i090:q:1	1	48	47	duck	4	attested	hantʃuk			47	4	attested	hantʃuk	silkochbd2011:i090:q:1		1	false	true	true	form_exact
647	91	b	silkochbd2011:i091:b:1	1	48	47	bird	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
648	91	c	silkochbd2011:i091:c:1	1	48	47	bird	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
649	91	l	silkochbd2011:i091:l:1	1	48	47	bird	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
650	91	m	silkochbd2011:i091:m:1	1	48	47	bird	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
651	91	q	silkochbd2011:i091:q:1	1	48	47	bird	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
652	91	r	silkochbd2011:i091:r:1	1	48	47	bird	1	attested	tau̯			47	1	unresolved	tau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
653	91	0	silkochbd2011:i091:0:1	1	48	47	bird	2	attested	pakʰi			47	2	attested	pakhi	silkochbd2011:i091:0:1		1	false	true	true	form_difference
654	92	b	silkochbd2011:i092:b:1	1	48	47	insect	1	attested	tʃoŋ			47	1	attested	tʃoŋ	silkochbd2011:i092:b:1		1	false	true	true	form_exact
655	92	c	silkochbd2011:i092:c:1	1	48	47	insect	1	attested	tʃoŋ			47	1	attested	tʃoŋ	silkochbd2011:i092:c:1		1	false	true	true	form_exact
656	92	l	silkochbd2011:i092:l:1	1	48	47	insect	1	attested	tʃoŋ			47	1	attested	tʃoŋ	silkochbd2011:i092:l:1		1	false	true	true	form_exact
657	92	m	silkochbd2011:i092:m:1	1	48	47	insect	1	attested	tʃoŋ			47	1	attested	tʃoŋ	silkochbd2011:i092:m:1		1	false	true	true	form_exact
658	92	q	silkochbd2011:i092:q:1	1	48	47	insect	1	attested	tʃoŋ			47	1	attested	tʃoŋ	silkochbd2011:i092:q:1		1	false	true	true	form_exact
659	92	r	silkochbd2011:i092:r:1	1	48	47	insect	1	attested	tʃoŋ			47	1	attested	tʃoŋ	silkochbd2011:i092:r:1		1	false	true	true	form_exact
660	92	0	silkochbd2011:i092:0:1	1	48	47	insect	2	attested	poka			47	2	attested	poka	silkochbd2011:i092:0:1		1	false	true	true	form_exact
661	93	l	silkochbd2011:i093:l:1	1	48	47	cockroach	1	attested	saluŋ			47	1	attested	saluŋ	silkochbd2011:i093:l:1		1	false	true	true	form_exact
662	93	m	silkochbd2011:i093:m:1	1	48	47	cockroach	1	attested	saluŋ			47	1	attested	saluŋ	silkochbd2011:i093:m:1		1	false	true	true	form_exact
663	93	b	silkochbd2011:i093:b:1	1	48	47	cockroach	2	attested	atʃɛp			47	2	attested	atʃɛp	silkochbd2011:i093:b:1		1	false	true	true	form_exact
664	93	c	silkochbd2011:i093:c:1	1	48	47	cockroach	2	attested	atʃɛp			47	2	attested	atʃɛp	silkochbd2011:i093:c:1		1	false	true	true	form_exact
665	93	r	silkochbd2011:i093:r:1	1	48	47	cockroach	2	attested	atʃɛp			47	2	attested	atʃɛp	silkochbd2011:i093:r:1		1	false	true	true	form_exact
666	93	q	silkochbd2011:i093:q:1	1	48	47	cockroach	3	attested	tɛltʃora			47	3	attested	tɛltʃoɾa	silkochbd2011:i093:q:1		1	false	true	true	form_difference
667	93	0	silkochbd2011:i093:0:1	1	48	47	cockroach	4	attested	tɛlapoka			47	4	attested	tɛlapoka	silkochbd2011:i093:0:1		1	false	true	true	form_exact
668	93	m	silkochbd2011:i093:m:2	2	48	47	cockroach	4	attested	tɛlapoka			47	4	attested	tɛlapoka	silkochbd2011:i093:m:2		1	false	true	true	form_exact
669	94	c	silkochbd2011:i094:c:1	1	49	48	bee	1	attested	nija (tʃoŋ)		Parenthetical source component retained literally.	48	1	attested	nija (tʃoŋ)	silkochbd2011:i094:c:1		1	false	true	true	form_exact
670	94	r	silkochbd2011:i094:r:1	1	49	48	bee	1	attested	nija (tʃoŋ)		Parenthetical source component retained literally.	48	1	attested	nija (tʃoŋ)	silkochbd2011:i094:r:1		1	false	true	true	form_exact
671	94	b	silkochbd2011:i094:b:1	1	49	48	bee	1	attested	nijatʃoŋ			48	1	attested	nijatʃoŋ	silkochbd2011:i094:b:1		1	false	true	true	form_exact
672	94	r	silkochbd2011:i094:r:2	2	49	48	bee	1	attested	nijatʃoŋ			48	1	attested	nijatʃoŋ	silkochbd2011:i094:r:2		1	false	true	true	form_exact
673	94	l	silkochbd2011:i094:l:1	1	49	48	bee	2	attested	nɛ			48	2	attested	nɛ	silkochbd2011:i094:l:1		1	false	true	true	form_exact
674	94	q	silkochbd2011:i094:q:1	1	49	48	bee	2	attested	nɛ			48	2	attested	nɛ	silkochbd2011:i094:q:1		1	false	true	true	form_exact
675	94	m	silkochbd2011:i094:m:1	1	49	48	bee	3	attested	mɛ			48	3	attested	mɛ	silkochbd2011:i094:m:1		1	false	true	true	form_exact
676	94	0	silkochbd2011:i094:0:1	1	49	48	bee	4	attested	mou̯matʃʰi			48	4	unresolved	moum� atʃhi		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
677	95	b	silkochbd2011:i095:b:1	1	49	48	fly	1	attested	mai̯ paratʃoŋ			48	1	unresolved	mai � paratʃoŋ		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
678	95	c	silkochbd2011:i095:c:1	1	49	48	fly	1	attested	mai̯ paratʃoŋ			48	1	unresolved	mai � paratʃoŋ		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
679	95	r	silkochbd2011:i095:r:1	1	49	48	fly	1	attested	mai̯ paratʃoŋ			48	1	unresolved	mai � paratʃoŋ		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
680	95	l	silkochbd2011:i095:l:1	1	49	48	fly	2	attested	sot			48	2	attested	sot	silkochbd2011:i095:l:1		1	false	true	true	form_exact
681	95	m	silkochbd2011:i095:m:1	1	49	48	fly	2	attested	sot			48	2	attested	sot	silkochbd2011:i095:m:1		1	false	true	true	form_exact
682	95	0	silkochbd2011:i095:0:1	1	49	48	fly	3	attested	matʃʰi			48	3	attested	matʃhi	silkochbd2011:i095:0:1		1	false	true	true	form_difference
683	95	q	silkochbd2011:i095:q:1	1	49	48	fly	4	attested	tʃoŋ			48	4	attested	tʃoŋ	silkochbd2011:i095:q:1		1	false	true	true	form_exact
684	96	l	silkochbd2011:i096:l:1	1	49	48	spider	1	attested	gawaŋ			48	1	attested	ɡawaŋ	silkochbd2011:i096:l:1		1	false	true	true	form_difference
685	96	m	silkochbd2011:i096:m:1	1	49	48	spider	1	attested	gawaŋ			48	1	attested	ɡawaŋ	silkochbd2011:i096:m:1		1	false	true	true	form_difference
686	96	b	silkochbd2011:i096:b:1	1	49	48	spider	2	ambiguous		abrɛk	A small upper-right corner-like modifier is printed after visible `abrɛk`; its value is not inferred.	48	2	attested	abrɛk̚	silkochbd2011:i096:b:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
687	96	c	silkochbd2011:i096:c:1	1	49	48	spider	2	ambiguous		abrɛk	A small upper-right corner-like modifier is printed after visible `abrɛk`; its value is not inferred.	48	2	attested	abrɛk̚	silkochbd2011:i096:c:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
688	96	r	silkochbd2011:i096:r:1	1	49	48	spider	2	ambiguous		abrɛk	A small upper-right corner-like modifier is printed after visible `abrɛk`; its value is not inferred.	48	2	attested	abrɛk̚	silkochbd2011:i096:r:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
689	96	0	silkochbd2011:i096:0:1	1	49	48	spider	3	attested	makorʃa			48	3	attested	makorʃa	silkochbd2011:i096:0:1		1	false	true	true	form_exact
690	96	q	silkochbd2011:i096:q:1	1	49	48	spider	4	attested	makrɛk			48	4	attested	makɾɛk	silkochbd2011:i096:q:1		1	false	true	true	form_difference
691	97	c	silkochbd2011:i097:c:1	1	49	48	ant	1	attested	ʃɛmar			48	1	attested	ʃɛmar	silkochbd2011:i097:c:1		1	false	true	true	form_exact
692	97	q	silkochbd2011:i097:q:1	1	49	48	ant	1	attested	ʃimer			48	1	unresolved	ʃim,r		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
693	97	l	silkochbd2011:i097:l:1	1	49	48	ant	1	attested	samal			48	1	attested	samal	silkochbd2011:i097:l:1		1	false	true	true	form_exact
694	97	m	silkochbd2011:i097:m:1	1	49	48	ant	1	attested	samal			48	1	attested	samal	silkochbd2011:i097:m:1		1	false	true	true	form_exact
695	97	b	silkochbd2011:i097:b:1	1	49	48	ant	1	attested	sɛmal			48	1	attested	sɛmal	silkochbd2011:i097:b:1		1	false	true	true	form_exact
696	97	r	silkochbd2011:i097:r:1	1	49	48	ant	1	attested	sɛmar			48	1	attested	sɛmar	silkochbd2011:i097:r:1		1	false	true	true	form_exact
697	97	0	silkochbd2011:i097:0:1	1	49	48	ant	2	attested	pipra			48	2	unresolved	pip$a		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
698	98	l	silkochbd2011:i098:l:1	1	49	48	mosquito	1	attested	gaŋgawa			48	1	attested	ɡaŋɡawa	silkochbd2011:i098:l:1		1	false	true	true	form_difference
699	98	m	silkochbd2011:i098:m:1	1	49	48	mosquito	1	attested	gaŋgawa			48	1	attested	ɡaŋɡawa	silkochbd2011:i098:m:1		1	false	true	true	form_difference
700	98	b	silkochbd2011:i098:b:1	1	49	48	mosquito	2	attested	tʃoŋdaŋlaŋ			48	2	attested	tʃoŋdaŋlaŋ	silkochbd2011:i098:b:1		1	false	true	true	form_exact
701	98	c	silkochbd2011:i098:c:1	1	49	48	mosquito	3	attested	tʃoŋ			48	3	attested	tʃoŋ	silkochbd2011:i098:c:1		1	false	true	true	form_exact
702	98	r	silkochbd2011:i098:r:1	1	49	48	mosquito	3	attested	tʃoŋ			48	3	attested	tʃoŋ	silkochbd2011:i098:r:1		1	false	true	true	form_exact
703	98	0	silkochbd2011:i098:0:1	1	49	48	mosquito	4	attested	mɔʃa			48	4	unresolved	m!ʃa		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
704	98	q	silkochbd2011:i098:q:1	1	49	48	mosquito	5	attested	gaŋgutʃuŋ			48	5	attested	ɡaŋɡutʃuŋ	silkochbd2011:i098:q:1		1	false	true	true	form_difference
705	99	l	silkochbd2011:i099:l:1	1	49	48	head	1	attested	dɨkɨm			48	1	attested	dɨkɨm	silkochbd2011:i099:l:1		1	false	true	true	form_exact
706	99	m	silkochbd2011:i099:m:1	1	49	48	head	1	attested	dɨkɨm			48	1	attested	dɨkɨm	silkochbd2011:i099:m:1		1	false	true	true	form_exact
707	99	q	silkochbd2011:i099:q:1	1	49	48	head	1	attested	dɨkɨm			48	1	attested	dɨkɨm	silkochbd2011:i099:q:1		1	false	true	true	form_exact
708	99	b	silkochbd2011:i099:b:1	1	49	48	head	1	attested	dukum			48	1	attested	dukum	silkochbd2011:i099:b:1		1	false	true	true	form_exact
709	99	c	silkochbd2011:i099:c:1	1	49	48	head	1	attested	dukum			48	1	attested	dukum	silkochbd2011:i099:c:1		1	false	true	true	form_exact
710	99	r	silkochbd2011:i099:r:1	1	49	48	head	1	attested	dukum			48	1	attested	dukum	silkochbd2011:i099:r:1		1	false	true	true	form_exact
711	99	0	silkochbd2011:i099:0:1	1	49	48	head	2	attested	matʰa			48	2	attested	matha	silkochbd2011:i099:0:1		1	false	true	true	form_difference
712	100	l	silkochbd2011:i100:l:1	1	49	48	face	1	attested	mɨkʰɨŋ			48	1	attested	mɨkhɨŋ	silkochbd2011:i100:l:1		1	false	true	true	form_difference
713	100	m	silkochbd2011:i100:m:1	1	49	48	face	1	attested	mɨkʰɨŋ			48	1	attested	mɨkhɨŋ	silkochbd2011:i100:m:1		1	false	true	true	form_difference
714	100	b	silkochbd2011:i100:b:1	1	49	48	face	1	attested	mukʰaŋ			48	1	attested	mukhaŋ	silkochbd2011:i100:b:1		1	false	true	true	form_difference
715	100	c	silkochbd2011:i100:c:1	1	49	48	face	1	attested	mukʰaŋ			48	1	attested	mukhaŋ	silkochbd2011:i100:c:1		1	false	true	true	form_difference
716	100	r	silkochbd2011:i100:r:1	1	49	48	face	1	attested	mukʰaŋ			48	1	attested	mukhaŋ	silkochbd2011:i100:r:1		1	false	true	true	form_difference
717	100	0	silkochbd2011:i100:0:1	1	49	48	face	2	attested	mukʰ			48	2	attested	mukh	silkochbd2011:i100:0:1		1	false	true	true	form_difference
718	100	q	silkochbd2011:i100:q:1	1	49	48	face	3	attested	məhəŋ			48	3	unresolved	m,h,ŋ		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
719	101	b	silkochbd2011:i101:b:1	1	49	48	neck	1	attested	kalkʰu			48	1	attested	kalkhu	silkochbd2011:i101:b:1		1	false	true	true	form_difference
720	101	c	silkochbd2011:i101:c:1	1	49	48	neck	1	attested	kalkʰu			48	1	attested	kalkhu	silkochbd2011:i101:c:1		1	false	true	true	form_difference
721	101	r	silkochbd2011:i101:r:1	1	49	48	neck	1	attested	kalkʰu			48	1	attested	kalkhu	silkochbd2011:i101:r:1		1	false	true	true	form_difference
722	101	l	silkochbd2011:i101:l:1	1	49	48	neck	2	attested	tokrɛŋ			48	2	attested	tokɾɛŋ	silkochbd2011:i101:l:1		1	false	true	true	form_difference
723	101	m	silkochbd2011:i101:m:1	1	49	48	neck	2	attested	tokrɛŋ			48	2	attested	tokɾɛŋ	silkochbd2011:i101:m:1		1	false	true	true	form_difference
724	101	q	silkochbd2011:i101:q:1	1	49	48	neck	3	attested	gala			48	3	attested	ɡala	silkochbd2011:i101:q:1		1	false	true	true	form_difference
725	101	0	silkochbd2011:i101:0:1	1	49	48	neck	3	attested	gɔla			48	3	unresolved	ɡ!la		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
726	102	b	silkochbd2011:i102:b:1	1	49	48	hair	1	attested	kʰau̯			48	1	unresolved	khau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
727	102	c	silkochbd2011:i102:c:1	1	49	48	hair	1	attested	kʰau̯			48	1	unresolved	khau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
728	102	l	silkochbd2011:i102:l:1	1	49	48	hair	1	attested	kʰau̯			48	1	unresolved	khau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
729	102	m	silkochbd2011:i102:m:1	1	49	48	hair	1	attested	kʰau̯			48	1	unresolved	khau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
730	102	r	silkochbd2011:i102:r:1	1	49	48	hair	1	attested	kʰau̯			48	1	unresolved	khau �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
731	102	0	silkochbd2011:i102:0:1	1	49	48	hair	2	attested	tʃul			48	2	attested	tʃul	silkochbd2011:i102:0:1		1	false	true	true	form_exact
732	102	q	silkochbd2011:i102:q:1	1	49	48	hair	3	attested	hʌu̯			48	3	unresolved	h-u �		contains a glyph with no verified reading	1	false	true	true	manual_recovered_legacy_unresolved
733	103	l	silkochbd2011:i103:l:1	1	49	48	eye	1	attested	mɨkrɛŋ			48	1	attested	mɨkɾɛŋ	silkochbd2011:i103:l:1		1	false	true	true	form_difference
734	103	m	silkochbd2011:i103:m:1	1	49	48	eye	1	attested	mɨkrɛŋ			48	1	attested	mɨkɾɛŋ	silkochbd2011:i103:m:1		1	false	true	true	form_difference
735	103	b	silkochbd2011:i103:b:1	1	49	48	eye	1 | 3	ambiguous		mokkon	A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3. A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3.	48	1	attested	mok̚kon	silkochbd2011:i103:b:1		2	false	true	true	manual_excludes_legacy_installed_ambiguous
736	103	c	silkochbd2011:i103:c:1	1	49	48	eye	1 | 3	ambiguous		mokkon	A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3. A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3.	48	1	attested	mok̚kon	silkochbd2011:i103:c:1		2	false	true	true	manual_excludes_legacy_installed_ambiguous
737	103	r	silkochbd2011:i103:r:1	1	49	48	eye	1 | 3	ambiguous		mokkon	A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3. A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3.	48	1	attested	mok̚kon	silkochbd2011:i103:r:1		2	false	true	true	manual_excludes_legacy_installed_ambiguous
738	103	0	silkochbd2011:i103:0:1	1	49	48	eye	2	attested	tʃok			48	2	attested	tʃok	silkochbd2011:i103:0:1		1	false	true	true	form_exact
739	103	q	silkochbd2011:i103:q:1	1	49	48	eye	3	attested	nukun			48	3	attested	nukun	silkochbd2011:i103:q:1		1	false	true	true	form_exact
740	103	b	silkochbd2011:i103:b:1	1	49	48	eye	1 | 3	ambiguous		mokkon	A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3. A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3.	48	3	attested	mok̚kon	silkochbd2011:i103:b:2		2	true	true	true	manual_excludes_legacy_installed_ambiguous
741	103	c	silkochbd2011:i103:c:1	1	49	48	eye	1 | 3	ambiguous		mokkon	A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3. A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3.	48	3	attested	mok̚kon	silkochbd2011:i103:c:2		2	true	true	true	manual_excludes_legacy_installed_ambiguous
742	103	r	silkochbd2011:i103:r:1	1	49	48	eye	1 | 3	ambiguous		mokkon	A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3. A small upper-right corner-like modifier is printed between visible `mok` and `kon`; its value is not inferred. Repeated source response at groups 1 and 3.	48	3	attested	mok̚kon	silkochbd2011:i103:r:2		2	true	true	true	manual_excludes_legacy_installed_ambiguous
743	104	b	silkochbd2011:i104:b:1	1	49	48	nose	1	ambiguous		nakkuŋ	A small upper-right corner-like modifier is printed between visible `nak` and `kuŋ`; its value is not inferred.	48	1	attested	nak̚kuŋ	silkochbd2011:i104:b:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
744	104	c	silkochbd2011:i104:c:1	1	49	48	nose	1	ambiguous		nakkuŋ	A small upper-right corner-like modifier is printed between visible `nak` and `kuŋ`; its value is not inferred.	48	1	attested	nak̚kuŋ	silkochbd2011:i104:c:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
745	104	r	silkochbd2011:i104:r:1	1	49	48	nose	1	ambiguous		nakkuŋ	A small upper-right corner-like modifier is printed between visible `nak` and `kuŋ`; its value is not inferred.	48	1	attested	nak̚kuŋ	silkochbd2011:i104:r:1		1	false	true	true	manual_excludes_legacy_installed_ambiguous
746	104	l	silkochbd2011:i104:l:1	1	49	48	nose	1	attested	nakʰuŋ			48	1	attested	nakhuŋ	silkochbd2011:i104:l:1		1	false	true	true	form_difference
747	104	m	silkochbd2011:i104:m:1	1	49	48	nose	1	attested	nakʰuŋ			48	1	attested	nakhuŋ	silkochbd2011:i104:m:1		1	false	true	true	form_difference
748	104	q	silkochbd2011:i104:q:1	1	49	48	nose	1	attested	nakuŋ			48	1	attested	nakuŋ	silkochbd2011:i104:q:1		1	false	true	true	form_exact
749	104	0	silkochbd2011:i104:0:1	1	49	48	nose	2	attested	nak			48	2	attested	nak	silkochbd2011:i104:0:1		1	false	true	true	form_exact
750	105	b	silkochbd2011:i105:b:1	1	49	48	ear	1	attested	nakʰar			48	1	attested	nakhar	silkochbd2011:i105:b:1		1	false	true	true	form_difference
751	105	c	silkochbd2011:i105:c:1	1	49	48	ear	1	attested	nakʰar			48	1	attested	nakhar	silkochbd2011:i105:c:1		1	false	true	true	form_difference
752	105	l	silkochbd2011:i105:l:1	1	49	48	ear	1	attested	nakʰar			48	1	attested	nakhar	silkochbd2011:i105:l:1		1	false	true	true	form_difference
753	105	m	silkochbd2011:i105:m:1	1	49	48	ear	1	attested	nakʰar			48	1	attested	nakhar	silkochbd2011:i105:m:1		1	false	true	true	form_difference
