Ko,2993,kāyḷo,,,,m,CDIAL,6:with -<i>la</i>-
Kal,2993,kagŕä<superscript>ŕ</superscript>,,,,,CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
Bshk,2993,kāk,,,,,CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
Tor,2993,kāgh,,,,""" m",CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
Phal,2993,kōk,,,,,CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
S,2993,kā̃gu,,,,m,CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
N,2993,kāg,,,,,CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
H,2993,kāg,,,,,CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
H,2993,kāgā,,,,,CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
H,2993,kāgwā,,,,m,CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
Si,2993,kākkā,,,,st,CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
Si,2993,kāku,,,,,CDIAL,"7:onom. with -<i>k</i>-, -<i>g</i>-"
kṭg,2993,kau,crow,,,m,CDIAL,8:
Md,2993,kauḷu,crow,,,,CDIAL,9:ext. with -<i>ṭa</i>- in
Md,2993,kāḷu,crow,,,,CDIAL,9:ext. with -<i>ṭa</i>- in
kṭg,2993,kauḷɔ,,,,m,CDIAL,10:with -<i>la</i>- in
Indo-Aryan,2994,kākaciñcā,Abrus precatorius,,,,CDIAL,1:
Indo-Aryan,2994,kākaciñcī,Abrus precatorius,,,f,CDIAL,1:@variant
Pk,2994,kāaïṁcī,Abrus precatorius,,,,CDIAL,2:
Pk,2994,kāiṁcī,Abrus precatorius,,,f,CDIAL,2:
Or,2994,kāiñca,Abrus precatorius,,,,CDIAL,2:
Indo-Aryan,2995,*kākaciti,collection of crows,,,,CDIAL,1:
K,2995,kāway,collection of crows,,,f,CDIAL,2:
Indo-Aryan,2996,*kākutstha,on the top of the head,,,,CDIAL,1:
Indo-Aryan,2996,kākúd,palate,,,f; RV,CDIAL,1:@variant
Indo-Aryan,2996,kākubh,,,,Naigh,CDIAL,1:@variant
Ash,2996,kōstä́,the top of the head,,,,CDIAL,2:
Ash,2996,kṓstu,the top of the head,,,(NTS ii 262 &lt; <i>kūṭastha</i>-),CDIAL;NTS[ii 262],2:
Indo-Aryan,2997,kākōli,a partic. medicinal plant,,,f; Suśr,CDIAL,1:
Indo-Aryan,2997,kākōlī,a partic. medicinal plant,,,f,CDIAL,1:@variant
Pk,2997,kāōlī,a kind of bulbous plant,,,f,CDIAL,2:
Si,2997,kavēḷu,a plant from which is produced a poisonous drug,,,?,CDIAL,2:
Indo-Aryan,2998,*kākka,senior male relative,,,,CDIAL,1:
eur,2998,kako,uncle,,,m,CDIAL,2:
Paš,2998,kākū́,boy,,,,CDIAL,2:
Paš,2998,kākī,girl,,,,CDIAL,2:
Sh,2998,kāko,elder brother,,,,CDIAL,2:
Sh,2998,kāki,elder sister,,,,CDIAL,2:
K,2998,kākh,"one's own father, elder male relative",,,dat,CDIAL,2:
K,2998,kākas,"one's own father, elder male relative",,,m,CDIAL,2:
K,2998,kākañ,his wife,,,f,CDIAL,2:
S,2998,kāko,elder brother,,,m,CDIAL,2:
S,2998,kākiṛo,uvula,,,m,CDIAL,2:
L,2998,kākī,pupil of eye,,,f,CDIAL,2:
P,2998,kākā,"elder brother, father's slave, son or grandson of a Sikh prince, little child",,,m,CDIAL,2:
P,2998,kākī,"little girl, pupil of eye",,,f,CDIAL,2:
bhal,2998,kāk,brother,,,,CDIAL,2:
paṅ,2998,kakkā,uncle,,,,CDIAL,2:
Ku,2998,kakā,uncle,,,hon,CDIAL,2:
Ku,2998,kākhī,aunt,,,,CDIAL,2:
N,2998,kāko,father's younger brother,,,,CDIAL,2:
A,2998,kakā,grandfather,,,,CDIAL,2:
A,2998,kakāi,term of address for an older relative or elderly man,,,,CDIAL,2:
B,2998,kākā,father's younger brother,,,,CDIAL,2:
B,2998,kākī,his wife,,,,CDIAL,2:
Or,2998,kākā,father's younger brother,,,,CDIAL,2:
Or,2998,kakāī,father's younger brother,,,,CDIAL,2:
Or,2998,kāku-mā,his wife,,,,CDIAL,2:
Mth,2998,kakkā,father's brother,,,,CDIAL,2:
H,2998,kākā,father's younger brother,,,m,CDIAL,2:
G,2998,kākɔ,father's brother,,,usu,CDIAL,2:
G,2998,kākā,father's brother,,,m,CDIAL,2:
G,2998,kākī,his wife,,,f,CDIAL,2:
G,2998,kāku,pet name for a boy,,,,CDIAL,2:
G,2998,kākliyā,mother's brother,,,m,CDIAL,2:
M,2998,kākā,"father's brother, elderly cousin",,,m,CDIAL,2:
M,2998,kākī,his wife,,,f,CDIAL,2:
kṭg,2998,kāk,father's brother (used in the Khaś tribe),,,m,CDIAL,3:
Indo-Aryan,2999,kāgni,a small fire,,,m; Vop,CDIAL,1:
K,2999,kang,"brazier, fireplace",,,m; ?,CDIAL,2:
Indo-Aryan,3000,*kāṅkuka,a kind of corn,,,,CDIAL,1:
Indo-Aryan,3000,kāṅguka,a kind of corn,,,m; Suśr,CDIAL,1:@variant
S,3000,kā̃gaṛu,"Holcus saccharatus, stubble",,,m,CDIAL,2:
S,3000,kā̃giṛī,"wheat stalk, seed of Abrus precatorius",,,f,CDIAL,2:
Indo-Aryan,3001,*kāṅkunikā,a woman who lives on panic seed,,,f,CDIAL,1:
Kt,3001,kakŕiũ,widow,,,,CDIAL,2:
Kt,3001,kagóĩ-štrī,widow,,,,CDIAL,2:
Wg,3001,kakŕü̃,widow,,,,CDIAL,2:
Pr,3001,tᵊkyǘn,widow,,,,CDIAL,2:
Pr,3001,čkyṳ̄,widow,,,,CDIAL,2:
Dm,3001,kāṅgun,widow,,,(<i>zāmi</i>),CDIAL,2:
lauṛ,3001,kāṅgunī́,widow,,,,CDIAL,2:
lauṛ,3001,kāṅgunā́,widower,,,,CDIAL,2:
weg,3001,kāγunī́,widow,,,,CDIAL,2:
lauṛ,3001,kāmunī,"widow, woman with no husband",,,,CDIAL,2:
Gaw,3001,kāṅgunī́,widow,,,,CDIAL,2:
Sh,3001,kagū́ni̯,,,,f,CDIAL,2:
Sh,3001,kagū́nṷ,,,,m,CDIAL,2:
gur,3001,kavūni,,,,f,CDIAL,2:
gur,3001,kavūnṷ,,,,m,CDIAL,2:
Indo-Aryan,3002,kā́ṅkṣati,wishes for,,,ĀsvŚr,CDIAL,1:
Pa,3002,kaṅkhati,"looks forward to, doubts",,,,CDIAL,2:
Pk,3002,kaṁkhaï,wishes,,,,CDIAL,2:
K,3002,kā̃chun,to want,,,,CDIAL,2:
H,3002,kā̃khnā,"to strain, grunt, groan",,,,CDIAL,2:
L,3002,tā̃ghaṇ,"to expect, long for",,,with dissimilation of,CDIAL,3:
L,3002,k,"to expect, long for",,,—,CDIAL,3:
L,3002,kh,"to expect, long for",,,,CDIAL,3:
Indo-Aryan,3003,kāṅkṣā,wish,,,f; R,CDIAL,1:
Pa,3003,kaṅkhā,"expectation, doubt",,,f,CDIAL,2:
Pk,3003,kaṁkhā,wish,,,f,CDIAL,2:
K,3003,kā̃ch,wish,,,f,CDIAL,2:
S,3003,kā̃khī,wish,,,f,CDIAL,2:
Si,3003,käk,"doubt, care, sorrow",,,,CDIAL,2:
L,3003,tā̃gh,desire,,,f,CDIAL,3:with dissim
Indo-Aryan,3004,kāṅkṣin,longing for,,,MBh,CDIAL,1:
Pa,3004,kaṅkhin,"longing for, doubting",,,,CDIAL,2:
Pk,3004,kaṁkhi,wishing,,,,CDIAL,2:
S,3004,kā̃khī,one desirous of,,,m,CDIAL,2:
H,3004,kā̃khī,desiring,,,,CDIAL,2:
Si,3004,käk,,,,"'doubtful, sorrowful'",CDIAL,2:
Indo-Aryan,3005,*kāṅga,having a poor body,,,,CDIAL,1:
G,3005,kā̃gũ,"weak, delicate",,,,CDIAL,2:
Indo-Aryan,3006,*kāṅgārikā,poor or small brazier,,,,CDIAL,1:
K,3006,kā̃gürᷴ,portable brazier,,,,CDIAL,2:
K,3006,kā̃gᵃr,portable brazier,,,f; whence,CDIAL,2:
K,3006,kangar,large do.,,,m; (or &lt; <i>*kāṅgāra</i>- ?),CDIAL,2:
H,3006,kā̃grī,small portable brazier,,,f,CDIAL,2:
Indo-Aryan,3007,kācá,glass,,,¹ m; ŚBr,CDIAL,1:
Indo-Aryan,3007,kācaka,,,,m,CDIAL,1:@variant
Indo-Aryan,3007,*kācca,,,,,CDIAL,1:
Pa,3007,kāca,"crystal, glass",,,m,CDIAL,2:1
Pk,3007,kāya,"crystal, glass",,,m,CDIAL,2:1
S,3007,kāo,"glass, glass tumbler",,,,CDIAL,2:1
S,3007,kāyo,"glass, glass tumbler",,,m,CDIAL,2:1
Si,3007,kadā,"silicious earth used in making glass, beads, &amp;c.",,,,CDIAL,2:1
Pk,3007,kacca,"glass, crystal",,,n,CDIAL,3:2
K,3007,kāċh,a species of pottery made of a kind of fine clay,,,abl,CDIAL,3:2
K,3007,kāċa,a species of pottery made of a kind of fine clay,,,m,CDIAL,3:2
S,3007,kacu,glass,,,m; and,CDIAL,3:2
L,3007,kacc,,,,m,CDIAL,3:2
L,3007,a,,,,← E,CDIAL,3:2
ludh,3007,kañc,glass,,,m,CDIAL,3:2
N,3007,kāc,"glass, quartz",,,,CDIAL,3:2
N,3007,kā̃c,"glass, quartz",,,,CDIAL,3:2
A,3007,kās,glass,,,,CDIAL,3:2
A,3007,kā̃s,a kind of clay from which china is made,,,,CDIAL,3:2
B,3007,kāc,"glass, crystal",,,,CDIAL,3:2
B,3007,kā̃c,"glass, crystal",,,,CDIAL,3:2
Or,3007,kāca,"glass, crystal",,,,CDIAL,3:2
Or,3007,kā̃c,"glass, crystal",,,,CDIAL,3:2
Bhoj,3007,kā̃c,"glass, crystal",,,,CDIAL,3:2
H,3007,kāc,"glass, crystal",,,,CDIAL,3:2
H,3007,kā̃c,"glass, crystal",,,m,CDIAL,3:2
G,3007,kāc,"glass, crystal",,,m,CDIAL,3:2
M,3007,kāċ,"glass, crystal",,,,CDIAL,3:2
M,3007,kā̃ċ,"glass, crystal",,,f,CDIAL,3:2
kṭg,3007,kəcεṭɪ,"white pebble, quartz, crystal",,,f,CDIAL,4:
Indo-Aryan,3008,*kāca,black,,,²,CDIAL,1:
Wg,3008,kāčə́,black,,,,CDIAL,2:
Niṅg,3008,kāċə́,black,,,,CDIAL,2:
Shum,3008,xaċə,black,,,&lt,CDIAL,2:
Shum,3008,kh,black,,,NTS xvii 263,CDIAL;NTS[xvii 263],2:
Indo-Aryan,3009,kāca,"loop, string fastened to both ends of a pole, carrying yoke",,,³ m; lex,CDIAL,1:
Pa,3009,kāca,carrying-pole,,,,CDIAL,2:
Pa,3009,kāja,carrying-pole,,,m,CDIAL,2:
Pk,3009,kāya,carrying-pole,,,,CDIAL,2:
Pk,3009,kāva,carrying-pole,,,m,CDIAL,2:
S,3009,kāo,rafter,,,,CDIAL,2:
S,3009,kāyo,rafter,,,m,CDIAL,2:
Si,3009,kada,carrying-pole,,,,CDIAL,2:
Pk,3009,kāvaḍa,,,,m,CDIAL,3:
H,3009,kā̃waṛ,,,,,CDIAL,3:
H,3009,kāwaṛ,,,,,CDIAL,3:
H,3009,kāwar,,,,f,CDIAL,3:
G,3009,kāvaṛ,,,,f,CDIAL,3:
M,3009,kāvaḍ,,,,f,CDIAL,3:
Indo-Aryan,3010,*kācapātra,glass vessel,,,,CDIAL,1:
NiDoc,3010,kayavatra,glass vessel,,,(Burrow KharDoc 81 to be read as <i>kaśa°</i> = <i>kaj'a°</i>?),CDIAL;Burrow KharDoc[81],2:
Indo-Aryan,3011,*kācahāra,bearer of a carrying-pole,,,,CDIAL,1:
Pa,3011,kājahāraka,bearer of a carrying-pole,,,m,CDIAL,2:
Pk,3011,kāhāra,carrier of water or other burdens; carrying-pole,,,m; n,CDIAL,2:
K,3011,kahar,palanquin-bearer,,,m,CDIAL,2:
S,3011,kahāru,palanquin-bearer,,,m,CDIAL,2:
P,3011,kahār,"palanquin-bearer, water-carrier",,,m,CDIAL,2:
N,3011,kahār,a class of cultivators who also act as bearers,,,,CDIAL,2:
B,3011,kāhār,a low caste of palanquin-bearers and water-carriers,,,,CDIAL,2:
Or,3011,kāhāḷa,a low caste of bearers,,,,CDIAL,2:
Or,3011,kāhāḷāra,a low caste of bearers,,,,CDIAL,2:
Or,3011,kāā̃ḷa,a low caste of bearers,,,,CDIAL,2:
Or,3011,kāā̃ḷā̃ra,a low caste of bearers,,,,CDIAL,2:
Bhoj,3011,kahār,a low caste of bearers,,,,CDIAL,2:
lakh,3011,kahār,a low caste of bearers,,,,CDIAL,2:
lakh,3011,kaharawā,a low caste of bearers,,,,CDIAL,2:
H,3011,kahār,"palanquin-bearer, water-drawer",,,m,CDIAL,2:
M,3011,kahār,palanquin-bearer,,,m,CDIAL,2:
G,3011,kahār,litter-bearer,,,m,CDIAL,3:
Indo-Aryan,3012,*kāccakāra,glass maker,,,,CDIAL,1:
Indo-Aryan,3012,*kāccakara,,,,,CDIAL,1:
Or,3012,kacarā,dealer in glass bangles,,,,CDIAL,2:1
M,3012,kā̃ċār,maker of glass bangles,,,,CDIAL,2:1
M,3012,kā̃ċārī,maker of glass bangles,,,,CDIAL,2:1
M,3012,kãċār,maker of glass bangles,,,,CDIAL,2:1
M,3012,kãċārī,maker of glass bangles,,,m,CDIAL,2:1
H,3012,kãcerā,glass-worker,,,m,CDIAL,3:2
Indo-Aryan,3013,kāñcaná,golden; gold,,,MBh; Mn,CDIAL,1:
Pa,3013,kañcana,gold,,,n,CDIAL,2:
Pa,3013,kañcanaka,golden,,,,CDIAL,2:
Pk,3013,kaṁcaṇa,gold,,,n,CDIAL,2:
Si,3013,kasuna,gold,,,,CDIAL,2:
Si,3013,kasun,golden,,,,CDIAL,2:
Indo-Aryan,3014,kāñcanaka,the tree Bauhinia variegata,,,m; lex,CDIAL,1:
Indo-Aryan,3014,kāñcanāra,,,,m,CDIAL,1:
Pk,3014,kaṁcaṇa,a partic. tree,,,m,CDIAL,2:1
B,3014,kāñcan,a partic. plant,,,,CDIAL,2:1
Or,3014,kañcaṇa,Bauhinia acuminata and its red flower,,,,CDIAL,2:1
Pk,3014,kaṁcaṇāra,a partic. kind of tree,,,m,CDIAL,3:2
B,3014,kā̃canār,Bauhinia variegata,,,,CDIAL,3:2
B,3014,kā̃canāl,Bauhinia variegata,,,,CDIAL,3:2
H,3014,kacnār,Bauhinia variegata,,,,CDIAL,3:2
H,3014,kacnāl,Bauhinia variegata,,,m,CDIAL,3:2
Indo-Aryan,3015,kāñcī,girdle,,,f; Kālid,CDIAL,1:
Pk,3015,kaṁcī,girdle,,,f,CDIAL,2:
Or,3015,kāñci,tinkling girdle,,,,CDIAL,2:
S,3015,kā̃ca,a kind of loose pantaloons,,,f; : lw,CDIAL,3:
S,3015,c,a kind of loose pantaloons,,,,CDIAL,3:
Indo-Aryan,3016,kāñjika,sour rice gruel,,,n; Suśr,CDIAL,1:
Indo-Aryan,3016,kāñjī,sour rice gruel,,,f,CDIAL,1:@variant
Indo-Aryan,3016,kāñjīka,sour rice gruel,,,n,CDIAL,1:@variant
Indo-Aryan,3016,kāñcika,sour rice gruel,,,n,CDIAL,1:@variant
Pa,3016,kañjika,sour rice gruel,,,,CDIAL,2:
Pa,3016,kañjiya,sour rice gruel,,,n,CDIAL,2:
Pk,3016,kaṁjia,sour rice gruel,,,n,CDIAL,2:
K,3016,könzᷴ,sour rice gruel,,,m,CDIAL,2:
S,3016,kāñjhī,"sour beverage of water and mustard seed, rice gruel, buttermilk",,,f,CDIAL,2:
L,3016,kā̃jhā,buttermilk and water,,,m,CDIAL,2:
P,3016,kāñjī,sour liquor from fermented   chick-peas or carrots,,,,CDIAL,2:
P,3016,kāñcī,sour liquor from fermented   chick-peas or carrots,,,f,CDIAL,2:
Ku,3016,kā̃ji,whey,,,,CDIAL,2:
A,3016,kā̃zi,sour rice gruel,,,,CDIAL,2:
B,3016,kā̃ji,sour rice gruel,,,,CDIAL,2:
Or,3016,kāñjī,sour rice gruel,,,,CDIAL,2:
H,3016,kā̃jī,sour rice gruel,,,f,CDIAL,2:
G,3016,kā̃jī,"gruel, paste",,,f,CDIAL,2:
M,3016,kā̃jī,"sour rice gruel, gruel",,,f,CDIAL,2:
Si,3016,kän̆da,rice gruel,,,,CDIAL,2:
A,3016,kā̃ci,inspissated milk,,,(phonet. -<i>s</i>-); AFD 217,CDIAL;AFD[217],3:
Indo-Aryan,3017,*kāṭa,"stick, penis",,,²,CDIAL,1:
Pa,3017,kāṭa-kōṭacikā,penis and vulva (as term of abuse),,,,CDIAL,2:
eur,3017,kar,penis,,,m,CDIAL,2:
eur,3017,karoró,small do.,,,m,CDIAL,2:
S,3017,kāṛu,,,,m,CDIAL,2:
H,3017,kāṛh,,,,m,CDIAL,2:
G,3017,kāṛ,,,,m,CDIAL,2:
M,3017,kāḍ,straw,,,n,CDIAL,2:
M,3017,kāḍī,"little stick, blade of grass",,,f,CDIAL,2:
M,3017,kāḍūk,little stick,,,n,CDIAL,2:
Indo-Aryan,3018,kāṭha,rock,,,m; lex,CDIAL,1:
Bshk,3018,kōr,large stone,,,AO xviii 239,CDIAL;AO[xviii 239],2:
Indo-Aryan,3019,kāṇá,one-eyed,,,RV,CDIAL,1:
Pa,3019,kāṇa,"blind of one eye, blind",,,,CDIAL,2:
Pk,3019,kāṇa,"blind of one eye, blind",,,,CDIAL,2:
Ash,3019,kā̃ṛa,blind,,,,CDIAL,2:
Ash,3019,kā̃ṛī,blind,,,f,CDIAL,2:
Kt,3019,kãŕ,blind,,,,CDIAL,2:
Wg,3019,kŕǟ̃,blind,,,,CDIAL,2:
Pr,3019,kə̄̃,blind,,,,CDIAL,2:
Tir,3019,kā́na,blind,,,,CDIAL,2:
Kho,3019,kāṇu,blind,,,NTS ii 260,CDIAL;NTS[ii 260],2:
Kho,3019,kánu,blind,,,BelvalkarVol 91,CDIAL;BelvalkarVol[91],2:
K,3019,kônᵘ,one-eyed,,,,CDIAL,2:
S,3019,kāṇo,one-eyed,,,,CDIAL,2:
L,3019,kāṇā̃,one-eyed,,,,CDIAL,2:
P,3019,kāṇā̃,one-eyed,,,,CDIAL,2:
śeu,3019,kāṇā,blind,,,,CDIAL,2:
Ku,3019,kāṇo,,,,,CDIAL,2:
gng,3019,kā̃ṛ̃,blind of one eye,,,,CDIAL,2:
N,3019,kānu,blind of one eye,,,,CDIAL,2:
A,3019,kanā,blind,,,,CDIAL,2:
B,3019,kāṇā,"one-eyed, blind",,,,CDIAL,2:
Or,3019,kaṇā,one-eyed,,,f,CDIAL,2:
Or,3019,kāṇī,one-eyed,,,,CDIAL,2:
Mth,3019,kān,one-eyed,,,,CDIAL,2:
Mth,3019,kānā,one-eyed,,,,CDIAL,2:
Mth,3019,kanahā,one-eyed,,,,CDIAL,2:
Bhoj,3019,kān,one-eyed man,,,f,CDIAL,2:
Bhoj,3019,kāni,one-eyed man,,,,CDIAL,2:
Bhoj,3019,kanwā,one-eyed man,,,m,CDIAL,2:
H,3019,kān,one-eyed man,,,,CDIAL,2:
H,3019,kānā,one-eyed man,,,,CDIAL,2:
G,3019,kāṇũ,one-eyed man,,,,CDIAL,2:
M,3019,kāṇā,"one-eyed, squint-eyed",,,,CDIAL,2:
Si,3019,kaṇa,"one-eyed, blind",,,,CDIAL,2:
Pk,3019,kāṇa,full of holes,,,,CDIAL,3:
G,3019,kāṇũ,full of holes; hole,,,n; (&lt; 'empty eyehole'? Cf. <i>ā̃dhḷũ</i> n. 'hole' &lt; <smallcaps>andhala</smallcaps>-),CDIAL,3:
kcch,3019,kāṇī,one-eyed,,,f,CDIAL,4:
kṭg,3019,kaṇɔ,blind in one eye,,,,CDIAL,4:
J,3019,kāṇā,blind in one eye,,,,CDIAL,4:
Md,3019,kanu,blind,,,,CDIAL,4:
Indo-Aryan,3020,*kāṇākṣa,one-eyed,,,,CDIAL,1:
Ko,3020,kāṇso,squint-eyed,,,,CDIAL,2:
Indo-Aryan,3021,*kāṇiya,blindness,,,,CDIAL,1:
Pk,3021,kāṇiya,eye disease,,,n,CDIAL,2:
Kho,3021,kām,blindness,,,,CDIAL,2:
Indo-Aryan,3022,*kāṇṭa,having thorns,,,,CDIAL,1:
Indo-Aryan,3022,kāṇṭaka,,,,ĀpŚr,CDIAL,1:
Paš,3022,kā̃ṛ,porcupine,,,"(cf. <i>kaṇṭakaśrēṇi</i>-, <i>kaṇṭakāgāra</i>-)",CDIAL,2:1
S,3022,kā̃ḍo,thorny,,,,CDIAL,3:2
Si,3022,kaṭu,thorny,,,,CDIAL,3:2
S,3022,kā̃ḍero,camel-thorn,,,m,CDIAL,4:Deriv
S,3022,kā̃ḍerī,a kind of thistle,,,f; (&lt;<i>*kāṇṭatara</i>- ?),CDIAL,4:Deriv
Indo-Aryan,3023,kā́ṇḍa,"single joint of a plant; arrow; cluster, heap",,,(<i>kāṇḍá</i>- TS.) m; AV; MBh; (in <i>tr̥ṇa-kāṇḍa</i>- Pāṇ. Kāś.),CDIAL,1:
Pa,3023,kaṇḍa,"joint of stalk, stalk, arrow, lump",,,m,CDIAL,2:
Pk,3023,kaṁḍa,"knot of bough, bough, stick",,,,CDIAL,2:
Pk,3023,kaṁḍaya,"knot of bough, bough, stick",,,m,CDIAL,2:
Ash,3023,kaṇ,arrow,,,,CDIAL,2:
Kt,3023,kåṇ,arrow,,,,CDIAL,2:
Wg,3023,kāṇ,arrow,,,,CDIAL,2:
Wg,3023,kŕä̃,arrow,,,,CDIAL,2:
Pr,3023,kə̃,arrow,,,,CDIAL,2:
Dm,3023,kan,arrow,,,,CDIAL,2:
Dm,3023,kān,arrow,,,,CDIAL,2:
lauṛ,3023,kāṇḍ,,,,,CDIAL,2:
lauṛ,3023,kāṇ,,,,,CDIAL,2:
ar,3023,kōṇ,,,,,CDIAL,2:
kuṛ,3023,kō̃,,,,,CDIAL,2:
dar,3023,kā̃ṛ,arrow,,,,CDIAL,2:
dar,3023,kā̃ṛī,torch,,,,CDIAL,2:
Shum,3023,kō̃ṛ,arrow,,,,CDIAL,2:
Shum,3023,kō̃,arrow,,,,CDIAL,2:
Gaw,3023,kāṇḍ,arrow,,,,CDIAL,2:
Gaw,3023,kāṇ,arrow,,,,CDIAL,2:
Kho,3023,kan,"tree, large bush",,,,CDIAL,2:
Bshk,3023,kāˋ'n,arrow,,,,CDIAL,2:
Tor,3023,kan,arrow,,,m,CDIAL,2:
Sv,3023,kā̃ṛa,arrow,,,,CDIAL,2:
Phal,3023,kōṇ,arrow,,,,CDIAL,2:
gil,3023,kōn,arrow,,,f,CDIAL,2:
pales,3023,kōṇ,arrow,,,,CDIAL,2:
K,3023,kā̃ḍ,"stalk of a reed, straw",,,m; (<i>kān</i> m. 'arrow' ← Sh.?),CDIAL,2:
S,3023,kānu,arrow,,,m,CDIAL,2:
S,3023,kāno,reed,,,m,CDIAL,2:
S,3023,kānī,"topmost joint of the reed Sara, reed pen, stalk, straw, porcupine's quill",,,f,CDIAL,2:
L,3023,kānā̃,stalk of the reed Sara,,,m,CDIAL,2:
L,3023,kānī̃,"pen, small spear",,,f,CDIAL,2:
P,3023,kānnā,"the reed Saccharum munja, reed in a weaver's warp",,,m,CDIAL,2:
P,3023,kānī,arrow,,,f,CDIAL,2:
bhal,3023,kān,arrow,,,n,CDIAL,2:
jaun,3023,kā̃ḍ,arrow,,,,CDIAL,2:
N,3023,kā̃ṛ,arrow,,,,CDIAL,2:
N,3023,kā̃ṛo,rafter,,,,CDIAL,2:
A,3023,kā̃r,arrow,,,,CDIAL,2:
B,3023,kā̃ṛ,arrow,,,,CDIAL,2:
B,3023,kā̃ṛā,"oil vessel made of bamboo joint, needle of bamboo for netting",,,,CDIAL,2:
B,3023,kẽṛiyā,wooden or earthen vessel for oil &amp;c.,,,,CDIAL,2:
Or,3023,kāṇḍa,"stalk, arrow",,,,CDIAL,2:
Or,3023,kā̃ṛ,"stalk, arrow",,,,CDIAL,2:
Bi,3023,kā̃ṛā,stem of muñja grass (used for thatching),,,,CDIAL,2:
Mth,3023,kā̃ṛ,stack of stalks of large millet,,,,CDIAL,2:
Mth,3023,kā̃ṛī,wooden milkpail,,,,CDIAL,2:
Bhoj,3023,kaṇḍā,reeds,,,,CDIAL,2:
H,3023,kā̃ṛī,"rafter, yoke",,,f,CDIAL,2:
H,3023,kaṇḍā,"reed, bush",,,m; (← EP.?),CDIAL,2:
G,3023,kā̃ḍ,"joint, bough, arrow",,,m,CDIAL,2:
G,3023,kā̃ḍũ,wrist,,,n,CDIAL,2:
G,3023,kā̃ḍī,"joint, bough, arrow, lucifer match",,,f,CDIAL,2:
M,3023,kā̃ḍ,"trunk, stem",,,n,CDIAL,2:
M,3023,kā̃ḍẽ,"joint, knot, stem, straw",,,n,CDIAL,2:
M,3023,kā̃ḍī,"joint of  sugarcane, shoot of root (of ginger, &amp;c.)",,,f,CDIAL,2:
Si,3023,kaḍaya,arrow,,,,CDIAL,2:
A,3023,kāriyāiba,to shoot with an arrow,,,,CDIAL,3:Deriv
IE,3023,*kondo,,,,,CDIAL,4:Addenda: <b>kā́ṇḍa-</b> [&lt
kcch,3023,kāṇḍī,lucifer match,,,f; ?,CDIAL,5:
Indo-Aryan,3024,*kāṇḍakara,worker with reeds or arrows,,,,CDIAL,1:
L,3024,kanērā,mat-maker,,,m,CDIAL,2:
H,3024,kãḍerā,a caste of bow- and arrow-makers,,,m,CDIAL,2:
Indo-Aryan,3025,*kāṇḍārā,bamboo-goad,,,,CDIAL,1:
Mth,3025,kanār,bamboo-goad for young elephants,,,&lt; <i>*kaṛ̃ār</i>,CDIAL,2:
Indo-Aryan,3026,kā́ṇḍīra,armed with arrows; archer,,,Pāṇ; lex,CDIAL,1:
H,3026,kanīrā,a caste (usu. of arrow-makers),,,m,CDIAL,2:
Indo-Aryan,3027,kātara,"confused, discouraged, cowardly",,,Mn,CDIAL,1:
Indo-Aryan,3027,*kāthala,,,,,CDIAL,1:
Pk,3027,kāyara,timid,,,,CDIAL,2:1
Pk,3027,kāyaria,frightened,,,,CDIAL,2:1
Pk,3027,kāhara,"timid, soft, delicate",,,,CDIAL,2:1
K,3027,kāyorᵘ,"weak, lazy",,,,CDIAL,2:1
S,3027,kāiru,coward,,,m,CDIAL,2:1
P,3027,kair,timid,,,,CDIAL,2:1
Or,3027,kāilā,"weak, tired; weariness",,,(&lt; -<i>illa</i>- replacing -<i>ala</i>-),CDIAL,2:1
Bhoj,3027,kāyar,coward,,,,CDIAL,2:1
OAw,3027,kāyara,coward,,,,CDIAL,2:1
H,3027,kāyar,coward,,,m,CDIAL,2:1
G,3027,kāyar,"timid, indolent, disgusted with",,,,CDIAL,2:1
G,3027,kāvrũ,vexed,,,,CDIAL,2:1
M,3027,kāvrā,"overcome by fright, surprise or rage",,,(or poss. &lt; *<smallcaps>klāvyatē</smallcaps>: see also <smallcaps>kāpaṭa</smallcaps>-),CDIAL,2:1
Pk,3027,kāhara,"timid, soft, delicate",,,,CDIAL,3:2
L,3027,kãhlā,"weak, cowardly",,,,CDIAL,3:2
N,3027,kahāli,fear on looking down from a height,,,,CDIAL,3:2
N,3027,kahālinu,to be startled,,,,CDIAL,3:2
N,3027,kāhālinu,to be startled,,,,CDIAL,3:2
G,3027,kāhilũ,"sick, tired",,,,CDIAL,3:2
G,3027,kāvlũ,delicate,,,,CDIAL,3:2
G,3027,kā(h)yũ,"timid, tired, delicate, sickly",,,,CDIAL,4:Cf. also
Indo-Aryan,3028,kānana,forest,,,n; R,CDIAL,1:
Pa,3028,kānana,glade in a forest,,,n,CDIAL,2:
