Item	Gloss	Similarity_Group	Raw_Form	Form	Site_Codes	Printed_Page	Response	Review
85	pig	1	rnia	rnia̯ŋ	ABCDEIJ	64	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
85	pig	1	snia	snia̯ŋ	FGHKL	64	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
86	rat	1	khna	khna	ABDE	64	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
86	rat	1	khnai	khnai̯	CFHIKL	64	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
86	rat	1	khne	khne	GJ	64	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
87	chicken (adult female)	1	s er	sɨʔ er	H	64	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
87	chicken (adult female)	1	s i	sɨʔ i	ABCDEIJ	64	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
87	chicken (adult female)	1	s iar	sɨʔ ia̯r	FGKL	64	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
89	fish	1	hi	hi	ABCDEIJ	64	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
89	fish	2	kha	kha	FGHKL	64	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	1	r p s	rɨ pɨ sɨ	CJ	65	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	1	r p sa	rɨ pɨ sa	E	65	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	1	r p se	rɨ pɨ se	I	65	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	1	r p sua	rɨ pɨ sua̯	D	65	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	1	re p sa	re pɨ sa	AG	65	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	1	re pe se	re pe se	B	65	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	2	han	han	FKL	65	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
90	duck	3	dao ep	dao̯ gep	H	65	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
91	bird	1	khsem	khsem	ABCDEIJ	65	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
91	bird	1	khsm	khsɪm	F	65	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
91	bird	1	sm	sɪm	GHKL	65	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
92	insect	1	khnia	khnia̯ŋ	ABCDEGHIJKL	65	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
92	insect	2	khsain	khsai̯n	F	65	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	1	ja kha lao	ɲjaŋ kha lao̯	FI	65	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	1	ja khe lau	ɲjaŋ khe lau̯	B	65	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	1	na kho lao	naŋ kho lao̯	C	65	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	1	nia ka lao	nia̯ŋ ka lao̯	K	65	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	1	nia ka lo	nia̯ŋ ka lo	L	65	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	1	nia kha lao	nia̯ŋ kha lao̯	DE	65	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	1	nja halau	njaŋ halau̯	J	65	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	2	tel u ra	tel ʈʃu ra	G	65	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
93	cockroach	3	bima	bima	H	65	9	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
94	bee	1	ap	ŋap	ABDEGHIJKL	65	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
94	bee	2	am	ŋam	F	65	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
95	fly	1	mat	ʃmat	BDIJ	65	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
95	fly	1	smat	smat	ACE	65	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
95	fly	2	pharai	pharai̯	F	65	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
95	fly	2	phe rai	pheŋ rai̯	H	65	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
95	fly	2	phere	phere	G	65	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
95	fly	3	thabali	thabali	L	65	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
95	fly	3	thablo	thablo	K	65	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	1	thok iem	thok ŋie̯m	ACI	65	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	2	rn a	rɨn ʈʃaŋ	E	65	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	2	re a	reŋ ʈʃaŋ	B	65	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	3	p im	pɔʔ ŋim	F	65	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	4	t kre	tɨŋ kreŋ	G	65	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	5	nja ph iem	njaŋ phɔ ŋie̯m	J	65	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	6	thaboa	thaboa̯	L	65	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
96	spider	6	thada	thada	K	65	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	1	ln ti	lɨn ti	DEIJ	65	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	1	len ti	len ti	ABC	65	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	2	dkh	dkhɨ	H	65	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	2	thkheo	thkheo̯	F	65	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	2	thkhu	thkhu	G	65	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	3	dkh	dkhɨ	H	65	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	3	dkheo	dkheo̯	K	65	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
97	ant	3	dkhiu	dkhiu̯	L	65	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	1	t kr	tɨŋ krɔŋ	CEIJ	65	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	1	te kr	teŋ krɔŋ	B	65	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	1	to kro	toŋ kroŋ	AD	65	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	2	skain	skai̯n	FK	65	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	3	meit	mei̯t	G	65	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	4	d kai	dʒɨ kai̯ŋ	H	65	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
98	mosquito	5	pr do	pɨr dʒoŋ	L	65	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
99	head	1	khle	khle	F	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
99	head	1	khlea	khlea̯	B	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
99	head	1	khl	khlɪʔ	HIKL	66	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
99	head	1	khlt	khlɪt	G	66	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
99	head	1	khlia	khlia̯	ACDEIJ	66	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
100	face	1	dur mat	dur mat	ABCDEFGIJ	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
100	face	2	ksi mat	ksi mat	J	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
100	face	3	khmat	khmat	KL	66	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	1	rda	rdaŋ	ABCDEIJ	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	1	rda	rədaŋ	G	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	2	nia	nia̯ŋ	F	66	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	3	kra	kraŋ	H	66	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	4	rn d	rɨn dɔŋ	L	66	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	4	rda	rədaŋ	G	66	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	5	s da	sɔʔ daŋ	K	66	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	1	su	su	ABCDEIJ	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	2	suu	suŋŋu	F	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	3	sniu	sniu̯ʔ	KL	66	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	3	snu	snuʔ	G	66	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	4	sniak	snia̯k	H	66	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	4	sniu	sniu̯ʔ	KL	66	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
103	eye	1	khmat	khmat	FGHKL	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
103	eye	1	mat	mat	ABCDEIJ	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
104	nose	1	mr k	mɨr kɔŋ	I	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
104	nose	1	mor k	mor kɔŋ	ABCDEJ	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
104	nose	2	khmut	khmut	FGKL	66	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
104	nose	3	lmut	lɨmut	H	66	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
105	ear	1	tara	taraŋ	ACDEIJ	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
105	ear	1	tera	teraŋ	B	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
105	ear	2	kor	ʃkor	KL	66	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
105	ear	2	skor	skor	F	66	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
105	ear	2	hkur	ʈʃhkur	G	66	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
105	ear	3	lkur	lɨkur	H	66	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	1	a	ŋa	ACE	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	1	e	ŋe	B	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	2		ŋɨ	IJ	66	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	2	ua	ŋua̯	D	66	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	3	ap	ŋap	FGL	66	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	4	sae	saɾe	K	66	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	5		ŋɨ	IJ	66	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	5	e	ŋe	B	66	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	1	hnbin	hɨnbin	DEIJ	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	1	henbin	henbin	ABC	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	1	tmbun	tɨmbun	F	66	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	1	tabin	taŋbin	G	66	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	2	tmbun	tɨmbun	F	66	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	2	tm	tɨmɔʔ	L	66	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	2	tmu	tɨmuʔ	H	66	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	3	thedo	thedo	K	66	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
108	mouth	1	thk	thkɔŋ	ABCDEIJ	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
108	mouth	2	sntur	sɨntur	FL	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
108	mouth	3	khten	khten	G	66	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
108	mouth	3	khtn	khtɪn	K	66	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
108	mouth	4	ap	gap	H	66	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
109	tongue	1	khlit	khlit	ABCDEIJ	66	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
109	tongue	1	thleit	thlei̯t	FGKL	66	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
109	tongue	1	thlit	thlɔi̯t	H	66	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
110	tooth	1	lmn	lɨmɛn	J	67	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
110	tooth	1	lmin	lɨmin	G	67	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
110	tooth	1	lemen	lemen	ABCDEI	67	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
110	tooth	2	moin	moi̯n	H	67	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
110	tooth	2	muin	mui̯n	F	67	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
110	tooth	3	bniat	bnia̯t	KL	67	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	1	hnbin	hɨnbin	E	67	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	1	hnbut	hɨnbut	ADI	67	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	1	henbin	henbin	C	67	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	2	khn do ta	khɨn doŋ ta	B	67	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	2	khnd khti	khɨndɔŋ khti	G	67	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	3	hnbut	hɨnbut	ADI	67	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	3	lmbuit	lɨmbui̯t	F	67	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	3	tmbuit	tɨmbui̯t	KL	67	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	3	tmbut	tɨmbut	J	67	9	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
112	hand	1	ta	ta	ABCEI	67	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
112	hand	1	te	te	J	67	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
112	hand	2	khd	khdɪʔ	L	67	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
112	hand	2	khtei	khtei̯	H	67	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
112	hand	2	khti	khti	FG	67	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
112	hand	3	khtei	khtei̯	H	67	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
112	hand	3	khti	khti	FG	67	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
112	hand	3	ktei	ktei̯	K	67	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
113	palm	1	p kht	pɔʔ khtɪ	G	67	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
113	palm	1	pta	pɔʔta	ABCDEI	67	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
113	palm	1	pte	pɔʔte	J	67	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
113	palm	2	sla khtei	sla khtei̯	FH	67	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
113	palm	2	sla kht	sla khtɪ	KL	67	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	1	periam	peria̯m	A	67	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	1	priam	pria̯m	BDEI	67	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	1	priam	pʌria̯m	J	67	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	2	priam	pria̯m	BDEI	67	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	2	riam	ʈʃria̯m	C	67	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	3	si reim khtei	siŋ rei̯m khtei̯	F	67	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	4	lu tei	lu tei̯	H	67	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	5	m pria	ʃɨm pria̯	KL	67	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
115	fingernail	1	snem	snem	ABCDEIJ	67	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
115	fingernail	2	tr m	tɨr ʃɪm	KL	67	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
115	fingernail	2	tr sem	tɨr sem	F	67	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
115	fingernail	2	tr sim	tɨr sim	G	67	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
115	fingernail	2	tur sim	tur sim	H	67	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	1	khli hn sia	khli hɨn sia̯	E	67	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	1	khli hen ia	khli hen ʃia̯	CDI	67	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	1	khlia hn ie	khlia̯ hɨn ʃie̯	J	67	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	1	khlie hen ia	khlie̯ hen ʃia̯	B	67	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	1	khlie hen sia	khlie̯ hen sia̯	A	67	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	2	kh eu	khɔ ʃeu̯	F	67	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	2	kh sio	khɔ sio̯	K	67	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	2	kh siu	khɔ siu̯	L	67	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	3	khle hu	khleʔ ghɨʃu	G	67	9	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	4	e mao ria	eŋ mao̯ ria̯ŋ	H	67	10	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
117	foot	1	nia	nia̯	CDE	67	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
117	foot	1	nie	nie̯	ABIJ	67	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
117	foot	2	slak at	slak ʈʃat	F	67	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
117	foot	3	k dat	kɨ dʒat	GL	67	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
117	foot	3	k diat	kɨ dʒia̯t	H	67	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
117	foot	3	khdet	khdʒet	K	67	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	1	i 	ʃi ɪʔ	K	68	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	1	i 	ʃi ɪŋ	L	68	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	1	i ia	ʃi ia̯ŋ	BDIJ	68	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	1	s ia	sɨ ia̯ŋ	A	68	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	1	si e	si eŋ	F	68	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	1	si ia	si ia̯ŋ	CE	68	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	1	e in	ʈʃe in	G	68	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	1	ia	ʈʃia̯ŋ	H	68	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
119	fat	1	l t	lɨ ɔt	ACDEI	68	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
119	fat	1	l t	lɔ ɔt	BJU	68	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0; printed undefined site code U retained for audit
119	fat	2	khelein	khelei̯n	G	68	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
119	fat	2	khlein	khlei̯n	FL	68	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
119	fat	2	khl	khlɪŋ	H	68	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
119	fat	3	s aid	sɨŋ ai̯d	K	68	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
120	skin	1	sne	sneʔ	F	68	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
120	skin	1	snep	snep	K	68	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
120	skin	1	sn	snɪʔ	GHL	68	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
120	skin	1	snia	snia̯ʔ	ABCDEIJ	68	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
121	blood	1	rn	rnɨ	BCIJ	68	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
121	blood	1	rna	rnɨa̯	D	68	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
121	blood	1	rna	rna	AEJ	68	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
121	blood	2	snam	snam	FGKL	68	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
121	blood	3	sam	sɨŋŋam	H	68	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
122	sweat	1	pu ur	pu ur	BCDEJ	68	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
122	sweat	1	pur	pur	AI	68	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
