Item	Site	Response	Transcription	Review	Uncertainty
44	CHE	1	gʌɭi	reviewed	source-raster-coronal
44	KIL	1	gʌɭi	reviewed	source-raster-coronal
44	MET	1	gʌɭi	reviewed	source-raster-coronal
44	CHO	1	gʌɭi	reviewed	source-raster-coronal
44	MAV	1	gʌɭi	reviewed	source-raster-coronal
44	ANA	1	gʌɭi	reviewed	source-raster-coronal
44	BOO	1	gʌɭi	reviewed	source-raster-coronal
44	THA	1	kʌʈʈu	reviewed	source-raster-coronal
44	NEL	1	kʌʈʈɨ	reviewed	source-raster-coronal
45	KUN	1	kʌllɨ	reviewed	
45	KOL	1	kʌllɨ	reviewed	
45	CHE	1	kʌllɨ	reviewed	
45	KIL	1	kʌllɨ	reviewed	
45	MET	1	kʌllɨ	reviewed	
45	CHO	1	kʌllɨ	reviewed	
45	MAV	1	kʌllɨ	reviewed	
45	ANA	1	kʌllʌ	reviewed	
45	BOO	1	kʌllɨ	reviewed	
45	THA	1	kʌllʌ	reviewed	
45	NEL	1	kʌllɨ	reviewed	
46	KUN	1	ʋeɪ	reviewed	source-raster-legacy-glyph-ɪ
46	KOL	1	ʋeɪ	reviewed	source-raster-legacy-glyph-ɪ
46	CHE	1	kʌlʋʌɭi	reviewed	source-raster-coronal
46	KIL	1	ʋʌɪ	reviewed	source-raster-legacy-glyph-ɪ
46	MET	1	ʋʌɪ	reviewed	source-raster-legacy-glyph-ɪ
46	CHO	1	ʋoɪ	reviewed	source-raster-legacy-glyph-ɪ
46	MAV	1	ʋei	reviewed	
46	ANA	1	ʋeɪ	reviewed	source-raster-legacy-glyph-ɪ
46	ANA	2	ʋuɪ	reviewed	source-raster-legacy-glyph-ɪ
46	BOO	1	ɖʌɾi	reviewed	source-raster-coronal
46	THA	1	ʋeɪ	reviewed	source-raster-legacy-glyph-ɪ
46	NEL	1	ʋeɪ	reviewed	source-raster-legacy-glyph-ɪ
47	KUN	1	moɳʌlɨ	reviewed	source-raster-coronal
47	KOL	1	mʌɳɳɨ	reviewed	source-raster-coronal
47	CHE	1	mʌɳɳɨ	reviewed	source-raster-coronal
47	KIL	1	mʌɳɳɨ	reviewed	source-raster-coronal
47	MET	1	mʌɳɳɨ	reviewed	source-raster-coronal
47	CHO	1	mʌɳɳɨ	reviewed	source-raster-coronal
47	MAV	1	mʌɳɳɨ	reviewed	source-raster-coronal
47	ANA	1	mʌɳɳɨ	reviewed	source-raster-coronal
47	BOO	1	mʌɳɳɨ	reviewed	source-raster-coronal
47	THA	1	mʌɳɳɨ	reviewed	source-raster-coronal
47	NEL	1	mʌɳɳɨ	reviewed	source-raster-coronal
48	KUN	1	t̪i	reviewed	source-raster-coronal
48	KOL	1	t̪i	reviewed	source-raster-coronal
48	CHE	1	t̪i	reviewed	source-raster-coronal
48	KIL	1	t̪i	reviewed	source-raster-coronal
48	MET	1	t̪i	reviewed	source-raster-coronal
48	CHO	1	t̪i	reviewed	source-raster-coronal
48	MAV	1	t̪i	reviewed	source-raster-coronal
48	ANA	1	t̪i	reviewed	source-raster-coronal
48	BOO	1	biŋki	reviewed	
48	THA	1	t̪i	reviewed	source-raster-coronal
48	NEL	1	t̪i	reviewed	source-raster-coronal
49	KUN	1	pogɛ	reviewed	
49	KOL	1	pogɛ	reviewed	
49	CHE	1	pogɛ	reviewed	
49	KIL	1	pogɛ	reviewed	
49	MET	1	pogɛ	reviewed	
49	CHO	1	pogɛ	reviewed	
49	MAV	1	pogɛ	reviewed	
49	ANA	1	pogɛ	reviewed	
49	BOO	1	ogʌ	reviewed	
49	THA	1	pohʌ	reviewed	
49	NEL	1	pogɛ	reviewed	
50	KUN	1	bud̪i	reviewed	source-raster-coronal
50	KOL	1	bud̪i	reviewed	source-raster-coronal
50	CHE	1	bud̪i	reviewed	source-raster-coronal
50	KIL	1	bud̪i	reviewed	source-raster-coronal
50	MET	1	bud̪i	reviewed	source-raster-coronal
50	CHO	1	bud̪i	reviewed	source-raster-coronal
50	MAV	1	bud̪i	reviewed	source-raster-coronal
50	ANA	1	bud̪i	reviewed	source-raster-coronal
50	BOO	1	bud̪i	reviewed	source-raster-coronal
50	THA	1	kukkɛ	reviewed	
50	NEL	1	kukkʌ	reviewed	
51	KUN	1	kosʌɾɨ	reviewed	
51	KOL	1	kotʃʌɾ	reviewed	source-raster-affricate
51	CHE	1	seɾɨ	reviewed	
51	KIL	1	seɾu	reviewed	
51	MET	1	seɾɨ	reviewed	
51	CHO	1	goɾe	reviewed	
51	MAV	1	goɾe	reviewed	
51	ANA	1	goɾe	reviewed	
51	BOO	1	goɾʌ	reviewed	
51	THA	1	seɾɨ	reviewed	
51	NEL	1	seɾu	reviewed	
52	KUN	1	ɖutʃi	reviewed	source-raster-coronal; source-raster-affricate
52	KOL	1	ɖulu	reviewed	source-raster-coronal
52	CHE	1	ɖuli	reviewed	source-raster-coronal
52	KIL	1	ɖuʃi	reviewed	source-raster-coronal
52	CHO	1	ɖuʃi	reviewed	source-raster-coronal
52	MAV	1	ɖumbu	reviewed	source-raster-coronal
52	ANA	1	ɖumbu	reviewed	source-raster-coronal
52	BOO	1	ɖuʃi	reviewed	source-raster-coronal
52	THA	1	ɖuʃi	reviewed	source-raster-coronal
52	NEL	1	ɖuʃi	reviewed	source-raster-coronal
53	KUN	1	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	KOL	1	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	CHE	1	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	CHE	2	tʃinnʌ	reviewed	source-raster-affricate
53	KIL	1	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	MET	1	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	CHO	1	sinnʌ	reviewed	
53	MAV	1	sinnʌ	reviewed	
53	ANA	1	ʃinnʌ	reviewed	
53	BOO	1	sinnʌ	reviewed	
53	THA	1	t̪ʌŋgʌ	reviewed	source-raster-coronal
53	NEL	1	t̪ʌŋgõ	reviewed	source-raster-coronal; source-raster-nasalization
54	KUN	1	mʌɾʌ	reviewed	
54	KOL	1	mʌɾʌ	reviewed	
54	CHE	1	mʌɾʌ	reviewed	
54	KIL	1	mʌɾʌ	reviewed	
54	MET	1	mʌɾʌ	reviewed	
54	CHO	1	mʌɾʌ	reviewed	
54	MAV	1	mʌɾʌ	reviewed	
54	ANA	1	mʌɾʌ	reviewed	
54	BOO	1	mʌɾʌ	reviewed	
54	THA	1	mʌɾʌ	reviewed	
54	NEL	1	mʌɾʌ	reviewed	
55	KUN	1	ilɛ	reviewed	source-raster-vowel
55	KOL	1	ɛle	reviewed	
55	CHE	1	ɛlɛ	reviewed	
55	KIL	1	ɛlɛ	reviewed	
55	MET	1	ile	reviewed	source-raster-vowel
55	CHO	1	pʌlʌ	reviewed	
55	MAV	1	ɛle	reviewed	
55	ANA	1	soppɨ	reviewed	
55	BOO	1	ɛlʌ	reviewed	
55	THA	1	ɛlɛ	reviewed	
55	NEL	1	ɛlʌ	reviewed	
56	KUN	1	ʋeɾɨ	reviewed	
56	KOL	1	ʋeɾɨ	reviewed	
56	CHE	1	ʋeɾɨ	reviewed	
56	KIL	1	ʋeɾu	reviewed	
56	MET	1	ʋeɾɨ	reviewed	
56	CHO	1	ʋeɾɨ	reviewed	
56	MAV	1	ʋeɾɨ	reviewed	
56	ANA	1	ʋeɾɨ	reviewed	
56	BOO	1	beɾɨ	reviewed	
56	THA	1	ʋeɾ	reviewed	
56	NEL	1	ʋeɾɨ	reviewed	
57	KUN	1	muɭɭɨ	reviewed	source-raster-coronal
57	KOL	1	muɭɭu	reviewed	source-raster-coronal
57	CHE	1	muɭɭɨ	reviewed	source-raster-coronal
57	KIL	1	muɭɭɨ	reviewed	source-raster-coronal
57	MET	1	muɭɭɨ	reviewed	source-raster-coronal
57	CHO	1	muɭɭɨ	reviewed	source-raster-coronal
57	MAV	1	muɭɭu	reviewed	source-raster-coronal
57	ANA	1	muɭɭɨ	reviewed	source-raster-coronal
57	BOO	1	muɭɭɨ	reviewed	source-raster-coronal
57	THA	1	muɭɭɨ	reviewed	source-raster-coronal
57	NEL	1	muɭɭɨ	reviewed	source-raster-coronal
58	KUN	1	pu	reviewed	
58	KOL	1	pu	reviewed	
58	CHE	1	pu	reviewed	
58	KIL	1	pu	reviewed	
58	MET	1	pu	reviewed	
58	CHO	1	pu	reviewed	
58	MAV	1	pu	reviewed	
58	ANA	1	pu	reviewed	
58	BOO	1	ʋu	reviewed	
58	THA	1	pu	reviewed	
58	NEL	1	pu	reviewed	
59	KUN	1	pʌmmɨ	reviewed	
59	KOL	1	pʌmmu	reviewed	
59	CHE	1	pʌmmɨ	reviewed	
59	KIL	1	pʌmmɨ	reviewed	
59	MET	1	pʌmmɨ	reviewed	
59	CHO	1	pʌmu	reviewed	
59	MAV	1	pʌmu	reviewed	
59	ANA	1	pʌmɨ	reviewed	
59	BOO	1	ɛnnɨ	reviewed	
59	THA	1	pʌm	reviewed	
59	NEL	1	pʌmu	reviewed	
60	KUN	1	mʌʋʌpʌmmɨ	reviewed	
60	KOL	1	mʌʋʌpʌmmu	reviewed	
60	CHE	1	mʌʋʌpʌmmɨ	reviewed	
60	KIL	1	mʌʋepʌmmu	reviewed	
60	MET	1	mʌʋʌpʌmmɨ	reviewed	
60	CHO	1	mʌʋʌpʌmu	reviewed	
60	MAV	1	mʌʋʌpʌmu	reviewed	
60	ANA	1	mʌʋʌpʌmɨ	reviewed	
60	BOO	1	mʌʋʌnennɨ	reviewed	
60	THA	1	mʌʋʌmbʌm	reviewed	
60	NEL	1	mʌmbʌlʌ	reviewed	
61	KUN	1	ʋʌpʌmmɨ	reviewed	
61	KOL	1	ʋʌpʌmmu	reviewed	
61	CHE	1	ʋʌpʌmmɨ	reviewed	
61	KIL	1	ʋʌpʌmmɨ	reviewed	
61	MET	1	ʋʌpʌmmɨ	reviewed	
61	CHO	1	ʋʌpʌmu	reviewed	
61	MAV	1	ʋʌpʌmu	reviewed	
61	ANA	1	ʋʌpʌmɨ	reviewed	
61	BOO	1	bʌlʌennɨ	reviewed	
61	THA	1	ʋʌpʌm	reviewed	
61	NEL	1	pʌmu	reviewed	
62	KUN	1	gʌɲʤʌ	reviewed	source-raster-affricate
62	KOL	1	god̪umbe	reviewed	source-raster-coronal
62	CHE	1	god̪umbe	reviewed	source-raster-coronal
62	KIL	1	god̪umbe	reviewed	source-raster-coronal
62	MET	1	god̪umbe	reviewed	source-raster-coronal
62	CHO	1	god̪umbʌ	reviewed	source-raster-coronal
62	MAV	1	god̪uʋʌ	reviewed	source-raster-coronal
62	ANA	1	god̪ʋʌ	reviewed	source-raster-coronal
62	BOO	1	god̪iʋʌ	reviewed	source-raster-coronal
62	THA	1	kod̪umbi	reviewed	source-raster-coronal
62	NEL	1	god̪ume	reviewed	source-raster-coronal
63	KUN	1	ʌɾʃi	reviewed	source-raster-affricate
63	KOL	1	ʌɾtʃi	reviewed	source-raster-affricate
63	CHE	1	ʌɾisi	reviewed	
63	KIL	1	ʌɾtʃi	reviewed	source-raster-affricate
63	MET	1	ʌɾtʃi	reviewed	source-raster-affricate
63	CHO	1	ʌɾtʃi	reviewed	source-raster-affricate
63	MAV	1	ʌɾʃi	reviewed	source-raster-affricate
63	ANA	1	ʌʃi	reviewed	source-raster-affricate
63	BOO	1	ʌkki	reviewed	
63	THA	1	ʌɾisi	reviewed	
63	NEL	1	ʌɾisi	reviewed	
64	KUN	1	d̪oɾekʌŋgɨ	reviewed	source-raster-coronal
64	KOL	1	d̪oɾekʌŋgu	reviewed	source-raster-coronal
64	CHE	1	duɾekʌŋgɨ	reviewed	
64	KIL	1	d̪oɾekʌŋgɨ	reviewed	source-raster-coronal
64	MET	1	d̪oɾekʌŋgɨ	reviewed	source-raster-coronal
64	CHO	1	kʌŋgɨ	reviewed	
64	MAV	1	kʌŋgu	reviewed	
64	ANA	1	kʌŋgɨ	reviewed	
64	BOO	1	kʌlʌŋgɨ	reviewed	
64	THA	1	uɾuɭʌkʌsʌŋgɨ	reviewed	source-raster-coronal
64	NEL	1	uɾuɭʌkiɭʌŋgɨ	reviewed	source-raster-coronal
65	KUN	1	ʌni	reviewed	
65	KOL	1	ʌne	reviewed	
65	CHE	1	ʌne	reviewed	
65	KIL	1	ʌneɪ	reviewed	source-raster-legacy-glyph-ɪ
65	MET	1	ʌnɛ	reviewed	source-raster-vowel
65	CHO	1	ʌne	reviewed	
65	MAV	1	ʌne	reviewed	
65	ANA	1	ʌne	reviewed	
65	BOO	1	ʌnʌ	reviewed	
65	THA	1	ʌnʌɪ	reviewed	source-raster-legacy-glyph-ɪ
65	NEL	1	ʌnʌ	reviewed	
66	KUN	1	ʋeɾkʌɖʌlʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	KOL	1	ʋeɾkʌɖʌle	reviewed	source-raster-coronal
66	CHE	1	ʋeɾkʌɖʌlʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	KIL	1	ʋeɾkʌɖʌle	reviewed	source-raster-coronal
66	MET	1	ʋeɾkʌɖʌle	reviewed	source-raster-coronal
66	CHO	1	kʌɖʌle	reviewed	source-raster-coronal
66	MAV	1	ʋeɾkʌɖʌlʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	ANA	1	lelukʌɭʌkʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	BOO	1	nʌlʌkʌɭʌkʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	THA	1	kʌɖlʌɪ kʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
66	NEL	1	poʈʈukʌɖʌlʌ	reviewed	source-raster-coronal
67	KUN	1	peɾʌŋgi	reviewed	
67	KOL	1	peɾʌŋgi	reviewed	
67	CHE	1	pʌɾeŋgi	reviewed	
67	KIL	1	peɾʌŋgi	reviewed	
67	MET	1	peɾʌŋgi	reviewed	
67	CHO	1	peɾeŋgi	reviewed	
67	MAV	1	peɾʌŋgi	reviewed	
67	ANA	1	peɾeŋgi	reviewed	
67	BOO	1	ʌɾimentʃikʌɪ	reviewed	source-raster-affricate; source-raster-legacy-glyph-ɪ
67	THA	1	mʌɭʌkʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
67	NEL	1	moɭʌkʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
68	KUN	1	mʌɲʤʌ	reviewed	source-raster-affricate
68	KOL	1	mʌɲʤʌ	reviewed	source-raster-affricate
68	CHE	1	mʌɲʤʌ	reviewed	source-raster-affricate
68	KIL	1	mʌɲʤʌ	reviewed	source-raster-affricate
68	MET	1	mʌɲʤʌ	reviewed	source-raster-affricate
68	CHO	1	mʌɲʤʌ	reviewed	source-raster-affricate
68	MAV	1	mʌɲʤʌ	reviewed	source-raster-affricate
68	ANA	1	mʌɲʤʌ	reviewed	source-raster-affricate
68	BOO	1	eɾuʃnʌ	reviewed	
68	THA	1	mʌɲʤʌ	reviewed	source-raster-affricate
68	NEL	1	mʌɲʤʌl	reviewed	source-raster-affricate
69	KUN	1	ʋeɭʌʋeŋgijʌ	reviewed	source-raster-coronal
69	KOL	1	ʋeɭʌʋeŋgiʌ	reviewed	source-raster-coronal
69	CHE	1	ʋeɭʌʋeŋgiʌ	reviewed	source-raster-coronal
69	KIL	1	ʋeɭʌʋeŋgijʌ	reviewed	source-raster-coronal
69	MET	1	ʋeɭʌʋeŋgijʌ	reviewed	source-raster-coronal
69	CHO	1	ʋeɭʌʋeŋgijʌ	reviewed	source-raster-coronal
69	MAV	1	ʋeɭʌʋeŋgiʌ	reviewed	source-raster-coronal
69	ANA	1	ʋeɭɭeʋeŋgiʌ	reviewed	source-raster-coronal
69	BOO	1	beɭuɭi	reviewed	source-raster-coronal
69	NEL	1	ʋeɭʌpuɳɖi	reviewed	source-raster-coronal
70	KUN	1	d̪ombʌpʌmmɨ	reviewed	source-raster-coronal
70	KOL	1	d̪ombʌpʌmmu	reviewed	source-raster-coronal
70	CHE	1	t̪ombʌpʌmmɨ	reviewed	source-raster-coronal
70	KIL	1	t̪ʌkkʌɭi	reviewed	source-raster-coronal
70	MET	1	d̪ombʌpʌmmɨ	reviewed	source-raster-coronal
70	CHO	1	d̪ombʌkʌji	reviewed	source-raster-coronal
70	MAV	1	d̪ombʌpʌmu	reviewed	source-raster-coronal
70	ANA	1	d̪ombʌpʌm	reviewed	source-raster-coronal
70	BOO	1	d̪ombennɨ	reviewed	source-raster-coronal
70	THA	1	t̪ʌkkʌɭipʌm	reviewed	source-raster-coronal
70	NEL	1	t̪ʌkkʌɭi	reviewed	source-raster-coronal
71	KUN	1	muʈʈʌkosi	reviewed	source-raster-coronal
71	KOL	1	gosumoʈʈʌ	reviewed	source-raster-coronal
71	CHE	1	muʈʈʌkosɨ	reviewed	source-raster-coronal
71	KIL	1	gosumoʈʈʌ	reviewed	source-raster-coronal
71	MET	1	gosumoʈʈʌ	reviewed	source-raster-coronal
71	CHO	1	muʈʈʌgosɨ	reviewed	source-raster-coronal
71	MAV	1	moʈʈʌkosu	reviewed	source-raster-coronal
71	ANA	1	muʈʈʌkosɨ	reviewed	source-raster-coronal
71	BOO	1	moʈʈʌkosɨ	reviewed	source-raster-coronal
71	THA	1	moʈigos	reviewed	source-raster-coronal
71	NEL	1	moʈʈʌkosɨ	reviewed	source-raster-coronal
72	KUN	1	ɛɳɳʌ	reviewed	source-raster-coronal
72	KOL	1	ɛɳɳe	reviewed	source-raster-coronal
72	CHE	1	ɛɳɳe	reviewed	source-raster-coronal
72	KIL	1	oɳɳeɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
72	MET	1	ɛɳɳe	reviewed	source-raster-coronal
72	CHO	1	ɛɳɳʌɛ	reviewed	source-raster-coronal; source-raster-vowel
72	MAV	1	ɛɳɳe	reviewed	source-raster-coronal
72	ANA	1	ɛɳɳe	reviewed	source-raster-coronal
72	BOO	1	ɛɳɳʌ	reviewed	source-raster-coronal
72	THA	1	ɛɳɳe	reviewed	source-raster-coronal
72	NEL	1	ɛɳɳe	reviewed	source-raster-coronal
73	KUN	1	uppɨ	reviewed	
73	KOL	1	uppu	reviewed	
73	CHE	1	uppɨ	reviewed	
73	KIL	1	uppɨ	reviewed	
73	MET	1	uppu	reviewed	
73	CHO	1	uppɨ	reviewed	
73	MAV	1	uppu	reviewed	
73	ANA	1	uppɨ	reviewed	
73	BOO	1	uppɨ	reviewed	
73	THA	1	uppɨ	reviewed	
73	NEL	1	uppɨ	reviewed	
74	KUN	1	kʌɾi	reviewed	
74	KOL	1	kʌɾi	reviewed	
74	CHE	1	kʌɾi	reviewed	
74	KIL	1	kʌɾi	reviewed	
74	MET	1	kʌɾi	reviewed	
74	CHO	1	kʌɾi	reviewed	
74	MAV	1	kʌɾi	reviewed	
74	ANA	1	kʌɾi	reviewed	
74	BOO	1	bʌɖɨ	reviewed	source-raster-coronal
74	THA	1	kʌɾi	reviewed	
74	NEL	1	kʌɾi	reviewed	
75	KUN	1	minɨ	reviewed	
75	KOL	1	minu	reviewed	
75	CHE	1	minɨ	reviewed	
75	KIL	1	min	reviewed	
75	MET	1	minɨ	reviewed	
75	CHO	1	minɨ	reviewed	
75	MAV	1	minɨ	reviewed	
75	ANA	1	minɨ	reviewed	
75	BOO	1	minɨ	reviewed	
75	THA	1	min	reviewed	
75	NEL	1	minu	reviewed	
76	KUN	1	koʤi	reviewed	source-raster-affricate
76	KOL	1	koʤi	reviewed	source-raster-affricate
76	CHE	1	koʤi	reviewed	source-raster-affricate
76	KIL	1	koʤi	reviewed	source-raster-affricate
76	MET	1	koʤi	reviewed	source-raster-affricate
76	CHO	1	koʤi	reviewed	source-raster-affricate
76	MAV	1	koʤi	reviewed	source-raster-affricate
76	ANA	1	koʤi	reviewed	source-raster-affricate
76	BOO	1	koʤi	reviewed	source-raster-affricate
76	THA	1	koɪ	reviewed	source-raster-legacy-glyph-ɪ
76	NEL	1	koʤi	reviewed	source-raster-affricate
77	KUN	1	muʈʈʌ	reviewed	source-raster-coronal
77	KOL	1	muʈʈe	reviewed	source-raster-coronal
77	CHE	1	muʈʈʌ	reviewed	source-raster-coronal
77	KIL	1	muʈʈe	reviewed	source-raster-coronal
77	MET	1	muʈʈʌ	reviewed	source-raster-coronal
77	CHO	1	muʈʈʌ	reviewed	source-raster-coronal
77	MAV	1	muʈʈʌ	reviewed	source-raster-coronal
77	ANA	1	muʈʈe	reviewed	source-raster-coronal
77	BOO	1	moʈʈʌ	reviewed	source-raster-coronal
77	THA	1	muʈʈe	reviewed	source-raster-coronal
77	NEL	1	muʈʈʌ	reviewed	source-raster-coronal
78	KUN	1	mʌɖɨ	reviewed	source-raster-coronal
78	KOL	1	mʌɖɨ	reviewed	source-raster-coronal
78	CHE	1	mʌɖɨ	reviewed	source-raster-coronal
78	KIL	1	mʌɖɨ	reviewed	source-raster-coronal
78	MET	1	mʌɖɨ	reviewed	source-raster-coronal
78	CHO	1	mʌɖɨ	reviewed	source-raster-coronal
78	MAV	1	mʌɖu	reviewed	source-raster-coronal
78	ANA	1	mʌɖɨ	reviewed	source-raster-coronal
78	BOO	1	ʌsu	reviewed	
78	THA	1	mʌɖɨ	reviewed	source-raster-coronal
78	NEL	1	mʌɖɨ	reviewed	source-raster-coronal
79	KUN	1	pʌlɨ	reviewed	
79	KOL	1	pʌlɨ	reviewed	
79	CHE	1	pʌlɨ	reviewed	
79	KIL	1	pʌlʌ	reviewed	
79	MET	1	pʌlɨ	reviewed	
79	CHO	1	pʌlɨ	reviewed	
79	MAV	1	pʌlu	reviewed	
79	ANA	1	pʌlɨ	reviewed	
79	BOO	1	ʌlu	reviewed	
79	THA	1	pʌlɨ	reviewed	
79	NEL	1	pʌlɨ	reviewed	
80	KUN	1	kombɨ	reviewed	
80	KOL	1	kombu	reviewed	
80	CHE	1	kombɨ	reviewed	
80	KIL	1	kombu	reviewed	
80	MET	1	kombu	reviewed	
80	CHO	1	kombɨ	reviewed	
80	MAV	1	kombu	reviewed	
80	ANA	1	kombɨ	reviewed	
80	BOO	1	kombɨ	reviewed	
80	THA	1	kombu	reviewed	
80	NEL	1	kombu	reviewed	
81	KUN	1	ʋʌlɨ	reviewed	
81	KOL	1	ʋʌlɨ	reviewed	
81	CHE	1	ʋʌlɨ	reviewed	
81	KIL	1	ʋælɨ	reviewed	source-raster-vowel
81	MET	1	ʋʌlɨ	reviewed	
81	CHO	1	ʋʌlɨ	reviewed	
81	MAV	1	ʋʌlɨ	reviewed	
81	ANA	1	ʋʌlɨ	reviewed	
81	BOO	1	bʌlʌ	reviewed	
81	THA	1	ʋʌl	reviewed	
81	NEL	1	ʋʌlɨ	reviewed	
82	KUN	1	ʌɖɨ	reviewed	source-raster-coronal
82	KOL	1	ʌɖɨ	reviewed	source-raster-coronal
82	CHE	1	ʌɖɨ	reviewed	source-raster-coronal
82	KIL	1	ʌɖɨ	reviewed	source-raster-coronal
82	MET	1	ʌɖɨ	reviewed	source-raster-coronal
82	CHO	1	ʌɖɨ	reviewed	source-raster-coronal
82	MAV	1	ʌɖu	reviewed	source-raster-coronal
82	ANA	1	ʌɖɨ	reviewed	source-raster-coronal
82	BOO	1	ʌɖɨ	reviewed	source-raster-coronal
82	THA	1	ʌɖɨ	reviewed	source-raster-coronal
82	NEL	1	ʌɖɨ	reviewed	source-raster-coronal
83	KUN	1	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	KOL	1	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	CHE	1	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	KIL	1	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	MET	1	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	CHO	1	nʌi	reviewed	
83	MAV	1	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	ANA	1	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	BOO	1	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	THA	1	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
83	NEL	1	nʌɪ	reviewed	source-raster-legacy-glyph-ɪ
84	KUN	1	pʌmbɨ	reviewed	
84	KOL	1	pʌmbu	reviewed	
84	CHE	1	pʌmbɨ	reviewed	
84	KIL	1	pʌmbu	reviewed	
84	MET	1	pʌmbɨ	reviewed	
84	CHO	1	pʌmbɨ	reviewed	
84	MAV	1	pʌmbɨ	reviewed	
84	ANA	1	pʌmbɨ	reviewed	
84	BOO	1	ʌʋu	reviewed	
84	THA	1	pʌmbu	reviewed	
84	NEL	1	pʌmbɨ	reviewed	
85	KUN	1	koɖʌ	reviewed	source-raster-coronal
85	KOL	1	koɖʌ	reviewed	source-raster-coronal
85	CHE	1	koɖʌ	reviewed	source-raster-coronal
85	KIL	1	koɖɛ	reviewed	source-raster-coronal
85	MET	1	koɖʌ	reviewed	source-raster-coronal
85	CHO	1	koɖʌ	reviewed	source-raster-coronal
85	CHO	2	koɾʌŋgɨ	reviewed	
85	MAV	1	koɾʌŋgu	reviewed	
85	ANA	1	koɖʌ	reviewed	source-raster-coronal
85	BOO	1	keppi	reviewed	
85	THA	1	koɾʌŋg	reviewed	
85	NEL	1	koɾʌŋgɨ	reviewed	
86	KUN	1	muʈʌ	reviewed	source-raster-coronal
86	KOL	1	kusuɳe	reviewed	source-raster-coronal
86	CHE	1	kusuɳʌ	reviewed	source-raster-coronal
86	KIL	1	kusuɳe	reviewed	source-raster-coronal
86	MET	1	kutʃuɳe	reviewed	source-raster-affricate; source-raster-coronal
86	CHO	1	kusuɳʌ	reviewed	source-raster-coronal
86	MAV	1	kusuɳe	reviewed	source-raster-coronal
86	ANA	1	kusuɳe	reviewed	source-raster-coronal
86	BOO	1	guŋgiɾi	reviewed	
86	THA	1	kusuɳe	reviewed	source-raster-coronal
86	NEL	1	kusuɳe	reviewed	source-raster-coronal
87	KUN	1	uɾumbu	reviewed	
87	KOL	1	iɾumbu	reviewed	
87	CHE	1	iɾumbɨ	reviewed	
87	KIL	1	uɾumbu	reviewed	
87	MET	1	uɾumbu	reviewed	
87	CHO	1	iɾumbu	reviewed	
87	MAV	1	uɾumbu	reviewed	
87	ANA	1	iɾumbɨ	reviewed	
87	BOO	1	eɾu	reviewed	
87	THA	1	eɾumbu	reviewed	
87	NEL	1	uɾumbu	reviewed	
88	KUN	1	tʃolʌn̪d̪i	reviewed	source-raster-affricate; source-raster-coronal
88	KOL	1	tʃolʌn̪d̪i	reviewed	source-raster-affricate; source-raster-coronal
88	CHE	1	tʃolʌn̪d̪i	reviewed	source-raster-affricate; source-raster-coronal
88	KIL	1	solʌn̪d̪i	reviewed	source-raster-coronal
88	MET	1	tʃolʌn̪d̪i	reviewed	source-raster-affricate; source-raster-coronal
88	CHO	1	goɾikkʌ	reviewed	
88	MAV	1	goɾikʌ	reviewed	
88	ANA	1	goɾikʌ	reviewed	
88	BOO	1	goɾkʌ	reviewed	
88	THA	1	pʌkkɨd̪ɨ	reviewed	source-raster-coronal
88	NEL	1	pʌkkɨd̪ɨ	reviewed	source-raster-coronal
89	KUN	1	peɾɨ	reviewed	
89	KOL	1	peɾɨ	reviewed	
89	CHE	1	peɾɨ	reviewed	
89	KIL	1	peɾɨ	reviewed	
89	MET	1	peɾɨ	reviewed	
89	CHO	1	peɾɨ	reviewed	
89	MAV	1	peɾu	reviewed	
89	ANA	1	peɾɨ	reviewed	
89	BOO	1	ɛsuɾɨ	reviewed	
89	THA	1	peɾɨ	reviewed	
89	NEL	1	peɾɨ	reviewed	
90	KUN	1	gʌɳɖisu	reviewed	source-raster-coronal
90	KOL	1	gʌɳɖisu	reviewed	source-raster-coronal
