Item	Gloss	Site	Response	Group	PDF_Page	Printed_Page	Column	Raw_OCR	Palakkad_Kunjapana_Control	Transcription	Review	Uncertainty
24	roof	KUN	1	1	33	28	1	oda		oɖɨ	reviewed	source-raster-coronal
24	roof	KOL	1	1	33	28	1	oda		oɖɨ	reviewed	source-raster-coronal
24	roof	CHE	1	2	33	28	1	bari		bʌɾi	reviewed	
24	roof	KIL	1	1	33	28	1	odé		oɖɨ	reviewed	source-raster-coronal
24	roof	MET	1	1	33	28	1	odé		oɖɨ	reviewed	source-raster-coronal
24	roof	CHO	1	1	33	28	1	odqu		oɖu	reviewed	source-raster-coronal
24	roof	MAV	1	1	33	28	1	oqu		oɖu	reviewed	source-raster-coronal
24	roof	ANA	1	1	33	28	1	odi		oɖɨ	reviewed	source-raster-coronal
24	roof	BOO	1	1	33	28	1	odé		oɖɨ	reviewed	source-raster-coronal
24	roof	THA	1	3	33	28	1	ville		ʋillɛ	reviewed	source-raster-vowel
24	roof	NEL	1	1	33	28	1	oda		oɖɨ	reviewed	source-raster-coronal
25	door	KUN	1	1,3	33	28	1	padili	ʋæsʌ	pʌɖilɨ	reviewed	source-raster-coronal
25	door	KOL	1	1,3	33	28	1	paqili	ʋæsʌ	pʌɖilɨ	reviewed	source-raster-coronal
25	door	CHE	1	1,3	33	28	1	padilé	ʋæsʌ	pʌɖilɨ	reviewed	source-raster-coronal
25	door	KIL	1	1,3	33	28	1	paqili	ʋæsʌ	pʌɖilɨ	reviewed	source-raster-coronal
25	door	MET	1	1,3	33	28	1	padili	ʋæsʌ	pʌɖilɨ	reviewed	source-raster-coronal
25	door	CHO	1	2	33	28	1	vasa	ʋæsʌ	ʋʌsʌ	reviewed	
25	door	MAV	1	2	33	28	1	vasa	ʋæsʌ	ʋʌsʌ	reviewed	
25	door	ANA	1	2	33	28	1	vasa	ʋæsʌ	ʋʌsʌ	reviewed	
25	door	BOO	1	3	33	28	1	bakrlu	ʋæsʌ	bʌkɨlu	reviewed	
25	door	THA	1	4	33	28	1	kadavu	ʋæsʌ	kʌɖʌʋu	reviewed	source-raster-coronal
25	door	NEL	1	4	33	28	1	kadavu	ʋæsʌ	kʌɖʌʋu	reviewed	source-raster-coronal
26	firewood	KUN	1	1	33	28	1	varagi	ʋʌrɑgɨ	ʋʌɾʌgɨ	reviewed	
26	firewood	KOL	1	1	33	28	1	varagi	ʋʌrɑgɨ	ʋʌɾʌgɨ	reviewed	
26	firewood	CHE	1	1	33	28	1	veragé	ʋʌrɑgɨ	ʋeɾʌgɨ	reviewed	
26	firewood	KIL	1	1	33	28	1	varagu	ʋʌrɑgɨ	ʋʌɾʌgu	reviewed	
26	firewood	MET	1	2	33	28	1	varu	ʋʌrɑgɨ	ʋʌɾu	reviewed	
26	firewood	CHO	1	1	33	28	1	varagé	ʋʌrɑgɨ	ʋʌɾʌgɨ	reviewed	
26	firewood	MAV	1	1	33	28	1	varagu	ʋʌrɑgɨ	ʋʌɾʌgu	reviewed	
26	firewood	ANA	1	1	33	28	1	varagi	ʋʌrɑgɨ	ʋʌɾʌgɨ	reviewed	
26	firewood	BOO	1	3	33	28	1	sovda	ʋʌrɑgɨ	soʋɖʌ	reviewed	source-raster-coronal
26	firewood	THA	1	1	33	28	1	varagi	ʋʌrɑgɨ	ʋʌɾʌgɨ	reviewed	
26	firewood	NEL	1	1	33	28	1	veragé	ʋʌrɑgɨ	ʋeɾʌgɨ	reviewed	
27	broom	KUN	1	1	33	28	2	mardi	mɑrɨ	mɑɾɨ	reviewed	source-raster-vowel
27	broom	KOL	1	1	33	28	2	maré	mɑrɨ	mɑɾɨ	reviewed	source-raster-vowel
27	broom	CHE	1	1	33	28	2	maré4	mɑrɨ	mɑɾɨ	reviewed	source-raster-vowel
27	broom	KIL	1	1	33	28	2	maru	mɑrɨ	mɑɾu	reviewed	source-raster-vowel
27	broom	MET	1	1	33	28	2	maru	mɑrɨ	mɑɾu	reviewed	source-raster-vowel
27	broom	CHO	1	2	33	28	2	sive	mɑrɨ	siʋe	reviewed	
27	broom	MAV	1	2	33	28	2	sive	mɑrɨ	siʋe	reviewed	
27	broom	ANA	1	2	33	28	2	sive	mɑrɨ	siʋe	reviewed	
27	broom	BOO	1	3	33	28	2	rqukulu	mɑrɨ	ɨɖukulu	reviewed	source-raster-coronal; source-raster-vowel
27	broom	THA	1	1	33	28	2	maré	mɑrɨ	mɑɾɨ	reviewed	source-raster-vowel
27	broom	NEL	1	1	33	28	2	maré	mɑrɨ	mɑɾɨ	reviewed	source-raster-vowel
28	axe (for cutting wood)	KUN	1	1	33	28	2	kodali	koɖɑli	koɖʌli	reviewed	source-raster-coronal
28	axe (for cutting wood)	KOL	1	1	33	28	2	kodali	koɖɑli	koɖʌli	reviewed	source-raster-coronal
28	axe (for cutting wood)	CHE	1	1	33	28	2	kodali	koɖɑli	koɖʌli	reviewed	source-raster-coronal
28	axe (for cutting wood)	KIL	1	1	33	28	2	kodali	koɖɑli	koɖʌli	reviewed	source-raster-coronal
28	axe (for cutting wood)	MET	1	1	33	28	2	kodali	koɖɑli	koɖʌli	reviewed	source-raster-coronal
28	axe (for cutting wood)	CHO	1	1	33	28	2	kodali	koɖɑli	koɖʌli	reviewed	source-raster-coronal
28	axe (for cutting wood)	MAV	1	1	33	28	2	kodali	koɖɑli	koɖʌli	reviewed	source-raster-coronal
28	axe (for cutting wood)	ANA	1	1	33	28	2	kodali	koɖɑli	koɖʌli	reviewed	source-raster-coronal
28	axe (for cutting wood)	BOO	1	2	33	28	2	kollLi	koɖɑli	koɭɭi	reviewed	source-raster-coronal
28	axe (for cutting wood)	THA	1	1	33	28	2	koqali	koɖɑli	koɖʌli	reviewed	source-raster-coronal
28	axe (for cutting wood)	NEL	1	1	33	28	2	kodali	koɖɑli	koɖʌli	reviewed	source-raster-coronal
29	rope	KUN	1	1	33	28	2	kanni	kʌɳɳɪ	kʌɳɳi	reviewed	source-raster-coronal
29	rope	KOL	1	1	33	28	2	kanni	kʌɳɳɪ	kʌɳɳi	reviewed	source-raster-coronal
29	rope	CHE	1	1	33	28	2	Kanni	kʌɳɳɪ	kʌɳɳi	reviewed	source-raster-coronal
29	rope	KIL	1	1	33	28	2	kanni	kʌɳɳɪ	kʌɳɳi	reviewed	source-raster-coronal
29	rope	MET	1	1	33	28	2	kanni	kʌɳɳɪ	kʌɳɳi	reviewed	source-raster-coronal
29	rope	CHO	1	1	33	28	2	kanni	kʌɳɳɪ	kʌɳɳi	reviewed	source-raster-coronal
29	rope	MAV	1	1	33	28	3	kKanni	kʌɳɳɪ	kʌɳɳi	reviewed	source-raster-coronal
29	rope	ANA	1	2	33	28	3	agga	kʌɳɳɪ	ʌggʌ	reviewed	
29	rope	BOO	1	2	33	28	3	agga	kʌɳɳɪ	ʌggʌ	reviewed	
29	rope	THA	1	1	33	28	3	kKanni	kʌɳɳɪ	kʌɳɳi	reviewed	source-raster-coronal
29	rope	NEL	1	3	33	28	3	kajiri	kʌɳɳɪ	kʌjiɾɨ	reviewed	
30	thread	KUN	1	1	33	28	3	nulé	nulu	nulɨ	reviewed	
30	thread	KOL	1	1	33	28	3	nulu	nulu	nulu	reviewed	
30	thread	CHE	1	1	33	28	3	nulé	nulu	nulɨ	reviewed	
30	thread	KIL	1	1	33	28	3	nulé	nulu	nulɨ	reviewed	
30	thread	MET	1	1	33	28	3	nulu	nulu	nulu	reviewed	
30	thread	CHO	1	1	33	28	3	nulu	nulu	nulu	reviewed	
30	thread	MAV	1	1	33	28	3	nulu	nulu	nulu	reviewed	
30	thread	ANA	1	1	33	28	3	nulu	nulu	nulu	reviewed	
30	thread	BOO	1	1	33	28	3	nuld	nulu	nulɨ	reviewed	
30	thread	THA	1	1	33	28	3	nulé	nulu	nulɨ	reviewed	
30	thread	NEL	1	1	33	28	3	nulu	nulu	nulu	reviewed	
31	needle	KUN	1	1	33	28	3	nunzi	nuɲdʒi	nuɲʤi	reviewed	source-raster-affricate
31	needle	KOL	1	1	33	28	3	nunzi	nuɲdʒi	nuɲʤi	reviewed	source-raster-affricate
31	needle	CHE	1	1	33	28	3	nupzi	nuɲdʒi	nuɲʤi	reviewed	source-raster-affricate
31	needle	KIL	1	1	33	28	3	nungzi	nuɲdʒi	nuɲʤi	reviewed	source-raster-affricate
31	needle	MET	1	1	33	28	3	nunzi	nuɲdʒi	nuɲʤi	reviewed	source-raster-affricate
31	needle	CHO	1	1,2	33	28	3	tsunszi	nuɲdʒi	tʃuɲʤi	reviewed	source-raster-affricate
31	needle	MAV	1	1	33	28	3	nunzi	nuɲdʒi	nuɲʤi	reviewed	source-raster-affricate
31	needle	MAV	2	1,2	33	28	3	tsunzi	nuɲdʒi	tʃuɲʤi	reviewed	source-raster-affricate
31	needle	ANA	1	1,2	33	28	3	tSunzi	nuɲdʒi	tʃuɲʤi	reviewed	source-raster-affricate
31	needle	BOO	1	2	33	28	3	tsusi	nuɲdʒi	tʃuʒi	reviewed	source-raster-affricate
31	needle	THA	1	3	33	28	3	usfi	nuɲdʒi	uʃi	reviewed	
31	needle	NEL	1	3,4	33	28	3	usi	nuɲdʒi	usi	reviewed	
32	cloth	KUN	1	1	34	29	1	tsile	tʃile	tʃile	reviewed	source-raster-affricate
32	cloth	KOL	1	1	34	29	1	tfsile	tʃile	tʃile	reviewed	source-raster-affricate
32	cloth	CHE	1	1	34	29	1	tfsile	tʃile	tʃile	reviewed	source-raster-affricate
32	cloth	KIL	1	1	34	29	1	tsile	tʃile	tʃile	reviewed	source-raster-affricate
32	cloth	MET	1	1	34	29	1	tyile	tʃile	tʃile	reviewed	source-raster-affricate
32	cloth	CHO	1	1	34	29	1	tfsile	tʃile	tʃile	reviewed	source-raster-affricate
32	cloth	MAV	1	2	34	29	1	batte	tʃile	bʌʈʈe	reviewed	source-raster-coronal
32	cloth	ANA	1	1	34	29	1	tfile	tʃile	tʃile	reviewed	source-raster-affricate
32	cloth	ANA	2	2	34	29	1	batte	tʃile	bʌʈʈe	reviewed	source-raster-coronal
32	cloth	BOO	1	2	34	29	1	batta	tʃile	bʌʈʈʌ	reviewed	source-raster-coronal
32	cloth	THA	1	1	34	29	1	sile	tʃile	silɛ	reviewed	
32	cloth	NEL	1	3	34	29	1	tuni	tʃile	t̪uɳi	reviewed	source-raster-coronal
33	ring (gold band)	KUN	1	1	34	29	1	mogara	mod̪ɪɾʌm	mod̪ʌɾʌ	reviewed	source-raster-coronal
33	ring (gold band)	KOL	1	1	34	29	1	modira	mod̪ɪɾʌm	mod̪iɾʌ	reviewed	source-raster-coronal
33	ring (gold band)	CHE	1	1	34	29	1	modira	mod̪ɪɾʌm	mod̪iɾʌ	reviewed	source-raster-coronal
33	ring (gold band)	KIL	1	1	34	29	1	modra	mod̪ɪɾʌm	mod̪ɾʌ	reviewed	source-raster-coronal
33	ring (gold band)	MET	1	1	34	29	1	modira	mod̪ɪɾʌm	mod̪iɾʌ	reviewed	source-raster-coronal
33	ring (gold band)	CHO	1	1	34	29	1	modura	mod̪ɪɾʌm	mod̪uɾʌ	reviewed	source-raster-coronal
33	ring (gold band)	MAV	1	1	34	29	1	modura	mod̪ɪɾʌm	mod̪uɾʌ	reviewed	source-raster-coronal
33	ring (gold band)	ANA	1	1	34	29	1	modra	mod̪ɪɾʌm	mod̪ɾʌ	reviewed	source-raster-coronal
33	ring (gold band)	BOO	1	2	34	29	1	ungra	mod̪ɪɾʌm	uŋgɾʌ	reviewed	
33	ring (gold band)	THA	1	1	34	29	1	modars	mod̪ɪɾʌm	mod̪ʌɾõ	reviewed	source-raster-coronal; source-raster-nasalization
33	ring (gold band)	NEL	1	1	34	29	1	modré	mod̪ɪɾʌm	mod̪ɾõ	reviewed	source-raster-coronal; source-raster-nasalization
34	sun	KUN	1	1	34	29	1	podé	suːɾɪjʌ	poɖɨ	reviewed	source-raster-coronal
34	sun	KOL	1	1	34	29	1	podu	suːɾɪjʌ	poɖu	reviewed	source-raster-coronal
34	sun	CHE	1	1	34	29	1	podu	suːɾɪjʌ	poɖu	reviewed	source-raster-coronal
34	sun	KIL	1	1	34	29	1	podu	suːɾɪjʌ	poɖu	reviewed	source-raster-coronal
34	sun	MET	1	1	34	29	1	podu	suːɾɪjʌ	poɖu	reviewed	source-raster-coronal
34	sun	CHO	1	1	34	29	1	pod4	suːɾɪjʌ	poɖɨ	reviewed	source-raster-coronal
34	sun	MAV	1	1	34	29	1	podu	suːɾɪjʌ	poɖu	reviewed	source-raster-coronal
34	sun	ANA	1	1	34	29	1	podé	suːɾɪjʌ	poɖɨ	reviewed	source-raster-coronal
34	sun	BOO	1	2	34	29	1	otti	suːɾɪjʌ	oʈʈi	reviewed	source-raster-coronal
34	sun	THA	1	1	34	29	1	podu	suːɾɪjʌ	poɖu	reviewed	source-raster-coronal
34	sun	NEL	1	3	34	29	1	poludu	suːɾɪjʌ	poɭuɖu	reviewed	source-raster-coronal
35	moon	KUN	1	5	34	29	2	nirlavi	nɪlɑ	nilʌʋɨ	reviewed	
35	moon	KOL	1	2	34	29	2	nrla	nɪlɑ	nilʌ	reviewed	
35	moon	CHE	1	2	34	29	2	nila	nɪlɑ	nilʌ	reviewed	
35	moon	KIL	1	2	34	29	2	nila	nɪlɑ	nilʌ	reviewed	
35	moon	MET	1	2	34	29	2	nila	nɪlɑ	nilʌ	reviewed	
35	moon	CHO	1	2	34	29	2	nila	nɪlɑ	nilʌ	reviewed	
35	moon	MAV	1	2	34	29	2	nrla	nɪlɑ	nilʌ	reviewed	
35	moon	ANA	1	2	34	29	2	nila	nɪlɑ	nilʌ	reviewed	
35	moon	BOO	1	3	34	29	2	tynga	nɪlɑ	t̪iŋgʌ	reviewed	source-raster-coronal
35	moon	THA	1	5	34	29	2	nelavi	nɪlɑ	nelʌʋɨ	reviewed	
35	moon	NEL	1	5	34	29	2	nelavu	nɪlɑ	nelʌʋu	reviewed	
36	sky	KUN	1	1	34	29	2	vané	ʋɑnɑ	ʋʌnɨ	reviewed	
36	sky	KOL	1	1,2	34	29	2	vana	ʋɑnɑ	ʋʌnʌ	reviewed	
36	sky	CHE	1	7	34	29	2	man3zu	ʋɑnɑ	mʌɲʤu	reviewed	source-raster-affricate
36	sky	KIL	1	1,2	34	29	2	vana	ʋɑnɑ	ʋʌnʌ	reviewed	
36	sky	MET	1	1,2	34	29	2	vana	ʋɑnɑ	ʋʌnʌ	reviewed	
36	sky	CHO	1	1,2	34	29	2	vana	ʋɑnɑ	ʋʌnʌ	reviewed	
36	sky	MAV	1	1,2	34	29	2	vana	ʋɑnɑ	ʋʌnʌ	reviewed	
36	sky	ANA	1	1,2	34	29	2	vana	ʋɑnɑ	ʋʌnʌ	reviewed	
36	sky	BOO	1	2	34	29	2	bana	ʋɑnɑ	bʌnʌ	reviewed	
36	sky	THA	1	2	34	29	2	mana	ʋɑnɑ	mʌnʌ	reviewed	
36	sky	NEL	1	1	34	29	2	vans	ʋɑnɑ	ʋʌnõ	reviewed	source-raster-nasalization
37	star	KUN	1	1	34	29	2	mini	minu	minɨ	reviewed	
37	star	KOL	1	1	34	29	2	minu	minu	minu	reviewed	
37	star	CHE	1	1	34	29	2	miné	minu	minɨ	reviewed	
37	star	KIL	1	1	34	29	2	min	minu	min	reviewed	
37	star	MET	1	1	34	29	2	miné	minu	minɨ	reviewed	
37	star	CHO	1	3	34	29	3	tareki	minu	t̪ʌɾeki	reviewed	source-raster-coronal
37	star	MAV	1	3	34	29	3	taraki	minu	t̪ʌɾʌki	reviewed	source-raster-coronal
37	star	ANA	1	4	34	29	3	takki	minu	t̪ʌkki	reviewed	source-raster-coronal
37	star	BOO	1	3	34	29	3	taraki	minu	t̪ʌɾʌki	reviewed	source-raster-coronal
37	star	THA	1	1	34	29	3	mind	minu	minɨ	reviewed	
37	star	NEL	1	1	34	29	3	miné	minu	minɨ	reviewed	
38	rain	KUN	1	1	34	29	3	me	mʌ	mɛ	reviewed	source-raster-vowel
38	rain	KOL	1	2,4	34	29	3	ma	mʌ	mʌ	reviewed	source-raster-vowel
38	rain	CHE	1	1	34	29	3	me	mʌ	mɛ	reviewed	source-raster-vowel
38	rain	KIL	1	1	34	29	3	me	mʌ	mɛ	reviewed	source-raster-vowel
38	rain	MET	1	1	34	29	3	me	mʌ	mɛ	reviewed	source-raster-vowel
38	rain	CHO	1	2	34	29	3	ma	mʌ	mʌ	reviewed	source-raster-vowel
38	rain	MAV	1	2	34	29	3	ma	mʌ	mʌ	reviewed	source-raster-vowel
38	rain	ANA	1	2	34	29	3	ma	mʌ	mʌ	reviewed	source-raster-vowel
38	rain	BOO	1	3	34	29	3	mala	mʌ	mʌlʌ	reviewed	source-raster-vowel
38	rain	THA	1	1	34	29	3	me	mʌ	mɛ	reviewed	source-raster-vowel
38	rain	NEL	1	3	34	29	3	mala	mʌ	mʌlʌ	reviewed	source-raster-vowel
39	water	KUN	1	1	34	29	3	niré	niɾɨ	niɾɨ	reviewed	
39	water	KOL	1	1	34	29	3	niré	niɾɨ	niɾɨ	reviewed	
39	water	CHE	1	1	34	29	3	niré	niɾɨ	niɾɨ	reviewed	
39	water	KIL	1	1	34	29	3	niré	niɾɨ	niɾɨ	reviewed	
39	water	MET	1	1	34	29	3	niré	niɾɨ	niɾɨ	reviewed	
39	water	CHO	1	1	34	29	3	niré	niɾɨ	niɾɨ	reviewed	
39	water	MAV	1	1	34	29	3	niru	niɾɨ	niɾu	reviewed	
39	water	ANA	1	1	34	29	3	niré	niɾɨ	niɾɨ	reviewed	
39	water	BOO	1	1	34	29	3	ni¢é	niɾɨ	niɾɨ	reviewed	
39	water	THA	1	2	34	29	3	tanni	niɾɨ	t̪ʌɳɳi	reviewed	source-raster-coronal
39	water	NEL	1	2	34	29	3	tanni	niɾɨ	t̪ʌɳɳi	reviewed	source-raster-coronal
40	river	KUN	1	1	35	30	1	madé	kɛɾe	mʌɖɨ	reviewed	source-raster-coronal
40	river	KOL	1	2	35	30	1	kere	kɛɾe	keɾɛ	reviewed	
40	river	CHE	1	2	35	30	1	kere	kɛɾe	keɾɛ	reviewed	
40	river	KIL	1	2	35	30	1	kere	kɛɾe	keɾɛ	reviewed	
40	river	MET	1	2	35	30	1	kere	kɛɾe	keɾɛ	reviewed	
40	river	CHO	1	2	35	30	1	kere	kɛɾe	keɾe	reviewed	
40	river	MAV	1	2	35	30	1	kere	kɛɾe	keɾe	reviewed	
40	river	ANA	1	2	35	30	1	kere	kɛɾe	keɾe	reviewed	
40	river	BOO	1	3	35	30	1	alla	kɛɾe	ʌllʌ	reviewed	
40	river	THA	1	4	35	30	1	veni	kɛɾe	ʋeni	reviewed	
40	river	NEL	1	2	35	30	1	kere	kɛɾe	keɾɛ	reviewed	
41	cloud (white)	KUN	1	1	35	30	1	moda	mʌɲdʒu	moɖʌ	reviewed	source-raster-coronal
41	cloud (white)	KOL	1	2	35	30	1	mapnzu	mʌɲdʒu	mʌɲʤu	reviewed	source-raster-affricate
41	cloud (white)	CHE	1	2	35	30	1	Manzu	mʌɲdʒu	mʌɲʤu	reviewed	source-raster-affricate
41	cloud (white)	CHE	2	3	35	30	1	muhulu	mʌɲdʒu	muhulu	reviewed	
41	cloud (white)	KIL	1	2	35	30	1	mangzu	mʌɲdʒu	mʌɲʤu	reviewed	source-raster-affricate
41	cloud (white)	MET	1	2	35	30	1	manzu	mʌɲdʒu	mʌɲʤu	reviewed	source-raster-affricate
41	cloud (white)	CHO	1	1	35	30	1	moda	mʌɲdʒu	moɖʌ	reviewed	source-raster-coronal
41	cloud (white)	CHO	2	2	35	30	1	man3zt	mʌɲdʒu	mʌɲʤɨ	reviewed	source-raster-affricate
41	cloud (white)	MAV	1	1	35	30	1	moda	mʌɲdʒu	moɖʌ	reviewed	source-raster-coronal
41	cloud (white)	ANA	1	2	35	30	1	manzi	mʌɲdʒu	mʌɲʤɨ	reviewed	source-raster-affricate
41	cloud (white)	BOO	1	1	35	30	1	moda	mʌɲdʒu	moɖʌ	reviewed	source-raster-coronal
41	cloud (white)	THA	1	2	35	30	1	mapnzu	mʌɲdʒu	mʌɲʤu	reviewed	source-raster-affricate
41	cloud (white)	NEL	1	2	35	30	1	manszé4	mʌɲdʒu	mʌɲʤɨ	reviewed	source-raster-affricate
42	lightning	KUN	1	1	35	30	1	minnal	mɪtʃtʃɑ	minnʌl	reviewed	
42	lightning	KOL	1	2	35	30	1	mitsu	mɪtʃtʃɑ	mitʃu	reviewed	source-raster-affricate
42	lightning	CHE	1	2	35	30	1	mits	mɪtʃtʃɑ	mitʃɨ	reviewed	source-raster-affricate
42	lightning	KIL	1	2,3	35	30	1	mrtu	mɪtʃtʃɑ	mitu	reviewed	
42	lightning	MET	1	2	35	30	1	mitys4	mɪtʃtʃɑ	mitʃɨ	reviewed	source-raster-affricate
42	lightning	CHO	1	2	35	30	1	mintSé	mɪtʃtʃɑ	mintʃɨ	reviewed	source-raster-affricate
42	lightning	MAV	1	2	35	30	1	mintsu	mɪtʃtʃɑ	mintʃu	reviewed	source-raster-affricate
42	lightning	ANA	1	2	35	30	1	miptsi	mɪtʃtʃɑ	miɲtʃi	reviewed	source-raster-affricate
42	lightning	BOO	1	2	35	30	1	mintsu	mɪtʃtʃɑ	mintʃu	reviewed	source-raster-affricate
42	lightning	THA	1	1	35	30	1	minnal	mɪtʃtʃɑ	minnʌl	reviewed	
42	lightning	NEL	1	1	35	30	1	minnal	mɪtʃtʃɑ	minnʌl	reviewed	
43	rainbow	KUN	1	3	35	30	2	kanavilli	ʋæːnʌvillɨ	kʌnʌʋillɨ	reviewed	
43	rainbow	KOL	1	3	35	30	2	kanavilli	ʋæːnʌvillɨ	kʌnʌʋillɨ	reviewed	
43	rainbow	CHE	1	1	35	30	2	kananivillé	ʋæːnʌvillɨ	kʌnʌniʋillɨ	reviewed	
43	rainbow	KIL	1	1	35	30	2	kananavillu	ʋæːnʌvillɨ	kʌnʌnʌʋillu	reviewed	
43	rainbow	MET	1	1	35	30	2	kananavullé	ʋæːnʌvillɨ	kʌnʌnʌʋullɨ	reviewed	
43	rainbow	CHO	1	4	35	30	2	kakkanbir1lla	ʋæːnʌvillɨ	kʌkkʌnbiɭɭɨ	reviewed	source-raster-coronal
43	rainbow	MAV	1	2,3	35	30	2	kanabilli	ʋæːnʌvillɨ	kʌnʌbillɨ	reviewed	
43	rainbow	ANA	1	6	35	30	2	kakrbrl	ʋæːnʌvillɨ	kʌkibiɭ	reviewed	source-raster-coronal
43	rainbow	BOO	1	5	35	30	2	camarvillé	ʋæːnʌvillɨ	ɾʌmʌɾʋillɨ	reviewed	
43	rainbow	THA	1	7	35	30	2	bimaval	ʋæːnʌvillɨ	bimʌʋʌl	reviewed	
43	rainbow	NEL	1	7	35	30	2	bimavalé	ʋæːnʌvillɨ	bimʌʋʌlɨ	reviewed	
44	wind	KUN	1	1	35	30	2	gali	gɑɭi	gʌɭi	reviewed	source-raster-coronal
44	wind	KOL	1	1	35	30	2	gali	gɑɭi	gʌɭi	reviewed	source-raster-coronal
44	wind	CHE	1	1	35	30	2	gali	gɑɭi	gʌɭi	reviewed	source-raster-coronal
44	wind	KIL	1	1	35	30	2	gali	gɑɭi	gʌɭi	reviewed	source-raster-coronal
44	wind	MET	1	1	35	30	2	gali	gɑɭi	gʌɭi	reviewed	source-raster-coronal
44	wind	CHO	1	1	35	30	2	gali	gɑɭi	gʌɭi	reviewed	source-raster-coronal
44	wind	MAV	1	1	35	30	2	gali	gɑɭi	gʌɭi	reviewed	source-raster-coronal
44	wind	ANA	1	1	35	30	2	gali	gɑɭi	gʌɭi	reviewed	source-raster-coronal
44	wind	BOO	1	1	35	30	2	gati	gɑɭi	gʌɭi	reviewed	source-raster-coronal
44	wind	THA	1	2	35	30	2	kattu	gɑɭi	kʌʈʈu	reviewed	source-raster-coronal
44	wind	NEL	1	2	35	30	2	katt:	gɑɭi	kʌʈʈɨ	reviewed	source-raster-coronal
45	stone (fist-sized)	KUN	1	1	35	30	2	kallé	kʌllɨ	kʌllɨ	reviewed	
45	stone (fist-sized)	KOL	1	1	35	30	2	kallé	kʌllɨ	kʌllɨ	reviewed	
45	stone (fist-sized)	CHE	1	1	35	30	2	kallié	kʌllɨ	kʌllɨ	reviewed	
45	stone (fist-sized)	KIL	1	1	35	30	2	kallé	kʌllɨ	kʌllɨ	reviewed	
45	stone (fist-sized)	MET	1	1	35	30	2	Kalli	kʌllɨ	kʌllɨ	reviewed	
45	stone (fist-sized)	CHO	1	1	35	30	2	kalli	kʌllɨ	kʌllɨ	reviewed	
45	stone (fist-sized)	MAV	1	1	35	30	3	kallé	kʌllɨ	kʌllɨ	reviewed	
45	stone (fist-sized)	ANA	1	1	35	30	3	kalla	kʌllɨ	kʌllʌ	reviewed	
45	stone (fist-sized)	BOO	1	1	35	30	3	kallé	kʌllɨ	kʌllɨ	reviewed	
45	stone (fist-sized)	THA	1	1	35	30	3	kalla	kʌllɨ	kʌllʌ	reviewed	
45	stone (fist-sized)	NEL	1	1	35	30	3	kallé	kʌllɨ	kʌllɨ	reviewed	
46	path (walking)	KUN	1	1	35	30	3	ve'	ʋɛɪ	ʋeɪ	reviewed	source-raster-legacy-glyph-ɪ
46	path (walking)	KOL	1	1	35	30	3	ve'	ʋɛɪ	ʋeɪ	reviewed	source-raster-legacy-glyph-ɪ
46	path (walking)	CHE	1	6	35	30	3	kalvali	ʋɛɪ	kʌlʋʌɭi	reviewed	source-raster-coronal
46	path (walking)	KIL	1	3	35	30	3	vat	ʋɛɪ	ʋʌɪ	reviewed	source-raster-legacy-glyph-ɪ
46	path (walking)	MET	1	3	35	30	3	wat	ʋɛɪ	ʋʌɪ	reviewed	source-raster-legacy-glyph-ɪ
46	path (walking)	CHO	1	3,5	35	30	3	wa'	ʋɛɪ	ʋoɪ	reviewed	source-raster-legacy-glyph-ɪ
46	path (walking)	MAV	1	1	35	30	3	vei	ʋɛɪ	ʋei	reviewed	
46	path (walking)	ANA	1	1	35	30	3	ve'	ʋɛɪ	ʋeɪ	reviewed	source-raster-legacy-glyph-ɪ
46	path (walking)	ANA	2	5	35	30	3	vu’	ʋɛɪ	ʋuɪ	reviewed	source-raster-legacy-glyph-ɪ
46	path (walking)	BOO	1	7	35	30	3	dari	ʋɛɪ	ɖʌɾi	reviewed	source-raster-coronal
46	path (walking)	THA	1	1	35	30	3	ve'	ʋɛɪ	ʋeɪ	reviewed	source-raster-legacy-glyph-ɪ
46	path (walking)	NEL	1	1	35	30	3	ve'	ʋɛɪ	ʋeɪ	reviewed	source-raster-legacy-glyph-ɪ
47	sand	KUN	1	2,3	35	30	3	monalé	mʌɳʌl	moɳʌlɨ	reviewed	source-raster-coronal
47	sand	KOL	1	1	35	30	3	mann:	mʌɳʌl	mʌɳɳɨ	reviewed	source-raster-coronal
47	sand	CHE	1	1	35	30	3	mannié	mʌɳʌl	mʌɳɳɨ	reviewed	source-raster-coronal
47	sand	KIL	1	1	35	30	3	mann:	mʌɳʌl	mʌɳɳɨ	reviewed	source-raster-coronal
47	sand	MET	1	1	35	30	3	manné	mʌɳʌl	mʌɳɳɨ	reviewed	source-raster-coronal
47	sand	CHO	1	1	35	30	3	manné	mʌɳʌl	mʌɳɳɨ	reviewed	source-raster-coronal
47	sand	MAV	1	1	35	30	3	mannii	mʌɳʌl	mʌɳɳɨ	reviewed	source-raster-coronal
47	sand	ANA	1	1	35	30	3	manni	mʌɳʌl	mʌɳɳɨ	reviewed	source-raster-coronal
47	sand	BOO	1	1	35	30	3	manni	mʌɳʌl	mʌɳɳɨ	reviewed	source-raster-coronal
47	sand	THA	1	1	35	30	3	manni	mʌɳʌl	mʌɳɳɨ	reviewed	source-raster-coronal
47	sand	NEL	1	1	35	30	3	mannié	mʌɳʌl	mʌɳɳɨ	reviewed	source-raster-coronal
