Item	Gloss	Excluded_From_Similarity	Raw_Lect_Code	Lect_Code	Site	District	Reliability	Raw_Form	Form	PDF_Page	Printed_Page	Column	Block	Source_Scope	Status	Review
33	hammer	No	BHA	BHA	Bharakoh	Islamabad District	B	hʌtʰoṛa	hʌtʰoṛa	162	156	left	top	target	response	
33	hammer	No	ABB	ABB	Abbottabad	Abbottabad District	B	toṛi	toṛi	162	156	left	top	hindko_control	response	
33	hammer	No	MAN	MAN	Mansehra	Mansehra District	B	hatoṛa	hatoṛa	162	156	left	top	hindko_control	response	
33	hammer	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	tʰoṛa	tʰoṛa	162	156	left	top	target	response	
33	hammer	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	ṭʰoṛa	ṭʰoṛa	162	156	left	top	target	response	
34	knife	No	MOS	MOS	Mosyari	Rawalpindi District	A	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	DEW	DEW	Dewal	Rawalpindi District	B	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	AYU	AYU	Ayubia	Abbottabad District	A	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	KOH	KOH	Kohala	Rawalpindi District	A	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	THA	THA	Thandiani	Abbottabad District	A	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	LOR	LOR	Lora	Abbottabad District	A	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	OSI	OSI	Osia	Rawalpindi District	A	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	DUN	DUN	Dunga Gali	Abbottabad District	A	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	BHA	BHA	Bharakoh	Islamabad District	B	kačʰu	kačʰu	162	156	left	bottom	target	response	
34	knife	No	ABB	ABB	Abbottabad	Abbottabad District	B	čʰuri	čʰuri	162	156	left	bottom	hindko_control	response	
34	knife	No	MAN	MAN	Mansehra	Mansehra District	B	čʰuri	čʰuri	162	156	left	bottom	hindko_control	response	
34	knife	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	čʰuri	čʰuri	162	156	left	bottom	target	response	
34	knife	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	čʰuri	čʰuri	162	156	left	bottom	target	response	
35	axe	No	MOS	MOS	Mosyari	Rawalpindi District	A	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	DEW	DEW	Dewal	Rawalpindi District	B	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	AYU	AYU	Ayubia	Abbottabad District	A	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	KOH	KOH	Kohala	Rawalpindi District	A	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	THA	THA	Thandiani	Abbottabad District	A	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	LOR	LOR	Lora	Abbottabad District	A	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	OSI	OSI	Osia	Rawalpindi District	A	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	kʌwaṛi	kʌwaṛi	162	156	right	top	target	response	
35	axe	No	DUN	DUN	Dunga Gali	Abbottabad District	A	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	BHA	BHA	Bharakoh	Islamabad District	B	kuwaṛi	kuwaṛi	162	156	right	top	target	response	
35	axe	No	ABB	ABB	Abbottabad	Abbottabad District	B	kohaṛi	kohaṛi	162	156	right	top	hindko_control	response	
35	axe	No	MAN	MAN	Mansehra	Mansehra District	B	kohaṛi	kohaṛi	162	156	right	top	hindko_control	response	
35	axe	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kowaṛi	kowaṛi	162	156	right	top	target	response	
35	axe	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	kʊwaṛi	kʊwaṛi	162	156	right	top	target	response	
36	rope	No	MOS	MOS	Mosyari	Rawalpindi District	A	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	DEW	DEW	Dewal	Rawalpindi District	B	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	AYU	AYU	Ayubia	Abbottabad District	A	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	KOH	KOH	Kohala	Rawalpindi District	A	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	THA	THA	Thandiani	Abbottabad District	A	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	LOR	LOR	Lora	Abbottabad District	A	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	OSI	OSI	Osia	Rawalpindi District	A	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	DUN	DUN	Dunga Gali	Abbottabad District	A	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	BHA	BHA	Bharakoh	Islamabad District	B	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	ABB	ABB	Abbottabad	Abbottabad District	B	rʌsˑi	rʌsˑi	162	156	right	bottom	hindko_control	response	
36	rope	No	MAN	MAN	Mansehra	Mansehra District	B	rʌsˑi	rʌsˑi	162	156	right	bottom	hindko_control	response	
36	rope	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
36	rope	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	rʌsˑi	rʌsˑi	162	156	right	bottom	target	response	
37	thread	No	MOS	MOS	Mosyari	Rawalpindi District	A	taɡa	taɡa	163	157	left	top	target	response	
37	thread	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	DEW	DEW	Dewal	Rawalpindi District	B	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	AYU	AYU	Ayubia	Abbottabad District	A	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	KOH	KOH	Kohala	Rawalpindi District	A	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	THA	THA	Thandiani	Abbottabad District	A	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	LOR	LOR	Lora	Abbottabad District	A	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	OSI	OSI	Osia	Rawalpindi District	A	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	DUN	DUN	Dunga Gali	Abbottabad District	A	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	BHA	BHA	Bharakoh	Islamabad District	B	taɣa	taɣa	163	157	left	top	target	response	
37	thread	No	ABB	ABB	Abbottabad	Abbottabad District	B	taɡa	taɡa	163	157	left	top	hindko_control	response	
37	thread	No	MAN	MAN	Mansehra	Mansehra District	B	taɡa	taɡa	163	157	left	top	hindko_control	response	
37	thread	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	taɡa	taɡa	163	157	left	top	target	response	
37	thread	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	taɡa	taɡa	163	157	left	top	target	response	
38	needle	No	MOS	MOS	Mosyari	Rawalpindi District	A	sui	sui	163	157	left	bottom	target	response	
38	needle	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	sui	sui	163	157	left	bottom	target	response	
38	needle	No	DEW	DEW	Dewal	Rawalpindi District	B	sui	sui	163	157	left	bottom	target	response	
38	needle	No	AYU	AYU	Ayubia	Abbottabad District	A	sui	sui	163	157	left	bottom	target	response	
38	needle	No	KOH	KOH	Kohala	Rawalpindi District	A	sui	sui	163	157	left	bottom	target	response	
38	needle	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	sui	sui	163	157	left	bottom	target	response	
38	needle	No	THA	THA	Thandiani	Abbottabad District	A	sui	sui	163	157	left	bottom	target	response	
38	needle	No	LOR	LOR	Lora	Abbottabad District	A	sui	sui	163	157	left	bottom	target	response	
38	needle	No	OSI	OSI	Osia	Rawalpindi District	A	sui	sui	163	157	left	bottom	target	response	
38	needle	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	sui	sui	163	157	left	bottom	target	response	
38	needle	No	DUN	DUN	Dunga Gali	Abbottabad District	A	sui	sui	163	157	left	bottom	target	response	
38	needle	No	BHA	BHA	Bharakoh	Islamabad District	B	sui	sui	163	157	left	bottom	target	response	
38	needle	No	ABB	ABB	Abbottabad	Abbottabad District	B	sui	sui	163	157	left	bottom	hindko_control	response	
38	needle	No	MAN	MAN	Mansehra	Mansehra District	B	sui	sui	163	157	left	bottom	hindko_control	response	
38	needle	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	sui	sui	163	157	left	bottom	target	response	
38	needle	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	sui	sui	163	157	left	bottom	target	response	
39	cloth	No	MOS	MOS	Mosyari	Rawalpindi District	A	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	DEW	DEW	Dewal	Rawalpindi District	B	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	AYU	AYU	Ayubia	Abbottabad District	A	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	KOH	KOH	Kohala	Rawalpindi District	A	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	THA	THA	Thandiani	Abbottabad District	A	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	LOR	LOR	Lora	Abbottabad District	A	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	OSI	OSI	Osia	Rawalpindi District	A	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	DUN	DUN	Dunga Gali	Abbottabad District	A	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	BHA	BHA	Bharakoh	Islamabad District	B	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	ABB	ABB	Abbottabad	Abbottabad District	B	kʌpḷa	kʌpḷa	163	157	right	top	hindko_control	response	
39	cloth	No	MAN	MAN	Mansehra	Mansehra District	B	kʌpḷa	kʌpḷa	163	157	right	top	hindko_control	response	
39	cloth	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
39	cloth	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	kʌpṛa	kʌpṛa	163	157	right	top	target	response	
40	ring	No	MOS	MOS	Mosyari	Rawalpindi District	A	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	DEW	DEW	Dewal	Rawalpindi District	B	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	AYU	AYU	Ayubia	Abbottabad District	A	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	KOH	KOH	Kohala	Rawalpindi District	A	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	THA	THA	Thandiani	Abbottabad District	A	ʌŋɡuṭʰi	ʌŋɡuṭʰi	163	157	right	bottom	target	response	
40	ring	No	LOR	LOR	Lora	Abbottabad District	A	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	OSI	OSI	Osia	Rawalpindi District	A	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	ʌŋɡuṭʰi	ʌŋɡuṭʰi	163	157	right	bottom	target	response	
40	ring	No	DUN	DUN	Dunga Gali	Abbottabad District	A	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	BHA	BHA	Bharakoh	Islamabad District	B	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	ABB	ABB	Abbottabad	Abbottabad District	B	mundri	mundri	163	157	right	bottom	hindko_control	response	
40	ring	No	MAN	MAN	Mansehra	Mansehra District	B	ʌŋɡuṭʰi	ʌŋɡuṭʰi	163	157	right	bottom	hindko_control	response	
40	ring	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
40	ring	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	čʰaˑp	čʰaˑp	163	157	right	bottom	target	response	
41	sun	No	MOS	MOS	Mosyari	Rawalpindi District	A	dɛ̃	dɛ̃	164	158	left	top	target	response	
41	sun	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	dɛ̃	dɛ̃	164	158	left	top	target	response	
41	sun	No	DEW	DEW	Dewal	Rawalpindi District	B	dɛ̃	dɛ̃	164	158	left	top	target	response	
41	sun	No	AYU	AYU	Ayubia	Abbottabad District	A	dɛ̃	dɛ̃	164	158	left	top	target	response	
41	sun	No	KOH	KOH	Kohala	Rawalpindi District	A	dɛ̃	dɛ̃	164	158	left	top	target	response	
41	sun	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	diũ	diũ	164	158	left	top	target	response	
41	sun	No	THA	THA	Thandiani	Abbottabad District	A	dĩ	dĩ	164	158	left	top	target	response	
41	sun	No	LOR	LOR	Lora	Abbottabad District	A	dɛ̃	dɛ̃	164	158	left	top	target	response	
41	sun	No	OSI	OSI	Osia	Rawalpindi District	A	dɛ̤̃	dɛ̤̃	164	158	left	top	target	response	
41	sun	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	dĩ̤	dĩ̤	164	158	left	top	target	response	
41	sun	No	DUN	DUN	Dunga Gali	Abbottabad District	A	dɛ̤	dɛ̤	164	158	left	top	target	response	
41	sun	No	BHA	BHA	Bharakoh	Islamabad District	B	dɛ̤̃	dɛ̤̃	164	158	left	top	target	response	
41	sun	No	ABB	ABB	Abbottabad	Abbottabad District	B	dɪ̤̃	dɪ̤̃	164	158	left	top	hindko_control	response	
41	sun	No	MAN	MAN	Mansehra	Mansehra District	B	surʌǰ	surʌǰ	164	158	left	top	hindko_control	response	
41	sun	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	de̤	de̤	164	158	left	top	target	response	
41	sun	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	dɪũ	dɪũ	164	158	left	top	target	response	
42	moon	No	MOS	MOS	Mosyari	Rawalpindi District	A	čʌṇ	čʌṇ	164	158	left	bottom	target	response	
42	moon	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	čʌn	čʌn	164	158	left	bottom	target	response	
42	moon	No	DEW	DEW	Dewal	Rawalpindi District	B	čʌṇ	čʌṇ	164	158	left	bottom	target	response	
42	moon	No	AYU	AYU	Ayubia	Abbottabad District	A	čʌn	čʌn	164	158	left	bottom	target	response	
42	moon	No	KOH	KOH	Kohala	Rawalpindi District	A	čʌn	čʌn	164	158	left	bottom	target	response	
42	moon	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	čʌṇ	čʌṇ	164	158	left	bottom	target	response	
42	moon	No	THA	THA	Thandiani	Abbottabad District	A	čʌṇ	čʌṇ	164	158	left	bottom	target	response	
42	moon	No	LOR	LOR	Lora	Abbottabad District	A	čʌn	čʌn	164	158	left	bottom	target	response	
42	moon	No	OSI	OSI	Osia	Rawalpindi District	A	čʌn	čʌn	164	158	left	bottom	target	response	
42	moon	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	čʌn	čʌn	164	158	left	bottom	target	response	
42	moon	No	DUN	DUN	Dunga Gali	Abbottabad District	A	čʌn	čʌn	164	158	left	bottom	target	response	
42	moon	No	BHA	BHA	Bharakoh	Islamabad District	B	čʌṇ	čʌṇ	164	158	left	bottom	target	response	
42	moon	No	ABB	ABB	Abbottabad	Abbottabad District	B	čʌn	čʌn	164	158	left	bottom	hindko_control	response	
42	moon	No	MAN	MAN	Mansehra	Mansehra District	B	čʌn	čʌn	164	158	left	bottom	hindko_control	response	
42	moon	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	čʌn	čʌn	164	158	left	bottom	target	response	
42	moon	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	čʌn	čʌn	164	158	left	bottom	target	response	
43	sky	No	MOS	MOS	Mosyari	Rawalpindi District	A	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	DEW	DEW	Dewal	Rawalpindi District	B	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	AYU	AYU	Ayubia	Abbottabad District	A	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	KOH	KOH	Kohala	Rawalpindi District	A	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	THA	THA	Thandiani	Abbottabad District	A	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	LOR	LOR	Lora	Abbottabad District	A	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	OSI	OSI	Osia	Rawalpindi District	A	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	DUN	DUN	Dunga Gali	Abbottabad District	A	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	BHA	BHA	Bharakoh	Islamabad District	B	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	ABB	ABB	Abbottabad	Abbottabad District	B	ʌsman	ʌsman	164	158	right	top	hindko_control	response	
43	sky	No	MAN	MAN	Mansehra	Mansehra District	B	ʌsman	ʌsman	164	158	right	top	hindko_control	response	
43	sky	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	ʌsman	ʌsman	164	158	right	top	target	response	
43	sky	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	ʌsman	ʌsman	164	158	right	top	target	response	
44	star	No	MOS	MOS	Mosyari	Rawalpindi District	A	tara	tara	164	158	right	bottom	target	response	
44	star	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	tara	tara	164	158	right	bottom	target	response	
44	star	No	DEW	DEW	Dewal	Rawalpindi District	B	tara	tara	164	158	right	bottom	target	response	
44	star	No	AYU	AYU	Ayubia	Abbottabad District	A	tara	tara	164	158	right	bottom	target	response	
44	star	No	KOH	KOH	Kohala	Rawalpindi District	A	tara	tara	164	158	right	bottom	target	response	
44	star	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	tara	tara	164	158	right	bottom	target	response	
44	star	No	THA	THA	Thandiani	Abbottabad District	A	tara	tara	164	158	right	bottom	target	response	
44	star	No	LOR	LOR	Lora	Abbottabad District	A	tara	tara	164	158	right	bottom	target	response	
44	star	No	OSI	OSI	Osia	Rawalpindi District	A	tara	tara	164	158	right	bottom	target	response	
44	star	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	tara	tara	164	158	right	bottom	target	response	
44	star	No	DUN	DUN	Dunga Gali	Abbottabad District	A	tara	tara	164	158	right	bottom	target	response	
44	star	No	BHA	BHA	Bharakoh	Islamabad District	B	tara	tara	164	158	right	bottom	target	response	
44	star	No	ABB	ABB	Abbottabad	Abbottabad District	B	tara	tara	164	158	right	bottom	hindko_control	response	
44	star	No	MAN	MAN	Mansehra	Mansehra District	B	tare	tare	164	158	right	bottom	hindko_control	response	
44	star	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	tare	tare	164	158	right	bottom	target	response	
44	star	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	tara	tara	164	158	right	bottom	target	response	
45	rain	No	MOS	MOS	Mosyari	Rawalpindi District	A	bʌdʌl	bʌdʌl	165	159	left	top	target	response	
45	rain	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	bʌdʌl	bʌdʌl	165	159	left	top	target	response	
45	rain	No	DEW	DEW	Dewal	Rawalpindi District	B	barɪš	barɪš	165	159	left	top	target	response	
45	rain	No	AYU	AYU	Ayubia	Abbottabad District	A	bʌdul	bʌdul	165	159	left	top	target	response	
45	rain	No	KOH	KOH	Kohala	Rawalpindi District	A	bʌdʌl	bʌdʌl	165	159	left	top	target	response	
45	rain	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	bʌdʌl	bʌdʌl	165	159	left	top	target	response	
45	rain	No	THA	THA	Thandiani	Abbottabad District	A	bʌdʌl	bʌdʌl	165	159	left	top	target	response	
45	rain	No	LOR	LOR	Lora	Abbottabad District	A	bʌdol	bʌdol	165	159	left	top	target	response	
45	rain	No	OSI	OSI	Osia	Rawalpindi District	A	bʌdol	bʌdol	165	159	left	top	target	response	
45	rain	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	bʌdʌl	bʌdʌl	165	159	left	top	target	response	
45	rain	No	DUN	DUN	Dunga Gali	Abbottabad District	A	bʌdʌl	bʌdʌl	165	159	left	top	target	response	
45	rain	No	BHA	BHA	Bharakoh	Islamabad District	B	bʌdol	bʌdol	165	159	left	top	target	response	
45	rain	No	ABB	ABB	Abbottabad	Abbottabad District	B	bʌdḷ	bʌdḷ	165	159	left	top	hindko_control	response	
45	rain	No	MAN	MAN	Mansehra	Mansehra District	B	barɪš	barɪš	165	159	left	top	hindko_control	response	
45	rain	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	barɪš	barɪš	165	159	left	top	target	response	
45	rain	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	bʌdʌl	bʌdʌl	165	159	left	top	target	response	
46	water	No	MOS	MOS	Mosyari	Rawalpindi District	A	paṇĩ	paṇĩ	165	159	left	bottom	target	response	
46	water	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	paṇĩ	paṇĩ	165	159	left	bottom	target	response	
46	water	No	DEW	DEW	Dewal	Rawalpindi District	B	paṇĩ	paṇĩ	165	159	left	bottom	target	response	
46	water	No	AYU	AYU	Ayubia	Abbottabad District	A	paṇĩ	paṇĩ	165	159	left	bottom	target	response	
46	water	No	KOH	KOH	Kohala	Rawalpindi District	A	poṇĩ	poṇĩ	165	159	left	bottom	target	response	
46	water	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	poṇĩ	poṇĩ	165	159	left	bottom	target	response	
46	water	No	THA	THA	Thandiani	Abbottabad District	A	paṇĩ	paṇĩ	165	159	left	bottom	target	response	
46	water	No	LOR	LOR	Lora	Abbottabad District	A	paṇĩ	paṇĩ	165	159	left	bottom	target	response	
46	water	No	OSI	OSI	Osia	Rawalpindi District	A	pani	pani	165	159	left	bottom	target	response	
46	water	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	paṇĩ	paṇĩ	165	159	left	bottom	target	response	
46	water	No	DUN	DUN	Dunga Gali	Abbottabad District	A	paṇĩ	paṇĩ	165	159	left	bottom	target	response	
46	water	No	BHA	BHA	Bharakoh	Islamabad District	B	panĩ	panĩ	165	159	left	bottom	target	response	
46	water	No	ABB	ABB	Abbottabad	Abbottabad District	B	pãṇĩ	pãṇĩ	165	159	left	bottom	hindko_control	response	
46	water	No	MAN	MAN	Mansehra	Mansehra District	B	pãṇĩ	pãṇĩ	165	159	left	bottom	hindko_control	response	
46	water	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	paṇĩ	paṇĩ	165	159	left	bottom	target	response	
46	water	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	paṇĩ	paṇĩ	165	159	left	bottom	target	response	
47	river	No	MOS	MOS	Mosyari	Rawalpindi District	A	dʌrya	dʌrya	165	159	right	top	target	response	
47	river	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	dʌrya	dʌrya	165	159	right	top	target	response	
47	river	No	DEW	DEW	Dewal	Rawalpindi District	B	dʌrya	dʌrya	165	159	right	top	target	response	
47	river	No	AYU	AYU	Ayubia	Abbottabad District	A	dʌrya	dʌrya	165	159	right	top	target	response	
47	river	No	KOH	KOH	Kohala	Rawalpindi District	A	dʌriya	dʌriya	165	159	right	top	target	response	
47	river	No	NIL	NIL	Nilabutt	Bagh, Azad Kashmir	B	dʌrya	dʌrya	165	159	right	top	target	response	
47	river	No	THA	THA	Thandiani	Abbottabad District	A	dʌrya	dʌrya	165	159	right	top	target	response	
47	river	No	LOR	LOR	Lora	Abbottabad District	A	dʌrya	dʌrya	165	159	right	top	target	response	
47	river	No	OSI	OSI	Osia	Rawalpindi District	A	dʌriya	dʌriya	165	159	right	top	target	response	
47	river	No	MUZ	MUZ	Muzaffarabad	Muzaffarabad District	B	dʌriya	dʌriya	165	159	right	top	target	response	
47	river	No	DUN	DUN	Dunga Gali	Abbottabad District	A	dʌriya	dʌriya	165	159	right	top	target	response	
47	river	No	BHA	BHA	Bharakoh	Islamabad District	B	dʌriya	dʌriya	165	159	right	top	target	response	
47	river	No	ABB	ABB	Abbottabad	Abbottabad District	B	dʌriya	dʌriya	165	159	right	top	hindko_control	response	
47	river	No	MAN	MAN	Mansehra	Mansehra District	B	dʌrya	dʌrya	165	159	right	top	hindko_control	response	
47	river	No	MIR	MIR	Mirpur	Mirpur, Azad Kashmir	B	dɪriya	dɪriya	165	159	right	top	target	response	
47	river	No	GUJ	GUJ	Gujarkhan	Rawalpindi District	B	dʌrya	dʌrya	165	159	right	top	target	response	
48	cloud	No	MOS	MOS	Mosyari	Rawalpindi District	A	bʌdʌl	bʌdʌl	165	159	right	bottom	target	response	
48	cloud	No	GHO	GHO	Ghora Gali	Rawalpindi District	A	bʌdʌl	bʌdʌl	165	159	right	bottom	target	response	
48	cloud	No	DEW	DEW	Dewal	Rawalpindi District	B	bʌdʌl	bʌdʌl	165	159	right	bottom	target	response	
