Status,Reason,Proto_Burushaski_ID,Proto_Source_Key,CDIAL_ID,Claim_Source_Entry_ID,Legacy_Form_ID,Source_Key,Language_ID,Form,Gloss,Source,Prior_Relation,New_Relation,Comparison_IDs
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-12704-f1f58fa38e43,proto-burushaski:indo-aryan:ia-12704-f1f58fa38e43,12704,12704,45-1861,berger:p100:c1:e004,Bur,?éhiś,"ladder, slanted trunk with carved foot notches; Bahre Os. éise, cire, sh. çhiç, T 12704",berger-auto[p. 54 (printed p. 100)],reflex,reflex,burushaski:ia-12704-f1f58fa38e43:cdial:12704:3e699ac3b8
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-12708-ca6d13d445c9,proto-burushaski:indo-aryan:ia-12708-ca6d13d445c9,12708,12708,45-8071,berger:p395:c2:e008,Bur,śiridáko,"main post of the house, plays a role in rites",berger-auto[p. 201 (printed p. 395)],reflex,reflex,burushaski:ia-12708-ca6d13d445c9:cdial:12708:7c1f5c6e40
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-12708-ca6d13d445c9,proto-burushaski:indo-aryan:ia-12708-ca6d13d445c9,12708,12708,45-8072,berger:p395:c2:e008:dialect:1,Bur,śiríduŋ,"main post of the house, plays a role in rites",berger-auto[p. 201 (printed p. 395)],variant,variant,burushaski:ia-12708-ca6d13d445c9:cdial:12708:7c1f5c6e40
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-12708-ca6d13d445c9,proto-burushaski:indo-aryan:ia-12708-ca6d13d445c9,12708,12708,45-8073,berger:p395:c2:e008:dialect:2,Bur,śurdúň,"main post of the house, plays a role in rites",berger-auto[p. 201 (printed p. 395)],variant,variant,burushaski:ia-12708-ca6d13d445c9:cdial:12708:7c1f5c6e40
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13260-a7c34fcd89b9,proto-burushaski:indo-aryan:ia-13260-a7c34fcd89b9,13260,13260,45-7613,berger:p375:c1:e005,Bur,Šsar,"the word also means -án twisted wool thread, yarn, comb yarn K",berger-auto[p. 191 (printed p. 375)],reflex,reflex,burushaski:ia-13260-a7c34fcd89b9:cdial:13260:c4832001c4
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13260-a7c34fcd89b9,proto-burushaski:indo-aryan:ia-13260-a7c34fcd89b9,13260,13260,45-7614,berger:p375:c1:e005:dialect:1,Bur,?sar,"the word also means -án twisted wool thread, yarn, comb yarn K",berger-auto[p. 191 (printed p. 375)],variant,variant,burushaski:ia-13260-a7c34fcd89b9:cdial:13260:c4832001c4
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13266-7fd41a17f98d,proto-burushaski:indo-aryan:ia-13266-7fd41a17f98d,13266,13266,45-7758,berger-entry-8152,Bur,soq,"flood (of water, figurative of milk, etc.), ng. also: large quantity (of meat, butter, etc.) (T 13266)",berger-auto[p. 195 (printed p. 382)],reflex,reflex,burushaski:ia-13266-7fd41a17f98d:cdial:13266:89e2df27bc
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13307-75abcae21f8d,proto-burushaski:indo-aryan:ia-13307-75abcae21f8d,13307,13307,45-7497,berger:p370:c1:e004,Bur,_sā̌s,a thousand. (older for hazáar) L,berger-auto[p. 189 (printed p. 370)],reflex,reflex,burushaski:ia-13307-75abcae21f8d:cdial:13307:09c26d0115
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13321-221e12abf8e2,proto-burushaski:indo-aryan:ia-13321-221e12abf8e2,13321,13321,45-7525,berger-entry-7884,Bur,saçá,"in the waking state (see, etc.)",berger-auto[p. 189 (printed p. 371)],reflex,reflex,burushaski:ia-13321-221e12abf8e2:cdial:13321:fddf9f9b65
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13331-16a9e1c01b0f,proto-burushaski:indo-aryan:ia-13331-16a9e1c01b0f,13331,13331,45-7591,berger-entry-7953,Bur,sandá,male buffalo,berger-auto[p. 191 (printed p. 374)],reflex,reflex,burushaski:ia-13331-16a9e1c01b0f:cdial:13331:cc981b2f91
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13355-15bf872d6bfc,proto-burushaski:indo-aryan:ia-13355-15bf872d6bfc,13355,13355,45-7494,berger-entry-7857,Bur,sā̂ro,"burly, crude, strong, splendid; ng. also: (tree, apricot kernel) not hollow",berger-auto[p. 189 (printed p. 370)],reflex,reflex,burushaski:ia-13355-15bf872d6bfc:cdial:13355:09c26d0115
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13358-b6b654041da4,proto-burushaski:indo-aryan:ia-13358-b6b654041da4,13358,13358,45-7635,berger-entry-8002,Bur,sarū̂,"]-sáru- nusárun hz.ng. (carrying loads) back and forth, carrying them in stations; (secret, etc.) revealing, chatting out",berger-auto[p. 192 (printed p. 376)],reflex,reflex,burushaski:ia-13358-b6b654041da4:cdial:13358:103b8997c0
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13358-b6b654041da4,proto-burushaski:indo-aryan:ia-13358-b6b654041da4,13358,13358,45-7636,berger-entry-8002:dialect:1,Bur,sarú,"]-sáru- nusárun hz.ng. (carrying loads) back and forth, carrying them in stations; (secret, etc.) revealing, chatting out",berger-auto[p. 192 (printed p. 376)],variant,variant,burushaski:ia-13358-b6b654041da4:cdial:13358:103b8997c0
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13381-03b68e450d52,proto-burushaski:indo-aryan:ia-13381-03b68e450d52,13381,13381,45-7485,berger-entry-7849,Bur,sā̂jo,"impartial, neutral, arbitrator, mediator; 22",berger-auto[p. 188 (printed p. 369)],reflex,reflex,burushaski:ia-13381-03b68e450d52:cdial:13381:0f31374a34
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13415-0e65153096c6,proto-burushaski:indo-aryan:ia-13415-0e65153096c6,13415,13415,24-1901,,Bur,sinda,river,backstrom1992,reflex,reflex,burushaski:ia-13415-0e65153096c6:cdial:13415:f1273bc87e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13415-0e65153096c6,proto-burushaski:indo-aryan:ia-13415-0e65153096c6,13415,13415,24-1902,,Bur,sinda,river,backstrom1992,reflex,reflex,burushaski:ia-13415-0e65153096c6:cdial:13415:f1273bc87e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13415-0e65153096c6,proto-burushaski:indo-aryan:ia-13415-0e65153096c6,13415,13415,24-1903,,Bur,sinda,river,backstrom1992,reflex,reflex,burushaski:ia-13415-0e65153096c6:cdial:13415:f1273bc87e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13415-0e65153096c6,proto-burushaski:indo-aryan:ia-13415-0e65153096c6,13415,13415,24-1904,,Bur,sinda,river,backstrom1992,reflex,reflex,burushaski:ia-13415-0e65153096c6:cdial:13415:f1273bc87e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13415-0e65153096c6,proto-burushaski:indo-aryan:ia-13415-0e65153096c6,13415,13415,24-1905,,Bur,sinda,river,backstrom1992,reflex,reflex,burushaski:ia-13415-0e65153096c6:cdial:13415:f1273bc87e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13415-0e65153096c6,proto-burushaski:indo-aryan:ia-13415-0e65153096c6,13415,13415,24-1906,,Bur,sinda,river,backstrom1992,reflex,reflex,burushaski:ia-13415-0e65153096c6:cdial:13415:f1273bc87e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13415-0e65153096c6,proto-burushaski:indo-aryan:ia-13415-0e65153096c6,13415,13415,24-1907,,Bur,sinda,river,backstrom1992,reflex,reflex,burushaski:ia-13415-0e65153096c6:cdial:13415:f1273bc87e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13415-0e65153096c6,proto-burushaski:indo-aryan:ia-13415-0e65153096c6,13415,13415,24-1909,,Bur,sinda,river,backstrom1992,reflex,reflex,burushaski:ia-13415-0e65153096c6:cdial:13415:f1273bc87e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13415-f37b213efe07,proto-burushaski:indo-aryan:ia-13415-f37b213efe07,13415,13415,45-7697,berger:p379:c1:e007:dialect:1,Bur,sénde,qs. senc) 27,berger-auto[p. 193 (printed p. 379)],reflex,reflex,burushaski:ia-13415-f37b213efe07:cdial:13415:d53ff3c6f1
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13450-a09b3a7c29b2,proto-burushaski:indo-aryan:ia-13450-a09b3a7c29b2,13450,13450,45-7792,berger-entry-8180,Bur,suçē̂mo,"also suçéelo honest, of good character",berger-auto[p. 195 (printed p. 383)],reflex,reflex,burushaski:ia-13450-a09b3a7c29b2:cdial:13450:ece734ce2d
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13479-e1928bed5771,proto-burushaski:indo-aryan:ia-13479-e1928bed5771,13479,13479,45-4891,berger-entry-5020,Bur,kurkusút,"half asleep, half asleep and constantly waking up Q + sh. sútu, T 13479",berger-auto[p. 128 (printed p. 248)],reflex,reflex,burushaski:ia-13479-e1928bed5771:cdial:13479:dd4caa908b
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13506-b408401d6e42,proto-burushaski:indo-aryan:ia-13506-b408401d6e42,13506,13506,45-7860,berger-entry-8245,Bur,surúŋ,"bore (when blasting); space in the house where the cows are kept, stable 40. 38; ; Os., sh. surúṅń, T 13506",berger-auto[p. 197 (printed p. 386)],reflex,reflex,burushaski:ia-13506-b408401d6e42:cdial:13506:5adc236e4c
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13519-b3fd222b9f5f,proto-burushaski:indo-aryan:ia-13519-b3fd222b9f5f,13519,13519,45-7755,berger-entry-8148,Bur,sō̌ni,"queen Gh. soni zu son ""Gold"", T 13519, cf",berger-auto[p. 195 (printed p. 382)],reflex,reflex,burushaski:ia-13519-b3fd222b9f5f:cdial:13519:89e2df27bc
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13548-5beda0f8c1fa,proto-burushaski:indo-aryan:ia-13548-5beda0f8c1fa,13548,13548,45-7790,berger:p383:c2:e005,Bur,suç dius,when shaving in the moustache draw a line,berger-auto[p. 195 (printed p. 383)],reflex,reflex,burushaski:ia-13548-5beda0f8c1fa:cdial:13548:ece734ce2d
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13604-c7afd1f78b96,proto-burushaski:indo-aryan:ia-13604-c7afd1f78b96,13604,13604,45-7752,berger-entry-8144,Bur,sō̂ć ét,336,berger-auto[p. 194 (printed p. 381)],reflex,reflex,burushaski:ia-13604-c7afd1f78b96:cdial:13604:084739437e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13620-5e2a942fd0f4,proto-burushaski:indo-aryan:ia-13620-5e2a942fd0f4,13620,13620,45-7750,berger-entry-8142,Bur,sómo,mu. -ċaro friend ; ; ; ; L,berger-auto[p. 194 (printed p. 381)],reflex,reflex,burushaski:ia-13620-5e2a942fd0f4:cdial:13620:084739437e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13682-b991df7742ef,proto-burushaski:indo-aryan:ia-13682-b991df7742ef,13682,13682,24-2026,,Bur,tom,tree,backstrom1992,reflex,reflex,burushaski:ia-13682-b991df7742ef:cdial:13682:081ebef815
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13682-b991df7742ef,proto-burushaski:indo-aryan:ia-13682-b991df7742ef,13682,13682,24-2027,,Bur,tom,tree,backstrom1992,reflex,reflex,burushaski:ia-13682-b991df7742ef:cdial:13682:081ebef815
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13682-b991df7742ef,proto-burushaski:indo-aryan:ia-13682-b991df7742ef,13682,13682,24-2028,,Bur,tom,tree,backstrom1992,reflex,reflex,burushaski:ia-13682-b991df7742ef:cdial:13682:081ebef815
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13682-b991df7742ef,proto-burushaski:indo-aryan:ia-13682-b991df7742ef,13682,13682,24-2029,,Bur,tom,tree,backstrom1992,reflex,reflex,burushaski:ia-13682-b991df7742ef:cdial:13682:081ebef815
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13682-b991df7742ef,proto-burushaski:indo-aryan:ia-13682-b991df7742ef,13682,13682,24-2030,,Bur,tom,tree,backstrom1992,reflex,reflex,burushaski:ia-13682-b991df7742ef:cdial:13682:081ebef815
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13682-b991df7742ef,proto-burushaski:indo-aryan:ia-13682-b991df7742ef,13682,13682,24-2031,,Bur,tom,tree,backstrom1992,reflex,reflex,burushaski:ia-13682-b991df7742ef:cdial:13682:081ebef815
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13682-b991df7742ef,proto-burushaski:indo-aryan:ia-13682-b991df7742ef,13682,13682,24-2032,,Bur,tom,tree,backstrom1992,reflex,reflex,burushaski:ia-13682-b991df7742ef:cdial:13682:081ebef815
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13746-8755bfd89cfd,proto-burushaski:indo-aryan:ia-13746-8755bfd89cfd,13746,13746,45-9001,berger-entry-9461,Bur,tʰaliō̂,willow basket L,berger-auto[p. 222 (printed p. 436)],reflex,reflex,burushaski:ia-13746-8755bfd89cfd:cdial:13746:b58baa9787
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13747-109d1948de74,proto-burushaski:indo-aryan:ia-13747-109d1948de74,13747,13747,20-16,berger-entry-311,Bur,(a)tʰē̂ro,"young, inexperienced",berger[p. 23],reflex,reflex,burushaski:ia-13747-109d1948de74:cdial:13747:c6077cb014
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13788-ccc044ad8a02,proto-burushaski:indo-aryan:ia-13788-ccc044ad8a02,13788,13788,45-6125,berger-entry-6366,Bur,?nō̂,"short form of abs. nóos, s",berger-auto[p. 156 (printed p. 305)],reflex,reflex,burushaski:ia-13788-ccc044ad8a02:cdial:13788:e1187ce1aa
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13839-273a586a4b0f,proto-burushaski:indo-aryan:ia-13839-273a586a4b0f,13839,13839,45-6708,berger-entry-6991,Bur,pʰóińù,zee Zea shoulder L,berger-auto[p. 170 (printed p. 333)],reflex,reflex,burushaski:ia-13839-273a586a4b0f:cdial:13839:444292aa6d
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13839-273a586a4b0f,proto-burushaski:indo-aryan:ia-13839-273a586a4b0f,13839,13839,45-6709,berger-entry-6991:dialect:1,Bur,pʰúiů,zee Zea shoulder L,berger-auto[p. 170 (printed p. 333)],variant,variant,burushaski:ia-13839-273a586a4b0f:cdial:13839:444292aa6d
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13839-d951ff7e6d86,proto-burushaski:indo-aryan:ia-13839-d951ff7e6d86,13839,13839,45-6606,berger-entry-6897,Bur,pʰī̂,"and !phiú, the meeting of grain with both hands; the flour which is left to the miller as a meal fee; 290",berger-auto[p. 168 (printed p. 328)],reflex,reflex,burushaski:ia-13839-d951ff7e6d86:cdial:13839:aa45baef6d
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13839-d951ff7e6d86,proto-burushaski:indo-aryan:ia-13839-d951ff7e6d86,13839,13839,45-6607,berger-entry-6897:dialect:1,Bur,pʰúi,"and !phiú, the meeting of grain with both hands; the flour which is left to the miller as a meal fee; 290",berger-auto[p. 168 (printed p. 328)],variant,variant,burushaski:ia-13839-d951ff7e6d86:cdial:13839:aa45baef6d
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13846-44cb99fbcfef,proto-burushaski:indo-aryan:ia-13846-44cb99fbcfef,13846,13846,45-6364,berger-entry-6636,Bur,punár,"phunár -iù flower, only in: ` 318 Burushaski - German",berger-auto[p. 162 (printed p. 317)],reflex,reflex,burushaski:ia-13846-44cb99fbcfef:cdial:13846:dddefe3506
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13846-44cb99fbcfef,proto-burushaski:indo-aryan:ia-13846-44cb99fbcfef,13846,13846,45-6365,berger-entry-6636:dialect:1,Bur,pʰunár,"phunár -iù flower, only in: ` 318 Burushaski - German",berger-auto[p. 162 (printed p. 317)],variant,variant,burushaski:ia-13846-44cb99fbcfef:cdial:13846:dddefe3506
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-1388-fd1d06ffd0ef,proto-burushaski:indo-aryan:ia-1388-fd1d06ffd0ef,1388,1388,24-2127,,Bur,ālū,potato,backstrom1992,reflex,reflex,burushaski:ia-1388-fd1d06ffd0ef:cdial:1388:2aef0e3490
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-1388-fd1d06ffd0ef,proto-burushaski:indo-aryan:ia-1388-fd1d06ffd0ef,1388,1388,24-2128,,Bur,ālū,potato,backstrom1992,reflex,reflex,burushaski:ia-1388-fd1d06ffd0ef:cdial:1388:2aef0e3490
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-1388-fd1d06ffd0ef,proto-burushaski:indo-aryan:ia-1388-fd1d06ffd0ef,1388,1388,24-2129,,Bur,ālū,potato,backstrom1992,reflex,reflex,burushaski:ia-1388-fd1d06ffd0ef:cdial:1388:2aef0e3490
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-1388-fd1d06ffd0ef,proto-burushaski:indo-aryan:ia-1388-fd1d06ffd0ef,1388,1388,24-2130,,Bur,ālū,potato,backstrom1992,reflex,reflex,burushaski:ia-1388-fd1d06ffd0ef:cdial:1388:2aef0e3490
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-1388-fd1d06ffd0ef,proto-burushaski:indo-aryan:ia-1388-fd1d06ffd0ef,1388,1388,24-2131,,Bur,ālū,potato,backstrom1992,reflex,reflex,burushaski:ia-1388-fd1d06ffd0ef:cdial:1388:2aef0e3490
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-1388-fd1d06ffd0ef,proto-burushaski:indo-aryan:ia-1388-fd1d06ffd0ef,1388,1388,24-2132,,Bur,ālū,potato,backstrom1992,reflex,reflex,burushaski:ia-1388-fd1d06ffd0ef:cdial:1388:2aef0e3490
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-1388-fd1d06ffd0ef,proto-burushaski:indo-aryan:ia-1388-fd1d06ffd0ef,1388,1388,24-2133,,Bur,ālū,potato,backstrom1992,reflex,reflex,burushaski:ia-1388-fd1d06ffd0ef:cdial:1388:2aef0e3490
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-1388-fd1d06ffd0ef,proto-burushaski:indo-aryan:ia-1388-fd1d06ffd0ef,1388,1388,24-2134,,Bur,ālū,potato,backstrom1992,reflex,reflex,burushaski:ia-1388-fd1d06ffd0ef:cdial:1388:2aef0e3490
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-1388-fd1d06ffd0ef,proto-burushaski:indo-aryan:ia-1388-fd1d06ffd0ef,1388,1388,24-2135,,Bur,ālū,potato,backstrom1992,reflex,reflex,burushaski:ia-1388-fd1d06ffd0ef:cdial:1388:2aef0e3490
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13965-23363a046144,proto-burushaski:indo-aryan:ia-13965-23363a046144,13965,13965,45-3971,berger-entry-4063,Bur,hon,swelling of the abdomen; with swollen abdomen; ng. swelling on the cow's womb,berger-auto[p. 105 (printed p. 202)],reflex,reflex,burushaski:ia-13965-23363a046144:cdial:13965:9c44cfd4d3
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13992-fed5206ba1ae,proto-burushaski:indo-aryan:ia-13992-fed5206ba1ae,13992,13992,24-2163,,Bur,hāliʦ̣ī,turmeric,backstrom1992,reflex,reflex,burushaski:ia-13992-fed5206ba1ae:cdial:13992:e9464e4473
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13992-fed5206ba1ae,proto-burushaski:indo-aryan:ia-13992-fed5206ba1ae,13992,13992,24-2164,,Bur,hāliʦ̣ī,turmeric,backstrom1992,reflex,reflex,burushaski:ia-13992-fed5206ba1ae:cdial:13992:e9464e4473
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13992-fed5206ba1ae,proto-burushaski:indo-aryan:ia-13992-fed5206ba1ae,13992,13992,24-2165,,Bur,hālīʦ̣ī,turmeric,backstrom1992,reflex,reflex,burushaski:ia-13992-fed5206ba1ae:cdial:13992:e9464e4473
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13992-fed5206ba1ae,proto-burushaski:indo-aryan:ia-13992-fed5206ba1ae,13992,13992,24-2166,,Bur,hālīʦ̣ī,turmeric,backstrom1992,reflex,reflex,burushaski:ia-13992-fed5206ba1ae:cdial:13992:e9464e4473
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13992-fed5206ba1ae,proto-burushaski:indo-aryan:ia-13992-fed5206ba1ae,13992,13992,24-2167,,Bur,hālīʦ̣ī,turmeric,backstrom1992,reflex,reflex,burushaski:ia-13992-fed5206ba1ae:cdial:13992:e9464e4473
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13992-fed5206ba1ae,proto-burushaski:indo-aryan:ia-13992-fed5206ba1ae,13992,13992,24-2168,,Bur,hālīʦ̣ī,turmeric,backstrom1992,reflex,reflex,burushaski:ia-13992-fed5206ba1ae:cdial:13992:e9464e4473
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-13992-fed5206ba1ae,proto-burushaski:indo-aryan:ia-13992-fed5206ba1ae,13992,13992,45-3645,berger-entry-3743,Bur,halíçi,"turmeric, turmeric",berger-auto[p. 98 (printed p. 188)],reflex,reflex,burushaski:ia-13992-fed5206ba1ae:cdial:13992:0cd5199a15
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14000-21e34d1692a1,proto-burushaski:indo-aryan:ia-14000-21e34d1692a1,14000,14000,45-3631,berger-entry-3729,Bur,halagō̌n,the first furrow when plowing,berger-auto[p. 97 (printed p. 187)],reflex,reflex,burushaski:ia-14000-21e34d1692a1:cdial:14000:b970d167d0
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14001-9c9fe77a2b88,proto-burushaski:indo-aryan:ia-14001-9c9fe77a2b88,14001,14001,45-3621,berger-entry-3723,Bur,hal del,"leap, jump",berger-auto[p. 97 (printed p. 187)],reflex,reflex,burushaski:ia-14001-9c9fe77a2b88:cdial:14001:b970d167d0
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14028-652e4a8dc428,proto-burushaski:indo-aryan:ia-14028-652e4a8dc428,14028,14028,24-1763,,Bur,hātorā,hammer,backstrom1992,reflex,reflex,burushaski:ia-14028-652e4a8dc428:cdial:14028:5b19817f64
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14028-652e4a8dc428,proto-burushaski:indo-aryan:ia-14028-652e4a8dc428,14028,14028,24-1764,,Bur,hātorā,hammer,backstrom1992,reflex,reflex,burushaski:ia-14028-652e4a8dc428:cdial:14028:5b19817f64
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14028-652e4a8dc428,proto-burushaski:indo-aryan:ia-14028-652e4a8dc428,14028,14028,24-1768,,Bur,hātora,hammer,backstrom1992,reflex,reflex,burushaski:ia-14028-652e4a8dc428:cdial:14028:5b19817f64
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14028-652e4a8dc428,proto-burushaski:indo-aryan:ia-14028-652e4a8dc428,14028,14028,24-1769,,Bur,hātūra,hammer,backstrom1992,reflex,reflex,burushaski:ia-14028-652e4a8dc428:cdial:14028:5b19817f64
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14028-652e4a8dc428,proto-burushaski:indo-aryan:ia-14028-652e4a8dc428,14028,14028,24-1770,,Bur,hātūra,hammer,backstrom1992,reflex,reflex,burushaski:ia-14028-652e4a8dc428:cdial:14028:5b19817f64
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14039-6b94150a9ec7,proto-burushaski:indo-aryan:ia-14039-6b94150a9ec7,14039,14039,45-3791,berger-entry-3882,Bur,hásto,elephant,berger-auto[p. 101 (printed p. 195)],reflex,reflex,burushaski:ia-14039-6b94150a9ec7:cdial:14039:edbc51209d
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14050-38bbc5ef6a22,proto-burushaski:indo-aryan:ia-14050-38bbc5ef6a22,14050,14050,45-3680,berger-entry-3779,Bur,hánik,"large flat wooden bowl, especially for butter (ritually used, cf. L text XIII, p.208 and HI, p.l93a)}, the bowl with food on it",berger-auto[p. 98 (printed p. 189)],reflex,reflex,burushaski:ia-14050-38bbc5ef6a22:cdial:14050:b3053a3022
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14059-6bb9a32da2a1,proto-burushaski:indo-aryan:ia-14059-6bb9a32da2a1,14059,14059,45-3774,berger-entry-3865,Bur,harkóőn,jewelry of women ; ; f,berger-auto[p. 101 (printed p. 194)],reflex,reflex,burushaski:ia-14059-6bb9a32da2a1:cdial:14059:5e167f93ce
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14063-f29a119069fc,proto-burushaski:indo-aryan:ia-14063-f29a119069fc,14063,14063,45-3567,berger-entry-3670,Bur,hārí,parrot,berger-auto[p. 96 (printed p. 184)],reflex,reflex,burushaski:ia-14063-f29a119069fc:cdial:14063:d58432ed8b
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14075-c667a6d80ab2,proto-burushaski:indo-aryan:ia-14075-c667a6d80ab2,14075,14075,45-3906,berger-entry-3998,Bur,hiq,"+-t- bugger, hiccups have Qs., kho. hiq, T 14075) je hiq áatimi I got a",berger-auto[p. 104 (printed p. 200)],reflex,reflex,burushaski:ia-14075-c667a6d80ab2:cdial:14075:2aa076e6d0
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-14404-4374a1c512e3,proto-burushaski:indo-aryan:ia-14404-4374a1c512e3,14404,14404,0-158367,,Bur,kuyōc,subjects of a ruler,CDIAL,borrowed,reflex,burushaski:ia-14404-4374a1c512e3:cdial:14404:0f66dbde44
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-1452-2833558d72b0,proto-burushaski:indo-aryan:ia-1452-2833558d72b0,1452,1452,20-14,berger-entry-289,Bur,aśamát,"first solid food of children, flour in hot water mixed with butter",berger[p. 23],reflex,reflex,burushaski:ia-1452-2833558d72b0:cdial:1452:c6077cb014
