Source_Dictionary,Source_Entry_ID,Source_Page,Printed_Target_ID,Resolved_Target_ID,Status,Reason,Resolution,Relation,Direction,Confidence,Citation,Evidence
cdial,2607,129,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,undetermined,medium,CDIAL[entry 2607],"2607 kaṅkōla m. 'a kind of plant' Bhartr̥. Pk. kaṁkōla -, kakk° m. 'a kind of tree', n. 'its fruit'; S. kaṅgoru m. 'a kind of cane from which musical pipes are made'; G. kā̃kol m. 'a kind of thorny shrub' (< - olla - ?); M. kãkoḷ m. 'Myrtus pimenta, allspice'. kaṅgu- see kaṅku -. kaṅgunī- see * kaṅkunī -."
cdial,2615,130,DED 916,d1088,installed,printed DED/DEDS ID uniquely resolves through the DEDR footer,unique-legacy-id,related,undetermined,medium,CDIAL[entry 2615],[~ Drav. DED 916]
cdial,2621,130,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,medium,CDIAL[entry 2621],"[Prob. like kharju-¹, khasa -¹ and poss. kaṇḍū - ← Drav. EWA i 139, 147 with lit.]"
cdial,2622,130,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2622],[← Drav. or Mu. EWA 139 with lit. Former might account for N. g -. J. Bloch BSOS v 738 puts it with kāla -¹ as ← Drav.]
cdial,2639,131,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2639],"[IE. *( s ) qI̊-to - WP ii 597: rather ← Drav., cf. Tam. kaḍam 'mountain side, elephant's temple', Kan. kaḍe 'side, end', Tel. kaḍa .]"
cdial,2645,132,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2645],"[Cf. kaṭāha -² m. 'young male buffalo with horns just appearing' prob. ← Drav. T. Burrow BSOAS xii 368; * kaḍḍa-, *kēṭṭa -]"
cdial,2650,132,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2650],"[EWA i 144 with lit. groups kaṭhiná -, káṭhōra -, °ōla -, kaṭhara -, kaḍḍati as ← Drav. Tam. kaṭṭu 'hardness', Tu. gaṭṭi , &c.]"
cdial,2652,132,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2652],[Like kalāpa - ← Drav.]
cdial,2656,133,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2656],[← Austro-as.: ka-ḍēbara - as Pk. kā-liṁba - 'body' ~ ḍimba -² EWA i 182 with lit. But cf. kaṭa - 'corpse' lex. ← Tam. kaḍam 'body']
cdial,2661,133,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,undetermined,medium,CDIAL[entry 2661],"ce or wheat'; Sh. (Lor.) kΛnáʰ 'grain of rice with the husk on'; K. kana m. 'granule', pl. 'broken bits of grain from husked rice'; S. kaṇo m. 'a grain, a seed'; L. kaṇ m. 'outturn of crops', kaṇī f. 'drop, slight rain', (Salt Range) kaṇ m. 'seedling onion', kaṇī f. 'broken rice, drop of rain', awāṇ. kaṇ 'drop'; P. kaṇ m. 'outturn of crops, grain borrowed and repayable with interest, particle', kaṇī f. 'particle, bran, halfformed butter in milk', kiṇī f. 'drop of rain' (whence kiṇnā 'to rain moderately'); WPah. bhal. kaṇi 'a bit of meat'; A. kanā 'a minute particle', kani 'egg, testicle, *drop' (whence kaniyāiba 'to fall in small drops'); B. kan 'eye of corn, particle', kanā 'piece of dust, cummin seed', kanī 'atom, particle'; Or. kaṇa , °ṇā 'particle of dust, eye of seed, atom', kaṇi 'particle of grain'; OAw. kana 'drop (of dew)'; H. kan m., kanī f. 'grain, fragment, atom'; G. kaṇ , kaṇũ n. 'single grain of corn', kaṇī f. 'small grain' (whence kaṇiyɔ m. 'grain-dealer'); M. kaṇ m. 'grain, atom, corn', kaṇī f. 'hard core of grain, pupil of eye, broken bit', kaṇẽ n. 'very small particle'; Ko. kaṇu m. 'a grain'; Si. kaṇa 'a drop of water'. kaṇika-, kaṇiśa-; *kaṇavr̥tta-, *kaṇājaka-, *kaṇāli-; *niṣkaṇa-, *markakakaṇa -. káṇati see kváṇati ."
cdial,2680,134,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,medium,CDIAL[entry 2680],"[Mayrhofer EWA i 146 accepts connexion with Drav. (T. Burrow BSOAS xi 133) but considers both IA. and Drav. forms to have originated in Muṇḍa (Kuiper PMWS 29). This is supported by the many forms with a varying degree of phonet. similarity not referable to a common IA. original: see * gāṭṭa-¹, gā́tra-, *gicca-, *ghaṭṭā-, *ghaṇṭa-, ghāṭā-¹, *ghicca-¹, *ghiñca-, *ghēñca-, *ghēṇṭu-, *śraṭṭa-, kŕ̥kāṭikā-, kandhara -]"
cdial,2682,134,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,low,CDIAL[entry 2682],"2682 kaṇṭhamaṇi m. 'jewel worn on neck' lex. [ kaṇṭhá-, máṇi -¹] Si. kaṭamina 'neck-jewel'. KAṆḌ ¹ 'pound, strike'. [T. Burrow BDCRI 20, 281 MIA. < √ krand ². But cf. √ khaṇḍ ] * kaṇḍa-, kaṇḍana-, kaṇḍáyati, *kaṇḍita -. KAṆḌ ² 'be glad': káṇḍati ²."
cdial,2684,134,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2684],[Cf. kaḍati 'is intoxicated' Dhātup.: ← Drav. T. Burrow BSOAS xii 369: √ kaṇḍ ²]
cdial,2688,135,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2688],[← Drav. or Austro-as. see kacchū́ -]
cdial,2710,136,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2710],"[EWA i 144 groups kadambá -, kaḍambá-, kaḍambī - as ← Drav. Tam. kaṭampu , &c.: T. Burrow BSOAS xii 369]"
cdial,2723,136,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,medium,CDIAL[entry 2723],[Prob. with gaṇḍa -¹ ← Drav. T. Burrow BSOAS xii 369 and EWA i 152 with lit.]
cdial,2724,136,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,medium,CDIAL[entry 2724],"2724 kandará n. 'cave, glen' R., m. lex., °rī́ - f. Pa. kandara - m. 'cave, grotto, glen'; Pk. kaṁdara - n., °rā -, °rī - f. 'hole, cave'; Bi. kãdrī 'well dug in a river bank into which river water infiltrates'; Si. kan̆dura 'mountain stream or gorge'."
cdial,2725,136,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,medium,CDIAL[entry 2725],"2725 kandarpa m. 'the god of love' MBh. Pa. kandappa - m., Pk. kaṁdappa - m., Si. kan̆dapa ."
cdial,2727,136,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2727],[With gēnduka - q.v. ← Drav.]
cdial,2730,137,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2730],[A. Master BSOAS xii 352 ← Drav. cf. Tel. kandamu 'neck'; but see kaṇṭhá -]
cdial,2740,137,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2740],[← Drav. T. Burrow BSOAS xii 370]
cdial,2744,137,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,influence,entry-from-compared,low,CDIAL[entry 2744],"2744 kapā́la n. 'skull, cranium' AV., 'cup, jar, bowl' TS., 'beggar's bowl' Mn., kapālikā - f. 'sherd' Kauś. 2. * kapalla-. 3. * kabhalla- beside bhágāla - PārGr̥. 4. * kappāla-. [Although IE. (cf. OEng. hafola 'head') EWA i 155, the variant MIA. and NIA. forms suggest at least influence by Austro-as. ND 73 b 27] 1. Pa. kapāla - n. 'skull, begging bowl, frying-pan (usu. iron), potsherd', °aka - n. 'small bowl'; Pk. kavāla - n. 'skull'; K. kwöjᷴ f. 'a stone mortar for pounding spices &c.'; — Ko. kavᵃḷigā 'brass vessel' ← Kan. kavalige 'metal vessel'←IA. S.M. Katre IL xvi 321. 2. Pa. kapalla - n. 'earthenware pan, frying-pan', °aka - n. 'small do.'; Pk. kavalla - m.n. 'iron pot', °lī - f. 'cup, vessel for molasses &c.'; P. kaul m. 'metal cup or bowl', °lī f. 'little brass bowl'; M. kaul n. 'tile'. 3. Pk. kabhalla - n. 'skull', Si. kabala 'skull, shell (of tortoise), potsherd', käballa 'piece, slice', käbilitta 'potsherd' H. Smith JA 1950, 188. 4. Ḍ. kΛpōl m. 'head'; Paš. kapā́l 'head, skull', Kho. kapál (→ Wkh. kapāl Rep¹ 79); Tor. Sh. kapā́lo 'forehead'; K. kapāl m. 'skull'; S. kapāru m. 'skull, cranium'; P. kapāl m. 'skull, forehead'; WPah. paṅ. kupāḷ 'head', b"
cdial,2753,138,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,influence,undetermined,medium,CDIAL[entry 2753],"( b due to Tam. influence? H. Smith JA 1950, 188)"
cdial,2755,138,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,medium,CDIAL[entry 2755],"[Prob. ← Austro-as., poss. ← Drav. EWA i 158 with lit.]"
cdial,2757,138,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2757],"[Cf. kaphauḍá - m. '(prob.) elbow' AV., and kūrpara -: EWA i 255 with PMWS 44 ← Munda rather than ← Drav. with Burrow TPS 1945, 96]"
cdial,2764,139,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2764],"[Like kavāra -, kavēla - n. lex., kuvalaya - n. MBh. and Pk. kalima - n. ← Drav. EWA i 160]"
cdial,2780,140,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2780],"[ kāra -⁷ m. 'tax' Pāṇ.: ← Drav. T. Burrow TPS 1945, 88; EWA i 166]"
cdial,2790,140,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,medium,CDIAL[entry 2790],"2790 káraṇa n. 'act, deed' RV. [√ kr̥ ¹] Pa. karaṇa - n. 'doing'; NiDoc. karana , kaṁraṁna 'work'; Pk. karaṇa - n. 'instrument'; N. dan-karnu 'toothpick', kan-karnu 'ear-pick'; B. karnā , kannā 'work, duty'; M. karṇẽ n. 'action, deed'; Si. karaṇa 'occupation, trade, copulation'; — P. karnī f. 'mason's trowel' (B. D. Jain PhonPj 116 < karaṇḍa -); H. karnī f. 'mason's trowel', M. karṇī f. karaṇīya-; *āvr̥ttikaraṇa-, kaṇṭakakaraṇa-, *nakhakaraṇa-, nāmakaraṇa-, bhadrākaraṇa-, *mūtrakaraṇa-, *vartakaraṇa -."
cdial,2795,141,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,medium,CDIAL[entry 2795],"[By pop. etym. from kará ¹- and páttra - (and parṇá -) EWA i 164 who connects with krakaca -, krakara -, Pa. khara -, Pk. karakaya - 'saw' perh. ← Drav. T. Burrow TPS 1945, 96]"
cdial,2800,141,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2800],"[Three forms of a word for 'oleander' all prob., like karavīra - (T. Burrow BSOAS xii 370) ← Drav., cf. esp. Tam. kaṇaviram , Kan. kaṇagil , Tel. gannēru . See karī́ra -²]"
cdial,2807,142,DED 1057,d1261,installed,printed DED/DEDS ID uniquely resolves through the DEDR footer,unique-legacy-id,related,undetermined,medium,CDIAL[entry 2807],[~ Drav. DED 1057]
cdial,2813,142,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,medium,CDIAL[entry 2813],"[Prob. ← Drav. Mal. kuraṭṭa , Tu. koraṇṭu 'nut', Kan. karaṭa 'coconut shell', Tam. ciraṭṭai 'coconut shell, begging bowl' T. Burrow TPS 1945, 88]"
cdial,2814,142,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,low,CDIAL[entry 2814],"2814 karṓti 'does' Br̥ĀrUp. [√ kr̥ ¹] Pa. karōti , Aś. shah. man. gir. karoti , kāl. jau. kaleti , dh. kalāmi , kāl. kalaṁta pres. part., NiDoc. kareti , Pk. karēi , karaï , Gy. pal. ker -, arm. kar -, eur. ker -; D. iriná 'to make, do, say', irāna 'to cause to be made'; Tir. pres. karēm , °ēs , °ē , Paš. kar -, ka -, Shum. käy -, 1 pres. kyām , Woṭ. Niṅg. kar -, Kal. pres. kārem , °es , °eu , Kho. korik , Bshk. 1 pres. karant , Mai. kar -, K. karun , S. karaṇu , L. karaṇ , P. karnā , WPah. bhad. kεrnū , bhal. pāḍ. paṅ. cam. kar -, khaś. gεnnu , l. rudh. εnnu (esp. as an auxiliary, e.g. uḍreti 'is flying' < uḍre εtti ), Ku. karṇo , gng. kan , N. garnu , A. kariba , B. karā , Or. karibā , Mth. karab , Bhoj. karal , OAw. karaï , H. karnā , OMarw. karaï , G. karvũ , M. karṇẽ , Ko. koruka , Si. karaṇavā , inscr. 3 pl. pres. karat . kurmáḥ &c.: Dm. 1 sg. fut. kurím , pres. kurinum , pret. kurum , Tor. ku -, 1 sg. pres. ā kud . Kt. ku -. ákarōt : MIA. * akarēt > Kal. āreu , Kho. arĕr 'he did'. kr̥ṇṓti 'does' RV.: Pk. kuṇaï , Ash. pres. kōm , kō̃s , kō̃i , kōmiš , kōṅ , kōn . * carati ² (cf. Av. aor. čōrət̰ , Wkh. ċar - IIFL ii 518): Wg. č -, ċ - 'to do, make' (: pret. kř - see below). kriyátē 'is done' RV.: Pk. kijjaï ; Sh. (Lor.) krīǰoiki 'to be used'; S. kijaṇu 'to be done'; L."
cdial,2825,143,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,medium,CDIAL[entry 2825],"2825 karkōṭa n. 'a partic. fruit' Suśr., °aká - m. 'Momordica mixta', n. 'its fruit' Suśr., 'Aegle marmelos' lex., °akī - f. 'a plant with yellow flowers' Car., °ṭikā - f. 'Momordica mixta'. [See kakkōla -] Pk. kakkōḍa -, °aya -, kaṁkōḍa - m. 'a vegetable that grows in the rains', kakkōḍaī - f. 'the plant'; P. kakauṛā m. 'the vegetable Momordica muricata'; B. kā̃krol 'the edible cucurbitaceous plant Momordica mixta and its fruit', kā̃kur 'cucumber, green melon'; Or. kākoḷā , °ḷi , °olā , kāṅkoḷā , °olā 'a sweet vegetable febrifuge', kakarlo , kāṅkaṛa 'edible thorny fruit of the creeper Momordica cochinchinensis'; Bhoj. kakorā 'the vegetable Momordica muricata or mixta', H. kakoṛā m.; G. kãkoṛũ n. 'a kind of vegetable, Myrtus pimenta', °ṛī f. 'its root, a fragrant medicinal powder made therefrom'."
cdial,2830,144,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,undetermined,low,CDIAL[entry 2830],"2830 kárṇa m. 'ear, handle of a vessel' RV., 'end, tip (?)' RV. ii 34, 3. [Cf. * kāra - ⁶] Pa. kaṇṇa - m. 'ear, angle, tip'; Pk. kaṇṇa -, °aḍaya - m. 'ear', Gy. as. pal. eur. kan m., Ash. (Trumpp) karna NTS ii 261, Niṅg. kō̃ , Woṭ. kanə , Tir. kana ; Paš. kan , kaṇ ( ḍ )- 'orifice of ear' IIFL iii 3, 93; Shum. kō̃ṛ 'ear', Woṭ. kan m., Kal. (LSI) kuṛō̃ , rumb. kᵘŕũ , urt. kŕä̃ (< * kaṇ ), Bshk. kan , Tor. kΛṇ , Kand. kōṇi , Mai. kaṇa , ky. kān , Phal. kāṇ , Sh. gil. ko̯n pl. ko̯ṇí m. (→ Ḍ kon pl. kΛṇa ), koh. kuṇ , pales. kuāṇə , K. kan m., kash. pog. ḍoḍ. kann , S. kanu m., L. kann m., awāṇ. khet. kan , P. WPah. bhad. bhal. cam. kann m., Ku. gng. N. kān ; A. kāṇ 'ear, rim of vessel, edge of river'; B. kāṇ 'ear', Or. kāna , Mth. Bhoj. Aw. lakh. H. kān m., OMarw. kāna m., G. M. kān m., Ko. kānu m., Si. kaṇa , kana"
cdial,2848,144,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,medium,CDIAL[entry 2848],"2848 karṇāṭa-, °aka - m. 'name of a people' MBh., kārṇāṭa-bhāṣā - 'the Kanarese language' MW. [NIA. forms < kārṇāṭa - which supports interpretation as 'black country' (EWA i 172) and connexion with kāla -¹] Pk. kaṇṇāḍa -, °ṇala - m. 'name of a country', adj. 'coming from it'; S. kāniṛo m. 'a partic. musical mode'; OB. kānaṛa-chā̃da 'the Kanarese fashion'; Or. kanaṛā 'a partic. Oriya metre and tune', kāneṛā 'id., the Carnatic'; G. kānṛī 'belonging to the Kannada country'; M. kānḍā m. 'inhabitant of Kannada, musical mode of K.' karṇāṭī- see karavīra -."
cdial,2851,144,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,low,CDIAL[entry 2851],"[Cf. kāṭá - m. 'hole' RV., gárta-, *gaḍḍa-¹, *gaḍḍ-¹-, gaḍa-¹, *gallī-, *gālī-, *galī-, *khaḍḍa-, *khāḍa-, khalla-², *khāla-, *khala -³. — The extensive interchange of sounds, voiced with unvoiced, retroflex with dental or l , inexplicable within Indo-aryan itself, in a group of words all indicating 'digging' and 'hole' strongly supports assumption of Dravidian origin for it (T. Burrow BSOAS xii 370) despite the early attestation of kartá -¹, kāṭá -, gárta -¹ (EWA i 173). Beside Kan. kaḍḍa 'pitfall for elephants' cf. Kan. gal̤de (9th cent.), gardde (11th cent.), gaddĕ 'paddy field', Brah. kaṛak 'hole']"
cdial,2898,147,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2898],"[EWA i 176 < stem * karmar - ~ karman -, but perh. with ODBL 668 ← Drav. cf. Tam. karumā 'smith, smelter' whence meaning 'smith' was transferred also to karmakāra -]"
cdial,2913,148,DED 1135,d1348,installed,printed DED/DEDS ID uniquely resolves through the DEDR footer,unique-legacy-id,related,undetermined,medium,CDIAL[entry 2913],[~ Drav. DED 1135]
cdial,2918,148,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2918],"[Cf. kāláyati 'counts, tells over' MBh. Like kalā́ -² ← Drav. e.g. Tam. Kan. kal -, Tel. Gondi kar - 'to learn' EWA i 180 with lit.: √ kal ¹]"
cdial,292,14,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 292],[← Drav. Mayrhofer EWA i 33]
cdial,2927,149,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2927],[← Drav. see kaláyati¹: √kal ¹]
cdial,2931,149,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,undetermined,low,CDIAL[entry 2931],[Cf. * kaḍappa - which supports deriv. from Drav. (Kan. kalappu 'miscellaneous collection' &c. T.Burrow BSOAS xii 371)]
cdial,2941,149,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,undetermined,medium,CDIAL[entry 2941],(→ Brah. kap 'half')
cdial,2950,150,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2950],"[Cf. kaḍaṅga - m. 'id.', kalukkā - f. 'tavern': ← Drav. see kaṇḍati ²]"
cdial,2954,150,DED 1145,d1359,installed,printed DED/DEDS ID uniquely resolves through the DEDR footer,unique-legacy-id,related,undetermined,medium,CDIAL[entry 2954],[~ Drav. DED 1145]
cdial,2955,150,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2955],"[← Drav. T. Burrow TPS 1945, 82]"
cdial,2957,150,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2957],"[ kavása - m. 'id.', kaváṣa - m. 'shield' lex.: ← Drav. EWA i 186 with lit.]"
cdial,2960,150,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,medium,CDIAL[entry 2960],"[NIA. forms except Paś. can all derive from * kab / pala -: like kavaka - prob. ← Drav. e.g. Tam. kavaḷam , °ar̤am 'morsel of food', kavvu 'to bite' T. Burrow TPS 1945, 91]"
cdial,2963,151,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 2963],"[Cf. kaváṣa - 'opened (of the legs)' AitBr., kaváṣ - 'open (of the leaves of a door)' VS.: perh. ← Drav. EWA i 187 with lit.]"
cdial,2998,153,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 2998],"[← Drav.: Kan. kakka 'uncle', Tel. kakka 'daddy', Mal. kākke 'mother's brother']"
cdial,3009,153,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 3009],"[← Drav. Kui kāsa , Kuvi kāñju , Kan. kāgaḍi , kāvaḍi T. Burrow BSOAS xii 372, EWA i 195. See kamaṭha -]"
cdial,3016,154,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 3016],[← Drav. EWA i 195 with lit.]
cdial,3023,154,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 3023],"[Poss. connexion with gaṇḍa -² makes prob. non-Aryan origin (not with P. Tedesco Language 22, 190 < kr̥ntáti ). Prob. ← Drav., cf. Tam. kaṇ 'joint of bamboo or sugarcane' EWA i 197]"
cdial,3028,154,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 3028],[With kāntāra - ← Drav. EWA i 198 with lit.]
cdial,3031,154,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 3031],[ kā́ntārapathika - Pāṇ. — ← Drav. see kānana -]
cdial,3037,155,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,low,CDIAL[entry 3037],"[Forms of G. < * kāpa - with - ṭa -, - la -, - ta - (or - ka -), - tra -. Cf. Sk. Pa. kapaṭa - m.n. 'fraud', Pk. kavaḍa - n.: prob. ← Drav. cf. kūṭá -¹ T. Burrow BSOAS xii 370]"
cdial,3061,156,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,medium,CDIAL[entry 3061],"[S. K. Chatterji's theory, Miscellany 74, of Drav. cmpd. 'black-spear' is supported by another name for this plant kāṇḍīra -]"
cdial,3069,156,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,undetermined,low,CDIAL[entry 3069],"3069 * kārti 'knife'. [Cf. Bal. kārč < * kārti -, Pahl. kārt < * kārti - or °ta -. For the series kr̥tí-²: *karta -³ or °ti -: * kārti - cf. Gk. καρδία: Goth. haírtō : Gk. κῆρ and Sk. hŕ̥d -: hā́rdi . — √ kr̥t ¹] Ash. kāṭa f. 'knife', Kt. kṭå , Wg. kaṭā́ ; S. kātī f. 'large knife or dagger', °tu m. 'large knife, tool for cutting edges of books'; L. mult. khet. kātī f. 'knife'; WPah. bhal. kāt , pl. °tā̃ f. 'shears for shearing sheep'; Si. kätta , pl. käti 'billhook' (early loan with t , not ṭ ). — Forms of B. Or. Bi. Mth. H. G. M. alternatively < * kartá -³. Addenda: * kārti- [Cf. Shgh. čād 'knife', EVSh 25, 40]"
cdial,3082,157,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 3082],"[← Drav. T. Burrow BSOAS xii 372, EWA i 202]"
cdial,3083,157,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,medium,CDIAL[entry 3083],"[< * kāḍa - ← Drav. and poss. connected with kajjala-, karṇāṭa - EWA i 203 with lit.]"
cdial,3149,160,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,loan,entry-from-compared,high,CDIAL[entry 3149],"[M. Mayrhofer's assumption, EWA i 206, of a * kīsuka - 'red tree' (changed by pop. etym. to kiṁ-śuka -) ← Drav. is supported by NIA. forms which have no nasal. H. also has ṭesū m.]"
cdial,3153,161,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,low,CDIAL[entry 3153],"[Cf. Drav. words quoted s.v. * gicc - and further groups s.vv. kiṭṭa - and kaccara -¹, and * cikka -²]"
cdial,3156,161,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,medium,CDIAL[entry 3156],( kur - < kūṭa -²)
cdial,3173,162,,,unresolved,Dravidian comparison has no resolvable DED/DEDS entry ID,no-target-id,related,undetermined,medium,CDIAL[entry 3173],"[Alternance of k - and c -, - ṭ - and - t - suggests Drav. origin, EWA i 211. Perh. same as kilāta - 'dwarf']"
