Set_ID,Proto_Form,Gloss,Evidence_Keys,Method,Status,Notes
berger-berger-entry-3057,*guċhár- -ć-,"wandeln, fließen; gehen, marschieren",berger-entry-3057|berger-entry-3057-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3063,*gućháśpal,die Zeit nach dem Zubettgehen,berger-entry-3063|berger-entry-3063-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3068,*gudúṅ -mán-,"lgudúṅ -mán- schläfrig sein, dösen, einnicken; sich ängstigen",berger-entry-3068|berger-entry-3068-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3079,*gúgur man,Has. gúrgur man: sich hinter jdn,berger-entry-3079|berger-entry-3079-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3107,*gunċgát,,berger-entry-3107|berger-entry-3107-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3116,*gupáltiù,"gulpáltiṅ, gurpáltiů hz. D.pl. -ćiṅ die landesüblichen weiten Hosen",berger-entry-3116|berger-entry-3116-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3127,*du-úrgin-,dazu du-úrgin- gemahlen werden,berger-entry-3127|berger-entry-3127-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-313,*at,(Seiden}twist sikíme at Seidentwist at asqúr Art kleine Blume mit 7 oder 8 Blütenblättern,berger-entry-313|berger-entry-8414-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3142,*gus-giyáas,"s. giyáas l:-gus- S. U-ÚS- 2:.gus- S. gusú- d:-gus- s. du-ús- gusé, ng. khosé und hz.ng. khos, pl. guċé, ng. khoċé und hz.ng. khoċ dies",berger-entry-3142|berger-entry-3142-dialect-1|berger-entry-3142-dialect-2|berger-entry-3142-dialect-3|berger-entry-3143-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-315,*ate,"Kasusendung: auf, mit, Gr, . - 44",berger-entry-315|berger-entry-315-attached-742-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3161,*gusúgin-,nukúśugin be- ratschlagen,berger-entry-3161|berger-entry-3161-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3179,*guyós,°guyóos kleines Feld,berger-entry-3179|berger-entry-3179-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3199,*du-gáaṭ- -áašś-,"du-gáaća- ausgesondert, aussortiert, ausge- klaubt werden",berger-entry-3199|berger-entry-3199-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3245,*schnappen,erhaschen,berger-entry-3245|berger-entry-3245-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3257,*galgú,"und pl., D.pl. hbz.ng. -muċ Würmchen, Larve, Made, Raupe; Würmer",berger-entry-3257|berger-entry-3257-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3260,*galíiz,"L auch -$0 unwohl, krank ; ; ; ; Kranker; y Krankheit",berger-entry-3260|berger-entry-3260-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3315,*éáqali,auch -miṅ Vogel- scheuche,berger-entry-3315|berger-entry-3315-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3317,*gaqáy,bit- ter,berger-entry-3317|berger-entry-3317-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3318,*gaqáyumkuś,davon gaqáyumkuś Bitterkeit,berger-entry-3318|berger-entry-3318-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3358,*ĝåâriki,"täglicher Anteil, Ra- tion an Getreide",berger-entry-3358|berger-entry-3358-dialect-1|berger-entry-3358-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3364,*standen,(Pferd) parieren,berger-entry-3364|berger-entry-3364-attached-1867-1|berger-entry-3364-attached-1867-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3366,*zum,d.h,berger-entry-3366|berger-entry-3366-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-337,*ya,"s. euy ayagőóoya ach Liebling! (o.ä., zu Kindern)",berger-entry-337|berger-entry-10131-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3371,*gárqas,gárqaċč -ćo Eidech- se,berger-entry-3371|berger-entry-3371-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3382,*du-gárus- -ś-,fragen,berger-entry-3382|berger-entry-3382-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3403,*gašśú,auch -muċ -ćiù sg. und pl. Zwiebel; y pl. Nesseln L,berger-entry-3403|berger-entry-3403-dialect-1|berger-entry-3403-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3408,*gaśáp ét-,"mit einer raschen, hastigen Bewegung langen, tap- pen (nach -ar)",berger-entry-3408|berger-entry-3408-attached-1824-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3414,*gaśçár,auch gaśtár -aù,berger-entry-3414|berger-entry-3414-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3439,*gáyum,link,berger-entry-3439|berger-entry-3439-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3446,*géniś,"génańù, D.pl. génaṅćiů y Gold ; ; ; ; u.a.; hf",berger-entry-3446|berger-entry-3446-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-345,*ba,Kuß,berger-entry-345|berger-entry-345-attached-1714-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3456,*giín,"giío, giíanċ, ng. gáin, pl. gaíaṅ, giíaṅ",berger-entry-3456|berger-entry-3456-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3479,*girgít,und ggirgítum weich,berger-entry-3479|berger-entry-3479-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3497,*gógundil,,berger-entry-3497|berger-entry-3497-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3498,*gókurač,"auch góőkuras, hz.ng. -ć0 Rabe",berger-entry-3498|berger-entry-3498-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3507,*guása,,berger-entry-3507|berger-entry-3507-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3530,*gulk,"Zisterne; mit Bret- tern. bedecktes Wasserreservoir, das von einem Kanal gespeist wird",berger-entry-3530|berger-entry-3530-dialect-1|berger-entry-3530-dialect-2|berger-entry-3530-dialect-4,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3532,*gulpó,verfaultes Holz,berger-entry-3532|berger-entry-3532-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3537,*gultúr-,"so daß das Oberste zu- unterst liegt; verwirrt, bekümmert sein",berger-entry-3537|berger-entry-3537-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3554,*leres,der Sitar,berger-entry-3554|berger-entry-3554-attached-2138-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3556,*gún- -gúi-,"nur mit y pl.-Obj., mit Präfix der l.sg. agún- und jagún- geben",berger-entry-3556|berger-entry-3556-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3570,*gunó,Samen,berger-entry-3570|berger-entry-3570-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3581,*gurá- -ć-,guriá- scheißen,berger-entry-3581|berger-entry-3581-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3582,*sgura-,davon sgura- hz.ng. scheißen lassen,berger-entry-3582|berger-entry-3582-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3591,*sichtlich),ertrinken,berger-entry-3591|berger-entry-3591-dialect-1|berger-entry-3591-dialect-2|berger-entry-3591-dialect-3,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3597,*ĝuró,"Steine, Geröll ; ; 184",berger-entry-3597|berger-entry-3597-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3601,*gúrqun,gúrquċ -ćo Frosch ; 187,berger-entry-3601|berger-entry-3601-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3618,*gutó,auch qutóő stinkender Wurm,berger-entry-3618|berger-entry-3618-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3619,*gutóe,gutőóo-gőno stin- kendes Vieh,berger-entry-3619|berger-entry-3619-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3639,*gúun,gúuyo Wachtel,berger-entry-3639|berger-entry-3639-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3640,*du-gúuskin-,anfangen zu,berger-entry-3640|berger-entry-3640-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3642,*guyáṅń,"und hz. -gúyaṅ Haupthaar, Kopfhaar ; ; ; ; u.a",berger-entry-3642|berger-entry-3642-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-366,*báalt,"und pl., D.pl. -iśo, NH auch -inċ hz.ng. Apfel; y hz.ng",berger-entry-366|berger-entry-366-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3666,*háan- háai-,,berger-entry-3666|berger-entry-3666-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3671,*háas,,berger-entry-3671|berger-entry-3671-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3679,*hagúċ,Paß (am Berg),berger-entry-3679|berger-entry-3679-attached-1524-1|berger-entry-3679-attached-1524-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3684,*hagúr,"und pl., D.pl. hz.ng. -iŚo, Mu. ng. -inċ Pferd ; ; ; ; ; gekrümmter Stab aus Weidenruten, der bei der Bo- phao-Prozession getragen wird",berger-entry-3684|berger-entry-3684-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3686,*hagúrkuin,davon hagúrkuin hz.ng. -kuyo Reiter,berger-entry-3686|berger-entry-3686-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3689,*hahá ét-,"haháa ét- schallend, wiehernd lachen ; Kriegsge- schrei erheben, angreifen",berger-entry-3689|berger-entry-3689-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3700,*háihai,davon háihai ds,berger-entry-3700|berger-entry-3700-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3715,*hákin- -kii-,lernen,berger-entry-3715|berger-entry-3715-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3724,*leicht,"hála -miň -ćiṅ, ng. auch -ṅ Tor",berger-entry-3724|berger-entry-3724-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3731,*halánė,Mond,berger-entry-3731|berger-entry-3731-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3749,*halkíś,"davon halkíś -kíaṅ, hz. auch -kíśaṅ Mutterleib ys. halkig ""trächtige Kuh"")",berger-entry-3749|berger-entry-3749-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3781,*hanisaári,,berger-entry-3781|berger-entry-3781-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3782,*hanjíl,"pl, D.pl. -iśo hz.ng. Holz- kohle",berger-entry-3782|berger-entry-3782-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-379,*báardum,"hx -i$o, y -iħ, hz.ng. xy báarćuko, ng. auch báarjako, -juko rot",berger-entry-379|berger-entry-379-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3816,*harbuá,davon harbuá x pl. Rindvieh,berger-entry-3816|berger-entry-3816-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3819,*hará- -ćć-,neg. hz. oőara,berger-entry-3819|berger-entry-3819-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3821,*haráś,davon haráś y Urin ; ; ; ; ; das Pissen 22. 15,berger-entry-3821|berger-entry-3821-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3826,*harált,"Regen, pl. Regen- fälle, Regenwolken, bedeckter Himmel",berger-entry-3826|berger-entry-3826-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3830,*haráů,"Postp. mit Abs. unter, inmit- ten von, zwischen , unterein- ander, beieinander, gegenseitig 4. 5; ; adj",berger-entry-3830|berger-entry-3830-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3833,*haráṅńući,"in der Mitte, dazwischen",berger-entry-3833|berger-entry-3833-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3835,*haráṅutali,(gehen usw.) (Gen.),berger-entry-3835|berger-entry-3835-attached-2134-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3848,*harí,"und pl., D.pl. hz.ng. -réṅ Gerste ; ; D.pl. auch: Gerste auf dem Felde",berger-entry-3848|berger-entry-3848-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3870,*hars,Pflug,berger-entry-3870|berger-entry-3870-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3874,*hart man,"sich ruckartig erheben, aufspringen",berger-entry-3874|berger-entry-3874-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3877,*harúm,Getrei- de auf dem Feld,berger-entry-3877|berger-entry-3877-attached-758-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-388,*biç,davon biç NH ds. verkleinernd,berger-entry-388|berger-entry-637-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3894,*háuli,"mit knapper Not, verspätet, zu spät ; 11",berger-entry-3894|berger-entry-3894-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3918,*kennen,,berger-entry-3918|berger-entry-3920-attached-1794-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3930,*hér- -ć-,"weinen, jam- mern ; ; ; ; 255",berger-entry-3930|berger-entry-3930-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3960,*tríp-hik,"dazu tríp-hik, tráp-hik, típ-hik rand- voll, ganz voll ; 358",berger-entry-3960|berger-entry-3960-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3966,*híkulto,ein,berger-entry-3966|berger-entry-3966-dialect-1|berger-entry-3966-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3970,*hilés,"kleiner oder älterer Junge, Bursche, unverheirateter junger Mann",berger-entry-3970|berger-entry-3970-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3974,*hímaltar,"hiùbaltarë -ćiù, hím- baltarè -ćiù Torweg, Einfahrt",berger-entry-3974|berger-entry-3974-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3987,*hinzír,"einzelnes Kleidungs- stück, eine Garnitur; nur ein Kleidungsstück tragend, elend, arm",berger-entry-3987|berger-entry-3987-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-3996,*hípulto,übermorgen,berger-entry-3996|berger-entry-3996-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4004,*hiríski Männer-,"dazu hiríski Männer-, Mannes- 63. 22",berger-entry-4004|berger-entry-4004-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4014,*hísa,,berger-entry-4014|berger-entry-4014-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4017,*hisk,"Webstuhl; Kamm; die am Handrücken sichtbaren Fingerknochen, Handrücken oh- ne Finger",berger-entry-4017|berger-entry-4017-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4024,*hiś ét-,"hīīś díus- seuf- zen, sich sehnen",berger-entry-4024|berger-entry-4024-attached-1153-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4035,*hói,"und pl., ng. D.pl. -miṅ sg. grünes Gemüse, pl. Gemüse roh, ungekocht",berger-entry-4035|berger-entry-4035-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4039,*lhol,"Heer, Armee, Truppen",berger-entry-4039|berger-entry-4039-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4041,*hólguś,"davon hólguś -iù und hólkuś Kampf, Schlacht, Krieg",berger-entry-4041|berger-entry-4041-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4043,*hóle,"auch hólo außen, draußen ; ; nach außen, nach draußen ; Postp. mit Gen.: aus heraus",berger-entry-4043|berger-entry-4043-attached-1978-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4064,*hoólalas,Motte,berger-entry-4064|berger-entry-4064-attached-1612-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4088,*húćo,"auch -inċ ein Paar hoher Schaftstiefel, aus Steinbockleder genäht",berger-entry-4088|berger-entry-4088-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4109,*dúlja- -ć-,"dazu dúlja- -ć- und du-súlja- satt sein, genug haben; ""genug ha- ben"", d.h. die Schnauze voll ha- ben",berger-entry-4109|berger-entry-4109-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4126,*hun,"Holz; Bauholz, Balken, behauener Stamm ; ; ; 334",berger-entry-4126|berger-entry-4131-attached-1693-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4133,*hunćó,hunti z neun,berger-entry-4133|berger-entry-4133-dialect-1|berger-entry-4133-dialect-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4138,*hundáris,Dachsparren; Schwielen,berger-entry-4138|berger-entry-4138-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4150,*hurgó,"Anstieg, Stei- gung; bergauf, bergan",berger-entry-4150|berger-entry-4150-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4152,*hurógo,Schweiß,berger-entry-4152|berger-entry-4152-attached-1897-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4154,*hurś,Kornhocke,berger-entry-4154|berger-entry-4154-attached-2127-1|berger-entry-4154-attached-2127-2,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4160,*hurút- -rúš-,"mit Pi.-Subj. hurúća- ; , Abs. nuúro ; ; ; und nuúrut(in) u.a.; neg. oórut- ; ; , Imp. hurú , , hurút ; ; sich setzen, (Perf.) sit- zen ; ; ; sich niederlas- sen, siedeln (auch von Gefühlen und Zuständen beim Menschen), wohnen, bleiben ; ; ; ; (ab)warten , schwan- ger werden",berger-entry-4160|berger-entry-4160-attached-1962-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4171,*du-úśkin- -kii-,dazu du-úśkin- -kii- hz.ng. und du-úśkikin,berger-entry-4171|berger-entry-4171-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4173,*lhuśy,,berger-entry-4173|berger-entry-4173-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-418,*badá,"lbadá, hz.ng. -ń, -miħù Schritt, Sohle",berger-entry-418|berger-entry-418-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4187,*húusśi,"Beute, Raubgut húuśie máal ds",berger-entry-4187|berger-entry-4187-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4193,*huyeltarċčí,davon huyeltarċčí das Weiden des Kleinviehs,berger-entry-4193|berger-entry-4193-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4226,*ík,"Cunn. ""goyak"", Hay. ""gú- yek""",berger-entry-4226|berger-entry-4226-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
berger-berger-entry-4256,*íilgat,"auch: An- gelpunkt; ng. auch: Ende des Pfeils, wo die Sehne eingespannt wird",berger-entry-4256|berger-entry-4256-dialect-1,source-explicit-dialect-correspondence,accepted,Provisional starred Hunza citation form; Berger explicitly supplies the Yasin correspondence.
