Proto_Nuristani_ID,Proto_Nuristani_Form,Proto_Nuristani_Gloss,Indo_Aryan_ID,Indo_Aryan_Form,Indo_Aryan_Gloss,Overlap,Rank,Runner_Up_Overlap,Shared_Reflexes,Hierarchy_ID,Target_Language,Target_Form,Target_Gloss,Form_Similarity,Gloss_Overlap
n1284,*dama,,6724,dʰánu,dry land; desert,1,1,1,nis:dama,6284,OIA,dâm-ay-a-ti,,0.333,
n1284,*dama,,6284,*dāmayati,tames,1,2,1,nis:dama,6284,OIA,dâm-ay-a-ti,,1.000,
n1285,*dām,,6283,dā́man,rope,1,1,0,nis:dām,6283,OIA,d′âman-,rope,1.000,rope
n1305,*koidum,,6493,*dūman,distress,1,1,0,nis:kɘdɨm,n1304,OIA,du:-man-,distress,1.000,distress
n1322,*dos,,6590,dōṣā́,"night, night personified; evening",1,1,0,nis:dus,,PAr,daus′a-,night,0.667,night
n1329,*suduri,,13469,sudūra,very far,1,1,0,nis:sɨdi,,OIA,su-du:r′a-,very far,1.000,far;very
n1338,*daś,,6227,dáśa,ten,1,1,0,nis:doś,,OIA,d′aša,ten,1.000,ten
n1362,*dar,,6206,dárvi,ladle,1,1,0,nis:dur,,PAr,daru-i-,ladle,0.800,ladle
n1365,*dāv,,6305,dārva,wooden,1,1,0,nis:dāv,,PAr,dârv-a-,wooden,1.000,wooden
n1371,*drõ,,6636,druṇa,bow,1,1,0,nis:drũ-paṭa,,OIA,dro-ṇa-,bow,0.800,bow
n1381,*drigala,,6368,dīrgʰá,"long, tall, deep",1,1,0,nis:drigala,,PAr,dr̥:gʱa-,long; tall; deep,0.889,deep;long;tall
n1387,*daʦaṇi,,6112,daṁśana,biting,1,1,0,nis:dɨʦẽ,,PAr,da˜č-an-a-,biting,0.769,biting
n1397,*du,,6648,dva,two,1,1,0,nis:dɨ,,PAr,duv′â,two,0.857,two
n1406,*bāś,,6658,dvā́daśa,twelve,1,1,0,nis:bāś,,OIA,dv′â-daša,twelve,1.000,twelve
n1411,*duvaśi,,6685,*dvivatsikā,two years old,1,1,0,nis:dɨvaś,,OIA,dvi-vats-i-ka-:-,two years old,1.000,old;two;years
n1416,*doṣ,,6587,dōṣa,fault,1,1,0,nis:duṣ,,OIA,doṣ-a-,fault,1.000,fault
n1425,*duk,,6375,duḣkʰá,"difficulty, pain",1,1,0,nis:dɨk,,OIA,duḥ-kh′a-,difficulty; pain,0.909,difficulty;pain
n1451,*dro,,6623,dravá,"running; flowing; quick motion; fluidity, juice, stream",2,1,0,nis:dru;nis:dru cũ,6623,OIA,drav-′a-,flowing,1.000,flowing
n1468,*dama,,6733,dʰamáni,"vein, nerve; throat, neck",1,1,0,nis:damṛe,6733,OIA,dʱam-′ani-,vein; nerve; throat,1.000,nerve;throat;vein
n1478,*dum,,6849,dʰūmá,"smoke, vapour, mist",1,1,0,nis:dɨm,,PAr,dʱu:m′a-,smoke,1.000,smoke
n1486,*dove,,6592,*dōhati,milks,1,1,0,nis:dɘ,,OIA,doɦ-′aya-ti,causes to be milked,0.769,
n1495,*dā,,6793,dʰā́rā,"sharp edge, rim, blade; edge of mountain",1,1,0,nis:dā,,PAr,dʱ′âra-:-,edge; mountain edge,1.000,edge;mountain
n1508,*drās,,6628,drā́kṣā,"vine, grape",1,1,0,nis:drās,,PAr,dr′âč-ša-:-,vine; grape,0.833,grape;vine
n1514,*dama,,6724,dʰánu,dry land; desert,1,1,1,nis:dama,,OIA,dʱ′anv-an-,dry land; desert,0.600,desert;dry;land
n1514,*dama,,6284,*dāmayati,tames,1,2,1,nis:dama,,OIA,dʱ′anv-an-,dry land; desert,0.429,
n1529,*pre,,8656,pradadʰāti,places before,1,1,0,Kam:pr̆e,,OIA,pra-da-dʱa:-ti,places before,1.000,before;places
n1551,*dor,,6459,*duvāra,door,1,1,0,nis:dor,,PAr,duvâra-,door,1.000,door
n1558,*duju,,6481,duhitŕ̩,daughter,1,1,0,nis:jɨ,,PAr,duǰʱit′r̥-,daughter,0.833,daughter
n1566,*sa,,12815,sá,"he, that",1,1,0,nis:sa,,PAr,s′a-,,1.000,
n1585,*sta,,13127,santaka,belonging to; *property,3,1,0,Kam:sta;ktivi:sta;nis:sta,,PAr,s-ant-a-ka-,,1.000,
n1598,*niśe,,4916,caiva,and indeed,1,1,1,Kam:je,,PAr,n′i-ši-šd-a-,,0.333,
n1598,*niśe,,7467,níṣīdati,sits down,1,2,1,nis:niśe,,PAr,n′i-ši-šd-a-,,0.800,
n1602,*sāṭ,,13364,sā́rtʰa,"caravan, troop, company",2,1,0,Kam:soṭ;nis:ṣā̃ṭ,13364.1,OIA,sa-artha-,caravan; troop; company,0.833,caravan;company;troop
n1607,*sannā,,12928,saṁnāha,"tying on, girding on armour; coat of mail",1,1,0,nis:sanā,12928,OIA,sa˜-nâɦ-a-,coat of mail,0.833,coat;mail
n1617,*soi,,13574,sū́ra,sun,1,1,0,nis:sɘ,,PAr,s′u:r-ya-,sun,0.889,sun
n1622,*sātra,,13363,sārtra,"asylum, abode; id.; forest; pool; extends; protect",1,1,0,nis:satra,13363,OIA,sârtra-,asylum; abode,1.000,abode;asylum
n1624,*sā̃,,13340,sā́nu,"mountain top, ridge",1,1,0,nis:sā̃,13340.1,OIA,s′ânu-,mountain top,1.000,mountain;top
n1626,*sikā,,13391,*sikvaka,". [Cf. Toch. <i>saku</i>, <i>sekwe</i>",1,1,0,nis:sakā,13391,OIA,*sik-va-ka-,fat,1.000,
n1632,*śiva,,13444,sī́vyati,sews,1,1,0,nis:śɨva,,PAr,s′i:v-ya-ti,sews,1.000,sews
n1633,*śivala,,13444,sī́vyati,sews,1,1,0,nis:śɨvala,,PAr,s′i:v-ya-ti,sews,1.000,sews
n1650,*saca,,13293,sáścati,"follow, favour, obey",2,1,0,Kam:śśa;ktivi:ṣace,,OIA,s′a-šč-a-ti,follow,1.000,follow
n1660,*ṣaca,,12676,*śratʰya,"to be tied, joint",1,1,1,nis:ṣaca,,OIA,sâǰ-aya-ti,attaches,0.571,
n1660,*ṣaca,,13085,sájati,"is attached, embraces; adhered to; place in",1,2,1,nis:ṣaca,,OIA,sâǰ-aya-ti,attaches,0.857,
n1666,*sirika,,13250,sárati,"runs, flows, glides",1,1,1,nis:sirika,,PAr,s′ar-a-ti,runs; flows; glides,1.000,flows;glides;runs
n1666,*sirika,,13284,sálati,moves,1,2,1,sanu:sirik-ie,,PAr,s′ar-a-ti,runs; flows; glides,0.833,
n1674,*sar,,13254,sáras,"lake, pool",1,1,0,nis:sor,,PAr,s′aras-,lake; pool,1.000,lake;pool
n1678,*sat,,13073,saktʰán,"thigh, thighbone",1,1,1,nis:sot,,PAr,sapt′a,seven,0.727,
n1678,*sat,,13139,saptá,7,1,2,1,nis:sot,,PAr,sapt′a,seven,1.000,
n1684,*satāś,,13146,saptádaśa,17,1,1,0,nis:satāś,,OIA,sapt′a-daša,seventeen,1.000,
n1696,*sev,,13585,sḗtu,"dam, bridge; boundary",1,1,0,nis:sɘv,,OIA,s′etu-,dam; bridge,1.000,bridge;dam
n1707,*sonn,,13519,suvárṇa,"of bright colour, golden; gold; golden",1,1,0,nis:sun,,PAr,su-v′arṇa-,golden,1.000,golden
n1722,*iśpaśur,,12753,śváśura,husband's father; wife's father; husband's or wife's father; a poor or dear father-in-law,1,1,0,nis:pɨśɨr,,OIA,šv′a-šura-,spouse's father,1.000,father;s
n1725,*ʦaʦr,,12759,śvaśrū́,husband's or wife's mother,1,1,0,nis:ʦor,,PAr,šv′a-čr-u-:-,spouse's mother,0.833,mother;s
n1727,*iśpaś,,12759,śvaśrū́,husband's or wife's mother,1,1,0,sanu:śipōs,,OIA,šva-šr′u-:-,spouse's mother,1.000,mother;s
n1732,*ṣo,,12803,ṣáṣ,six,1,1,0,nis:ṣu,,OIA,ṣuvaṭ,six,0.500,six
n1738,*ṣoiś,,12812,ṣṓḍaśa,sixteen,1,1,0,nis:ṣẽś,,OIA,ṣo-daša,sixteen,1.000,sixteen
n1744,*sas,,13913,svásr̩,sister,1,1,0,nis:sos,,PAr,sv′asr̥-,sister,1.000,sister
n1748,*paṣi,,13918,svasrī́ya,sister's son; sister's daughter,1,1,0,nis:paṣi,,PAr,svasr-′i:ya-,sister's child,1.000,s;sister
n1760,*prost,,8846,prasupti,sleepiness,1,1,0,nis:prɨst,,PAr,pra-sup-ti,sleepiness,1.000,sleepiness
n1770,*ṣika,,12548,śúṣka,dried,1,1,0,nis:aṣika,,OIA,š′uṣ-ka-,dried,1.000,dried
n1773,*suśtá,,12270,*śaṭṭa,defective,1,1,0,nis:śā̃ta,,PAr,sus-t′a-,dried,0.600,
n1786,*sav,,13276,sárva,"all, whole",1,1,0,nis:sabijag,,PAr,s′arva-,all; whole,1.000,all;whole
n1793,*kanda,,13627,skandʰá,"shoulder, upper part of back; MBh., <i>skándhas</i>- n.",1,1,0,nis:kana,13627,OIA,skandʱ′a-,shoulder; upper back; tree,1.000,back;shoulder;upper
n1821,*siã,,13871,syālá,wife's brother; wife's younger sister,1,1,0,sanu:śã,13871.2,OIA,syârâṇ-i-ka-:-,wife's younger sister,0.571,s;sister;wife;younger
n1831,*te,,5647,tatʰāpi,"even so, nevertheless",1,1,0,ktivi:te,n1830,OIA,stha:-p-′aya-ti,causes to stand,0.500,
n1837,*utala,,1804,*uttʰala,high,1,1,0,nis:ɨtɨla,,PAr,ut-stha-la-,high,0.857,high
n1853,*tā,,13736,*straika,female; woman; female,3,1,0,Kam:to;ktivi:tā;nis:ta,,PAr,-stha:-,situated,0.545,
n1880,*śtara,,1507,āstarati,"spreads, covers",1,1,0,nis:śtara,,PAr,star-a-ti,spreads,0.933,spreads
n1886,*iśtār,,13685,stara,layer,1,1,0,nis:iśtor,,PAr,star-a-,layer,1.000,layer
n1893,*śtār,,1509,āstāra,spreading; fire-receptacle,1,1,0,nis:iśtær,,PAr,â-stâr-a-,spreading; fire receptacle,1.000,fire;receptacle;spreading
n1900,*viśtaṛ,,12011,vistr̩ta,"spread, expanded, wide",1,1,0,nis:viśte,,PAr,vi-str̥-ta-,spread; wide,1.000,spread;wide
n1904,*tal,,5731,tala,"base, bottom; surface, flat roof; hand; palm, sole",1,1,0,nis:tol,,PAr,tala-,base; surface; flat roof; palm; sole,1.000,base;flat;palm;roof;sole;surface
n1924,*tāra,,13713,stŕ̩,star,1,1,0,nis:tāra,,OIA,târa-:-,fixed star,0.571,star
n1927,*stri,,13734,strī́,"woman, wife",1,1,0,nis:iśtrigi-śti,13734,OIA,str′i:-,woman; wife,1.000,wife;woman
n1942,*peṇa,,9108,pʰḗna,"foam, froth",1,1,0,nis:pr̆̃ei,,OIA,ph′e-na-,foam,0.889,foam
n1952,*spriʣn,,9028,plīhán,spleen,1,1,0,nis:ṣpẽk,,PAr,spri:ǰʱan-,spleen,0.615,spleen
n1985,*la,,10928,latā,creeper,1,1,0,nis:lo,10928.1,OIA,lata-:-,creeper,1.000,creeper
n1988,*lānd,,10917,laṭṭa,bad man; fool; bad contemptible person,1,1,0,nis:lān,10917.8,OIA,*lanḍa-,contemptable,0.600,
n1989,*lāṇḍa,,10917,laṭṭa,bad man; fool; bad contemptible person,1,1,0,nis:leṇa,10917.8,OIA,*lanḍa-,contemptable,0.600,
n1992,*lapa,,10939,*lappa,sudden movement,2,1,0,nis:lapa;sanu:lap-ie,10939.1,OIA,*lappa-,sudden movement,1.000,movement;sudden
n2001,*lād,,10947,labdʰi,"gaining, profit",1,1,0,nis:lād,,PAr,lab-dʱi-,gaining; profit,1.000,gaining;profit
n2006,*lāvanḍa,,10984,*lavaṇḍa,"servant, boy",1,1,0,nis:loṇa,10984,OIA,lavanḍa-,servant,1.000,servant
n2009,*lāsa,,11042,*lāsayati,"makes slippery, makes slip, makes descend; to untie",3,1,0,nis:lāsa;nis:lāsavũ;sanu:lōs-ie,11042,OIA,*lâs-ay-a-ti,makes slip,1.000,makes;slip
n2010,*lir,,11027,lālā,"spittle, saliva",1,1,0,nis:ler,11027,OIA,lâlâ-,spittle; saliva,1.000,saliva;spittle
n2020,*riāu,,10743,riyáti,"lets go, releases; defecates; to defecate, break wind",1,1,0,nis:vṛāv,,OIA,ri-y′a-,lets go; releases; defecates,0.800,defecates;go;lets;releases
n2024,*vilia,,11906,vílīyatē,"is dissolved, melts",1,1,0,nis:vila,,PAr,vi-li:-ya-te,melts,1.000,melts
n2037,*letra,,10988,lavítra,sickle,2,1,0,nis:letr;nis:letra,,PAr,lav-′i-tra-,sickle,1.000,sickle
n2044,*roc,,10833,rōcís,"light, brightness; bright; light",1,1,0,nis:vṛuc,,OIA,roč-′is-,light; brightness,1.000,brightness;light
n2049,*ro,,10826,rṓka-,"light, splendour",1,1,0,nis:vṛo,,OIA,r′ok-a-,light; splendor,1.000,light
n2055,*lotra,,11144,lōptr̩,*robber; a kind of bird,1,1,0,nis:lutra,,OIA,lop-tra-,stolen property,0.909,
n2073,*ulama,,827,avalambatē,hangs down,1,1,0,nis:uluma,,PAr,ava-lamb-a-te,hangs down,1.000,down;hangs
n2076,*ulamā,,827,avalambatē,hangs down,1,1,0,nis:ulumā,,PAr,ava-lamb-aya-ti,hangs,0.818,hangs
n2091,*luṭ,,11076,*luṭṭa,defective,1,1,0,nis:lɨṭ,11076.1,OIA,*luṭṭa-,defective,1.000,defective
n2095,*iuv,,10512,yū́kā,louse,1,1,0,nis:iɨ,,PAr,y′u:ka-:-,louse,1.000,louse
n2096,*luṣa,,11097,*lūṣati,burns,1,1,0,sanu:lōṣ-ie,11097.1,OIA,lu:ṣ-a-ti,burns,1.000,burns
n2103,*na,,6906,ná,not,2,1,0,ktivi:na;nis:na,,PAr,n′a,,1.000,
n2108,*nāi,,7035,nahí,surely not,1,1,0,nis:ne,,OIA,na-ɦ′i,surely not,0.857,not;surely
n2140,*nda,,6906,ná,not,1,1,0,ktivi:na,,PAr,-an-t-,,0.400,
n2143,*ātara,,357,ántara,"interior, near; neighbouring; the inside; in the middle",1,1,0,nis:atarẽ,,PAr,′antar-a-,,1.000,
n2150,*di,,258,*ádʰiyēti,goes to; turns the mind to,1,1,0,nis:di,,OIA,′adʱi-ye-ti,in; into; below,1.000,
n2158,*nāṭu,,6935,*naṭṭa,defective,1,1,0,nis:nāṭɨ,6935.1,OIA,*naṭṭa-,defective,1.000,defective
n2163,*nās,,7089,nā́sā,nose,1,1,0,nis:nās,,PAr,n′âs-a-:-,nose,1.000,nose
n2194,*ninga,,7165,*nigāti,learns; went down; to be learnt; acquires knowledge; sees,1,1,0,nis:niŋa,7165,OIA,*ni-gâ-ti,learns,1.000,learns
n2200,*niv,,7545,nīta,fresh butter,1,1,0,nis:niv,7545,OIA,ni:-ta-,fresh butter,1.000,butter;fresh
n2202,*nila,,7563,nī́la,"dark blue, dark green, black",1,1,0,nis:nila,7563.1,OIA,n′i:la-,dark blue or green; black,1.000,black;blue;dark;green
n2204,*ninila,,7563,nī́la,"dark blue, dark green, black",1,1,0,nis:nidila,7563.1,OIA,n′i:la-,dark blue or green; black,1.000,black;blue;dark;green
n2208,*nija,,7185,*nijyati,washes,1,1,0,nis:nija,,PAr,niǰ-ya-ti,washes,1.000,washes
n2213,*nuinka,,7025,návya,new,1,1,0,nis:nuŋa,,PAr,n′av-ya-,new,1.000,new
n2216,*nuśt,,7022,náviṣṭʰa,"newest, youngest, last",1,1,0,nis:nɨst,,PAr,n′av-išta-,newest; youngest; last,1.000,last;newest;youngest
n2237,*nāṭ,,7046,nāṭya,"dancing, dramatic art",1,1,0,nis:nāṭ,,PAr,nâṭ-ya-,dancing,1.000,dancing
n2241,*nandi,,6943,nadī́,river,1,1,0,nis:nadi,,PAr,nad′i:-,river,1.000,river
n2248,*navā,,6954,nápāt,grandson,1,1,0,nis:navā̃,,PAr,n′apât-,grandson,1.000,grandson
n2251,*nat,,6955,na pārayati,is not able,1,1,0,nis:nut,,PAr,napt-′i:-,granddaughter,0.667,
n2271,*ṭoka,,5476,*ṭōkk,"strike, bite",1,1,0,nis:ṭuka,5477.1,OIA,*ṭokka-,basket,0.889,
n2274,*ṭupai,,5481,*ṭōppa,"hat, covering; a partic. article of clothing; turban",1,1,0,nis:ʦ̣ipæ,5481,OIA,*ṭoppa-,hat; covering,1.000,covering;hat
n2276,*ḍaḍak,,5522,*ḍag,tremble,1,1,0,sanu:ḍaḍak-ie,5522.2,OIA,ḍak-,tremble,0.667,tremble
n2277,*ḍaga,,5524,*ḍagga,defective,1,1,0,nis:ḍega,5524.1,OIA,*ḍagga-,defective,1.000,defective
n2281,*ḍaŋgura,,5524,*ḍagga,defective,1,1,0,nis:ḍaŋgura,5524.3,OIA,ḍanga-ra-,defective,0.667,defective
n2283,*ḍākni,,5542,ḍākínī,female attendant on Kālī,1,1,0,nis:ḍeni-ḍɨśtɘg,5542.1,OIA,ḍâk-′ini:-,Kâli:'s female attendant,1.000,attendant;female;k
n2286,*ḍillik,,5536,*ḍala,lump,1,1,0,nis:ḍinḍilig,5536.3,OIA,ḍilla-,lump,0.667,lump
n2288,*ḍāḍ,,5576,*ḍʰaḍḍʰa,drum,1,1,0,nis:ḍaḍ,5576,OIA,*ḍʱaḍḍʱa-,drum,1.000,drum
n2289,*ḍuŋa,,5585,*ḍʰikka,lump,1,1,0,nis:ḍɨŋa,5585.7,OIA,*ḍʱunga-,lump,0.400,lump
n2319,*rāmā,,10627,ramaṇī,Aloe indica; Diospyros embryopteris,1,1,0,nis:vṛamā,10627.1,OIA,rama-ṇi-:-,kind of plant (willow),1.000,
n2324,*rātr,,10702,rā́trī,night,1,1,1,nis:vātr,10702,OIA,r′âtri:-,night,1.000,night
n2324,*rātr,,11565,*vārtra,pertaining to a fence,1,2,1,nis:vātr,10702,OIA,r′âtri:-,night,0.364,
n2346,*ro,,10838,*rōta,entrails,1,1,0,nis:vṛu,,OIA,rota-,entrails,1.000,entrails
n2353,*láui,,11165,lṓhita,red; any red substance; blood,1,1,0,nis:lai,,OIA,l′oɦ-i-ta-,red; blood,0.909,blood;red
n2364,*rẽ,,10814,rēṇú,"dust, sand; pollen; powder; a partic. drug or perfume",1,1,0,nis:vṛā,10814,OIA,re-ṇ′u-,sand; dust; pollen,1.000,dust;pollen;sand
n2368,*rok,,10761,rucaka,"pleasing, sharp, acid; natron, sochal salt; bright",1,1,0,nis:vṛug,10761,OIA,ruč-a-ka-,pleasing; acid; natron,1.000,acid;natron;pleasing
n2372,*arui,,10805,rū́pya,"beautiful, bearing a stamp; silver",1,1,0,nis:ɨre,10805.2,OIA,*ru:p-iya-,beautiful; silver,0.909,beautiful;silver
n2378,*r̩ʦ,,2445,ŕ̩kṣa,bear,1,1,0,nis:oʦ,,PAr,′r̥č-ša-,bear,0.750,bear
n2383,*capala,,4696,*carpa,flat,1,1,0,nis:capāl,4696.1,OIA,*čar-pa-,flat,1.000,flat
n2385,*capaṭa,,4696,*carpa,flat,1,1,0,nis:capaṛa,4696.1,OIA,*čar-pa-,flat,1.000,flat
n2387,*ʦaʦum,,12426,śiṁśumā́ra,"porpoise, Delphinus gangeticus; crocodile",1,1,0,nis:ʦɨʦɨmi,12426.1,PAr,čanču-mâra-,crocodile; kind of lizard,0.556,crocodile
n2392,*ʦarām,,12405,śā́ri,a partic. bird; Graculus religiosa or maina,1,1,0,nis:ʦarām,12405,PAr,čâr-,kind of bird (mynah),0.571,bird
n2396,*cātr,,4743,cāttra,spindle; peg used with the araṇi in making fire by friction,1,1,0,nis:cātr,4743,OIA,čâttra-,spindle,1.000,spindle
n2401,*śa,,13386,síkatā,"grain of sand; sand, gravel; scattering white sand",1,1,0,nis:śo,13386,OIA,šika-ta-:-,sand; gravel,1.000,gravel;sand
n2402,*ciŋ,,4778,*cikk,"press, squeeze; hurts, is hurt",1,1,0,nis:ciŋ,4778,OIA,*čikk-,press; squeeze,1.000,press;squeeze
n2405,*ci,,4533,ca,and,1,1,1,Kam:ca,4798,OIA,č′iti-,layer; pile,0.333,
n2405,*ci,,4798,cíti,"layer, pile, stack of wood",1,2,1,nis:ci,4798,OIA,č′iti-,layer; pile,1.000,layer;pile
n2406,*cit,,4799,cittá,visible; thinking; mind,1,1,0,nis:cit,4799,OIA,čit-t′a-,thinking; mind,1.000,mind;thinking
n2412,*cima,,4842a,cīmara,furnace for smelting iron,1,1,0,nis:cima,14496,OIA,či:mara-,copper; iron,1.000,iron
n2416,*cucu,,4855,*cuccu,"female breast, nipple",1,1,0,nis:cɨcɨ,4855.1,OIA,čučču-,female breast,1.000,breast;female
n2428,*śpāi,,12766,śvāvídʰ,porcupine,1,1,0,nis:śapai,12766.1,OIA,švâvidʱ-,porcupine,1.000,porcupine
n2431,*ʦ̣aṇi,,4961,*cʰagana,goat; new-born kid,1,1,0,nis:ʦ̣ẽ,4961,OIA,čhaga-na-,goat,0.923,goat
n2446,*jala,,5355,*jʰalla,bush,2,1,0,Gmb:jalā;nis:jala,5355,PAr,ǰʱalla-,bush,1.000,bush
n2449,*śar,,12569,śū́ra,"strong, valiant; hero",1,1,0,Kam:śɨr,12332,OIA,š′aras-,cream; skin on boiled milk,0.667,
n2452,*śā̃ṭa,,12270,*śaṭṭa,defective,1,1,0,nis:ṣãṭa,12270.3,OIA,šanṭh′a-,rogue; impotent,0.727,
n2456,*śāli,,12415,śāli,growing or unhusked rice; grains of rice; of rice,2,1,0,nis:śali;nis:śæl,12415,OIA,šâli-,rice in field,1.000,rice
n2458,*ṣām,,12397,śāmya,relating to peace; peace,1,1,0,nis:ṣām,12397,OIA,šâm-ya-,relating to peace,1.000,peace;relating
n2461,*ṣil,,12466,śilī,"dart, arrow",1,1,0,nis:ṣil,12466.1,OIA,šili-:-,dart; arrow,1.000,arrow;dart
n2463,*śalai,,12487,śītalá,cold,1,1,0,nis:śel,12487,OIA,ši:-ta-l′a-,cold,1.000,cold
n2465,*śacila,,12601,*śr̩tʰilá,"loose, slack; loose; languid, feeble",1,1,0,nis:cicila,12601,OIA,šr̥th-i-l′a-,loose; slack,0.923,loose;slack
n2466,*śuṇḍ,,12516,śuṇḍā,"elephant's trunk; *lip, *mouth; *navel",1,1,0,nis:ṣɨṇek,12516.1,OIA,šunḍa-:-,*mouth,1.000,mouth
n2470,*ṣaca,,12676,*śratʰya,"to be tied, joint",1,1,1,nis:ṣaca,12676,OIA,šrath-ya-,to be tied; joint,0.923,joint;tied
n2470,*ṣaca,,13085,sájati,"is attached, embraces; adhered to; place in",1,2,1,nis:ṣaca,12676,OIA,šrath-ya-,to be tied; joint,0.462,
n2471,*iaṣ,,10395,yakṣá,a supernatural being; manifestation,1,1,0,nis:ioṣ,10395,OIA,yakṣ′a-,a supernatural being,1.000,being;supernatural
n2472,*ios,,10436,yávasa,grass,1,1,0,nis:ius,10436,OIA,y′ava-sa-,grass,1.000,grass
n2485,*ev,,2525,*ēva,one,1,1,1,nis:ev,,PAr,ai-va-,,0.571,
n2485,*ev,,2515,ḗti,goes,1,2,1,ktivi:e,,PAr,ai-va-,,0.286,
n2494,*iāś,,2485,ḗkādaśa,eleven,1,1,0,nis:iāś,,OIA,ekâ-daša,eleven,1.000,eleven
n2503,*i,,2530,ēṣá,this,1,1,0,nis:ii,,PAr,ai-ta-,,0.286,
n2513,*e,,2515,ḗti,goes,1,1,0,ktivi:e,,PAr,ai-,,0.400,
n2536,*iola,,10507,yuvátē,yokes; takes hold of; *eats; to eat; to mix in preparing food; to bind; eats,1,1,0,nis:iāla,,OIA,yuv-′a-te,yokes; *eats,1.000,eats;yokes
n2548,*iud,,10499,yuddʰá,fought; battle,1,1,0,nis:iɨd,,PAr,yuddʱ′a-,fought; battle,1.000,battle;fought
n2558,*iaʣ,,10396,*yaja,cold,1,1,0,nis:ioz,,PAr,yaǰa-,cold,1.000,cold
n2567,*iāmaṇa,,10469,yāmala,pair,1,1,0,nis:iæmɨṇa,,OIA,yâma-la-,pair,1.000,pair
n2571,*iamarā,,10425,yamarāja,king Yama; having Yama as king; Yama's kingdom,1,1,0,nis:iamaræ,,OIA,yama-râǰa-,King Yama,1.000,king;yama
n2580,*v,,11183,vaḣ,,1,1,0,nis:v,,PAr,vas,,0.667,
n2581,*vi,,11183,vaḣ,,1,1,0,nis:vi,,PAr,vas,,0.667,
n2583,*ir,,1612,*īdʰra,clear sky,1,1,0,nis:ir,1612,OIA,i:dʱra-,clear sky,1.000,clear;sky
n2584,*e,,2515,ḗti,goes,1,1,0,ktivi:e,,,,,0.000,
n2588,*iava,,10418,yábʰati,copulates,1,1,0,nis:iava,,PAr,y′abʱ-a-ti,copulates with,1.000,copulates
n2618,*āṣe,,2458,r̩ṣabʰá,bull,1,1,0,nis:āṣe-dila,,OIA,r̥ṣa-bʱ′a-,bull,1.000,bull
n2630,*dãt,,6152,dánta,tooth,1,1,0,nis:dũt,,PAr,d′anta-,tooth,1.000,tooth
n2636,*āndā,,395,ánna,"food; cooked rice, corn in general",1,1,0,nis:andā,,OIA,ad-na-a-ka-,food; meat,0.545,food
n2645,*no,,6984,náva,nine,1,1,0,nis:nu,,PAr,n′ava,nine,1.000,nine
n2655,*nāli,,6955,na pārayati,is not able,1,1,0,nis:nāli,,PAr,nabʱ-al-i-ka-:-,cloud,0.444,
n2661,*nām,,7067,nā́man,name,1,1,0,nis:nām,,PAr,nâma-,name,0.889,name
n2673,*āṛa,,1313,ā́rā,shoemaker's awl,1,1,0,nis:āẓ,,PAr,′âra-:-,shoemaker's awl,1.000,awl;s;shoemaker
n2677,*ʦāv,,12376,śā́kʰā,branch,1,1,0,nis:ʦāv,,PAr,čâkha:-,branch,0.667,branch
n2683,*ʦiʦa,,12427,śikyà,rope-sling for carrying things,1,1,0,nis:tiriʦa,,PAr,čik-ya-,carrying sling,0.800,carrying;sling
n2698,*ʦāṛa,,12618,*śō,orphan,1,1,0,nis:ʦā-kṛo-zāga,,PAr,čai-ra-,orphan,0.000,orphan
n2714,*ṣoc,,12620,śōcís,"flame, glow; splendour",1,1,0,nis:ṣoc,n2713,OIA,šoč-′is-,flame; glow,1.000,flame;glow
n2718,*suta,,13127,santaka,belonging to; *property,2,1,0,Kam:sta;ktivi:sta,,OIA,šuk-t′a-,become acid or sour,0.500,
n2719,*śuta,,12504,śuktá,become acid or sour; anything fermented or sour; sourish; acid eructation,1,1,0,nis:śɨt,,OIA,šuk-t′a-,become acid or sour,1.000,acid;become;sour
n2727,*ʦuni,,12567,śūnyá,empty,2,1,0,nis:ʦɘ̃;nis:ʦɘ̃-sta,,PAr,ču:n-iya-,empty,0.727,empty
n2734,*ʦr̩ṭ,,12248,śákr̩t,dung,1,1,0,nis:ʦoṭ,,PAr,čak-r̥-t-,dung,0.800,dung
n2743,*ṣai,,12694,*śrāya,head,1,1,0,nis:ṣai,,OIA,šr-â-ya-,head,1.000,head
n2746,*uʦaṇ,,1849,*ut-śiras,pillow; with raised head,1,1,0,nis:ɨʦẽ,,PAr,ut-čiras-,pillow,0.857,pillow
n2752,*ṣiŋ,,12583,śŕ̩ŋga,horn,1,1,0,nis:ṣiŋ,,OIA,šr̥ng-a-,horn,0.889,horn
n2756,*ṣiŋara,,12592,śŕ̩ŋgāra,"sexual desire; amorous pursuits, finery; arrogance",1,1,0,nis:ṣiŋaṛ,,OIA,š′r̥ngâ-r-a-,sexual desire; finery,0.923,desire;finery;sexual
n2760,*ṣiŋara,,12593,*śr̩ŋgārayati,adorns,1,1,0,nis:ṣiŋara,,OIA,š′r̥ngâ-r-aya-ti,adorns,0.952,adorns
n2764,*śiŋdrõ,,1577,indradʰanúṣ,rainbow,1,1,0,nis:ṣiŋdrũ,,OIA,šr̥nga-droṇa-,horn-bow,0.400,
n2771,*ʦarva,,12341,*śarva,horned animal,1,1,0,nis:ʦɘv,,PAr,čar-va-,horned animal,0.800,animal;horned
