ID,Query,Status,Latitude,Longitude,OSM_Type,OSM_ID,Match
Kho-Bashir-src-khot,"Khot, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.5021633,72.5326685,node,3989566926,"Chatgoz & Sharastoon Khot, تحصیل تورکھو-موڑکھو, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-laspur,"Laspur, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,35.8741997,72.2773438,way,349308742,"Laspur, تحصیل مستوج, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-laspur-women,"Laspur, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,35.8741997,72.2773438,way,349308742,"Laspur, تحصیل مستوج, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-lotkoh,"Lotkoh, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.0020494,71.7919285,way,80228323,"Lotkoh River, تحصیل چترال, ضلع چترال زیریں, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-ma,"Rayin, Torkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-mak,"Sor Rech, Torkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-mastuj,"Mastuj, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.7392155,72.9665088,way,29901821,"Mastuj, Aliabad Yarkhoon, تحصیل مستوج, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-meragram,"Meragram, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.2636402,72.3714221,node,4023404742,"Meragram, تحصیل بونی, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-mhh,"Zondrangram, Terich, Mulkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-mii,"Chitral town, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,35.6688855,71.7514927,way,972318441,"Drosh to Chitral West Road, Birirnisar, Gaherate Gole, تحصیل چترال, ضلع چترال زیریں, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-mk,"Uzhnu, Torkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-mn,,regional-fallback,,,,,
Kho-Bashir-src-mnn,"Zondrangram, Terich, Mulkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-mnn-chitral-town,"MNN Chitral town, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-mnn-if,,regional-fallback,,,,,
Kho-Bashir-src-mnn-iwa,,regional-fallback,,,,,
Kho-Bashir-src-mnn-wsic,,regional-fallback,,,,,
Kho-Bashir-src-mnn-wsic-rkb,,regional-fallback,,,,,
Kho-Bashir-src-ms,"Warijun, Mulkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.4148396,72.3718926,way,962884614,"Warijun Mulkhow to Zondrangram -Terich Road, Rayeen Payeen Torkoh, تحصیل تورکھو-موڑکھو, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-ms-ma,,regional-fallback,,,,,
Kho-Bashir-src-mulkhow,"Mulkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.6029550,72.5417325,node,3986260098,"موڑکھو, تحصیل تورکھو-موڑکھو, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-mwt,"Pasum, Tehsil Mastuj, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-my,"Sor Laspur, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-mys,"Sor Laspur, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-n,"Shyaqotek, Tehsil Chitral, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-nkn,"Shagram, Torkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-nr,"Drosh, Tehsil Drosh, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,35.5065492,71.7354603,node,3993311257,"Sweer Lusht Drosh, تحصیل دروش, ضلع چترال زیریں, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-parwak,"Parwak, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-pasum,"Pasum, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-proper-chitral,"Chitral, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,35.8508890,71.7901897,node,279645187,"چترال, تحصیل چترال, ضلع چترال زیریں, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-prs,,regional-fallback,,,,,
Kho-Bashir-src-rakr,"Chapali, Tehsil Mastuj, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.3357000,72.6013812,node,4027583250,"Chapali, تحصیل مستوج, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-rakr-1988,,regional-fallback,,,,,
Kho-Bashir-src-rakr-iwa,,regional-fallback,,,,,
Kho-Bashir-src-rakr-wsic,,regional-fallback,,,,,
Kho-Bashir-src-rakrw,"Chapali, Tehsil Mastuj, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.3357000,72.6013812,node,4027583250,"Chapali, تحصیل مستوج, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-rakw,,regional-fallback,,,,,
Kho-Bashir-src-rayin,"Rayin, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-rayin-torkhow,"Rayin Torkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-reshun,"Reshun, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.1536495,72.0992776,node,3559355695,"Reshun, تحصیل بونی, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-rk,"Sor Rech, Torkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-rk-story,,regional-fallback,,,,,
Kho-Bashir-src-rkb,"Zondrangram, Terich, Mulkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-rkb-if,,regional-fallback,,,,,
Kho-Bashir-src-rkb-ma,,regional-fallback,,,,,
Kho-Bashir-src-rmf,,regional-fallback,,,,,
Kho-Bashir-src-s,"Sonoghor, Tehsil Mulkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-sas,"Thingshen, Proper Chitral, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-sg,"Mogh, Lutkoh, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-sh,"Booni, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.2539218,72.2228410,node,4013803687,"Dryanu Booni, تحصیل بونی, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-short-story-rajuli,,regional-fallback,,,,,
Kho-Bashir-src-sn-c,"Chitral town, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,35.6688855,71.7514927,way,972318441,"Drosh to Chitral West Road, Birirnisar, Gaherate Gole, تحصیل چترال, ضلع چترال زیریں, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-sn-m,"Madaglasht, Tehsil Drosh, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-sonoghor,"Sonoghor, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-sonogor,"Sonogor, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-source-mnn,,regional-fallback,,,,,
Kho-Bashir-src-ssm,"Mastuj, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.7392155,72.9665088,way,29901821,"Mastuj, Aliabad Yarkhoon, تحصیل مستوج, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-swka,"Bang, Yarkhun, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-swka-ms,,regional-fallback,,,,,
Kho-Bashir-src-swka-rkb,,regional-fallback,,,,,
Kho-Bashir-src-tmf,"Zargarandeh, Chitral town, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-tmfd,"Zargarandeh, Chitral town, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-tmfw,"Zargarandeh, Chitral town, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-torkhow,"Torkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.4530881,72.4222755,node,4020928567,"تورکھو, تحصیل تورکھو-موڑکھو, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-uthul,"Uthul, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-warijun-women,"Warijun, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.2971736,72.2134465,node,4014368614,"Warijun, تحصیل تورکھو-موڑکھو, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-wsic,"Chapali, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.3357000,72.6013812,node,4027583250,"Chapali, تحصیل مستوج, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-wsim,"Mastuj, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.7392155,72.9665088,way,29901821,"Mastuj, Aliabad Yarkhoon, تحصیل مستوج, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-wur,"Chitral town, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,35.6688855,71.7514927,way,972318441,"Drosh to Chitral West Road, Birirnisar, Gaherate Gole, تحصیل چترال, ضلع چترال زیریں, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-zhd,"Zondrangram, Terich, Mulkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-zhdm,"Zondrangram, Terich, Mulkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-zk,"Mahrting, Yarkhun, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
Kho-Bashir-src-zk-in-story,,regional-fallback,,,,,
Kho-Bashir-src-zk-in-tale,,regional-fallback,,,,,
Kho-Bashir-src-zk-story,,regional-fallback,,,,,
Kho-Bashir-src-zk-tale,,regional-fallback,,,,,
Kho-Bashir-src-zmz,"Tehsil Torkhow, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.4636200,72.2049160,relation,16439488,"تحصیل تورکھو-موڑکھو, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
Kho-Bashir-src-zp,"Booni, Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,36.2539218,72.2228410,node,4013803687,"Dryanu Booni, تحصیل بونی, ضلع چترال بالا, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
dialect:Altit,"Altit, Hunza, Gilgit-Baltistan, Pakistan",geocoded,36.3199273,74.6835167,node,737823272,"Altit, تحصیل ہنزہ زیریں, ضلع ہنزہ, گلگت ڈویژن, گلگت بلتستان, 15700, پاکستان"
dialect:Ashkun%3A%20Sanu,"Sanu/Wama, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Bhateri,"Batera area, Kohistan, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
dialect:Eastern%20Burushaski,"Hunza and Nagar, Gilgit-Baltistan, Pakistan",regional-fallback,,,,,
dialect:Ganish,"Ganish, Hunza, Gilgit-Baltistan, Pakistan",geocoded,36.3131445,74.6683879,node,3522720016,"گنش, تحصیل ہنزہ زیریں, ضلع ہنزہ, گلگت ڈویژن, گلگت بلتستان, 15600, پاکستان"
dialect:Hillside,"Hunza, Gilgit-Baltistan, Pakistan",geocoded,36.3115647,74.6445039,relation,14576148,"Hunza, گلگت بلتستان, پاکستان"
dialect:Hopar,"Hopar, Nagar, Gilgit-Baltistan, Pakistan",geocoded,36.1600452,74.7465891,relation,12550763,"ہوپر گلیشر, ہݸلشل, تحصیل نگر خاص, ضلع نگر, گلگت ڈویژن, گلگت بلتستان, پاکستان"
dialect:Hunza,"Hunza, Gilgit-Baltistan, Pakistan",geocoded,36.3115647,74.6445039,relation,14576148,"Hunza, گلگت بلتستان, پاکستان"
dialect:Kamviri,"Barg-i Matal area, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Katavari%3A%20Ktivi,"Kantiwa/Ktivi, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Khowar,"Chitral, Khyber Pakhtunkhwa, Pakistan",geocoded,35.8508890,71.7901897,node,279645187,"چترال, تحصیل چترال, ضلع چترال زیریں, ضلع چترال, مالاکنڈ ڈویژن, خیبر پختونخوا, پاکستان"
dialect:NH,"Nagar and Hunza, Gilgit-Baltistan, Pakistan",regional-fallback,,,,,
dialect:Nager,"Nagar, Gilgit-Baltistan, Pakistan",geocoded,36.3042502,74.2665200,relation,15803468,"ضلع نگر, گلگت ڈویژن, گلگت بلتستان, 15400, پاکستان"
dialect:Nuristani%20Kalasha%3A%20Amesdes,"Amesdes, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Nuristani%20Kalasha%3A%20Nisheigram,"Nisheigram, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Nuristani%20Kalasha%3A%20Vagal,"Waigal Valley, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Palula,"Ashret and Biori valleys, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
dialect:Pashai%3A%20Gorayk%20%28Degano%29,"Gorayk, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Prasun,"Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Prasun%3A%20Sec,"Sech/Pronj, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Prasun%3A%20Supu,"Supu/Ishtewi, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Prasun%3A%20Ucu,"Ucu/Dewa, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Prasun%3A%20Usut,"Usut/Pashki, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Prasun%3A%20Zumu,"Zumu, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
dialect:Riverfront,"Hunza, Gilgit-Baltistan, Pakistan",geocoded,36.3115647,74.6445039,relation,14576148,"Hunza, گلگت بلتستان, پاکستان"
dialect:Tregami%3A%20Gambir,"Gambir Valley, Nuristan, Afghanistan",regional-fallback,,,,,
domaaki_nager,"Ḍomyaal and related Nager-community settlements, Gilgit-Baltistan, Pakistan",regional-fallback,,,,,
domaaki_hunza,"Mominabad and related Hunza-community settlements, Gilgit-Baltistan, Pakistan",regional-fallback,,,,,
western_magar_lasargha,"Lasargha, Syangja, Nepal",regional-fallback,,,,,
western_magar_mathagadhi,"Jhadewa, Mathagadhi, Palpa, Nepal",regional-fallback,,,,,
western_magar_jhokedi,"Jhokedi, Palpa, Nepal",regional-fallback,,,,,
central_magar_siluwa,"Siluwa, Palpa, Nepal",regional-fallback,,,,,
central_magar_mityal,"Mityal, Palpa, Nepal",regional-fallback,,,,,
central_magar_dhardh,"Dhardh, Syangja, Nepal",regional-fallback,,,,,
central_magar_inaskot,"Inaskot, Syangja, Nepal",regional-fallback,,,,,
central_magar_michhurlung,"Michhurlung/Amdanda, Syangja, Nepal",regional-fallback,,,,,
central_magar_rhising,"Rhising, Tanahu, Nepal",regional-fallback,,,,,
central_magar_arkhala,"Arkhala, Nawalpur, Nepal",geocoded,27.8140295,84.1638011,node,3540413243,"Arkhala, Bulingtar-04, Bulingtar, Nawalpur District, गण्डकी प्रदेश, नेपाल"
central_magar_raikot,"Raikot, Nawalpur, Nepal",regional-fallback,,,,,
central_magar_bhadari,"Bhadari, Nawalpur, Nepal",regional-fallback,,,,,
dewas_rai_mahendra_jhyadi,"Mahendra Jhyadi, Sindhuli, Nepal",regional-fallback,,,,,
dewas_rai_singoul,"Ward 3, Singoul, Nijgadh, Bara, Nepal",regional-fallback,,,,,
dewas_rai_majhgaun,"Raigaun, Makwanpur, Nepal",regional-fallback,,,,,
done_danuwar_jaretar,"Jaretar, Panchkhal, Kavre, Nepal",regional-fallback,,,,,
danuwar_chandanpur,"Chandanpur, Ranibas, Sindhuli, Nepal (Danuwar/Dolbar)",regional-fallback,,,,,
kochariya_singoul,"Ward 1, Singoul, Nijgadh, Bara, Nepal (Kochariya)",regional-fallback,,,,,
hajong_nugapara,"Nugapara, West Garo Hills, India",regional-fallback,,,,,
hajong_chilapara,"Chilapara, West Garo Hills, India",regional-fallback,,,,,
hajong_nirghini,"Nirghini, West Garo Hills, India",regional-fallback,,,,,
hajong_dalugau,"Dalugau, West Garo Hills, India",regional-fallback,,,,,
hajong_balachanda,"Balachanda, West Garo Hills, India",regional-fallback,,,,,
hajong_dhamor,"Dhamor, Goalpara, Assam, India",regional-fallback,,,,,
hajong_gopalbari,"Gopalbari, Bangladesh",regional-fallback,,,,,
hajong_gopalpur,"Gopalpur, Bangladesh",geocoded,23.8625844,90.9401564,way,1187528533,"Gopalpur, ব্রাহ্মণবাড়িয়া, নবীনগর উপজেলা, ব্রাহ্মণবাড়িয়া জেলা, চট্টগ্রাম বিভাগ, 3410, বাংলাদেশ"
hajong_bhalukapara,"Bhalukapara, Bangladesh",regional-fallback,,,,,
hajong_nokshi,"Nokshi, Bangladesh",regional-fallback,,,,,
santali_rajarampur,"Rajarampur, Rajshahi, Bangladesh",regional-fallback,,,,,
santali_rautnagar,"Rautnagar, Rajshahi, Bangladesh",regional-fallback,,,,,
santali_paharpur,"Paharpur, Rajshahi, Bangladesh",geocoded,25.0298185,89.0075693,way,397279356,"Jamalganj-Paharpur Rd, Joypurhat, বদলগাছী উপজেলা, নওগাঁ জেলা, রাজশাহী বিভাগ, 5941, বাংলাদেশ"
santali_patichora,"Patichora, Rajshahi, Bangladesh",regional-fallback,,,,,
santali_jabri,"Jabri, Rajshahi, Bangladesh",regional-fallback,,,,,
santali_bodobelghoria,"Bodobelghoria, Rajshahi, Bangladesh",regional-fallback,,,,,
santali_rashidpur,"Rashidpur Tea Estate, Habiganj, Sylhet, Bangladesh",regional-fallback,,,,,
mundari_nijpara,"Nijpara, Rajshahi, Bangladesh",regional-fallback,,,,,
mundari_begunbari,"Begunbari, Rajshahi, Bangladesh",geocoded,24.8606202,88.2723621,way,1423288082,"Brojnathpur-Begunbari Road, গোমস্তাপুর উপজেলা, চাঁপাইনবাবগঞ্জ জেলা, রাজশাহী বিভাগ, 6320, বাংলাদেশ"
mundari_karimpur,"Karimpur Tea Estate, Moulvibazar, Sylhet, Bangladesh",regional-fallback,,,,,
mahali_abirpara,"Abirpara, Rajshahi, Bangladesh",regional-fallback,,,,,
mahali_matindor,"Matindor, Rajshahi, Bangladesh",regional-fallback,,,,,
mahali_pachondor,"Pachondor, Rajshahi, Bangladesh",regional-fallback,,,,,
koda_kundang,"Kundang, Rajshahi, Bangladesh",regional-fallback,,,,,
koda_krishnupur,"Krishnupur, Rajshahi, Bangladesh",regional-fallback,,,,,
kol_babudaing,"Babudaing, Rajshahi, Bangladesh",regional-fallback,,,,,
lsi_gypsyeuropean,,regional-fallback,,,,,
lsi_easternbengali,,regional-fallback,,,,,
nured-Kt-w,"Western Katë-speaking area, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Kt-ne,"Northeastern Katë-speaking area, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Kt-se,"Southeastern Katë-speaking area, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Kt-kt,"Kantiwa/Ktivi, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Kt-kl,"Kulem, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Kt-rm,"Ramgel, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Kt-mm,"Mandagal Sufla, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Kt-br,"Barg-i Matal, Nuristan, Afghanistan",geocoded,35.7964900,71.2590174,relation,3927306,"برگمټال ولسوالۍ, نورستان ولایت, افغانستان"
nured-Kt-mr,"Bumburet Sheikhandeh, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
nured-Kt-kun,"Rumbur Sheikhandeh, Chitral, Khyber Pakhtunkhwa, Pakistan",regional-fallback,,,,,
nured-Wg-z,"Arans, Waigal Valley, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Wg-n,"Nisheigram, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Wg-wg,"Waigal Valley, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Wg-kg,"Kegal, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Gmb-gm,"Gambir Valley, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Gmb-dv,"Devoz, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Ash-s,"Wama, Nuristan, Afghanistan",geocoded,35.1822800,70.7955530,relation,3927410,"واما ولسوالۍ, نورستان ولایت, افغانستان"
nured-Ash-tt,"Titin, Majegal, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Pr-p,"Pashki, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Pr-k,"Katar, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Pr-d,"Dewa, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Pr-pr,"Pronj, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Pr-i,"Ishtewi, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
nured-Pr-z,"Zumu, Prasun Valley, Nuristan, Afghanistan",regional-fallback,,,,,
