ID,Latitude,Longitude,Method,Source,Note
Kho-Bashir-src-wur,35.850889,71.79019,manual-source-home,Bashir source-home registry and reviewed Chitral map,reviewed source-home locality
Kho-Bashir-src-zhd,36.3631067,72.22319,manual-source-home,Bashir source-home registry and reviewed Chitral map,centroid
Kho-Bashir-src-zhdm,36.3631067,72.22319,manual-source-home,Bashir source-home registry and reviewed Chitral map,centroid
Kho-Bashir-src-zk,36.50671,72.74258,manual-source-home,Bashir source-home registry and reviewed Chitral map,centroid
Kho-Bashir-src-zk-in-story,35.850889,71.79019,manual-source-home,Bashir source-home registry and reviewed Chitral map,opaque or non-local source label; Chitral display point
Kho-Bashir-src-zk-in-tale,35.850889,71.79019,manual-source-home,Bashir source-home registry and reviewed Chitral map,opaque or non-local source label; Chitral display point
Kho-Bashir-src-zk-story,35.850889,71.79019,manual-source-home,Bashir source-home registry and reviewed Chitral map,opaque or non-local source label; Chitral display point
Kho-Bashir-src-zk-tale,35.850889,71.79019,manual-source-home,Bashir source-home registry and reviewed Chitral map,opaque or non-local source label; Chitral display point
Kho-Bashir-src-zmz,36.45309,72.42228,manual-source-home,Bashir source-home registry and reviewed Chitral map,reviewed source-home locality
Kho-Bashir-src-zp,36.25392,72.22284,manual-source-home,Bashir source-home registry and reviewed Chitral map,reviewed source-home locality
dialect:Altit,36.3199273,74.6835167,openstreetmap,OSM node 737823272,"Altit, تحصیل ہنزہ زیریں, ضلع ہنزہ, گلگت ڈویژن, گلگت بلتستان, 15700, پاکستان"
dialect:Ashkun%3A%20Sanu,35.1202001,70.7324182,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
dialect:Bhateri,34.9582,72.92674,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
dialect:Eastern%20Burushaski,36.30425,74.26652,manual-region,Nagar/Hunza community map,regional or composite display point
dialect:Ganish,36.3131445,74.6683879,openstreetmap,OSM node 3522720016,"گنش, تحصیل ہنزہ زیریں, ضلع ہنزہ, گلگت ڈویژن, گلگت بلتستان, 15600, پاکستان"
dialect:Hillside,36.3115647,74.6445039,openstreetmap,OSM relation 14576148,"Hunza, گلگت بلتستان, پاکستان"
dialect:Hopar,36.1600452,74.7465891,openstreetmap,OSM relation 12550763,"ہوپر گلیشر, ہݸلشل, تحصیل نگر خاص, ضلع نگر, گلگت ڈویژن, گلگت بلتستان, پاکستان"
dialect:Hunza,36.3115647,74.6445039,openstreetmap,OSM relation 14576148,"Hunza, گلگت بلتستان, پاکستان"
dialect:Kamviri,35.40986,71.33679,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
dialect:Katavari%3A%20Ktivi,35.3277082,70.7227742,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
dialect:Khowar,35.850889,71.79019,manual-source-home,Bashir source-home registry and reviewed Chitral map,opaque or non-local source label; Chitral display point
dialect:NH,36.30425,74.26652,manual-region,Nagar/Hunza community map,regional or composite display point
dialect:Nager,36.3042502,74.26652,openstreetmap,OSM relation 15803468,"ضلع نگر, گلگت ڈویژن, گلگت بلتستان, 15400, پاکستان"
dialect:Nuristani%20Kalasha%3A%20Amesdes,35.04,70.98,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
dialect:Nuristani%20Kalasha%3A%20Nisheigram,35.0833322,70.8245782,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
dialect:Nuristani%20Kalasha%3A%20Vagal,35.04,70.98,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
dialect:Palula,35.44833,71.777934,manual-centroid,Ashret and Biori gazetteer points,two-valley centroid
dialect:Pashai%3A%20Gorayk%20%28Degano%29,34.6458,70.9008,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
dialect:Prasun,35.4,70.92,manual-map,Prasun Valley locality map,approximate display point
dialect:Prasun%3A%20Sec,35.4,70.92,manual-map,Prasun Valley locality map,approximate display point
dialect:Prasun%3A%20Supu,35.4,70.92,manual-map,Prasun Valley locality map,approximate display point
dialect:Prasun%3A%20Ucu,35.4,70.92,manual-map,Prasun Valley locality map,approximate display point
dialect:Prasun%3A%20Usut,35.4,70.92,manual-map,Prasun Valley locality map,approximate display point
dialect:Prasun%3A%20Zumu,35.4,70.92,manual-map,Prasun Valley locality map,approximate display point
dialect:Riverfront,36.3115647,74.6445039,openstreetmap,OSM relation 14576148,"Hunza, گلگت بلتستان, پاکستان"
dialect:Tregami%3A%20Gambir,34.75,70.96,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
domaaki_nager,36.30425,74.26652,manual-region,Nagar/Hunza community map,regional or composite display point
domaaki_hunza,36.31156,74.6445,manual-region,Hunza/Mominabad community map,community-area display point
western_magar_lasargha,27.965935,83.5023057,survey-gps,2024 Magar survey site metadata,
western_magar_mathagadhi,27.7810048,83.6820386,survey-gps,2024 Magar survey site metadata,
western_magar_jhokedi,27.856735,83.702993,survey-gps,2024 Magar survey site metadata,
central_magar_siluwa,27.833416,83.836814,survey-gps,2024 Magar survey site metadata,
central_magar_mityal,27.8705296,83.8656951,survey-gps,2024 Magar survey site metadata,
central_magar_dhardh,28.061498,83.89293,survey-gps,2024 Magar survey site metadata,
central_magar_inaskot,27.943441,83.833593,survey-gps,2024 Magar survey site metadata,
central_magar_michhurlung,27.957774,84.09343,survey-gps,2024 Magar survey site metadata,
central_magar_rhising,27.9227391,84.1765527,survey-gps,2024 Magar survey site metadata,
central_magar_arkhala,27.798514,84.152704,survey-gps,2024 Magar survey site metadata,
central_magar_raikot,27.793812,84.124636,survey-gps,2024 Magar survey site metadata,
central_magar_bhadari,27.729583,84.012809,survey-gps,2024 Magar survey site metadata,
dewas_rai_mahendra_jhyadi,27.27555,85.5588833,survey-gps,Dewas Rai/Danuwar survey appendix,
dewas_rai_singoul,27.20735,85.2514,survey-gps,Dewas Rai/Danuwar survey appendix,
dewas_rai_majhgaun,27.25065,85.4769,survey-gps,Dewas Rai/Danuwar survey appendix,
done_danuwar_jaretar,27.6098833,85.6607667,survey-gps,Dewas Rai/Danuwar survey appendix,
danuwar_chandanpur,27.0421,86.04645,survey-gps,Dewas Rai/Danuwar survey appendix,
kochariya_singoul,27.2026,85.2355833,survey-gps,Dewas Rai/Danuwar survey appendix,
hajong_nugapara,25.52,90.22,survey-map,Hajong report figure 3,approximate West Garo Hills map point
hajong_chilapara,25.62,90.18,survey-map,Hajong report figure 3,approximate West Garo Hills map point
hajong_nirghini,25.7,90.25,survey-map,Hajong report figure 3,approximate West Garo Hills map point
hajong_dalugau,25.55,90.4,survey-map,Hajong report figure 3,approximate West Garo Hills map point
hajong_balachanda,25.45,90.3,survey-map,Hajong report figure 3,approximate West Garo Hills map point
hajong_dhamor,26.12791,90.60974,gazetteer-area,GeoNames 1271152,Goalpara district display point
hajong_gopalbari,25.07889,90.9,gazetteer-area,GeoNames 11286987,Kalmakanda subdistrict display point from report metadata
hajong_gopalpur,25.09,90.7,gazetteer-area,GeoNames 7646874,Durgapur subdistrict display point; replaces unrelated OSM Gopalpur
hajong_bhalukapara,25.11,90.52,gazetteer-area,GeoNames 7646387,Dhobaura subdistrict display point
hajong_nokshi,25.18559,90.06678,gazetteer-area,GeoNames 7912475,Jhinaigati subdistrict display point
santali_rajarampur,25.63,88.53,survey-map,Santali Cluster report figure 3 and Birol/Azimpur metadata,approximate
santali_rautnagar,25.8866,88.25867,gazetteer-area,GeoNames 9258754,Ranisankail subdistrict display point
santali_paharpur,25.41997,89.09019,gazetteer-area,GeoNames 11282264,"Nawabganj, Dinajpur subdistrict display point; replaces unrelated OSM road"
santali_patichora,25.0464,88.713,gazetteer-area,GeoNames 11286168,Patnitala area display point from report route metadata
santali_jabri,24.84154,88.55464,gazetteer-area,GeoNames 11282751,Niamatpur subdistrict display point
santali_bodobelghoria,24.41112,88.98673,gazetteer-area,GeoNames 7483813,Natore area display point
santali_rashidpur,24.34251,91.52037,gazetteer-area,GeoNames 11283078,Bahubal subdistrict display point
mundari_nijpara,26.0,88.58333,gazetteer-area,GeoNames 9278416,Birganj subdistrict display point
mundari_begunbari,25.14,88.85,gazetteer-area,GeoNames 7645713,Dhamoirhat subdistrict display point; replaces road-feature result
mundari_karimpur,24.54396,91.87018,gazetteer-area,GeoNames 11285113,Rajnagar subdistrict display point
mahali_abirpara,25.24495,89.24711,gazetteer-area,GeoNames 11284706,Ghoraghat subdistrict display point
mahali_matindor,25.0464,88.713,gazetteer-area,GeoNames 11286168,Patnitala subdistrict display point
mahali_pachondor,24.62,88.53,gazetteer-area,GeoNames 7645716,Tanore subdistrict display point
koda_kundang,24.62,88.53,gazetteer-area,GeoNames 7645716,Tanore subdistrict display point
koda_krishnupur,24.36873,88.82882,gazetteer-area,GeoNames 11286570,Puthia subdistrict display point
kol_babudaing,24.47928,88.34737,gazetteer-area,GeoNames 11284651,Godagari subdistrict display point
lsi_gypsyeuropean,46.82,14.85,source-region,LSI broad European variety,broad regional display point
lsi_easternbengali,24.0,90.0,source-region,LSI broad Eastern Bengali variety,broad regional display point
nured-Kt-w,35.41,70.98,manual-region,NURISTAN dialect region,approximate dialect-area display point
nured-Kt-ne,35.41,70.98,manual-region,NURISTAN dialect region,approximate dialect-area display point
nured-Kt-se,35.41,70.98,manual-region,NURISTAN dialect region,approximate dialect-area display point
nured-Kt-kt,35.32264,70.73716,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Kt-kl,35.38,70.78,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Kt-rm,35.45,70.8,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Kt-mm,35.44991,71.31615,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Kt-br,35.67283,71.34339,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Kt-mr,35.698358,71.686882,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Kt-kun,35.775859,71.692544,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Wg-z,35.12675,70.95981,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Wg-n,35.0833322,70.8245782,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Wg-wg,35.04,70.98,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Wg-kg,35.12,70.95,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Gmb-gm,34.75,70.96,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Gmb-dv,34.77,70.94,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Ash-s,35.18228,70.795553,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Ash-tt,35.1,70.78,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Pr-p,35.33007,70.89342,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Pr-k,35.4,70.92,manual-map,Prasun Valley locality map,approximate named-village display point
nured-Pr-d,35.39845,70.9308,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Pr-pr,35.4,70.92,manual-map,Prasun Valley locality map,approximate named-village display point
nured-Pr-i,35.45631,70.938,manual-cross-reference,existing Jambu locality point / reviewed gazetteer,
nured-Pr-z,35.4,70.92,manual-map,Prasun Valley locality map,approximate named-village display point
