ID,Entry_ID,Compared_Entry_ID,Relation,Direction,Confidence,Source,Evidence
cdial:8399:dedr:d4587,8399,d4587,loan,entry-from-compared,low,CDIAL[entry 8399],"[Variety of form points to non-Aryan origin (scarcely with Wackernagel AiGr ii 2, 591 < putrá ): prob. with T. Burrow BSOAS xii 386 ← Drav. Tam. pōttu &c. DED 3748. — Cf. pōṭā - f. 'female slave', pōṭaka - m. 'servant' KātyŚr. com. — See also * pōṅga ²]"
cdial:8400:dedr:d4352,8400,d4352,loan,entry-from-compared,medium,CDIAL[entry 8400],"(prob. ← Drav., Tam. pūcu &c. DED 3569, EWA ii 319)"
cdial:8794:dedr:d3998,8794,d3998,loan,entry-from-compared,high,CDIAL[entry 8794],"[← Drav., Tam. pavaram &c., DED 3295]"
cdial:9011:dedr:d4352,9011,d4352,loan,entry-from-compared,medium,CDIAL[entry 9011],"[Connexion with √ uñch 'glean' (EWA i 100) is semant. difficult and derivation from * pramr̥kṣ - (P. Tedesco JAOS 77, 195) phonet. unacceptable in view of absence of - m - in Pa. and Si. or of nasalization in some MIA. and NIA. forms. But prōñch - could be sanskritization of MIA. * poṁch - which, with its variety of forms (Pa. puñch -, puñj -, Pk. puṁch -, pucch -, puṁs -, pus -, phuṁs -) and p - in NW is perh. ← Drav. (Tam. pūcu 'to smear, rub, wash', Kan. pūsa 'to smear, rub', Tu. pūjuni , Tel. pūyu : DED 3569)]"
cdial:9051:dedr:d4004,9051,d4004,loan,undetermined,low,CDIAL[entry 9051],"[Cf. Tam. paṛam 'ripe fruit', Tel. paṇḍu 'to ripen', &c. DED 3299 (EWA ii 394). Perh. conn. phulla - and with other onom. 'expand, burst' words beginning with ph -. — → Par. phȫṛ , pl. phāṛ 'corn, fruit' IIFL i 279]"
cdial:9245:dedr:d5432,9245,d5432,related,undetermined,medium,CDIAL[entry 9245],"[Variation of b - and v - and of - l -, - ll -, - r - and (if nibiḍá - 'dense' ~ virala - 'sparse' belongs or if, with basic mng. 'split' conn. viḍa - m. 'piece' W., bila - m.n. BHSk.) - ḍ - supports origin from Drav. word-group DED 4459, T. Burrow BSOAS xii 388. Conn. bilati , bēlayati , vē° 'splits' Dhātup.?]"
cdial:9248:dedr:d5509,9248,d5509,related,undetermined,medium,CDIAL[entry 9248],[Of Drav. origin DED 4535]
cdial:9321:dedr:d5204,9321,d5204,loan,entry-from-compared,low,CDIAL[entry 9321],"[ bahu-bōllaka - m. 'great talker' Divyāv. L. Schwarzschild JAOS 77, 205 derives Ap. vollaï 'speaks' from Pk. vayaï (< vádati and vákti ) ~ vutta - (< uktá -, with o in inf. vottuṁ , fut. vocchami ) after type ṇutta - ~ ṇollaï (< * nud-la - ?). If so, early appearance of b - in Pk. and BHSk. (only b - forms are attested in NIA.) may be due to collision with MIA. forms of brávīti in which abnormal sound-change in a word of 'saying' produced bēmi (< brávīmi ), pres. part. beṁta -. Borrowing from Drav. word-group of Tam. vakuḷi DED 4256 (J. Bloch BSOS v 742) is very doubtful]"
cdial:9571:dedr:d4358,9571,d4358,related,undetermined,low,CDIAL[entry 9571],"[In Drav. cf. Mal. pūṭa 'down of birds, wool, fine hair', Nk. būr 'down, fine feathers', &c. DED 3575?]"
cdial:9626:dedr:da51,9626,da51,loan,compared-from-entry,high,CDIAL[entry 9626],"[ bhōgika - m. 'village headman' Hemac.; Pa. bhōgin - also id. — Emeneau Sk. bhōgin - concludes that Drav. Mal. and Tu. bōyi 'caste of palanquinbearers and fishermen' DED 3750, Go. pōī 'fisherman' DEDS are ← IA.]"
cdial:9702:dedr:d4900,9702,d4900,loan,entry-from-compared,high,CDIAL[entry 9702],[← Drav. DED 4014]
cdial:9704:dedr:d4750,9704,d4750,related,undetermined,low,CDIAL[entry 9704],"[Cf. maṅkú - 'staggering (?)' ŚBr. ( durmaṅku - 'refractory' lex.), Pa. maṅku -, BHSk. maṅku -, maṅgu -, madgu - 'disturbed in mind' BHS ii 414, which EWA ii 547 considers not of Drav. origin (see DED 3890)]"
cdial:9721:dedr:d4640,9721,d4640,loan,entry-from-compared,low,CDIAL[entry 9721],[Poss. ← Drav. cf. DED 3791]
cdial:9734:dedr:d4685,9734,d4685,loan,entry-from-compared,medium,CDIAL[entry 9734],"[Scarcely < * mr̥ndati 'rubs'; nor is P. Thieme's derivation (ZDMG 93, 133) as MIA. < * mr̥ṁṣṭē (√ mr̥j ) phonet. convincing. Prob. with J. Bloch BSOS v 741 ← Drav. (Tam. maṇṇu 'to decorate' DED 3833]"
cdial:9748:dedr:d5106,9748,d5106,loan,entry-from-compared,medium,CDIAL[entry 9748],"[PMWS 40 connects with kuṇṭha - ← Mu., but rather ← Drav. (Tel. mokkaḍi 'elephant with short tusks', Tam. mokku 'bluntness', mokkaṇ 'stout person or thing') DED 4192-3]"
cdial:9865:dedr:d4642,9865,d4642,loan,entry-from-compared,low,CDIAL[entry 9865],"[ mayūka -, marūka -¹ m. lex. — J. Bloch BSL 76, 16 ← Drav. (cf. DED 3793); J. Przyluski BSL 79, 100 ← Austro-as. (cf. also Savara mā́rā 'peacock' Morgenstierne); H. W. Bailey BSOAS xx 59, IL 21, 18 connects with Khot. murāsa - as orig. an Indo-ir. colour word. — EWA ii 587 with lit.]"
cdial:9882:dedr:d4626,9882,d4626,loan,entry-from-compared,medium,CDIAL[entry 9882],[Poss. ext. with - ṭa - of marka - m. BhP. which may be ← Drav. Kan. maṅga 'monkey' T. Burrow BSOAS xii 389 and DED 3777]
cdial:9907:dedr:d4730,9907,d4730,loan,entry-from-compared,high,CDIAL[entry 9907],"[← Drav., Tam. mallaṉ 'wrestler' &c. DED 3871]"
cdial:9909:dedr:d4744,9909,d4744,related,undetermined,low,CDIAL[entry 9909],"9909 malla ³ m. 'bowl' Divyāv., °aka - m. 'bowl of coconut shell' lex., 'any vessel' Divyāv., mallī -, °likā - f. lex. Corresponding forms in Drav., Tam. mallam &c. DED 3884] Pa. mallaka - m. 'bowl', Pk. malla -, °aya - m.; K. malürᷴ f. 'large earthenware pot' (- ḍikā -); Bi. mālā 'box for oil', mal ( h ) iyā 'small cup for oil', Mth. maliyā ; H. maliyā f. 'narrow-mouthed earthen vessel for ghee, milk, &c.'; Si. mala 'beaker'; — Bi. malwā 'box for oil'; G. mālvũ n. 'earthen pot for whey'; — Mth. malsī 'box for oil'; H. malsā m. 'ghee vessel', malsī f. 'earthen cooking pot'. malla- ⁴ 'cheek and temples' see bhāla -¹. Addenda: malla- ³ [IE. * matlo -, cf. Lat. matula - 'pot' < * matlā - and RV. ámatra - Burrow Tau vii 156]"
cdial:9913:dedr:d4987,9913,d4987,loan,undetermined,low,CDIAL[entry 9913],"[Cf. mālikā - f. 'a kind of jasmine' lex., mālatī - f. 'J. grandiflorum' Kāv., and Drav., Tam. mullai &c., DED 4090. — P. Tedesco's derivation (JAOS 67, 100) < * vr̥tti - phonet. unacceptable even if ultimately of same non-Aryan origin as vallī-, vēlli -¹]"
cdial:9919:dedr:d4628,9919,d4628,loan,entry-from-compared,medium,CDIAL[entry 9919],"(EWA ii 604 of onom. origin rather than with J. Bloch BSOS v 741 ← Drav., Kan. masagu 'to rub' &c., in DED 3779)"
cdial:9920:dedr:d5101,9920,d5101,loan,entry-from-compared,high,CDIAL[entry 9920],"[← Drav., Tam. mai &c., DED 4187]"
cdial:9996:dedr:d4796,9996,d4796,loan,entry-from-compared,low,CDIAL[entry 9996],"[ mālaka - m. 'raised pavilion or balcony' Siṁhās. (see S. Lévi BSOS viii 623), mālikā - f. 'whitewashed upper-storeyed house' lex., māḍi - f. 'palace' lex. — ← Drav., Tam. māṭam 'storeyed house', Kan. māḍi 'upstair house', &c. DED 3930. Cf. mēṭa - m. 'whitewashed storeyed house' lex. also ← Drav. ib.]"
dedr:d1029:cdial:2538,d1029,2538,related,undetermined,low,"dedr[entry 1029, DED(S) 866]","Cf. Mar. okṇẽ to vomit; Turner, CDIAL , no. 2538, *ōkk -. DED(S) 866."
dedr:d1039:cdial:14174,d1039,14174,loan,compared-from-entry,low,"dedr[entry 1039, DED(N) 876]","Cf. Skt. hoḍa- boat, raft; Turner, CDIAL , no. 14174. The IA words are probably < Dr.; Parpola 1977-78, pp. 243 ff. DED(N) 876."
dedr:d1088:cdial:2615,d1088,2615,related,undetermined,low,dedr[entry 1088],"Cf. Turner, CDIAL , no. 2615, Skt. kaccara- dirty, foul; wicked, etc.; no. 2980, Pali kasaṭa- nasty."
dedr:d1088:cdial:2980,d1088,2980,related,undetermined,low,dedr[entry 1088],"Cf. Turner, CDIAL , no. 2615, Skt. kaccara- dirty, foul; wicked, etc.; no. 2980, Pali kasaṭa- nasty."
dedr:d1096:cdial:2866,d1096,2866,loan,entry-from-compared,low,"dedr[entry 1096, DEDS 138]","? < IA; Turner, CDIAL , no. 2866. DEDS 138."
dedr:d1104:cdial:2621,d1104,2621,related,undetermined,low,"dedr[entry 1104, DED(S) 925]","Cf. Turner, CDIAL , no. 2621, kacchū- ; no. 3827, kharjū˘- , Pkt. khajjū- ; no. 3854, khasa- , Pkt. (Ardhamāgadhī) kasara-, khasara-, H. khasrā (whence Kur. khasrā ). DED(S) 925."
dedr:d1104:cdial:3827,d1104,3827,related,undetermined,low,"dedr[entry 1104, DED(S) 925]","Cf. Turner, CDIAL , no. 2621, kacchū- ; no. 3827, kharjū˘- , Pkt. khajjū- ; no. 3854, khasa- , Pkt. (Ardhamāgadhī) kasara-, khasara-, H. khasrā (whence Kur. khasrā ). DED(S) 925."
dedr:d1104:cdial:3854,d1104,3854,related,undetermined,low,"dedr[entry 1104, DED(S) 925]","Cf. Turner, CDIAL , no. 2621, kacchū- ; no. 3827, kharjū˘- , Pkt. khajjū- ; no. 3854, khasa- , Pkt. (Ardhamāgadhī) kasara-, khasara-, H. khasrā (whence Kur. khasrā ). DED(S) 925."
dedr:d1107:cdial:3016,d1107,3016,related,undetermined,low,"dedr[entry 1107, DED(S) 927]","Cf. Turner, CDIAL , no. 3016, Skt. kāñjī̆ka-, kāñjī-, kāñcika- water of boiled rice in a state of spontaneous fermentation. DED(S) 927."
southworth2005m:t2a:08:dedr:d1109:cdial:2639,d1109,2639,loan,compared-from-entry,high,"southworth2005m[p. 9, table 1, row 10; p. 10, table 2A, item 8]","Table 1 row 10: Marathi kaḍe 'side, direction', Drav. (SD), PD *kaṭ-ai, DEDR 1109. Table 2A item 8: source class not repeated, OIA kaṭi 'hip, side', Turner 2639."
dedr:d1110:cdial:2632,d1110,2632,related,undetermined,medium,"dedr[entry 1110, DED(N) 930(b)]","MBE 1969, pp. 288-9, no. 2, for areal etymology, with reference to Turner, CDIAL , no. 2632, kaṭakaṭāpayati gnashes the teeth, H. kaṭkaṭī grinding the teeth; also no. 3771 H. khaṛkhaṛānā to grind the teeth. DED(N) 930( b )."
dedr:d1110:cdial:3771,d1110,3771,related,undetermined,medium,"dedr[entry 1110, DED(N) 930(b)]","MBE 1969, pp. 288-9, no. 2, for areal etymology, with reference to Turner, CDIAL , no. 2632, kaṭakaṭāpayati gnashes the teeth, H. kaṭkaṭī grinding the teeth; also no. 3771 H. khaṛkhaṛānā to grind the teeth. DED(N) 930( b )."
dedr:d1110:cdial:3972,d1110,3972,related,undetermined,low,"dedr[entry 1110, DED 930(a)]","MBE 1969, p. 288, no. 1, for areal etymology, with reference to Turner, CDIAL , no. 3972, *gaḍagaḍa- , no. 4419 *ghaḍaghaḍa- ; also cf. Apabhraṃśa ( Mahāpurāṇa ) kaḍayaḍ- to crush, crack, crackle, and kaḍatti imit. of crackling. DED 930( a )."
dedr:d1110:cdial:4419,d1110,4419,related,undetermined,low,"dedr[entry 1110, DED 930(a)]","MBE 1969, p. 288, no. 1, for areal etymology, with reference to Turner, CDIAL , no. 3972, *gaḍagaḍa- , no. 4419 *ghaḍaghaḍa- ; also cf. Apabhraṃśa ( Mahāpurāṇa ) kaḍayaḍ- to crush, crack, crackle, and kaḍatti imit. of crackling. DED 930( a )."
dedr:d1112:cdial:3974,d1112,3974,related,undetermined,medium,"dedr[entry 1112, DED 933]","MBE 1969, p. 296, no. 40, for areal etymology, with reference to Turner, CDIAL , no. 3974, *gaḍa-baḍa- confused. DED 933."
dedr:d1116:cdial:2710,d1116,2710,related,undetermined,low,"dedr[entry 1116, DED(N) 937]","Cf. Turner, CDIAL , no. 2710, Skt. kadamba-, kalamba-. [ A. cadamba Miq. = N. cadamba Roxb.] DED(N) 937."
dedr:d1123:cdial:2645,d1123,2645,related,undetermined,low,"dedr[entry 1123, DED(S) 943]","Cf. Turner, CDIAL , no. 2645 *kaṭṭa- (also Skt. [ lex. ] kaṭāha- a young female buffalo whose horns are just appearing), and no. 2658 *kaḍḍa- . DED(S) 943."
dedr:d1123:cdial:2658,d1123,2658,related,undetermined,low,"dedr[entry 1123, DED(S) 943]","Cf. Turner, CDIAL , no. 2645 *kaṭṭa- (also Skt. [ lex. ] kaṭāha- a young female buffalo whose horns are just appearing), and no. 2658 *kaḍḍa- . DED(S) 943."
dedr:d1135:cdial:2641,d1135,2641,related,undetermined,low,"dedr[entry 1135, DED(S, N) 952]","Cf. Turner, CDIAL , no. 2641, Skt. kaṭu-, kaṭuka- pungent (taste or smell), sharp, fierce, impetuous. DED(S, N) 952."
dedr:d1145:cdial:3781,d1145,3781,loan,entry-from-compared,low,"dedr[entry 1145, DED(S) 960]","Cf. Turner, CDIAL , no. 3781, kháṭvā- cot; no. 3785, khaṭṭi- bier ( lex. ); also kaṭāha- cot ( lex. ). From IA: Pa. kaṭeya cot (< Halbi); Kui kaṭe id.; Kur. khaṭī bedstead, bed; Malt. kaṭe, káṭi id. DED(S) 960."
dedr:d1145:cdial:3785,d1145,3785,loan,entry-from-compared,low,"dedr[entry 1145, DED(S) 960]","Cf. Turner, CDIAL , no. 3781, kháṭvā- cot; no. 3785, khaṭṭi- bier ( lex. ); also kaṭāha- cot ( lex. ). From IA: Pa. kaṭeya cot (< Halbi); Kui kaṭe id.; Kur. khaṭī bedstead, bed; Malt. kaṭe, káṭi id. DED(S) 960."
dedr:d1147:cdial:4414,d1147,4414,related,undetermined,low,"dedr[entry 1147, DED(S, N) 961]","Cf. (with Ka. Te. gaṭṭu , etc.) Turner CDIAL , no. 4414, Skt. ghaṭṭa- quay, landing-place, bathing place. DED(S, N) 961."
dedr:d1148:cdial:2650,d1148,2650,related,undetermined,low,"dedr[entry 1148, DED(S, N) 962]","Cf. Turner, CDIAL , no. 2650, kaṭhina- hard, firm, stiff; no. 2651, kaṭhara-, kaṭhura-, káṭhora- hard; no. 2657, kaḍḍ- to be hard, severe ( DhP. ). DED(S, N) 962."
dedr:d1148:cdial:2651,d1148,2651,related,undetermined,low,"dedr[entry 1148, DED(S, N) 962]","Cf. Turner, CDIAL , no. 2650, kaṭhina- hard, firm, stiff; no. 2651, kaṭhara-, kaṭhura-, káṭhora- hard; no. 2657, kaḍḍ- to be hard, severe ( DhP. ). DED(S, N) 962."
dedr:d1148:cdial:2657,d1148,2657,related,undetermined,low,"dedr[entry 1148, DED(S, N) 962]","Cf. Turner, CDIAL , no. 2650, kaṭhina- hard, firm, stiff; no. 2651, kaṭhara-, kaṭhura-, káṭhora- hard; no. 2657, kaḍḍ- to be hard, severe ( DhP. ). DED(S, N) 962."
dedr:d1151:cdial:4112,d1151,4112,related,undetermined,low,"dedr[entry 1151, DED(S, N) 965]","Cf. Turner, CDIAL , no. 4112 *gāṭṭa-, *gāṇṭa- short, stunted (Burrow 1967, p. 41); cf. also Skt. ( Paramānandīyanāmamālā 4.116) khaṭṭana- dwarf. DED(S, N) 965."
dedr:d1158:cdial:2630,d1158,2630,related,undetermined,low,"dedr[entry 1158, DED(S, N) 972]","Cf. Turner, CDIAL , no. 2630, kaṭa- ; no. 3769 khaṭa-, khaḍa- ; no. 3917 kheṭa- , all 'grass' and lexical. DED(S, N) 972."
dedr:d1158:cdial:3769,d1158,3769,related,undetermined,low,"dedr[entry 1158, DED(S, N) 972]","Cf. Turner, CDIAL , no. 2630, kaṭa- ; no. 3769 khaṭa-, khaḍa- ; no. 3917 kheṭa- , all 'grass' and lexical. DED(S, N) 972."
dedr:d1158:cdial:3917,d1158,3917,related,undetermined,low,"dedr[entry 1158, DED(S, N) 972]","Cf. Turner, CDIAL , no. 2630, kaṭa- ; no. 3769 khaṭa-, khaḍa- ; no. 3917 kheṭa- , all 'grass' and lexical. DED(S, N) 972."
dedr:d1162:cdial:3791,d1162,3791,related,undetermined,medium,dedr[entry 1162],"MBE 1969, p. 289, no. 3, for areal etymology, with reference to Turner, CDIAL , no. 3791, khaṇakhaṇāyate , and no. 4425, *ghanaghana- (or *ghaṇaghaṇa- ). DEDS (N) 148."
dedr:d1162:cdial:4425,d1162,4425,related,undetermined,medium,dedr[entry 1162],"MBE 1969, p. 289, no. 3, for areal etymology, with reference to Turner, CDIAL , no. 3791, khaṇakhaṇāyate , and no. 4425, *ghanaghana- (or *ghaṇaghaṇa- ). DEDS (N) 148."
dedr:d1164:cdial:2800,d1164,2800,loan,entry-from-compared,low,"dedr[entry 1164, DED(S) 977]","Cf. Turner, CDIAL , no. 2800, Skt. karavīra- , Pkt. kaṇavīra- ; Skt. karṇikāra- , Pkt. kaṇṇiāra-, kaṇṇēra- ; but Te. gannēru , etc. are probably < IA. DED(S) 977."
dedr:d1175:cdial:3792,d1175,3792,loan,entry-from-compared,medium,"dedr[entry 1175, DED(S) 988]","Probably < Skt. khaṇḍa- (Turner, CDIAL , no. 3792) with development of meaning: piece > piece of flesh > flesh. DED(S) 988."
dedr:d1180:cdial:3801,d1180,3801,loan,entry-from-compared,low,"dedr[entry 1180, DED(S, N) 991]","Cf. Or. khaṇḍuā shawl, etc. (Turner, CDIAL , no. 3801); Krishnamurti, Language 39.563 (Dr. < IA). DED(S, N) 991."
dedr:d1221:cdial:2957,d1221,2957,related,undetermined,low,"dedr[entry 1221, DED(S, N) 1024]","Cf. Turner, CDIAL , no. 2957, kávaca- armour, and no. 3816, *khappa- cover (Burrow 1967, p. 41). DED (S, N) 1024."
dedr:d1221:cdial:3816,d1221,3816,related,undetermined,low,"dedr[entry 1221, DED(S, N) 1024]","Cf. Turner, CDIAL , no. 2957, kávaca- armour, and no. 3816, *khappa- cover (Burrow 1967, p. 41). DED (S, N) 1024."
dedr:d1222:cdial:2956,d1222,2956,loan,compared-from-entry,low,"dedr[entry 1222, DED(S) 1025]","Prob. > Skt. kavala- mouthful, morsel; kavalaya- to swallow, gulp down, devour; kavaḍa- mouthful of water; Pali kabala-, kabaḷa- small piece, ball of food, mouthful (Turner, CDIAL , no. 2960); whence Ta. kavaḷam, kavar̤am morsel, mouthful of food, ball of rice or other food for an elephant; Ma. kavaḷam. kabaḷam mouthful, morsel; kavaḷuka to gargle, swallow; kabaḷikka to gulp; Ko. kava·ḷm offering of plantain fruits to gods by stuffing them into diviners' mouths; Ka. kavala, kavaḷa, kabala, kabaḷa, kavaṇa mouthful, pill; kabaḷisu to eat, gulp, devour; Te. kabaḷamu mouthful, morsel; kabaḷincu to swallow, devour, gulp). Cf. also Skt. ( lex. ) kavaka- mouthful (ibid., no. 2956), and Skt. kavikā- bit of a bridle (cf. F. B. J. Kuiper, Museum 64.212, Mayrhofer III.669). DED(S) 1025."
dedr:d1222:cdial:2960,d1222,2960,loan,compared-from-entry,low,"dedr[entry 1222, DED(S) 1025]","Prob. > Skt. kavala- mouthful, morsel; kavalaya- to swallow, gulp down, devour; kavaḍa- mouthful of water; Pali kabala-, kabaḷa- small piece, ball of food, mouthful (Turner, CDIAL , no. 2960); whence Ta. kavaḷam, kavar̤am morsel, mouthful of food, ball of rice or other food for an elephant; Ma. kavaḷam. kabaḷam mouthful, morsel; kavaḷuka to gargle, swallow; kabaḷikka to gulp; Ko. kava·ḷm offering of plantain fruits to gods by stuffing them into diviners' mouths; Ka. kavala, kavaḷa, kabala, kabaḷa, kavaṇa mouthful, pill; kabaḷisu to eat, gulp, devour; Te. kabaḷamu mouthful, morsel; kabaḷincu to swallow, devour, gulp). Cf. also Skt. ( lex. ) kavaka- mouthful (ibid., no. 2956), and Skt. kavikā- bit of a bridle (cf. F. B. J. Kuiper, Museum 64.212, Mayrhofer III.669). DED(S) 1025."
dedr:d1223:cdial:3817,d1223,3817,related,undetermined,low,"dedr[entry 1223, DED(S, N) 1026]","? Cf. Turner, CDIAL , no. 3817, *khappa- hole (Burrow 1967, p. 41). DED(S, N) 1026."
dedr:d1233:cdial:3440,d1233,3440,related,undetermined,low,"dedr[entry 1233, DED(N) 1033]","Cf. Skt. kramu(ka)- id. (Turner, CDIAL , no. 3440). DED(N) 1033."
dedr:d1249:cdial:2974,d1249,2974,related,undetermined,low,"dedr[entry 1249, DED(S, N) 1047]","Cf. Turner, CDIAL , no. 2974, Skt. kaṣāya- astringent, Pali kasāya-, kasāva- id., kasaṭa- bitter, acrid. DED(S, N) 1047."
dedr:d1252:cdial:3469,d1252,3469,related,undetermined,low,"dedr[entry 1252, DED(S) 1050]","? Cf. kai-, ke- in Skt. kaivarta-, kevarta- fisherman, Pali Pkt. kevaṭṭa- id. (Turner, CDIAL , no. 3469). DED(S) 1050."
dedr:d126:cdial:955,d126,955,loan,undetermined,low,"dedr[entry 126, DED 106]","Turner, CDIAL , no. 955, Skt. aṣṭi- kernel, aṣṭhi- id. ( lex. ); there is possibly relationship with the IA forms with nasal, Pkt. aṇṭhi- (Sheth quotes Bhāsa's Cārudatta), H. ã̄ṭhī , Beng. ã̄ṭ(h)i , etc., but the direction of possible borrowing is uncertain. Kur. aṭhū , Malt. aṭi are borrowed from NIA. DED 106."
dedr:d1265:cdial:2819,d1265,2819,related,undetermined,low,"dedr[entry 1265, DED(S) 1061]","Cf. Skt. karaṭa- a low, unruly, difficult person; karkara- hard, firm; karkaśa- rough, harsh, hard; krakaca-, karapattra- saw; khara- hard, harsh, rough, sharp-edged; kharu- harsh, cruel; Pali kakaca- saw; khara- rough; saw; Pkt. karakaya- saw; Apabhraṃśa ( Jasaharacariu ) karaḍa- hard. Cf. esp. Turner, CDIAL , no. 2819. Cf. also Skt. karavāla- sword (for second element, cf. 5376 Ta. vāḷ ). DED(S) 1061."
dedr:d1269:cdial:2799,d1269,2799,related,undetermined,low,"dedr[entry 1269, DED(S) 1065]","Cf. Skt. karā̆marda-, karamardī-, karāmbuka-, karāmlaka- id.; Turner, CDIAL , no. 2799. DED(S) 1065."
dedr:d13:cdial:49,d13,49,related,undetermined,low,"dedr[entry 13, DED 14]","Cf. Skt. aguru-, agaru- ; Pali akalu, akaḷu, agaru, agalu, agaḷu ; Turner, CDIAL , no. 49. DED 14."
dedr:d1302:cdial:2914,d1302,2914,related,undetermined,low,"dedr[entry 1302, DED(S) 1095]","Cf. Skt. kala- indistinct or inarticulate; low, soft (as a tone), melodious. MBE 1969, pp. 289-90, no. 4 (also p. 296, no. 42), for areal etymology of reduplicated forms, with reference to Turner, CDIAL , no. 2914, kalakala- , no. 3836, khalakhalāyate . DED(S) 1095."
dedr:d1302:cdial:3836,d1302,3836,related,undetermined,low,"dedr[entry 1302, DED(S) 1095]","Cf. Skt. kala- indistinct or inarticulate; low, soft (as a tone), melodious. MBE 1969, pp. 289-90, no. 4 (also p. 296, no. 42), for areal etymology of reduplicated forms, with reference to Turner, CDIAL , no. 2914, kalakala- , no. 3836, khalakhalāyate . DED(S) 1095."
dedr:d1303:cdial:2922,d1303,2922,related,undetermined,low,"dedr[entry 1303, DED(S) 1096]","Cf. Turner, CDIAL , no. 2922, kalaha- strife, quarrel, fight. Cf. also Skt. kaluṣa- turbid (of water or mind). DED (S) 1096."
dedr:d1306:cdial:3837,d1306,3837,related,undetermined,medium,"dedr[entry 1306, DED 1099]","MBE 1969, p. 296, no. 41, for areal etymology, with reference to Turner, CDIAL , no. 3837, *khalabhala- . DED 1099."
dedr:d1337:cdial:2755,d1337,2755,related,undetermined,low,"dedr[entry 1337, DED(S) 1124]","? Cf. Skt. kapola- id.; Turner, CDIAL , no. 2755. DED(S) 1124."
dedr:d1338:cdial:4324,d1338,4324,related,undetermined,low,"dedr[entry 1338, DED(S) 1125]","Cf. Skt. gaulī- . Details of relationship with gṛha-golakā-, -golikā- are unclear (see Turner, CDIAL , no. 4324, and Mayrhofer, s.vv.). DED(S) 1125."
dedr:d1348:cdial:2913,d1348,2913,related,undetermined,low,"dedr[entry 1348, DED(N) 1135]","Cf. Skt. kaṇaja- a certain weight (Hemādri); kalañja- a particular weight (Turner, CDIAL , no. 2913; Burrow 1967, p. 41). DED(N) 1135."
dedr:d1353:cdial:2804,d1353,2804,related,undetermined,low,"dedr[entry 1353, DED(S) 1140]","Cf. Skt. karīra-, Pali kaḷīra- , H. karī̆l (Turner, CDIAL , no. 2804); also Pkt. karilla- the shoot of a bamboo. DED(S) 1140."
dedr:d1355:cdial:2867,d1355,2867,related,undetermined,low,"dedr[entry 1355, DED(N) 1141]","? Cf. Skt. kardama-, karda-, kardaṭa- mud; Turner, CDIAL , nos. 2867-70. DED(N) 1141."
dedr:d1355:cdial:2868,d1355,2868,related,undetermined,low,"dedr[entry 1355, DED(N) 1141]","? Cf. Skt. kardama-, karda-, kardaṭa- mud; Turner, CDIAL , nos. 2867-70. DED(N) 1141."
dedr:d1355:cdial:2869,d1355,2869,related,undetermined,low,"dedr[entry 1355, DED(N) 1141]","? Cf. Skt. kardama-, karda-, kardaṭa- mud; Turner, CDIAL , nos. 2867-70. DED(N) 1141."
dedr:d1355:cdial:2870,d1355,2870,related,undetermined,low,"dedr[entry 1355, DED(N) 1141]","? Cf. Skt. kardama-, karda-, kardaṭa- mud; Turner, CDIAL , nos. 2867-70. DED(N) 1141."
dedr:d1359:cdial:2954,d1359,2954,loan,entry-from-compared,low,"dedr[entry 1359, DED(S, N) 1145]","Cf. Burrow 1967, p. 41, on Br. kallar as borrowed from IA and on Dr. *kaḷar as the possible origin of the IA items (Si., Lahnda, Panj.) in Turner, CDIAL , no. 2954, *kallara- . DED (S, N) 1145."
dedr:d1364:cdial:4054,d1364,4054,related,undetermined,low,"dedr[entry 1364, DED(S) 1149]","Cf. Skt. gardabha- ; Turner, CDIAL , no. 4054. DED(S) 1149."
dedr:d1366:cdial:2680,d1366,2680,related,undetermined,low,"dedr[entry 1366, DED(S) 1151]","Cf. Skt. kaṇṭha- neck; Turner, CDIAL , no. 2680. DED(S) 1151."
dedr:d1372:cdial:3835,d1372,3835,related,undetermined,low,"dedr[entry 1372, DED(S) 1156]","Cf. Skt. khala- rogue (Turner, CDIAL , no. 3835); Skt. ( lex. ) kalama- , Pkt. ( DNM ) kalama- thief. DED(S) 1156."
dedr:d1374:cdial:2684,d1374,2684,related,undetermined,low,"dedr[entry 1374, DED(S, N) 1158]","Cf. Turner, CDIAL , nos. 2950-1, Skt. kalyā- , Pkt. kallā- spirituous liquor; Pkt. kallāla- liquor-dealer; H. kal(w)ār, kalāl , Mar. kalāl distiller; Skt. kaḍaṅga- a spirituous liquor. Cf. also Skt. kaḍ- to be intoxicated (ibid., no. 2684). DED(S, N) 1158."
dedr:d1374:cdial:2950,d1374,2950,related,undetermined,low,"dedr[entry 1374, DED(S, N) 1158]","Cf. Turner, CDIAL , nos. 2950-1, Skt. kalyā- , Pkt. kallā- spirituous liquor; Pkt. kallāla- liquor-dealer; H. kal(w)ār, kalāl , Mar. kalāl distiller; Skt. kaḍaṅga- a spirituous liquor. Cf. also Skt. kaḍ- to be intoxicated (ibid., no. 2684). DED(S, N) 1158."
