Language_ID	Parameter_ID	Form	Gloss	Native	Phonemic	Notes	Source	Cognateset	Etymology	Entry_Key	Variant_Of_Key	Borrowed_From_Key	Derivation_Parent_Keys	Tags
markodi_ennappara		tʃalᵉ	River		tʃalᵉ	JLSR 2025-005 physical p.30 / printed p.24 / item 45 / MTE / left column	canvin2025[p. 24, item 45, MTE]			sil-mavilan-2025-045-mte				
markodi_pannithadam		məgʰʌm	Cloud		məgʰʌm	JLSR 2025-005 physical p.30 / printed p.24 / item 46 / MTP / left column	canvin2025[p. 24, item 46, MTP]			sil-mavilan-2025-046-mtp				
markodi_vannarkadav		megam	Cloud		megam	JLSR 2025-005 physical p.30 / printed p.24 / item 46 / MTV / left column	canvin2025[p. 24, item 46, MTV]			sil-mavilan-2025-046-mtv				
markodi_ennappara		megʰəm	Cloud		megʰəm	JLSR 2025-005 physical p.30 / printed p.24 / item 46 / MTE / left column	canvin2025[p. 24, item 46, MTE]			sil-mavilan-2025-046-mte				
markodi_pannithadam		iɖimuʈʈuget̪	Lightning		iɖimuʈʈuget̪	JLSR 2025-005 physical p.30 / printed p.24 / item 47 / MTP / middle column	canvin2025[p. 24, item 47, MTP]			sil-mavilan-2025-047-mtp				
markodi_vannarkadav		idiminːʌl	Lightning		idiminːʌl	JLSR 2025-005 physical p.30 / printed p.24 / item 47 / MTV / middle column	canvin2025[p. 24, item 47, MTV]			sil-mavilan-2025-047-mtv				
markodi_ennappara		iɖimuʈʈu	Lightning		iɖimuʈʈu	JLSR 2025-005 physical p.30 / printed p.24 / item 47 / MTE / middle column	canvin2025[p. 24, item 47, MTE]			sil-mavilan-2025-047-mte				
markodi_pannithadam		maɕvillɨ	Rainbow		maɕvillɨ	JLSR 2025-005 physical p.30 / printed p.24 / item 48 / MTP / middle column	canvin2025[p. 24, item 48, MTP]			sil-mavilan-2025-048-mtp				
markodi_vannarkadav		maɕʌvillɨ	Rainbow		maɕʌvillɨ	JLSR 2025-005 physical p.30 / printed p.24 / item 48 / MTV / middle column	canvin2025[p. 24, item 48, MTV]			sil-mavilan-2025-048-mtv				
markodi_ennappara		maɕvillᵊ	Rainbow		maɕvillᵊ	JLSR 2025-005 physical p.30 / printed p.24 / item 48 / MTE / middle column	canvin2025[p. 24, item 48, MTE]			sil-mavilan-2025-048-mte				
markodi_pannithadam		kaʈʈ	Wind		kaʈʈ	JLSR 2025-005 physical p.30 / printed p.24 / item 49 / MTP / middle column	canvin2025[p. 24, item 49, MTP]			sil-mavilan-2025-049-mtp				
markodi_vannarkadav		kaːt	Wind		kaːt	JLSR 2025-005 physical p.30 / printed p.24 / item 49 / MTV / middle column	canvin2025[p. 24, item 49, MTV]			sil-mavilan-2025-049-mtv				
markodi_ennappara		kaʈᵘ	Wind		kaʈᵘ	JLSR 2025-005 physical p.30 / printed p.24 / item 49 / MTE / middle column	canvin2025[p. 24, item 49, MTE]			sil-mavilan-2025-049-mte				
markodi_pannithadam		kɑllɨ	Stone		kɑllɨ	JLSR 2025-005 physical p.30 / printed p.24 / item 50 / MTP / middle column	canvin2025[p. 24, item 50, MTP]			sil-mavilan-2025-050-mtp				
markodi_vannarkadav		kallɨ	Stone		kallɨ	JLSR 2025-005 physical p.30 / printed p.24 / item 50 / MTV / middle column	canvin2025[p. 24, item 50, MTV]			sil-mavilan-2025-050-mtv				
markodi_ennappara		kɑll	Stone		kɑll	JLSR 2025-005 physical p.30 / printed p.24 / item 50 / MTE / middle column	canvin2025[p. 24, item 50, MTE]			sil-mavilan-2025-050-mte				
markodi_pannithadam		t̪eɾu	Path		t̪eɾu	JLSR 2025-005 physical p.30 / printed p.24 / item 51 / MTP / middle column	canvin2025[p. 24, item 51, MTP]			sil-mavilan-2025-051-mtp				
markodi_vannarkadav		t̪eru	Path		t̪eru	JLSR 2025-005 physical p.30 / printed p.24 / item 51 / MTV / middle column	canvin2025[p. 24, item 51, MTV]			sil-mavilan-2025-051-mtv				
markodi_ennappara		t̪əɾu	Path		t̪əɾu	JLSR 2025-005 physical p.30 / printed p.24 / item 51 / MTE / middle column	canvin2025[p. 24, item 51, MTE]			sil-mavilan-2025-051-mte				
markodi_pannithadam		pojːa	Sand		pojːa	JLSR 2025-005 physical p.30 / printed p.24 / item 52 / MTP / middle column	canvin2025[p. 24, item 52, MTP]			sil-mavilan-2025-052-mtp				
markodi_vannarkadav		pojːe	Sand		pojːe	JLSR 2025-005 physical p.30 / printed p.24 / item 52 / MTV / middle column	canvin2025[p. 24, item 52, MTV]			sil-mavilan-2025-052-mtv				
markodi_ennappara		pojːɜ	Sand		pojːɜ	JLSR 2025-005 physical p.30 / printed p.24 / item 52 / MTE / middle column	canvin2025[p. 24, item 52, MTE]			sil-mavilan-2025-052-mte				
markodi_pannithadam		tːu	Fire		tːu	JLSR 2025-005 physical p.30 / printed p.24 / item 53 / MTP / middle column	canvin2025[p. 24, item 53, MTP]			sil-mavilan-2025-053-mtp				
markodi_vannarkadav		t̪uʋ	Fire		t̪uʋ	JLSR 2025-005 physical p.30 / printed p.24 / item 53 / MTV / middle column	canvin2025[p. 24, item 53, MTV]			sil-mavilan-2025-053-mtv				
markodi_ennappara		tːuʋ	Fire		tːuʋ	JLSR 2025-005 physical p.30 / printed p.24 / item 53 / MTE / middle column	canvin2025[p. 24, item 53, MTE]			sil-mavilan-2025-053-mte				
markodi_pannithadam		poge	Smoke		poge	JLSR 2025-005 physical p.30 / printed p.24 / item 54 / MTP / right column	canvin2025[p. 24, item 54, MTP]			sil-mavilan-2025-054-mtp				
markodi_vannarkadav		poge	Smoke		poge	JLSR 2025-005 physical p.30 / printed p.24 / item 54 / MTV / right column	canvin2025[p. 24, item 54, MTV]			sil-mavilan-2025-054-mtv				
markodi_ennappara		pogeɨ	Smoke		pogeɨ	JLSR 2025-005 physical p.30 / printed p.24 / item 54 / MTE / right column	canvin2025[p. 24, item 54, MTE]			sil-mavilan-2025-054-mte				
markodi_pannithadam		vennerⁱ	Ash		vennerⁱ	JLSR 2025-005 physical p.30 / printed p.24 / item 55 / MTP / right column	canvin2025[p. 24, item 55, MTP]			sil-mavilan-2025-055-mtp				
markodi_vannarkadav		beɳːirᵊ	Ash		beɳːirᵊ	JLSR 2025-005 physical p.30 / printed p.24 / item 55 / MTV / right column	canvin2025[p. 24, item 55, MTV]			sil-mavilan-2025-055-mtv				
markodi_ennappara		vennerɜ	Ash		vennerɜ	JLSR 2025-005 physical p.30 / printed p.24 / item 55 / MTE / right column	canvin2025[p. 24, item 55, MTE]			sil-mavilan-2025-055-mte				
markodi_pannithadam		tʃaɭi	Mud		tʃaɭi	JLSR 2025-005 physical p.30 / printed p.24 / item 56 / MTP / right column	canvin2025[p. 24, item 56, MTP]			sil-mavilan-2025-056-mtp				
markodi_vannarkadav		tʃaɭi	Mud		tʃaɭi	JLSR 2025-005 physical p.30 / printed p.24 / item 56 / MTV / right column	canvin2025[p. 24, item 56, MTV]			sil-mavilan-2025-056-mtv				
markodi_ennappara		tʃelɨ	Mud		tʃelɨ	JLSR 2025-005 physical p.30 / printed p.24 / item 56 / MTE / right column	canvin2025[p. 24, item 56, MTE]			sil-mavilan-2025-056-mte				
markodi_pannithadam		ponn	Gold		ponn	JLSR 2025-005 physical p.30 / printed p.24 / item 57 / MTP / right column	canvin2025[p. 24, item 57, MTP]			sil-mavilan-2025-057-mtp				
markodi_vannarkadav		ponːɨ	Gold		ponːɨ	JLSR 2025-005 physical p.30 / printed p.24 / item 57 / MTV / right column	canvin2025[p. 24, item 57, MTV]			sil-mavilan-2025-057-mtv				
markodi_ennappara		ponː	Gold		ponː	JLSR 2025-005 physical p.30 / printed p.24 / item 57 / MTE / right column	canvin2025[p. 24, item 57, MTE]			sil-mavilan-2025-057-mte				
markodi_pannithadam		maɾʌm	Tree		maɾʌm	JLSR 2025-005 physical p.30 / printed p.24 / item 58 / MTP / right column	canvin2025[p. 24, item 58, MTP]			sil-mavilan-2025-058-mtp				
markodi_vannarkadav		maɾʌm	Tree		maɾʌm	JLSR 2025-005 physical p.30 / printed p.24 / item 58 / MTV / right column	canvin2025[p. 24, item 58, MTV]			sil-mavilan-2025-058-mtv				
markodi_ennappara		maɾʌm	Tree		maɾʌm	JLSR 2025-005 physical p.30 / printed p.24 / item 58 / MTE / right column	canvin2025[p. 24, item 58, MTE]			sil-mavilan-2025-058-mte				
markodi_pannithadam		tʃʌppila	Leaf		tʃʌppila	JLSR 2025-005 physical p.30 / printed p.24 / item 59 / MTP / right column	canvin2025[p. 24, item 59, MTP]			sil-mavilan-2025-059-mtp				
markodi_vannarkadav		tʃapːila	Leaf		tʃapːila	JLSR 2025-005 physical p.30 / printed p.24 / item 59 / MTV / right column	canvin2025[p. 24, item 59, MTV]			sil-mavilan-2025-059-mtv				
markodi_ennappara		tʃapːile	Leaf		tʃapːile	JLSR 2025-005 physical p.30 / printed p.24 / item 59 / MTE / right column	canvin2025[p. 24, item 59, MTE]			sil-mavilan-2025-059-mte				
markodi_pannithadam		ver	Root		ver	JLSR 2025-005 physical p.30 / printed p.24 / item 60 / MTP / right column	canvin2025[p. 24, item 60, MTP]			sil-mavilan-2025-060-mtp				
markodi_vannarkadav		beru	Root		beru	JLSR 2025-005 physical p.30 / printed p.24 / item 60 / MTV / right column	canvin2025[p. 24, item 60, MTV]			sil-mavilan-2025-060-mtv				
markodi_ennappara		vəru	Root		vəru	JLSR 2025-005 physical p.30 / printed p.24 / item 60 / MTE / right column	canvin2025[p. 24, item 60, MTE]			sil-mavilan-2025-060-mte				
markodi_pannithadam		muɭɭɨ	Thorn		muɭɭɨ	JLSR 2025-005 physical p.31 / printed p.25 / item 61 / MTP / left column	canvin2025[p. 25, item 61, MTP]			sil-mavilan-2025-061-mtp				
markodi_vannarkadav		muɭɭɨ	Thorn		muɭɭɨ	JLSR 2025-005 physical p.31 / printed p.25 / item 61 / MTV / left column	canvin2025[p. 25, item 61, MTV]			sil-mavilan-2025-061-mtv				
markodi_ennappara		muɭː	Thorn		muɭː	JLSR 2025-005 physical p.31 / printed p.25 / item 61 / MTE / left column	canvin2025[p. 25, item 61, MTE]			sil-mavilan-2025-061-mte				
markodi_pannithadam		puː	Flower		puː	JLSR 2025-005 physical p.31 / printed p.25 / item 62 / MTP / left column	canvin2025[p. 25, item 62, MTP]			sil-mavilan-2025-062-mtp				
markodi_vannarkadav		puː	Flower		puː	JLSR 2025-005 physical p.31 / printed p.25 / item 62 / MTV / left column	canvin2025[p. 25, item 62, MTV]			sil-mavilan-2025-062-mtv				
markodi_ennappara		pu	Flower		pu	JLSR 2025-005 physical p.31 / printed p.25 / item 62 / MTE / left column	canvin2025[p. 25, item 62, MTE]			sil-mavilan-2025-062-mte				
markodi_pannithadam		parən̪d̪	Fruit		parən̪d̪	JLSR 2025-005 physical p.31 / printed p.25 / item 63 / MTP / left column	canvin2025[p. 25, item 63, MTP]			sil-mavilan-2025-063-mtp				
markodi_vannarkadav		paren̪d̪ᵊ	Fruit		paren̪d̪ᵊ	JLSR 2025-005 physical p.31 / printed p.25 / item 63 / MTV / left column	canvin2025[p. 25, item 63, MTV]			sil-mavilan-2025-063-mtv				
markodi_ennappara		pærənɖ	Fruit		pærənɖ	JLSR 2025-005 physical p.31 / printed p.25 / item 63 / MTE / left column	canvin2025[p. 25, item 63, MTE]			sil-mavilan-2025-063-mte				
markodi_pannithadam		maŋʌ	Mango		maŋʌ	JLSR 2025-005 physical p.31 / printed p.25 / item 64 / MTP / left column	canvin2025[p. 25, item 64, MTP]			sil-mavilan-2025-064-mtp				
markodi_vannarkadav		maŋa	Mango		maŋa	JLSR 2025-005 physical p.31 / printed p.25 / item 64 / MTV / left column	canvin2025[p. 25, item 64, MTV]			sil-mavilan-2025-064-mtv				
markodi_ennappara		maŋɑ	Mango		maŋɑ	JLSR 2025-005 physical p.31 / printed p.25 / item 64 / MTE / left column	canvin2025[p. 25, item 64, MTE]			sil-mavilan-2025-064-mte				
markodi_pannithadam		parən̪ɖkai	Banana		parən̪ɖkai	JLSR 2025-005 physical p.31 / printed p.25 / item 65 / MTP / left column	canvin2025[p. 25, item 65, MTP]			sil-mavilan-2025-065-mtp				
markodi_vannarkadav		paren̪d̪akɑi	Banana		paren̪d̪akɑi	JLSR 2025-005 physical p.31 / printed p.25 / item 65 / MTV / left column	canvin2025[p. 25, item 65, MTV]			sil-mavilan-2025-065-mtv				
markodi_ennappara		paren̪dkaɨ	Banana		paren̪dkaɨ	JLSR 2025-005 physical p.31 / printed p.25 / item 65 / MTE / left column	canvin2025[p. 25, item 65, MTE]			sil-mavilan-2025-065-mte				
markodi_pannithadam		got̪ʌmb	Wheat		got̪ʌmb	JLSR 2025-005 physical p.31 / printed p.25 / item 66 / MTP / left column	canvin2025[p. 25, item 66, MTP]			sil-mavilan-2025-066-mtp				
markodi_vannarkadav		goːt̪ambɨ	Wheat		goːt̪ambɨ	JLSR 2025-005 physical p.31 / printed p.25 / item 66 / MTV / left column	canvin2025[p. 25, item 66, MTV]			sil-mavilan-2025-066-mtv				
markodi_ennappara		got̪amb	Wheat		got̪amb	JLSR 2025-005 physical p.31 / printed p.25 / item 66 / MTE / left column	canvin2025[p. 25, item 66, MTE]			sil-mavilan-2025-066-mte				
markodi_pannithadam		var	Rice (uncooked)		var	JLSR 2025-005 physical p.31 / printed p.25 / item 68 / MTP / middle column	canvin2025[p. 25, item 68, MTP]			sil-mavilan-2025-068-mtp				
markodi_vannarkadav		aɾi	Rice (uncooked)		aɾi	JLSR 2025-005 physical p.31 / printed p.25 / item 68 / MTV / middle column	canvin2025[p. 25, item 68, MTV]			sil-mavilan-2025-068-mtv				
markodi_ennappara		vɐr	Rice (uncooked)		vɐr	JLSR 2025-005 physical p.31 / printed p.25 / item 68 / MTE / middle column	canvin2025[p. 25, item 68, MTE]			sil-mavilan-2025-068-mte				
markodi_pannithadam		keɾʌŋg	Potato		keɾʌŋg	JLSR 2025-005 physical p.31 / printed p.25 / item 69 / MTP / middle column	canvin2025[p. 25, item 69, MTP]			sil-mavilan-2025-069-mtp				
markodi_vannarkadav		keraŋg	Potato		keraŋg	JLSR 2025-005 physical p.31 / printed p.25 / item 69 / MTV / middle column	canvin2025[p. 25, item 69, MTV]			sil-mavilan-2025-069-mtv				
markodi_ennappara		kɜɾaŋgᶤ	Potato		kɜɾaŋgᶤ	JLSR 2025-005 physical p.31 / printed p.25 / item 69 / MTE / middle column	canvin2025[p. 25, item 69, MTE]			sil-mavilan-2025-069-mte				
markodi_pannithadam		nelakʌɖʌla	Groundnut		nelakʌɖʌla	JLSR 2025-005 physical p.31 / printed p.25 / item 71 / MTP / middle column	canvin2025[p. 25, item 71, MTP]			sil-mavilan-2025-071-mtp				
markodi_vannarkadav		nelakadʌla	Groundnut		nelakadʌla	JLSR 2025-005 physical p.31 / printed p.25 / item 71 / MTV / middle column	canvin2025[p. 25, item 71, MTV]			sil-mavilan-2025-071-mtv				
markodi_ennappara		nɜlakəɖɑla	Groundnut		nɜlakəɖɑla	JLSR 2025-005 physical p.31 / printed p.25 / item 71 / MTE / middle column	canvin2025[p. 25, item 71, MTE]			sil-mavilan-2025-071-mte				
markodi_pannithadam		kɑppa pareŋgi	Chili		kɑppa pareŋgi	JLSR 2025-005 physical p.31 / printed p.25 / item 72 / MTP / middle column	canvin2025[p. 25, item 72, MTP]			sil-mavilan-2025-072-mtp				
markodi_vannarkadav		kapːa paraŋgi	Chili		kapːa paraŋgi	JLSR 2025-005 physical p.31 / printed p.25 / item 72 / MTV / middle column	canvin2025[p. 25, item 72, MTV]			sil-mavilan-2025-072-mtv				
markodi_ennappara		kapa parɜŋgi	Chili		kapa parɜŋgi	JLSR 2025-005 physical p.31 / printed p.25 / item 72 / MTE / middle column	canvin2025[p. 25, item 72, MTE]			sil-mavilan-2025-072-mte				
markodi_pannithadam		mɑndʒʌɭ	Turmeric		mɑndʒʌɭ	JLSR 2025-005 physical p.31 / printed p.25 / item 73 / MTP / middle column	canvin2025[p. 25, item 73, MTP]			sil-mavilan-2025-073-mtp				
markodi_vannarkadav		maɲdʒʌɭ	Turmeric		maɲdʒʌɭ	JLSR 2025-005 physical p.31 / printed p.25 / item 73 / MTV / middle column	canvin2025[p. 25, item 73, MTV]			sil-mavilan-2025-073-mtv				
markodi_ennappara		mɑndʒɐɭ	Turmeric		mɑndʒɐɭ	JLSR 2025-005 physical p.31 / printed p.25 / item 73 / MTE / middle column	canvin2025[p. 25, item 73, MTE]			sil-mavilan-2025-073-mte				
markodi_pannithadam		veɭɭuɭɭi	Garlic		veɭɭuɭɭi	JLSR 2025-005 physical p.31 / printed p.25 / item 74 / MTP / middle column	canvin2025[p. 25, item 74, MTP]			sil-mavilan-2025-074-mtp				
markodi_vannarkadav		beɭut̪uɭːi	Garlic		beɭut̪uɭːi	JLSR 2025-005 physical p.31 / printed p.25 / item 74 / MTV / middle column	canvin2025[p. 25, item 74, MTV]			sil-mavilan-2025-074-mtv				
markodi_ennappara		veɭɭuɭɨ	Garlic		veɭɭuɭɨ	JLSR 2025-005 physical p.31 / printed p.25 / item 74 / MTE / middle column	canvin2025[p. 25, item 74, MTE]			sil-mavilan-2025-074-mte				
markodi_pannithadam		sɑvoɭʌ	Onion		sɑvoɭʌ	JLSR 2025-005 physical p.31 / printed p.25 / item 75 / MTP / right column	canvin2025[p. 25, item 75, MTP]			sil-mavilan-2025-075-mtp				
markodi_vannarkadav		niːruɭɭi	Onion		niːruɭɭi	JLSR 2025-005 physical p.31 / printed p.25 / item 75 / MTV / right column	canvin2025[p. 25, item 75, MTV]			sil-mavilan-2025-075-mtv				
markodi_ennappara		niːruɭɭɨ	Onion		niːruɭɭɨ	JLSR 2025-005 physical p.31 / printed p.25 / item 75 / MTE / right column	canvin2025[p. 25, item 75, MTE]			sil-mavilan-2025-075-mte				
markodi_pannithadam		t̪akːɭi	Tomato		t̪akːɭi	JLSR 2025-005 physical p.31 / printed p.25 / item 77 / MTP / right column	canvin2025[p. 25, item 77, MTP]			sil-mavilan-2025-077-mtp				
markodi_vannarkadav		t̪akːaɭi	Tomato		t̪akːaɭi	JLSR 2025-005 physical p.31 / printed p.25 / item 77 / MTV / right column	canvin2025[p. 25, item 77, MTV]			sil-mavilan-2025-077-mtv				
markodi_ennappara		t̪akːaːɭi	Tomato		t̪akːaːɭi	JLSR 2025-005 physical p.31 / printed p.25 / item 77 / MTE / right column	canvin2025[p. 25, item 77, MTE]			sil-mavilan-2025-077-mte				
markodi_pannithadam		kjʌbədʒ	Cabbage		kjʌbədʒ	JLSR 2025-005 physical p.31 / printed p.25 / item 78 / MTP / right column	canvin2025[p. 25, item 78, MTP]			sil-mavilan-2025-078-mtp				
markodi_vannarkadav		kjabadʒe	Cabbage		kjabadʒe	JLSR 2025-005 physical p.31 / printed p.25 / item 78 / MTV / right column	canvin2025[p. 25, item 78, MTV]			sil-mavilan-2025-078-mtv				
markodi_ennappara		kjabɛdʒ	Cabbage		kjabɛdʒ	JLSR 2025-005 physical p.31 / printed p.25 / item 78 / MTE / right column	canvin2025[p. 25, item 78, MTE]			sil-mavilan-2025-078-mte				
markodi_pannithadam		eɳɳa	Oil		eɳɳa	JLSR 2025-005 physical p.31 / printed p.25 / item 79 / MTP / right column	canvin2025[p. 25, item 79, MTP]			sil-mavilan-2025-079-mtp				
markodi_vannarkadav		veɭitʃeɳɳa	Oil		veɭitʃeɳɳa	JLSR 2025-005 physical p.31 / printed p.25 / item 79 / MTV / right column	canvin2025[p. 25, item 79, MTV]			sil-mavilan-2025-079-mtv				
markodi_ennappara		veɭɨtʃeːɳːa	Oil		veɭɨtʃeːɳːa	JLSR 2025-005 physical p.31 / printed p.25 / item 79 / MTE / right column	canvin2025[p. 25, item 79, MTE]			sil-mavilan-2025-079-mte				
markodi_pannithadam		upːɨ	Salt		upːɨ	JLSR 2025-005 physical p.31 / printed p.25 / item 80 / MTP / right column	canvin2025[p. 25, item 80, MTP]			sil-mavilan-2025-080-mtp				
markodi_vannarkadav		uppɨ	Salt		uppɨ	JLSR 2025-005 physical p.31 / printed p.25 / item 80 / MTV / right column	canvin2025[p. 25, item 80, MTV]			sil-mavilan-2025-080-mtv				
markodi_ennappara		uppⁱ	Salt		uppⁱ	JLSR 2025-005 physical p.31 / printed p.25 / item 80 / MTE / right column	canvin2025[p. 25, item 80, MTE]			sil-mavilan-2025-080-mte				
markodi_pannithadam		kadʒipːɨ	Meat		kadʒipːɨ	JLSR 2025-005 physical p.31 / printed p.25 / item 81 / MTP / right column	canvin2025[p. 25, item 81, MTP]			sil-mavilan-2025-081-mtp				
markodi_vannarkadav		eratʃi	Meat		eratʃi	JLSR 2025-005 physical p.31 / printed p.25 / item 81 / MTV / right column	canvin2025[p. 25, item 81, MTV]			sil-mavilan-2025-081-mtv				
markodi_ennappara		kədʒippɨ	Meat		kədʒippɨ	JLSR 2025-005 physical p.31 / printed p.25 / item 81 / MTE / right column	canvin2025[p. 25, item 81, MTE]			sil-mavilan-2025-081-mte				
markodi_pannithadam		nejːɨ	Fat		nejːɨ	JLSR 2025-005 physical p.32 / printed p.26 / item 82 / MTP / left column	canvin2025[p. 26, item 82, MTP]			sil-mavilan-2025-082-mtp				
markodi_vannarkadav		nejːɨ	Fat		nejːɨ	JLSR 2025-005 physical p.32 / printed p.26 / item 82 / MTV / left column	canvin2025[p. 26, item 82, MTV]			sil-mavilan-2025-082-mtv				
markodi_ennappara		nejjɨ	Fat		nejjɨ	JLSR 2025-005 physical p.32 / printed p.26 / item 82 / MTE / left column	canvin2025[p. 26, item 82, MTE]			sil-mavilan-2025-082-mte				
markodi_pannithadam		umːi	Fish		umːi	JLSR 2025-005 physical p.32 / printed p.26 / item 83 / MTP / left column	canvin2025[p. 26, item 83, MTP]			sil-mavilan-2025-083-mtp				
markodi_vannarkadav		miːn	Fish		miːn	JLSR 2025-005 physical p.32 / printed p.26 / item 83 / MTV / left column	canvin2025[p. 26, item 83, MTV]			sil-mavilan-2025-083-mtv				
markodi_ennappara		ummɨ	Fish		ummɨ	JLSR 2025-005 physical p.32 / printed p.26 / item 83 / MTE / left column	canvin2025[p. 26, item 83, MTE]			sil-mavilan-2025-083-mte				
markodi_pannithadam		koi	Chicken		koi	JLSR 2025-005 physical p.32 / printed p.26 / item 84 / MTP / left column	canvin2025[p. 26, item 84, MTP]			sil-mavilan-2025-084-mtp				
markodi_vannarkadav		koi	Chicken		koi	JLSR 2025-005 physical p.32 / printed p.26 / item 84 / MTV / left column	canvin2025[p. 26, item 84, MTV]			sil-mavilan-2025-084-mtv				
markodi_ennappara		koji	Chicken		koji	JLSR 2025-005 physical p.32 / printed p.26 / item 84 / MTE / left column	canvin2025[p. 26, item 84, MTE]			sil-mavilan-2025-084-mte				
markodi_pannithadam		muʈʈa	Egg		muʈʈa	JLSR 2025-005 physical p.32 / printed p.26 / item 85 / MTP / left column	canvin2025[p. 26, item 85, MTP]			sil-mavilan-2025-085-mtp				
markodi_vannarkadav		moʈʈa	Egg		moʈʈa	JLSR 2025-005 physical p.32 / printed p.26 / item 85 / MTV / left column	canvin2025[p. 26, item 85, MTV]			sil-mavilan-2025-085-mtv				
markodi_ennappara		moʈːɑ	Egg		moʈːɑ	JLSR 2025-005 physical p.32 / printed p.26 / item 85 / MTE / left column	canvin2025[p. 26, item 85, MTE]			sil-mavilan-2025-085-mte				
markodi_pannithadam		kaːli	Cow		kaːli	JLSR 2025-005 physical p.32 / printed p.26 / item 86 / MTP / left column	canvin2025[p. 26, item 86, MTP]			sil-mavilan-2025-086-mtp				
markodi_vannarkadav		pajʋu	Cow		pajʋu	JLSR 2025-005 physical p.32 / printed p.26 / item 86 / MTV / left column	canvin2025[p. 26, item 86, MTV]			sil-mavilan-2025-086-mtv				
markodi_ennappara		kannukaːlɨ	Cow		kannukaːlɨ	JLSR 2025-005 physical p.32 / printed p.26 / item 86 / MTE / left column	canvin2025[p. 26, item 86, MTE]			sil-mavilan-2025-086-mte				
markodi_pannithadam		pot̪	Buffalo		pot̪	JLSR 2025-005 physical p.32 / printed p.26 / item 87 / MTP / left column	canvin2025[p. 26, item 87, MTP]			sil-mavilan-2025-087-mtp				
markodi_vannarkadav		eruma	Buffalo		eruma	JLSR 2025-005 physical p.32 / printed p.26 / item 87 / MTV / left column	canvin2025[p. 26, item 87, MTV]			sil-mavilan-2025-087-mtv				
markodi_ennappara		eɾumɐ	Buffalo		eɾumɐ	JLSR 2025-005 physical p.32 / printed p.26 / item 87 / MTE / left column	canvin2025[p. 26, item 87, MTE]			sil-mavilan-2025-087-mte				
markodi_pannithadam		palɨ	Milk		palɨ	JLSR 2025-005 physical p.32 / printed p.26 / item 88 / MTP / left column	canvin2025[p. 26, item 88, MTP]			sil-mavilan-2025-088-mtp				
markodi_vannarkadav		paːl	Milk		paːl	JLSR 2025-005 physical p.32 / printed p.26 / item 88 / MTV / left column	canvin2025[p. 26, item 88, MTV]			sil-mavilan-2025-088-mtv				
markodi_ennappara		paːl	Milk		paːl	JLSR 2025-005 physical p.32 / printed p.26 / item 88 / MTE / left column	canvin2025[p. 26, item 88, MTE]			sil-mavilan-2025-088-mte				
markodi_pannithadam		kombu	Horns		kombu	JLSR 2025-005 physical p.32 / printed p.26 / item 89 / MTP / middle column	canvin2025[p. 26, item 89, MTP]			sil-mavilan-2025-089-mtp				
markodi_vannarkadav		komb	Horns		komb	JLSR 2025-005 physical p.32 / printed p.26 / item 89 / MTV / middle column	canvin2025[p. 26, item 89, MTV]			sil-mavilan-2025-089-mtv				
markodi_ennappara		komb	Horns		komb	JLSR 2025-005 physical p.32 / printed p.26 / item 89 / MTE / middle column	canvin2025[p. 26, item 89, MTE]			sil-mavilan-2025-089-mte				
markodi_pannithadam		valɨ	Tail		valɨ	JLSR 2025-005 physical p.32 / printed p.26 / item 90 / MTP / middle column	canvin2025[p. 26, item 90, MTP]			sil-mavilan-2025-090-mtp				
markodi_vannarkadav		baːl	Tail		baːl	JLSR 2025-005 physical p.32 / printed p.26 / item 90 / MTV / middle column	canvin2025[p. 26, item 90, MTV]			sil-mavilan-2025-090-mtv				
markodi_ennappara		bɐːl	Tail		bɐːl	JLSR 2025-005 physical p.32 / printed p.26 / item 90 / MTE / middle column	canvin2025[p. 26, item 90, MTE]			sil-mavilan-2025-090-mte				
markodi_pannithadam		aːdᵘ	Goat		aːdᵘ	JLSR 2025-005 physical p.32 / printed p.26 / item 91 / MTP / middle column	canvin2025[p. 26, item 91, MTP]			sil-mavilan-2025-091-mtp				
markodi_vannarkadav		aːdɨ	Goat		aːdɨ	JLSR 2025-005 physical p.32 / printed p.26 / item 91 / MTV / middle column	canvin2025[p. 26, item 91, MTV]			sil-mavilan-2025-091-mtv				
markodi_ennappara		aːdᶤ	Goat		aːdᶤ	JLSR 2025-005 physical p.32 / printed p.26 / item 91 / MTE / middle column	canvin2025[p. 26, item 91, MTE]			sil-mavilan-2025-091-mte				
markodi_pannithadam		nɑi	Dog		nɑi	JLSR 2025-005 physical p.32 / printed p.26 / item 92 / MTP / middle column	canvin2025[p. 26, item 92, MTP]			sil-mavilan-2025-092-mtp				
markodi_vannarkadav		naji	Dog		naji	JLSR 2025-005 physical p.32 / printed p.26 / item 92 / MTV / middle column	canvin2025[p. 26, item 92, MTV]			sil-mavilan-2025-092-mtv				
markodi_ennappara		naji	Dog		naji	JLSR 2025-005 physical p.32 / printed p.26 / item 92 / MTE / middle column	canvin2025[p. 26, item 92, MTE]			sil-mavilan-2025-092-mte				
markodi_pannithadam		paːmb	Snake		paːmb	JLSR 2025-005 physical p.32 / printed p.26 / item 93 / MTP / middle column	canvin2025[p. 26, item 93, MTP]			sil-mavilan-2025-093-mtp				
