PDF_Page	Printed_Page	Page_Line	Item	Gloss	Site	Similarity_Group	Extracted_Form	Record_Type	Extraction_Note
56	46	18	76	turtle	Sunajoli, Lakhimpur	2	tʃĭtuŋ	response	
56	46	19	76	turtle	Mikirgaon, Nagaon	2	tʃituŋ	response	
56	46	20	76	turtle	Sardoka Ingti, E K A	2	tʃĭtuŋ	response	
56	46	23	77	frog	Holanki, Papumpare AP	1	tʃoŋho	response	
56	46	24	77	frog	S Cherrapunjee	4	dʒakoid	response	
56	46	25	77	frog	Hajarongpi, E K A	1	tʃoŋhuʔ	response	
56	46	26	77	frog	Amguri, Kamrup	2	gonkaŋ	response	
56	46	27	77	frog	Amguri, Kamrup	3	ʃaɾtik	response	
56	46	28	77	frog	PaboiMisamari, Sonitpur	1	tʃoŋho	response	
56	46	29	77	frog	Maina Kharong, Kamrup	2	tʃirkidi	response	
56	46	30	77	frog	RongjariPlasha, Ri-Bhoi	1	tsuŋhoʔ	response	
56	46	31	77	frog	Assamese, Dibrugarh	5	bekuɭi	response	
56	46	32	77	frog	Amguri, W K A	1	tʃoŋho	response	
56	46	33	77	frog	Sermansingner, E K A	1	tʃoŋhoʔ	response	
56	46	34	77	frog	Langhemphi, W K A	1	tʃoŋhoʔ	response	
56	46	35	77	frog	Umrinti, W K A	1	tʃoŋhoʔ	response	
56	46	36	77	frog	Bankri, W K A	1	tʃoŋhoʔ	response	
56	46	37	77	frog	Rongtheang, E K A	1	t̪soŋhu	response	
56	46	38	77	frog	Sunajoli, Lakhimpur	1	tʃoŋhoʔ	response	
56	46	39	77	frog	Mikirgaon, Nagaon	1	tʃoŋhuʔ	response	
56	46	40	77	frog	Sardoka Ingti, E K A	1	tʃoŋhoʔ	response	
56	46	43	78	dog	Holanki, Papumpare AP	3	mĭt̪han	response	
56	46	44	78	dog	S Cherrapunjee	4	khəsoʔ	response	
56	46	45	78	dog	Hajarongpi, E K A	3	methan	response	
56	46	46	78	dog	Amguri, Kamrup	2	hik	response	
56	46	47	78	dog	PaboiMisamari, Sonitpur	3	mĕthan	response	
56	46	48	78	dog	PaboiMisamari, Sonitpur	3	mithan	response	
56	46	49	78	dog	Maina Kharong, Kamrup	2	hik	response	
56	46	50	78	dog	RongjariPlasha, Ri-Bhoi	2	hĭʔ	response	
56	46	51	78	dog	Assamese, Dibrugarh	1	kŭkur	response	
56	46	52	78	dog	Amguri, W K A	3	methan	response	
56	46	53	78	dog	Sermansingner, E K A	3	met̪han	response	
56	46	54	78	dog	Langhemphi, W K A	3	methan	response	
56	46	55	78	dog	Umrinti, W K A	3	methan	response	
56	46	56	78	dog	Bankri, W K A	3	methan	response	
56	46	57	78	dog	Rongtheang, E K A	3	methan	response	
56	46	58	78	dog	Sunajoli, Lakhimpur	3	methan	response	
56	46	59	78	dog	Mikirgaon, Nagaon	3	mĭthan	response	
56	46	60	78	dog	Sardoka Ingti, E K A	3	mĭthan	response	
56	46	63	79	cat	Holanki, Papumpare AP	2	meŋ	response	
56	46	64	79	cat	S Cherrapunjee	4	miawu	response	
56	46	65	79	cat	Hajarongpi, E K A	2	meŋ	response	
56	46	66	79	cat	Amguri, Kamrup	2	meŋ	response	
56	46	67	79	cat	PaboiMisamari, Sonitpur	2	meŋ	response	
56	46	68	79	cat	PaboiMisamari, Sonitpur	3	miŋʌ̆lu	response	
56	46	69	79	cat	Maina Kharong, Kamrup	2	meŋ	response	
56	46	70	79	cat	RongjariPlasha, Ri-Bhoi	2	meŋ	response	
56	46	71	79	cat	Assamese, Dibrugarh	1	mekuɾi	response	
56	46	72	79	cat	Amguri, W K A	2	meŋ	response	
56	46	73	79	cat	Sermansingner, E K A	2	meŋ	response	
56	46	74	79	cat	Langhemphi, W K A	2	meŋ	response	
56	46	75	79	cat	Umrinti, W K A	2	meŋ	response	
56	46	76	79	cat	Bankri, W K A	2	meŋ	response	
56	46	77	79	cat	Rongtheang, E K A	2	meŋ	response	
56	46	78	79	cat	Sunajoli, Lakhimpur	2	meŋ	response	
56	46	79	79	cat	Mikirgaon, Nagaon	2	meŋ	response	
56	46	80	79	cat	Sardoka Ingti, E K A	2	meŋ	response	
57	47	4	80	cow	Holanki, Papumpare AP	3	tʃainoŋ	response	
57	47	5	80	cow	S Cherrapunjee	4	mʌ̆si	response	
57	47	6	80	cow	Hajarongpi, E K A	3	tʃainoŋ	response	
57	47	7	80	cow	Amguri, Kamrup	2	tʃoɾoŋ	response	
57	47	8	80	cow	PaboiMisamari, Sonitpur	3	ɕainoŋ	response	
57	47	9	80	cow	Maina Kharong, Kamrup	2	tʃiɾoŋ	response	
57	47	10	80	cow	RongjariPlasha, Ri-Bhoi	2	tʃoɾoŋʌ̆pe	response	
57	47	11	80	cow	Assamese, Dibrugarh	1	goɾu	response	
57	47	12	80	cow	Amguri, W K A	3	tʃainoŋ	response	
57	47	13	80	cow	Sermansingner, E K A	3	tʃainoŋ	response	
57	47	14	80	cow	Langhemphi, W K A	3	tʃainoŋ	response	
57	47	15	80	cow	Umrinti, W K A	3	tʃainoŋ	response	
57	47	16	80	cow	Bankri, W K A	3	tʃainoŋ	response	
57	47	17	80	cow	Rongtheang, E K A	3	tʃainoŋ	response	
57	47	18	80	cow	Sunajoli, Lakhimpur	3	tʃainoŋ	response	
57	47	19	80	cow	Mikirgaon, Nagaon	3	sainoŋ	response	
57	47	20	80	cow	Sardoka Ingti, E K A	3	tʃainoŋ	response	
57	47	23	81	buffalo	Holanki, Papumpare AP	1	tʃĕloŋ	response	
57	47	24	81	buffalo	S Cherrapunjee	4	moid	response	
57	47	25	81	buffalo	Hajarongpi, E K A	1	tʃĭloŋ	response	
57	47	26	81	buffalo	Amguri, Kamrup	1	tʃilong	response	
57	47	27	81	buffalo	PaboiMisamari, Sonitpur	1	tʃĕloŋ	response	
57	47	28	81	buffalo	PaboiMisamari, Sonitpur	1	tʃĭloŋ	response	
57	47	29	81	buffalo	Maina Kharong, Kamrup	1	tʃiloŋ	response	
57	47	30	81	buffalo	RongjariPlasha, Ri-Bhoi	1	tʃiloŋ	response	
57	47	31	81	buffalo	Assamese, Dibrugarh	3	moh	response	
57	47	32	81	buffalo	Amguri, W K A	1	tʃĕloŋ	response	
57	47	33	81	buffalo	Sermansingner, E K A	1	tʃĕloŋ	response	
57	47	34	81	buffalo	Langhemphi, W K A	1	tʃĕloŋ	response	
57	47	35	81	buffalo	Umrinti, W K A	1	tʃĕloŋ	response	
57	47	36	81	buffalo	Bankri, W K A	1	tʃĭloŋ	response	
57	47	37	81	buffalo	Rongtheang, E K A	1	tʃiloŋ	response	
57	47	38	81	buffalo	Sunajoli, Lakhimpur	1	tʃĕloŋ	response	
57	47	39	81	buffalo	Mikirgaon, Nagaon	1	tʃĭloŋ	response	
57	47	40	81	buffalo	Sardoka Ingti, E K A	1	tʃĭloŋ	response	
57	47	43	82	horn (of buffalo)	Holanki, Papumpare AP	2	ʌ̆nuʔ	response	
57	47	44	82	horn (of buffalo)	S Cherrapunjee	3	ɾĕŋ	response	
57	47	45	82	horn (of buffalo)	Hajarongpi, E K A	2	ʌ̆nuk	response	
57	47	46	82	horn (of buffalo)	Amguri, Kamrup	2	ʌ̆nu	response	
57	47	47	82	horn (of buffalo)	PaboiMisamari, Sonitpur	2	ʌ̆nu	response	
57	47	48	82	horn (of buffalo)	Maina Kharong, Kamrup	2	ʌ̆nuk	response	
57	47	49	82	horn (of buffalo)	RongjariPlasha, Ri-Bhoi	2	ʌ̆nuʔ	response	
57	47	50	82	horn (of buffalo)	Assamese, Dibrugarh	1	hĭŋ	response	
57	47	51	82	horn (of buffalo)	Amguri, W K A	2	ʌ̆nuk	response	
57	47	52	82	horn (of buffalo)	Sermansingner, E K A	2	ʌ̆nuʔ	response	
57	47	53	82	horn (of buffalo)	Langhemphi, W K A	2	ʌ̆nuk	response	
57	47	54	82	horn (of buffalo)	Umrinti, W K A	2	ʌ̆nuʔ	response	
57	47	55	82	horn (of buffalo)	Bankri, W K A	2	ʌ̆nuʔ	response	
57	47	56	82	horn (of buffalo)	Rongtheang, E K A	2	ʌ̆nuk	response	
57	47	57	82	horn (of buffalo)	Sunajoli, Lakhimpur	2	ʌ̆nuʔ	response	
57	47	58	82	horn (of buffalo)	Mikirgaon, Nagaon	2	ʌ̆nuʔ	response	
57	47	59	82	horn (of buffalo)	Sardoka Ingti, E K A	2	ʌ̆nːu	response	
57	47	62	83	tail	Holanki, Papumpare AP	2	ʌ̆ɾmeiʔ	response	
57	47	63	83	tail	S Cherrapunjee	3	tədɔŋ	response	
57	47	64	83	tail	Hajarongpi, E K A	2	ʌ̆ɾmeʔ	response	
57	47	65	83	tail	Amguri, Kamrup	2	ʌ̆ɾme	response	
57	47	66	83	tail	PaboiMisamari, Sonitpur	2	ʌ̆ɾme	response	
57	47	67	83	tail	Maina Kharong, Kamrup	2	aɾmel	response	
57	47	68	83	tail	RongjariPlasha, Ri-Bhoi	2	ʌɾme	response	
57	47	69	83	tail	Assamese, Dibrugarh	1	nĕguɾ	response	
57	47	70	83	tail	Amguri, W K A	2	ʌ̆ɾmeʔ	response	
57	47	71	83	tail	Sermansingner, E K A	2	ʌ̆ɾmeʔ	response	
57	47	72	83	tail	Langhemphi, W K A	2	ʌ̆ɾme	response	
57	47	73	83	tail	Umrinti, W K A	2	ʌ̆ɾmeʔ	response	
57	47	74	83	tail	Bankri, W K A	2	ʌ̆ɾmeʔ	response	
57	47	75	83	tail	Rongtheang, E K A	2	ʌ̆ɾmeʔ	response	
57	47	76	83	tail	Sunajoli, Lakhimpur	2	ʌ̆ɾmeʔ	response	
57	47	77	83	tail	Mikirgaon, Nagaon	2	ʌ̆ɾme	response	
57	47	78	83	tail	Sardoka Ingti, E K A	2	ʌ̆ɾme	response	
58	48	4	84	goat	Holanki, Papumpare AP	2	biʔ	response	
58	48	5	84	goat	S Cherrapunjee	4	bɭʌ̆ŋ	response	
58	48	6	84	goat	Hajarongpi, E K A	2	biʔ	response	
58	48	7	84	goat	Amguri, Kamrup	2	bi	response	
58	48	8	84	goat	PaboiMisamari, Sonitpur	2	bi	response	
58	48	9	84	goat	Maina Kharong, Kamrup	2	bik	response	
58	48	10	84	goat	RongjariPlasha, Ri-Bhoi	1	sʌ̆goli	response	
58	48	11	84	goat	RongjariPlasha, Ri-Bhoi	2	bi	response	
58	48	12	84	goat	Assamese, Dibrugarh	1	sʌ̆goli	response	
58	48	13	84	goat	Amguri, W K A	2	biʔ	response	
58	48	14	84	goat	Sermansingner, E K A	2	biʔ	response	
58	48	15	84	goat	Langhemphi, W K A	2	biʔ	response	
58	48	16	84	goat	Umrinti, W K A	2	biʔ	response	
58	48	17	84	goat	Bankri, W K A	2	bi	response	
58	48	18	84	goat	Rongtheang, E K A	2	biʔ	response	
58	48	19	84	goat	Sunajoli, Lakhimpur	2	biʔ	response	
58	48	20	84	goat	Mikirgaon, Nagaon	2	biʔ	response	
58	48	21	84	goat	Sardoka Ingti, E K A	2	biʔ	response	
58	48	24	85	pig	Holanki, Papumpare AP	3	phaʔ	response	
58	48	25	85	pig	S Cherrapunjee	5	snjaŋ	response	
58	48	26	85	pig	Hajarongpi, E K A	3	phʌ̆k	response	
58	48	27	85	pig	Amguri, Kamrup	2	phʌ	response	
58	48	28	85	pig	PaboiMisamari, Sonitpur	3	phʌ̆k	response	
58	48	29	85	pig	PaboiMisamari, Sonitpur	4	ɾuipheŋ	response	
58	48	30	85	pig	Maina Kharong, Kamrup	2	pha	response	
58	48	31	85	pig	RongjariPlasha, Ri-Bhoi	3	phʌ̆ʔ	response	
58	48	32	85	pig	Assamese, Dibrugarh	1	gʌ̆hoɾi	response	
58	48	33	85	pig	Amguri, W K A	3	phaʔ	response	
58	48	34	85	pig	Sermansingner, E K A	3	phaʔ	response	
58	48	35	85	pig	Langhemphi, W K A	3	phaʔ	response	
58	48	36	85	pig	Umrinti, W K A	2	pha	response	
58	48	37	85	pig	Bankri, W K A	3	phag	response	
58	48	38	85	pig	Rongtheang, E K A	3	phʌ̆k	response	
58	48	39	85	pig	Sunajoli, Lakhimpur	3	phaʔ	response	
58	48	40	85	pig	Mikirgaon, Nagaon	3	phag	response	
58	48	41	85	pig	Sardoka Ingti, E K A	3	phaʔ	response	
58	48	44	86	rat	Holanki, Papumpare AP	2	phidʒu	response	
58	48	45	86	rat	S Cherrapunjee	4	khɳai	response	
58	48	46	86	rat	Hajarongpi, E K A	2	phĭdʒuk	response	
58	48	47	86	rat	Amguri, Kamrup	2	phŭdʒu	response	
58	48	48	86	rat	PaboiMisamari, Sonitpur	3	dʒukso	response	
58	48	49	86	rat	Maina Kharong, Kamrup	2	phŭdʒu	response	
58	48	50	86	rat	RongjariPlasha, Ri-Bhoi	2	piju	response	
58	48	51	86	rat	Assamese, Dibrugarh	1	nĭgoni	response	
58	48	52	86	rat	Amguri, W K A	2	phŭdʒu	response	
58	48	53	86	rat	Sermansingner, E K A	2	phĭdʒuʔ	response	
58	48	54	86	rat	Langhemphi, W K A	2	phidʒu	response	
58	48	55	86	rat	Umrinti, W K A	2	phidʒu	response	
58	48	56	86	rat	Bankri, W K A	2	phŭdʒu	response	
58	48	57	86	rat	Rongtheang, E K A	2	phidʒu	response	
58	48	58	86	rat	Rongtheang, E K A	2	phiʒu	response	
58	48	59	86	rat	Sunajoli, Lakhimpur	2	phidʒu	response	
58	48	60	86	rat	Mikirgaon, Nagaon	2	phŭdʒu	response	
58	48	61	86	rat	Sardoka Ingti, E K A	2	phidʒu	response	
58	48	64	87	chicken	Holanki, Papumpare AP	2	ʋoaso	response	
58	48	65	87	chicken	S Cherrapunjee	4	siʔeɾ	response	
58	48	66	87	chicken	Hajarongpi, E K A	2	woʌ̆soʔ	response	
58	48	67	87	chicken	Amguri, Kamrup	2	wa aso	response	
58	48	68	87	chicken	PaboiMisamari, Sonitpur	2	woʌ̆soʔ	response	
58	48	69	87	chicken	Maina Kharong, Kamrup	2	ʋoaʃo	response	
58	48	70	87	chicken	RongjariPlasha, Ri-Bhoi	2	woʌ̆soʔ	response	
58	48	71	87	chicken	Assamese, Dibrugarh	3	kukuɾʌ̆	response	
58	48	72	87	chicken	Amguri, W K A	2	ʋoaso	response	
58	48	73	87	chicken	Sermansingner, E K A	2	ʋoasoʔ	response	
58	48	74	87	chicken	Langhemphi, W K A	2	ʋoasoʔ	response	
58	48	75	87	chicken	Umrinti, W K A	2	ʋoaso	response	
58	48	76	87	chicken	Bankri, W K A	2	ʋoaso	response	
58	48	77	87	chicken	Rongtheang, E K A	2	ʋoasu	response	
58	48	78	87	chicken	Sunajoli, Lakhimpur	2	ʋoasoʔ	response	
58	48	79	87	chicken	Mikirgaon, Nagaon	1	uwĕso	response	
58	48	80	87	chicken	Sardoka Ingti, E K A	2	woʌ̆soʔ	response	
59	49	4	88	egg	Holanki, Papumpare AP	3	ʋuti	response	
59	49	5	88	egg	Holanki, Papumpare AP	5	ʋuti	response	
59	49	6	88	egg	S Cherrapunjee	4	pəɭĕŋ	response	
59	49	7	88	egg	Hajarongpi, E K A	3	ʋoti	response	
59	49	8	88	egg	Hajarongpi, E K A	5	ʋoti	response	
59	49	9	88	egg	Amguri, Kamrup	2	ʌ̆ti	response	
59	49	10	88	egg	PaboiMisamari, Sonitpur	3	ʋoti	response	
59	49	11	88	egg	PaboiMisamari, Sonitpur	5	ʋoti	response	
59	49	12	88	egg	Maina Kharong, Kamrup	2	ati	response	
59	49	13	88	egg	RongjariPlasha, Ri-Bhoi	2	at̪i	response	
59	49	14	88	egg	Assamese, Dibrugarh	1	koni	response	
59	49	15	88	egg	Amguri, W K A	3	ʋoti	response	
59	49	16	88	egg	Amguri, W K A	5	ʋoti	response	
59	49	17	88	egg	Sermansingner, E K A	3	ʋoti	response	
59	49	18	88	egg	Sermansingner, E K A	5	ʋoti	response	
59	49	19	88	egg	Langhemphi, W K A	3	ʋoti	response	
59	49	20	88	egg	Langhemphi, W K A	5	ʋoti	response	
59	49	21	88	egg	Umrinti, W K A	3	ʋoti	response	
59	49	22	88	egg	Umrinti, W K A	5	ʋoti	response	
59	49	23	88	egg	Bankri, W K A	2	at̪i	response	
59	49	24	88	egg	Bankri, W K A	3	ʋoti	response	
59	49	25	88	egg	Bankri, W K A	5	ʋoti	response	
59	49	26	88	egg	Rongtheang, E K A	3	ʋot̪ːi	response	
59	49	27	88	egg	Rongtheang, E K A	5	ʋot̪ːi	response	
59	49	28	88	egg	Sunajoli, Lakhimpur	2	ʌ̆tːi	response	
59	49	29	88	egg	Sunajoli, Lakhimpur	3	ʋoti	response	
59	49	30	88	egg	Sunajoli, Lakhimpur	5	ʋoti	response	
59	49	31	88	egg	Mikirgaon, Nagaon	3	otĭ	response	
59	49	32	88	egg	Sardoka Ingti, E K A	3	ʋoti	response	
59	49	33	88	egg	Sardoka Ingti, E K A	5	ʋoti	response	
59	49	36	89	fish	Holanki, Papumpare AP	2	ʔok	response	
59	49	37	89	fish	S Cherrapunjee	6	doʔha	response	
59	49	38	89	fish	Hajarongpi, E K A	2	ok	response	
59	49	39	89	fish	Amguri, Kamrup	2	og	response	
59	49	40	89	fish	PaboiMisamari, Sonitpur	2	ok	response	
59	49	41	89	fish	Maina Kharong, Kamrup	1	mas	response	
59	49	42	89	fish	Maina Kharong, Kamrup	2	ok	response	
59	49	43	89	fish	Maina Kharong, Kamrup	4	toman	response	
59	49	44	89	fish	RongjariPlasha, Ri-Bhoi	5	laŋʌ̆ʔo	response	
59	49	45	89	fish	Assamese, Dibrugarh	1	mas	response	
59	49	46	89	fish	Amguri, W K A	2	ok	response	
59	49	47	89	fish	Sermansingner, E K A	2	ok	response	
59	49	48	89	fish	Langhemphi, W K A	2	ok	response	
59	49	49	89	fish	Umrinti, W K A	2	ʔok	response	
59	49	50	89	fish	Bankri, W K A	2	ʔok	response	
59	49	51	89	fish	Rongtheang, E K A	2	ok	response	
59	49	52	89	fish	Sunajoli, Lakhimpur	2	ok	response	
59	49	53	89	fish	Mikirgaon, Nagaon	2	ɔk	response	
59	49	54	89	fish	Sardoka Ingti, E K A	2	ok	response	
59	49	57	90	duck	Holanki, Papumpare AP	1	bokak	response	
59	49	58	90	duck	S Cherrapunjee	3	han	response	
59	49	59	90	duck	Hajarongpi, E K A	1	ʋokaʔ	response	
59	49	60	90	duck	Amguri, Kamrup	1	okʌʔ	response	
59	49	61	90	duck	PaboiMisamari, Sonitpur	1	ʋokaʔ	response	
59	49	62	90	duck	Maina Kharong, Kamrup	1	oka	response	
59	49	63	90	duck	RongjariPlasha, Ri-Bhoi	1	okʌʔ	response	
59	49	64	90	duck	Assamese, Dibrugarh	2	hʌ̆	response	
59	49	65	90	duck	Amguri, W K A	1	ʋokaʔ	response	
59	49	66	90	duck	Sermansingner, E K A	1	ʋokak	response	
59	49	67	90	duck	Langhemphi, W K A	1	ʋokak	response	
59	49	68	90	duck	Umrinti, W K A	1	ʋokak	response	
59	49	69	90	duck	Bankri, W K A	1	ʋokak	response	
59	49	70	90	duck	Rongtheang, E K A	1	ʋokaɾ	response	
59	49	71	90	duck	Sunajoli, Lakhimpur	1	ʋokaʔ	response	
59	49	72	90	duck	Mikirgaon, Nagaon	1	okaʔ	response	
59	49	73	90	duck	Sardoka Ingti, E K A	1	ʋokaʔ	response	
59	49	76	91	bird	Holanki, Papumpare AP	2	ʋo	response	
59	49	77	91	bird	S Cherrapunjee	3	sĭm	response	
59	49	78	91	bird	Hajarongpi, E K A	2	ʋo	response	
59	49	79	91	bird	Amguri, Kamrup	2	wo	response	
59	49	80	91	bird	PaboiMisamari, Sonitpur	2	ʋosʌ̆ɾu	response	
59	49	81	91	bird	Maina Kharong, Kamrup	2	ʋo	response	
59	49	82	91	bird	RongjariPlasha, Ri-Bhoi	2	woʔ	response	
59	49	83	91	bird	Assamese, Dibrugarh	1	soʌ̆ĭ??	response	
59	49	84	91	bird	Amguri, W K A	2	ʋo	response	
59	49	85	91	bird	Sermansingner, E K A	2	ʋo	response	
59	49	86	91	bird	Langhemphi, W K A	2	ʋo	response	
59	49	87	91	bird	Umrinti, W K A	2	ʋoʔ	response	
59	49	88	91	bird	Bankri, W K A	2	ʋo	response	
59	49	89	91	bird	Rongtheang, E K A	2	ʋo	response	
59	49	90	91	bird	Sunajoli, Lakhimpur	2	ʋo	response	
59	49	91	91	bird	Mikirgaon, Nagaon	2	ʋoʔ	response	
59	49	92	91	bird	Sardoka Ingti, E K A	2	ʋo	response	
60	50	4	92	insect	Holanki, Papumpare AP	3	ĭŋki	response	
60	50	5	92	insect	S Cherrapunjee	6	khʌ̆ɲʌ̆ŋ	response	
60	50	6	92	insect	Hajarongpi, E K A	3	ĭŋki	response	
60	50	7	92	insect	Amguri, Kamrup	4	ʌ̆pːe	response	
60	50	8	92	insect	PaboiMisamari, Sonitpur	3	ĭŋki	response	
60	50	9	92	insect	PaboiMisamari, Sonitpur	5	mĭso	response	
60	50	10	92	insect	Maina Kharong, Kamrup	4	ape	response	
60	50	11	92	insect	RongjariPlasha, Ri-Bhoi	3	ĭŋki	response	
60	50	12	92	insect	Assamese, Dibrugarh	1	puk	response	
60	50	13	92	insect	Assamese, Dibrugarh	2	poɾuʌ̆	response	
60	50	14	92	insect	Amguri, W K A	3	ĭŋki	response	
60	50	15	92	insect	Sermansingner, E K A	7	ĭŋt̪haŋ	response	
60	50	16	92	insect	Langhemphi, W K A	3	ĭŋki	response	
60	50	17	92	insect	Umrinti, W K A	3	ĭŋki	response	
60	50	18	92	insect	Bankri, W K A	3	ĭŋki	response	
60	50	19	92	insect	Rongtheang, E K A	3	ĭŋki	response	
60	50	20	92	insect	Sunajoli, Lakhimpur	3	ĭŋki	response	
60	50	21	92	insect	Mikirgaon, Nagaon	5	mĭso	response	
60	50	22	92	insect	Sardoka Ingti, E K A	3	ĭŋki	response	
60	50	25	93	cockroach	Holanki, Papumpare AP	2	kĭlːu	response	
60	50	26	93	cockroach	S Cherrapunjee	3	ɲʌ̆ŋkʌ̆ɭo	response	
60	50	27	93	cockroach	Hajarongpi, E K A	2	kĭlu	response	
60	50	28	93	cockroach	Amguri, Kamrup	2	kulu	response	
60	50	29	93	cockroach	PaboiMisamari, Sonitpur	2	kĭlu	response	
60	50	30	93	cockroach	Maina Kharong, Kamrup	2	kulu	response	
60	50	31	93	cockroach	RongjariPlasha, Ri-Bhoi	2	kŭlu	response	
60	50	32	93	cockroach	Assamese, Dibrugarh	1	pojtʌ̆suɾʌ̆	response	
60	50	33	93	cockroach	Amguri, W K A	2	kĭlu	response	
60	50	34	93	cockroach	Sermansingner, E K A	2	kĭlu	response	
60	50	35	93	cockroach	Langhemphi, W K A	2	kĭlu	response	
60	50	36	93	cockroach	Umrinti, W K A	2	kĭlu	response	
60	50	37	93	cockroach	Bankri, W K A	2	kĭlːu	response	
60	50	38	93	cockroach	Rongtheang, E K A	2	kilŭ	response	
60	50	39	93	cockroach	Sunajoli, Lakhimpur	2	kĭlːu	response	
60	50	40	93	cockroach	Mikirgaon, Nagaon	2	kĭlu	response	
60	50	41	93	cockroach	Sardoka Ingti, E K A	2	kĭlu	response	
60	50	44	94	bee	Holanki, Papumpare AP	2	pĭdʒo	response	
60	50	45	94	bee	S Cherrapunjee	4	ŋap	response	
60	50	46	94	bee	Hajarongpi, E K A	2	pĭdʒo	response	
60	50	47	94	bee	Amguri, Kamrup	2	pijo	response	
60	50	48	94	bee	PaboiMisamari, Sonitpur	2	pidʒo	response	
60	50	49	94	bee	Maina Kharong, Kamrup	3	piwoalaŋ	response	
60	50	50	94	bee	RongjariPlasha, Ri-Bhoi	1	muh makhi	response	
60	50	51	94	bee	RongjariPlasha, Ri-Bhoi	2	pijo	response	
60	50	52	94	bee	Assamese, Dibrugarh	1	muh makhi	response	
60	50	53	94	bee	Amguri, W K A	2	pĭdʒo	response	
60	50	54	94	bee	Sermansingner, E K A	2	pĭdʒo	response	
60	50	55	94	bee	Langhemphi, W K A	2	pĭdʒo	response	
60	50	56	94	bee	Umrinti, W K A	2	pĭdʒo	response	
60	50	57	94	bee	Bankri, W K A	2	pidʒo	response	
60	50	58	94	bee	Rongtheang, E K A	2	pĭdʒo	response	
60	50	59	94	bee	Sunajoli, Lakhimpur	2	pĭdʒo	response	
60	50	60	94	bee	Mikirgaon, Nagaon	2	pĭju	response	
60	50	61	94	bee	Sardoka Ingti, E K A	2	pidʒo	response	
60	50	62	94	bee	Sardoka Ingti, E K A	2	pijo	response	
60	50	65	95	fly	Holanki, Papumpare AP	3	bĭtːu	response	
60	50	66	95	fly	S Cherrapunjee	4	skain	response	
60	50	67	95	fly	Hajarongpi, E K A	3	bĭtːu	response	
60	50	68	95	fly	Amguri, Kamrup	3	bŭtːu	response	
60	50	69	95	fly	PaboiMisamari, Sonitpur	3	bĭtːu	response	
60	50	70	95	fly	Maina Kharong, Kamrup	3	butu	response	
60	50	71	95	fly	RongjariPlasha, Ri-Bhoi	3	bŭtːu	response	
60	50	72	95	fly	Assamese, Dibrugarh	1	mʌ̆khi	response	
60	50	73	95	fly	Amguri, W K A	3	bit̪u	response	
60	50	74	95	fly	Sermansingner, E K A	3	bitu	response	
60	50	75	95	fly	Langhemphi, W K A	3	bitu	response	
60	50	76	95	fly	Umrinti, W K A	3	bĭtːu	response	
60	50	77	95	fly	Bankri, W K A	3	bitu	response	
60	50	78	95	fly	Rongtheang, E K A	3	bĭtːu	response	
60	50	79	95	fly	Sunajoli, Lakhimpur	3	bĭtːu	response	
60	50	80	95	fly	Mikirgaon, Nagaon	3	bit̪u	response	
60	50	81	95	fly	Sardoka Ingti, E K A	3	bĭt̪ːu	response	
61	51	4	96	spider	Holanki, Papumpare AP	2	saŋman	response	
61	51	5	96	spider	S Cherrapunjee	3	thʌ̆p bʌ̆waɾ	response	
61	51	6	96	spider	Hajarongpi, E K A	2	saŋwaj	response	
61	51	7	96	spider	Amguri, Kamrup	2	saŋmʌ̆n	response	
61	51	8	96	spider	PaboiMisamari, Sonitpur	2	saŋman	response	
61	51	9	96	spider	Maina Kharong, Kamrup	2	ʃaŋman	response	
61	51	10	96	spider	RongjariPlasha, Ri-Bhoi	2	ʃaŋman	response	
61	51	11	96	spider	Assamese, Dibrugarh	1	mokoɾa	response	
61	51	12	96	spider	Amguri, W K A	2	saŋman	response	
61	51	13	96	spider	Sermansingner, E K A	2	saŋman	response	
61	51	14	96	spider	Langhemphi, W K A	2	saŋman	response	
61	51	15	96	spider	Umrinti, W K A	2	saŋman	response	
61	51	16	96	spider	Bankri, W K A	2	saŋman	response	
61	51	17	96	spider	Rongtheang, E K A	2	saŋman	response	
61	51	18	96	spider	Sunajoli, Lakhimpur	2	saŋman	response	
61	51	19	96	spider	Mikirgaon, Nagaon	2	saŋmʌ̆n	response	
61	51	20	96	spider	Sardoka Ingti, E K A	2	saŋman	response	
61	51	23	97	ant	Holanki, Papumpare AP	2	mĭso	response	
61	51	24	97	ant	S Cherrapunjee	3	dĭkĭjɔ	response	
61	51	25	97	ant	Hajarongpi, E K A	2	meso	response	
61	51	26	97	ant	Amguri, Kamrup	2	miso	response	
61	51	27	97	ant	PaboiMisamari, Sonitpur	2	mĭso	response	
61	51	28	97	ant	Maina Kharong, Kamrup	2	miʃo	response	
61	51	29	97	ant	RongjariPlasha, Ri-Bhoi	2	miso	response	
61	51	30	97	ant	Assamese, Dibrugarh	1	poɾua	response	
61	51	31	97	ant	Amguri, W K A	2	mĭso	response	
61	51	32	97	ant	Sermansingner, E K A	2	mĭso	response	
61	51	33	97	ant	Langhemphi, W K A	2	mĭso	response	
61	51	34	97	ant	Umrinti, W K A	2	mĭso	response	
61	51	35	97	ant	Bankri, W K A	2	mĭso	response	
61	51	36	97	ant	Rongtheang, E K A	2	mĭso	response	
61	51	37	97	ant	Sunajoli, Lakhimpur	2	mĭso	response	
