Item	Gloss	List_Code	Raw_Form	Form	PDF_Page	Printed_Page	Column	Status	Continuation_Lines	Review
46	water	DIR	ubV	ubʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	DIR	sin / dVryàb	sin / dʌryɑb	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	DIR	wrez	wrez	112	94	3	response	0	SILDoulosNP positioned text
46	water	BAJ	obà	obɑ	112	94	1	response	0	SILDoulosNP positioned text
47	river	BAJ	sVmVndVr	sʌmʌndʌr	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	BAJ	orez	orez	112	94	3	response	0	SILDoulosNP positioned text
46	water	MOH	obà	obɑ	112	94	1	response	0	SILDoulosNP positioned text
47	river	MOH	sind	sind	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	MOH	wVrez	wʌrez	112	94	3	response	0	SILDoulosNP positioned text
46	water	NIG	o'bV	o'bʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	NIG	sin	sin	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	NIG	u'rez	u'rez	112	94	3	response	0	SILDoulosNP positioned text
46	water	SHN	u'bV	u'bʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	SHN	sind / dàryàb	sind / dɑryɑb	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	SHN	wVryVdz	wʌryʌdz	112	94	3	response	0	SILDoulosNP positioned text
46	water	BAR	ubV	ubʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	BAR	sin	sin	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	BAR	wVrez	wʌrez	112	94	3	response	0	SILDoulosNP positioned text
46	water	MAL	obàh	obɑh	112	94	1	response	0	SILDoulosNP positioned text
47	river	MAL	sin	sin	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	MAL	woryVz	woryʌz	112	94	3	response	0	SILDoulosNP positioned text
46	water	ZKH	obà	obɑ	112	94	1	response	0	SILDoulosNP positioned text
47	river	ZKH	sind	sind	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	ZKH	wVryIz	wʌryɪz	112	94	3	response	0	SILDoulosNP positioned text
46	water	JAM	o'bV	o'bʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	JAM	sin / dàryàb	sin / dɑryɑb	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	JAM	wVr'yEz	wʌr'yɛz	112	94	3	response	0	SILDoulosNP positioned text
46	water	TIR	o'bV	o'bʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	TIR	dàryob	dɑryob	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	TIR	wVryEz	wʌryɛz	112	94	3	response	0	SILDoulosNP positioned text
46	water	JAL	ubV	ubʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	JAL	dVryàb / sin	dʌryɑb / sin	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	JAL	wrVz	wrʌz	112	94	3	response	0	SILDoulosNP positioned text
46	water	CHE	ubV	ubʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	CHE	dàryàb / sin	dɑryɑb / sin	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	CHE	wVryVz	wʌryʌz	112	94	3	response	0	SILDoulosNP positioned text
46	water	PAR	obF	obə	112	94	1	response	0	SILDoulosNP positioned text
47	river	PAR	dVryàb / sin	dʌryɑb / sin	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	PAR	oRF	oɽə	112	94	3	response	0	SILDoulosNP positioned text
46	water	HAN	UbV	ʊbʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	HAN	dVryàb	dʌryɑb	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	HAN	urV	urʌ	112	94	3	response	0	SILDoulosNP positioned text
46	water	TAL	obF	obə	112	94	1	response	0	SILDoulosNP positioned text
47	river	TAL	sVmVndVr	sʌmʌndʌr	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	TAL	wrV	wrʌ	112	94	3	response	0	SILDoulosNP positioned text
46	water	KRK	obV	obʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	KRK	dVryob / sin	dʌryob / sin	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	KRK	wrez	wrez	112	94	3	response	0	SILDoulosNP positioned text
46	water	LAK	ubV	ubʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	LAK	dVryàb	dʌryɑb	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	LAK	wrejV	wrejʌ	112	94	3	response	0	SILDoulosNP positioned text
46	water	BAN	ebV	ebʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	BAN	sVmVndVr	sʌmʌndʌr	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	BAN	woryez	woryez	112	94	3	response	0	SILDoulosNP positioned text
46	water	MIR	ebVh / VbV	ebʌh / ʌbʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	MIR	dVryob / sin	dʌryob / sin	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	MIR	wVryez	wʌryez	112	94	3	response	0	SILDoulosNP positioned text
46	water	WAA	yebV	yebʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	WAA	dVryob	dʌryob	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	WAA	wVryedz	wʌryedz	112	94	3	response	0	SILDoulosNP positioned text
46	water	QUE	wobV	wobʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	QUE	dVryàb	dʌryɑb	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	QUE	wVryVz	wʌryʌz	112	94	3	response	0	SILDoulosNP positioned text
46	water	CHA	obV	obʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	CHA	dVryàb	dʌryɑb	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	CHA	wVriez	wʌriez	112	94	3	response	0	SILDoulosNP positioned text
46	water	PAS	ubF	ubə	112	94	1	response	0	SILDoulosNP positioned text
47	river	PAS	dVryàb	dʌryɑb	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	PAS	wVryVz	wʌryʌz	112	94	3	response	0	SILDoulosNP positioned text
46	water	KAK	wVbV	wʌbʌ	112	94	1	response	0	SILDoulosNP positioned text
47	river	KAK	dVryàb / sin	dʌryɑb / sin	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	KAK	wVryVz	wʌryʌz	112	94	3	response	0	SILDoulosNP positioned text
46	water	KHR	ubF	ubə	112	94	1	response	0	SILDoulosNP positioned text
47	river	KHR	dàryàb	dɑryɑb	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	KHR	wVryVz	wʌryʌz	112	94	3	response	0	SILDoulosNP positioned text
46	water	WCI	obF	obə	112	94	1	response	0	SILDoulosNP positioned text
47	river	WCI	dVryàb / lVhVR	dʌryɑb / lʌhʌɽ	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	WCI	wVryVz	wʌryʌz	112	94	3	response	0	SILDoulosNP positioned text
46	water	ORM	wVkh	wʌkh	112	94	1	response	0	SILDoulosNP positioned text
47	river	ORM	dVryàb	dʌryɑb	112	94	2	response	0	SILDoulosNP positioned text
48	cloud	ORM	wriedz	wriedz	112	94	3	response	0	SILDoulosNP positioned text
49	lightning	PES	pRVkà / brexnà	pɽʌkɑ / brexnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	PES	hV'wà	hʌ'wɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	PES	'kàNe	'kɑɳe	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	CHS	pRVkigi	pɽʌkigi	113	95	1	response	0	SILDoulosNP positioned text
51	wind	CHS	hàwà / bàd	hɑwɑ / bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	CHS	kàNe	kɑɳe	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	MAR	brexnà	brexnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	MAR	hVwà / bàd	hʌwɑ / bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	MAR	kàNe	kɑɳe	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	SWA	pRVk / brexnà	pɽʌk / brexnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	SWA	hàwà	hɑwɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	SWA	kàne / gVTà	kɑne / gʌʈɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	MAD	brexnà / pRVkigi	brexnɑ / pɽʌkigi	113	95	1	response	0	SILDoulosNP positioned text
51	wind	MAD	hVwà / silài	hʌwɑ / silɑi	113	95	2	response	0	SILDoulosNP positioned text
52	stone	MAD	kàNe / gVTà	kɑɳe / gʌʈɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	MIN	pRVkigi / brexnà	pɽʌkigi / brexnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	MIN	hVwà / silài	hʌwɑ / silɑi	113	95	2	response	0	SILDoulosNP positioned text
52	stone	MIN	gVTà	gʌʈɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	BAT	pRVk / pRVkedVl	pɽʌk / pɽʌkedʌl	113	95	1	response	0	SILDoulosNP positioned text
51	wind	BAT	hàwà / silài	hɑwɑ / silɑi	113	95	2	response	0	SILDoulosNP positioned text
52	stone	BAT	kàNe / gVTà	kɑɳe / gʌʈɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	BAF	pRVkigi / brexi	pɽʌkigi / brexi	113	95	1	response	0	SILDoulosNP positioned text
51	wind	BAF	hàwà / àwà / silài	hɑwɑ / ɑwɑ / silɑi	113	95	2	response	0	SILDoulosNP positioned text
52	stone	BAF	kàNe / gVTà	kɑɳe / gʌʈɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	OGI	pRVkigi	pɽʌkigi	113	95	1	response	0	SILDoulosNP positioned text
51	wind	OGI	silài	silɑi	113	95	2	response	0	SILDoulosNP positioned text
52	stone	OGI	gVTà / giTài	gʌʈɑ / giʈɑi	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	DIR	brex	brex	113	95	1	response	0	SILDoulosNP positioned text
51	wind	DIR	hVwà	hʌwɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	DIR	gVTV	gʌʈʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	BAJ	brexnà	brexnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	BAJ	hVwà	hʌwɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	BAJ	kàNe	kɑɳe	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	MOH	brIxnà	brɪxnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	MOH	àwà	ɑwɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	MOH	gàTà	gɑʈɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	NIG	brexnà	brexnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	NIG	hà'wà	hɑ'wɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	NIG	'tigV	'tigʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	SHN	pVRVk pVRuk / prVkàr / brexnà	pʌɽʌk pʌɽuk / prʌkɑr / brexnɑ	113	95	1	response	1	SILDoulosNP positioned text; visual continuation joined
51	wind	SHN	V'wà / bàd	ʌ'wɑ / bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	SHN	tigV	tigʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	BAR	bijli pRVkigi	bijli pɽʌkigi	113	95	1	response	0	SILDoulosNP positioned text
51	wind	BAR	hàwà / bàd	hɑwɑ / bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	BAR	tigà	tigɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	MAL	brexnà	brexnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	MAL	hàwà	hɑwɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	MAL	tigà	tigɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	ZKH	pRVkIgi	pɽʌkɪgi	113	95	1	response	0	SILDoulosNP positioned text
51	wind	ZKH	bod	bod	113	95	2	response	0	SILDoulosNP positioned text
52	stone	ZKH	tigà	tigɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	JAM	pVRVk pVRuk / pRVkà	pʌɽʌk pʌɽuk / pɽʌkɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	JAM	hV'wà	hʌ'wɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	JAM	'tigV	'tigʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	TIR	pV'Ràk	pʌ'ɽɑk	113	95	1	response	0	SILDoulosNP positioned text
51	wind	TIR	'àwo	'ɑwo	113	95	2	response	0	SILDoulosNP positioned text
52	stone	TIR	tigà	tigɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	JAL	pRVkàr / brexnà	pɽʌkɑr / brexnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	JAL	hVwà	hʌwɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	JAL	kàNe	kɑɳe	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	CHE	pRVk	pɽʌk	113	95	1	response	0	SILDoulosNP positioned text
51	wind	CHE	àwà	ɑwɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	CHE	kàNe	kɑɳe	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	PAR	pRVk pRuk	pɽʌk pɽuk	113	95	1	response	0	SILDoulosNP positioned text
51	wind	PAR	hàwà / bàd	hɑwɑ / bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	PAR	tigV	tigʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	HAN	pVrkedVl	pʌrkedʌl	113	95	1	response	0	SILDoulosNP positioned text
51	wind	HAN	hàwà / bàd	hɑwɑ / bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	HAN	kVNe	kʌɳe	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	TAL	pRVko	pɽʌko	113	95	1	response	0	SILDoulosNP positioned text
51	wind	TAL	hVwo	hʌwo	113	95	2	response	0	SILDoulosNP positioned text
52	stone	TAL	koNV	koɳʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	KRK	bres7no	breɕno	113	95	1	response	0	SILDoulosNP positioned text
51	wind	KRK	Vwà / bVdVme	ʌwɑ / bʌdʌme	113	95	2	response	0	SILDoulosNP positioned text
52	stone	KRK	koNV	koɳʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	LAK	bres7nà	breɕnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	LAK	hàwà / silVi	hɑwɑ / silʌi	113	95	2	response	0	SILDoulosNP positioned text
52	stone	LAK	kàNVi	kɑɳʌi	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	BAN	pVRVkedo	pʌɽʌkedo	113	95	1	response	0	SILDoulosNP positioned text
51	wind	BAN	hàwà	hɑwɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	BAN	ko3Rà	kõɽɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	MIR	bres7VwVl / pRVko	breɕʌwʌl / pɽʌko	113	95	1	response	0	SILDoulosNP positioned text
51	wind	MIR	hàwà / bod	hɑwɑ / bod	113	95	2	response	0	SILDoulosNP positioned text
52	stone	MIR	koNà / ti{V	koɳɑ / tiʒʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	WAA	bres7VwVl	breɕʌwʌl	113	95	1	response	0	SILDoulosNP positioned text
51	wind	WAA	bod	bod	113	95	2	response	0	SILDoulosNP positioned text
52	stone	WAA	golà	golɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	QUE	bres7nV	breɕnʌ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	QUE	hVwà / bàd	hʌwɑ / bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	QUE	kàNe / dVbVrV	kɑɳe / dʌbʌrʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	CHA	--		113	95	1	no_entry	0	SILDoulosNP positioned text
51	wind	CHA	owà / bàd	owɑ / bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	CHA	dVbVrà	dʌbʌrɑ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	PAS	bres7nà	breɕnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	PAS	Vwà / bàd	ʌwɑ / bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	PAS	kàNe / dVbrà / dVbVrV	kɑɳe / dʌbrɑ / dʌbʌrʌ	113	95	3	response	1	SILDoulosNP positioned text; visual continuation joined
49	lightning	KAK	bres7nV	breɕnʌ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	KAK	bàd	bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	KAK	dVbVrV / tIZ7V	dʌbʌrʌ / tɪʐʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	KHR	bres7nà	breɕnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	KHR	bàd	bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	KHR	kàNe / dVbVrV	kɑɳe / dʌbʌrʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	WCI	bres7nà	breɕnɑ	113	95	1	response	0	SILDoulosNP positioned text
51	wind	WCI	wVgà	wʌgɑ	113	95	2	response	0	SILDoulosNP positioned text
52	stone	WCI	kVNDV	kʌɳɖʌ	113	95	3	response	0	SILDoulosNP positioned text
49	lightning	ORM	pRok / cRIk	pɽok / cɽɪk	113	95	1	response	0	SILDoulosNP positioned text
51	wind	ORM	Vwà / bàd	ʌwɑ / bɑd	113	95	2	response	0	SILDoulosNP positioned text
52	stone	ORM	gVp	gʌp	113	95	3	response	0	SILDoulosNP positioned text
53	path	PES	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	PES	's7VgV	'ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	PES	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	CHS	làrV	lɑrʌ	114	96	1	response	0	SILDoulosNP positioned text
54	sand	CHS	s7VgV	ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	CHS	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	MAR	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	MAR	s7VgV	ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	MAR	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	SWA	làrV	lɑrʌ	114	96	1	response	0	SILDoulosNP positioned text
54	sand	SWA	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	SWA	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	MAD	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	MAD	s7VgV	ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	MAD	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	MIN	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	MIN	s7VgV	ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	MIN	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	BAT	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	BAT	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	BAT	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	BAF	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	BAF	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	BAF	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	OGI	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	OGI	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	OGI	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	DIR	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	DIR	s7VgV	ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	DIR	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	BAJ	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	BAJ	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	BAJ	wor	wor	114	96	3	response	0	SILDoulosNP positioned text
53	path	MOH	làro	lɑro	114	96	1	response	0	SILDoulosNP positioned text
54	sand	MOH	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	MOH	woro	woro	114	96	3	response	0	SILDoulosNP positioned text
53	path	NIG	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	NIG	's7VgV	'ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	NIG	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	SHN	liàr	liɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	SHN	's7VgV	'ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	SHN	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	BAR	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	BAR	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	BAR	wor	wor	114	96	3	response	0	SILDoulosNP positioned text
53	path	MAL	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	MAL	s7VgV	ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	MAL	or	or	114	96	3	response	0	SILDoulosNP positioned text
53	path	ZKH	liVr	liʌr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	ZKH	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	ZKH	wor	wor	114	96	3	response	0	SILDoulosNP positioned text
53	path	JAM	liVr	liʌr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	JAM	's7VgV	'ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	JAM	wor	wor	114	96	3	response	0	SILDoulosNP positioned text
53	path	TIR	liàr	liɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	TIR	's7Vgà	'ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	TIR	wor	wor	114	96	3	response	0	SILDoulosNP positioned text
53	path	JAL	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	JAL	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	JAL	wor	wor	114	96	3	response	0	SILDoulosNP positioned text
53	path	CHE	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	CHE	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	CHE	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	PAR	liàrV	liɑrʌ	114	96	1	response	0	SILDoulosNP positioned text
54	sand	PAR	reg	reg	114	96	2	response	0	SILDoulosNP positioned text
55	fire	PAR	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	HAN	liàl	liɑl	114	96	1	response	0	SILDoulosNP positioned text
54	sand	HAN	s7VgV / reg	ɕʌgʌ / reg	114	96	2	response	0	SILDoulosNP positioned text
55	fire	HAN	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	TAL	liàr	liɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	TAL	s7VgV	ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	TAL	wor	wor	114	96	3	response	0	SILDoulosNP positioned text
53	path	KRK	liàr	liɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	KRK	s7VgV	ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	KRK	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	LAK	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	LAK	sVgV	sʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	LAK	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	BAN	lyàr	lyɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	BAN	s7Vgà	ɕʌgɑ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	BAN	yer	yer	114	96	3	response	0	SILDoulosNP positioned text
53	path	MIR	liàr	liɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	MIR	s7VgV	ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	MIR	yer	yer	114	96	3	response	0	SILDoulosNP positioned text
53	path	WAA	liàr	liɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	WAA	s7VgV	ɕʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	WAA	yor	yor	114	96	3	response	0	SILDoulosNP positioned text
53	path	QUE	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	QUE	s7Vgà / reg	ɕʌgɑ / reg	114	96	2	response	0	SILDoulosNP positioned text
55	fire	QUE	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	CHA	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	CHA	s7VgV / reg	ɕʌgʌ / reg	114	96	2	response	0	SILDoulosNP positioned text
55	fire	CHA	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	PAS	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	PAS	s7Vgà / reg	ɕʌgɑ / reg	114	96	2	response	0	SILDoulosNP positioned text
55	fire	PAS	our / wor	our / wor	114	96	3	response	0	SILDoulosNP positioned text
53	path	KAK	liàr	liɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	KAK	sVgV / reg	sʌgʌ / reg	114	96	2	response	0	SILDoulosNP positioned text
55	fire	KAK	our	our	114	96	3	response	0	SILDoulosNP positioned text
53	path	KHR	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	KHR	s7VgV / reg	ɕʌgʌ / reg	114	96	2	response	0	SILDoulosNP positioned text
55	fire	KHR	àwVr	ɑwʌr	114	96	3	response	0	SILDoulosNP positioned text
53	path	WCI	làr	lɑr	114	96	1	response	0	SILDoulosNP positioned text
54	sand	WCI	sVgV	sʌgʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	WCI	àwVr	ɑwʌr	114	96	3	response	0	SILDoulosNP positioned text
53	path	ORM	rài	rɑi	114	96	1	response	0	SILDoulosNP positioned text
54	sand	ORM	sigV	sigʌ	114	96	2	response	0	SILDoulosNP positioned text
55	fire	ORM	rVwV3	rʌwʌ̃	114	96	3	response	0	SILDoulosNP positioned text
56	smoke	PES	lu'ge	lu'ge	115	97	1	response	0	SILDoulosNP positioned text
57	ash	PES	i'rà	i'rɑ	115	97	2	response	0	SILDoulosNP positioned text
58	mud	PES	'xVTV	'xʌʈʌ	115	97	3	response	0	SILDoulosNP positioned text
56	smoke	CHS	luge	luge	115	97	1	response	0	SILDoulosNP positioned text
57	ash	CHS	irà	irɑ	115	97	2	response	0	SILDoulosNP positioned text
58	mud	CHS	xVTà	xʌʈɑ	115	97	3	response	0	SILDoulosNP positioned text
56	smoke	MAR	luge	luge	115	97	1	response	0	SILDoulosNP positioned text
57	ash	MAR	i'rà	i'rɑ	115	97	2	response	0	SILDoulosNP positioned text
58	mud	MAR	xVTV	xʌʈʌ	115	97	3	response	0	SILDoulosNP positioned text
