PDF_Page	Printed_Page	Site	First_Item	Forms_JSON	Review	Uncertainty_JSON	Notes
66	59	BHU	65	["koɳɖə","pʰaɭ","pʰəɭ","aːmb","keɭə","səntəɽə","kəɳək","bəɖdʒəɽə","tʃəʊl","əlu","ʃũgotʰəɽi","mʌŋpʰəɭi","pʊpəɭi","tʊl","ləsoɳ","piadʒ"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
67	60	MNK	65	["kʊɳɖə","pʊɭ","paːɭ","ambə","keɭai","səntəɽəgo","gẽõn","bəɖdʒeɽə","tʃəʊ / dʰaːn / bʰatʰ","aːlu","ʃʊgotɽi","mʊŋgəpəɭi","pɪpɪ","tʊl","ləsoɳ","pɪadʒ"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
67	60	ANI	65	["kəɳɖo","pʊːɭ","pəɭ","am","keɭə","səŋgəɽo","gĩũ","","bʰatʰ","aːlu","ʃʊgotɽi","mompə","pʊpʊli","tʊl","rəsoɳ","pɪadʒ"]	manual-source-image	["","","","","","","","blank","","","","","","","",""]	Item 72 is source dash/confirmed blank; every other cell reviewed
69	62	CHU	81	["paːn","t̪õmʌkːu","tʃə","t̪eːl","luːɳə","mas / ʃɪkʰə","ˈmoːtʃi","tʃĩũ","ˈdʌɳːe","gaˈi","boɭɖə","ɖʌɖə","ˈkʰoɭ(d)əɽi","ˈlʊŋgətʰə","ˈʃʊŋgə","bokɽe"]	manual-source-image	[]	Item 86 source labels raw/cooked alternatives; every cell reviewed
69	62	LOR	81	["paːɳə","t̪ʌmakːu","tʃə","t̪eːl","luːɳə","ʃɪkʰə","motʃi","kʊkəɭũ / tʃĩũ","dʌɳə","gaːi","boɭɖə","ɖəɖə","kʰoɭəɽə","ˈlʊŋgətʰə","ʃeŋgə","bokɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
70	63	SHA	81	["sopaːɽi","t̪əmaːku","tʃə","t̪eːl","loːɳə","məs","matʃi","kʊkəɭi","ʌɳɖə","gai","mẽːʃi","ɖʊaːʰ","gaː kʊpəɳ","pʊɳɖə","ʃeːŋgə","bəkəɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
70	63	CHI	81	["səpaːɽi","t̪əməkːuː","tʃəki pət̪i","t̪elə","loːɳə","ʃɪkʰəː","matʃiː","kʊkəɭi","ʌɳɖə","gaːi","mẽːʃi","ɖəɖʰ","tʃəmbəɭə","lʊŋgətʰə","ʃʊŋg","bəkəɽi"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
70	63	SHG	81	["səpaːɽi","t̪omaːku","tʃə","t̪eːl","luːɳə","mʌs","matʃi","kʊkəɭi","ʌɳɖə","gai","mẽʃi","ɖəɖʰ","kʰəɭəɽə","pʊɳɖə / lʊŋgətʰə","ʃeːŋg","baːkəɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
71	64	MAN	81	["","ˈt̪əmaku","ˈtʃai potʃə","t̪el","luːɳ","tʃɪkə","metʃi","ˈkʊkəɖi","ˈaɳɖə","ˈgaː","ˈmẽʃi","ˈɖʊɖʰ","ˈtʃʌmbəɖə","pʊɳtʃə","ˈʃiŋgə","ˈbokəɽə"]	manual-source-image	["blank","","","","","","","","","","","","","","",""]	Item 81 is source dash/confirmed blank; item 93 source annotates skin; every other cell reviewed
71	64	RAI	81	["səpaɽi","ˈt̪əmaku","tʃai","t̪el","loɳ","ʃɪkʰə","matʃi","kʊkəɽə","dʌɳə","gaː","mẽʃə","dʰəɖə","kaːl / kʊpəɭə","lʊŋgətʰə","ʃẽŋg","bokəɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
71	64	MAR	81	["səpaɽi","t̪əmaku","tʃai pətʰi","t̪el","lʊɳ","mʌs","mʌtʃi","kʊkəɭi","dʌɳə","gaːə","meʃi","ɖəɖʰ","kʰəɭəɖə","lʊŋgətʰə","ʃʊŋgətʰə","bʌkəɽə"]	manual-source-image	[]	Item 86 source annotates flesh; every cell reviewed
72	65	SID	81	["","t̪əmaku","tʃəpəti","t̪el","lũːɳ","ʃɪkʰaː","matʃi","kʊkɽi","dʰəɳe","gai","bʰẽns","ɖʊtʰ","kʰaːɭ","pʊɳtʃʰ","ʃiŋg","bəkəɽə"]	manual-source-image	["blank","","","","","","","","","","","","","","",""]	Item 81 is source dash/confirmed blank; every other cell reviewed
72	65	JIB	81	["səpaːɽi","t̪əmaːku","tsai","t̪el","luːɳ","ʃɪkʰə","matʃi","mʊrgi","ʌɳɖə","gaːi","mãːʃi","ɖəɖʰ","kʰaːɭ","lĩũ / pʊɳɖə","ʃeŋg","bəkəɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
72	65	BAT	81	["sʊpaːɽi","t̪əmaku","tʃia pəti","t̪eːl","lũɳ","ʃɪkʰər","matʃi","kʊkʰɽi","ʊɳɖʰaə","gʰiə","meʃi / bʰẽns","ɖʊtʰ","","lɪŋgɳa / pɪɳɖo","ʃiŋg","bəkəɽo"]	manual-source-image	["","","","","","","","","","","","","blank","","",""]	Item 93 is source dash/confirmed blank; every other cell reviewed
73	66	GAR	81	["səpaɽi","t̪ombəko","tʃə","t̪el","loɳə","ʃɪkʰə","motʃi","kʊkəɭi","dʌɳːe","gaːi","meʃːi","ɖəɖʰ","kʰoɭəɽə","lʊŋgətʰə","ʃeŋg","bokəɽu"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
73	66	KUL	81	["səpaːɽi","t̪əmakʊ","tʃəːro potʃə","t̪eːl","luːɳə","məːs / ʃɪkʰə","motʃi","mʊrgi / kʊkəɭi","dʌɳɖaː","gaːi","mʰẽːʃ","ɖəɖʰ","kʰoɭəɽə / tʃʌmbəɭə","lʊŋgətʰə","ʃʰeːŋg","bokəɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
73	66	BHU	81	["səpaɽi","t̪əmaku","tʃaː","t̪eːl","luːɳ","ʃɪkʰə","mʌtʃi","kʊkəɭi","dʌɳə","gai","mẽːʃi","ɖəɖʰ","kʰaːɭ","lʊɳɖək","ʃʊŋg","bokɽi"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
74	67	MNK	81	["sʊpaːɽi","t̪ʊmaku","tʃaː","t̪el","lʊɳ","mas","matʃəɭi","kʊkəɽi","ʌɳɖə","gaː","mẽʃ","ɖʊɖə","","pʊɳɖə","ʃɪŋgə","kəlaɽə"]	manual-source-image	["","","","","","source-question-mark","","","","","","","blank","","",""]	Item 86 has a source question mark; item 93 is source dash; every cell reviewed
74	67	ANI	81	["sʊpaɽi","t̪obəku","tʃə","t̪el","lũːɳ","ʃɪkə","matʃi","mʊrge","əɳɖai","gaʊ","meʃi","ɖəɖʰ","","lʊŋgʊno","ʃiŋgʰ","bəkəɽo"]	manual-source-image	["","","","","","","","","","","","","blank","","",""]	Item 93 is source dash/confirmed blank; every other cell reviewed
76	69	CHU	97	["ˈkoːt̪ə","moˈtʃ(h)u","ˈkomoɽi","gla(h)u","ˈmʌɳu","ˈməɽɖə","beˈt̪əɭi","ˈʃoːrʊ","baˈpu","aˈma","bʰai / bʰaʊ","bebi / bʰaʊ","beˈt̪ə / ʃoːrʊ","beˈt̪i / ʃoːri","bjaːʊ / ləɽə","ləɽi"]	manual-source-image	[]	Items 107-108 retain source older/younger subforms; every cell reviewed
76	69	LOR	97	["ˈkoːt̪ə","tsãntsu","komoɽi","glaʊ","maɳu","məɽɖə","bet̪əɭi","ʃoːrʊ","ˈbapu","ama","bʰai","bebi / baʊ","soːrʊ","bet̪i / soːri","ləɽə","ləɽi"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
77	70	SHA	97	["koːt̪ə","ˈtsəntsi","tʃʊtə","dʒiaɭu","maɳu","admi","bet̪əɭiː","ʃoːrʊ","pʊtər / baːp","iːdʒə","bʰai / baʊ","dʰai / boɭsi baʊ","ʃoːrʊ","ʃoɽi","məɽid","bet̪əɭiː"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
77	70	CHI	97	["koːt̪ə","tsõts","tsʊtə","dʒiaɭu","","mʌnəkʰ","mʌnəkʰə","ʃoːrʊ","baːb","eːdʒə","bʰai / baʊ","beɳə / baʊ","ʃoːrʊ","dʰiː","pət̪iː","bet̪əɭi"]	manual-source-image	["","","","","blank","","","","","","","","","","",""]	Item 101 source has parenthesized unclear note but no form; every other cell reviewed
77	70	SHG	97	["koːt̪ə","ˈtsẽːtsi","tsiːtʰ","dʒiaɭu","muːɳəʃ","məɽəɖ","bet̪əɭi","ʃoːrʊ / tsʊ","bəbu","aːmə","bʰai / baʊ","bebi / dai / bẽɳə","ʃoːrʊ","ʃoːri","laːɽə / məɽd","bet̪əɭi"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
78	71	MAN	97	["kʊt̪ə","ˈmotʃʊ","ˈmʌkəɖi","ˈgəɖdʒaʊ","","ˈmeɽɖ","ˈbet̪əɖi","ˈbaʊ","bapʊ","ˈaːmə","ˈbʰai","ˈboba","betə","beti","laɳə","laɖi"]	manual-source-image	["","","","","blank","","","","","","","","","","",""]	Item 101 is source dash/confirmed blank; every other cell reviewed
78	71	RAI	97	["koːt̪ə","mʌtʃəɽ","tsiːtʰ","dʌɳə","maɳu","məɽɖʰ","bet̪əɭi / aurət","ʃoːrʊ","bapʊ","ˈəmə","bʰai / bʰaʊ","bebi / beɳ","ʃoːrʊ","ʃoːri","tʌbəɽ","betəɭi"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
78	71	MAR	97	["koːt̪ə","metʃe","tsiːtʰ","mʌtʰə","maɳu","","bet̪əɭi","ʃoːrʊ","bap","mʌtʰə","bʰai / baʊ","beɳə","ʃoːrʊ","ʃoːri","məɽd","betəɭi"]	manual-source-image	["","","","","","blank","","","","","","","","","",""]	Item 102 is source dash/confirmed blank; every other cell reviewed
79	72	SID	97	["kʰʊtʰə","məkʰə","tʃitʰə","dʒijaɭu","","məɽitʰ","bet̪oɭi","ʃoɽʊ","bʰap","idʒ","bʰai","dʰai / bʰiɳ","ʃoɽʊ","ʃoɽi","məɽitʰ","betəɖi"]	manual-source-image	["","","","","blank","","","","","","","","","","",""]	Item 101 is source dash; item 108 labels older/younger; every cell reviewed
79	72	JIB	97	["koːt̪ə","tʃʰaːts","tʃiːtʰ","dʒeːŋgʊ","mõɳə","mõɳəʃ","beːt̪əɭi","ʃoːrʊ","baːp","əmia","bʰai / baʊ","dai / bẽːɳə","ʃoːrʊ","ʃoːri","məɽd","bet̪əɭi"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
79	72	BAT	97	["ʃoɳ / kʰʊtʰə","sʊtsə / metʃi","tʃitʰ","dʒijaɭu","admi / mʌnəʃ","məɽitʰ","bet̪ʰoɭi","ʃoɽʊ / dʰʊsʊ","bʰap","amia / ma / idʒ","bʰai / bʰaʊ","dʰai / bʰiɳ","ʃoɽʊ","ʃoɽi","məɽitʰ","betəɭi"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
80	73	GAR	97	["koːt̪ə","tsʌntsʊ","məkoɽi","gɽahʊ","maɳu","məɽəɖ","bet̪əɭi","ʃoːrʊ","bʌpʊ","ʌmːə","bʰai / baʊ","baba / bebi / bẽhʊn","ʃoːrʊ","ʃoːri","kəsəm","laɽi"]	manual-source-image	[]	Items 107-108 retain source older/younger labels; every cell reviewed
80	73	KUL	97	["koːt̪a","motʃəɽ","məkoɽi","gɽə(h)u","məɳu / məɽəɭ","","bet̪əɭi","ʃoːrʊ / bahʊ","bʌpʊ","əmːə","bʰai","böbʊ / be(h)ẽn","ʃoːrʊ","ʃoːri","","laɽi"]	manual-source-image	["","","","","","blank","","","","","","","","","blank",""]	Items 102 and 111 are source dashes; item 104 annotates infant; every cell reviewed
80	73	BHU	97	["koːt̪ə","tʃʰʌntʃʊ","komoɽi","gɭahʊ","maɳu","","bet̪əɭi","ʃoɽʊ","pʊt̪ə / bʌpʊ","ʌmːə","bʰai","beɳ","bet̪ə","bet̪i","ləɽə","laɽi"]	manual-source-image	["","","","","","blank","","","","","","","","","",""]	Item 102 is source dash/confirmed blank; every other cell reviewed
81	74	MNK	97	["kʊt̪ə","mʊtʃi","kʌməɽi","gəɽaʊ","mũɳu","mʊɽʊ","betəɖi","tsoɽʊ","bapʊ","amːa","bʰai / bʰaʊ","bʊba / bʰʊʊ","betə","beti","dʊɽʊ","laɖə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
81	74	ANI	97	["kʊkər","tsatsə","bʰəɽəg","mato","montʃ","bʰoʊ","tʃeoɖi","ʃoɽʊ","bab","amːa","bʰai","dai / tʃeː","potʃətu","potʃti","ləɽo","betəɭi"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
83	76	CHU	113	["mʌɳˈdʰəɽə","mʌɳˈdʰəɽə","saˈdʒə","rʊː","dʰiˈhaːɽi","raːt̪","ɖot̪i","dʰiˈ(h)aɽi","t̪əɽkˈaːl","iːdʒ","ədʒ","kaːl","həpʰt̪ə","m(h)iːnə / miːnə","saːl / bəɽʃ","hiʊɳɖə / siaɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
83	76	LOR	113	["dʰeɽə","deɽə","saˈdʒə","","di(h)aɽə","ˈɳaːsə","ɖot̪i / dʒiʃə","dʰihəɽi","sʊnːə","kʌlə","ədʒ","kaɭə","at̪ roːz","muːnə","saɭ / bəɽʃ","heʊɳɖə"]	manual-source-image	["","","","blank","","","","","","","","","","","",""]	Item 116 is source dash/confirmed blank; every other cell reviewed
84	77	SHA	113	["t̪eːtʰ / mʌɳɖə / deʊɽə","","dʒaːtʃ","pɽaːɳ","dihaːɽ","raːtʃ","ɖoːt̪i","t̪ʌpaːr","sʌnːə","hʊdʒʊ","adʒ","ʃʊwi","","mʊnːə","pʰəɽʃ","t̪əɳɖer dʰiʊɽi"]	manual-source-image	["","blank","","","","","","","","","","","blank","","",""]	Items 114 and 125 are source blank/dash; every other cell reviewed
84	77	CHI	113	["ˈmʌɳɖəɽə","mʌɳɖʰəɽə","ʃaːɖ","aːt̪mə","diaːɽə","raːtʃʊ","ɖot̪ʰi","dʌpʰaɽə","sʊnːə","pʰəɽə / pɪtʃəɭe diaɽə","aːdʒ","kʌl / dʊəɽə diaɽə","atʰ diaɽi","hʌptʰi","hoːt̪ʰi","pʰəɽəɭ"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
84	77	SHG	113	["t̪ʰaɽlu","deʊɽə","","","","","","","","diaɽə","","kʰaːɭə","","","",""]	manual-source-image	["","","blank","blank","blank","blank","blank","blank","blank","","blank","","blank","blank","blank","blank"]	Only items 113, 114, 122, and 124 contain responses; all twelve source dashes/blanks visually confirmed
85	78	MAN	113	["","dʰeɽə","","ʃə","ˈdiaɽə","ˈratʰʊə","ˈɖot̪i","ˈdiaɖi","ˈsonə","ˈidʒ","ˈədʒ","ˈʃʊi","ˈhepʰt̪ə","ˈminə","saɭ","ˈhiʊɳɖə"]	manual-source-image	["blank","","blank","","","","","","","","","","","","",""]	Items 113 and 115 are source dashes; every other cell reviewed
85	78	RAI	113	["səː","mʌɳɖəɽ","teʊaɽ","mʌɳə / bʰʊt̪ʰ","dihaːɽ","raːtʃə","dʰoːtʰ","dopʰeɽə","sonə","hiːdʒ","adʒ","ˈʃʊwi","həpʰt̪ə","mʊnːə","bəɽʃ","hiũɳɖ / t̪əɳɖə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
85	78	MAR	113	["","","","","diaɖə","ratʃ","ɖotʰ","dopʰeɽ","","","adʒ","kʌl / ʃʊwi","atʰ roːz","mʊnːə","bəɽʃ","hiʊɳɖ"]	manual-source-image	["blank","blank","blank","blank","","","","","blank","blank","","","","","",""]	Items 113-116, 121, and 122 are source dashes; every other cell reviewed
86	79	SID	113	["","","","","dihaɖə","ratʃ","dʰot̪ʰi","dopʰeɽ","bʰaɭkʰə","kʰaɭ","adʒʰ","dʰotʰi","hapʰt̪ə","minə","bʰaʃ","hijʊŋgʰ"]	manual-source-image	["blank","blank","blank","blank","","","","","","","","","","","",""]	Items 113-116 are source dashes; every other cell reviewed
86	79	JIB	113	["","","","","ˈdiaːɽə","rʌtʃ","doːtʰ","dopʰəɽ","t̪əɽkaːl","iːdʒ","aːdʒ","kʌl","hapʰt̪ə","mʊnːə","saːl",""]	manual-source-image	["blank","blank","blank","blank","","","","","","","","","","","","blank"]	Items 113-116 and 128 are source dashes; every other cell reviewed
86	79	BAT	113	["","","","","dehaɖ / din","ratʃ","dʰotʰ","dowaɽi","bʰeɭka","idʒ","adʒʰ / adʒ","kʰaɭə","hapʰt̪ə","mino","ʃeɽə",""]	manual-source-image	["blank","blank","blank","blank","","","","","","","","","","","","blank"]	Items 113-116 and 128 are source dashes; every other cell reviewed
87	80	GAR	113	["","","","","diaɽə","raːt̪","ɖotʰi","diaɽi","son(d)z","(h)idʒ","adʒ","kaːl","hapʰt̪ə","mʊnːə","","hiʊŋg"]	manual-source-image	["blank","blank","blank","blank","","","","","","","","","","","blank",""]	Items 113-116 and 127 are source dashes; every other cell reviewed
87	80	KUL	113	["","","","","dʰiaɽə","ʃuːl","","dopʰəɽ","ʃeːnəz","kazək","adʒ","kaːl","hapʰtʃ","minə","","hiːjũɖ"]	manual-source-image	["blank","blank","blank","blank","","","blank","","","","","","","","blank",""]	Items 113-116, 119, and 127 are source dashes; every other cell reviewed
87	80	BHU	113	["","","","","dihaɽə","raːtʰ","dʌtʰ","dijaɽə","sonzək","kaɭ / adʒ","adʒ","kʌl","atʰ roːz / hapʰt̪ə","mʊnːə","bəɽʃ","hijũɖ"]	manual-source-image	["blank","blank","blank","blank","","","","","","","","","","","",""]	Items 113-116 are source dashes; every other cell reviewed
88	81	MNK	113	["","","","","dijaɖə","rʌt̪","ɖot̪i","dijaɽ","adʒə","uɖzə","adʒə","ʃʊi / kəɭə","əptəɭ","mɪnə","bəɽʃ",""]	manual-source-image	["blank","blank","blank","blank","","","","","","","","","","","","blank"]	Items 113-116 and 128 are source dashes; every other cell reviewed
88	81	ANI	113	["","","","","dʰeɽo","ratʃ","ɖot̪i","dʊpəɭə","uɖʰe","kəɭə","adʒ(ə)","kəɭə","hoptə","minːo","bʰoɽʃ",""]	manual-source-image	["blank","blank","blank","blank","","","","","","","","","","","","blank"]	Items 113-116 and 128 are source dashes; every other cell reviewed
90	83	CHU	129	["bɽiaːl","kʰaːɽə / ʃobəɭə","buˈɽə","ˈsʊnːə","ʃʊˈkə","ˈloˈmːə","tʃ(h)otʃə","ˈt̪otʰə","t̪ʰəɳɖə","kʰəɳũ","kʰəɳdʒʊ","neːɭə","dʊːɽ","bəˈɖə","mʌtʰə","ʊdʒe"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
90	83	LOR	129	["bɽiaɭ","kəɽə","bʊɽə","sʊnːə","dʊɽə","lomə","hotʃə","t̪otʰə","t̪ʰəɳɖə","dʌhʊɳə","bãĩ","neːɭe","dʊːɽ","bəɖə","hotʃə","ʊdʒə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
91	84	SHA	129	["gəɽmi rit̪","rəmbəɭə / ʃobəɭə","maːɽə","ʃʌŋʊ","ʃokʰə","lʌmːə","hotʃə","t̪aːt̪ə","t̪əɳɖə","dʊːɽə","baʊə","neːɭ / neːɭe","dʊːɽ","bəɭə","hotʃə","odʒe"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
91	84	CHI	129	["pəɽaɳi","tʰik / ətʃʰaː","ɳi tʰik","ʃəɽə","ʃəkə","lʌmbaːi","tʃotʰə","gəɽmi","ʃeɭə","dʊɽə","baũ","neːɭə","dʊɽ","bəɽə","tʃotʰə","odʒe"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
91	84	SHG	129	["","","","","","","","","","","","","","","",""]	manual-source-image	["blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank"]	The complete page column is visually confirmed empty/source blank for items 129-144
92	85	MAN	129	["ˈbəɖija","ˈʃobəɭə","ˈbuɽə","ˈsɪnə","ˈʃukʰə","ˈloːmə","ˈotʃʰə","ˈt̪otʰə","ˈt̪ʰəɳɖə","ˈkʰəɳu","ˈkʰʊɳdʒʊ","neɖə","ˈdʊɽ","ˈbeɖʰə","ˈotʃʰə","ʊdʒe"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
92	85	RAI	129	["bɽi(h)aːl / gəɽəm","rəmbəɭə / ʃobəɭə","məɽdə","sʊnːə","ʃokʰə","lomə","tʃotʰə","t̪ʌt̪ə","t̪əɳɖə","doĩnə","bõʊə","neːɭə","dʊɽ","bəɽə","hotʃə","odʒe"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
92	85	MAR	129	["bɽiaɭ","ʃobəɭə","məɽə","ʃʊnːə","ʃukʰə","lʌmːə","tʃotʰə","t̪ʌt̪ə","t̪əɳɖə","dõĩnə","bãə","neɖə","dʊːɽ","mʌtʰə","hotʃə","odʒe"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
93	86	SID	129	["gʰoɽəm","ʃobəɭə","bʰəɽə","sɪnə","ʃukʰə","lʌmbə","bʰaːɳʊ","t̪ʰat̪ʰə","t̪ʰəɳɖəhə","dʊɽə","bʰõwã","nʊɽ","dʊɭ","t̪ʰʊɭə","minə","ʊdʒe"]	manual-source-image	[]	Item 142 source annotates fat; every cell reviewed
93	86	JIB	129	["","ʃobəɭə","kʰəɽaːb / mʊɽə","sʊnːə","ʃokʰə","lʌmːə","hotʃə","t̪ʌt̪ə","t̪əɳɖə / ʃeɭə","dʌhʊɳə","bãĩ","neːɭ","dʊːɽ","bəɽə","(h)otʃə","odʒe"]	manual-source-image	["blank","","","","","","","","","","","","","","",""]	Item 129 is source dash/confirmed blank; every other cell reviewed
93	86	BAT	129	["","ʃobəɭə","bʰəɽə","sɪnə","ʃukʰə","lʌmə","otʃə / bʰaɳʊ","t̪ʰat̪ʰo","ʃiɭə","dʌĩɳə","bʰaĩjə","nʊɽ","dʊɭ","bəɖʰə","tʃotʰə","ʊdʒe"]	manual-source-image	["blank","","","","","","","","","","","","","","",""]	Item 129 is source dash/confirmed blank; every other cell reviewed
94	87	GAR	129	["bɽiaːl","ʃobəɭə / rəmbəɭə","bʊɽə / maɽə","ʃʊnːi","ʃokʰə","lomːə","hotʃə","t̪ot̪ə","t̪əɳɖə","dãːɳə","bãhʊ","neːɖ","dʊːɽ","bəɖə","hotʃə","adʒe"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
94	87	KUL	129	["","ʃobəɭə","bʊɽə","sɪnə","ʃukʰə","lomə","otʃo","t̪ʊt̪ə","t̪əɳɖə","sɪɖə","ʊltʰə","neɽə","dʊːɽə","bəɖo","otʃi","odʒe"]	manual-source-image	["blank","","","","","","","","","","","","","","",""]	Item 129 is source dash/confirmed blank; every other cell reviewed
94	87	BHU	129	["gəm ləgə","kʰəɽə / ʃobəɭi","bʊɽə","sʊnːə","ʃokʰə","lomːə","tʃot̪ə","t̪ʌt̪ə","t̪ʰəɳɖə","dʌĩɳə","kʌɳdʒə","neɽə","dʊɽ","bəɖə","tʃot̪ə","ətʰəɭə"]	manual-source-image	[]	Item 129 is a source phrase rather than blank; every cell reviewed
95	88	MNK	129	["","ʃobəɭə","məɽə","mʊɭə","ʃʊkʰə","lʊmə","oːtʃə","t̪ot̪ə","t̪əɳɖə","dʰəĩɳə","bõwã","neɽ","dəɽ","beɖə","oːtʃə","ʊdʒe"]	manual-source-image	["blank","","","","","","","","","","","","","","",""]	Item 129 is source dash/confirmed blank; every other cell reviewed
95	88	ANI	129	["","rəmsi","bʊɽo","sɪno","ʃʊko","lamːo","tsot̪o","goɽmi","ʃeɽlo","sɪɖo","ʊlto","nʊɭ","dəɽ","bəɽdo","hotʰso","ʊdʒe"]	manual-source-image	["blank","","","","","","","","","","","","","","",""]	Item 129 is source dash/confirmed blank; every other cell reviewed
97	90	CHU	145	["ˈbʊnːe","ʃeˈt̪ə","ˈkaɭə","laːl","ˈniɭə / hoɽə","eːk","dʊi","dɽai","tsaːr","pəɳ(d)z","ts(h)o","soːtʰ","ətʰ","noʊ","dʌs","ˈgjaɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
97	90	LOR	145	["bəɳːə","ʃet̪ə","kaɭə","laːl","niɭə / haɽə","ek","dʊːi","dɽai","tsaːr","pəɳz","tso","sotʰ","otʰ","noʊ","dʌs","gjaɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
98	91	SHA	145	["oɳɖe","ʃetʰə","kəɭə","laɭ","neɭə / haɽə","ek","dʊi","tʃin / tɽai","tsaːr","pãːɳdʒ","tʃʰaː","satʰ","atʰ","naʊ","dʌs","gjaɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
98	91	CHI	145	["oɳɖe","ʃeɽə","kʰaːɭə","laːlə","niːɭə / haːɽə","eːkʰ","dʊːi","t̪in","tsaːrə","pəɳtʃ","tʃeː","satʰ","ʌtʰ","naʊ","dʌs","gjaɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
98	91	SHG	145	["","","","","","","","","","","","","","","",""]	manual-source-image	["blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank","blank"]	The complete page column is visually confirmed empty/source blank for items 145-160
99	92	MAN	145	["ˈbuːne","tsit̪ə","ˈkaː","ˈlaɭ","ˈniɭə / ˈhoɽə","ˈek","ˈdʊwi","ˈtʰɽa","ˈtsaɽ","pəɳtʃ","ˈtso","ˈsotə","ˈotʰə","ˈnaʊ","dʌs",""]	manual-source-image	["","","","","","","","","","","","","","","","blank"]	Item 160 is a source dash/confirmed blank; every other cell reviewed
99	92	RAI	145	["boːnːe","ʃetʰə","kaɭə","laɭ","niɭə","ek","dʊi","t̪ɽai","tsaːɽ","poːɳzə","tsa","satʰ","atʰ","naʊ","dʌs","gjaɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
99	92	MAR	145	["oɳɖe","ʃetʰə","kaɭə","laɭ","niɭə","ekʰ","dʊi","tʃiːn","tsaːɽ","pãtʃ","tsaː","satʰ","ʌtʰ","naʊ","dʌs","gjaɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
100	93	SID	145	["ʊɳɖe","ʃetʰə","kaɭai","laɭ","niɭə","ek","do","tʰin","tʃaɽ","pəɳtʃ","tʃe","sotʰ","otʰ","no","dʰə",""]	manual-source-image	["","","","","","","","","","","","","","","","blank"]	Item 160 is a source dash/confirmed blank; every other cell reviewed
100	93	JIB	145	["oɳɖʰe","ʃetʰə","kaːɭə","laːɭ","niːɭə","ek","dʊi","tʃĩn","tsaːɽ","pãːɳzə","tsaː","satʰ","atʰ","naʊ","dʌs","gjaɽə"]	manual-source-image	[]	Every cell checked against full-page scan and deterministic crop
100	93	BAT	145	["ʊɳɖʰe","ʃetʰə","kaɭə","laɭ","niɭə","ek","dʊwi","tʃin","tsaɽ","pəɳz / pəɳtʃ","tʃʰo","sotʰ","otʰ","no","dʰəs",""]	manual-source-image	["","","","","","","","","","","","","","","","blank"]	Item 160 is a source dash/confirmed blank; every other cell reviewed
101	94	GAR	145	["boɳːe","ʃetʰə","kaɭə","laːɭ","niːɭə","ekʰ","dʊwi","t̪ɽaː","tsaːɽ","pəɳz","tʃaː","sotʰ","otʰ","noʊ","dʌs",""]	manual-source-image	["","","","","","","","","","","","","","","","blank"]	Item 160 is a source dash/confirmed blank; every other cell reviewed
