PDF_Page	Printed_Page	Line	Item	Gloss	Similarity_Group	Manual_Form	Site_Codes	Unknown_Site_Codes	Confidence	Review_Status	Review_Note
70	60	5	41	sun	1	beiɾ	Zbk		high	complete	
70	60	6	41	sun	1	ber	BCDGHKLMRSVcdjtw		high	complete	
70	60	7	41	sun	1	berh	m		high	complete	
70	60	8	41	sun	1	biria	T		high	complete	
70	60	9	41	sun	2	bɔŋga	AJ		high	complete	
70	60	10	41	sun	3	surɐdʒ	V		high	complete	
70	60	11	41	sun	4	siŋgi	U		high	complete	
70	60	14	42	moon	1	baŋgo	GTcdw		high	complete	
70	60	15	42	moon	1	baŋgɔ	CHKLMRSZbjpt		high	complete	
70	60	16	42	moon	1	baŋgɔh	Dm		high	complete	
70	60	17	42	moon	2	aɪdʒɨ	L		high	complete	
70	60	18	42	moon	2	atʃ	CDHK		high	complete	
70	60	19	42	moon	3	tʃɐnd̪	k		high	complete	
70	60	20	42	moon	3	tʃɐn̪d̪uʔu	U		high	complete	
70	60	21	42	moon	3	tʃan̪d̪	BV		high	complete	
70	60	22	42	moon	4	tʃɐnd̪	k		high	complete	
70	60	23	42	moon	4	tʃanːʊ	A		high	complete	
70	60	24	42	moon	4	tʃan̪d̪	BV		high	complete	
70	60	25	42	moon	5	dʒon	BV		high	complete	
70	60	26	42	moon	6	nid̪abɔŋga	AJ		high	complete	
70	60	29	43	sky	1	sɛrmo	CDGHKLR		high	complete	
70	60	30	43	sky	1	sermo	Z		high	complete	
70	60	31	43	sky	1	sɪrma	A		high	complete	
70	60	32	43	sky	1	sɪrmo	M		high	complete	
70	60	33	43	sky	1	sirma	U		high	complete	
70	60	34	43	sky	2	ɐkɐʃ	k		high	complete	
70	60	35	43	sky	2	agas	Sbcdjmtw		high	complete	
70	60	36	43	sky	2	akas	BVc		high	complete	
70	60	37	43	sky	3	lɪmbɪr	MSd		high	complete	
70	60	38	43	sky	3	limbir	bpt		high	complete	
70	60	39	43	sky	5	t̪eŋgɨ	bd		high	complete	
70	60	40	43	sky	6	ɖimbil	T		high	complete	
70	60	41	43	sky	7	usuɭ	J		high	complete	
70	60	44	44	star	1	ɪpil	ACDGHJKLMRSTUbdmt		high	complete	
70	60	45	44	star	1	ipil	cjpw		high	complete	
70	60	46	44	star	2	t̪ɐrɐi	TVZ		high	complete	
70	60	47	44	star	2	t̪ɐrɔi	B		high	complete	
70	60	48	44	star	2	t̪ʌɾʌɪ	S		high	complete	
70	60	49	44	star	3	t̪iɾgɐn	k		high	complete	
70	60	52	45	rain	1	d̪aʔ ʊʔʊ eɖaʔ	d		high	complete	
70	60	53	45	rain	1	d̪aʔ ujʊ eɖa	bcjmpt		high	complete	
70	60	54	45	rain	1	d̪aʔ ujuʔeɖaʔ	cw		high	complete	
70	60	55	45	rain	2	d̪aʔ auʔut̪a	R		high	complete	
70	60	56	45	rain	2	d̪aʔ ʊjuʔt̪a	HKLMZ		high	complete	
70	60	57	45	rain	2	d̪aʔ uʔuit̪a	G		high	complete	
70	60	58	45	rain	3	d̪aʔ ʊjujena	S		high	complete	
70	60	59	45	rain	3	d̪aʔ ʊjut̪ʌna	CD		high	complete	
70	60	60	45	rain	4	bɐrkha	B		high	complete	
70	60	61	45	rain	4	bɐrsa	BV		high	complete	
70	60	62	45	rain	4	bɛɾʂɐ	k		high	complete	
70	60	63	45	rain	4	bərka	J		high	complete	
70	60	64	45	rain	5	d̪aʔ gɐmaed̪a	T		high	complete	
70	60	65	45	rain	5	d̪aʔa gɐmma	U		high	complete	
70	60	66	45	rain	5	d̪ʌ gama	A		high	complete	
70	60	67	45	rain	6	pɐni	k		high	complete	
70	60	70	46	water	1	d̪a	AJ		high	complete	
70	60	71	46	water	1	d̪aʔ	CDGHKLMRSTZbcdjmptw		high	complete	
70	60	72	46	water	1	d̪aʔa	U		high	complete	
70	60	73	46	water	2	pɐni	k		high	complete	
70	60	74	46	water	2	pani	BV		high	complete	
70	60	77	47	river	1	nɐe	d		high	complete	
70	60	78	47	river	1	nɐi	CDGHKLMRSTcp		high	complete	
70	60	79	47	river	1	nai	Ubt		high	complete	
70	60	80	47	river	1	nʌi	A		high	complete	
70	60	81	47	river	2	dʒhaɾi	A		high	complete	
70	60	82	47	river	2	dʒherɪ	DL		high	complete	
70	60	83	47	river	2	dʒhʌɾija	J		high	complete	
70	60	84	47	river	2	dʒoɖɨ	jpw		high	complete	
70	60	85	47	river	2	dʒoɽɨ	mt		high	complete	
70	60	86	47	river	3	nɐd̪i	BV		high	complete	
70	60	87	47	river	3	nɐn̪d̪i	Z		high	complete	
70	60	88	47	river	3	nəd̪i	k		high	complete	
70	60	89	47	river	4	dodha	c		high	complete	
70	60	90	47	river	4	gɐdda	U		high	complete	
70	60	93	48	cloud	1	bad̪ɐl	V		high	complete	
70	60	94	48	cloud	1	bad̪əl	A		high	complete	
70	60	95	48	cloud	1	bad̪ɾi	AJ		high	complete	
70	60	96	48	cloud	1	bəd̪ɾi	k		high	complete	
70	60	97	48	cloud	1	bʌd̪ɾi	HRT		high	complete	
70	60	98	48	cloud	1	bʌd̪ri	BCDGKLMVd		high	complete	
70	60	99	48	cloud	2	ɖimbil	T		high	complete	
70	60	100	48	cloud	2	limbir	Scdjmptw		high	complete	
70	60	101	48	cloud	2	limir	b		high	complete	
70	60	102	48	cloud	2	nimiɾ	Z		high	complete	
70	60	103	48	cloud	2	rimil	U		high	complete	
70	60	106	49	lightning	1	ʈhɛɖre	G		high	complete	
70	60	107	49	lightning	1	ʈhɛɽɾe	CLMRZ		high	complete	
70	60	108	49	lightning	1	ʈhɛrɖe	H		high	complete	
70	60	109	49	lightning	1	ʈhɛrɽe	K		high	complete	
70	60	110	49	lightning	1	ʈhɛrre	D		high	complete	
70	60	111	49	lightning	2	bidʒɨli pilkeɖ	p		high	complete	
70	60	112	49	lightning	2	bidʒɨli pilkeʈ	j		high	complete	
70	60	113	49	lightning	2	pɪlkeʔ jena	S		high	complete	
70	60	114	49	lightning	2	pɪlkeʈ jeɖah	m		high	complete	
70	60	115	49	lightning	2	pilkeʈ eda	cjp		high	complete	
70	60	116	49	lightning	2	pilkeʈ edaʔ	bd		high	complete	
70	60	117	49	lightning	2	pilkeʈ t̪ɐna	t		high	complete	
70	60	118	49	lightning	3	bɪdʒəli	AJ		high	complete	
70	60	119	49	lightning	3	bidʒɨli	BVm		high	complete	
70	60	120	49	lightning	3	bidʒɨli pilkeɖ	p		high	complete	
70	60	121	49	lightning	3	bidʒɨli pilkeʈ	j		high	complete	
70	60	122	49	lightning	3	bidʒili	k		high	complete	
70	60	123	49	lightning	4	tʃamkɔʔt̪ɐna	cm		high	complete	
70	60	124	49	lightning	4	tʃamkɔt̪ɐna	w		high	complete	
70	60	125	49	lightning	6	hitʃir	U		high	complete	
70	60	126	49	lightning	7	ɖimbil had̪uɖɨid̪a	T		high	complete	
70	60	129	50	rainbow	1	suɳɖibiŋg	Sbd		high	complete	
70	60	130	50	rainbow	1	ʈuɖibiŋg	MR		high	complete	
70	60	131	50	rainbow	1	ʈuɳɖibiŋ	GHK		high	complete	
70	60	132	50	rainbow	1	ʈuɳɖibiŋg	CDJL		high	complete	
70	60	133	50	rainbow	1	thuɖɪbiŋg	A		high	complete	
70	60	134	50	rainbow	2	pɐn sokha	STbcdjpw		high	complete	
70	60	135	50	rainbow	3	sɔkhaboɖa	VZt		high	complete	
70	60	136	50	rainbow	3	sokhaboɽah	m		high	complete	
70	60	137	50	rainbow	3	sokhabora	B		high	complete	
70	60	138	50	rainbow	4	ʈhuɳɖi gɐsidʒɨ	mt		high	complete	
71	61	3	50	rainbow	4	thoɳdi gsidʒɨ keɖa	cw		high	complete	
71	61	4	50	rainbow	5	bənd̪ud̪ɐɾ	k		high	complete	
71	61	5	50	rainbow	6	luɾbiŋg	U		high	complete	
71	61	8	51	wind	1	hɔi	p		high	complete	
71	61	9	51	wind	1	hɔje	AJM		high	complete	
71	61	10	51	wind	1	hɔjeh	Zm		high	complete	
71	61	11	51	wind	1	hoe	bcdjtw		high	complete	
71	61	12	51	wind	1	hoje	CDGHKLRt		high	complete	
71	61	13	51	wind	1	hojɔ	CDUbd		high	complete	
71	61	14	51	wind	1	hojɔʔ	S		high	complete	
71	61	15	51	wind	2	hɐva	V		high	complete	
71	61	16	51	wind	2	həʋa	A		high	complete	
71	61	17	51	wind	2	həʋɐ	k		high	complete	
71	61	18	51	wind	2	hove	S		high	complete	
71	61	19	51	wind	3	bɐihɐr	BV		high	complete	
71	61	20	51	wind	3	bɐjar	T		high	complete	
71	61	21	51	wind	4	d̪hukːɐ	k		high	complete	
71	61	24	52	stone	1	d̪ɪɾi	CDHJLMRSpw		high	complete	
71	61	25	52	stone	1	d̪ɪri	GKZd		high	complete	
71	61	26	52	stone	1	d̪irih	TUbcjmtw		high	complete	
71	61	27	52	stone	2	pɐkhɐl	V		high	complete	
71	61	28	52	stone	2	pɐkhna	B		high	complete	
71	61	29	52	stone	2	pɐt̪t̪hɐr	V		high	complete	
71	61	30	52	stone	2	pəkhɐn	k		high	complete	
71	61	31	52	stone	3	ɾukːuɖi	k		high	complete	
71	61	32	52	stone	4	ʈʊku	A		high	complete	
71	61	35	53	path	1	d̪hur	K		high	complete	
71	61	36	53	path	1	d̪uːɾ	H		high	complete	
71	61	37	53	path	1	d̪ur	CDGLMRZ		high	complete	
71	61	38	53	path	2	hoːr	m		high	complete	
71	61	39	53	path	2	hɔr	cj		high	complete	
71	61	40	53	path	2	hɔɾa	J		high	complete	
71	61	41	53	path	2	hor	Sdptw		high	complete	
71	61	42	53	path	2	hoɾ	b		high	complete	
71	61	43	53	path	2	hoɾa	TU		high	complete	
71	61	44	53	path	2	hora	A		high	complete	
71	61	45	53	path	3	ɖɐghɐr	B		high	complete	
71	61	46	53	path	3	dɐgɐr	BV		high	complete	
71	61	47	53	path	3	dəhɐɾ	k		high	complete	
71	61	50	54	sand	1	bɪt̪ɪl	CDHKLMRSd		high	complete	
71	61	51	54	sand	1	bɪt̪il	AJTbmptw		high	complete	
71	61	52	54	sand	1	bit̪t̪il	cj		high	complete	
71	61	53	54	sand	1	git̪t̪il	U		high	complete	
71	61	54	54	sand	2	bɐlu	k		high	complete	
71	61	55	54	sand	2	bala	CDGHKR		high	complete	
71	61	56	54	sand	2	balu	BV		high	complete	
71	61	57	54	sand	2	lalu	Z		high	complete	
71	61	60	55	fire	1	sɛŋgel	w		high	complete	
71	61	61	55	fire	1	seŋgel	CDGHKLMRSTUZbcdjmpt		high	complete	
71	61	62	55	fire	1	siŋgel	AJ		high	complete	
71	61	63	55	fire	2	ɐ̃ig	k		high	complete	
71	61	64	55	fire	2	agi	BV		high	complete	
71	61	67	56	smoke	1	sokɔl	CDKMZ		high	complete	
71	61	68	56	smoke	1	sokol	GHLRT		high	complete	
71	61	69	56	smoke	1	sʊkʊl	Ubcdptw		high	complete	
71	61	70	56	smoke	1	sʊkul	AJ		high	complete	
71	61	71	56	smoke	1	sukul	Sjm		high	complete	
71	61	72	56	smoke	2	kuhura	B		high	complete	
71	61	73	56	smoke	2	kũihuɖi	c		high	complete	
71	61	74	56	smoke	3	kuihu	S		high	complete	
71	61	75	56	smoke	4	d̪hũe	V		high	complete	
71	61	76	56	smoke	5	dhũŋgijɐ	k		high	complete	
71	61	79	57	ash	1	ɔːb	HL		high	complete	
71	61	80	57	ash	1	ɔb	CDGJKMRTZ		high	complete	
71	61	81	57	ash	2	t̪ɔroidʒɨ	jmptw		high	complete	
71	61	82	57	ash	2	t̪oreiʔĩɲ	U		high	complete	
71	61	83	57	ash	2	t̪oroʔt̪	S		high	complete	
71	61	84	57	ash	2	t̪oroiʔdʒɨ	b		high	complete	
71	61	85	57	ash	2	t̪oroiʔt̪	d		high	complete	
71	61	86	57	ash	2	t̪oroidʒɨʔ	c		high	complete	
71	61	87	57	ash	3	ɾɐkh	k		high	complete	
71	61	88	57	ash	3	ɾakh	BV		high	complete	
71	61	89	57	ash	4	t̪ɔrek	A		high	complete	
71	61	92	58	mud	1	kitʃhɨla	pw		high	complete	
71	61	93	58	mud	1	sɪkla	CHLMZ		high	complete	
71	61	94	58	mud	1	sikʌla	K		high	complete	
71	61	95	58	mud	1	tʃɪkla	CDGRZm		high	complete	
71	61	96	58	mud	1	tʃikhla	BVjt		high	complete	
71	61	97	58	mud	2	kad̪o	bd		high	complete	
71	61	98	58	mud	2	kad̪ɔ	JTcj		high	complete	
71	61	99	58	mud	2	kad̪oɪ	S		high	complete	
71	61	100	58	mud	2	kan̪d̪ɔ	p		high	complete	
71	61	101	58	mud	2	kan̪d̪oh	w		high	complete	
71	61	102	58	mud	2	kid̪ɔɽ	K		high	complete	
71	61	103	58	mud	3	məʈːi	k		high	complete	
71	61	104	58	mud	4	losɐʔĩɲ	U		high	complete	
71	61	105	58	mud	5	hãs	b		high	complete	
71	61	106	58	mud	6	lɔsoʈh	A		high	complete	
71	61	109	59	dust	1	dhuɾ	k		high	complete	
71	61	110	59	dust	1	d̪huɖi	AJcjpw		high	complete	
71	61	111	59	dust	1	d̪huɖih	Tmt		high	complete	
71	61	112	59	dust	1	d̪huɽi	U		high	complete	
71	61	113	59	dust	1	d̪huri	Sbd		high	complete	
71	61	114	59	dust	1	d̪hurra	V		high	complete	
71	61	115	59	dust	2	d̪hʊn̻d̪ra	BGHKLMR		high	complete	
71	61	116	59	dust	2	d̪hun̪d̪ra	CDZ		high	complete	
71	61	117	59	dust	2	d̪hurra	V		high	complete	
71	61	120	60	gold	1	sona	BCDGHJKLMRSTUVZ		high	complete	
71	61	121	60	gold	1	sonɐ	k		high	complete	
71	61	122	60	gold	1	sone	bcdjmptw		high	complete	
71	61	123	60	gold	2	gɪt̪ik	A		high	complete	
71	61	126	61	tree	1	d̪ubi	cmpt		high	complete	
71	61	127	61	tree	1	d̪ubɪt̪	CDLSTd		high	complete	
71	61	128	61	tree	2	sɪŋg	A		high	complete	
71	61	129	61	tree	2	siŋ	GZ		high	complete	
71	61	130	61	tree	2	siŋg	CHKMR		high	complete	
71	61	131	61	tree	3	kaːʈ	jp		high	complete	
71	61	132	61	tree	3	kaʈ	J		high	complete	
71	61	133	61	tree	3	kaʈɨ	mtw		high	complete	
71	61	134	61	tree	4	kaʈɨ	mtw		high	complete	
71	61	135	61	tree	4	peɖɨ	V		high	complete	
71	61	136	61	tree	5	ɾukh	b		high	complete	
71	61	137	61	tree	5	rʊkh	Vd		high	complete	
71	61	138	61	tree	6	gɐtʃh	B		high	complete	
72	62	3	61	tree	6	gətʃh	k		high	complete	
72	62	4	61	tree	7	d̪aɾu	U		high	complete	
72	62	7	62	leaf	1	sɐkam	GHKRcjptw		high	complete	
72	62	8	62	leaf	1	sɛkam	AJ		high	complete	
72	62	9	62	leaf	1	sikam	T		high	complete	
72	62	10	62	leaf	1	sʌkkʌm	DSU		high	complete	
72	62	11	62	leaf	1	sʌkʌm	CLMTZbdm		high	complete	
72	62	12	62	leaf	2	pɐt̪ɐi	V		high	complete	
72	62	13	62	leaf	2	pɐt̪ɔi	B		high	complete	
72	62	14	62	leaf	2	pət̪ɐi	k		high	complete	
72	62	17	63	root	1	dʒɐɖɨ	jw		high	complete	
72	62	18	63	root	1	dʒɐɖi	STVZcmp		high	complete	
72	62	19	63	root	1	dʒɐɽi	t		high	complete	
72	62	20	63	root	1	dʒeiɾ	k		high	complete	
72	62	21	63	root	1	dʒer	BCDGHKLMR		high	complete	
72	62	22	63	root	1	dʒeri	bd		high	complete	
72	62	23	63	root	1	dʒʌir	A		high	complete	
72	62	24	63	root	2	dʒɐɖɨ	jw		high	complete	
72	62	25	63	root	2	dʒɐɽi	t		high	complete	
72	62	26	63	root	2	dʒeɖi	b		high	complete	
72	62	27	63	root	2	dʒeiɾ	k		high	complete	
72	62	28	63	root	2	dʒeri	bd		high	complete	
72	62	29	63	root	2	dʒʌir	A		high	complete	
72	62	30	63	root	3	ɾɛhʌɖ	J		high	complete	
72	62	31	63	root	3	ɾeʔẽn	U		high	complete	
72	62	32	63	root	4	reʈ	T		high	complete	
72	62	35	64	thorn	1	dʒɐnɔm	Sbmptw		high	complete	
72	62	36	64	thorn	1	dʒɐnʊm	CDGHKLMRcj		high	complete	
72	62	37	64	thorn	1	dʒonɔm	d		high	complete	
72	62	38	64	thorn	1	dʒonʊm	U		high	complete	
72	62	39	64	thorn	1	dʒʌɳũm	A		high	complete	
72	62	40	64	thorn	1	dʒʌnʌm	J		high	complete	
72	62	41	64	thorn	2	kɐʈːɐ	k		high	complete	
72	62	42	64	thorn	2	kaɳʈa	BZ		high	complete	
72	62	43	64	thorn	2	kãːʈa	V		high	complete	
72	62	44	64	thorn	2	khɐɳʈa	T		high	complete	
72	62	45	64	thorn	2	kʊɳʈi	L		high	complete	
72	62	48	65	flower	1	bɐha	CGHKLMRSTUbcjmptw		high	complete	
72	62	49	65	flower	1	bɐhɐ	Zd		high	complete	
72	62	50	65	flower	1	bah	T		high	complete	
72	62	51	65	flower	1	bʌha	AJ		high	complete	
72	62	52	65	flower	1	buhul	D		high	complete	
72	62	53	65	flower	2	phul	BVk		high	complete	
72	62	56	66	fruit	1	dʒɔ	A		high	complete	
72	62	57	66	fruit	1	dʒɔʔo	J		high	complete	
72	62	58	66	fruit	1	dʒoʔo	CDGHKLMRSTZbcjmpt		high	complete	
72	62	59	66	fruit	1	dʒoʔɔ	dw		high	complete	
72	62	60	66	fruit	1	dʒoʔot̪	Kt		high	complete	
72	62	61	66	fruit	1	dʒoh	U		high	complete	
72	62	62	66	fruit	2	phɐl	VZ		high	complete	
72	62	63	66	fruit	2	phɐr	B		high	complete	
72	62	64	66	fruit	2	phɐɾ	k		high	complete	
72	62	67	67	mango	1	uːl	jtw		high	complete	
72	62	68	67	mango	1	uːɭ	AJ		high	complete	
72	62	69	67	mango	1	ul	CDGHKLMRSTZbcdmp		high	complete	
72	62	70	67	mango	1	ulɭi	U		high	complete	
72	62	71	67	mango	2	am	V		high	complete	
72	62	72	67	mango	2	ama	B		high	complete	
72	62	73	67	mango	3	ama	B		high	complete	
72	62	74	67	mango	3	əmbɐ	k		high	complete	
72	62	77	68	banana	1	kɛɖa	p		high	complete	
72	62	78	68	banana	1	kɛɖe	j		high	complete	
72	62	79	68	banana	1	kela	SVZb		high	complete	
72	62	80	68	banana	1	kele	t		high	complete	
72	62	81	68	banana	1	keɽa	ACDGHJKLMRctw		high	complete	
72	62	82	68	banana	1	keɽah	mt		high	complete	
72	62	83	68	banana	1	keɽe	S		high	complete	
72	62	84	68	banana	1	keɾa	BMTUbcd		high	complete	
72	62	85	68	banana	1	keɾɐ	Zk		high	complete	
72	62	86	68	banana	1	kere	T		high	complete	
72	62	87	68	banana	2	kɐd̪d̪ɐl	U		high	complete	
72	62	90	69	wheat	1	gɐhɔm	ctw		high	complete	
72	62	91	69	wheat	1	gɐhʊm	V		high	complete	
72	62	92	69	wheat	1	gɛhũ	MZ		high	complete	
72	62	93	69	wheat	1	gɔhɔm	ABJbdjp		high	complete	
72	62	94	69	wheat	1	gɔhũ	B		high	complete	
72	62	95	69	wheat	1	gohɔm	CDGLRSTUm		high	complete	
72	62	96	69	wheat	1	gohõm	k		high	complete	
72	62	97	69	wheat	1	gohʊm	HK		high	complete	
72	62	100	70	millet	1	bɐdʒɨɖa	Zd		high	complete	
72	62	101	70	millet	1	badʒura	B		high	complete	
72	62	102	70	millet	1	bʌdʒɽa	AJ		high	complete	
72	62	103	70	millet	1	bʌdʒrʌ	CDLSTVb		high	complete	
72	62	104	70	millet	2	hɐrt̪al	STbcjmptw		high	complete	
72	62	105	70	millet	2	sʌrt̪t̪ʌl	GH		high	complete	
72	62	106	70	millet	3	gʌŋgʌi	BGKMU		high	complete	
72	62	107	70	millet	4	dʒaʊ	LR		high	complete	
72	62	108	70	millet	4	dʒʌʊ	KM		high	complete	
72	62	109	70	millet	5	dʒeʋɐɾ	k		high	complete	
72	62	110	70	millet	5	dʒhinor	T		high	complete	
72	62	111	70	millet	6	tuʈi	U		high	complete	
72	62	114	71	rice	1	khud̪i (broken rice)	U		high	complete	
72	62	115	71	rice	1	kod̪e	CDGHKLMRZ		high	complete	
72	62	116	71	rice	1	kʊd̪d̪i	d		high	complete	
72	62	117	71	rice	1	kud̪d̪ih	cpw		high	complete	
72	62	118	71	rice	1	kud̪ɪ	bmt		high	complete	
72	62	119	71	rice	1	kud̪ɪh	Sjm		high	complete	
72	62	120	71	rice	2	tʃɐuli	U		high	complete	
72	62	121	71	rice	2	tʃɐʋuɾ	k		high	complete	
72	62	122	71	rice	2	tʃavɐl	V		high	complete	
72	62	123	71	rice	2	tʃavle	T		high	complete	
72	62	124	71	rice	2	tʃʌʊʋɭi	AJ		high	complete	
72	62	125	71	rice	3	tʃɐʋuɾ	k		high	complete	
72	62	126	71	rice	3	tʃaur	BV		high	complete	
72	62	127	71	rice	4	leʈeh	mt		high	complete	
72	62	128	71	rice	5	ʌɖəʋa	J		high	complete	
72	62	131	72	potato	1	ɐlu	k		high	complete	
72	62	132	72	potato	1	alu	BCDGHJKLMRSTUVZbcdjmptw		high	complete	
72	62	133	72	potato	2	ʌɭʊʋa	A		high	complete	
72	62	136	73	eggplant	1	bhɐɳʈa	CDHKLSTVbcdjmptw		high	complete	
72	62	137	73	eggplant	1	bhaɳʈa	BGJMRZ		high	complete	
73	63	3	73	eggplant	1	bhaʈa	A		high	complete	
73	63	4	73	eggplant	1	bhəʈːɐ	k		high	complete	
73	63	5	73	eggplant	2	bhaʈa	A		high	complete	
73	63	6	73	eggplant	2	khɐʈɐ	k		high	complete	
73	63	7	73	eggplant	3	dzonʊm ʈokkɔ	U		high	complete	
73	63	10	74	groundnut	1	bɐd̪am	ABCDGHJKLMRTVZcpt		high	complete	
73	63	11	74	groundnut	1	bəd̪ɐm	k		high	complete	
73	63	12	74	groundnut	1	bed̪am	Sbdjmw		high	complete	
73	63	13	74	groundnut	2	tʃinija bɐd̪am	U		high	complete	
73	63	16	75	chili	1	mɐrsʌɪ	GR		high	complete	
73	63	17	75	chili	1	mɐrtʃai	BTVcdjpw		high	complete	
73	63	18	75	chili	1	mɐrtʃaɪ	CDbmt		high	complete	
73	63	19	75	chili	1	mɐrtʃi	AU		high	complete	
73	63	20	75	chili	1	maris	HK		high	complete	
73	63	21	75	chili	1	məɾtʃɐi	k		high	complete	
73	63	22	75	chili	1	mərtʃa	J		high	complete	
73	63	23	75	chili	1	mɪrtʃaɪ	S		high	complete	
73	63	24	75	chili	1	mirtʃa	p		high	complete	
73	63	25	75	chili	1	mʌris	CLMZ		high	complete	
73	63	28	76	turmeric	1	hɐɖd̪i	p		high	complete	
73	63	29	76	turmeric	1	hɐɽd̪i	cjmw		high	complete	
73	63	30	76	turmeric	1	hɐɽd̪ih	m		high	complete	
73	63	31	76	turmeric	1	hɐrd̪i	BMRSTVZbd		high	complete	
73	63	32	76	turmeric	1	həɾd̪i	k		high	complete	
73	63	33	76	turmeric	1	hʌɖɨd̪i	t		high	complete	
73	63	34	76	turmeric	1	hʌɽd̪i	CDGHKL		high	complete	
73	63	35	76	turmeric	2	sɐsɐŋg	U		high	complete	
73	63	36	76	turmeric	2	sʌsaŋg	AJ		high	complete	
73	63	38	77	garlic	1	lɐsun	BCDGKLMRSTVZbcdjmpw		high	complete	
73	63	39	77	garlic	1	lʌsũɽ	K		high	complete	
73	63	40	77	garlic	1	nʌsuɖə	J		high	complete	
73	63	41	77	garlic	1	nʌsuɽɨ	H		high	complete	
73	63	42	77	garlic	1	ɾəsun	k		high	complete	
73	63	43	77	garlic	1	ɾʌsuɽ	A		high	complete	
73	63	44	77	garlic	1	rɐsuɳ	U		high	complete	
73	63	45	77	garlic	1	sɐsʊn	t		high	complete	
73	63	48	78	onion	1	pɛjadʒ	Tj		high	complete	
73	63	49	78	onion	1	piadʒ	Vbd		high	complete	
73	63	50	78	onion	1	piadʒɨ	Ucptw		high	complete	
73	63	51	78	onion	1	pijadʒ	R		high	complete	
73	63	52	78	onion	1	pjɐdʒ	Zk		high	complete	
73	63	53	78	onion	1	pjadʒ	AJ		high	complete	
73	63	54	78	onion	1	pʌjadʒ	BCDGHLMSVm		high	complete	
73	63	55	78	onion	1	pʌjãdʒ	K		high	complete	
73	63	56	78	onion	2	gun̪d̪li	Z		high	complete	
73	63	59	79	cauliflower	1	kobi	Tp		high	complete	
73	63	60	79	cauliflower	1	kʊbi	Km		high	complete	
73	63	61	79	cauliflower	1	phʊl kɔbi	L		high	complete	
73	63	62	79	cauliflower	1	phʊl kʊbi	BDGKMdt		high	complete	
73	63	63	79	cauliflower	1	phul kobi	Sk		high	complete	
73	63	64	79	cauliflower	2	phʊl gʊbhi	Zm		high	complete	
73	63	65	79	cauliflower	2	phʊl kɔbi	L		high	complete	
73	63	66	79	cauliflower	2	phʊl kʊbi	BDKMdt		high	complete	
73	63	67	79	cauliflower	2	phul gɔbhi	cj		high	complete	
73	63	68	79	cauliflower	2	phul gobhi	Vbpw		high	complete	
73	63	69	79	cauliflower	2	phul kobi	Sk		high	complete	
73	63	70	79	cauliflower	3	bɐha gobi	cj		high	complete	
73	63	71	79	cauliflower	3	bʌha kʊbi	CHRTU		high	complete	
73	63	72	79	cauliflower	3	bʌhakɔbi	AJ		high	complete	
73	63	75	80	tomato	1	belot̪ɪ	DKL		high	complete	
73	63	76	80	tomato	1	belõt̪ɪ	GH		high	complete	
73	63	77	80	tomato	1	bɪlɐt̪i	k		high	complete	
73	63	78	80	tomato	1	bɪlait̪i	DRSU		high	complete	
73	63	79	80	tomato	1	bɪlɛit̪i	C		high	complete	
73	63	80	80	tomato	1	bɪlɔt̪ɪ	M		high	complete	
73	63	81	80	tomato	1	bɪlot̪i	B		high	complete	
73	63	82	80	tomato	1	bilaɖ	J		high	complete	
73	63	83	80	tomato	1	bilait̪i	Tbcdmptw		high	complete	
73	63	84	80	tomato	1	bilait̪i	Z		high	complete	
73	63	85	80	tomato	1	bilɛit̪i	Vj		high	complete	
73	63	86	80	tomato	2	ʈɐmaʈɐr	SVdm		high	complete	
73	63	87	80	tomato	3	pɐt̪al	Z		high	complete	
73	63	88	80	tomato	4	bhɪdʒri	A		high	complete	
73	63	91	81	cabbage	1	kɔbi	S		high	complete	
73	63	92	81	cabbage	1	kobi	p		high	complete	
73	63	93	81	cabbage	1	kʊbi	Km		high	complete	
73	63	94	81	cabbage	2	bɐn̪d̪e gobi	bcw		high	complete	
73	63	95	81	cabbage	2	bɐn̪d̪ha gobi	Vjpw		high	complete	
73	63	96	81	cabbage	2	bɐn̪d̪ha kubi	BGTd		high	complete	
73	63	97	81	cabbage	2	bʌn̪d̪a gubhi	m		high	complete	
73	63	98	81	cabbage	2	bʌn̪d̪a kubɪ	DKt		high	complete	
73	63	99	81	cabbage	2	bʌn̪d̪ha kɔbɪ	CLS		high	complete	
73	63	100	81	cabbage	3	sɐka kobi	S		high	complete	
73	63	101	81	cabbage	3	sɐkɐm gubhi	Z		high	complete	
73	63	102	81	cabbage	3	sʌkʌm kʊbi	HKMR		high	complete	
73	63	103	81	cabbage	4	pɐʈɔm kubi	U		high	complete	
73	63	104	81	cabbage	4	pɔʈɔŋkɔbi	AJ		high	complete	
73	63	105	81	cabbage	4	poʈːom kobi	k		high	complete	
73	63	108	82	oil	1	sʊnʊm	AJ		high	complete	
73	63	109	82	oil	1	sʊnum	GSbcdjptw		high	complete	
73	63	110	82	oil	1	sulʊm	D		high	complete	
73	63	111	82	oil	1	sunʊm	CDHKLMRTUZm		high	complete	
73	63	112	82	oil	2	t̪ɛl	k		high	complete	
73	63	113	82	oil	2	t̪el	BV		high	complete	
73	63	116	83	salt	1	bʊlʊŋ	GMZ		high	complete	
73	63	117	83	salt	1	bʊlʊŋg	CDHKLRSTbdm		high	complete	
