Form_ID,Position,Kind,Format,Content,Source
d1638,777,comparison,text,"Cf. Pkt. (Avahaṭṭha; Saraha 3.5) khusukhusa- to whisper; H. khuskhus , Nep. khuskhus whispering. Areal etymology to be added to MBE 1969 (the IA items are not in Turner, CDIAL ): Dr. *k/gucVk/gucV-:IA *khusukhusV-. DED(S, N) 1365.","dedr[entry 1638, DED(S, N) 1365]"
d1639,966,comparison,text,Cf. 2092 Ta. kottu .,dedr[entry 1639]
d1644,167,comparison,text,"? Cf. 1629 Ko. kik , Ka. kukke , and 1779 Ma. kuriyan . DEDS(N) 231.",dedr[entry 1644]
d1646,825,comparison,text,Cf. 1873 To. ku·x . DED(S) 1371.,"dedr[entry 1646, DED(S) 1371]"
d1649,341,comparison,text,Cf. 2203 Ta. kōṭai . DED(N) 1374.,"dedr[entry 1649, DED(N) 1374]"
d1654,972,comparison,text,Cf. 1658 Ko. guṛakn .,dedr[entry 1654]
d1654,996,comparison,text,Cf. Skt. kuṭī- intoxicating liquor. DED(S) 1378.,"dedr[entry 1654, DED(S) 1378]"
d1657,104,comparison,text,Cf. Mar. ghuḍgẽ owl. DED 1380.,"dedr[entry 1657, DED 1380]"
d1658,541,comparison,text,Cf. 1654 Ta. kuṭi.,dedr[entry 1658]
d1660,1018,comparison,text,Cf. 1818 Ta. kur̤al .,dedr[entry 1660]
d1663,289,comparison,text,"Cf. Skt. ( lex. ) utkūṭa - umbrella, parasol. DED(S) 1386.","dedr[entry 1663, DED(S) 1386]"
d1669,945,comparison,text,Cf. 1818 Ta. kur̤al and 2082 Kur. xoṇḍxā .,dedr[entry 1669]
d1669,990,comparison,text,"Cf. Skt. kuṇḍa- round hole in ground (for water or sacred fire), pit, well, spring. DED(S) 1389.","dedr[entry 1669, DED(S) 1389]"
d167,340,comparison,text,? Cf. 169 Ta. amuṅku . DED 141.,"dedr[entry 167, DED 141]"
d1670,1354,comparison,text,Cf. Mar. giḍḍā short and thick. DED(S) 1390.,"dedr[entry 1670, DED(S) 1390]"
d1671,810,comparison,text,Cf. 2063 Ta. koṭṭu .,dedr[entry 1671]
d1672,600,comparison,text,Cf. 1677 Kur. kuḍnā and 2064 Ta. koṭṭu . DED(S) 1392.,"dedr[entry 1672, DED(S) 1392]"
d1677,168,comparison,text,Cf. 1672 Ka. kuṭṭu . DED 1397.,"dedr[entry 1677, DED 1397]"
d1678,88,comparison,text,Cf. 2050 Ta. koṭi . DED(S) 1398.,"dedr[entry 1678, DED(S) 1398]"
d1680,513,comparison,text,Cf. 1695 Ta. kuṇṭu .,dedr[entry 1680]
d1683,210,comparison,text,? Cf. 1578 Ta. kir̤aṅku . DED(S) 1546.,"dedr[entry 1683, DED(S) 1546]"
d1684,127,comparison,text,Cf. 2076 Ka. koṇapi and 2210 Konḍa kōṇa .,dedr[entry 1684]
d1684,172,comparison,text,"Cf. Skt. koṇa- drumstick, fiddlestick, club; cf. Apabhraṃśa ( Mahāpurāṇa ) kuḍuva- a stick for beating drums. DED(S) 1404.","dedr[entry 1684, DED(S) 1404]"
d1686,80,comparison,text,? Cf. 1823 Ta. kur̤ai . DED(N) 1406.,"dedr[entry 1686, DED(N) 1406]"
d169,1600,comparison,text,? Cf. 161 Ta. amar and 167 Ta. amir̤ . DED(S) 143.,"dedr[entry 169, DED(S) 143]"
d1695,765,comparison,text,Cf. 1680 Ka. guḍḍu .,dedr[entry 1695]
d1695,788,comparison,text,"Cf. Mar. gũḍ, gũḍā stone, esp. round stone. DED(S) 1414.","dedr[entry 1695, DED(S) 1414]"
d170,180,comparison,text,? Cf. Skt. ( lex. ) āmupa- the cane Bambusa spinosa . DED(S) 144.,"dedr[entry 170, DED(S) 144]"
d1705,737,comparison,text,Cf. 1711( a ) Ta. kutirai . DED(S) 1419.,"dedr[entry 1705, DED(S) 1419]"
d1711,296,comparison,text,Cf. 1705 Ta. kuti .,dedr[entry 1711]
d1711,561,comparison,text,"On the possibility of Te. guṟṟamu being derived from IA (Skt. ghoṭaka- ), see Burrow, IJDL 1.23-4. DED(S, N) 1423, DEN 22 (united Su. 1973).","dedr[entry 1711, DED(S, N) 1423, DEN 22]"
d1719,1514,comparison,text,Cf. 1722 Ta. kuntāli . DED(S) 1429.,"dedr[entry 1719, DED(S) 1429]"
d1722,546,comparison,text,Cf. 1719 Ta. kuttu .,dedr[entry 1722]
d1723,102,comparison,text,"? Cf. Ta. kantu pillar, post. DED (S) 1433.","dedr[entry 1723, DED(S) 1433]"
d1731,1870,comparison,text,"Cf. 1741 Ta. kumi . DED(S, N) 1440, DEDS 247.","dedr[entry 1731, DED(S, N) 1440, DEDS 247]"
d1733,302,comparison,text,Cf. 1741 Ta. kumi . DEDS(N) 246.,dedr[entry 1733]
d1734,99,comparison,text,? Cf. Ta. (TATD) kōppāṉ female crab. DED(S) 1442.,"dedr[entry 1734, DED(S) 1442]"
d1738,176,comparison,text,Cf. 1744 Ta. kumuṟu .,dedr[entry 1738]
d1738,200,comparison,text,Cf. H. gubār outcry. DED 1446.,"dedr[entry 1738, DED 1446]"
d1739,199,comparison,text,"Cf. Mar. kubaṭ rank, musty, mouldy. DED 1447.","dedr[entry 1739, DED 1447]"
d174,646,comparison,text,Cf. Mar. ãbīl gruel. DED(S) 146.,"dedr[entry 174, DED(S) 146]"
d1741,1633,comparison,text,"Cf. 1731 ( a ) Ta. kuppam and 1733 Ka. gumpu . DED(S, N) 1449.","dedr[entry 1741, DED(S, N) 1449]"
d1742,450,comparison,text,Cf. Skt. ( lex. ) kumudā- G. arborea . DED 1450.,"dedr[entry 1742, DED 1450]"
d1744,200,comparison,text,Cf. 1738 Ka. gubu gubu ēr̤u . DED 1452.,"dedr[entry 1744, DED 1452]"
d1746,370,comparison,text,Cf. 1753 Ka. kumbu . DED (N) 1453.,"dedr[entry 1746, DED(N) 1453]"
d1748,242,comparison,text,Cf. 1822 Ta. kur̤ai . DED(S) 1456.,"dedr[entry 1748, DED(S) 1456]"
d175,231,comparison,text,Cf. Skt. hambhā- lowing or bellowing of cattle. DED 147.,"dedr[entry 175, DED 147]"
d1751,215,comparison,text,Cf. 1752 Ta. kumpu . DED(S) 1459.,"dedr[entry 1751, DED(S) 1459]"
d1752,806,comparison,text,Cf. 1751 Ta. kumpiṭu-caṭṭi.,dedr[entry 1752]
d1752,836,comparison,text,"Cf. Pkt. ( DNM ) kumulī- fireplace. DED(S, N) 1460.","dedr[entry 1752, DED(S, N) 1460]"
d1753,113,comparison,text,Cf. 1746 Ta. kumai. DED(N) 1461.,"dedr[entry 1753, DED(N) 1461]"
d1758,47,comparison,text,"? Cf. Skt. kūśma-, kūṣma- n. of an imp or goblin. DED 1465.","dedr[entry 1758, DED 1465]"
d1760,619,comparison,text,Cf. 1617 Ta. kīrai . DED(S) 1467.,"dedr[entry 1760, DED(S) 1467]"
d1764,349,comparison,text,"Cf. Skt. kokila- Indian cuckoo; cf. Pkt. kuhila- id. DED(S, N) 1470.","dedr[entry 1764, DED(S, N) 1470]"
d177,200,comparison,text,"Cf. Mar. ambī, ambekarī a boatman (about Kolhapur and in Carnatic). DED 149.","dedr[entry 177, DED 149]"
d1778,531,comparison,text,"Cf. Apabhraṃśa ( Mahāpurāṇa ) kurumāṇa- faded, withered.",dedr[entry 1778]
d1779,254,comparison,text,"? Cf. 1629 Ko. kik , Ka. kukke , and 1644 Tu. kūñjelů . DED(S, N) 1481.","dedr[entry 1779, DED(S, N) 1481]"
d1780,707,comparison,text,"Cf. 2130 Kur. xorᵒp (Krishnamurti, Language 39.561). DED(S, N) 1482.","dedr[entry 1780, DED(S, N) 1482]"
d1785,306,comparison,text,"Cf. Skt. kuraṅga- a species of antelope, antelope or deer in general. DED(S) 1485.","dedr[entry 1785, DED(S) 1485]"
d1791,810,comparison,text,"Cf. Skt. (Hem. Uṇ. 326) kurumbo 'ṅkuraḥ . DED(S, N) 1491.","dedr[entry 1791, DED(S, N) 1491]"
d1794,263,comparison,text,Cf. 2684 Ta. curi.,dedr[entry 1794]
d1795,340,comparison,text,"Cf. Halbi ghula snail. DED(S, N) 1495.","dedr[entry 1795, DED(S, N) 1495]"
d1796,752,comparison,text,Cf. 1901 Ta. kūraṉ and 2122 Ma. kora.,dedr[entry 1796]
d180,188,comparison,text,Cf. Kur. umbāxārnā to walk on hands and knees. DEDS 27,"dedr[entry 180, DEDS 27]"
d181,194,comparison,text,Cf. 183 Ta. ammā.,dedr[entry 181]
d181,214,comparison,text,Cf. Mar. amā the mother's breast (poetry and nursery). DED 152.,"dedr[entry 181, DED 152]"
d1813,214,comparison,text,Cf. 2252 Ko. go·ḷ . DED(S) 1507.,"dedr[entry 1813, DED(S) 1507]"
d1818,3027,comparison,text,"Cf. 1660 Ta. kuṭai, 1669 Ta. kuṭṭam, and 2059 Ta. koṭṭam. DED(S, N) 1511.","dedr[entry 1818, DED(S, N) 1511]"
d1822,2268,comparison,text,Cf. 1748 Ta. kumpi .,dedr[entry 1822]
d1823,255,comparison,text,"? Cf. 1686 Ta. kuṇukku. DED(S, N) 1515.","dedr[entry 1823, DED(S, N) 1515]"
d1828,400,comparison,text,"Cf. Skt. kūla- pond, pool. DED(S) 1518.","dedr[entry 1828, DED(S) 1518]"
d183,2099,comparison,text,Cf. 181 Ta. ammam.,dedr[entry 183]
d1830,98,comparison,text,Cf. 1833 Ta. kuḷi. DED 1520.,"dedr[entry 1830, DED 1520]"
d1833,116,comparison,text,Cf. 1830 Ta. kuḷavi. DEDS 266.,"dedr[entry 1833, DEDS 266]"
d1837,197,comparison,text,"MBE 1969, p. 291, no. 10, for areal etymology; the IA items are not in Turner, CDIAL : Skt. gulugulita- roaring of an elephant, gulagulā- thunder, gulagulāyate thunders, and Pali and Pkt. items. DED 1525.","dedr[entry 1837, DED 1525]"
d1839,381,comparison,text,Cf. 1851 Ta. kuṟu ; prob. contracted from *kuṟaḷ-. DED(S) 1526.,"dedr[entry 1839, DED(S) 1526]"
d1844,1491,comparison,text,"Cf. 1864 Ta. kuṉṟam. DED(S) 1530, DED 1534.","dedr[entry 1844, DED(S) 1530, DED 1534]"
d1850,1658,comparison,text,Cf. Mar. guddā a blow with the fist.,dedr[entry 1850]
d1851,4772,comparison,text,"Cf. 1839 Ta. kuḷḷam and 1854 Ka. kuṟuje. DED(S, N) 1537.","dedr[entry 1851, DED(S, N) 1537]"
d1852,1783,comparison,text,Cf. 2122 Ma. kora .,dedr[entry 1852]
d1854,101,comparison,text,Cf. 1851 Ta. kuṟu . DEDS 271.,"dedr[entry 1854, DEDS 271]"
d1864,692,comparison,text,Cf. 1844 Ta. kuṟam. DED(S) 1548.,"dedr[entry 1864, DED(S) 1548]"
d1868,1721,comparison,text,Cf. 1871 Ta. kūkai and 1930 Ta. kumuṟi.,dedr[entry 1868]
d1869,171,comparison,text,Cf. 1420 Konḍa ke-. DEDS 273.,"dedr[entry 1869, DEDS 273]"
d187,370,comparison,text,? Cf. Skt. ambu-. DED(S) 158.,"dedr[entry 187, DED(S) 158]"
d1873,431,comparison,text,Cf. 1646 Ta. kuñcu and 2030 Go. koko .,dedr[entry 1873]
d1873,472,comparison,text,"Cf. Skt. ( lex. ) kūkuda- one who gives a girl in marriage. DED(S, N) 1554.","dedr[entry 1873, DED(S, N) 1554]"
d1875,124,comparison,text,Cf. 1893 Ma. kūn .,dedr[entry 1875]
d1875,145,comparison,text,Cf. Skt. kukuṇḍaka- mushroom. DEDS 275.,"dedr[entry 1875, DEDS 275]"
d1880,497,comparison,text,"Cf. 1519 Ka. gijaṭi and 2179 Ko. ko·g . DED(S) 1366, 1560.","dedr[entry 1880, DED(S) 1366]"
d1881,141,comparison,text,"Cf. Skt. ( lex. ) kuṭaru- , Pkt. guḍḍara- id., Mar. guḍhār id., howdah. DED 1561.","dedr[entry 1881, DED 1561]"
d1892,169,comparison,text,Cf. Skt. kuntala- . DED(S) 1572.,"dedr[entry 1892, DED(S) 1572]"
d1893,360,comparison,text,Cf. 1875 Kol. kūku. DED(S) 1573.,"dedr[entry 1893, DED(S) 1573]"
d1894,615,comparison,text,"Cf. Skt. kuvalaya-, kuvala, kuvela- blue waterlily; ? kumuda- white waterlily [both close by day]. DED 1574.","dedr[entry 1894, DED 1574]"
d190,233,comparison,text,"Cf. 898 Ta. ēmam. DED(S, N) 778.","dedr[entry 190, DED(S, N) 778]"
d1901,53,comparison,text,"Cf. 1796 Ta. kurai. DED(S, N) 1581.","dedr[entry 1901, DED(S, N) 1581]"
d1907,813,comparison,text,"Cf. 1636 Ka. kusi DED(S, N) 1587.","dedr[entry 1907, DED(S, N) 1587]"
d1911,536,comparison,text,"Cf. Skt. kūra-, kuru- boiled rice; Pali Pkt. kūra- id. DED(S) 1592.","dedr[entry 1911, DED(S) 1592]"
d1918,125,comparison,text,"Cf. Ka. pēṅkuḷi, pēṅkuṇi , s.v. 4438 Ta. pēy . DED(S) 1598.","dedr[entry 1918, DED(S) 1598]"
d1922,79,comparison,text,Cf. 2257 Ta. kōṟai. DEDS 281.,"dedr[entry 1922, DEDS 281]"
d1925,88,comparison,text,Cf. 2255 Ma. kōṟa . DED(S) 1603.,"dedr[entry 1925, DED(S) 1603]"
d1930,281,comparison,text,"Cf. Ko. gugr, gugrgr... pigeon's noise; gugrceṭy pigeon (for -ceṭy , see 2763). Cf. 1868 Ta. kū. DED(S) 1589.","dedr[entry 1930, DED(S) 1589]"
d1931,2545,source-note,text,"[The wild dog or red dog (which is neither dog nor wolf) is classified by R.I. Pocock, Fauna of British India, Mammalia , 2nd ed., vol. ii (1941), in the genus Cuon , which consists of one species only, C. alpinus , with a number of races, including C. a. dukhunensis , Sykes (habitat the Deccan) and C. a. primaevus Hodgs. (habitat Kumaun to Bhutan). One race, C. a. infuscus (habitat Tenasserim), was formerly C. rutilans Blanford, but C. rutilans has been used also for C. a. dukhunensis. ] DED(N) 1607.","dedr[entry 1931, DED(N) 1607]"
d1934,225,comparison,text,"? Cf. Tu. kāmaṅgāyi a wild species of green gram, Phaseolus rostratus. DEDS 284.","dedr[entry 1934, DEDS 284]"
d1935,59,comparison,text,Cf. Skt. kacaka- id. DEDS 285.,"dedr[entry 1935, DEDS 285]"
d1939,255,comparison,text,"Cf. Go. kēnj-, s.v. 2017( a ) Ta. kēḷ . DED(S) 1612.","dedr[entry 1939, DED(S) 1612]"
d1942,3541,comparison,text,"Cf. Nahali keṭṭo-kama- to put out (fire) ( kama- to do, make). DED (S) 1614.","dedr[entry 1942, DED(S) 1614]"
d1946,405,comparison,text,Cf. 1160 Ta. kaṇ joint.,dedr[entry 1946]
d195,192,source-note,text,[ Setaria italica Beauv. = Panicum italicum Linn.] DEDS 28.,"dedr[entry 195, DEDS 28]"
d1953,1112,comparison,text,Cf. 1547 Ta. citar. DED(N) 1624.,"dedr[entry 1953, DED(N) 1624]"
d1956,229,comparison,text,"Cf. 1990 Ta. cē . DED(S, N) 1627.","dedr[entry 1956, DED(S, N) 1627]"
d1957,2006,comparison,text,"? Cf. 2023 Ta. kai. DED(S, N) 1628.","dedr[entry 1957, DED(S, N) 1628]"
d1958,355,comparison,text,"Cf. 2020 Ta. cēṟu ; cf. 3630 Ta. naṉai , esp. Ta. naṉcey, Te. nanja ; ? cf. 1993 Kur. xēxel. DED(S) 1629.","dedr[entry 1958, DED(S) 1629]"
d196,880,comparison,text,Cf. 920 Ta. aiyam.,dedr[entry 196]
d196,901,comparison,text,? Cf. Skt. ārya- ; Pali ayya- . DED(N) 163.,"dedr[entry 196, DED(N) 163]"
d196,1921,comparison,text,Cf. 364 Ta. āy.,dedr[entry 196]
d196,1939,comparison,text,"Cf. Skt. aye excl. of surprise, recollection, fear (esp. used in dramas). DED 780.","dedr[entry 196, DED 780]"
d1960,586,comparison,text,"Cf. 2009 Ta. kēru and 2006 Ga. keral. DED (S, N) 1630.","dedr[entry 1960, DED(S, N) 1630]"
d1963,605,comparison,text,"Cf. H. cappū, cappal ; Turner, Nep. Dict. , s.v. caporā . DED(S) 1633.","dedr[entry 1963, DED(S) 1633]"
d1966,155,comparison,text,Cf. 1261 Ta. karacai. DEDS 291.,"dedr[entry 1966, DEDS 291]"
d1972,1173,comparison,text,"? Cf. 5493 Te. vel. DED (S, N) 1641.","dedr[entry 1972, DED(S, N) 1641]"
d1977,1885,comparison,text,"Cf. Mar. kïvaḍā deaf. DED(S, N) 1645.","dedr[entry 1977, DED(S, N) 1645]"
d1980,2865,comparison,text,"Cf. 1509 Ka. kikkaṟisu . DED(S, N) 1648.","dedr[entry 1980, DED(S, N) 1648]"
d1981,226,comparison,text,"Cf. Te. ceṟucu , etc., s.v. 1942 Ta. keṭu . DED (N) 1649.","dedr[entry 1981, DED(N) 1649]"
d1983,197,comparison,text,"Cf. 2591 Ta. ciṟai, iṟai . DED(S, N) 1651.","dedr[entry 1983, DED(S, N) 1651]"
d1987,133,comparison,text,Cf. 1404 Ta. kaṉa . DEDS 292.,"dedr[entry 1987, DEDS 292]"
d1989,717,comparison,text,"Cf. Skt. kenāra- temples, upper part of cheek; (Wilson) kandola- the cheek (or the cheek and temple). DED(S, N) 1655.","dedr[entry 1989, DED(S, N) 1655]"
d199,161,comparison,text,Cf. Skt. lākṣā- (Mbh.); rākṣā- ( lex. ) lac. Cf. also Skt. alakta(ka)-. DED 164.,"dedr[entry 199, DED 164]"
d1990,604,comparison,text,"Cf. 1956 Kur. xeppas . DED (S, N) 1656.","dedr[entry 1990, DED(S, N) 1656]"
d1993,96,comparison,text,? Cf. 1958 Ta. cey . DED 1659.,"dedr[entry 1993, DED 1659]"
d1996,59,comparison,text,? Cf. 1366 Ta. kar̤uttu . DED 1662.,"dedr[entry 1996, DED 1662]"
d2004,409,comparison,text,"Cf. Skt. kemuka-, kecuka-, kevūka, kacu-, kacvī- A. colocasia, Colocasia antiquorum. [Colocasia antiquorum Schott = Caladium esculentum Vent. = Arum colocasia Linn.] DED(S) 1667.","dedr[entry 2004, DED(S) 1667]"
d2006,250,comparison,text,Cf. 1960 Ta. ciraṟṟu and 2009 Ta. kēru . DEDS 297.,"dedr[entry 2006, DEDS 297]"
d2007,295,comparison,text,"Cf. Pkt. sērī- street, quarter; Mar. śērī lane, alley. DED(S) 1669.","dedr[entry 2007, DED(S) 1669]"
d2009,306,comparison,text,Cf. 1960 Ta. ciraṟṟu and 2006 Ga. keral . ? Cf. 2013 Kur. xēr . DED(S) 1671.,"dedr[entry 2009, DED(S) 1671]"
d201,706,comparison,text,"< Skt. rājan- . A form in an unknown, but presumably SDr., language is arahaṇasha, gen. sg. of arahaṇa- (cf. Ta. aracaṉ ), in a 'Dravidian Prakrit' legend on a Śātavāhana coin (2nd cent. A.D.); D. C. Sircar, Epigraphia Indica 35.247-52 (1961). DED 167.","dedr[entry 201, DED 167]"
d2010,293,comparison,text,? Cf. 1256 Kol. kayŋg- . DED(S) 1672.,"dedr[entry 2010, DED(S) 1672]"
d2011,328,comparison,text,Cf. 2816 Te. pen-jera . DED(S) 1673.,"dedr[entry 2011, DED(S) 1673]"
d2013,35,comparison,text,? Cf. 2009 Ta. kēru . DED 1675.,"dedr[entry 2013, DED 1675]"
d2015,142,comparison,text,Cf. Apabhraṃśa ( Mahāpurāṇa ) kela- a vessel for liquor; Mar. kēḷī a small vessel. DEDS(N) 298.,dedr[entry 2015]
d2017,1323,comparison,text,Cf. 1939 Ta. keñcu .,dedr[entry 2017]
d2018,772,comparison,text,Cf. OMar. (Master) keḷavili betrothed. DED(S) 1678.,"dedr[entry 2018, DED(S) 1678]"
d2019,1192,comparison,text,"Cf. 915 Ma. ekaṟuka , Te. ēṟu . DED (S, N) 1679.","dedr[entry 2019, DED(S, N) 1679]"
d2020,467,comparison,text,Cf. 1958 Ta. cey .,dedr[entry 2020]
d2022,144,source-note,text,[Amorphophallus campanulatus Blume = Arum campanulatum Roxb.] DED(S) 1682.,"dedr[entry 2022, DED(S) 1682]"
d2023,1081,comparison,text,? Cf. 1957 Ta. cey . DED(S) 1683.,"dedr[entry 2023, DED(S) 1683]"
d203,115,comparison,text,? Cf. 227 Ta. aruḷ (Kitt.). DED 169.,"dedr[entry 203, DED 169]"
d2030,786,comparison,text,Cf. 1873 To. ku·x . DEDS(N) 302.,dedr[entry 2030]
d2033,72,comparison,text,"Cf. DCV , no. 269. DEDS 201.","dedr[entry 2033, DEDS 201]"
d2036,97,comparison,text,? Cf. 2044 Ta. koñcu .,dedr[entry 2036]
d2044,146,comparison,text,? Cf. 2036 Tu. goṅga. DED(S) 1698.,"dedr[entry 2044, DED(S) 1698]"
d2049,1581,comparison,text,Cf. 2081 Ta. koṇṭai and 2200 Ta. kōṭu . DED(S) 1704.,"dedr[entry 2049, DED(S) 1704]"
d2050,247,comparison,text,"Cf. 1678, esp. Kur. kuḍḍā . DED(S) 1705.","dedr[entry 2050, DED(S) 1705]"
d2052,67,comparison,text,Cf. Skt. (P. 4.4.18) kuṭilikā- smith's tongs. DED(S) 1707.,"dedr[entry 2052, DED(S) 1707]"
d2054,2546,comparison,text,"Cf. Mar. ḍõgā curved, bent. DED(S, N) 1709( a ), DED(S, N) 2418.","dedr[entry 2054, DED(S, N) 1709(a), DED(S, N) 2418]"
d2054,2951,comparison,text,Cf. 2209 Ta. kōṇ . DED(S) 1709( b ).,"dedr[entry 2054, DED(S) 1709(b)]"
d2056,184,comparison,text,Cf. 2203 Ta. kōṭai . DED 1711.,"dedr[entry 2056, DED 1711]"
d2058,746,comparison,text,Influenced by Skt. goṣṭha- . DED(S) 1713.,"dedr[entry 2058, DED(S) 1713]"
d2059,475,comparison,text,"Cf. 1818 Ta. kur̤al . DED(S, N) 1714.","dedr[entry 2059, DED(S, N) 1714]"
d2063,1774,comparison,text,Cf. 1671 Ta. kuṭṭu.,dedr[entry 2063]
d2064,1551,comparison,text,"Cf. 1672 Ka. kuṭṭu, 2080 Ka. koṇḍi, and 2126 Pa. gorka .",dedr[entry 2064]
d2066,172,comparison,text,Cf. 2079 Ta. koṇṭi. DED(S) 1721.,"dedr[entry 2066, DED(S) 1721]"
d2070,278,comparison,text,"Cf. Skt. ghoṇṭā- a kind of jujube; (Schmidt, Nachträge ) goṭā- Zizyphus jujuba. DED(S) 1723.","dedr[entry 2070, DED(S) 1723]"
d2076,72,comparison,text,Cf. 1684 Ta. kuṇil and 2210 Konḍa kōṇa,dedr[entry 2076]
d2076,114,comparison,text,Cf. Skt. kuṇapa- spear. DED(S) 1729.,"dedr[entry 2076, DED(S) 1729]"
d2079,341,comparison,text,Cf. 2066 Ta. koṭṭam. DED(S) 1731.,"dedr[entry 2079, DED(S) 1731]"
d2080,94,comparison,text,Cf. 2064 Ta. koṭṭu . DED 1732.,"dedr[entry 2080, DED 1732]"
d2081,519,comparison,text,Cf. 2049 Ta. koṭi .,dedr[entry 2081]
d2082,75,comparison,text,Cf. 1669 Ta. kuṭṭam . DED 1734.,"dedr[entry 2082, DED 1734]"
d2084,2113,comparison,text,"Cf. Skt. kutuka- curiosity, eagerness, desire for; kutūhala- id., impetuosity. DED(S, N) 1735.","dedr[entry 2084, DED(S, N) 1735]"
d2087,584,comparison,text,Cf. 2224 Ta. kōmpai. DED 1737.,"dedr[entry 2087, DED 1737]"
d209,204,comparison,text,Cf. 3959 Ta. paral. DED(S) 172.,"dedr[entry 209, DED(S) 172]"
d2091,1685,comparison,text,"Cf. 2148 Ta. kor̤utu . DED(S, N) 1740, DED(S) 1748.","dedr[entry 2091, DED(S, N) 1740, DED(S) 1748]"
d2092,408,comparison,text,Cf. 1639 Ta. kuccu.,dedr[entry 2092]
d2092,430,comparison,text,"Cf. Pkt. ( DNM ) kuntī- = mañjarī- ; ( DNM , Norman) gutti- garland. DED(S, N) 1741.","dedr[entry 2092, DED(S, N) 1741]"
d2098,212,comparison,text,"Cf. Apabhraṃśa ( Mahāpurāṇa ) gondala- a battle gathering, clamour or tumult and confusion (cf. Shriyan, pp. 220-2). DED 1745.","dedr[entry 2098, DED 1745]"
d2099,96,comparison,text,"Cf. Skt. gauṇḍalī- a kind of dancing (Mandakranta Bose, Classical Indian Dancing , p. 9, etc.). DED 1746.","dedr[entry 2099, DED 1746]"
d2105,267,comparison,text,? Cf. 2146 Ta. kor̤u .,dedr[entry 2105]
d2106,507,comparison,text,"Cf. 4455 Ta. pokuṭṭu . DED(S, N) 1752.","dedr[entry 2106, DED(S, N) 1752]"
d2107,109,comparison,text,Cf. 2114 Kol. kopli. DED 1753.,"dedr[entry 2107, DED 1753]"
d2114,56,comparison,text,Cf. 2107 Ta. koppaḷi . DED 1758.,"dedr[entry 2114, DED 1758]"
d2119,1650,comparison,text,"Cf. Mar. koytā grass-sickle; koytī small knife. DED(S, N) 1763.","dedr[entry 2119, DED(S, N) 1763]"
d2122,310,comparison,text,"Cf. 1796 Ta. kurai . DED 1765 (and from 1496, 1538).","dedr[entry 2122, DED 1765]"
d2126,100,comparison,text,Cf. 2064 Ta. koṭṭu . DED 1769.,"dedr[entry 2126, DED 1769]"
d2128,93,comparison,text,Cf. 1635 Konḍa kus- . DED(N) 1362.,"dedr[entry 2128, DED(N) 1362]"
d213,635,comparison,text,Cf. 219 Ta. ari. DED(N) 176.,"dedr[entry 213, DED(N) 176]"
d2130,86,comparison,text,"Cf. 1780 Ta. kuru (Krishnamurti, Language 39.561). DED(S) 1771.","dedr[entry 2130, DED(S) 1771]"
d2141,40,comparison,text,"For a similar word, cf. Santali hola'd razor (Pinnow, p. 174). DED(N) 1780.","dedr[entry 2141, DED(N) 1780]"
d2145,180,source-note,text,[T. purpurea Pers. = G. Colonila Ham.] DED(S) 1783.,"dedr[entry 2145, DED(S) 1783]"
d2146,1714,comparison,text,? Cf. 2105 Ta. kopparai . DED(S) 1784.,"dedr[entry 2146, DED(S) 1784]"
d2149,3336,comparison,text,"Cf. 3650 Ta. nāy , for -kuṛi , etc., in Konḍa, Kui, Kuwi.",dedr[entry 2149]
d215,509,comparison,text,"Cf. 3829 Ko. pace·k , To. počišky . DED(S, N) 178.","dedr[entry 215, DED(S, N) 178]"
d216,528,comparison,text,Cf. 223 Ta. arukku . DED(S) 179.,"dedr[entry 216, DED(S) 179]"
d2163,484,source-note,text,[ S. italica Beauv. = P. italicum Linn.] DED(S) 1797.,"dedr[entry 2163, DED(S) 1797]"
d2172,208,comparison,text,"? Cf. Ta. koṭṭāvi , (Koll.) koṭṭāy, koṭṭāyuṭ yawn. Ma. kōṭṭāvi yawn, gaping. DEDS 321.","dedr[entry 2172, DEDS 321]"
d2179,280,comparison,text,Cf. 1880 Ta. kūcci.,dedr[entry 2179]
d219,101,comparison,text,Cf. 213 Ta. ari. DED 182.,"dedr[entry 219, DED 182]"
d2200,892,comparison,text,Cf. 2049 Ta. koṭi . DED (N) 1824.,"dedr[entry 2200, DED(N) 1824]"
d2201,263,comparison,text,Cf. Mar. goṭ hem of garment; H. goṭā edging of gold lace. DED 1825.,"dedr[entry 2201, DED 1825]"
d2203,303,comparison,text,Cf. 1649 Ta. kuṭakam and 2056 Ta. koṭuku . DED 1827.,"dedr[entry 2203, DED 1827]"
d2206,271,comparison,text,The kōṭṭi forms may be from Skt. DED 1830.,"dedr[entry 2206, DED 1830]"
d2207,293,comparison,text,"Cf. Skt. koṭṭa-, koṭa- fort, stronghold. DED 1831.","dedr[entry 2207, DED 1831]"
d2209,775,comparison,text,Cf. 2054( b ) Ta. kōṭi .,dedr[entry 2209]
d2210,99,comparison,text,Cf. 1684 Ta. kuṇil and 2076 Ka. koṇapi . DEDS 329.,"dedr[entry 2210, DEDS 329]"
d2218,405,comparison,text,? Cf. 1416 Ta. kā . DED(S) 1838.,"dedr[entry 2218, DED(S) 1838]"
d2224,159,comparison,text,Cf. 2087 Ta. kotumpu .,dedr[entry 2224]
