section,pdf_page,printed_page,top,native,raw_head,form,pos,gloss,cdial_ids,link_method,etymology,ocr_confidence,confidence,review_reasons,gold_rows,raw_entry
main,73,38,514,,sl. sabhatai; pd. sabbhi,sl. sabhatai; pd. sabbhi,emph,,,unlinked,,79.99309554545454,0.2,missing_gloss;missing_native;suspicious_headword,,"sl. sabhatai; pd. sabbhi, emph. -e; po. sabbhanām, ext. -anārmiha; pl."
main,73,38,559,,sabbhanīm),sabāiā,adj; adv,"whole, all; everywhere",13276,gold,"13276 sarva-: = HABBHU; cf. SABĀIĀ, SARABA",83.80232714814815,1.0,,322,"sabbhanīm), adj. ‘all, every’; also pr. ‘everyone, everything’, sim. sabhu ko, sabhu kichu, etc.: sl. sabhatai AsV18.1 as adv. ‘everywhere’. 380. [13276 sarva-: = HABBHU; cf. SABĀIĀ, SARABA]"
main,73,38,714,ਸੰਭੂ,sambhū,sambhū,adj,self-existent (of Gody [if not ‘benevolent,,unlinked,svayambhū-: =SAMBHAÙ,69.62937481944445,0.5899999999999999,suspicious_gloss,,"sambhū, adj. ‘self-existent (of Gody [if not ‘benevolent’ (Sk. śambhū-)]. 1. [svayambhū-: =SAMBHAÙ]"
main,73,38,822,ਸਭੇਗੀ,sabhogī,sabhogī,adj,with sensual delights,,unlinked,sa- + BHOGU,79.75738188888889,0.71,,,"sabhogī, adj. ‘with sensual delights’. 1°. [sa- + BHOGU]"
main,73,38,881,ਸਮ,sama,sama,adj,equal,,unlinked,Sk.,90.37108189423077,0.8300000000000001,,,"sama, adj. ‘equal’, as sama kari ‘make equal’, sama kari jāni ‘think of as equal, consider as the same’. 12. [Sk.]"
main,73,38,985,ਸਮਸਰਿ,"samasari (-e"")",samasari,adj,equal to,,unlinked,SAMA _+ SARI’: cf. SAMAISARIJ,78.43728125,0.71,,,"samasari (-e""), adj. ppn. ‘equal to’. 5. [SAMA _+ SARI’: cf. SAMAISARIJ"
main,73,38,1051,ਸਮਝ,samajha,samajha,f,"understanding, perception",,unlinked,<SAMAJHI,88.55407285714286,0.8300000000000001,,,"samajha, f. ‘understanding, perception’. 4. [ <SAMAJHI]"
main,73,38,1110,ਸਮਝਇ,samajhāi,samajhāi,vt,"cause to understand, make perceive; cause to be understood, explain",,unlinked,v.c. <SAMAJHI,91.3385646,0.8300000000000001,,,"samajhāi, v.t. ‘cause to understand, make perceive; cause to be understood, explain’. 28. [v.c. <SAMAJHI]"
main,73,38,1213,ਸਮਝਿ,samajhi,samajhi,"vt, vi","understand, perceive, realize",12959,gold,12959 sahbudhyate,70.28820618750001,1.0,,325,"samajhi, v.t, v.i. ‘understand, perceive, realize’. 18. [12959 sahbudhyate]"
main,73,38,1319,ਸਮਦਰਸੀ,samadarasī,samadarasī,adj,regarding impartially,,unlinked,Sk. samadarśin-),88.00642485714286,0.8300000000000001,,,"samadarasī, adj. ‘regarding impartially’. 1. [Sk. samadarśin-)"
main,73,38,1378,ਸਮਧਾਂ,samadhārh,samadhārh,f,"fuel, firewood (for sacrificey",,unlinked,Sk. samidh-,87.51027677777778,0.8300000000000001,,,"samadhārh, fp. ‘fuel, firewood (for sacrificey. 2. [Sk. samidh-]"
main,73,38,1439,ਸਮਪਿ,samappi,samappi,vt,"hand over, give up",13192,gold,13192 samarpayati (> Pk. samappei): cf. SAUMPI,80.44727413636363,1.0,,326,"samappi, v.t. ‘hand over, give up’. 1. [13192 samarpayati (> Pk. samappei): cf. SAUMPI]"
main,73,38,1536,ਸਮਰਥੁ,samarathu,samarathu,adj,"able, capable; powerful, mighty (of God",,unlinked,"Sk. samartha-: =SAMMRATHU, SAMMRITHU",81.52596403333334,0.8300000000000001,,,"samarathu, adj. ‘able, capable; powerful, mighty (of God]. 8. [Sk. samartha-: =SAMMRATHU, SAMMRITHU]"
main,73,38,1649,ਸੰਮਲਿ,sammhali’,sammhali,vt, remeber,13057,gold,13057 samsmarati (> Pk. sarhbhalai),60.8355284375,1.0,,327,"sammhali’, v.t. ‘remember. 3. [13057 samsmarati (> Pk. sarhbhalai)]"
main,73,38,1757,ਸੰਮਲਿ,sammhali?,sammhali,vt,"look after, take over",12962,gold,12962 *sarhbhalati,65.9103394375,1.0,,328,"sammhali?, v.t. ‘fook aftei; take over. 1(DO45). [12962 *sarhbhalati]"
main,74,39,0,,samāvarhhi),samāi,vi,"be contained, fit into, enter into, be absorbed in, be minfled with, pervade, be destroyed",12975,gold,12975 samāti,78.42115131734006,1.0,,329,"samāvarhhi), v.i. ‘be contained, fit intozenter into, be absorbed in; be mingled with, pervade; be destroyed’: samāi jāi ‘be destroyed’: samāi rahi ‘remain absorbed in’. c.220. [12975 samāti]"
main,74,39,169,ਸਮਾਇ,samāi? (infl. as SAMĀI'; imp. 2s. sameu Sr16°),samāi,vt,"absorb, cause to be mingled with, obliterate, destroy",12977,gold,12977 . sahmāpayati,71.8698876439394,1.0,,330,"samāi? (infl. as SAMĀI'; imp. 2s. sameu Sr16°), v.t. ‘absorb; cause to be mingled with: obliterate, destroy’ (int. + lai). c.30. [12977 . sahmāpayati]"
main,74,39,321,ਸਮਾਇ,tsamāi?,samāi,vt,provide,,unlinked,rhyme-form of SAMAHI,71.26353502222221,0.71,,,"tsamāi?, v.t. ‘provide’, in tdenhdā sabhanārh jīām rijaku samāi MiV15.1. M3"". [rhyme-form of SAMAHI]"
main,74,39,429,ਸਮਾਇ,samāi*,samāi*,f,profound meditation,,unlinked,rhyme- form of SAMĀDHI (perh. x SAMĀI!),82.07238845454545,0.6500000000000001,suspicious_headword,,"samāi*, f. ‘profound meditation’ (+ kari), in tau darasana kī karatürh samāi Ti2', nārhu lainhi aru karanhi samāi S16"". 2"". [rhyme- form of SAMĀDHI (perh. x SAMĀI!)]"
main,74,39,586,ਸਮਾਇਣੁ,samāinu,samāiṇu,m,"sour milk, rennet (used to coagulate fresh milk)",12937,gold,12937 *sarhpātana-,76.95765261363636,1.0,,331,"samāinu, m. ‘sour milk, rennet (used to coagulate fresh milky. 1. [12937 *sarhpātana-]"
main,74,39,688,ਸਮਾਹਿ,samāhi,saṃbāhi,vt,provide,13017,gold,= SAMBĀHI; cf. SAMĀI?,58.047737,1.0,,323,"samāhi, v.t. ‘provide’, in dānu samāhe MrSS5. 1"". [ = SAMBĀHI; cf. SAMĀI?]"
main,74,39,782,ਸਮਾਧਿ,"samādhi (-amh"")",samādhi,f,"meditation, intense and silent contemplation; yogic trance state",,rejected,Sk.: cf. SAMĀ1*,80.59630881818183,0.7500000000000001,unverified_cdial_candidate,,"samādhi (-amh""), f. ‘meditation, intense and silent contemplation; yogic trance state’ (+ kari, lagāi, lāi). 17. [Sk.: cf. SAMĀ1*]"
main,74,39,904,ਸਮਾਨਿ,"samāni (-ai"")","samāni, samānai","adj, ppn",equal to,13211,gold,13211 samāna-,81.65485055555556,1.0,,332,"samāni (-ai""), adj. ppn. ‘equal to’. S. [13211 samāna-]"
main,74,39,957,ਸਮਾਰਿ,samhāri,"samhāli, samhāri, sammhāli",vt,"look after, uphold, support set; set in order, prepare, take over",12961,gold,=SAMHALI',87.41076844444444,1.0,,333,"samhāri, v.t. ‘look after; take over’. 4. [ =SAMHALI']"
main,74,39,1016,ਸਮਾਲਿ,samhāli! (also sammhāli),samhāli,vt,,,unlinked,,90.64278870000001,0.56,missing_gloss,,"samhāli! (also sammhāli), v.t. ‘look after, uphold, support; set in"
main,74,39,1069,,order,order,pr,,12961,explicit,12961 samhbhārayati:. =SAMHĀRI,63.31667184999999,0.46,missing_gloss;missing_native,,"order, prepare; take over’ (int. + lai). 29. [12961 samhbhārayati:. =SAMHĀRI]]"
main,74,39,1172,ਸਮਾਲਿ,"samhāli? (also sammhāli, ext. pres. Ip. -ehāmn VaA2”","samhāli, sammhāli",vt,"remember, recollect",13059,gold,13059 sahsmārayati: cf. SAMMHALI',74.33500934999999,1.0,,334,"samhāli? (also sammhāli, ext. pres. Ip. -ehāmn VaA2”, v.t. ‘remember, recollect’. 20. [13059 sahsmārayati: cf. SAMMHALI']"
main,74,39,1277,ਸੰਮਿ,tsammi (or sammhi),"sammi, sammhi",vi,sleep,13905,gold,13905 svapnāyate: syn. savi,90.49186019999999,1.0,,335,"tsammi (or sammhi), v.i. ‘sleep’. F"". [13905 svapnāyate: syn. savi]"
main,74,39,1340,ਸੰਮਿਅਆ,sammiā,sammiā,f,crutch (used to support body in meditaiion,,unlinked,Sk. śamyā-,73.73959154545454,0.71,,,"sammiā, f. ‘crutch (used to support body in meditaiion]. 1. [Sk. śamyā-]"
main,74,39,1447,ਸਮੁੰਦਰੁ,samundaru,samundaru,m,,,unlinked,=SAMUNDU,79.3504226,0.44,missing_gloss,,"samundaru, m. 1. [ =SAMUNDU]"
main,74,39,1507,ਸਮੁੰਦ,samundu (so. samurhda BIT1?7),samundu,m,"sea, ocean",,unlinked,"for Sk. samudra-: =SAMUNDARU, SAMUNDRU",89.81246265909091,0.8300000000000001,,,"samundu (so. samurhda BIT1?7), m. ‘sea, ocean’. 12. [for Sk. samudra-: =SAMUNDARU, SAMUNDRU]"
main,74,39,1616,ਸਮੁੰਦ,samundru,samundru,m,,,unlinked,=SAMUNDU,90.10194240000001,0.56,missing_gloss,,"samundru, m. 1. [ =SAMUNDU]"
main,74,39,1670,ਸਮੇਉ,sameu,sameu,xref,,,unlinked,,87.32915233333334,0.6799999999999999,,,sameu: see SAMĀI?
main,74,39,1732,ਸਮੇਤਿ,sameti,sameti,ppn,together with,,unlinked,Sk. sameta-,87.75787914285715,0.8300000000000001,,,"sameti, ppn. ‘together with’. 1"". [Sk. sameta-]"
main,74,39,1793,ਸਮੈਸਰਿ,samaisari,samaisari,adj,"equal, impartial",,unlinked,cf. SAMASARIJ samvapati]j,51.81613806666667,0.5899999999999999,low_ocr_confidence,,"samaisari, adj. ‘equal, impartial’, as drisati samaisari RaA8. 1. [cf. SAMASARIJ samvapati]j"
main,75,40,53,ਸੰਮ੍ਥੁ,sammrathu,sammrathu,adj,"ʻable;, mighty, powerful (of Gody",,unlinked,"=SAMARATHU, SAMMRITHU",84.6014368125,0.8300000000000001,,,"sammrathu, adj. ‘ʻable;, mighty, powerful (of Gody. 5. [=SAMARATHU, SAMMRITHU]"
main,75,40,159,ਸੰਮ੍ਰਖਿ,sammrithu,sammrithu,adj,,,unlinked,= SAMMRATHU,90.38077666666668,0.56,missing_gloss,,"sammrithu, adj. 1. [ = SAMMRATHU]"
main,75,40,215,ਸਰ,"sara', ‘lake’","sara', ‘lake’",xref,,,unlinked,,65.356279,0.38000000000000006,suspicious_headword,,"sara', ‘lake’: see SARU?"
main,75,40,272,ਸਰ,sara?,sara,pr,like,,unlinked,= SARI?,79.71466715384615,0.71,,,"sara?, prepn. ‘like’, in thala tapamihi sara bhāra TuB7. 1. [ = SARI?]"
main,75,40,332,ਸਰ,sara?,sara,f,awareness,13861,gold,13861 smara-?: cf. SARA?) .,73.76633425555556,1.0,,337,"sara?, f? ʻ‘awareness?’, in ikanhāmn...na akali sara SaV22.2. 1. [13861 smara-?: cf. SARA?) ."
main,75,40,437,ਸਰਸੂ,sarasu (-ā),"sarasu, sarasā",adj,"happy, delighted",13255,gold,13255 sarasa-',67.086563,1.0,,338,"sarasu (-ā), adj. ‘happy, delighted’. 7. [13255 sarasa-']"
main,75,40,501,ਸਰਕਾਰਾਂ,sarakārā,sarakārā,f,"rule, government",,unlinked,Pers. sarkār: =SIRAKĀRA,88.950164625,0.8300000000000001,,,"sarakārā, f. ‘rule, government’. 1"". [Pers. sarkār: =SIRAKĀRA]"
main,75,40,559,ਸਰਗੁਣ,saragunu,saraguṇu,adj,possessing all qualities (of God,,unlinked,Sk. sarvaguna-,90.55892639999999,0.8300000000000001,,,"saragunu, adj. ‘possessing all qualities (of God]. 1. [Sk. sarvaguna-]"
main,75,40,622,ਸਰਜੀਤੁ,sarajītu,sarajītu,adj,,,unlinked,Sk. sarvajita-,75.1482515,0.44,missing_gloss,,"sarajītu, adj. ʻall-conquering (of Gody. 1. [Sk. sarvajita-]"
main,75,40,679,ਸਰਣਾ,"sarannā (sl. -i, -āi, -āī°)",saraṇā,f,"shelter, protecton",12326,gold,12326 śarana-?: =SARANĀ,74.86386031818182,1.0,,339,"sarannā (sl. -i, -āi, -āī°), f. ‘shelter, protection’. 48. [12326 śarana-?: =SARANĀ]"
main,75,40,792,ਸਰਣਾਗਤਿ,saranāgati,saraṇāgati,adj,"having come for protection, seeking refuge",,unlinked,Sk. śaranāgata-,78.87513765277777,0.71,,,"saranāgati, adj. ‘having come for protection, seeking refuge’: m. ‘refugee’. 6. [Sk. śaranāgata-]"
main,75,40,893,ਸਰਧਾਂ,saradhā,saradhā,f,"faith, trust",,unlinked,Sk. śraddhā-),85.823119,0.8300000000000001,,,"saradhā, f. ‘faith, trust’. 1. [Sk. śraddhā-)"
main,75,40,952,ਸਰਨਾ,"saranā (-arh°, sl. -i)",saranā,f,shelter,,unlinked,=SARANA,82.67715188888889,0.8300000000000001,,,"saranā (-arh°, sl. -i), f. ‘shelter’. 3. [ =SARANA]"
main,75,40,1013,ਸਰਪਨਿ,sarapani,sarapani,f,female snake; the wicked world,,unlinked,,85.93886318181819,0.8300000000000001,,,"sarapani, f. ‘female snake; the wicked world’. 5. (Sk. sarpinī-: cf. SAPPU]"
main,75,40,1116,ਸਰਪਰ,sarapara,sarapara,adv,"certainly, surely",,unlinked,formed from PaRrU??: =P. sarpar,82.08238511111111,0.8300000000000001,,,"sarapara, adv. ‘certainly, surely’. 3. [formed from PaRrU??: =P. sarpar]"
main,75,40,1224,ਸਰਫਾ,saraphā,saraphā,m,spending,,unlinked,Ar. sarfa] .,83.01809510000001,0.8300000000000001,,,"saraphā, m. ‘spending’, as sl. saraphai saraphai S131 ‘by continual spending’. 2. [Ar. sarfa] ."
main,75,40,1331,ਸਰਬ,saraba,saraba,pr,all,,unlinked,,74.40380592142857,0.71,,,"saraba, pr., adj. ‘all’: freq. forming compounds, e.g. saraba samānnā tall-pervading’, saraba kalā ‘all-skilled’, saraba drisatti ‘all-seeing':"
main,75,40,1425,,si. sarabe,si. sarabe,adv,"in all things, everywhere",,unlinked,"Sk. sarva-: cf. SABBHU (and SARAGUNU, SARAJITU)",79.89802739090909,0.6499999999999999,missing_native,,"si. sarabe, adv. ‘in all things, everywhere’, sim. saraba nirantari, saraba Dh1, sarabīm thāīrh, etc. 90. [Sk. sarva-: cf. SABBHU (and SARAGUNU, SARAJITU)]"
main,75,40,1578,ਸਰਬਾਣਾ,sarabānā,sarabāṇā,m,archer,,unlinked,Sk. śaravāni-,50.069990272727274,0.5899999999999999,low_ocr_confidence,,"sarabānā, m. ‘archer’, in āpe dhanakhu āpe sarabānā MrS1'. 1"". [Sk. śaravāni-]"
main,75,40,1684,ਸਰਮ,sarama,sarama,f,"shame, modesty",,unlinked,Pers. sharm),48.2958859,0.5899999999999999,low_ocr_confidence,,"sarama, f. ‘shame, modesty’, in sarama sunnati MjV7.1. 1. [Pers. sharm)"
main,75,40,1787,ਸਰਮਿੰਦਾ,tsaramindā,saramindā,adj,put to shame,,rejected,Pers. sharminda] LTatnEr tnan DHSS (SXK. SaArman-]j. 12. LSK. Srama-j,76.3433625,0.63,unverified_cdial_candidate,,"tsaramindā, adj. ‘put to shame’. F. [Pers. sharminda] LTatnEr tnan DHSS (SXK. SaArman-]j. 12. LSK. Srama-j"
main,76,41,49,ਸਰਮੂਇ,saramūui,saramūui,m,hair of one,,unlinked,,84.48497745454546,0.8300000000000001,,,"saramūui, m. ‘hair of one’s head’. 1'. (Pers. sar + mūy]"
main,76,41,110,ਸਰਵ੍ਰੁ,"saravaru (ext. sl. -arai As29, but saravarai AsSp3)",saravaru,m,"lake, pool; sea, ocean",,unlinked,for Sk. sarovara-: =SAROYARU,89.26094301948052,0.8300000000000001,,,"saravaru (ext. sl. -arai As29, but saravarai AsSp3), m. ‘lake, pool; sea, ocean’. 19. [for Sk. sarovara-: =SAROYARU]"
main,76,41,215,ਸਰਾ,sarā!,sarā,m,liquor,,gold,saraka- (rather than Ar. sharāb)),85.74760418333334,1.0,,340,"sarā!, m. ‘liquor’, in saccu sarā gura bāharā Sr5 (and BgV12.1). 2. [saraka- (rather than Ar. sharāb))"
main,76,41,322,ਸਰਾਰ੍,sarā?,sarā,m,"the sharrat, Islamic law",,unlinked,Ar. shar: syn. SARIATI,77.4160562,0.71,,,"sarā?, m. ‘the sharrat, Islamic law’..2. [Ar. shar: syn. SARIATI]"
main,76,41,388,ਸਰਾਇ,sarāi,sarāi,f,palace,,unlinked,Pers. sarāy,79.17111716666666,0.71,,,"sarāi, f. ‘palace’. 1"". [Pers. sarāy]"
main,76,41,450,ਸਰਾਇਚਾ,sarāicā,sarāicā,m,"tent, pavilion",,unlinked,Pers. sarāyca,91.940834,0.8300000000000001,,,"sarāicā, m. ‘tent, pavilion’. 2. [Pers. sarāyca]"
main,76,41,508,ਸਰਾਇਰਾ,sarāirā,sarāirā,adj,straight as an arrow (?),12336,gold,12336 śaru- (or 12349 śalākā-?) + ?,81.08402090555555,1.0,,341,"sarāirā, adj. ‘straight as an arrow?, in simmalu rukkhu sarāirā AsV14.1. 1. [12336 śaru- (or 12349 śalākā-?) + ?]"
main,76,41,613,ਸਰਾਪੀ,sarāpī,sarāpī,adj,accursed,,unlinked,<SARĀPU,70.41230766666666,0.71,,,"sarāpī, adj. ‘accursed’. 1. [ <SARĀPU]"
main,76,41,673,ਸਰਾਪ,sarāpu,sarāpu,m,curse,12293,gold,< 12293 śapyati (with intrusive -r-) =P. sarāp] _,81.35553443181817,1.0,,342,"sarāpu, m. ‘curse’. 1. [< 12293 śapyati (with intrusive -r-) =P. sarāp] _"
main,76,41,779,ਸਰਾਫੀ,sarāphi,sarāphi,f,"money-changing, banking",,unlinked,Ar. > Pers. sarrāfi,45.527645899999996,0.5899999999999999,low_ocr_confidence,,"sarāphi, f. ‘money-changing, banking’ (+ kari). 1. [Ar. > Pers. sarrāfi]"
main,76,41,886,ਸਰੁ,sarāphu,sarāphu,m,"money-changer, banker",,unlinked,Ar. sarraāf,77.93332014285714,0.71,,,"sarāphu, m. ‘money-changer, banker’. 4. [Ar. sarraāf]"
main,76,41,941,ਸਰਿ,sari! ‘iake’,sari! ‘iake’,xref,,,unlinked,,77.26639,0.38000000000000006,suspicious_headword,,sari! ‘iake’: see SARU’
main,76,41,999,ਸਰਿ,sari?,sari,ppn,like,13118,gold,13118 sadrk: = SARAŽ; cf. SAMASARI,71.19008454166666,1.0,,343,"sari?, ppn. ‘like’, usu. as tumha sari ‘like ygu’. 6. [13118 sadrk: = SARAŽ; cf. SAMASARI]"
main,76,41,1106,ਸਰਿ,sari?,sari,vi,happen,13250,gold,13250 sarati,81.86385167307692,1.0,,344,"sari?, v.i. ‘happen’ in bhal? sarī Sr11 ʻit has turned out well’. 1. [13250 sarati]"
main,76,41,1212,ਸਰਿ,sari*,sari*,vt,"make, create",,unlinked,=sr',41.749353166666666,0.40999999999999986,low_ocr_confidence;suspicious_headword,,"sari*, v.t. ‘make, create’, in pindu sarïā MrS7' ‘the body was made’. 1'. [=sr']"
main,76,41,1322,ਸਰੀਅਤਿ,sariati,sariati,f,"the sharrat, Islamic law",,unlinked,Ar. > Pers. sharrat: syn. SARĀ°,69.38713879166667,0.71,,,"sariati, f. ‘the sharrat, Islamic law’. 2. [Ar. > Pers. sharrat: syn. SARĀ°]"
main,76,41,1428,ਸਰੀਕੀ,sariki,sariki,f,partnership,,unlinked,Ar. > Pers. sharīkī,71.45481506666667,0.71,,,"sariki, f. ‘partnership’, as sarīkī kari ‘establish equality’. 1. [Ar. > Pers. sharīkī]"
main,76,41,1534,ਸਰੀਕੁ,sarīku,sarīku,m,"partner, associate",,unlinked,Ar. sharīk,90.10081042857144,0.8300000000000001,,,"sarīku, m. ‘partner, associate’. 3. [Ar. sharīk]"
main,76,41,1594,ਸਰੀਰੁ,sarīru (-3),"sarīru, sarīrā",m,body,12335,gold,12335 (or Sk.) śarīra-,79.1731131111111,1.0,,345,"sarīru (-3), m. ‘body’. 34. [12335 (or Sk.) śarīra-]"
main,76,41,1652,ਸ੍ਰੁ,saru! (so.,saru,pd,; sl. sari,,rejected,13524 saras-,80.65623559152421,0.7500000000000001,unverified_cdial_candidate,,"saru! (so., pd. sara'; sl. sari', -e; po. sarārh), m. ‘lake, pool, tank; river, ocean; bodily aperture, sense; yogic channel, centre, nādi’ [for sara apasara see APASARA]. 32. [13524 saras-]"
main,76,41,1804,ਸ੍ਰੂ,tsaru?,saru,m,arrow,12336,gold,12336 śaru-,85.45980071428572,1.0,,347,"tsaru?, m. ‘arrow’. M2 (MjV22.2). [12336 śaru-]"
main,77,42,0,ਸਦੂਘ,sarupu,sarupu,m,(God) whose form is truth,,unlinked,Sk. svarūpa-: = ASARŪPU,85.05195595555556,0.8300000000000001,,,"sarupu, m. essential torm, nature, identity , usu. as compound- final, esp. sati sarūpu (-a)‘(God) whose form is truth’, joti sarūpu (-a) ‘whose form is light’. 13. [Sk. svarūpa-: = ASARŪPU]"
main,77,42,147,ਸਰੂਪ,sarāpu? (-ā),sarāpu,adj,"beautiful, Iovely",,unlinked,Sk. sarūpa-,80.5250255,0.8300000000000001,,,"sarāpu? (-ā), adj. ‘beautiful, Iovely’. 5. [Sk. sarūpa-]"
main,77,42,210,ਸਹੈਸਟੁ,saresatu,saresaṭu,adj,"excellent, best",,unlinked,for Sk. sreştha-,86.22141075,0.8300000000000001,,,"saresatu, adj. ‘excellent, best’. 1. [for Sk. sreştha-]]"
main,77,42,270,ਸਰੈਵਿ,sarevi,sarevi,vt,"serve, attend on, worship",13594,gold,13593 sevate (cf. SARĀPU for -r-?): =sEviI,77.47845896969696,1.0,,348,"sarevi, v.t. ‘serve, attend on, worship’. 9. [13593 sevate (cf. SARĀPU for -r-?): =sEviI]"
main,77,42,377,ਸਰੋਤ,"sarota (-i"")",sarota,f,"what is heard, sound, voice",,unlinked,Sk. śrotā-,85.19609263636363,0.8300000000000001,,,"sarota (-i""), f. ‘what is heard, sound, voice’. 3. [Sk. śrotā-]]"
main,77,42,435,ਸੰਰੋਵਰੁ,sarovaru,sarovaru,m,lake,,unlinked,= SARAVARU] .,74.529610625,0.71,,,"sarovaru, m. ‘lake’. 2. [ = SARAVARU] ."
main,77,42,495,ਸਲ੍ਠੂ,salalu,salalu,m,water,,unlinked,for Sk. salila-: =sauiLU,82.438256375,0.8300000000000001,,,"salalu, m. ‘water’. 4. [for Sk. salila-: =sauiLU]"
main,77,42,556,ਸਲਾਈ,salāī,salāī,f,small metal instrument for applying collyrium to the eyes,12349,gold,12349 śalākā-,79.41962472727273,1.0,,349,"salāī, f. ‘small metal instrument for applying collyrium to the eyes’. 1. [12349 śalākā-]"
main,77,42,662,ਸਲਾਹ,salāha,sālāha,f,praise,12736,gold,=SALĀHA,81.0218356,1.0,,391,"salāha, f. ‘praise’. 2. [=SALĀHA]"
main,77,42,720,ਸਲਾਹਿ,salāhi,"sālāhi, salāhi",vt,"praise, magnify",12734,gold,=SĀLĀHI,85.21679469444445,1.0,,392,"salāhi, v.t. ‘praise, magnify’: sabadi salāhi ‘praise through the Word’. 26. [ =SĀLĀHI]"
main,77,42,827,ਸਲਾਮਤਿ,salāmati,salāmati,adj,"safe, secure",,unlinked,Ar.. > Pers. salāmat,86.32174277777777,0.8300000000000001,,,"salāmati, adj. ‘safe, secure’. 2. [Ar.. > Pers. salāmat]"
main,77,42,887,ਸਲਾਮੁ,salāāmu,salāāmu,m,"greeting, salutation, salaam",,unlinked,Ar. salām,87.5780082,0.8300000000000001,,,"salāāmu, m. ‘greeting, salutation, salaam’ (+ kari). 8. [Ar. salām]"
main,77,42,944,ਸਲਾਰੂ,salāru,salāru,m,"chief, commander, captain",,unlinked,Pers. sālār]),83.74958757407407,0.8300000000000001,,,"salāru, m. ‘chief, commander, captain’: ‘sālār’ (as generic title of Muslim saints, derived from Sayyid Sālār Mas‘üd Ghāzīī Miyān of Bahraich), in sekha pīra salāra SrA17'. 2"". [Pers. sālār])"
main,77,42,1104,ਸਲਿ੍ਲ,salilu,salilu,m,water,,unlinked,=sALALU,82.13623533333333,0.8300000000000001,,,"salilu, m. ‘water’. 1. [ =sALALU]"
main,77,42,1163,,saloku,saloku,m,"verse, Sanskrit verse",,unlinked,Sk. sloka-,87.48903475,0.77,missing_native,,"saloku, m. ‘verse, Sanskrit verse’. 1"". [Sk. sloka-]"
main,77,42,1223,ਸਲੋਨਾ,salonā (ext. fsv. -arīe),"salonā, salonaṛīe, sāloṇā",adj; f,"charming, delightful; woman with lovely eyes",13286,gold,13286 salavana- ‘salty’: = SALONA,71.8388349,1.0,,350,"salonā (ext. fsv. -arīe), adj. ‘charming, delightful’: naina saloni, f. ‘woman with lovely eyes’. 4. [13286 salavana- ‘salty’: = SALONA]"
main,77,42,1330,ਸਵਦ,savada,savada,vi,happens,,unlinked,"Pers. shavad, pres. 3s. of shudan",85.237183,0.8300000000000001,,,"savada, v.i. ‘happens’. 1'. [Pers. shavad, pres. 3s. of shudan]"
main,77,42,1386,ਸਵੰਨਵਾ,tsavannavārh,savannavārh,adj,"beautiful, lovely",,unlinked,ext. of ÎSUVANNĀ,76.48537875,0.71,,,"tsavannavārh, adj. ‘beautiful, lovely’. F. [ext. of ÎSUVANNĀ]"
main,77,42,1447,ਸਵਰਿ,sarhvari,sarhvari,vi,"be set right, be accomplished properly",,unlinked,v.i <SAMVĀRI: =SAUMRIJ,76.0006418,0.71,,,"sarhvari, v.i. ‘be set right, be accomplished properly’. 1. [v.i <SAMVĀRI: =SAUMRIJ"
main,77,42,1550,ਸਵਾ,savā,savā,num,1.25,13134,gold,13134 sapāda-,80.791579,1.0,,351,"savā, num. ‘IF. 1. [13134 sapāda-]"
main,77,42,1614,ਸਵਾਇਆ,savāiā,"sabbhu, sabhu, sabbho, sabho, habbhu",adj; pr,"all, every; everyone, everything",13276,gold,"ext. of SAVA?, or of 13276 sarva- (cf. SABA1A)?; = P. savāiā, H. savā",83.27140254761905,1.0,,324,"savāiā, adj., adv. ‘more’, as nita carhai savāiā, etc. ‘ever increases’. 8. [ext. of SAVA?, or of 13276 sarva- (cf. SABA1A)?; = P. savāiā, H. savā]"
main,77,42,1718,ਸਵਾਰਿ,savāri,savāri,vt,cause to sleep,,unlinked,v.c. <savi,72.84785725,0.71,,,"savāri, v.t. ‘cause to sleep’. 1(Ga11). [v.c. <savi]"
main,77,42,1779,ਸਵਾਰਿ,sarhvāri (pp. fs. + 1s. suf. -rāĀsu MjV22),sarhvāri,vt,,,unlinked,,85.99531446153847,0.56,missing_gloss,,"sarhvāri (pp. fs. + 1s. suf. -rāĀsu MjV22), v.t. ‘set in order, arrange,"
main,77,42,1824,,"set right; regulate, control, correct; adorn","set right; regulate, control, correct; adorn",adj,,,unlinked,,76.07287002272727,0.2,missing_gloss;missing_native;suspicious_headword,,"set right; regulate, control, correct; adorn, adjust’ (int. + lai): ag. L19021 samvarayatij"
main,78,43,47,ਸਵਿ,"savi (pp. suttā, sūtā; pres. 3p. savanhi AsV 24.1, savandhi MrA99)","savi, soi",vi,sleep,13902,gold,13902 svapati: =S01°; syn. SAMMI,66.97290145238094,1.0,,354,"savi (pp. suttā, sūtā; pres. 3p. savanhi AsV 24.1, savandhi MrA99), v.i. ‘sleep’. 27. [13902 svapati: =S01°; syn. SAMMI]"
main,78,43,157,ਸਵੇਰਾ,tsaverā,saverā,"adj, adv","early, in good time",13291,gold,13291 *savela-,80.5547665,1.0,,355,"tsaverā, adj., adv. ‘early, in good time’. F"". [13291 *savela-]"
