section,pdf_page,printed_page,top,native,raw_head,form,pos,gloss,cdial_ids,link_method,etymology,ocr_confidence,confidence,review_reasons,gold_rows,raw_entry
main,71,36,1411,ਸਨਮੁਖ,sanamukhu,sanamukhu,adj,facing (humblyy,,unlinked,for Sk. sanmmukha-:. cf. SAŬMHE,67.14618255555555,0.71,,,"sanamukhu, adj. ‘facing (humblyy. 1. [for Sk. sanmmukha-:. cf. SAŬMHE]"
main,71,36,1514,ਸਨਾਇ,sanāi,sanāi,f,praise,,unlinked,Ar. sanā,76.97951116666667,0.71,,,"sanāi, f. ‘praise’. 1"". [Ar. sanā]"
main,71,36,1638,ਸਨਾਤਿ,sanāti,sanāti,f,iow caste,,rejected,1,79.39565218181818,0.63,unverified_cdial_candidate,,"sanāti, f. ‘iow caste’: aiso adj. ‘of low caste’. 4. [1]"
main,71,36,1698,ਸਨਾਦਿ,sanādi,sanādi,xref,,,unlinked,,88.613383,0.6799999999999999,,,sanādi: see SANAKA
main,72,37,0,,sammas! (-a ],sammas,m,,,unlinked,Sk. sarnhnyāsin-,51.46413686538462,0.26,low_ocr_confidence;missing_gloss;missing_native,,"sammas! (-a ], m. One who nas renounced the world, sannyast . o. [Sk. sarnhnyāsin-]"
main,72,37,686,ਸਪਤਾਹਰੋ,sapatāharo,sapatāharo,m,seven days?,,unlinked,Sk. saptāhaír)]-,67.07627480555556,0.71,,,"sapatāharo, m. ‘seven days?’, in bisa sapatāharo bāsaro sahñgrahai Sr26 [but also taken by some comm. simply as ‘seven’]. 1. [Sk. saptāhaír)]-]"
main,72,37,1073,ਸਫਲ,saphalu (-io),saphalu,adj,"flourishing, fruitful, successful",,unlinked,Sk. saphala-: cf. SAHILĀ,76.07419002777777,0.71,,,"saphalu (-io), adj. ‘flourishing, fruitful, successful’. 7. [Sk. saphala-: cf. SAHILĀ]"
main,72,37,1398,ਸਬਦੁ,"sabadu (-am5, -o; ext. po. -ārhha SrA17)",sabadu,m,word; sound; communication,,unlinked,Sk. śabda-: cf. saDDU,77.36222348333332,0.71,,,"sabadu (-am5, -o; ext. po. -ārhha SrA17), m. ‘word; sound; communication’, esp. as ‘the Word, communicated by the Satiguru’. 600. [Sk. śabda-: cf. saDDU]"
main,72,37,1674,ਸਬਾਇਆ,sabāiā (mso.,sabāiā,pd,"whole, all",,unlinked,,74.71986228571429,0.71,,,"sabāiā (mso., pd. -āe; fs. -3ī), adj. ‘whole, all”: sl. sabāi (-ī, ext. -irīe"
main,72,37,1722,,BIC1),BIC1),adv,everywhere,,unlinked,,45.906452375,0.3499999999999999,low_ocr_confidence;missing_native;suspicious_headword,,"BIC1), adv. ‘everywhere’. 39. (ext. < 13276 sarva-]"
main,73,38,302,ਸਭਾ,sabhā,sabhā,f,"assembly, company [esp. that of the saints)",,unlinked,Sk.,83.06794599999999,0.71,suspicious_gloss,,"sabhā, f. ‘assembly, company [esp. that of the saints)’. 27. [Sk.]"
main,73,38,360,ਸਭਾਗਾ,sabhāgā,sabhāgā,adj,"happy, fortunate",,unlinked,Sk. sabhāgya-,76.000618,0.71,,,"sabhāgā, adj. ‘happy, fortunate’. 3. [Sk. sabhāgya-]"
main,73,38,420,ਸ੍ਤੂ,"sabbhu, sabhu (emph. -o; fsd. sabbha","sabbhu, sabhu",emph,,,unlinked,,86.32770345833333,0.56,missing_gloss,,"sabbhu, sabhu (emph. -o; fsd. sabbha, emph. -ā; infl. as adj. with sabbha throughout, or as pr. with so. sabbhasu, -asai, -asaimh Ra A4;"
main,73,38,514,,sl. sabhatai; pd. sabbhi,sl. sabhatai; pd. sabbhi,emph,,,unlinked,,79.99309554545454,0.2,missing_gloss;missing_native;suspicious_headword,,"sl. sabhatai; pd. sabbhi, emph. -e; po. sabbhanām, ext. -anārmiha; pl."
main,73,38,714,ਸੰਭੂ,sambhū,sambhū,adj,self-existent (of Gody [if not ‘benevolent,,unlinked,svayambhū-: =SAMBHAÙ,69.62937481944445,0.5899999999999999,suspicious_gloss,,"sambhū, adj. ‘self-existent (of Gody [if not ‘benevolent’ (Sk. śambhū-)]. 1. [svayambhū-: =SAMBHAÙ]"
main,73,38,822,ਸਭੇਗੀ,sabhogī,sabhogī,adj,with sensual delights,,unlinked,sa- + BHOGU,79.75738188888889,0.71,,,"sabhogī, adj. ‘with sensual delights’. 1°. [sa- + BHOGU]"
main,73,38,985,ਸਮਸਰਿ,"samasari (-e"")",samasari,adj,equal to,,unlinked,SAMA _+ SARI’: cf. SAMAISARIJ,78.43728125,0.71,,,"samasari (-e""), adj. ppn. ‘equal to’. 5. [SAMA _+ SARI’: cf. SAMAISARIJ"
main,74,39,321,ਸਮਾਇ,tsamāi?,samāi,vt,provide,,unlinked,rhyme-form of SAMAHI,71.26353502222221,0.71,,,"tsamāi?, v.t. ‘provide’, in tdenhdā sabhanārh jīām rijaku samāi MiV15.1. M3"". [rhyme-form of SAMAHI]"
main,74,39,429,ਸਮਾਇ,samāi*,samāi*,f,profound meditation,,unlinked,rhyme- form of SAMĀDHI (perh. x SAMĀI!),82.07238845454545,0.6500000000000001,suspicious_headword,,"samāi*, f. ‘profound meditation’ (+ kari), in tau darasana kī karatürh samāi Ti2', nārhu lainhi aru karanhi samāi S16"". 2"". [rhyme- form of SAMĀDHI (perh. x SAMĀI!)]"
main,74,39,1016,ਸਮਾਲਿ,samhāli! (also sammhāli),samhāli,vt,,,unlinked,,90.64278870000001,0.56,missing_gloss,,"samhāli! (also sammhāli), v.t. ‘look after, uphold, support; set in"
main,74,39,1069,,order,order,pr,,12961,explicit,12961 samhbhārayati:. =SAMHĀRI,63.31667184999999,0.46,missing_gloss;missing_native,,"order, prepare; take over’ (int. + lai). 29. [12961 samhbhārayati:. =SAMHĀRI]]"
main,74,39,1340,ਸੰਮਿਅਆ,sammiā,sammiā,f,crutch (used to support body in meditaiion,,unlinked,Sk. śamyā-,73.73959154545454,0.71,,,"sammiā, f. ‘crutch (used to support body in meditaiion]. 1. [Sk. śamyā-]"
main,74,39,1447,ਸਮੁੰਦਰੁ,samundaru,samundaru,m,,,unlinked,=SAMUNDU,79.3504226,0.44,missing_gloss,,"samundaru, m. 1. [ =SAMUNDU]"
main,74,39,1616,ਸਮੁੰਦ,samundru,samundru,m,,,unlinked,=SAMUNDU,90.10194240000001,0.56,missing_gloss,,"samundru, m. 1. [ =SAMUNDU]"
main,74,39,1670,ਸਮੇਉ,sameu,sameu,xref,,,unlinked,,87.32915233333334,0.6799999999999999,,,sameu: see SAMĀI?
main,74,39,1793,ਸਮੈਸਰਿ,samaisari,samaisari,adj,"equal, impartial",,unlinked,cf. SAMASARIJ samvapati]j,51.81613806666667,0.5899999999999999,low_ocr_confidence,,"samaisari, adj. ‘equal, impartial’, as drisati samaisari RaA8. 1. [cf. SAMASARIJ samvapati]j"
main,75,40,159,ਸੰਮ੍ਰਖਿ,sammrithu,sammrithu,adj,,,unlinked,= SAMMRATHU,90.38077666666668,0.56,missing_gloss,,"sammrithu, adj. 1. [ = SAMMRATHU]"
main,75,40,215,ਸਰ,"sara', ‘lake’","sara', ‘lake’",xref,,,unlinked,,65.356279,0.38000000000000006,suspicious_headword,,"sara', ‘lake’: see SARU?"
main,75,40,272,ਸਰ,sara?,sara,pr,like,,unlinked,= SARI?,79.71466715384615,0.71,,,"sara?, prepn. ‘like’, in thala tapamihi sara bhāra TuB7. 1. [ = SARI?]"
main,75,40,622,ਸਰਜੀਤੁ,sarajītu,sarajītu,adj,,,unlinked,Sk. sarvajita-,75.1482515,0.44,missing_gloss,,"sarajītu, adj. ʻall-conquering (of Gody. 1. [Sk. sarvajita-]"
main,75,40,792,ਸਰਣਾਗਤਿ,saranāgati,saraṇāgati,adj,"having come for protection, seeking refuge",,unlinked,Sk. śaranāgata-,78.87513765277777,0.71,,,"saranāgati, adj. ‘having come for protection, seeking refuge’: m. ‘refugee’. 6. [Sk. śaranāgata-]"
main,75,40,1331,ਸਰਬ,saraba,saraba,pr,all,,unlinked,,74.40380592142857,0.71,,,"saraba, pr., adj. ‘all’: freq. forming compounds, e.g. saraba samānnā tall-pervading’, saraba kalā ‘all-skilled’, saraba drisatti ‘all-seeing':"
main,75,40,1425,,si. sarabe,si. sarabe,adv,"in all things, everywhere",,unlinked,"Sk. sarva-: cf. SABBHU (and SARAGUNU, SARAJITU)",79.89802739090909,0.6499999999999999,missing_native,,"si. sarabe, adv. ‘in all things, everywhere’, sim. saraba nirantari, saraba Dh1, sarabīm thāīrh, etc. 90. [Sk. sarva-: cf. SABBHU (and SARAGUNU, SARAJITU)]"
main,75,40,1578,ਸਰਬਾਣਾ,sarabānā,sarabāṇā,m,archer,,unlinked,Sk. śaravāni-,50.069990272727274,0.5899999999999999,low_ocr_confidence,,"sarabānā, m. ‘archer’, in āpe dhanakhu āpe sarabānā MrS1'. 1"". [Sk. śaravāni-]"
main,75,40,1684,ਸਰਮ,sarama,sarama,f,"shame, modesty",,unlinked,Pers. sharm),48.2958859,0.5899999999999999,low_ocr_confidence,,"sarama, f. ‘shame, modesty’, in sarama sunnati MjV7.1. 1. [Pers. sharm)"
main,75,40,1787,ਸਰਮਿੰਦਾ,tsaramindā,saramindā,adj,put to shame,,rejected,Pers. sharminda] LTatnEr tnan DHSS (SXK. SaArman-]j. 12. LSK. Srama-j,76.3433625,0.63,unverified_cdial_candidate,,"tsaramindā, adj. ‘put to shame’. F. [Pers. sharminda] LTatnEr tnan DHSS (SXK. SaArman-]j. 12. LSK. Srama-j"
main,76,41,322,ਸਰਾਰ੍,sarā?,sarā,m,"the sharrat, Islamic law",,unlinked,Ar. shar: syn. SARIATI,77.4160562,0.71,,,"sarā?, m. ‘the sharrat, Islamic law’..2. [Ar. shar: syn. SARIATI]"
main,76,41,388,ਸਰਾਇ,sarāi,sarāi,f,palace,,unlinked,Pers. sarāy,79.17111716666666,0.71,,,"sarāi, f. ‘palace’. 1"". [Pers. sarāy]"
main,76,41,613,ਸਰਾਪੀ,sarāpī,sarāpī,adj,accursed,,unlinked,<SARĀPU,70.41230766666666,0.71,,,"sarāpī, adj. ‘accursed’. 1. [ <SARĀPU]"
main,76,41,779,ਸਰਾਫੀ,sarāphi,sarāphi,f,"money-changing, banking",,unlinked,Ar. > Pers. sarrāfi,45.527645899999996,0.5899999999999999,low_ocr_confidence,,"sarāphi, f. ‘money-changing, banking’ (+ kari). 1. [Ar. > Pers. sarrāfi]"
main,76,41,886,ਸਰੁ,sarāphu,sarāphu,m,"money-changer, banker",,unlinked,Ar. sarraāf,77.93332014285714,0.71,,,"sarāphu, m. ‘money-changer, banker’. 4. [Ar. sarraāf]"
main,76,41,941,ਸਰਿ,sari! ‘iake’,sari! ‘iake’,xref,,,unlinked,,77.26639,0.38000000000000006,suspicious_headword,,sari! ‘iake’: see SARU’
main,76,41,1212,ਸਰਿ,sari*,sari*,vt,"make, create",,unlinked,=sr',41.749353166666666,0.40999999999999986,low_ocr_confidence;suspicious_headword,,"sari*, v.t. ‘make, create’, in pindu sarïā MrS7' ‘the body was made’. 1'. [=sr']"
main,76,41,1322,ਸਰੀਅਤਿ,sariati,sariati,f,"the sharrat, Islamic law",,unlinked,Ar. > Pers. sharrat: syn. SARĀ°,69.38713879166667,0.71,,,"sariati, f. ‘the sharrat, Islamic law’. 2. [Ar. > Pers. sharrat: syn. SARĀ°]"
main,76,41,1428,ਸਰੀਕੀ,sariki,sariki,f,partnership,,unlinked,Ar. > Pers. sharīkī,71.45481506666667,0.71,,,"sariki, f. ‘partnership’, as sarīkī kari ‘establish equality’. 1. [Ar. > Pers. sharīkī]"
main,77,42,435,ਸੰਰੋਵਰੁ,sarovaru,sarovaru,m,lake,,unlinked,= SARAVARU] .,74.529610625,0.71,,,"sarovaru, m. ‘lake’. 2. [ = SARAVARU] ."
main,77,42,1386,ਸਵੰਨਵਾ,tsavannavārh,savannavārh,adj,"beautiful, lovely",,unlinked,ext. of ÎSUVANNĀ,76.48537875,0.71,,,"tsavannavārh, adj. ‘beautiful, lovely’. F. [ext. of ÎSUVANNĀ]"
main,77,42,1447,ਸਵਰਿ,sarhvari,sarhvari,vi,"be set right, be accomplished properly",,unlinked,v.i <SAMVĀRI: =SAUMRIJ,76.0006418,0.71,,,"sarhvari, v.i. ‘be set right, be accomplished properly’. 1. [v.i <SAMVĀRI: =SAUMRIJ"
main,77,42,1718,ਸਵਾਰਿ,savāri,savāri,vt,cause to sleep,,unlinked,v.c. <savi,72.84785725,0.71,,,"savāri, v.t. ‘cause to sleep’. 1(Ga11). [v.c. <savi]"
main,77,42,1779,ਸਵਾਰਿ,sarhvāri (pp. fs. + 1s. suf. -rāĀsu MjV22),sarhvāri,vt,,,unlinked,,85.99531446153847,0.56,missing_gloss,,"sarhvāri (pp. fs. + 1s. suf. -rāĀsu MjV22), v.t. ‘set in order, arrange,"
main,77,42,1824,,"set right; regulate, control, correct; adorn","set right; regulate, control, correct; adorn",adj,,,unlinked,,76.07287002272727,0.2,missing_gloss;missing_native;suspicious_headword,,"set right; regulate, control, correct; adorn, adjust’ (int. + lai): ag. L19021 samvarayatij"
main,78,43,850,ਸਾਇ,sāi!,sāi,adv,"together?, in merāā piru rīsālū sahngi sāi Ba6",,unlinked,rhyme- form of sāM?,71.47904254166667,0.71,,,"sāi!, adv. ‘together?, in merāā piru rīsālū sahngi sāi Ba6'. 1"". [[rhyme- form of sāM?]"
main,78,43,1007,,"daughter of the ocean, i.e. the world","daughter of the ocean, i.e. the world",m,,13325,explicit,13325 sāgara-: cf. SĀGARU,81.56554566666667,0.58,missing_gloss;missing_native,,"daughter of the ocean, i.e. the world, māyā’. 9. [13325 sāgara-: cf. SĀGARU]"
main,78,43,1108,ਸਾਇਰੁ,sāiru?,sāiru,m,poet,,unlinked,Ar. shāʻir,75.65068116666667,0.71,,,"sāiru?, m. ‘poet’. 3. [Ar. shāʻir]"
main,78,43,1282,ਸਾਸਤੁ,sāsatu (usu. as pd. -a),sāsatu,m,"Sāstra, treatise of Hindu philosophy, law, etc.",,unlinked,"Sk. śāstra-: =SĀSATRU, SĀSU'",78.88294466666667,0.71,,,"sāsatu (usu. as pd. -a), m. ‘Sāstra, treatise of Hindu philosophy, law, etc.’. 8. [Sk. śāstra-: =SĀSATRU, SĀSU']"
main,78,43,1397,ਸਾਸਤ੍ਰ,sāsatru,sāsatru,m,,,unlinked,=SĀSATU,68.0605866,0.44,missing_gloss,,"sāsatru, m. 5. [ =SĀSATU]"
main,78,43,1448,ਸਾਸੁ,sāsu’,sāsu’,m,Sāstra,,unlinked,=SĀSATU,75.20588049999999,0.53,suspicious_headword,,"sāsu’, m. ‘Sāstra’. 1(Mr4). [ =SĀSATU]"
main,78,43,1514,ਸਾਗ,sāsu?,sāsu,f,mother-in-law,,unlinked,=sassu,79.5838205,0.71,,,"sāsu?, f. ‘mother-in-law’. 2. [ =sassu]"
main,78,43,1572,ਸਾਸੂ,"sāsu?, or sāmsu","sāsu?, or sāmsu",m,"breath, life",,unlinked,,81.57479308333333,0.6500000000000001,suspicious_headword,,"sāsu?, or sāmsu, m. ‘breath, life’: sāsi ssi, adv. ‘with each breath’:"
main,78,43,1730,ਸਾਹਝੁ,sāhabu,sāhabu,m,lord,,rejected,= sAHIBU]] LS 13332 SUKNU YUL PICPaICS SAT.,47.145461357142864,0.5099999999999999,low_ocr_confidence;unverified_cdial_candidate,,"sāhabu, m. ‘lord’. 1(Sr3). [ = sAHIBU]] LS 13332 SUKNU YUL PICPaICS SAT.]"
main,79,44,47,ਸਾਹਿਬੁ,sāhibu (-o AsC3),sāhibu,m,"master, lord (usu. of Gody",,unlinked,Ar. ŝāhib: =SĀHABU] i,65.79055120833334,0.71,,,"sāhibu (-o AsC3), m. ‘master, lord (usu. of Gody. 135. [Ar. ŝāhib: =SĀHABU] i"
main,79,44,151,ਸਾ,sāhu’,sāhu’,m,"king, lord",,unlinked,Pers. shāh: cf. sanu’,79.6109911111111,0.53,suspicious_headword,,"sāhu’, m. ‘king, lord’. 17. [Pers. shāh: cf. sanu’]"
main,79,44,378,ਸਾਰੁ,sāhu* (as so. -ï SuV14.1),sāhu*,f,"ashes, dust",,unlinked,??: =SUAHU,71.68258681818182,0.53,suspicious_headword,,"sāhu* (as so. -ï SuV14.1), f. ‘ashes, dust’. 1. [??: =SUAHU]"
main,79,44,829,ਸਾਖਤਿ,sākhati,sākhati,f,"girth, surcingle",,unlinked,Pers. sāākht,68.672025,0.71,,,". sākhati, f. ‘girth, surcingle’. 1. [Pers. sāākht]"
main,79,44,1323,ਸਾਗਰੁ,sāgaru (-0),sāgaru,m,"ocean, sea, lake",,unlinked,Sk. sāgara-: cf. SĀIRU:,79.43917890909091,0.71,,,"sāgaru (-0), m. ‘ocean, sea, lake’. 41. [Sk. sāgara-: cf. SĀIRU:]"
main,79,44,1447,ਸਾਗੂ,sāgu,sāgu,m,vegetables,,unlinked,Sk. śāka- > Pk. sāga-,72.37647633333333,0.71,,,"sāgu, m. ‘vegetables’. 1. [Sk. śāka- > Pk. sāga-]"
main,79,44,1609,ਸਾਚਾ,"sācā, or sāmcā (-aü, -o'; ext. -arā VaAl)","sācā, or sāmcā",adj,"true, real.",,unlinked,=sACcā']),60.94659045833333,0.71,,,"sācā, or sāmcā (-aü, -o'; ext. -arā VaAl), adj. ‘true, real. 340. [ =sACcā'])"
main,79,44,1719,ਸਾਚੁ,"sācu, or sāmhcu (-0°)","sācu, or sāmhcu",m,"truth, reality, God",,unlinked,=saccu,77.50664481818181,0.71,,,"sācu, or sāmhcu (-0°), m. ‘truth, reality, God’. 200. [ =saccu]"
main,79,44,1785,ਸਾਜਣੁ,sājanu,sājaṇu,m,,,unlinked,"= SĀJAŅU] E JAHAN, SAJJANU, SAJAN O",42.570243600000005,0.32,low_ocr_confidence;missing_gloss,,"sājanu, m. 1. [= SĀJAŅU] E JAHAN, SAJJANU, SAJAN O]"
main,80,45,152,ਸਾਜ,sāju,sāju,m,adornment,,unlinked,=sa3J0,78.33537743194445,0.71,,,"sāju, m. ‘adornment’, in asata sāja sāji purāna sodharhhi Dh8 ‘having fashioned the 8 adornments (i.e. rules of recitation, interpretation, or grammar]: also ‘preparation’, in tcallana kā kari ` sāju SIF79'. 1"". [=sa3J0]"
main,80,45,406,ਸਾਝ,sārhjha?,sārhjha,f,sharing,,unlinked,< SAMJHA,78.93010890000001,0.71,,,"sārhjha?, f. ‘sharing’ (+ kari). 2 (SuC4). [ < SAMJHA]"
main,80,45,520,ਸਾਤ,sādu (as ext. pd. -are MrA9),sādu,m,"taste, delight, delightful dish",,unlinked,=sāDu,62.046325499999995,0.71,,,"sādu (as ext. pd. -are MrA9), m. ‘taste, delight, delightful dish’. 1°. [=sāDu]"
main,80,45,812,ਸਾਂਤਿ,sārhti,sārhti,f,"peace, tranquillity",,unlinked,Sk. sānti-,72.45478057142857,0.71,,,"sārhti, f. ‘peace, tranquillity’. 6. [Sk. sānti-]"
main,80,45,1055,ਸਾਦਕੁ,sādaku,sādaku,m,,,unlinked,,66.50239642857143,0.44,missing_gloss,,"sādaku, m. 1. ( =SĀDIKU] l i"
main,80,45,1115,ਸਾਦਿਕੁ,sādiku,sādiku,m,"sincere person, faithful Muslim",,unlinked,Ar. sādiqą: =SĀDAKU,57.72160755555556,0.71,,,"sādiku, m. ‘sincere person, faithful Muslim’. 2. [Ar. sādiqą: =SĀDAKU]"
main,80,45,1427,ਸਾਧਾਰਿ,sādhāri,sādhāri,vt,support,,unlinked,<SĀDHĀRU,75.93989316666666,0.71,,,"sādhāri, v.t. ‘support’. 2"". [ <SĀDHĀRU]"
main,80,45,1487,ਸਾਧਾਰੁ,sādhāru,sādhāru,adj,supported,,unlinked,Sk. sādhāra-,65.91846544444444,0.71,,,"sādhāru, adj. ‘supported’, in mannai paravārai sādhāru JP15'. 1'. [Sk. sādhāra-]"
main,80,45,1714,ਸਾਧੁ,sadhu (-u),sadhu,m,"holy man, saint",,unlinked,,78.53925833333334,0.71,,,"sadhu (-u), m. ‘holy man, saint’: sādha sañhgati, sādha sabhā, f. ‘the"
main,80,45,1762,ਸਾਧੁ,"company of saints"": sādha jana","company of saints"": sādha jana",m,the saints,,unlinked,Sk. sādhu-,78.34829263636364,0.53,suspicious_headword,,"company of saints"": sādha jana, mgp. ‘the saints’. 14. [Sk. sādhu-]"
main,80,45,1822,ਸਾਨੈਹਾ,sānehā (ext. pd. -are TuC4),sānehā,m,message,,rejected,=SANEHA] 45,75.65175495454545,0.63,unverified_cdial_candidate,,"sānehā (ext. pd. -are TuC4), m. ‘message’: sānehā de ‘send message’. 1. [=SANEHA] 45"
main,81,46,0,ਸਾਬਰੀ,Tsābarī,Tsābarī,m,one who is patient,,unlinked,<Ar. sābir,63.01328529999999,0.71,,,"Tsābarī, m. ‘one who is patient. F. [ <Ar. sābir]"
main,81,46,170,ਸਾਬੂਣੁ,sābūnnu,sābūṇṇu,m,soap,,unlinked,Ar. sābūn,75.0031675,0.71,,,"sābūnnu, m. ‘soap’. 2. [Ar. sābūn]"
main,81,46,286,ਸਾਰ,"sāra’ (-ā?°"")",sāra’,f,"care, looking after; awareness; value",,unlinked,<SARI!: cf. SARA?),75.71045713636364,0.53,suspicious_headword,,"sāra’ (-ā?°""), f. ‘care, looking after; awareness; value’: (kī) sāra kari ‘be aware of, take care of: (kī) sāra na jāni 'not to know the value of, not to appreciate’. 28. [ <SARI!: cf. SARA?)"
main,81,46,439,ਸਾਰ,sāra?,sāra,f,decision,,unlinked,<SARI?,71.57501461538462,0.71,,,"sāra?, f. ‘decision’, as sāra hoi Ba3, MIV22.2 ‘fate to be decided’. 2. [<SARI?]"
main,81,46,550,ਸਾਰਗਪਾਣਿ,sāranmgapāni,sāranmgapāṇi,m,God,,unlinked,= SĀRIMGAPĀNIJ,60.85027742857143,0.71,,,"sāranmgapāni, m. ‘God’. 1. [ = SĀRIMGAPĀNIJ"
main,81,46,717,ਸਾਰਥਿ,sārathi,sārathi,m,fulfiller of desires,,unlinked,,47.86519977272727,0.5899999999999999,low_ocr_confidence,,"sārathi, m. ‘fulfiller of desires’, in milai prabhu sārathi RaA4'. 1"". ESk. sāārtha-]"
main,81,46,1202,ਸਾਰਿੰਗਪਾਰਿ,©  sārihgapāni (-7),©  sārihgapāni,m,God,,unlinked,"Sk. $ārhgapāni- ‘having the bow Sārhga in his hand, ep. of Vişnu-Kprşna’: = SĀRAMGAPANŅI",69.92835662121212,0.53,suspicious_headword,,"© sārihgapāni (-7), m. ‘God’. 3"". [Sk. $ārhgapāni- ‘having the bow Sārhga in his hand, ep. of Vişnu-Kprşna’: = SĀRAMGAPANŅI]"
main,81,46,1669,ਸਾਲ੍ਕੁ,sālaku,sālaku,m,"devotee, Sufi",,unlinked,Ar. sālik: =SALIKU,77.999033875,0.71,,,"sālaku, m. ‘devotee, Sufi’. 2. [Ar. sālik: =SALIKU]"
main,81,46,1727,ਸਾਲਗ੍ਰਾਮੁ,sālagrāmu,sālagrāmu,m,"ammonite found in the river Gandaki, supposed to represent Visnu",,unlinked,Sk. śālagrāma-,76.37454460000001,0.71,,,"sālagrāmu, m. ‘ammonite found in the river Gandaki, supposed to represent Visnu’. 1. [Sk. śālagrāma-]"
main,81,46,1830,ਸਾਲਾਹ,sālāha,sālāha,f,praise,,unlinked,<SALÄHA,68.93079368333333,0.71,,,"sālāha, f. ‘praise’. 13. [12736 ślāghā-: =SALĀHA]J salani, In. UOU WIO 15 tO UC pralscūu , HI 9GIG 9GIG JE 4&2, QALIM hindū sālāhī sālāhanhi AsV6.1 [if not -īrìh (pl. of sālāha) ‘praise Him with praises’]. 2. [ <SALÄHA]"
main,82,47,611,ਸਿਆਂ,"siā, ‘was’","siā, ‘was’",xref,,,unlinked,,77.809056,0.38000000000000006,suspicious_headword,,"siā, ‘was’: see SĀ?"
main,82,47,965,ਸਿਆਨਪ,siānapa,siānapa,f,,,unlinked,=SIĀNAPA,78.6887786,0.44,missing_gloss,,"siānapa, f. 1. [ =SIĀNAPA]"
main,82,47,1025,ਸਿਆਨਾ,siānā,siānā,adj,,13088,crossref,=SIANA,75.6997216,0.52,missing_gloss,,"siānā, adj. 1. [ =SIANA]"
main,82,47,1142,ਸਿਸੁ,sissu,sissu,m,head,,unlinked,=sIsu,75.15850420000001,0.71,,,"sissu, m. ‘head’. 1. [=sIsu]]"
main,82,47,1204,ਸਿਹਜਾਮਣੀ,sihajāsanhī,sihajāsanhī,m,couch,,unlinked,der. of $ayyāsana- ‘couch’,72.76247945,0.71,,,"sihajāsanhī, m. ʻone who is bedridden’. 1. [der. of $ayyāsana- ‘couch’]"
main,82,47,1357,,"under 1842, 1886); =Sir. sik","under 1842, 1886); =Sir. sik",f,,,unlinked,,86.04659149999999,0.32,missing_gloss;missing_native;suspicious_headword,,"under 1842, 1886); =Sir. sik, f.]"
main,82,47,1701,ਸਿਖਰਿ,sikhari,sikhari,f,"point, peak; the Tenth Door",,unlinked,"Sk. śikhara-] ,",63.54341661363637,0.71,,,"sikhari, f. ‘point, peak; the Tenth Door’ [see DUARU]. 2. [Sk. śikhara-] ,"
main,82,47,1806,ਸਿਖਵੰਤਾ,sikhàvantā,sikhàvantā,adj,"having instruction, guided by teaching",,rejected,Sk. iksāvat- (x SIKKHA)] DI GHIGO. 2. LOR. SIRNG-Í,56.790407548148146,0.45,unverified_cdial_candidate;suspicious_headword,,"sikhàvantā, adj. ‘having instruction, guided by teaching’. 1. [Sk. iksāvat- (x SIKKHA)] DI GHIGO. 2. LOR. SIRNG-Í"
main,83,48,204,,MjV1.2,MjV1.2,pr,those songs (of joy) have departed,,unlinked,both ‘companions’ ( =SANGD) and ‘kinsmen’ (< 13869b *svagya-?) are problematic,87.00553520720023,0.5900000000000001,missing_native;suspicious_headword,,"MjV1.2, prob. better as two words, either as si gīta, i.e. ‘those songs (of joy) have departed’, or as sig? ta ‘when the companions (kinsmen?) went (with the funeral party, they cried out’ [comm. as one word ‘kinsmen’ (Sk. saragita-) seems unlikely]. 1. [both ‘companions’ ( =SANGD) and ‘kinsmen’ (< 13869b *svagya-?) are problematic]"
main,83,48,495,ਸਿੰਘਾਸਣੁ,simghāsanu,simghāsaṇu,m,throne; the heart,,unlinked,sihhāsana-: SIMGHÄSANU,73.66471525,0.71,,,"simghāsanu, m. ‘throne; the heart’. 1. [sihhāsana-: SIMGHÄSANU]"
main,83,48,557,ਸਿੰਘਾਸਨ,sirhghāsanu,sirhghāsanu,m,,,unlinked,=SIMGHĀSANU,80.245855,0.56,missing_gloss,,"sirhghāsanu, m. 1. [ =SIMGHĀSANU]"
main,83,48,795,ਸਿਜਾਣੁ,sijānu,sijāṇu,adj,clever,,unlinked,=SIAŅĀ (with j- < JĀNU),69.41345716666666,0.71,,,"sijānu, adj. ‘clever’, in jugi jugi jāna sijānā VaAS. 1. [ =SIAŅĀ (with j- < JĀNU)]"
main,83,48,965,ਸਿਇ,sijjhi,sijjhi,vi,"be successful, succeeď",,unlinked,=sUHI,77.3817005,0.71,,,"sijjhi, v.i. ‘be successful, succeeď’. 4. [ =sUHI]"
main,83,48,1236,ਸਿਦਕ,sidaku,sidaku,m,sincerity,,unlinked,Ar. sidq,77.09142566666667,0.71,,,"sidaku, m. ‘sincerity’. 4. [Ar. sidq]"
main,83,48,1717,ਸਿਨਾਖ਼੍ਤੁ,sinākhatu,sinākhatu,adj,to be known,,rejected,Pers. shinākhta ‘known’] - glorifying: siphati samdi’ be immersed in praising. 33. LAr.. > Pers. sifat).,75.97545152222222,0.63,unverified_cdial_candidate,,"sinākhatu, adj. ‘to be known’, in saca dātāru sinākhatu kudarat MjV8.8. 1. [Pers. shinākhta ‘known’] - glorifying: siphati samdi’ be immersed in praising. 33. LAr.. > Pers. sifat)."
