PDF_Page	Printed_Page	Concept	Gloss	Lect	Category	Response_Index	Form	Raw_Fragments	Notes	Source_Status
73	73	33	hammer	Rajwadi-Malvi-Bhandia	1	1	hʌt̪ʰoɖo	h(cid:106)t(cid:196)ho(cid:122)o		response
73	73	33	hammer	Umadwadi-Malvi-Jhadmu	1	1	hʌt̪oɖɑ	h(cid:106)t(cid:196)o(cid:122)(cid:35)		response
73	73	33	hammer	Umadwadi-Malvi-Semlikakad	1	1	hʌt̪ɔɖɑ	h(cid:106)t(cid:196)(cid:107)(cid:122)(cid:35)		response
73	73	33	hammer	Umadwadi-Malvi-Sagpur	1	1	hʌt̪oɖi	h(cid:106)t(cid:196)o(cid:122)i		response
73	73	33	hammer	Umadwadi-Malvi-Paldyabana	1	1	hʌt̪oɖi	h(cid:106)t(cid:196)o(cid:122)i		response
73	73	33	hammer	Umadwadi-Malvi-Mungavali	1	1	hʌt̪oɖi	h(cid:106)t(cid:196)o(cid:122)i		response
73	73	33	hammer	Sondhwadi-Malvi-Harnauda	1	1	hʌt̪ɔɖi	h(cid:106)t(cid:196)(cid:107)(cid:122)i		response
73	73	33	hammer	Sondhwadi-Malvi-Narana	1	1	hʌt̪oɖi	h(cid:106)t(cid:196)o(cid:122)i		response
73	73	33	hammer	Sondhwadi-Malvi-Adakhedi	1	1	hʌt̪oɖi	h(cid:106)t(cid:196)o(cid:122)i		response
73	73	33	hammer	Sondhwadi-Malvi-Era	1	1	hʌt̪oɖi	h(cid:106)t(cid:196)o(cid:122)i		response
73	73	33	hammer	Sondhwadi-Malvi-Deevdi	1	1	hʌt̪ɔɖɑ	h(cid:106)t(cid:196)(cid:107)(cid:122)(cid:35)		response
73	73	33	hammer	Sondhwadi-Malvi-Jamli	1	1	ʌtɔ̪ɖi	(cid:106)t(cid:107)(cid:196)(cid:122)i		response
73	73	33	hammer	Gond-Malvi-Kalwar	1	1	hʌt̪oɖɑ	h(cid:106)t(cid:196)o(cid:122)(cid:35)		response
73	73	33	hammer	Gond-Malvi-Samapura	1	1	hʌt̪oɖi	h(cid:106)t(cid:196)o(cid:122)i		response
73	73	33	hammer	Bhil-Malvi-Bhandikhali	1	1	hɑt̪oɖʌ	h(cid:35)t(cid:196)o(cid:122)(cid:106)		response
73	73	33	hammer	Bhili-Kankaria	1	1	hʌtʰ̪oɖi	h(cid:106)th(cid:196)o(cid:122)i		response
73	73	33	hammer	Bhili-Athwaniya	1	1	hʌtʰ̪oɖi	h(cid:106)th(cid:196)o(cid:122)i		response
73	73	33	hammer	Nimadi-Jajumkhedi	1	1	hʌt̪ɔɖi	h(cid:106)t(cid:196)(cid:107)(cid:122)i		response
73	73	33	hammer	Nimadi-Jajumkhedi	3	2	ʈaki	(cid:121)aki		response
73	73	33	hammer	Nimadi-Sonipura	2	1	gʱʌɳə	(cid:73)(cid:137)(cid:106)(cid:118)(cid:101)		response
73	73	33	hammer	Bhopali-Rpura	1	1	hʌt̪oɖi	h(cid:106)t(cid:196)o(cid:122)i		response
73	73	33	hammer	Hindi-standard	1	1	hət̪ʰoɖi	h(cid:101)t(cid:196)ho(cid:122)i		response
73	73	33	hammer	Hindi-standard	2	2	gʱən	(cid:73)(cid:137)(cid:101)n		response
73	73	33	hammer	Gujarati-Standard	1	1	hət̪ʰoɖi	h(cid:101)t(cid:196)ho(cid:122)i		response
73	73	33	hammer	Marathi-Standard	1	1	hɑt̪oɖʌ	h(cid:35)t(cid:196)o(cid:122)(cid:106)		response
74	74	34	knife	Ujjaini-Malvi-Harsodan	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Ujjaini-Malvi-Chandukhedi	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Ujjaini-Malvi-Chandukhedi	2	2	tʃuɾi	t(cid:53)u(cid:52)i		response
74	74	34	knife	Ujjaini-Malvi-Nain	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Ujjaini-Malvi-Koyal	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Ujjaini-Malvi-Rojdi	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Ujjaini-Malvi-Thillorkhurd	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Ujjaini-Malvi-Kumardi	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Ujjaini-Malvi-Jokhar	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Ujjaini-Malvi-Bercha	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Ujjaini-Malvi-Moondikhedi	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Rajwadi-Malvi-Lojithara	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Rajwadi-Malvi-Bhimakhedi	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Rajwadi-Malvi-Kishorpura	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Rajwadi-Malvi-Bhunyakhedi	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Rajwadi-Malvi-Jesingpura	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Rajwadi-Malvi-Bhandia	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Umadwadi-Malvi-Jhadmu	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Umadwadi-Malvi-Semlikakad	1	1	tʃakku	t(cid:53)akku		response
74	74	34	knife	Umadwadi-Malvi-Sagpur	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Umadwadi-Malvi-Paldyabana	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Umadwadi-Malvi-Mungavali	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Sondhwadi-Malvi-Harnauda	1	1	sʌkku	s(cid:106)kku		response
74	74	34	knife	Sondhwadi-Malvi-Narana	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Sondhwadi-Malvi-Adakhedi	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Sondhwadi-Malvi-Era	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Sondhwadi-Malvi-Deevdi	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Sondhwadi-Malvi-Deevdi	1	2	tʃɑku	t(cid:53)(cid:35)ku		response
74	74	34	knife	Sondhwadi-Malvi-Jamli	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Gond-Malvi-Kalwar	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Gond-Malvi-Samapura	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Bhil-Malvi-Bhandikhali	1	1	sʌkku	s(cid:106)kku		response
74	74	34	knife	Bhili-Kankaria	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Bhili-Athwaniya	1	1	tʃʌkkʊ	t(cid:53)(cid:106)kk(cid:55)		response
74	74	34	knife	Nimadi-Jajumkhedi	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Nimadi-Sonipura	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Bhopali-Rpura	1	1	tʃʌkku	t(cid:53)(cid:106)kku		response
74	74	34	knife	Hindi-standard	1	1	tʃɑku	t(cid:53)(cid:35)ku		response
74	74	34	knife	Hindi-standard	2	2	tʃʊɾi	t(cid:53)(cid:55)(cid:52)i		response
74	74	34	knife	Gujarati-Standard	1	1	tʃəku	t(cid:53)(cid:101)ku		response
74	74	34	knife	Gujarati-Standard	2	2	tʃəɾo	t(cid:53)(cid:101)(cid:52)o		response
74	74	34	knife	Gujarati-Standard	2	3	tʃʊɾi	t(cid:53)(cid:55)(cid:52)i		response
74	74	34	knife	Marathi-Standard	2	1	suɾi	su(cid:52)i		response
74	74	35	axe	Ujjaini-Malvi-Harsodan	2	1	kuɾɑɖi	ku(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Ujjaini-Malvi-Chandukhedi	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Ujjaini-Malvi-Nain	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Ujjaini-Malvi-Koyal	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Ujjaini-Malvi-Rojdi	2	1	kuɾɑɖi	ku(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Ujjaini-Malvi-Thillorkhurd	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Ujjaini-Malvi-Kumardi	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Ujjaini-Malvi-Jokhar	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Ujjaini-Malvi-Bercha	2	1	kʌɾɑɖi	k(cid:106)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Ujjaini-Malvi-Bercha	2	2	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Ujjaini-Malvi-Moondikhedi	2	1	kulaɖi	kula(cid:122)i		response
74	74	35	axe	Rajwadi-Malvi-Lojithara	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Rajwadi-Malvi-Bhimakhedi	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Rajwadi-Malvi-Kishorpura	2	1	kʌɾɑɖi	k(cid:106)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Rajwadi-Malvi-Bhunyakhedi	2	1	kʌɾɑɖi	k(cid:106)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Rajwadi-Malvi-Jesingpura	2	1	kʌɾaɖɪ	k(cid:106)(cid:52)a(cid:122)(cid:43)		response
74	74	35	axe	Rajwadi-Malvi-Bhandia	2	1	kʌɾaɖɪ	k(cid:106)(cid:52)a(cid:122)(cid:43)		response
74	74	35	axe	Umadwadi-Malvi-Jhadmu	2	1	kuɾɑɖi	ku(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Umadwadi-Malvi-Semlikakad	2	1	kuɾɑɖi	ku(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Umadwadi-Malvi-Sagpur	2	1	kʊɾʌɖɪ	k(cid:55)(cid:52)(cid:106)(cid:122)(cid:43)		response
74	74	35	axe	Umadwadi-Malvi-Sagpur	2	2	kʊlhɑɖi	k(cid:55)lh(cid:35)(cid:122)i		response
74	74	35	axe	Umadwadi-Malvi-Paldyabana	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Umadwadi-Malvi-Mungavali	2	1	kulaɖi	kula(cid:122)i		response
74	74	35	axe	Sondhwadi-Malvi-Harnauda	2	1	kʌɾɑɖi	k(cid:106)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Sondhwadi-Malvi-Narana	2	1	kʌɾɑɖɔ	k(cid:106)(cid:52)(cid:35)(cid:122)(cid:107)		response
74	74	35	axe	Sondhwadi-Malvi-Adakhedi	2	1	kʌɾɑɖi	k(cid:106)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Sondhwadi-Malvi-Era	2	1	kʌɾaɖɪ	k(cid:106)(cid:52)a(cid:122)(cid:43)		response
74	74	35	axe	Sondhwadi-Malvi-Deevdi	2	1	kuɾɑɖi	ku(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Sondhwadi-Malvi-Jamli	2	1	kʌɾaɖɪ	k(cid:106)(cid:52)a(cid:122)(cid:43)		response
74	74	35	axe	Gond-Malvi-Kalwar	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Gond-Malvi-Samapura	2	1	kʊɾʌɖɪ	k(cid:55)(cid:52)(cid:106)(cid:122)(cid:43)		response
74	74	35	axe	Bhil-Malvi-Bhandikhali	2	1	kʊɾɑɖi	k(cid:55)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Bhili-Kankaria	2	1	kuɾɑɖi	ku(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Bhili-Athwaniya	2	1	kʌɾɑɖi	k(cid:106)(cid:52)(cid:35)(cid:122)i		response
74	74	35	axe	Nimadi-Jajumkhedi	2	1	kulaɖi	kula(cid:122)i		response
74	74	35	axe	Nimadi-Sonipura	2	1	kuɾʌɖi	ku(cid:52)(cid:106)(cid:122)i		response
74	74	35	axe	Bhopali-Rpura	2	1	kulaɖi	kula(cid:122)i		response
74	74	35	axe	Hindi-standard	2	1	kʊlhɑɖi	k(cid:55)lh(cid:35)(cid:122)i		response
74	74	35	axe	Gujarati-Standard	1	1	koɾi	ko(cid:52)i		response
74	74	35	axe	Gujarati-Standard	2	2	kuhɑɖi	kuh(cid:35)(cid:122)i		response
74	74	35	axe	Marathi-Standard	2	1	kuɾɑɖʌ	ku(cid:52)(cid:35)(cid:122)(cid:106)		response
75	75	36	rope	Ujjaini-Malvi-Harsodan	6	1	d̪ɔɭɖo	d(cid:196)(cid:107)(cid:124)(cid:122)o		response
75	75	36	rope	Ujjaini-Malvi-Chandukhedi	1	1	ɾʌssi	(cid:52)(cid:106)ssi		response
75	75	36	rope	Ujjaini-Malvi-Chandukhedi	6	2	ɖoɾi	(cid:122)o(cid:52)i		response
75	75	36	rope	Ujjaini-Malvi-Nain	1	1	ɾɑsəɖi	(cid:52)(cid:35)s(cid:101)(cid:122)i		response
75	75	36	rope	Ujjaini-Malvi-Nain	6	2	dujɖo	duj(cid:122)o		response
75	75	36	rope	Ujjaini-Malvi-Koyal	6	1	ɖoɭɖʌ	(cid:122)o(cid:124)(cid:122)(cid:106)		response
75	75	36	rope	Ujjaini-Malvi-Rojdi	1	1	ɾɑs	(cid:52)(cid:35)s		response
75	75	36	rope	Ujjaini-Malvi-Thillorkhurd	1	1	ɾʌssi	(cid:52)(cid:106)ssi		response
75	75	36	rope	Ujjaini-Malvi-Kumardi	6	1	d̪oɭɖi	d(cid:196)o(cid:124)(cid:122)i		response
75	75	36	rope	Ujjaini-Malvi-Jokhar	6	1	ɖoɭɖʌ	(cid:122)o(cid:124)(cid:122)(cid:106)		response
75	75	36	rope	Ujjaini-Malvi-Bercha	1	1	ɾɑs	(cid:52)(cid:35)s		response
75	75	36	rope	Ujjaini-Malvi-Bercha	1	2	ɾʌsso	(cid:52)(cid:106)sso		response
75	75	36	rope	Ujjaini-Malvi-Bercha	6	3	ɖoɭɖo	(cid:122)o(cid:124)(cid:122)o		response
75	75	36	rope	Ujjaini-Malvi-Moondikhedi	6	1	d̪oɭɖi	d(cid:196)o(cid:124)(cid:122)i		response
75	75	36	rope	Rajwadi-Malvi-Lojithara	2	1	ɾʌhʌ	(cid:52)(cid:106)h(cid:106)		response
75	75	36	rope	Rajwadi-Malvi-Bhimakhedi	1	1	ɾɑso	(cid:52)(cid:35)so		response
75	75	36	rope	Rajwadi-Malvi-Kishorpura	1	1	ɾɑso	(cid:52)(cid:35)so		response
75	75	36	rope	Rajwadi-Malvi-Bhunyakhedi	1	1	ɾaçɪjɔ	(cid:52)a(cid:37)(cid:43)j(cid:107)		response
75	75	36	rope	Rajwadi-Malvi-Jesingpura	1	1	ɾɑçio	(cid:52)(cid:35)(cid:37)io		response
75	75	36	rope	Rajwadi-Malvi-Bhandia	1	1	ɾaçɪjɔ	(cid:52)a(cid:37)(cid:43)j(cid:107)		response
75	75	36	rope	Rajwadi-Malvi-Bhandia	1	2	ɾasɑ	(cid:52)as(cid:35)		response
75	75	36	rope	Umadwadi-Malvi-Jhadmu	7	1	nedʒ	ned(cid:60)		response
75	75	36	rope	Umadwadi-Malvi-Jhadmu	8	2	sindɾ̪ɑ	sind(cid:52)(cid:196)(cid:35)		response
75	75	36	rope	Umadwadi-Malvi-Semlikakad	1	1	ɾʌssi	(cid:52)(cid:106)ssi		response
75	75	36	rope	Umadwadi-Malvi-Sagpur	1	1	ɾɑs	(cid:52)(cid:35)s		response
75	75	36	rope	Umadwadi-Malvi-Paldyabana	8	1	sind̪ɾo	sind(cid:196)(cid:52)o		response
75	75	36	rope	Umadwadi-Malvi-Mungavali	1	1	ɾɑs	(cid:52)(cid:35)s		response
75	75	36	rope	Umadwadi-Malvi-Mungavali	5	2	dʒiʋɭʌ	d(cid:60)i(cid:56)(cid:124)(cid:106)		response
75	75	36	rope	Sondhwadi-Malvi-Harnauda	1	1	ɾɑçio	(cid:52)(cid:35)(cid:37)io		response
75	75	36	rope	Sondhwadi-Malvi-Narana	1	1	ɾaçɪjɔ	(cid:52)a(cid:37)(cid:43)j(cid:107)		response
75	75	36	rope	Sondhwadi-Malvi-Adakhedi	1	1	ɾɑçio	(cid:52)(cid:35)(cid:37)io		response
75	75	36	rope	Sondhwadi-Malvi-Era	1	1	ɾɑçio	(cid:52)(cid:35)(cid:37)io		response
75	75	36	rope	Sondhwadi-Malvi-Deevdi	7	1	nedʒ	ned(cid:60)		response
75	75	36	rope	Sondhwadi-Malvi-Jamli	1	1	ɾasjo	(cid:52)asjo		response
75	75	36	rope	Gond-Malvi-Kalwar	1	1	ɾɑs	(cid:52)(cid:35)s		response
75	75	36	rope	Gond-Malvi-Kalwar	7	2	ledʒ	led(cid:60)		response
75	75	36	rope	Gond-Malvi-Samapura	1	1	ɾɑs	(cid:52)(cid:35)s		response
75	75	36	rope	Bhil-Malvi-Bhandikhali	2	1	ɾʌhɖi	(cid:52)(cid:106)h(cid:122)i		response
75	75	36	rope	Bhili-Kankaria	6	1	d̪oⁱɖũ	d(cid:196)oi(cid:122)u(cid:174)		response
75	75	36	rope	Bhili-Athwaniya	3	1	ɾɑɳɖvu	(cid:52)(cid:35)(cid:118)(cid:122)vu		response
75	75	36	rope	Nimadi-Jajumkhedi	6	1	d̪ɔⁱɖɔ	d(cid:196)(cid:107)i(cid:122)(cid:107)		response
75	75	36	rope	Nimadi-Sonipura	6	1	d̪oⁱɖi	d(cid:196)oi(cid:122)i		response
75	75	36	rope	Bhopali-Rpura	1	1	ɾɑso	(cid:52)(cid:35)so		response
75	75	36	rope	Bhopali-Rpura	4	2	giɾmɑ	(cid:73)i(cid:52)m(cid:35)		response
75	75	36	rope	Hindi-standard	1	1	ɾəssi	(cid:52)(cid:101)ssi		response
75	75	36	rope	Gujarati-Standard	6	1	d̪oɾi	d(cid:196)o(cid:52)i		response
75	75	36	rope	Gujarati-Standard	6	2	ɖoɾu	(cid:122)o(cid:52)u		response
75	75	36	rope	Marathi-Standard	6	1	d̪oɾi	d(cid:196)o(cid:52)i		response
75	75	37	thread	Ujjaini-Malvi-Harsodan	2	1	dɔ̪ɾɔ	d(cid:107)(cid:196)(cid:52)(cid:107)		response
75	75	37	thread	Ujjaini-Malvi-Chandukhedi	1	1	t̪aŋgʌ	t(cid:196)a(cid:132)(cid:73)(cid:106)		response
75	75	37	thread	Ujjaini-Malvi-Chandukhedi	3	2	bʌggi	b(cid:106)(cid:73)(cid:73)i		response
75	75	37	thread	Ujjaini-Malvi-Nain	1	1	dɑ̪gʌ	d(cid:35)(cid:196)(cid:73)(cid:106)		response
75	75	37	thread	Ujjaini-Malvi-Nain	2	2	ɖoɾo	(cid:122)o(cid:52)o		response
75	75	37	thread	Ujjaini-Malvi-Nain	4	3	sut̪	sut(cid:196)		response
75	75	37	thread	Ujjaini-Malvi-Koyal	1	1	t̪agɑ	t(cid:196)a(cid:73)(cid:35)		response
75	75	37	thread	Ujjaini-Malvi-Rojdi	2	1	d̪oɾʌ	d(cid:196)o(cid:52)(cid:106)		response
75	75	37	thread	Ujjaini-Malvi-Thillorkhurd	2	1	ɖoɾʌ	(cid:122)o(cid:52)(cid:106)		response
75	75	37	thread	Ujjaini-Malvi-Kumardi	1	1	t̪agɑ	t(cid:196)a(cid:73)(cid:35)		response
75	75	37	thread	Ujjaini-Malvi-Kumardi	2	2	d̪oɾʌ	d(cid:196)o(cid:52)(cid:106)		response
75	75	37	thread	Ujjaini-Malvi-Jokhar	2	1	d̪oɾɑ	d(cid:196)o(cid:52)(cid:35)		response
75	75	37	thread	Ujjaini-Malvi-Bercha	1	1	t̪agɑ	t(cid:196)a(cid:73)(cid:35)		response
75	75	37	thread	Ujjaini-Malvi-Bercha	1	2	t̪ɑgo	t(cid:196)(cid:35)(cid:73)o		response
75	75	37	thread	Ujjaini-Malvi-Moondikhedi	4	1	sut̪	sut(cid:196)		response
75	75	37	thread	Rajwadi-Malvi-Lojithara	2	1	ɖoɾo	(cid:122)o(cid:52)o		response
75	75	37	thread	Rajwadi-Malvi-Bhimakhedi	1	1	t̪ɑgo	t(cid:196)(cid:35)(cid:73)o		response
75	75	37	thread	Rajwadi-Malvi-Kishorpura	1	1	t̪ɑgo	t(cid:196)(cid:35)(cid:73)o		response
75	75	37	thread	Rajwadi-Malvi-Bhunyakhedi	1	1	d̪ago	d(cid:196)a(cid:73)o		response
75	75	37	thread	Rajwadi-Malvi-Jesingpura	2	1	d̪oɾɑ	d(cid:196)o(cid:52)(cid:35)		response
75	75	37	thread	Rajwadi-Malvi-Bhandia	1	1	t̪agɔ	t(cid:196)a(cid:73)(cid:107)		response
75	75	37	thread	Umadwadi-Malvi-Jhadmu	1	1	t̪agɑ	t(cid:196)a(cid:73)(cid:35)		response
75	75	37	thread	Umadwadi-Malvi-Semlikakad	1	1	t̪aŋgʌ	t(cid:196)a(cid:132)(cid:73)(cid:106)		response
75	75	37	thread	Umadwadi-Malvi-Sagpur	1	1	t̪agɑ	t(cid:196)a(cid:73)(cid:35)		response
75	75	37	thread	Umadwadi-Malvi-Paldyabana	1	1	t̪ɑgo	t(cid:196)(cid:35)(cid:73)o		response
75	75	37	thread	Umadwadi-Malvi-Mungavali	2	1	d̪oɾɑ	d(cid:196)o(cid:52)(cid:35)		response
75	75	37	thread	Sondhwadi-Malvi-Harnauda	1	1	t̪agɔ	t(cid:196)a(cid:73)(cid:107)		response
75	75	37	thread	Sondhwadi-Malvi-Narana	1	1	t̪agɑ	t(cid:196)a(cid:73)(cid:35)		response
75	75	37	thread	Sondhwadi-Malvi-Adakhedi	1	1	t̪ɑgo	t(cid:196)(cid:35)(cid:73)o		response
75	75	37	thread	Sondhwadi-Malvi-Era	1	1	t̪ɑgo	t(cid:196)(cid:35)(cid:73)o		response
75	75	37	thread	Sondhwadi-Malvi-Deevdi	1	1	t̪agɑ	t(cid:196)a(cid:73)(cid:35)		response
75	75	37	thread	Sondhwadi-Malvi-Jamli	1	1	t̪agɑ	t(cid:196)a(cid:73)(cid:35)		response
75	75	37	thread	Gond-Malvi-Kalwar	1	1	t̪agɑ	t(cid:196)a(cid:73)(cid:35)		response
75	75	37	thread	Gond-Malvi-Kalwar	2	2	ɖoɾɑ	(cid:122)o(cid:52)(cid:35)		response
75	75	37	thread	Gond-Malvi-Samapura	1	1	d̪ʱɑgɑ	d(cid:196)(cid:137)(cid:35)(cid:73)(cid:35)		response
75	75	37	thread	Bhil-Malvi-Bhandikhali	2	1	d̪oɾʌ	d(cid:196)o(cid:52)(cid:106)		response
75	75	37	thread	Bhili-Kankaria	2	1	d̪oɾɑ	d(cid:196)o(cid:52)(cid:35)		response
75	75	37	thread	Bhili-Athwaniya	2	1	d̪oɾo	d(cid:196)o(cid:52)o		response
75	75	37	thread	Bhili-Athwaniya	4	2	d̪oɾo	d(cid:196)o(cid:52)o		response
75	75	37	thread	Nimadi-Jajumkhedi	1	1	t̪aŋgɔ	t(cid:196)a(cid:132)(cid:73)(cid:107)		response
75	75	37	thread	Nimadi-Sonipura	2	1	dɔ̪ɾɔ	d(cid:107)(cid:196)(cid:52)(cid:107)		response
75	75	37	thread	Bhopali-Rpura	2	1	ɖoɾɑ	(cid:122)o(cid:52)(cid:35)		response
75	75	37	thread	Hindi-standard	1	1	d̪ʱɑgɑ	d(cid:196)(cid:137)(cid:35)(cid:73)(cid:35)		response
75	75	37	thread	Hindi-standard	2	2	ɖoɾɑ	(cid:122)o(cid:52)(cid:35)		response
75	75	37	thread	Hindi-standard	4	3	sut̪	sut(cid:196)		response
75	75	37	thread	Gujarati-Standard	2	1	ɖoɾo	(cid:122)o(cid:52)o		response
75	75	37	thread	Marathi-Standard	2	1	ɖoɾɑ	(cid:122)o(cid:52)(cid:35)		response
76	76	38	needle	Ujjaini-Malvi-Harsodan	2	1	suj	suj		response
76	76	38	needle	Ujjaini-Malvi-Chandukhedi	1,2	1	huⁱ	hui		response
76	76	38	needle	Ujjaini-Malvi-Nain	2	1	suⁱ	sui		response
76	76	38	needle	Ujjaini-Malvi-Koyal	2	1	suⁱ	sui		response
76	76	38	needle	Ujjaini-Malvi-Rojdi	2	1	suⁱ	sui		response
76	76	38	needle	Ujjaini-Malvi-Thillorkhurd	2	1	sʊi	s(cid:55)i		response
76	76	38	needle	Ujjaini-Malvi-Kumardi	2	1	suⁱ	sui		response
76	76	38	needle	Ujjaini-Malvi-Jokhar	2	1	suⁱ	sui		response
76	76	38	needle	Ujjaini-Malvi-Bercha	1,2	1	huⁱ	hui		response
76	76	38	needle	Ujjaini-Malvi-Bercha	2	2	suⁱ	sui		response
76	76	38	needle	Ujjaini-Malvi-Moondikhedi	2	1	suⁱ	sui		response
76	76	38	needle	Rajwadi-Malvi-Lojithara	1	1	huⁱ	hui		response
76	76	38	needle	Rajwadi-Malvi-Lojithara	2	2	huⁱ	hui		response
76	76	38	needle	Rajwadi-Malvi-Bhimakhedi	1,2	1	huⁱ	hui		response
76	76	38	needle	Rajwadi-Malvi-Kishorpura	1	1	huⁱ	hui		response
76	76	38	needle	Rajwadi-Malvi-Kishorpura	2	2	huⁱ	hui		response
76	76	38	needle	Rajwadi-Malvi-Bhunyakhedi	1,2	1	huⁱ	hui		response
76	76	38	needle	Rajwadi-Malvi-Jesingpura	1	1	uⁱ	ui		response
76	76	38	needle	Rajwadi-Malvi-Bhandia	1	1	huⁱ	hui		response
76	76	38	needle	Rajwadi-Malvi-Bhandia	2	2	huⁱ	hui		response
76	76	38	needle	Umadwadi-Malvi-Jhadmu	2	1	suⁱ	sui		response
76	76	38	needle	Umadwadi-Malvi-Semlikakad	2	1	sui	sui		response
76	76	38	needle	Umadwadi-Malvi-Sagpur	2	1	sudʒi	sud(cid:60)i		response
76	76	38	needle	Umadwadi-Malvi-Paldyabana	2	1	suⁱ	sui		response
76	76	38	needle	Umadwadi-Malvi-Mungavali	2	1	sudʒi	sud(cid:60)i		response
76	76	38	needle	Sondhwadi-Malvi-Harnauda	1	1	huⁱ	hui		response
76	76	38	needle	Sondhwadi-Malvi-Harnauda	2	2	huⁱ	hui		response
76	76	38	needle	Sondhwadi-Malvi-Narana	1,2	1	huⁱ	hui		response
76	76	38	needle	Sondhwadi-Malvi-Adakhedi	2	1	sui	sui		response
76	76	38	needle	Sondhwadi-Malvi-Era	1,2	1	huⁱ	hui		response
76	76	38	needle	Sondhwadi-Malvi-Deevdi	2	1	suⁱ	sui		response
76	76	38	needle	Sondhwadi-Malvi-Jamli	1	1	huⁱ	hui		response
76	76	38	needle	Sondhwadi-Malvi-Jamli	2	2	huⁱ	hui		response
76	76	38	needle	Gond-Malvi-Kalwar	2	1	sui	sui		response
