PDF_Page	Printed_Page	Concept	Gloss	Lect	Category	Response_Index	Form	Notes	Continuation	Raw_Fragments	Source_Status
96	89	29	firewood	Rathawi-Mankodi	3	1	lɑkʌɖu		0	Rathawi-Mankodi 3 lɑkʌɖu	response
96	89	29	firewood	Palya-Choutharya	3	1	lɑkəɖu		0	Palya-Choutharya 3 lɑkəɖu	response
96	89	29	firewood	Palya-Natvada	3	1	lɑkʌɖʊ		0	Palya-Natvada 3 lɑkʌɖʊ	response
96	89	29	firewood	Bareli Pauri-Shahana	3	1	la̪kaɖa		0	Bareli Pauri-Shahana 3 la̪kaɖa	response
96	89	29	firewood	Bareli Pauri-Mandvi	3	1	lakaɖa		0	Bareli Pauri-Mandvi 3 lakaɖa	response
96	89	29	firewood	Bareli Pauri-Khadki	3	1	lɑkəɖo		0	Bareli Pauri-Khadki 3 lɑkəɖo	response
96	89	29	firewood	Nimadi-Khargone	3	1	lɑkəɖɑ		0	Nimadi-Khargone 3 lɑkəɖɑ	response
96	89	29	firewood	Nimadi-Awlia	3	1	lʌkkhʌɖ		0	Nimadi-Awlia 3 lʌkkhʌɖ	response
96	89	29	firewood	Nimadi-Ashapur	3	1	lʌkəɖi		0	Nimadi-Ashapur 3 lʌkəɖi	response
96	89	29	firewood	Ahirani-Dhule	3	1	lɑkuɖ		0	Ahirani-Dhule 3 lɑkuɖ	response
96	89	29	firewood	Hindi	3	1	ləkəɖi		0	Hindi 3 ləkəɖi	response
96	89	29	firewood	Gujarati	3	1	lɑkəɖũ		0	Gujarati 3 lɑkəɖũ	response
96	89	29	firewood	Marathi	3	1	lɑkuɖʌ		0	Marathi 3 lɑkuɖʌ	response
96	89	30	broom	Rathwi Pauri-Amalwadi	3	1	bɦahaɾi		0	Rathwi Pauri-Amalwadi 3 bɦahaɾi	response
96	89	30	broom	Rathwi Pauri-Segwi	3	1	bɦahaɾi		0	Rathwi Pauri-Segwi 3 bɦahaɾi	response
96	89	30	broom	Rathwi Bareli-Tharadpura	3	1	bɑhəɾi		0	Rathwi Bareli-Tharadpura 3 bɑhəɾi	response
96	89	30	broom	Rathwi Bareli-Udainagar	3	1	bʌhɾi		0	Rathwi Bareli-Udainagar 3 bʌhɾi	response
96	89	30	broom	Rathwi Bareli-Chiklia	3	1	bɑhəɾi		0	Rathwi Bareli-Chiklia 3 bɑhəɾi	response
96	89	30	broom	Rathwi-Chenpur	3	1	bʌhʌɾi		0	Rathwi-Chenpur 3 bʌhʌɾi	response
96	89	30	broom	Rathwi-Dongargaon	3	1	bʌhɾi		0	Rathwi-Dongargaon 3 bʌhɾi	response
96	89	30	broom	Bhilali-Bodugam	3	1	bɑhʌɾi		0	Bhilali-Bodugam 3 bɑhʌɾi	response
96	89	30	broom	Bhili-Punyawat	3	1	bəhɑɾi		0	Bhili-Punyawat 3 bəhɑɾi	response
96	89	30	broom	Bhili-Anjhera	3	1	bɑhəɾi		0	Bhili-Anjhera 3 bɑhəɾi	response
96	89	30	broom	Bhilali-Anjhera	1	1	bɦɑɾi		0	Bhilali-Anjhera 1 bɦɑɾi	response
96	89	30	broom	Bhilali-Mandwi	3	1	bɑhɾi		0	Bhilali-Mandwi 3 bɑhɾi	response
96	89	30	broom	Bhilali-Navalpura	3	1	bɑhɾi		0	Bhilali-Navalpura 3 bɑhɾi	response
96	89	30	broom	Bhilali-Agar	3	1	bɑhɾi		0	Bhilali-Agar 3 bɑhɾi	response
96	89	30	broom	Bhilali-Udaigadh	3	1	bɦʌhəɾi		0	Bhilali-Udaigadh 3 bɦʌhəɾi	response
96	89	30	broom	Bhilali-Kattivada	3	1	bɑhəɖi		0	Bhilali-Kattivada 3 bɑhəɖi	response
96	89	30	broom	Parya Bhilali-Bhorwada	1	1	bajɾi		0	Parya Bhilali- Bhorwada 1 bajɾi	response
96	89	30	broom	Bhili-Piplia	3	1	bɑheɖu		0	Bhili-Piplia 3 bɑheɖu	response
96	89	30	broom	Bhili-Kharod	3	1	bahaɖi		0	Bhili-Kharod 3 bahaɖi	response
96	89	30	broom	Bhilali-Aspai	1	1	bɑɖi		0	Bhilali-Aspai 1 bɑɖi	response
96	89	30	broom	Rathawi-Mankodi	3	1	bɑhʌɖi		0	Rathawi-Mankodi 3 bɑhʌɖi	response
96	89	30	broom	Palya-Choutharya	1	1	bɑɖi		0	Palya-Choutharya 1 bɑɖi	response
96	89	30	broom	Palya-Natvada	1	1	bɑɖi		0	Palya-Natvada 1 bɑɖi	response
96	89	30	broom	Bareli Pauri-Shahana	1	1	baɾi		0	Bareli Pauri-Shahana 1 baɾi	response
96	89	30	broom	Bareli Pauri-Mandvi	1	1	baɾi		0	Bareli Pauri-Mandvi 1 baɾi	response
96	89	30	broom	Bareli Pauri-Khadki	1	1	bɑɾi		0	Bareli Pauri-Khadki 1 bɑɾi	response
96	89	30	broom	Nimadi-Khargone	1	1	bɑjɾɔ		0	Nimadi-Khargone 1 bɑjɾɔ	response
96	89	30	broom	Nimadi-Awlia	1	1	bɦɑiɾi		0	Nimadi-Awlia 1 bɦɑiɾi	response
96	89	30	broom	Nimadi-Ashapur	1	1	bʌiɾi		0	Nimadi-Ashapur 1 bʌiɾi	response
96	89	30	broom	Ahirani-Dhule	6	1	dʒɦɑɖne		0	Ahirani-Dhule 6 dʒɦɑɖne	response
96	89	30	broom	Hindi	6	1	dʒɦɑɖu		0	Hindi 6 dʒɦɑɖu	response
96	89	30	broom	Gujarati	2	1	sɑvɑɾəɳi		0	Gujarati 2 sɑvɑɾəɳi	response
96	89	30	broom	Gujarati	6	2	dʒɑɾɖũ		1	6 dʒɑɾɖũ	response
96	89	30	broom	Marathi	6	1	dzɦɑɖu		0	Marathi 6 dzɦɑɖu	response
97	90	31	mortar	Rathwi Pauri-Amalwadi	2	1	khanɖʌɳiu		0	Rathwi Pauri-Amalwadi 2 khanɖʌɳiu	response
97	90	31	mortar	Rathwi Pauri-Segwi	2	1	khanɖʌɳiu		0	Rathwi Pauri-Segwi 2 khanɖʌɳiu	response
97	90	31	mortar	Rathwi Bareli-Tharadpura	7	1	ukhɔʋ		0	Rathwi Bareli-Tharadpura 7 ukhɔʋ	response
97	90	31	mortar	Rathwi Bareli-Udainagar	7	1	ukhɭju		0	Rathwi Bareli-Udainagar 7 ukhɭju	response
97	90	31	mortar	Rathwi Bareli-Chiklia	2	1	khɑɳɖəɳjo		0	Rathwi Bareli-Chiklia 2 khɑɳɖəɳjo	response
97	90	31	mortar	Rathwi Bareli-Chiklia	7	2	ʊkhoɭ		1	7 ʊkhoɭ	response
97	90	31	mortar	Rathwi-Chenpur	7	1	ukhʌɭ		0	Rathwi-Chenpur 7 ukhʌɭ	response
97	90	31	mortar	Rathwi-Dongargaon	7	1	ʊkhoɭ		0	Rathwi-Dongargaon 7 ʊkhoɭ	response
97	90	31	mortar	Bhilali-Bodugam	2	1	khɑnʌɳjo		0	Bhilali-Bodugam 2 khɑnʌɳjo	response
97	90	31	mortar	Bhili-Punyawat	7	1	ukhɭijo		0	Bhili-Punyawat 7 ukhɭijo	response
97	90	31	mortar	Bhili-Anjhera	7	1	ɔkhʌɭ		0	Bhili-Anjhera 7 ɔkhʌɭ	response
97	90	31	mortar	Bhilali-Anjhera	7	1	ukhəl		0	Bhilali-Anjhera 7 ukhəl	response
97	90	31	mortar	Bhilali-Mandwi	7	1	ɔkhʌɭ		0	Bhilali-Mandwi 7 ɔkhʌɭ	response
97	90	31	mortar	Bhilali-Navalpura	7	1	okhɭɪjɑ		0	Bhilali-Navalpura 7 okhɭɪjɑ	response
97	90	31	mortar	Bhilali-Agar	7	1	ɔkhʌɭɪjɑ		0	Bhilali-Agar 7 ɔkhʌɭɪjɑ	response
97	90	31	mortar	Bhilali-Udaigadh	7	1	ukhʌɭi		0	Bhilali-Udaigadh 7 ukhʌɭi	response
97	90	31	mortar	Bhilali-Kattivada	2	1	kʌɳiɳjo		0	Bhilali-Kattivada 2 kʌɳiɳjo	response
97	90	31	mortar	Parya Bhilali-Bhorwada	7	1	ʊkhɭɪja		0	Parya Bhilali- Bhorwada 7 ʊkhɭɪja	response
97	90	31	mortar	Bhili-Piplia	1	1	bɑʈo		0	Bhili-Piplia 1 bɑʈo	response
97	90	31	mortar	Bhili-Kharod	2	1	khanaɳi		0	Bhili-Kharod 2 khanaɳi	response
97	90	31	mortar	Bhilali-Aspai	2	1	khɑiɳjo		0	Bhilali-Aspai 2 khɑiɳjo	response
97	90	31	mortar	Rathawi-Mankodi	2	1	khɑnjo		0	Rathawi-Mankodi 2 khɑnjo	response
97	90	31	mortar	Palya-Choutharya	2	1	kʌɳiɳjo		0	Palya-Choutharya 2 kʌɳiɳjo	response
97	90	31	mortar	Palya-Natvada	2	1	khʌnjɑ		0	Palya-Natvada 2 khʌnjɑ	response
97	90	31	mortar	Palya-Natvada	7	2	ukhʌɭ		1	7 ukhʌɭ	response
97	90	31	mortar	Bareli Pauri-Shahana	7	1	ukhõ		0	Bareli Pauri-Shahana 7 ukhõ	response
97	90	31	mortar	Bareli Pauri-Mandvi	2	1	khanɖʌɳi		0	Bareli Pauri-Mandvi 2 khanɖʌɳi	response
97	90	31	mortar	Bareli Pauri-Khadki	7	1	ukhɔl		0	Bareli Pauri-Khadki 7 ukhɔl	response
97	90	31	mortar	Nimadi-Khargone	7	1	ukhɑɭ		0	Nimadi-Khargone 7 ukhɑɭ	response
97	90	31	mortar	Nimadi-Awlia	7	1	ʊkkhʌɭ		0	Nimadi-Awlia 7 ʊkkhʌɭ	response
97	90	31	mortar	Nimadi-Ashapur	7	1	ʊkkhʌɭ		0	Nimadi-Ashapur 7 ʊkkhʌɭ	response
97	90	31	mortar	Ahirani-Dhule	7	1	ukhai		0	Ahirani-Dhule 7 ukhai	response
97	90	31	mortar	Hindi	7	1	khəɾəl		0	Hindi 7 khəɾəl	response
97	90	31	mortar	Hindi	7	2	okhəli		1	7 okhəli	response
97	90	31	mortar	Gujarati	2	1	khəiɳi		0	Gujarati 2 khəiɳi	response
97	90	31	mortar	Gujarati	6	2	pətʌ̪ɾo		1	6 pətʌ̪ɾo	response
97	90	31	mortar	Marathi	7	1	ukhʌɭi		0	Marathi 7 ukhʌɭi	response
97	90	32	pestle	Rathwi Pauri-Amalwadi	2	1	lu̪d̪u		0	Rathwi Pauri-Amalwadi 2 lu̪d̪u	response
97	90	32	pestle	Rathwi Pauri-Segwi	14	1	ɖoguɖu		0	Rathwi Pauri-Segwi 14 ɖoguɖu	response
97	90	32	pestle	Rathwi Bareli-Tharadpura	10	1	muʃɔɭ		0	Rathwi Bareli-Tharadpura 10 muʃɔɭ	response
97	90	32	pestle	Rathwi Bareli-Udainagar	10	1	muʃʌɭ		0	Rathwi Bareli-Udainagar 10 muʃʌɭ	response
97	90	32	pestle	Rathwi Bareli-Chiklia	10	1	muʃəɭu		0	Rathwi Bareli-Chiklia 10 muʃəɭu	response
97	90	32	pestle	Rathwi Bareli-Chiklia	10	2	muʃoɭ		1	10 muʃoɭ	response
97	90	32	pestle	Rathwi-Chenpur	10	1	muʃʌɭ		0	Rathwi-Chenpur 10 muʃʌɭ	response
97	90	32	pestle	Rathwi-Dongargaon	10	1	muʃʌɭ		0	Rathwi-Dongargaon 10 muʃʌɭ	response
97	90	32	pestle	Bhilali-Bodugam	2	1	lud̪ʊ		0	Bhilali-Bodugam 2 lud̪ʊ	response
97	90	32	pestle	Bhili-Punyawat	14	1	d̪ɔgɖɔ		0	Bhili-Punyawat 14 d̪ɔgɖɔ	response
97	90	32	pestle	Bhili-Anjhera	10	1	muʃlɔ		0	Bhili-Anjhera 10 muʃlɔ	response
97	90	32	pestle	Bhilali-Anjhera	10	1	mʊsʌɭ		0	Bhilali-Anjhera 10 mʊsʌɭ	response
97	90	32	pestle	Bhilali-Mandwi	10	1	mʊsʌɭ		0	Bhilali-Mandwi 10 mʊsʌɭ	response
97	90	32	pestle	Bhilali-Navalpura	10	1	mosɭɪjɑ		0	Bhilali-Navalpura 10 mosɭɪjɑ	response
97	90	32	pestle	Bhilali-Agar	10	1	mʊsʌɭ		0	Bhilali-Agar 10 mʊsʌɭ	response
97	90	32	pestle	Bhilali-Udaigadh	10	1	muʃəɭi		0	Bhilali-Udaigadh 10 muʃəɭi	response
97	90	32	pestle	Bhilali-Kattivada	10	1	mʊhʌɭo		0	Bhilali-Kattivada 10 mʊhʌɭo	response
97	90	32	pestle	Parya Bhilali-Bhorwada	10	1	mʊsʌɭ		0	Parya Bhilali- Bhorwada 10 mʊsʌɭ	response
97	90	32	pestle	Bhili-Piplia	4	1	bɑto		0	Bhili-Piplia 4 bɑto	response
97	90	32	pestle	Bhili-Kharod	0	1	NO ENTRY		0	Bhili-Kharod 0 NO ENTRY	response
97	90	32	pestle	Bhilali-Aspai	10	1	muhũ		0	Bhilali-Aspai 10 muhũ	response
97	90	32	pestle	Rathawi-Mankodi	10	1	mʊhɭu		0	Rathawi-Mankodi 10 mʊhɭu	response
97	90	32	pestle	Palya-Choutharya	2	1	lod̪əjɑ		0	Palya-Choutharya 2 lod̪əjɑ	response
97	90	32	pestle	Palya-Choutharya	10	2	muhəɭu		1	10 muhəɭu	response
97	90	32	pestle	Palya-Natvada	10	1	musʌɭɑ		0	Palya-Natvada 10 musʌɭɑ	response
97	90	32	pestle	Bareli Pauri-Shahana	10	1	muhʌwʌ		0	Bareli Pauri-Shahana 10 muhʌwʌ	response
97	90	32	pestle	Bareli Pauri-Mandvi	12	1	gunɖu		0	Bareli Pauri-Mandvi 12 gunɖu	response
97	90	32	pestle	Bareli Pauri-Khadki	10	1	muhɔʋ		0	Bareli Pauri-Khadki 10 muhɔʋ	response
97	90	32	pestle	Nimadi-Khargone	10	1	musɑɭ		0	Nimadi-Khargone 10 musɑɭ	response
97	90	32	pestle	Nimadi-Awlia	10	1	mʊsʌɭ		0	Nimadi-Awlia 10 mʊsʌɭ	response
97	90	32	pestle	Nimadi-Ashapur	10	1	muʃʌɭ		0	Nimadi-Ashapur 10 muʃʌɭ	response
97	90	32	pestle	Ahirani-Dhule	10	1	musʌi		0	Ahirani-Dhule 10 musʌi	response
97	90	32	pestle	Hindi	2	1	lõɖɦɑ		0	Hindi 2 lõɖɦɑ	response
97	90	32	pestle	Hindi	10	2	musəl		1	10 musəl	response
97	90	32	pestle	Gujarati	4	1	pətʌ̪ɾ		0	Gujarati 4 pətʌ̪ɾ	response
97	90	32	pestle	Gujarati	9	2	khul		1	9 khul	response
97	90	32	pestle	Marathi	10	1	musʌɭɑ		0	Marathi 10 musʌɭɑ	response
97	90	33	hammer	Rathwi Pauri-Amalwadi	2	1	hath̪oɖi		0	Rathwi Pauri-Amalwadi 2 hath̪oɖi	response
97	90	33	hammer	Rathwi Pauri-Segwi	2	1	hato̪ɖi		0	Rathwi Pauri-Segwi 2 hato̪ɖi	response
97	90	33	hammer	Rathwi Bareli-Tharadpura	2	1	hɑte̪ʋəɭi		0	Rathwi Bareli-Tharadpura 2 hɑte̪ʋəɭi	response
97	90	33	hammer	Rathwi Bareli-Udainagar	2	1	hʌth̪eʋɖu		0	Rathwi Bareli-Udainagar 2 hʌth̪eʋɖu	response
97	90	33	hammer	Rathwi Bareli-Chiklia	2	1	hɑte̪ʋəɽi		0	Rathwi Bareli-Chiklia 2 hɑte̪ʋəɽi	response
97	90	33	hammer	Rathwi-Chenpur	1	1	gɦɔɳ		0	Rathwi-Chenpur 1 gɦɔɳ	response
97	90	33	hammer	Rathwi-Dongargaon	2	1	hɑte̪ʋɖu		0	Rathwi-Dongargaon 2 hɑte̪ʋɖu	response
97	90	33	hammer	Bhilali-Bodugam	2	1	hɑth̪ɛuɖʊ		0	Bhilali-Bodugam 2 hɑth̪ɛuɖʊ	response
97	90	33	hammer	Bhili-Punyawat	2	1	heth̪oɖi		0	Bhili-Punyawat 2 heth̪oɖi	response
97	90	33	hammer	Bhili-Anjhera	2	1	ɑth̪ɔɖu		0	Bhili-Anjhera 2 ɑth̪ɔɖu	response
97	90	33	hammer	Bhilali-Anjhera	2	1	hʌto̪ɖu		0	Bhilali-Anjhera 2 hʌto̪ɖu	response
97	90	33	hammer	Bhilali-Mandwi	2	1	hɑth̪oɖi		0	Bhilali-Mandwi 2 hɑth̪oɖi	response
97	90	33	hammer	Bhilali-Navalpura	2	1	hɑth̪eɖu		0	Bhilali-Navalpura 2 hɑth̪eɖu	response
97	90	33	hammer	Bhilali-Agar	2	1	ʈɑki hʌth̪euɖiu		0	Bhilali-Agar 2 ʈɑki hʌth̪euɖiu	response
97	90	33	hammer	Bhilali-Udaigadh	1	1	gɦʌɳijɑ		0	Bhilali-Udaigadh 1 gɦʌɳijɑ	response
97	90	33	hammer	Bhilali-Kattivada	2	1	hʌth̪oɖi		0	Bhilali-Kattivada 2 hʌth̪oɖi	response
97	90	33	hammer	Parya Bhilali-Bhorwada	2	1	hɑth̪ɛuɖo		0	Parya Bhilali- Bhorwada 2 hɑth̪ɛuɖo	response
97	90	33	hammer	Bhili-Piplia	1	1	gɦuɳ		0	Bhili-Piplia 1 gɦuɳ	response
97	90	33	hammer	Bhili-Kharod	2	1	hato̪ɖi		0	Bhili-Kharod 2 hato̪ɖi	response
97	90	33	hammer	Bhilali-Aspai	2	1	hɑth̪oɖɪ		0	Bhilali-Aspai 2 hɑth̪oɖɪ	response
97	90	33	hammer	Rathawi-Mankodi	2	1	hʌth̪oɖi		0	Rathawi-Mankodi 2 hʌth̪oɖi	response
97	90	33	hammer	Palya-Choutharya	2	1	hʌth̪ouɖɑ		0	Palya-Choutharya 2 hʌth̪ouɖɑ	response
97	90	33	hammer	Palya-Natvada	2	1	hɑth̪ʌuɖo		0	Palya-Natvada 2 hɑth̪ʌuɖo	response
97	90	33	hammer	Bareli Pauri-Shahana	2	1	hato̪ɖi		0	Bareli Pauri-Shahana 2 hato̪ɖi	response
97	90	33	hammer	Bareli Pauri-Mandvi	2	1	atu̪ɖu		0	Bareli Pauri-Mandvi 2 atu̪ɖu	response
97	90	33	hammer	Bareli Pauri-Khadki	2	1	hɑth̪əɖi		0	Bareli Pauri-Khadki 2 hɑth̪əɖi	response
97	90	33	hammer	Nimadi-Khargone	2	1	hɑth̪ɔɖi		0	Nimadi-Khargone 2 hɑth̪ɔɖi	response
97	90	33	hammer	Nimadi-Awlia	2	1	hɑth̪ɔɖi		0	Nimadi-Awlia 2 hɑth̪ɔɖi	response
97	90	33	hammer	Nimadi-Ashapur	2	1	hɑth̪ɔɖi		0	Nimadi-Ashapur 2 hɑth̪ɔɖi	response
97	90	33	hammer	Ahirani-Dhule	2	1	hɑto̪ɖɑ		0	Ahirani-Dhule 2 hɑto̪ɖɑ	response
97	90	33	hammer	Hindi	1	1	gɦən		0	Hindi 1 gɦən	response
97	90	33	hammer	Hindi	2	2	həth̪oɖi		1	2 həth̪oɖi	response
97	90	33	hammer	Gujarati	2	1	həth̪oɖi		0	Gujarati 2 həth̪oɖi	response
97	90	33	hammer	Marathi	2	1	hɑto̪ɖɑ		0	Marathi 2 hɑto̪ɖɑ	response
98	91	34	knife	Rathwi Pauri-Amalwadi	2	1	ts̪o̪ku		0	Rathwi Pauri-Amalwadi 2 ts̪o̪ku	response
98	91	34	knife	Rathwi Pauri-Segwi	2	1	ts̪o̪ku		0	Rathwi Pauri-Segwi 2 ts̪o̪ku	response
98	91	34	knife	Rathwi Bareli-Tharadpura	2	1	tʃhokku		0	Rathwi Bareli-Tharadpura 2 tʃhokku	response
98	91	34	knife	Rathwi Bareli-Udainagar	2	1	tʃɔkku		0	Rathwi Bareli-Udainagar 2 tʃɔkku	response
98	91	34	knife	Rathwi Bareli-Chiklia	2	1	tʃoku		0	Rathwi Bareli-Chiklia 2 tʃoku	response
98	91	34	knife	Rathwi-Chenpur	2	1	tʃɔkku		0	Rathwi-Chenpur 2 tʃɔkku	response
98	91	34	knife	Rathwi-Dongargaon	2	1	tʃʌkku		0	Rathwi-Dongargaon 2 tʃʌkku	response
98	91	34	knife	Bhilali-Bodugam	2	1	tʃɑkkʊ		0	Bhilali-Bodugam 2 tʃɑkkʊ	response
98	91	34	knife	Bhili-Punyawat	1	1	tʃuɾɪ		0	Bhili-Punyawat 1 tʃuɾɪ	response
98	91	34	knife	Bhili-Anjhera	2	1	tʃʌkku		0	Bhili-Anjhera 2 tʃʌkku	response
98	91	34	knife	Bhilali-Anjhera	2	1	tʃʌkku		0	Bhilali-Anjhera 2 tʃʌkku	response
98	91	34	knife	Bhilali-Mandwi	2	1	tʃʌkku		0	Bhilali-Mandwi 2 tʃʌkku	response
98	91	34	knife	Bhilali-Navalpura	2	1	tʃəkku		0	Bhilali-Navalpura 2 tʃəkku	response
98	91	34	knife	Bhilali-Agar	2	1	tʃʌkku		0	Bhilali-Agar 2 tʃʌkku	response
98	91	34	knife	Bhilali-Udaigadh	2	1	tʃʌkku		0	Bhilali-Udaigadh 2 tʃʌkku	response
98	91	34	knife	Bhilali-Kattivada	2	1	tʃɑkku		0	Bhilali-Kattivada 2 tʃɑkku	response
98	91	34	knife	Parya Bhilali-Bhorwada	2	1	tʃʌkku		0	Parya Bhilali- Bhorwada 2 tʃʌkku	response
98	91	34	knife	Bhili-Piplia	2	1	sʌkku		0	Bhili-Piplia 2 sʌkku	response
98	91	34	knife	Bhili-Kharod	2	1	tsaku		0	Bhili-Kharod 2 tsaku	response
98	91	34	knife	Bhilali-Aspai	2	1	tʃəkhʊ		0	Bhilali-Aspai 2 tʃəkhʊ	response
98	91	34	knife	Rathawi-Mankodi	3	1	d̪ɑth̪oɖi		0	Rathawi-Mankodi 3 d̪ɑth̪oɖi	response
98	91	34	knife	Palya-Choutharya	2	1	tʃʌkku		0	Palya-Choutharya 2 tʃʌkku	response
98	91	34	knife	Palya-Natvada	2	1	tʃʌkkʊ		0	Palya-Natvada 2 tʃʌkkʊ	response
98	91	34	knife	Bareli Pauri-Shahana	2	1	ts̪o̪ku		0	Bareli Pauri-Shahana 2 ts̪o̪ku	response
98	91	34	knife	Bareli Pauri-Mandvi	1	1	su̪ɾi		0	Bareli Pauri-Mandvi 1 su̪ɾi	response
98	91	34	knife	Bareli Pauri-Khadki	2	1	tʃɔkku		0	Bareli Pauri-Khadki 2 tʃɔkku	response
98	91	34	knife	Nimadi-Khargone	2	1	tʃɑkku		0	Nimadi-Khargone 2 tʃɑkku	response
98	91	34	knife	Nimadi-Awlia	2	1	tʃʌkku		0	Nimadi-Awlia 2 tʃʌkku	response
98	91	34	knife	Nimadi-Ashapur	2	1	tʃʌkku		0	Nimadi-Ashapur 2 tʃʌkku	response
98	91	34	knife	Ahirani-Dhule	1	1	suɾi		0	Ahirani-Dhule 1 suɾi	response
98	91	34	knife	Hindi	1	1	tʃʊɾi		0	Hindi 1 tʃʊɾi	response
98	91	34	knife	Hindi	2	2	tʃɑku		1	2 tʃɑku	response
98	91	34	knife	Gujarati	1	1	tʃʊɾi		0	Gujarati 1 tʃʊɾi	response
98	91	34	knife	Gujarati	2	2	tʃəku		1	2 tʃəku	response
98	91	34	knife	Gujarati	4	3	tʃəɾo		1	4 tʃəɾo	response
98	91	34	knife	Marathi	1	1	suɾi		0	Marathi 1 suɾi	response
98	91	35	axe	Rathwi Pauri-Amalwadi	2	1	kuraɖ		0	Rathwi Pauri-Amalwadi 2 kuraɖ	response
98	91	35	axe	Rathwi Pauri-Segwi	2	1	kuraɖ		0	Rathwi Pauri-Segwi 2 kuraɖ	response
98	91	35	axe	Rathwi Bareli-Tharadpura	2	1	kuɾɑɖɔ		0	Rathwi Bareli-Tharadpura 2 kuɾɑɖɔ	response
98	91	35	axe	Rathwi Bareli-Udainagar	2	1	kuɾɑɖɔ		0	Rathwi Bareli-Udainagar 2 kuɾɑɖɔ	response
98	91	35	axe	Rathwi Bareli-Chiklia	2	1	kʊɾɑɾ		0	Rathwi Bareli-Chiklia 2 kʊɾɑɾ	response
98	91	35	axe	Rathwi-Chenpur	2	1	kuɾɑɖ		0	Rathwi-Chenpur 2 kuɾɑɖ	response
98	91	35	axe	Rathwi-Dongargaon	2	1	kuɾɑɖ		0	Rathwi-Dongargaon 2 kuɾɑɖ	response
98	91	35	axe	Bhilali-Bodugam	2	1	kʊɾɑɖʊ		0	Bhilali-Bodugam 2 kʊɾɑɖʊ	response
98	91	35	axe	Bhili-Punyawat	2	1	kurɑɖi		0	Bhili-Punyawat 2 kurɑɖi	response
98	91	35	axe	Bhili-Anjhera	2	1	kuɾɑɖ		0	Bhili-Anjhera 2 kuɾɑɖ	response
98	91	35	axe	Bhilali-Anjhera	2	1	kʊɾɑɖ		0	Bhilali-Anjhera 2 kʊɾɑɖ	response
98	91	35	axe	Bhilali-Mandwi	2	1	kʊɾɑɖ		0	Bhilali-Mandwi 2 kʊɾɑɖ	response
98	91	35	axe	Bhilali-Navalpura	2	1	kʊɾɑɖ		0	Bhilali-Navalpura 2 kʊɾɑɖ	response
98	91	35	axe	Bhilali-Agar	2	1	kʊɾɑɖ		0	Bhilali-Agar 2 kʊɾɑɖ	response
98	91	35	axe	Bhilali-Udaigadh	2	1	kuɾɑɖi		0	Bhilali-Udaigadh 2 kuɾɑɖi	response
98	91	35	axe	Bhilali-Kattivada	2	1	kuɾɑɖɑ		0	Bhilali-Kattivada 2 kuɾɑɖɑ	response
98	91	35	axe	Parya Bhilali-Bhorwada	2	1	kʊɾɑɖi		0	Parya Bhilali- Bhorwada 2 kʊɾɑɖi	response
98	91	35	axe	Bhili-Piplia	1,2	1	kohʌɖi		0	Bhili-Piplia 1,2 kohʌɖi	response
98	91	35	axe	Bhili-Kharod	1	1	kohni		0	Bhili-Kharod 1 kohni	response
98	91	35	axe	Bhilali-Aspai	2	1	kʊɾɑɖɪ		0	Bhilali-Aspai 2 kʊɾɑɖɪ	response
98	91	35	axe	Rathawi-Mankodi	1	1	khoɖi		0	Rathawi-Mankodi 1 khoɖi	response
98	91	35	axe	Palya-Choutharya	2	1	kuɾɑɖu		0	Palya-Choutharya 2 kuɾɑɖu	response
98	91	35	axe	Palya-Natvada	2	1	kʊɾɑɖo		0	Palya-Natvada 2 kʊɾɑɖo	response
98	91	35	axe	Bareli Pauri-Shahana	2	1	kuraɖ		0	Bareli Pauri-Shahana 2 kuraɖ	response
98	91	35	axe	Bareli Pauri-Mandvi	2	1	kuraɖ		0	Bareli Pauri-Mandvi 2 kuraɖ	response
98	91	35	axe	Bareli Pauri-Khadki	2	1	kuɾɑɖ		0	Bareli Pauri-Khadki 2 kuɾɑɖ	response
98	91	35	axe	Nimadi-Khargone	2	1	kuɾɑɖi		0	Nimadi-Khargone 2 kuɾɑɖi	response
98	91	35	axe	Nimadi-Awlia	2	1	kuɾɑɖi		0	Nimadi-Awlia 2 kuɾɑɖi	response
98	91	35	axe	Nimadi-Ashapur	2	1	kuɾɑɖi		0	Nimadi-Ashapur 2 kuɾɑɖi	response
98	91	35	axe	Ahirani-Dhule	2	1	kuɾɑɖʌ		0	Ahirani-Dhule 2 kuɾɑɖʌ	response
98	91	35	axe	Hindi	2	1	kʊlhɑɖi		0	Hindi 2 kʊlhɑɖi	response
98	91	35	axe	Gujarati	1	1	koɾi		0	Gujarati 1 koɾi	response
98	91	35	axe	Gujarati	2	2	kuhɑɖi		1	2 kuhɑɖi	response
98	91	35	axe	Marathi	2	1	kuɾɑɖʌ		0	Marathi 2 kuɾɑɖʌ	response
98	91	36	rope	Rathwi Pauri-Amalwadi	5	1	su̪ mʈo		0	Rathwi Pauri-Amalwadi 5 su̪ mʈo	response
98	91	36	rope	Rathwi Pauri-Amalwadi	7	2	ɾas̪		1	7 ɾas ̪	response
98	91	36	rope	Rathwi Pauri-Segwi	3	1	usoɖu		0	Rathwi Pauri-Segwi 3 usoɖu	response
98	91	36	rope	Rathwi Pauri-Segwi	7	2	ɾas̪		1	7 ɾas ̪	response
