PDF_Page	Printed_Page	Line	Item	Gloss	Site	Scaffold_Form	Manual_Form	Correction_Class	Visual_Review
90	81	R43@585.34	50	rainbow	Sindhiguda	in̪d̪ɔr dɔ̪ nu	in̪d̪ɔr d̪ɔnu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
90	81	R44@597.34	50	rainbow	Sourakundi	in̪d̪ɔr dɔ̪ nu	in̪d̪ɔr d̪ɔnu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
90	81	R45@609.34	50	rainbow	Dame side	in̪d̪ɔr dʰ̪ ɔnu	in̪d̪ɔr d̪ʰɔnu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
90	81	R46@621.35	50	rainbow	Konda Maliguda	in̪d̪ɔr dʰ̪ ɔnu	in̪d̪ɔr d̪ʰɔnu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
90	81	R47@633.35	50	rainbow	Patta Maliguda	in̪d̪ɔr dʰ̪ ɔnu	in̪d̪ɔr d̪ʰɔnu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
90	81	R48@645.36	50	rainbow	Sabhapatiguda	in̪d̪ɔr dʰ̪ ɔnu	in̪d̪ɔr d̪ʰɔnu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
90	81	R52@693.37	50	rainbow	Souraguda	in̪d̪rɔ dɔ̪ nu	in̪d̪rɔ d̪ɔnu	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
92	83	L24@361.14	56	smoke	Gumalput	d̪ʊɐ ̃	d̪ʊɐ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
92	83	L25@373.14	56	smoke	Kakalpoda	d̪ʊɐ ̃	d̪ʊɐ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
92	83	L26@385.14	56	smoke	Kantigad	d̪ʊɐ ̃	d̪ʊɐ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L37@525.30	62	leaf	Aunli	pɔtɔ̪ r	pɔt̪ɔr	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L38@537.31	62	leaf	Chhatrabor	pɔtɔ̪ r	pɔt̪ɔr	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L39@549.31	62	leaf	Dame side	pɔtɔ̪ r	pɔt̪ɔr	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L40@561.32	62	leaf	Gagnapur	pɔtɔ̪ r	pɔt̪ɔr	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L41@573.32	62	leaf	Gemelput	pɔtɔ̪ r	pɔt̪ɔr	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L42@585.32	62	leaf	Jujhari	pɔtɔ̪ r	pɔt̪ɔr	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L43@597.33	62	leaf	Konda Maliguda	pɔtɔ̪ r	pɔt̪ɔr	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L44@609.33	62	leaf	Patta Maliguda	pɔtɔ̪ r	pɔt̪ɔr	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L45@621.34	62	leaf	Souraguda	pɔtɔ̪ r	pɔt̪ɔr	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L46@633.30	62	leaf	Bodgaon	pɔtɔ̪ ɾ	pɔt̪ɔɾ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L47@645.30	62	leaf	Burja	pɔtɔ̪ ɾ	pɔt̪ɔɾ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L48@657.31	62	leaf	Ghumar	pɔtɔ̪ ɾ	pɔt̪ɔɾ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L49@669.31	62	leaf	Gumalput	pɔtɔ̪ ɾ	pɔt̪ɔɾ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L50@681.32	62	leaf	Kakalpoda	pɔtɔ̪ ɾ	pɔt̪ɔɾ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L51@693.32	62	leaf	Kantigad	pɔtɔ̪ ɾ	pɔt̪ɔɾ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	L52@705.32	62	leaf	Potenda	pɔtɔ̪ ɾ	pɔt̪ɔɾ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	R02@76.94	62	leaf	Sabhapatiguda	pɔtɔ̪ ɾ	pɔt̪ɔɾ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	R03@88.94	62	leaf	Sindhiguda	pɔtɔ̪ ɾ	pɔt̪ɔɾ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
93	84	R04@100.95	62	leaf	Sourakundi	pɔtɔ̪ ɾ	pɔt̪ɔɾ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
94	85	R26@381.30	69	wheat	Burja	ɡɔ ̃	ɡɔ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
94	85	R27@393.31	69	wheat	Dame side	ɡɔ ̃	ɡɔ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
94	85	R28@405.31	69	wheat	Potenda	ɡɔ ̃	ɡɔ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
94	85	R29@417.32	69	wheat	Sabhapatiguda	ɡɔː̃	ɡɔ̃ː	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
94	85	R36@501.34	69	wheat	Bodgaon	ɡɔm̃	ɡɔ̃m	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
94	85	R37@513.30	69	wheat	Kakalpoda	ɡɔm̃	ɡɔ̃m	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
94	85	R42@573.32	69	wheat	Chhatrabor	ɡɔũ	ɡɔ̃u	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
94	85	R43@585.32	69	wheat	Ghumar	ɡɔũ	ɡɔ̃u	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
94	85	R44@597.33	69	wheat	Patta Maliguda	ɡɔũ	ɡɔ̃u	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
94	85	R45@609.33	69	wheat	Sourakundi	ɡɔũ	ɡɔ̃u	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
95	86	L17@268.98	70	millet	Kakalpoda	sũɐ ̃	sũɐ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
95	86	R06@124.99	72	potato	Souraguda	bɔŋɡali kɔn̪da̪	bɔŋɡali kɔn̪d̪a	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
95	86	R18@277.12	73	eggplant	Burja	baiɡɔñ	baiɡɔ̃n	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
95	86	R20@301.13	73	eggplant	Gagnapur	bãiɡɔɳ̃	bãiɡɔ̃ɳ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
96	87	L41@573.32	76	turmeric	Patta Maliguda	haldi̪	hald̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
96	87	L42@585.32	76	turmeric	Burja	hɔldi̪	hɔld̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
96	87	L43@597.32	76	turmeric	Chhatrabor	hɔldi̪	hɔld̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
96	87	L44@609.33	76	turmeric	Dame side	hɔldi̪	hɔld̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
96	87	L45@621.33	76	turmeric	Konda Maliguda	hɔldi̪	hɔld̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
96	87	L46@633.34	76	turmeric	Souraguda	hɔldi̪	hɔld̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	L37@525.30	81	cabbage	Gemelput	bɔn̪də̪	bɔn̪d̪ə	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	L40@561.32	81	cabbage	Bodgaon	pɔtɔ̪ r kɔbi	pɔt̪ɔr kɔbi	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	L41@573.32	81	cabbage	Burja	pɔtɔ̪ r kɔbi	pɔt̪ɔr kɔbi	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	L42@585.30	81	cabbage	Sindhiguda	pɔtɔ̪ r kʊbi	pɔt̪ɔr kʊbi	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	R30@421.09	82	oil	Chhatrabor	te̪ l	t̪el	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	R31@433.10	82	oil	Dame side	te̪ l	t̪el	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	R32@445.10	82	oil	Ghumar	te̪ l	t̪el	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	R33@457.10	82	oil	Jujhari	te̪ l	t̪el	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	R34@469.11	82	oil	Sabhapatiguda	te̪ l	t̪el	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	R35@481.11	82	oil	Sourakundi	te̪ l	t̪el	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
97	88	R49@657.35	83	salt	Gagnapur	nɔː̃ ɳ	nɔ̃ːɳ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L29@421.15	84	meat	Kantigad	mɐw̃ ̃ s	mɐ̃w̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L35@501.31	85	fat	Souraguda	bɔː̃ s	bɔ̃ːs	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L42@585.34	85	fat	Aunli	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L43@597.34	85	fat	Bodgaon	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L44@609.34	85	fat	Chhatrabor	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L45@621.35	85	fat	Ghumar	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L46@633.30	85	fat	Gumalput	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L47@645.30	85	fat	Jujhari	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L48@657.31	85	fat	Kakalpoda	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L49@669.31	85	fat	Kantigad	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L50@681.32	85	fat	Konda Maliguda	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	L51@693.32	85	fat	Patta Maliguda	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	R02@76.94	85	fat	Sourakundi	bɔs̃	bɔ̃s	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
98	89	R03@88.94	85	fat	Sourakundi	te̪ l	t̪el	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
101	92	R40@549.34	101	name	Ghumar	naɔ ̃	naɔ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R19@289.09	118	night	Aunli	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R20@301.09	118	night	Bodgaon	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R21@313.10	118	night	Burja	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R22@325.10	118	night	Chhatrabor	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R23@337.10	118	night	Dame side	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R24@349.11	118	night	Gagnapur	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R25@361.11	118	night	Gemelput	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R26@373.12	118	night	Ghumar	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R27@385.12	118	night	Jujhari	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R28@397.12	118	night	Konda Maliguda	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R29@409.13	118	night	Patta Maliguda	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R30@421.13	118	night	Potenda	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R31@433.14	118	night	Sabhapatiguda	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R32@445.14	118	night	Sindhiguda	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R33@457.14	118	night	Souraguda	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R34@469.15	118	night	Sourakundi	rati̪	rat̪i	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R35@481.15	118	night	Gumalput	ɾɐtɪ̪	ɾɐt̪ɪ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R36@493.16	118	night	Kakalpoda	ɾɐtɪ̪	ɾɐt̪ɪ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
105	96	R37@505.16	118	night	Kantigad	ɾɐtɪ̪	ɾɐt̪ɪ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
108	99	L18@280.99	129	new	Gumalput	nʊ̃ɐ ̃	nʊ̃ɐ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
108	99	L19@292.99	129	new	Kakalpoda	nʊ̃ɐ ̃	nʊ̃ɐ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
108	99	L20@305.00	129	new	Kantigad	nʊ̃ɐ ̃	nʊ̃ɐ̃	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
109	100	R49@657.31	136	hot	Kakalpoda	tɐ̪ tɪ̪	t̪ɐt̪ɪ	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
109	100	R50@669.31	136	hot	Gagnapur	tɔ̪ fat ̪	t̪ɔfat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
109	100	R51@681.32	136	hot	Gagnapur	tɔ̪ pat ̪	t̪ɔpat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
109	100	R52@693.32	136	hot	Gemelput	tɔpɔt ̪	tɔpɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
109	100	R53@705.30	136	hot	Konda Maliguda	tɔpɔt ̪	tɔpɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L01@76.92	136	hot	Patta Maliguda	tɔpɔt ̪	tɔpɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L02@88.92	136	hot	Burja	tɔ̪ pɔt ̪	t̪ɔpɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L03@100.93	136	hot	Gumalput	tɔ̪ pɔt ̪	t̪ɔpɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L04@112.93	136	hot	Kakalpoda	tɔ̪ pɔt ̪	t̪ɔpɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L05@124.94	136	hot	Kantigad	tɔ̪ pɔt ̪	t̪ɔpɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L06@136.94	136	hot	Potenda	tɔ̪ pɔt ̪	t̪ɔpɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L07@148.94	136	hot	Sindhiguda	tɔ̪ pɔt ̪	t̪ɔpɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L08@160.95	136	hot	Souraguda	tɔ̪ pɔt ̪	t̪ɔpɔt̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L09@172.95	136	hot	Chhatrabor	tɔ̪ pla	t̪ɔpla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L10@184.96	136	hot	Ghumar	tɔ̪ pla	t̪ɔpla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L11@196.96	136	hot	Gumalput	tɔ̪ pla	t̪ɔpla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L12@208.96	136	hot	Kantigad	tɔ̪ pla	t̪ɔpla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L13@220.97	136	hot	Sabhapatiguda	tɔ̪ pla	t̪ɔpla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L14@232.97	136	hot	Sindhiguda	tɔ̪ pla	t̪ɔpla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L15@244.98	136	hot	Souraguda	tɔ̪ pla	t̪ɔpla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L16@256.98	136	hot	Sourakundi	tɔ̪ pla	t̪ɔpla	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L17@268.98	136	hot	Aunli	tɔ̪ plata	t̪ɔplata	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	L18@280.99	136	hot	Jujhari	tɔ̪ plata	t̪ɔplata	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	R05@112.97	138	right	Dame side	kʰaiba hat ̪	kʰaiba hat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	R06@124.98	138	right	Burja	kʰaiba lat ̪	kʰaiba lat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	R15@233.01	138	right	Gagnapur	udʒa at ̪	udʒa at̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	R16@245.02	138	right	Gemelput	udʒa at ̪	udʒa at̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
110	101	R37@505.10	139	left	Dame side	debri hat ̪	debri hat̪	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	L50@689.47	147	below	Patta Maliguda	ta̪ le	t̪ale	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	L51@701.47	147	below	Gagnapur	tɐ̪ ɭe	t̪ɐɭe	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R02@76.94	147	below	Kakalpoda	tɔ̪ l	t̪ɔl	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R03@88.94	147	below	Sabhapatiguda	tɔ̪ l	t̪ɔl	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R06@124.95	147	below	Bodgaon	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R07@136.96	147	below	Burja	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R08@148.96	147	below	Chhatrabor	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R09@160.96	147	below	Dame side	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R10@172.97	147	below	Gemelput	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R11@184.97	147	below	Ghumar	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R12@196.98	147	below	Gumalput	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R13@208.98	147	below	Kantigad	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R14@220.98	147	below	Konda Maliguda	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R15@232.99	147	below	Potenda	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R16@244.99	147	below	Sindhiguda	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R17@257.00	147	below	Souraguda	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
112	103	R18@269.00	147	below	Sourakundi	tɔ̪ le	t̪ɔle	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	L18@289.09	150	red	Patta Maliguda	rata̪	rat̪a	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R36@501.30	153	three	Aunli	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R37@513.31	153	three	Bodgaon	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R38@525.30	153	three	Chhatrabor	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R39@537.30	153	three	Gagnapur	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R40@549.31	153	three	Ghumar	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
113	104	R41@561.31	153	three	Gumalput	ti̪ n	t̪in	zero-width combining-mark attachment/order in positional text extraction	confirmed against rendered source glyphs; PDF content-stream order used as second representation
