PDF_Page	Printed_Page	Line	Item	Gloss	Site	Manual_Form	Similarity_Group	Confidence	Review_Method	Review_Status	Source_Text
92	83	L43@597.30	57	ash	Gumalput	tʃɐɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput tʃɐɾ 1
92	83	L44@609.31	57	ash	Kakalpoda	tʃɐɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda tʃɐɾ 1
92	83	L45@621.31	57	ash	Kantigad	tʃɐɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad tʃɐɾ 1
92	83	L46@633.32	57	ash	Aunli	tʃʰar	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli tʃʰar 1
92	83	L47@645.32	57	ash	Burja	tʃʰar	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja tʃʰar 1
92	83	L48@657.32	57	ash	Chhatrabor	tʃʰar	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor tʃʰar 1
92	83	L49@669.33	57	ash	Dame side	tʃʰar	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side tʃʰar 1
92	83	L50@681.33	57	ash	Jujhari	tʃʰar	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari tʃʰar 1
92	83	L51@693.34	57	ash	Konda Maliguda	tʃʰar	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda tʃʰar 1
92	83	L52@705.34	57	ash	Patta Maliguda	tʃʰar	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda tʃʰar 1
92	83	R02@76.96	57	ash	Souraguda	tʃʰar	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda tʃʰar 1
92	83	R03@88.96	57	ash	Sabhapatiguda	tʃʰaɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda tʃʰaɾ 1
92	83	R05@121.08	58	mud	Aunli	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli kad̪ɔ 1
92	83	R06@133.09	58	mud	Bodgaon	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon kad̪ɔ 1
92	83	R07@145.09	58	mud	Burja	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja kad̪ɔ 1
92	83	R08@157.10	58	mud	Chhatrabor	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor kad̪ɔ 1
92	83	R09@169.10	58	mud	Dame side	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side kad̪ɔ 1
92	83	R10@181.10	58	mud	Gagnapur	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur kad̪ɔ 1
92	83	R11@193.11	58	mud	Gemelput	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput kad̪ɔ 1
92	83	R12@205.11	58	mud	Ghumar	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar kad̪ɔ 1
92	83	R13@217.12	58	mud	Gumalput	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput kad̪ɔ 1
92	83	R14@229.12	58	mud	Jujhari	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari kad̪ɔ 1
92	83	R15@241.12	58	mud	Kakalpoda	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda kad̪ɔ 1
92	83	R16@253.13	58	mud	Kantigad	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad kad̪ɔ 1
92	83	R17@265.13	58	mud	Konda Maliguda	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda kad̪ɔ 1
92	83	R18@277.14	58	mud	Patta Maliguda	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda kad̪ɔ 1
92	83	R19@289.14	58	mud	Potenda	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda kad̪ɔ 1
92	83	R20@301.14	58	mud	Sabhapatiguda	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda kad̪ɔ 1
92	83	R21@313.15	58	mud	Sindhiguda	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda kad̪ɔ 1
92	83	R22@325.15	58	mud	Souraguda	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda kad̪ɔ 1
92	83	R23@337.16	58	mud	Sourakundi	kad̪ɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi kad̪ɔ 1
92	83	R24@349.16	58	mud	Sourakundi	lɔd̪i	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi lɔd̪i 2
92	83	R26@381.30	59	dust	Burja	d̪ʰuli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja d̪ʰuli 1
92	83	R27@393.31	59	dust	Dame side	d̪ʰuli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side d̪ʰuli 1
92	83	R28@405.31	59	dust	Konda Maliguda	d̪ʰuli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda d̪ʰuli 1
92	83	R29@417.32	59	dust	Patta Maliguda	d̪ʰuli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda d̪ʰuli 1
92	83	R30@429.32	59	dust	Sabhapatiguda	d̪ʰuli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda d̪ʰuli 1
92	83	R31@441.30	59	dust	Kakalpoda	d̪ʰʊlɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda d̪ʰʊlɪ 1
92	83	R32@453.30	59	dust	Aunli	d̪ʰurli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli d̪ʰurli 1
92	83	R33@465.31	59	dust	Chhatrabor	d̪ʰurli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor d̪ʰurli 1
92	83	R34@477.31	59	dust	Jujhari	d̪ʰurli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari d̪ʰurli 1
92	83	R35@489.32	59	dust	Kakalpoda	d̪ʰurli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda d̪ʰurli 1
92	83	R36@501.32	59	dust	Patta Maliguda	d̪ʰurli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda d̪ʰurli 1
92	83	R37@513.32	59	dust	Souraguda	d̪ʰurli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda d̪ʰurli 1
92	83	R38@525.33	59	dust	Gagnapur	d̪uɖi	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur d̪uɖi 2
92	83	R39@537.33	59	dust	Bodgaon	d̪uli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon d̪uli 1
92	83	R40@549.34	59	dust	Gemelput	d̪uli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput d̪uli 1
92	83	R41@561.34	59	dust	Potenda	d̪uli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda d̪uli 1
92	83	R42@573.34	59	dust	Sindhiguda	d̪uli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda d̪uli 1
92	83	R43@585.35	59	dust	Gumalput	d̪ʊlɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput d̪ʊlɪ 1
92	83	R44@597.35	59	dust	Kantigad	d̪ʊlɪ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad d̪ʊlɪ 1
92	83	R45@609.36	59	dust	Ghumar	d̪urli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar d̪urli 1
92	83	R46@621.36	59	dust	Sourakundi	d̪urli	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi d̪urli 1
92	83	R48@653.46	60	gold	Burja	sɔna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja sɔna 1
92	83	R49@665.47	60	gold	Gagnapur	sɔna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur sɔna 1
92	83	R50@677.47	60	gold	Aunli	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli suna 1
92	83	R51@689.48	60	gold	Bodgaon	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon suna 1
92	83	R52@701.46	60	gold	Chhatrabor	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor suna 1
93	84	L01@76.92	60	gold	Dame side	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side suna 1
93	84	L02@88.92	60	gold	Gemelput	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput suna 1
93	84	L03@100.93	60	gold	Ghumar	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar suna 1
93	84	L04@112.93	60	gold	Jujhari	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari suna 1
93	84	L05@124.94	60	gold	Konda Maliguda	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda suna 1
93	84	L06@136.94	60	gold	Patta Maliguda	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda suna 1
93	84	L07@148.94	60	gold	Potenda	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda suna 1
93	84	L08@160.95	60	gold	Sabhapatiguda	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda suna 1
93	84	L09@172.95	60	gold	Sindhiguda	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda suna 1
93	84	L10@184.96	60	gold	Souraguda	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda suna 1
93	84	L11@196.96	60	gold	Sourakundi	suna	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi suna 1
93	84	L12@208.96	60	gold	Gumalput	sʊnɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput sʊnɐ 1
93	84	L13@220.97	60	gold	Kakalpoda	sʊnɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda sʊnɐ 1
93	84	L14@232.97	60	gold	Kantigad	sʊnɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad sʊnɐ 1
93	84	L16@265.08	61	tree	Gagnapur	ɡɐtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur ɡɐtʃ 1
93	84	L17@277.09	61	tree	Patta Maliguda	ɡɐtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda ɡɐtʃ 1
93	84	L18@289.09	61	tree	Sindhiguda	ɡɔs	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda ɡɔs 2
93	84	L19@301.10	61	tree	Aunli	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli ɡɔtʃ 1
93	84	L20@313.10	61	tree	Bodgaon	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon ɡɔtʃ 1
93	84	L21@325.10	61	tree	Burja	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja ɡɔtʃ 1
93	84	L22@337.11	61	tree	Chhatrabor	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor ɡɔtʃ 1
93	84	L23@349.11	61	tree	Dame side	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side ɡɔtʃ 1
93	84	L24@361.12	61	tree	Gemelput	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput ɡɔtʃ 1
93	84	L25@373.12	61	tree	Ghumar	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar ɡɔtʃ 1
93	84	L26@385.12	61	tree	Gumalput	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput ɡɔtʃ 1
93	84	L27@397.13	61	tree	Jujhari	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari ɡɔtʃ 1
93	84	L28@409.13	61	tree	Kakalpoda	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda ɡɔtʃ 1
93	84	L29@421.14	61	tree	Kantigad	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad ɡɔtʃ 1
93	84	L30@433.14	61	tree	Konda Maliguda	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda ɡɔtʃ 1
93	84	L31@445.14	61	tree	Potenda	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda ɡɔtʃ 1
93	84	L32@457.15	61	tree	Sabhapatiguda	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda ɡɔtʃ 1
93	84	L33@469.15	61	tree	Sindhiguda	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda ɡɔtʃ 1
93	84	L34@481.16	61	tree	Souraguda	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda ɡɔtʃ 1
93	84	L35@493.16	61	tree	Sourakundi	ɡɔtʃ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi ɡɔtʃ 1
93	84	L37@525.30	62	leaf	Aunli	pɔt̪ɔr	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli pɔtɔ̪ r 1
93	84	L38@537.31	62	leaf	Chhatrabor	pɔt̪ɔr	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor pɔtɔ̪ r 1
93	84	L39@549.31	62	leaf	Dame side	pɔt̪ɔr	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side pɔtɔ̪ r 1
93	84	L40@561.32	62	leaf	Gagnapur	pɔt̪ɔr	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur pɔtɔ̪ r 1
93	84	L41@573.32	62	leaf	Gemelput	pɔt̪ɔr	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput pɔtɔ̪ r 1
93	84	L42@585.32	62	leaf	Jujhari	pɔt̪ɔr	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari pɔtɔ̪ r 1
93	84	L43@597.33	62	leaf	Konda Maliguda	pɔt̪ɔr	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda pɔtɔ̪ r 1
93	84	L44@609.33	62	leaf	Patta Maliguda	pɔt̪ɔr	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda pɔtɔ̪ r 1
93	84	L45@621.34	62	leaf	Souraguda	pɔt̪ɔr	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda pɔtɔ̪ r 1
93	84	L46@633.30	62	leaf	Bodgaon	pɔt̪ɔɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon pɔtɔ̪ ɾ 1
93	84	L47@645.30	62	leaf	Burja	pɔt̪ɔɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja pɔtɔ̪ ɾ 1
93	84	L48@657.31	62	leaf	Ghumar	pɔt̪ɔɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar pɔtɔ̪ ɾ 1
93	84	L49@669.31	62	leaf	Gumalput	pɔt̪ɔɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput pɔtɔ̪ ɾ 1
93	84	L50@681.32	62	leaf	Kakalpoda	pɔt̪ɔɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda pɔtɔ̪ ɾ 1
93	84	L51@693.32	62	leaf	Kantigad	pɔt̪ɔɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad pɔtɔ̪ ɾ 1
93	84	L52@705.32	62	leaf	Potenda	pɔt̪ɔɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda pɔtɔ̪ ɾ 1
93	84	R02@76.94	62	leaf	Sabhapatiguda	pɔt̪ɔɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda pɔtɔ̪ ɾ 1
93	84	R03@88.94	62	leaf	Sindhiguda	pɔt̪ɔɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda pɔtɔ̪ ɾ 1
93	84	R04@100.95	62	leaf	Sourakundi	pɔt̪ɔɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi pɔtɔ̪ ɾ 1
93	84	R06@133.08	63	root	Aunli	tʃer	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli tʃer 1
93	84	R07@145.09	63	root	Burja	tʃer	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja tʃer 1
93	84	R08@157.09	63	root	Dame side	tʃer	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side tʃer 1
93	84	R09@169.10	63	root	Ghumar	tʃer	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar tʃer 1
93	84	R10@181.10	63	root	Jujhari	tʃer	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari tʃer 1
93	84	R11@193.10	63	root	Sourakundi	tʃer	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi tʃer 1
93	84	R12@205.11	63	root	Bodgaon	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon tʃeɾ 1
93	84	R13@217.11	63	root	Chhatrabor	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor tʃeɾ 1
93	84	R14@229.12	63	root	Gagnapur	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur tʃeɾ 1
93	84	R15@241.12	63	root	Gemelput	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput tʃeɾ 1
93	84	R16@253.12	63	root	Gumalput	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput tʃeɾ 1
93	84	R17@265.13	63	root	Kakalpoda	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda tʃeɾ 1
93	84	R18@277.13	63	root	Kantigad	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad tʃeɾ 1
93	84	R19@289.14	63	root	Konda Maliguda	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda tʃeɾ 1
93	84	R20@301.14	63	root	Patta Maliguda	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda tʃeɾ 1
93	84	R21@313.14	63	root	Potenda	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda tʃeɾ 1
93	84	R22@325.15	63	root	Sabhapatiguda	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda tʃeɾ 1
93	84	R23@337.15	63	root	Sindhiguda	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda tʃeɾ 1
93	84	R24@349.16	63	root	Souraguda	tʃeɾ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda tʃeɾ 1
93	84	R26@381.30	64	thorn	Gemelput	kãɳʈa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput kãɳʈa 1
93	84	R27@393.31	64	thorn	Dame side	kɐɳʈa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side kɐɳʈa 1
93	84	R28@405.31	64	thorn	Ghumar	kata	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar kata 1
93	84	R29@417.32	64	thorn	Potenda	kata	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda kata 1
93	84	R30@429.32	64	thorn	Sindhiguda	kata	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda kata 1
93	84	R31@441.32	64	thorn	Sourakundi	kata	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi kata 1
93	84	R32@453.33	64	thorn	Aunli	kɐta	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli kɐta 1
93	84	R33@465.33	64	thorn	Burja	kɐta	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja kɐta 1
93	84	R34@477.30	64	thorn	Chhatrabor	kɐta	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor kɐta 1
93	84	R35@489.30	64	thorn	Gagnapur	kɐta	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur kɐta 1
93	84	R36@501.31	64	thorn	Jujhari	kɐta	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari kɐta 1
93	84	R37@513.31	64	thorn	Konda Maliguda	kɐta	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda kɐta 1
93	84	R38@525.32	64	thorn	Patta Maliguda	kɐta	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda kɐta 1
93	84	R39@537.32	64	thorn	Sabhapatiguda	kɐta	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda kɐta 1
93	84	R40@549.32	64	thorn	Gumalput	kɐʈɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput kɐʈɐ 1
93	84	R41@561.33	64	thorn	Kakalpoda	kɐʈɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda kɐʈɐ 1
93	84	R42@573.33	64	thorn	Kantigad	kɐʈɐ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad kɐʈɐ 1
93	84	R43@585.34	64	thorn	Potenda	kɔɳʈa	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda kɔɳʈa 1
93	84	R44@597.34	64	thorn	Souraguda	kɔta	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda kɔta 1
93	84	R45@609.34	64	thorn	Bodgaon	keta	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon keta 1
93	84	R47@641.46	65	flower	Burja	pʰul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja pʰul 1
93	84	R48@653.47	65	flower	Chhatrabor	pʰul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor pʰul 1
93	84	R49@665.47	65	flower	Dame side	pʰul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side pʰul 1
93	84	R50@677.48	65	flower	Konda Maliguda	pʰul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda pʰul 1
93	84	R51@689.48	65	flower	Patta Maliguda	pʰul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda pʰul 1
93	84	R52@701.46	65	flower	Sabhapatiguda	pʰul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda pʰul 1
94	85	L01@76.92	65	flower	Souraguda	pʰul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda pʰul 1
94	85	L02@88.92	65	flower	Kakalpoda	pʰʊl	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda pʰʊl 1
94	85	L03@100.93	65	flower	Aunli	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli pul 1
94	85	L04@112.93	65	flower	Bodgaon	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon pul 1
94	85	L05@124.94	65	flower	Gagnapur	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur pul 1
94	85	L06@136.94	65	flower	Gemelput	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput pul 1
94	85	L07@148.94	65	flower	Ghumar	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar pul 1
94	85	L08@160.95	65	flower	Gumalput	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput pul 1
94	85	L09@172.95	65	flower	Jujhari	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari pul 1
94	85	L10@184.96	65	flower	Kantigad	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad pul 1
94	85	L11@196.96	65	flower	Potenda	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda pul 1
94	85	L12@208.96	65	flower	Sindhiguda	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda pul 1
94	85	L13@220.97	65	flower	Sourakundi	pul	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi pul 1
94	85	L14@232.97	65	flower	Gemelput	pulɔ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput pulɔ 1
94	85	L16@265.08	66	fruit	Aunli	pɔl	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli pɔl 1
94	85	L17@277.09	66	fruit	Bodgaon	pɔl	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon pɔl 1
94	85	L18@289.09	66	fruit	Gagnapur	pɔl	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur pɔl 1
94	85	L19@301.10	66	fruit	Gemelput	pɔl	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput pɔl 1
94	85	L20@313.10	66	fruit	Ghumar	pɔl	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar pɔl 1
94	85	L21@325.10	66	fruit	Gumalput	pɔl	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput pɔl 1
94	85	L22@337.11	66	fruit	Jujhari	pɔl	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari pɔl 1
