Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Citation	Installed_Count	Entry_Keys
46	field	U5	Unlabeled fifth printed column	18	13	5	vaya	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 46, list U5]	0	
47	hill	TIR	Tiriya	18	13	1	kop:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 47, list TIR]	1	dhurwa2021:p018:i047:TIR:a1
47	hill	NET	Nethanar	18	13	2	kop:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 47, list NET]	1	dhurwa2021:p018:i047:NET:a1
47	hill	DHA	Dharba	18	13	3	kop:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 47, list DHA]	1	dhurwa2021:p018:i047:DHA:a1
47	hill	KUK	Kukanar	18	13	4	kop:a/ke:ɳɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 47, list KUK]	2	dhurwa2021:p018:i047:KUK:a1 | dhurwa2021:p018:i047:KUK:a2
47	hill	U5	Unlabeled fifth printed column	18	13	5	kop:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 47, list U5]	0	
48	path	TIR	Tiriya	18	13	1	pav	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 48, list TIR]	1	dhurwa2021:p018:i048:TIR:a1
48	path	NET	Nethanar	18	13	2	pav	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 48, list NET]	1	dhurwa2021:p018:i048:NET:a1
48	path	DHA	Dharba	18	13	3	pav	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 48, list DHA]	1	dhurwa2021:p018:i048:DHA:a1
48	path	KUK	Kukanar	18	13	4	pav	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 48, list KUK]	1	dhurwa2021:p018:i048:KUK:a1
48	path	U5	Unlabeled fifth printed column	18	13	5	pavu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 48, list U5]	0	
49	wind	TIR	Tiriya	18	13	1	vʌl:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 49, list TIR]	1	dhurwa2021:p018:i049:TIR:a1
49	wind	NET	Nethanar	18	13	2	vʌl:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 49, list NET]	1	dhurwa2021:p018:i049:NET:a1
49	wind	DHA	Dharba	18	13	3	vʌl:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 49, list DHA]	1	dhurwa2021:p018:i049:DHA:a1
49	wind	KUK	Kukanar	18	13	4	vʌl:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 49, list KUK]	1	dhurwa2021:p018:i049:KUK:a1
49	wind	U5	Unlabeled fifth printed column	18	13	5	vʌl:i	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 49, list U5]	0	
50	fire	TIR	Tiriya	18	13	1	kic:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 50, list TIR]	1	dhurwa2021:p018:i050:TIR:a1
50	fire	NET	Nethanar	18	13	2	kic:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 50, list NET]	1	dhurwa2021:p018:i050:NET:a1
50	fire	DHA	Dharba	18	13	3	kic:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 50, list DHA]	1	dhurwa2021:p018:i050:DHA:a1
50	fire	KUK	Kukanar	18	13	4	kic:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 50, list KUK]	1	dhurwa2021:p018:i050:KUK:a1
50	fire	U5	Unlabeled fifth printed column	18	13	5	kic:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 50, list U5]	0	
51	smoke	TIR	Tiriya	18	13	1	gu:ñyikuɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 51, list TIR]	1	dhurwa2021:p018:i051:TIR:a1
51	smoke	NET	Nethanar	18	13	2	gu:ñyikuɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 51, list NET]	1	dhurwa2021:p018:i051:NET:a1
51	smoke	DHA	Dharba	18	13	3	gu:ñyikuɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 51, list DHA]	1	dhurwa2021:p018:i051:DHA:a1
51	smoke	KUK	Kukanar	18	13	4	gu:ñyi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 51, list KUK]	1	dhurwa2021:p018:i051:KUK:a1
51	smoke	U5	Unlabeled fifth printed column	18	13	5	gu:ñji	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 51, list U5]	0	
52	ash	TIR	Tiriya	18	13	1	niɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 52, list TIR]	1	dhurwa2021:p018:i052:TIR:a1
52	ash	NET	Nethanar	18	13	2	niɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 52, list NET]	1	dhurwa2021:p018:i052:NET:a1
52	ash	DHA	Dharba	18	13	3	niɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 52, list DHA]	1	dhurwa2021:p018:i052:DHA:a1
52	ash	KUK	Kukanar	18	13	4	niɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 52, list KUK]	1	dhurwa2021:p018:i052:KUK:a1
52	ash	U5	Unlabeled fifth printed column	18	13	5	niɖu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 52, list U5]	0	
53	mud	TIR	Tiriya	18	13	1	dʒo:ba	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 53, list TIR]	1	dhurwa2021:p018:i053:TIR:a1
53	mud	NET	Nethanar	18	13	2	jo:ba	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 53, list NET]	1	dhurwa2021:p018:i053:NET:a1
53	mud	DHA	Dharba	18	13	3	jo:ba	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 53, list DHA]	1	dhurwa2021:p018:i053:DHA:a1
53	mud	KUK	Kukanar	18	13	4	jo:ba	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 53, list KUK]	1	dhurwa2021:p018:i053:KUK:a1
53	mud	U5	Unlabeled fifth printed column	18	13	5	jo:ba	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 53, list U5]	0	
54	stone	TIR	Tiriya	18	13	1	kɛl	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 54, list TIR]	1	dhurwa2021:p018:i054:TIR:a1
54	stone	NET	Nethanar	18	13	2	kɛl	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 54, list NET]	1	dhurwa2021:p018:i054:NET:a1
54	stone	DHA	Dharba	18	13	3	kɛl:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 54, list DHA]	1	dhurwa2021:p018:i054:DHA:a1
54	stone	KUK	Kukanar	18	13	4	kɛl:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 54, list KUK]	1	dhurwa2021:p018:i054:KUK:a1
54	stone	U5	Unlabeled fifth printed column	18	13	5	kɛl:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 54, list U5]	0	
55	dust	TIR	Tiriya	18	13	1	guɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 55, list TIR]	1	dhurwa2021:p018:i055:TIR:a1
55	dust	NET	Nethanar	18	13	2	ʈuri/guɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 55, list NET]	2	dhurwa2021:p018:i055:NET:a1 | dhurwa2021:p018:i055:NET:a2
55	dust	DHA	Dharba	18	13	3	guɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 55, list DHA]	1	dhurwa2021:p018:i055:DHA:a1
55	dust	KUK	Kukanar	18	13	4	guɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 55, list KUK]	1	dhurwa2021:p018:i055:KUK:a1
55	dust	U5	Unlabeled fifth printed column	18	13	5	guɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 55, list U5]	0	
56	gold	TIR	Tiriya	18	13	1	con	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 56, list TIR]	1	dhurwa2021:p018:i056:TIR:a1
56	gold	NET	Nethanar	18	13	2	co:n	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 56, list NET]	1	dhurwa2021:p018:i056:NET:a1
56	gold	DHA	Dharba	18	13	3	co:n	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 56, list DHA]	1	dhurwa2021:p018:i056:DHA:a1
56	gold	KUK	Kukanar	18	13	4	co:n	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 56, list KUK]	1	dhurwa2021:p018:i056:KUK:a1
56	gold	U5	Unlabeled fifth printed column	18	13	5	co:nu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 56, list U5]	0	
57	brass	TIR	Tiriya	18	13	1	piʈal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 57, list TIR]	1	dhurwa2021:p018:i057:TIR:a1
57	brass	NET	Nethanar	18	13	2	piʈal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 57, list NET]	1	dhurwa2021:p018:i057:NET:a1
57	brass	DHA	Dharba	18	13	3	piʈal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 57, list DHA]	1	dhurwa2021:p018:i057:DHA:a1
57	brass	KUK	Kukanar	18	13	4	piʈal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 57, list KUK]	1	dhurwa2021:p018:i057:KUK:a1
57	brass	U5	Unlabeled fifth printed column	18	13	5	piʈal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 57, list U5]	0	
58	silver	TIR	Tiriya	18	13	1	ru:p	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 58, list TIR]	1	dhurwa2021:p018:i058:TIR:a1
58	silver	NET	Nethanar	18	13	2	ru:p	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 58, list NET]	1	dhurwa2021:p018:i058:NET:a1
58	silver	DHA	Dharba	18	13	3	ru:p	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 58, list DHA]	1	dhurwa2021:p018:i058:DHA:a1
58	silver	KUK	Kukanar	18	13	4	caɳʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 58, list KUK]	1	dhurwa2021:p018:i058:KUK:a1
58	silver	U5	Unlabeled fifth printed column	18	13	5	ru:p	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 58, list U5]	0	
59	iron	TIR	Tiriya	18	13	1	lov:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 59, list TIR]	1	dhurwa2021:p018:i059:TIR:a1
59	iron	NET	Nethanar	18	13	2	lova	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 59, list NET]	1	dhurwa2021:p018:i059:NET:a1
59	iron	DHA	Dharba	18	13	3	lov:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 59, list DHA]	1	dhurwa2021:p018:i059:DHA:a1
59	iron	KUK	Kukanar	18	13	4	lov:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 59, list KUK]	1	dhurwa2021:p018:i059:KUK:a1
59	iron	U5	Unlabeled fifth printed column	18	13	5	lov:	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 59, list U5]	0	
60	forest	TIR	Tiriya	18	13	1	mɛram	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 60, list TIR]	1	dhurwa2021:p018:i060:TIR:a1
60	forest	NET	Nethanar	18	13	2	mɛram	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 60, list NET]	1	dhurwa2021:p018:i060:NET:a1
60	forest	DHA	Dharba	18	13	3	ran	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 60, list DHA]	1	dhurwa2021:p018:i060:DHA:a1
60	forest	KUK	Kukanar	18	13	4	mɛram	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 60, list KUK]	1	dhurwa2021:p018:i060:KUK:a1
60	forest	U5	Unlabeled fifth printed column	18	13	5	gup:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 60, list U5]	0	
61	plant	TIR	Tiriya	18	13	1	para	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 61, list TIR]	1	dhurwa2021:p018:i061:TIR:a1
61	plant	NET	Nethanar	18	13	2	para	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 61, list NET]	1	dhurwa2021:p018:i061:NET:a1
61	plant	DHA	Dharba	18	13	3	para	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 61, list DHA]	1	dhurwa2021:p018:i061:DHA:a1
61	plant	KUK	Kukanar	18	13	4	para	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 13, item 61, list KUK]	1	dhurwa2021:p018:i061:KUK:a1
61	plant	U5	Unlabeled fifth printed column	18	13	5	para	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 13, item 61, list U5]	0	
