Item	Gloss	Site_Key	Scope	PDF_Page	Printed_Page	Column	Source_Group_Labels	Manual_Transcription	Review_Status	Disposition	Reason	Language_ID	Dialect_ID	Source	Installed_Count	Entry_Keys	Confidence	Site_Assignment_Confidence	Uncertainty	Reviewer_Method	Reviewer_Declaration
33	hammer	BNM	target	37	32	left	1	hʌtʰaɽa	attested	installed		Buksa	Tharu-BNM	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, BNM]	1	webster2017westerntharu:item033:bnm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	BNT	target	37	32	left	1	hʌtːɔɖa	attested	installed		Buksa	Tharu-BNT	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, BNT]	1	webster2017westerntharu:item033:bnt:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	RNK	target	37	32	left	1 / 1	hʌtʰoɽi / hʌtʰoɽija	attested	installed		Rana	Tharu-RNK	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, RNK]	2	webster2017westerntharu:item033:rnk:form1 | webster2017westerntharu:item033:rnk:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	RNS_Sisaikhara	target	37	32	left	1	hʌtʰoɽija	attested	installed		Rana	Tharu-RNS-Sisaikhara	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, RNS occurrence 1]	1	webster2017westerntharu:item033:rns_sisaikhara:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	RNS_Sisana	target	37	32	left	1	hʌtoɾa	attested	installed		Rana	Tharu-RNS-Sisana	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, RNS occurrence 2]	1	webster2017westerntharu:item033:rns_sisana:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	RKM	target	37	32	left	1	hʌtʰoɾa	attested	installed		Rana	Tharu-RkM	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, RkM]	1	webster2017westerntharu:item033:rkm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	RKB	target	37	32	left	1	hʌtʰɔɖi	attested	installed		Rana	Tharu-RKB	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, RKB]	1	webster2017westerntharu:item033:rkb:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	TkN	target	37	32	left	1	hʌtɔɾɪja	attested	installed		Rana	Tharu-TkN	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, TkN]	1	webster2017westerntharu:item033:tkn:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	KkP	target	37	32	right	2	tʰuŋkia	attested	installed		Kathoriya	Tharu-KkP	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, KkP]	1	webster2017westerntharu:item033:kkp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	SkP	target	37	32	left	1	hʌtʰɔɽi	attested	installed		Sunha	Tharu-SkP	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, SkP]	1	webster2017westerntharu:item033:skp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	DKS	target	37	32	left	2	ʈʰokɪja	attested	installed		Dang	Tharu-DKS	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, DKS]	1	webster2017westerntharu:item033:dks:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	DDK	target	37	32	left	2	ʈʰokɪja	attested	installed		Dang	Tharu-DDK	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, DDK]	1	webster2017westerntharu:item033:ddk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	DGC	target	37	32	left	2	dokɪja	attested	installed		Dang	Tharu-DGC	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, DGC]	1	webster2017westerntharu:item033:dgc:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	DkR	target	37	32	left	2	ʈʰʌkɪja	attested	installed		Dang	Tharu-DkR	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, DkR]	1	webster2017westerntharu:item033:dkr:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	CCC	target	37	32	left / right			source_blank	excluded	source explicitly prints no response for this conceptual cell	Chitwan	Tharu-CCC	webster[Appendix B, printed p. 32 (PDF p. 37), item 33, CCC]	0		high	high	site code absent from the complete printed item block	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
33	hammer	HIN	control	37	32	left	1 / 1	hʌtʰoɾi / hʌtʰoɾa	attested	excluded	Standard Hindi comparison control; outside target scope			webster[Appendix B, printed p. 32 (PDF p. 37), item 33, HIN]	0		high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	BNM	target	37	32	right	1	tʃuk	attested	installed		Buksa	Tharu-BNM	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, BNM]	1	webster2017westerntharu:item034:bnm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	BNT	target	37	32	right	1 / 2	tʃʌku / tʃʌku	attested	installed		Buksa	Tharu-BNT	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, BNT]	2	webster2017westerntharu:item034:bnt:form1 | webster2017westerntharu:item034:bnt:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	RNK	target	37	32	right	3	hʌsija	attested	installed		Rana	Tharu-RNK	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, RNK]	1	webster2017westerntharu:item034:rnk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	RNS_Sisaikhara	target	37	32	right	1 / 2 / 3	tʃaku / tʃaku / hʌsija	attested	installed		Rana	Tharu-RNS-Sisaikhara	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, RNS occurrence 1]	3	webster2017westerntharu:item034:rns_sisaikhara:form1 | webster2017westerntharu:item034:rns_sisaikhara:form2 | webster2017westerntharu:item034:rns_sisaikhara:form3	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	RNS_Sisana	target	37	32	right	1 / 2 / 3	tʃʌkːu / tʃʌkːu / hʌsija	attested	installed		Rana	Tharu-RNS-Sisana	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, RNS occurrence 2]	3	webster2017westerntharu:item034:rns_sisana:form1 | webster2017westerntharu:item034:rns_sisana:form2 | webster2017westerntharu:item034:rns_sisana:form3	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	RKM	target	37	32	right	3	hʌsija	attested	installed		Rana	Tharu-RkM	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, RkM]	1	webster2017westerntharu:item034:rkm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	RKB	target	37	32	right	3	hʌsɪja	attested	installed		Rana	Tharu-RKB	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, RKB]	1	webster2017westerntharu:item034:rkb:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	TkN	target	37	32	right	1 / 2	tʃʌkːu / tʃʌkːu	attested	installed		Rana	Tharu-TkN	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, TkN]	2	webster2017westerntharu:item034:tkn:form1 | webster2017westerntharu:item034:tkn:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	KkP	target	37	32	right	1	tʃʰʌkʰua	attested	installed		Kathoriya	Tharu-KkP	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, KkP]	1	webster2017westerntharu:item034:kkp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	SkP	target	37	32	right	1 / 2	tʃʌkːu / tʃʌkːu	attested	installed		Sunha	Tharu-SkP	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, SkP]	2	webster2017westerntharu:item034:skp:form1 | webster2017westerntharu:item034:skp:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	DKS	target	37	32	right	1 / 3	tʃʌkː / hʌsɪja	attested	installed		Dang	Tharu-DKS	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, DKS]	2	webster2017westerntharu:item034:dks:form1 | webster2017westerntharu:item034:dks:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	DDK	target	37	32	right	3 / 4	hʌsija / tʃʰuɾija	attested	installed		Dang	Tharu-DDK	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, DDK]	2	webster2017westerntharu:item034:ddk:form1 | webster2017westerntharu:item034:ddk:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	DGC	target	37	32	right	1 / 2 / 3 / 4	tʃʌkːu / tʃʌkːu / hʌsɪja / ɡʰuɾi	attested	installed		Dang	Tharu-DGC	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, DGC]	4	webster2017westerntharu:item034:dgc:form1 | webster2017westerntharu:item034:dgc:form2 | webster2017westerntharu:item034:dgc:form3 | webster2017westerntharu:item034:dgc:form4	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	DkR	target	37	32	right	3	hʌsija	attested	installed		Dang	Tharu-DkR	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, DkR]	1	webster2017westerntharu:item034:dkr:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	CCC	target	37	32	right	2 / 4	tʃʰuɾi / tʃʰuɾi	attested	installed		Chitwan	Tharu-CCC	webster[Appendix B, printed p. 32 (PDF p. 37), item 34, CCC]	2	webster2017westerntharu:item034:ccc:form1 | webster2017westerntharu:item034:ccc:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
34	knife	HIN	control	37	32	right	1 / 1 / 2 / 2 / 4	tʃaku / tʃʌkːu / tʃaku / tʃʌkːu / tʃʰuɾi	attested	excluded	Standard Hindi comparison control; outside target scope			webster[Appendix B, printed p. 32 (PDF p. 37), item 34, HIN]	0		high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	BNM	target	37	32	right	1	kuhaɖi	attested	installed		Buksa	Tharu-BNM	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, BNM]	1	webster2017westerntharu:item035:bnm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	BNT	target	37	32	right	1	kohaɖi	attested	installed		Buksa	Tharu-BNT	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, BNT]	1	webster2017westerntharu:item035:bnt:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	RNK	target	37	32	right	1 / 2	kʊɽhaɾi / tukla	attested	installed		Rana	Tharu-RNK	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, RNK]	2	webster2017westerntharu:item035:rnk:form1 | webster2017westerntharu:item035:rnk:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	RNS_Sisaikhara	target	37	32	right	1	kʊɽhaɾi	attested	installed		Rana	Tharu-RNS-Sisaikhara	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, RNS occurrence 1]	1	webster2017westerntharu:item035:rns_sisaikhara:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	RNS_Sisana	target	37	32	right	1	kʊɽʌhʌni	attested	installed		Rana	Tharu-RNS-Sisana	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, RNS occurrence 2]	1	webster2017westerntharu:item035:rns_sisana:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	RKM	target	37	32	right	1	kʊɽʌtʃʰʌɾi	attested	installed		Rana	Tharu-RkM	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, RkM]	1	webster2017westerntharu:item035:rkm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	RKB	target	37	32	right	1	kʊdahari	attested	installed		Rana	Tharu-RKB	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, RKB]	1	webster2017westerntharu:item035:rkb:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	TkN	target	37	32	right	1	kʊɽʌhʌɾija	attested	installed		Rana	Tharu-TkN	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, TkN]	1	webster2017westerntharu:item035:tkn:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	KkP	target	37	32	right	1	kohaɾi	attested	installed		Kathoriya	Tharu-KkP	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, KkP]	1	webster2017westerntharu:item035:kkp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	SkP	target	37	32	right	1	kʊɽhaɾi	attested	installed		Sunha	Tharu-SkP	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, SkP]	1	webster2017westerntharu:item035:skp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	DKS	target	37	32	right	1	kʊɾʌhaɾ	attested	installed		Dang	Tharu-DKS	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, DKS]	1	webster2017westerntharu:item035:dks:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	DDK	target	37	32	right	1	kuɾhaɾ	attested	installed		Dang	Tharu-DDK	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, DDK]	1	webster2017westerntharu:item035:ddk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	DGC	target	37 / 38	32 / 33	right / left	3 / 5	bʌntʃeɾi / tegaɾi	attested	installed		Dang	Tharu-DGC	webster[Appendix B, printed p. 32 / 33 (PDF p. 37 / 38), item 35, DGC]	2	webster2017westerntharu:item035:dgc:form1 | webster2017westerntharu:item035:dgc:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	DkR	target	37	32	right	1	kuɾhaɾ	attested	installed		Dang	Tharu-DkR	webster[Appendix B, printed p. 32 (PDF p. 37), item 35, DkR]	1	webster2017westerntharu:item035:dkr:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	CCC	target	38	33	left	4	taŋi	attested	installed		Chitwan	Tharu-CCC	webster[Appendix B, printed p. 33 (PDF p. 38), item 35, CCC]	1	webster2017westerntharu:item035:ccc:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
35	axe	HIN	control	37	32	right	1	kulhaɖi	attested	excluded	Standard Hindi comparison control; outside target scope			webster[Appendix B, printed p. 32 (PDF p. 37), item 35, HIN]	0		high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	BNM	target	38	33	left	1 / 1	ɾʌsːi / ɾʌsa	attested	installed		Buksa	Tharu-BNM	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, BNM]	2	webster2017westerntharu:item036:bnm:form1 | webster2017westerntharu:item036:bnm:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	BNT	target	38	33	left	1 / 4	ɾʌsi / bʌɾːa	attested	installed		Buksa	Tharu-BNT	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, BNT]	2	webster2017westerntharu:item036:bnt:form1 | webster2017westerntharu:item036:bnt:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	RNK	target	38	33	left	1	ɾʌsti	attested	installed		Rana	Tharu-RNK	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, RNK]	1	webster2017westerntharu:item036:rnk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	RNS_Sisaikhara	target	38	33	left	1	ɾʌsːi	attested	installed		Rana	Tharu-RNS-Sisaikhara	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, RNS occurrence 1]	1	webster2017westerntharu:item036:rns_sisaikhara:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	RNS_Sisana	target	38	33	left	1	ɾʌsːi	attested	installed		Rana	Tharu-RNS-Sisana	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, RNS occurrence 2]	1	webster2017westerntharu:item036:rns_sisana:form1	high	medium	duplicate source code RNS; within-group occurrence order assigned to metadata row order; unmatched extra group occurrence assigned to metadata row 1 (Sisaikhara)	manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	RKM	target	38	33	left	1	ɾʌsːi	attested	installed		Rana	Tharu-RkM	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, RkM]	1	webster2017westerntharu:item036:rkm:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	RKB	target	38	33	left	1 / 4	ɾʌsːi / bʌɾha	attested	installed		Rana	Tharu-RKB	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, RKB]	2	webster2017westerntharu:item036:rkb:form1 | webster2017westerntharu:item036:rkb:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	TkN	target	38	33	left	1	ɾʌsːi	attested	installed		Rana	Tharu-TkN	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, TkN]	1	webster2017westerntharu:item036:tkn:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	KkP	target	38	33	left	1	hʌsia	attested	installed		Kathoriya	Tharu-KkP	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, KkP]	1	webster2017westerntharu:item036:kkp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	SkP	target	38	33	left	1	ɾʌsːi	attested	installed		Sunha	Tharu-SkP	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, SkP]	1	webster2017westerntharu:item036:skp:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	DKS	target	38	33	left	2	lʌsʌɾi	attested	installed		Dang	Tharu-DKS	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, DKS]	1	webster2017westerntharu:item036:dks:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	DDK	target	38	33	left	2	lʌsʌɾi	attested	installed		Dang	Tharu-DDK	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, DDK]	1	webster2017westerntharu:item036:ddk:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	DGC	target	38	33	left	2 / 3	lʌsʌɾi / ʊbʰan	attested	installed		Dang	Tharu-DGC	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, DGC]	2	webster2017westerntharu:item036:dgc:form1 | webster2017westerntharu:item036:dgc:form2	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
36	rope	DkR	target	38	33	left	1	ɾʌsːi	attested	installed		Dang	Tharu-DkR	webster[Appendix B, printed p. 33 (PDF p. 38), item 36, DkR]	1	webster2017westerntharu:item036:dkr:form1	high	high		manual visual inspection of 400-dpi rendered PDF page; 900/1200-dpi crops used for every cell; PDF text/OCR/legacy not accepted	hand-keyed-from-rendered-source; PDF-text-OCR-legacy-not-copied
