PDF_Page	Printed_Page	Item	Gloss	Site_Key	Source_Code	Issue_Type	Visual_Description	Candidates	Confidence
46	41	82	oil	RNS_Sisaikhara	RNS	site_mapping	left column; first of two clearly printed group-1 RNS responses (`tel`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
46	41	82	oil	RNS_Sisana	RNS	site_mapping	left column; second of two clearly printed group-1 RNS responses (`tel`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
46	41	83	salt	RNS_Sisaikhara	RNS	site_mapping	first RNS response in group 2 on the left and group 3 on the right (`nun` twice); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
46	41	83	salt	RNS_Sisana	RNS	site_mapping	second RNS response in group 2 on the left and group 3 on the right (`nun` twice); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
46	41	84	meat	RNS_Sisaikhara	RNS	site_mapping	right column; first of two clearly printed group-2 RNS responses (`sikaɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
46	41	84	meat	RNS_Sisana	RNS	site_mapping	right column; second of two clearly printed group-2 RNS responses (`sikaɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
46	41	85	fat	RNS_Sisaikhara	RNS	site_mapping	right column before the item page break; first printed group-2 RNS response (`tadʒõ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
46	41	85	fat	RNS_Sisana	RNS	site_mapping	right column before the item page break; second printed group-2 RNS response (`tadʒo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	86	fish	RNS_Sisaikhara	RNS	site_mapping	left column; first of two clearly printed group-1 RNS responses (`mʌtʃʰːi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	86	fish	RNS_Sisana	RNS	site_mapping	left column; second of two clearly printed group-1 RNS responses (`mʌtʃʰːi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	87	chicken	RNS_Sisaikhara	RNS	site_mapping	left column; first of two clearly printed group-1 RNS responses (`mʊɾɡija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	87	chicken	RNS_Sisana	RNS	site_mapping	left column; second of two clearly printed group-1 RNS responses (`mʊɾɡija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	88	egg	RNS_Sisaikhara	RNS	site_mapping	left column; first of two clearly printed group-1 RNS responses (`ʌɳɖa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	88	egg	RNS_Sisana	RNS	site_mapping	left column; second of two clearly printed group-1 RNS responses (`ʌɳɖa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	89	cow	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`ɡaja`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	89	cow	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`ɡʌjːã`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	90	buffalo	RNS_Sisaikhara	RNS	site_mapping	right column; first of two clearly printed group-1 RNS responses (`bʰæsija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	90	buffalo	RNS_Sisana	RNS	site_mapping	right column; second of two clearly printed group-1 RNS responses (`bʰæsija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	91	milk	RNS_Sisaikhara	RNS	site_mapping	right column before the item page break; first of two clearly printed group-1 RNS responses (`dudʰ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
47	42	91	milk	RNS_Sisana	RNS	site_mapping	right column before the item page break; second of two clearly printed group-1 RNS responses (`dudʰ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	92	horns	RNS_Sisaikhara	RNS	site_mapping	left column; first of two clearly printed group-1 RNS responses (`sĩŋ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	92	horns	RNS_Sisana	RNS	site_mapping	left column; second of two clearly printed group-1 RNS responses (`sĩŋ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	93	tail	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`pũtʃʰija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	93	tail	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`putʃʰija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	94	goat	RNS_Sisaikhara	RNS	site_mapping	left column before the item column break; first of two clearly printed group-1 RNS responses (`bʌkʌɾija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	94	goat	RNS_Sisana	RNS	site_mapping	left column before the item column break; second of two clearly printed group-1 RNS responses (`bʌkʌɾija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	95	dog	RNS_Sisaikhara	RNS	site_mapping	right column; first of two clearly printed group-1 RNS responses (`kʊtːa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	95	dog	RNS_Sisana	RNS	site_mapping	right column; second of two clearly printed group-1 RNS responses (`kʊtːa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	96	snake	RNS_Sisaikhara	RNS	site_mapping	right column; first of two clearly printed group-1 RNS responses (`sãp`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	96	snake	RNS_Sisana	RNS	site_mapping	right column; second of two clearly printed group-1 RNS responses (`sãp`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
48	43	97	monkey	RNS_Sisaikhara	RNS	site_mapping	right column before the item page break; first printed group-1 RNS response (`bʌndʌɾa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	97	monkey	RNS_Sisana	RNS	site_mapping	left column after the item page break; second printed group-1 RNS response (`bʌndʌɾa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	98	mosquito	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`mʌtʃʰʌɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	98	mosquito	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`mʌtʃʰːʌɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	99	ant	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`tʃĩtĩ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	99	ant	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`tʃiti`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	100	spider	RNS_Sisaikhara	RNS	site_mapping	left column before the item column break; first printed group-1 RNS response (`mʌkʌɾa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	100	spider	RNS_Sisana	RNS	site_mapping	right column after the item column break; second printed group-1 RNS response (`mʌkʌɾa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	101	name	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`nãũ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	101	name	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`não`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	102	man	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`adʌmi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	102	man	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`adʌmi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
49	44	103	woman	RNS_Sisaikhara	RNS	site_mapping	right column before the item page break; first printed group-2 RNS response (`bʌjːʌɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
50	45	103	woman	RNS_Sisana	RNS	site_mapping	left column after the item page break; second printed group-2 RNS response (`bʌjːʌɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
50	45	104	child	RNS_Sisaikhara	RNS	site_mapping	left column; first group-2 response and sole unmatched group-3 response (`balʌk` twice) are provisionally assigned together to metadata row 1 under the documented unmatched-group rule	Sisaikhara / Sisana	medium
50	45	104	child	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS response (`balal`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
50	45	105	father	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-2 RNS response (`ʌbːa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
50	45	105	father	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`ʌbːa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
50	45	106	mother	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-3 RNS response (`ʌjːa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
50	45	106	mother	RNS_Sisana	RNS	site_mapping	right column; second printed group-3 RNS response (`ʌjːa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
50	45	107	older brother	RNS_Sisaikhara	RNS	site_mapping	right column before the item page break; first printed group-2 RNS response (`dʌda`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
50	45	107	older brother	RNS_Sisana	RNS	site_mapping	right column before the item page break; second printed group-2 RNS response (`dʌda`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	108	younger brother	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`bʰʌjːa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	108	younger brother	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`bʰʌjːa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	109	older sister	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`didi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	109	older sister	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`didi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	110	younger sister	RNS_Sisaikhara	RNS	site_mapping	left column; sole group-1 response (`bʌhʌn`) and first group-2 response (`lʌlo`) are provisionally assigned together to metadata row 1 under the documented unmatched-group rule	Sisaikhara / Sisana	medium
51	46	110	younger sister	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`lʌlo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	111	son	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`lɔɽa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	111	son	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`lɔɽa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	112	daughter	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`lɔɽija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	112	daughter	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`lɔɽija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	113	husband	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`loga`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
51	46	113	husband	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`loga`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
52	47	114	wife	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-3 RNS response (`bʌjːʌɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
52	47	114	wife	RNS_Sisana	RNS	site_mapping	left column; second printed group-3 RNS response (`bʌjːʌɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
52	47	115	boy	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-2 RNS response (`lɔɽa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
52	47	115	boy	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS response (`lɔɽa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
52	47	116	girl	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`lɔɽija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
52	47	116	girl	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`lɔɽija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
52	47	117	day	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`din`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
52	47	117	day	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`din`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
52	47	118	night	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`ɾat`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
52	47	118	night	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`ɾat`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	119	morning	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-2 RNS response (`bʰoɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	119	morning	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS response (`bʰoɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	120	noon	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`dopʌhʌɾi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	120	noon	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`dʊpahʌɾi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	121	evening	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-2 RNS response (`sʌndʒʰa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	121	evening	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS response (`sʌndʒʰa`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	122	yesterday	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`kʌl`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	122	yesterday	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`kʌl`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	123	today	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`adʒ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	123	today	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`adʒ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	124	tomorrow	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`kʌl`, qualifier `(122)`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
53	48	124	tomorrow	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`kʌl`, qualifier `(122)`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
54	49	125	week	RNS_Sisaikhara	RNS	site_mapping	left column; sole printed group-1 RNS response (`hʌftah`) is provisionally assigned to metadata row 1 under the documented unmatched-occurrence rule	Sisaikhara / Sisana	medium
54	49	125	week	RNS_Sisana	RNS	site_mapping	left column; no second RNS response is printed, so metadata row 2 has no independently assignable form	Sisaikhara / Sisana	medium
54	49	126	month	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`mʌhʌna`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
54	49	126	month	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`mʌhina`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
54	49	127	year	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`sal`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
54	49	127	year	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`sal`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
54	49	128	old	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`pʊɾanɔ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
54	49	128	old	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`pʊɾano`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
54	49	129	new	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`nãvi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
54	49	129	new	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`nʌ̃u`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
54	49	130	good	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`ʌtʃʰːo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
54	49	130	good	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`ʌtʃʰo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
55	50	131	bad	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-2 RNS response (`tʃʰija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
55	50	131	bad	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS response (`tʃʰija`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
55	50	132	wet	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`bʰidʒ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
55	50	132	wet	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`bʰidʒʌna`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
55	50	133	dry	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`sukʰo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
55	50	133	dry	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`sukʰo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
55	50	134	long	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`lʌmbõ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
55	50	134	long	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`lʌmbo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
55 / 56	50 / 51	135	short	RNS_Sisaikhara	RNS	site_mapping	first group-1 response on p.55 and first group-3 response on p.56 (`tʃʰoʈo` twice) are provisionally assigned together to metadata row 1 under the documented occurrence-order rule	Sisaikhara / Sisana	medium
55 / 56	50 / 51	135	short	RNS_Sisana	RNS	site_mapping	second group-1 response on p.55 and second group-3 response on p.56 (`tʃʰoʈo` twice) are provisionally assigned together to metadata row 2 under the documented occurrence-order rule	Sisaikhara / Sisana	medium
56	51	136	hot	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-2 RNS response (`tʌlo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
56	51	136	hot	RNS_Sisana	RNS	site_mapping	left column; second printed group-2 RNS response (`tʌtːo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
56	51	137	cold	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`ʈʰʌɳɖo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
56	51	137	cold	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`ʈʰʌɳɖo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
56	51	138	right	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`dahino`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
56	51	138	right	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`dʌhino`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
56	51	139	left	RNS_Sisaikhara	RNS	site_mapping	right column; sole printed group-1 response (`bão`) and sole printed group-2 response (`ɖibʌno`) are provisionally assigned together to metadata row 1 under the documented unmatched-occurrence rule	Sisaikhara / Sisana	medium
56	51	139	left	RNS_Sisana	RNS	site_mapping	right column; no second RNS response is printed in either response group, so metadata row 2 has no independently assignable form	Sisaikhara / Sisana	medium
56	51	140	near	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`dʒʰɔno`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
56	51	140	near	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`dʒʰɔne`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	141	far	RNS_Sisaikhara	RNS	site_mapping	left column after the page break; first printed group-1 RNS response (`duɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	141	far	RNS_Sisana	RNS	site_mapping	left column after the page break; second printed group-1 RNS response (`duɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	142	big	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`bʌɽo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	142	big	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`bʰaɾi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	143	small	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`tʃʰoʈo`, qualifier `(135)`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	143	small	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`tʃʰoʈo`, qualifier `(135)`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	144	heavy	RNS_Sisaikhara	RNS	site_mapping	left column; no RNS response is printed in the complete item block, so metadata row 1 has no independently assignable form	Sisaikhara / Sisana	medium
57	52	144	heavy	RNS_Sisana	RNS	site_mapping	left column; no RNS response is printed in the complete item block, so metadata row 2 has no independently assignable form	Sisaikhara / Sisana	medium
57	52	145	light	RNS_Sisaikhara	RNS	site_mapping	right column; no RNS response is printed in the complete item block, so metadata row 1 has no independently assignable form	Sisaikhara / Sisana	medium
57	52	145	light	RNS_Sisana	RNS	site_mapping	right column; no RNS response is printed in the complete item block, so metadata row 2 has no independently assignable form	Sisaikhara / Sisana	medium
57	52	146	above	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`upʌɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	146	above	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`upʌɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	147	below	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`tʌɾe`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	147	below	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`tʌɾe`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	148	white	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`seto`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
57	52	148	white	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`seto`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	149	black	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`kaɾo`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	149	black	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`kaɾi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	150	red	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`lal`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	150	red	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`lal`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	151	one	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`ek`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	151	one	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`ek`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	152	two	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-2 RNS response (`dui`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	152	two	RNS_Sisana	RNS	site_mapping	right column; second printed group-2 RNS response (`dʊi`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	153	three	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`tin`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	153	three	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`tin`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	154	four	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`tʃaɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
58	53	154	four	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`tʃaɾ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	155	five	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`pãntʃ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	155	five	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`pãntʃ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	156	six	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`tʃʰe`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	156	six	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`tʃʰʌ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	157	seven	RNS_Sisaikhara	RNS	site_mapping	left column; first printed group-1 RNS response (`sat`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	157	seven	RNS_Sisana	RNS	site_mapping	left column; second printed group-1 RNS response (`sat`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	158	eight	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`aʈʰ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	158	eight	RNS_Sisana	RNS	site_mapping	right column; second printed group-1 RNS response (`aʈʰ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
59	54	159	nine	RNS_Sisaikhara	RNS	site_mapping	right column; first printed group-1 RNS response (`nɔ`); source does not distinguish the two RNS metadata rows	Sisaikhara / Sisana	medium
