Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Citation	Installed_Count	Entry_Keys
34	knife	TKO	Tukaithad-Korku	40	34	left	sura | sura | sura	2 | 5 | 7	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 34, list TKO]	3	noira2015:p040:i034:TKO:a1 | noira2015:p040:i034:TKO:a2 | noira2015:p040:i034:TKO:a3
34	knife	NJA	Nihali-Jamod	40	34	left	tʃaku	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 34, list NJA]	1	noira2015:p040:i034:NJA:a1
35	axe	NCH	Noiri-Chillare	40	34	left	kuwʌɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list NCH]	1	noira2015:p040:i035:NCH:a1
35	axe	NPN	Noiri-Pannali	40	34	left	kuʊaɽi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list NPN]	1	noira2015:p040:i035:NPN:a1
35	axe	NAS	Noiri-Astambha	40	34	left	kuwaɖo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list NAS]	0	
35	axe	NGO	Noiri-Gomon	40	34	left	kuvaɽi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list NGO]	1	noira2015:p040:i035:NGO:a1
35	axe	BMU	Barutiya-Mutalwad	40	34	left	kuwaɖɛ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list BMU]	0	
35	axe	DBM	Dungra Bhili-Mathwad	40	34	left	kuwaɖɔ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list DBM]	1	noira2015:p040:i035:DBM:a1
35	axe	DBA	Dungra Bhili-Ambadungar	40	34	left	kʊvaɽɔ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list DBA]	1	noira2015:p040:i035:DBA:a1
35	axe	NTO	Nahali-Toranmal	40	34	left	kuraɖ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list NTO]	0	
35	axe	KNA	Kotli-Narayanpur	40	34	left	kuɖad	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list KNA]	1	noira2015:p040:i035:KNA:a1
35	axe	KTA	Kotli-Taradi	40	34	left	kʊraɖ | kʊraɖ	1 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list KTA]	2	noira2015:p040:i035:KTA:a1 | noira2015:p040:i035:KTA:a2
35	axe	GTA	Gujari-Taradi	40	34	left	kuraɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list GTA]	1	noira2015:p040:i035:GTA:a1
35	axe	GUJ	Gujarati	40	34	left	kuhaɖi | kori	1 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list GUJ]	0	
35	axe	MAR	Marati	40	34	left	kuraɖʌ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list MAR]	0	
35	axe	HIN	Hindi	40	34	left	kʊlhaɖi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list HIN]	0	
35	axe	NTE	Nahali-Tembhi	40	34	left	akhʌl	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list NTE]	1	noira2015:p040:i035:NTE:a1
35	axe	TKO	Tukaithad-Korku	40	34	left	akhʌi	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list TKO]	1	noira2015:p040:i035:TKO:a1
35	axe	NJA	Nihali-Jamod	40	34	left	tʃɛkʈo	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 35, list NJA]	1	noira2015:p040:i035:NJA:a1
36	rope	NCH	Noiri-Chillare	40	34	right	ɖuʔɖi | ɖuʔɖi | ɖuʔɖi	1 | 3 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list NCH]	3	noira2015:p040:i036:NCH:a1 | noira2015:p040:i036:NCH:a2 | noira2015:p040:i036:NCH:a3
36	rope	NPN	Noiri-Pannali	40	34	right	ɖɦuʔɖi | ɖɔro | ɖɦuʔɖi	1 | 1 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list NPN]	3	noira2015:p040:i036:NPN:a1 | noira2015:p040:i036:NPN:a2 | noira2015:p040:i036:NPN:a3
36	rope	NAS	Noiri-Astambha	40	34	right	ɖoɖɔ | ɖuʔɖi	1 | 1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list NAS]	0	
36	rope	NGO	Noiri-Gomon	40	34	right	ɖuri	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list NGO]	1	noira2015:p040:i036:NGO:a1
36	rope	BMU	Barutiya-Mutalwad	40	34	right	ɖuʔɖi | humb	1 | 7	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list BMU]	0	
36	rope	DBM	Dungra Bhili-Mathwad	40	34	right	ɖuʔɖo	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list DBM]	1	noira2015:p040:i036:DBM:a1
36	rope	DBA	Dungra Bhili-Ambadungar	40	34	right	ɖuɽɪ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list DBA]	1	noira2015:p040:i036:DBA:a1
36	rope	NTO	Nahali-Toranmal	40	34	right	ɖoiɖo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list NTO]	0	
36	rope	KNA	Kotli-Narayanpur	40	34	right	ɖojʌɖa	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list KNA]	1	noira2015:p040:i036:KNA:a1
36	rope	KTA	Kotli-Taradi	40	34	right	ɖoiɖa	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list KTA]	1	noira2015:p040:i036:KTA:a1
36	rope	GTA	Gujari-Taradi	40	34	right	ɖor	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list GTA]	1	noira2015:p040:i036:GTA:a1
36	rope	GUJ	Gujarati	40	34	right	ɖori | ɖoru	1 | 2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list GUJ]	0	
36	rope	MAR	Marati	40	34	right	ɖori	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list MAR]	0	
36	rope	HIN	Hindi	40	34	right	rəssi	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list HIN]	0	
36	rope	NTE	Nahali-Tembhi	40	34	right	ɖora	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list NTE]	1	noira2015:p040:i036:NTE:a1
36	rope	TKO	Tukaithad-Korku	40	34	right	ɖora	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list TKO]	1	noira2015:p040:i036:TKO:a1
36	rope	NJA	Nihali-Jamod	40	34	right	ɖora	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 36, list NJA]	1	noira2015:p040:i036:NJA:a1
37	thread	NCH	Noiri-Chillare	40	34	right	huʈi	6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list NCH]	1	noira2015:p040:i037:NCH:a1
37	thread	NPN	Noiri-Pannali	40	34	right	huʈ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list NPN]	1	noira2015:p040:i037:NPN:a1
37	thread	NAS	Noiri-Astambha	40	34	right	huʈ | huʈ	1 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list NAS]	0	
37	thread	NGO	Noiri-Gomon	40	34	right	huʈ | huʈ	1 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list NGO]	2	noira2015:p040:i037:NGO:a1 | noira2015:p040:i037:NGO:a2
37	thread	BMU	Barutiya-Mutalwad	40	34	right	huʈ | ɖoru | huʈ	1 | 2 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list BMU]	0	
37	thread	DBM	Dungra Bhili-Mathwad	40	34	right	huʈe | huʈe	1 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list DBM]	2	noira2015:p040:i037:DBM:a1 | noira2015:p040:i037:DBM:a2
37	thread	DBA	Dungra Bhili-Ambadungar	40	34	right	huʈe | huʈe	1 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list DBA]	2	noira2015:p040:i037:DBA:a1 | noira2015:p040:i037:DBA:a2
37	thread	NTO	Nahali-Toranmal	40	34	right	huʈ | huʈ	1 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list NTO]	0	
37	thread	KNA	Kotli-Narayanpur	40	34	right	ɖoro	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list KNA]	1	noira2015:p040:i037:KNA:a1
37	thread	KTA	Kotli-Taradi	40	34	right	ɖoro	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list KTA]	1	noira2015:p040:i037:KTA:a1
37	thread	GTA	Gujari-Taradi	40	34	right	ɖori	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list GTA]	1	noira2015:p040:i037:GTA:a1
37	thread	GUJ	Gujarati	40	34	right	ɖoro	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list GUJ]	0	
37	thread	MAR	Marati	40	34	right	suʈ | ɖora | suʈ	1 | 2 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list MAR]	0	
37	thread	HIN	Hindi	40	34	right	suʈ | ɖora | ɖɦaga | suʈ	1 | 2 | 4 | 6	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 34, item 37, list HIN]	0	
37	thread	NTE	Nahali-Tembhi	41	35	left	seʈʌm	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 37, list NTE]	1	noira2015:p041:i037:NTE:a1
37	thread	TKO	Tukaithad-Korku	41	35	left	setʌm	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 37, list TKO]	1	noira2015:p041:i037:TKO:a1
37	thread	NJA	Nihali-Jamod	41	35	left	suʈo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 37, list NJA]	1	noira2015:p041:i037:NJA:a1
38	needle	NCH	Noiri-Chillare	41	35	left	hui	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list NCH]	1	noira2015:p041:i038:NCH:a1
38	needle	NPN	Noiri-Pannali	41	35	left	hui	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list NPN]	1	noira2015:p041:i038:NPN:a1
38	needle	NAS	Noiri-Astambha	41	35	left	hwi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list NAS]	0	
38	needle	NGO	Noiri-Gomon	41	35	left	hui	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list NGO]	1	noira2015:p041:i038:NGO:a1
38	needle	BMU	Barutiya-Mutalwad	41	35	left	hui	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list BMU]	0	
38	needle	DBM	Dungra Bhili-Mathwad	41	35	left	hue	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list DBM]	1	noira2015:p041:i038:DBM:a1
38	needle	DBA	Dungra Bhili-Ambadungar	41	35	left	hʊje	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list DBA]	1	noira2015:p041:i038:DBA:a1
38	needle	NTO	Nahali-Toranmal	41	35	left	hui	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list NTO]	0	
38	needle	KNA	Kotli-Narayanpur	41	35	left	suj	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list KNA]	1	noira2015:p041:i038:KNA:a1
38	needle	KTA	Kotli-Taradi	41	35	left	suj	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list KTA]	1	noira2015:p041:i038:KTA:a1
38	needle	GTA	Gujari-Taradi	41	35	left	suj	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list GTA]	1	noira2015:p041:i038:GTA:a1
38	needle	GUJ	Gujarati	41	35	left	soi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list GUJ]	0	
38	needle	MAR	Marati	41	35	left	sui	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list MAR]	0	
38	needle	HIN	Hindi	41	35	left	soi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list HIN]	0	
38	needle	NTE	Nahali-Tembhi	41	35	left	sũj	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list NTE]	1	noira2015:p041:i038:NTE:a1
38	needle	TKO	Tukaithad-Korku	41	35	left	sũj	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list TKO]	1	noira2015:p041:i038:TKO:a1
38	needle	NJA	Nihali-Jamod	41	35	left	sũi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 38, list NJA]	1	noira2015:p041:i038:NJA:a1
39	cloth	NCH	Noiri-Chillare	41	35	left	kapɽi	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list NCH]	1	noira2015:p041:i039:NCH:a1
39	cloth	NPN	Noiri-Pannali	41	35	left	kapʌɽi	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list NPN]	1	noira2015:p041:i039:NPN:a1
39	cloth	NAS	Noiri-Astambha	41	35	left	sako	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list NAS]	0	
39	cloth	NGO	Noiri-Gomon	41	35	left	saʔko | kuɽiʈe	1 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list NGO]	2	noira2015:p041:i039:NGO:a1 | noira2015:p041:i039:NGO:a2
39	cloth	BMU	Barutiya-Mutalwad	41	35	left	saʔkhõ | kʌpʌɽ	1 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list BMU]	0	
39	cloth	DBM	Dungra Bhili-Mathwad	41	35	left	nukʌɖe	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list DBM]	1	noira2015:p041:i039:DBM:a1
39	cloth	DBA	Dungra Bhili-Ambadungar	41	35	left	nʊgɔrɔ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list DBA]	1	noira2015:p041:i039:DBA:a1
39	cloth	NTO	Nahali-Toranmal	41	35	left	ɸaɖko	5	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	republished_dhule	republished-dhule-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list NTO]	0	
39	cloth	KNA	Kotli-Narayanpur	41	35	left	kʌpʌɖa	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list KNA]	1	noira2015:p041:i039:KNA:a1
39	cloth	KTA	Kotli-Taradi	41	35	left	kʌpʌɽa	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list KTA]	1	noira2015:p041:i039:KTA:a1
39	cloth	GTA	Gujari-Taradi	41	35	left	kʌpəɽu	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list GTA]	1	noira2015:p041:i039:GTA:a1
39	cloth	GUJ	Gujarati	41	35	left	kapaɖ | kopəɖũ	3 | 3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list GUJ]	0	
39	cloth	MAR	Marati	41	35	left	kapʌɖʌ	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list MAR]	0	
39	cloth	HIN	Hindi	41	35	left	kəpəɖa	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	comparison_control	control-excluded	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list HIN]	0	
39	cloth	NTE	Nahali-Tembhi	41	35	left	aŋgi	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list NTE]	1	noira2015:p041:i039:NTE:a1
39	cloth	TKO	Tukaithad-Korku	41	35	left	aŋgi	4	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list TKO]	1	noira2015:p041:i039:TKO:a1
39	cloth	NJA	Nihali-Jamod	41	35	left	kʌpʌɽa	3	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 39, list NJA]	1	noira2015:p041:i039:NJA:a1
40	ring	NCH	Noiri-Chillare	41	35	left	muɖhi	1	attested	high		manual visual inspection of 400-dpi rendered PDF page	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	new_target	staged	varghesekumar2015noira[Appendix A3, printed p. 35, item 40, list NCH]	1	noira2015:p041:i040:NCH:a1
