Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Source_Cognate_Labels	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Citation	Staged_Entry_Keys
17	dust	ML	Milang	18	14	left	amuk	4	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 17, list ML]	padung-sako2015adi:item:017:site:ML:response:1
17	dust	PL	Pailibo	18	14	left	mibbu	3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 17, list PL]	padung-sako2015adi:item:017:site:PL:response:1
17	dust	AS	Ashing (Bogum Bokang)	18	14	left	pəmuk	4	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 17, list AS]	padung-sako2015adi:item:017:site:AS:response:1
17	dust	PD	Padam	18	14	left	pəmuk	4	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 17, list PD]	padung-sako2015adi:item:017:site:PD:response:1
17	dust	SM	Shimong	18	14	left	t̪akɯɾt̪amɯɾ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 17, list SM]	padung-sako2015adi:item:017:site:SM:response:1
17	dust	BK	Bokar	18	14	left	mid̪bu	3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 17, list BK]	padung-sako2015adi:item:017:site:BK:response:1
18	stone	MN	Minyong	18	14	middle	əlɯŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 18, list MN]	padung-sako2015adi:item:018:site:MN:response:1
18	stone	BR	Bori	18	14	middle	əlɯŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 18, list BR]	padung-sako2015adi:item:018:site:BR:response:1
18	stone	RM	Ramo	18	14	middle	ɯlɯŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 18, list RM]	padung-sako2015adi:item:018:site:RM:response:1
18	stone	ML	Milang	18	14	middle	d̪abu	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 18, list ML]	padung-sako2015adi:item:018:site:ML:response:1
18	stone	PL	Pailibo	18	14	middle	ɯlɯ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 18, list PL]	padung-sako2015adi:item:018:site:PL:response:1
18	stone	AS	Ashing (Bogum Bokang)	18	14	middle	ɯlɯŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 18, list AS]	padung-sako2015adi:item:018:site:AS:response:1
18	stone	PD	Padam	18	14	middle	əlɯŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 18, list PD]	padung-sako2015adi:item:018:site:PD:response:1
18	stone	SM	Shimong	18	14	middle	d̪abu	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 18, list SM]	padung-sako2015adi:item:018:site:SM:response:1
18	stone	BK	Bokar	18	14	middle	ɯlɯŋ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 18, list BK]	padung-sako2015adi:item:018:site:BK:response:1
19	sand	MN	Minyong	18	14	middle	hɯjɯ	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 19, list MN]	padung-sako2015adi:item:019:site:MN:response:1
19	sand	BR	Bori	18	14	middle	ʃij	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 19, list BR]	padung-sako2015adi:item:019:site:BR:response:1
19	sand	RM	Ramo	18	14	middle	lɯjit̪	4	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 19, list RM]	padung-sako2015adi:item:019:site:RM:response:1
19	sand	ML	Milang	18	14	middle	ʃapi	3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 19, list ML]	padung-sako2015adi:item:019:site:ML:response:1
19	sand	PL	Pailibo	18	14	middle	ʃili | ʃili | ʃili	2 | 3 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 19, list PL]	padung-sako2015adi:item:019:site:PL:response:1 | padung-sako2015adi:item:019:site:PL:response:2 | padung-sako2015adi:item:019:site:PL:response:3
19	sand	AS	Ashing (Bogum Bokang)	18	14	middle	ʃiji | ʃiji | ʃiji	2 | 3 | 4	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 19, list AS]	padung-sako2015adi:item:019:site:AS:response:1 | padung-sako2015adi:item:019:site:AS:response:2 | padung-sako2015adi:item:019:site:AS:response:3
19	sand	PD	Padam	18	14	middle	bali	5	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 19, list PD]	padung-sako2015adi:item:019:site:PD:response:1
19	sand	SM	Shimong	18	14	middle	hɯjjə	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 19, list SM]	padung-sako2015adi:item:019:site:SM:response:1
19	sand	BK	Bokar	18	14	middle	ʃi	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 19, list BK]	padung-sako2015adi:item:019:site:BK:response:1
20	gold	MN	Minyong	18	14	middle		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 20, list MN]	
20	gold	BR	Bori	18	14	middle		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 20, list BR]	
20	gold	RM	Ramo	18	14	middle	dʒət̪ət̪əɾbum	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 20, list RM]	padung-sako2015adi:item:020:site:RM:response:1
20	gold	ML	Milang	18	14	middle		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 20, list ML]	
20	gold	PL	Pailibo	18	14	middle	ŋiseɾ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 20, list PL]	padung-sako2015adi:item:020:site:PL:response:1
20	gold	AS	Ashing (Bogum Bokang)	18	14	middle	ʃuna	3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 20, list AS]	padung-sako2015adi:item:020:site:AS:response:1
20	gold	PD	Padam	18	14	middle		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 20, list PD]	
20	gold	SM	Shimong	18	14	middle		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 20, list SM]	
20	gold	BK	Bokar	18	14	middle	ʃəɾ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 20, list BK]	padung-sako2015adi:item:020:site:BK:response:1
21	silver	MN	Minyong	18	14	middle		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 21, list MN]	
21	silver	BR	Bori	18	14	middle		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 21, list BR]	
21	silver	RM	Ramo	18	14	middle	dʒet̪ət̪əɾbum	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 21, list RM]	padung-sako2015adi:item:021:site:RM:response:1
21	silver	ML	Milang	18	14	middle		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 21, list ML]	
21	silver	PL	Pailibo	18	14	middle	ŋiseɾ	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 21, list PL]	padung-sako2015adi:item:021:site:PL:response:1
21	silver	AS	Ashing (Bogum Bokang)	18	14	middle	tʃand̪i	3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 21, list AS]	padung-sako2015adi:item:021:site:AS:response:1
21	silver	PD	Padam	18	14	middle		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 21, list PD]	
21	silver	SM	Shimong	18	14	middle		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 21, list SM]	
21	silver	BK	Bokar	18	14	middle	ɲi	4	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 21, list BK]	padung-sako2015adi:item:021:site:BK:response:1
22	today	MN	Minyong	18	14	middle	hɯlo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 22, list MN]	padung-sako2015adi:item:022:site:MN:response:1
22	today	BR	Bori	18	14	middle	ʃɯlo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 22, list BR]	padung-sako2015adi:item:022:site:BR:response:1
22	today	RM	Ramo	18	14	middle	ʃolo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 22, list RM]	padung-sako2015adi:item:022:site:RM:response:1
22	today	ML	Milang	18	14	middle	ɯnə	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 22, list ML]	padung-sako2015adi:item:022:site:ML:response:1
22	today	PL	Pailibo	18	14	middle	ʃɯlo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 22, list PL]	padung-sako2015adi:item:022:site:PL:response:1
22	today	AS	Ashing (Bogum Bokang)	18	14	middle	ʃilo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 22, list AS]	padung-sako2015adi:item:022:site:AS:response:1
22	today	PD	Padam	18	14	middle	ʃilo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 22, list PD]	padung-sako2015adi:item:022:site:PD:response:1
22	today	SM	Shimong	18	14	middle	hilo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 22, list SM]	padung-sako2015adi:item:022:site:SM:response:1
22	today	BK	Bokar	18	14	middle	ʃolo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 22, list BK]	padung-sako2015adi:item:022:site:BK:response:1
23	yesterday	MN	Minyong	18	14	right	məlo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 23, list MN]	padung-sako2015adi:item:023:site:MN:response:1
23	yesterday	BR	Bori	18	14	right	məlo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 23, list BR]	padung-sako2015adi:item:023:site:BR:response:1
23	yesterday	RM	Ramo	18	14	right	mojo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 23, list RM]	padung-sako2015adi:item:023:site:RM:response:1
23	yesterday	ML	Milang	18	14	right	banə	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 23, list ML]	padung-sako2015adi:item:023:site:ML:response:1
23	yesterday	PL	Pailibo	18	14	right	məlo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 23, list PL]	padung-sako2015adi:item:023:site:PL:response:1
23	yesterday	AS	Ashing (Bogum Bokang)	18	14	right	məlo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 23, list AS]	padung-sako2015adi:item:023:site:AS:response:1
23	yesterday	PD	Padam	18	14	right	məlo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 23, list PD]	padung-sako2015adi:item:023:site:PD:response:1
23	yesterday	SM	Shimong	18	14	right	məlo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 23, list SM]	padung-sako2015adi:item:023:site:SM:response:1
23	yesterday	BK	Bokar	18	14	right	məjo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 23, list BK]	padung-sako2015adi:item:023:site:BK:response:1
24	tomorrow	MN	Minyong	18	14	right	ɲampo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 24, list MN]	padung-sako2015adi:item:024:site:MN:response:1
24	tomorrow	BR	Bori	18	14	right	ɾoɾo	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 24, list BR]	padung-sako2015adi:item:024:site:BR:response:1
24	tomorrow	RM	Ramo	18	14	right	aɾo	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 24, list RM]	padung-sako2015adi:item:024:site:RM:response:1
24	tomorrow	ML	Milang	18	14	right	tʃõnaph	3	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 24, list ML]	padung-sako2015adi:item:024:site:ML:response:1
24	tomorrow	PL	Pailibo	18	14	right	aɾo	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 24, list PL]	padung-sako2015adi:item:024:site:PL:response:1
24	tomorrow	AS	Ashing (Bogum Bokang)	18	14	right	ɲampo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 24, list AS]	padung-sako2015adi:item:024:site:AS:response:1
24	tomorrow	PD	Padam	18	14	right	ɲampo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 24, list PD]	padung-sako2015adi:item:024:site:PD:response:1
24	tomorrow	SM	Shimong	18	14	right	ɲampo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 24, list SM]	padung-sako2015adi:item:024:site:SM:response:1
24	tomorrow	BK	Bokar	18	14	right	aɾe	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 24, list BK]	padung-sako2015adi:item:024:site:BK:response:1
25	week	MN	Minyong	18	14	right		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 25, list MN]	
25	week	BR	Bori	18	14	right	ɲopə	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 25, list BR]	padung-sako2015adi:item:025:site:BR:response:1
25	week	RM	Ramo	18	14	right	hopta	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 25, list RM]	padung-sako2015adi:item:025:site:RM:response:1
25	week	ML	Milang	18	14	right		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 25, list ML]	
25	week	PL	Pailibo	18	14	right	ɲopə	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 25, list PL]	padung-sako2015adi:item:025:site:PL:response:1
25	week	AS	Ashing (Bogum Bokang)	18	14	right		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 25, list AS]	
25	week	PD	Padam	18	14	right	hopta	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 25, list PD]	padung-sako2015adi:item:025:site:PD:response:1
25	week	SM	Shimong	18	14	right	hopta	2	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 25, list SM]	padung-sako2015adi:item:025:site:SM:response:1
25	week	BK	Bokar	18	14	right		0	source_blank		source prints no entry	manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	blank-excluded	padung-sako2015adi[Appendix B, printed p. 14, item 25, list BK]	
26	month	MN	Minyong	18	14	right	polo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 26, list MN]	padung-sako2015adi:item:026:site:MN:response:1
26	month	BR	Bori	18	14	right	polo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 26, list BR]	padung-sako2015adi:item:026:site:BR:response:1
26	month	RM	Ramo	18	14	right	põlo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 26, list RM]	padung-sako2015adi:item:026:site:RM:response:1
26	month	ML	Milang	18	14	right	polu	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 26, list ML]	padung-sako2015adi:item:026:site:ML:response:1
26	month	PL	Pailibo	18	14	right	polo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 26, list PL]	padung-sako2015adi:item:026:site:PL:response:1
26	month	AS	Ashing (Bogum Bokang)	18	14	right	polo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 26, list AS]	padung-sako2015adi:item:026:site:AS:response:1
26	month	PD	Padam	18	14	right	polo	1	attested	high		manual visual inspection of 400-dpi rendered PDF page; text scaffold not accepted without cell visual match	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	target	staged	padung-sako2015adi[Appendix B, printed p. 14, item 26, list PD]	padung-sako2015adi:item:026:site:PD:response:1
