Record_Type,Report,PDF_Page,Printed_Page,Column,Gloss_Number,Gloss,Site_Code,Site_Name,Comparison_Role,Response,Group,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
wordlist response,adimathara2019mudhili,24,20,1,63,root,Suregadi,Suregadivalasa,target,1,1,veru,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 63, Suregadivalasa]",silgadaba2019:g063:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,63,root,Chinachipuru,Chinachipuruvalasa,target,1,1,veru,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 63, Chinachipuruvalasa]",silgadaba2019:g063:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,63,root,TELUGU,Srikakulam Telugu,comparison control,1,1,veru,visually transcribed at quarter-column zoom,,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 63, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,24,20,1,64,thorn,Bobbili,Bobbilivalasa,target,1,1,sʌpːu,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 64, Bobbilivalasa]",silgadaba2019:g064:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,64,thorn,Gogada,Gogaduvalasa,target,1,1,sʌpːu,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 64, Gogaduvalasa]",silgadaba2019:g064:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,64,thorn,Panuku,Panukuvalasa,target,1,1,tʃəpːu,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 64, Panukuvalasa]",silgadaba2019:g064:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,64,thorn,Reyavani,Reyavanivalasa,target,1,1,sʌpːu,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 64, Reyavanivalasa]",silgadaba2019:g064:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,64,thorn,Kotha,Kothavalasa,target,1,1,səpːu,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 64, Kothavalasa]",silgadaba2019:g064:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,64,thorn,Suregadi,Suregadivalasa,target,1,1,səpːu,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 64, Suregadivalasa]",silgadaba2019:g064:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,64,thorn,Chinachipuru,Chinachipuruvalasa,target,1,1,sʌpːu,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 64, Chinachipuruvalasa]",silgadaba2019:g064:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,64,thorn,TELUGU,Srikakulam Telugu,comparison control,1,3,mulːu,visually transcribed at quarter-column zoom,,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 64, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,24,20,1,65,flower,Bobbili,Bobbilivalasa,target,1,3,puː,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 65, Bobbilivalasa]",silgadaba2019:g065:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,65,flower,Gogada,Gogaduvalasa,target,1,1,pʰul,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 65, Gogaduvalasa]",silgadaba2019:g065:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,65,flower,Panuku,Panukuvalasa,target,1,2,puve,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 65, Panukuvalasa]",silgadaba2019:g065:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,65,flower,Reyavani,Reyavanivalasa,target,1,1,pʰu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 65, Reyavanivalasa]",silgadaba2019:g065:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,65,flower,Reyavani,Reyavanivalasa,target,2,2,pʰu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 65, Reyavanivalasa]",silgadaba2019:g065:sil-gadaba-2019-reyavanivalasa:i2
wordlist response,adimathara2019mudhili,24,20,1,65,flower,Kotha,Kothavalasa,target,1,2,puv,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 65, Kothavalasa]",silgadaba2019:g065:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,65,flower,Kotha,Kothavalasa,target,2,2,puve,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 65, Kothavalasa]",silgadaba2019:g065:sil-gadaba-2019-kothavalasa:i2
wordlist response,adimathara2019mudhili,24,20,1,65,flower,Suregadi,Suregadivalasa,target,1,2,puvu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 65, Suregadivalasa]",silgadaba2019:g065:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,65,flower,Chinachipuru,Chinachipuruvalasa,target,1,3,puː,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 65, Chinachipuruvalasa]",silgadaba2019:g065:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,24,20,1,65,flower,TELUGU,Srikakulam Telugu,comparison control,1,2,puvu,visually transcribed at quarter-column zoom,,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 65, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,24,20,2,66,fruit,Bobbili,Bobbilivalasa,target,1,2,bulːu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 66, Bobbilivalasa]",silgadaba2019:g066:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,66,fruit,Gogada,Gogaduvalasa,target,1,2,bulːul,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 66, Gogaduvalasa]",silgadaba2019:g066:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,66,fruit,Panuku,Panukuvalasa,target,1,2,bulːu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 66, Panukuvalasa]",silgadaba2019:g066:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,66,fruit,Reyavani,Reyavanivalasa,target,1,2,bulːu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 66, Reyavanivalasa]",silgadaba2019:g066:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,66,fruit,Kotha,Kothavalasa,target,1,2,bulːu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 66, Kothavalasa]",silgadaba2019:g066:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,66,fruit,Suregadi,Suregadivalasa,target,1,2,bulːu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 66, Suregadivalasa]",silgadaba2019:g066:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,66,fruit,Chinachipuru,Chinachipuruvalasa,target,1,2,bulːu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 66, Chinachipuruvalasa]",silgadaba2019:g066:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,66,fruit,TELUGU,Srikakulam Telugu,comparison control,1,3,poɳɖu,visually transcribed at quarter-column zoom,source-raster-coronal,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 66, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,24,20,2,67,mango,Bobbili,Bobbilivalasa,target,1,1,mʌⁱgabulːu,visually transcribed at quarter-column zoom,source-raster-vowel;source-raster-superscript,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 67, Bobbilivalasa]",silgadaba2019:g067:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,67,mango,Gogada,Gogaduvalasa,target,1,4,kʌrkebulːu,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 67, Gogaduvalasa]",silgadaba2019:g067:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,67,mango,Panuku,Panukuvalasa,target,1,1,məⁱgebuːlu,visually transcribed at quarter-column zoom,source-raster-vowel;source-raster-superscript,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 67, Panukuvalasa]",silgadaba2019:g067:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,67,mango,Reyavani,Reyavanivalasa,target,1,4,kʌrkebulːu,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 67, Reyavanivalasa]",silgadaba2019:g067:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,67,mango,Kotha,Kothavalasa,target,1,1,məⁱgebulu,visually transcribed at quarter-column zoom,source-raster-vowel;source-raster-superscript,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 67, Kothavalasa]",silgadaba2019:g067:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,67,mango,Suregadi,Suregadivalasa,target,1,1,məⁱge,visually transcribed at quarter-column zoom,source-raster-vowel;source-raster-superscript,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 67, Suregadivalasa]",silgadaba2019:g067:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,67,mango,Chinachipuru,Chinachipuruvalasa,target,1,1,mʌⁱgabulːu,visually transcribed at quarter-column zoom,source-raster-vowel;source-raster-superscript,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 67, Chinachipuruvalasa]",silgadaba2019:g067:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,67,mango,Chinachipuru,Chinachipuruvalasa,target,2,4,kʌrkebulːu,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 67, Chinachipuruvalasa]",silgadaba2019:g067:sil-gadaba-2019-chinachipuruvalasa:i2
wordlist response,adimathara2019mudhili,24,20,2,67,mango,TELUGU,Srikakulam Telugu,comparison control,1,3,məmidipəɳɖu,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 67, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,24,20,2,68,banana,Bobbili,Bobbilivalasa,target,1,3,ʌɳʈibulːu,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 68, Bobbilivalasa]",silgadaba2019:g068:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,68,banana,Gogada,Gogaduvalasa,target,1,1,ulubulːu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 68, Gogaduvalasa]",silgadaba2019:g068:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,68,banana,Panuku,Panukuvalasa,target,1,3,əɳʈibulːu,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 68, Panukuvalasa]",silgadaba2019:g068:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,68,banana,Reyavani,Reyavanivalasa,target,1,3,ʌɳʈibulːu,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 68, Reyavanivalasa]",silgadaba2019:g068:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,68,banana,Kotha,Kothavalasa,target,1,3,əɳʈibulːu,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 68, Kothavalasa]",silgadaba2019:g068:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,68,banana,Suregadi,Suregadivalasa,target,1,1,ulubulːu,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 68, Suregadivalasa]",silgadaba2019:g068:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,68,banana,Chinachipuru,Chinachipuruvalasa,target,1,3,ʌɳʈibulːu,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 68, Chinachipuruvalasa]",silgadaba2019:g068:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,68,banana,TELUGU,Srikakulam Telugu,comparison control,1,4,ərət̪ipəɳɖu,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 68, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,24,20,2,69,wheat (husked),Bobbili,Bobbilivalasa,target,1,2,goɖəm,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 69, Bobbilivalasa]",silgadaba2019:g069:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,69,wheat (husked),Gogada,Gogaduvalasa,target,1,2,goɖem,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 69, Gogaduvalasa]",silgadaba2019:g069:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,69,wheat (husked),Panuku,Panukuvalasa,target,1,2,goɖumulu,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 69, Panukuvalasa]",silgadaba2019:g069:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,69,wheat (husked),Reyavani,Reyavanivalasa,target,1,2,goɖəm,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 69, Reyavanivalasa]",silgadaba2019:g069:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,69,wheat (husked),Kotha,Kothavalasa,target,1,2,goɖəm,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 69, Kothavalasa]",silgadaba2019:g069:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,69,wheat (husked),Suregadi,Suregadivalasa,target,1,2,goɖume,visually transcribed at quarter-column zoom,source-raster-coronal,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 69, Suregadivalasa]",silgadaba2019:g069:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,69,wheat (husked),Chinachipuru,Chinachipuruvalasa,target,1,2,goɖumʌlu,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 69, Chinachipuruvalasa]",silgadaba2019:g069:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,24,20,2,69,wheat (husked),TELUGU,Srikakulam Telugu,comparison control,1,2,goɖuməlu,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 69, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,24,20,3,71,rice (husked),Bobbili,Bobbilivalasa,target,1,1,mʌndʒɪ,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 71, Bobbilivalasa]",silgadaba2019:g071:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,71,rice (husked),Gogada,Gogaduvalasa,target,1,1,mʌndʒɪ,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 71, Gogaduvalasa]",silgadaba2019:g071:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,71,rice (husked),Panuku,Panukuvalasa,target,1,1,məndʒik,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 71, Panukuvalasa]",silgadaba2019:g071:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,71,rice (husked),Reyavani,Reyavanivalasa,target,1,1,mʌndʒɪ,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 71, Reyavanivalasa]",silgadaba2019:g071:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,71,rice (husked),Kotha,Kothavalasa,target,1,1,mẽdʒɪ,visually transcribed at quarter-column zoom,source-raster-vowel;source-raster-nasalization,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 71, Kothavalasa]",silgadaba2019:g071:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,71,rice (husked),Suregadi,Suregadivalasa,target,1,1,məndʒik,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 71, Suregadivalasa]",silgadaba2019:g071:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,71,rice (husked),Chinachipuru,Chinachipuruvalasa,target,1,1,mʌndʒɪ,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 71, Chinachipuruvalasa]",silgadaba2019:g071:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,71,rice (husked),TELUGU,Srikakulam Telugu,comparison control,1,3,bijemu,visually transcribed at quarter-column zoom,,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 71, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,24,20,3,72,potato,Bobbili,Bobbilivalasa,target,1,2,beŋgəlɖompə,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 72, Bobbilivalasa]",silgadaba2019:g072:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,72,potato,Gogada,Gogaduvalasa,target,1,2,beŋgəlɖompə,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 72, Gogaduvalasa]",silgadaba2019:g072:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,72,potato,Panuku,Panukuvalasa,target,1,2,bəŋgəlɖumpəl,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 72, Panukuvalasa]",silgadaba2019:g072:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,72,potato,Reyavani,Reyavanivalasa,target,1,2,beŋgəlɖompə,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 72, Reyavanivalasa]",silgadaba2019:g072:sil-gadaba-2019-reyavanivalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,72,potato,Kotha,Kothavalasa,target,1,2,bəŋgeləɖompəlu,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-kothavalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 72, Kothavalasa]",silgadaba2019:g072:sil-gadaba-2019-kothavalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,72,potato,Suregadi,Suregadivalasa,target,1,2,bəŋgəlɖompe,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-suregadivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 72, Suregadivalasa]",silgadaba2019:g072:sil-gadaba-2019-suregadivalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,72,potato,Chinachipuru,Chinachipuruvalasa,target,1,2,bʌŋgəlɖumpə,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-chinachipuruvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 72, Chinachipuruvalasa]",silgadaba2019:g072:sil-gadaba-2019-chinachipuruvalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,72,potato,TELUGU,Srikakulam Telugu,comparison control,1,2,bəŋgeləd̪ʰompəli,visually transcribed at quarter-column zoom,source-raster-coronal;source-raster-vowel,excluded,Telugu comparison control; not a target Mudhili Gadaba list,,,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 72, Srikakulam Telugu]",
wordlist response,adimathara2019mudhili,24,20,3,73,eggplant,Bobbili,Bobbilivalasa,target,1,1,kakale,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-bobbilivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 73, Bobbilivalasa]",silgadaba2019:g073:sil-gadaba-2019-bobbilivalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,73,eggplant,Gogada,Gogaduvalasa,target,1,1,kagesil,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-gogaduvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 73, Gogaduvalasa]",silgadaba2019:g073:sil-gadaba-2019-gogaduvalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,73,eggplant,Panuku,Panukuvalasa,target,1,1,kəkəsil,visually transcribed at quarter-column zoom,source-raster-vowel,installed,,Gadaba,sil-gadaba-2019-panukuvalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 73, Panukuvalasa]",silgadaba2019:g073:sil-gadaba-2019-panukuvalasa:i1
wordlist response,adimathara2019mudhili,24,20,3,73,eggplant,Reyavani,Reyavanivalasa,target,1,1,kakale,visually transcribed at quarter-column zoom,,installed,,Gadaba,sil-gadaba-2019-reyavanivalasa,"adimathara2019mudhili[Appendix A.3, printed p. 20, item 73, Reyavanivalasa]",silgadaba2019:g073:sil-gadaba-2019-reyavanivalasa:i1
