Status,Entry_Key,Snapshot_Revision,Snapshot_Timestamp,Wikitext_Line,Raw_Gloss,Gloss,Raw_Form,Form,Raw_Origin,Origin,Raw_Page_Marker,Variant_Number
ingested,nagaraja2014-wiktionary:429,88143027,2025-11-12T18:53:49Z,867,to [[make]] to [[urinate]],to make to urinate,cyoːkamaː-,cyoːkamaː-,,,,1
ingested,nagaraja2014-wiktionary:430,88143027,2025-11-12T18:53:49Z,869,to [[bury]],to bury,dadaw,dadaw,,,*,1
ingested,nagaraja2014-wiktionary:431,88143027,2025-11-12T18:53:49Z,871,"[[left]] [[hand]], [[left]]-[[handed]] [[person]]","left hand, left-handed person",dakhriya,dakhriya,,,,1
ingested,nagaraja2014-wiktionary:432,88143027,2025-11-12T18:53:49Z,873,[[breath]],breath,dam,dam,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:433,88143027,2025-11-12T18:53:49Z,875,[[upper]] [[arm]],upper arm,dand,dand,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:434,88143027,2025-11-12T18:53:49Z,877,[[sound]] of [[cock]],sound of cock,daray,daray,,,,1
ingested,nagaraja2014-wiktionary:435,88143027,2025-11-12T18:53:49Z,879,[[tailor]],tailor,darji,darji,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:436,88143027,2025-11-12T18:53:49Z,881,[[door]] [[frame]],door frame,darjo,darjo,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:437,88143027,2025-11-12T18:53:49Z,883,[[door]],door,darjo kiwaːr,darjo kiwaːr,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:438,88143027,2025-11-12T18:53:49Z,885,to [[go]] in [[search]] of (a [[person]]),to go in search of (a person),darom,darom,,,,1
ingested,nagaraja2014-wiktionary:439,88143027,2025-11-12T18:53:49Z,887,[[handkerchief]],handkerchief,dasti,dasti,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:440,88143027,2025-11-12T18:53:49Z,889,[[harrow]],harrow,dawra,dawra,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:441,88143027,2025-11-12T18:53:49Z,891,[[elder]] [[brother]],elder brother,daːda,daːda,IA,IA,,1
ingested,nagaraja2014-wiktionary:442,88143027,2025-11-12T18:53:49Z,893,[[beard]],beard,daːḍi,daːḍi,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:443,88143027,2025-11-12T18:53:49Z,895,to [[shave]],to shave,daːḍi arku-be,daːḍi arku-be,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:444,88143027,2025-11-12T18:53:49Z,897,[[money]],money,daːm,daːm,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:445,88143027,2025-11-12T18:53:49Z,899,[[needle]] – [[thick]] [[type]],needle – thick type,daːman,daːman,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:446,88143027,2025-11-12T18:53:49Z,901,[[full]] [[moon]] ([[day]]),full moon (day),daːnḍi puñu,daːnḍi puñu,,,,1
ingested,nagaraja2014-wiktionary:447,88143027,2025-11-12T18:53:49Z,903,[[handle]],handle,daːnḍo,daːnḍo,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:448,88143027,2025-11-12T18:53:49Z,905,[[stick]],stick,daːnḍya,daːnḍya,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:449,88143027,2025-11-12T18:53:49Z,907,[[itching]],itching,daːḍo,daːḍo,,,,1
ingested,nagaraja2014-wiktionary:450,88143027,2025-11-12T18:53:49Z,909,"to [[be]] in [[heat]] ([[animal]]), to [[bleat]]","to be in heat (animal), to bleat",daːraː-,daːraː-,,,,1
ingested,nagaraja2014-wiktionary:451,88143027,2025-11-12T18:53:49Z,911,to [[pound]] ([[spices]]),to pound (spices),daːr-be,daːr-be,,,*,1
ingested,nagaraja2014-wiktionary:452,88143027,2025-11-12T18:53:49Z,913,[[gram]],gram,daːri,daːri,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:453,88143027,2025-11-12T18:53:49Z,915,"[[rough]], [[thick]]","rough, thick",daːṭo/i,daːṭo/i,,,,1
ingested,nagaraja2014-wiktionary:454,88143027,2025-11-12T18:53:49Z,917,[[immediately]],immediately,ḍabbal-ki,ḍabbal-ki,,,,1
ingested,nagaraja2014-wiktionary:455,88143027,2025-11-12T18:53:49Z,919,"to [[belch]], [[belching]]","to belch, belching",ḍakaːr- (d),ḍakaːr-,Korku,Korku,,1
ingested,nagaraja2014-wiktionary:456,88143027,2025-11-12T18:53:49Z,921,to [[rob]],to rob,ḍaka-jere-be,ḍaka-jere-be,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:457,88143027,2025-11-12T18:53:49Z,923,a [[vegetable]] [[similar]] to [[cucumber]],a vegetable similar to cucumber,ḍangara,ḍangara,,,,1
ingested,nagaraja2014-wiktionary:458,88143027,2025-11-12T18:53:49Z,925,[[hibiscus]] [[flower]],hibiscus flower,ḍapphu phuːl,ḍapphu phuːl,,,,1
ingested,nagaraja2014-wiktionary:459,88143027,2025-11-12T18:53:49Z,927,[[muddy]] [[water]],muddy water,ḍawra joppo,ḍawra joppo,,,,1
ingested,nagaraja2014-wiktionary:460,88143027,2025-11-12T18:53:49Z,929,[[brother]],brother,ḍay,ḍay,,,,1
ingested,nagaraja2014-wiktionary:461,88143027,2025-11-12T18:53:49Z,931,to [[rob]],to rob,ḍaːka-,ḍaːka-,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:462,88143027,2025-11-12T18:53:49Z,933,a [[small]] [[drum]],a small drum,ḍaːkho,ḍaːkho,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:463,88143027,2025-11-12T18:53:49Z,935,[[big]] [[basket]] – [[for]] [[keeping]] [[chicks]],big basket – for keeping chicks,ḍaːla,ḍaːla,IA,IA,,1
ingested,nagaraja2014-wiktionary:464,88143027,2025-11-12T18:53:49Z,937,to [[be]],to be,ḍaːn-,ḍaːn-,Korku?,Korku?,,1
ingested,nagaraja2014-wiktionary:465,88143027,2025-11-12T18:53:49Z,939,[[clitoris]],clitoris,ḍaːna,ḍaːna,,,,1
ingested,nagaraja2014-wiktionary:466,88143027,2025-11-12T18:53:49Z,941,[[branch]] (of a [[tree]]),branch (of a tree),ḍaːngo,ḍaːngo,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:467,88143027,2025-11-12T18:53:49Z,943,"[[way]], [[path]], [[road]]","way, path, road",ḍãːy/ḍa(ː)y,ḍãːy/ḍa(ː)y,,,,1
ingested,nagaraja2014-wiktionary:468,88143027,2025-11-12T18:53:49Z,945,[[ten]],ten,deccho (ḍ),deccho,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:469,88143027,2025-11-12T18:53:49Z,947,an [[edible]] [[root]],an edible root,dej babra,dej babra,,,,1
ingested,nagaraja2014-wiktionary:470,88143027,2025-11-12T18:53:49Z,949,[[bud]] ([[flower]]),bud (flower),deti,deti,,,,1
ingested,nagaraja2014-wiktionary:471,88143027,2025-11-12T18:53:49Z,951,[[evening]] ([[sun]] [[god]] [[setting]]),evening (sun god setting),dewtaːbuːdi,dewtaːbuːdi,IA,IA,,1
ingested,nagaraja2014-wiktionary:472,88143027,2025-11-12T18:53:49Z,953,[[interest]] ([[money]]),interest (money),deːḍi,deːḍi,,,*,1
ingested,nagaraja2014-wiktionary:473,88143027,2025-11-12T18:53:49Z,955,[[big]] [[vessel]] [[for]] [[storing]] [[water]],big vessel for storing water,ḍecki,ḍecki,IA,IA,,1
ingested,nagaraja2014-wiktionary:474,88143027,2025-11-12T18:53:49Z,957,[[frog]],frog,ḍeḍḍa,ḍeḍḍa,,,,1
ingested,nagaraja2014-wiktionary:475,88143027,2025-11-12T18:53:49Z,959,to [[drink]],to drink,ḍelen-be,ḍelen-be,,,,1
ingested,nagaraja2014-wiktionary:476,88143027,2025-11-12T18:53:49Z,961,to [[cause]] to [[drink]],to cause to drink,ḍelenkamaː-be,ḍelenkamaː-be,,,,1
ingested,nagaraja2014-wiktionary:477,88143027,2025-11-12T18:53:49Z,963,[[log]] of [[wood]],log of wood,ḍengra,ḍengra,,,,1
ingested,nagaraja2014-wiktionary:478,88143027,2025-11-12T18:53:49Z,965,[[threshold]],threshold,ḍewri,ḍewri,IA,IA,,1
ingested,nagaraja2014-wiktionary:479,88143027,2025-11-12T18:53:49Z,967,a [[snake]] – [[non]]-[[poisonous]],a snake – non-poisonous,ḍeːnḍu,ḍeːnḍu,,,,1
ingested,nagaraja2014-wiktionary:480,88143027,2025-11-12T18:53:49Z,969,a [[kind]] of [[bird]],a kind of bird,dhabla,dhabla,,,,1
ingested,nagaraja2014-wiktionary:481,88143027,2025-11-12T18:53:49Z,971,[[dung]] ([[animal]]),dung (animal),dhabra,dhabra,Korku,Korku,,1
ingested,nagaraja2014-wiktionary:482,88143027,2025-11-12T18:53:49Z,973,a [[snake]] – [[non]]-[[poisonous]],a snake – non-poisonous,dhamin/dhaman,dhamin/dhaman,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:483,88143027,2025-11-12T18:53:49Z,975,[[plantation]] – [[sugarcane]] ([[garden]]),plantation – sugarcane (garden),dhanḍey baːri,dhanḍey baːri,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:484,88143027,2025-11-12T18:53:49Z,977,[[sugarcane]] [[rod]],sugarcane rod,dhanḍey piːṛi,dhanḍey piːṛi,,,,1
ingested,nagaraja2014-wiktionary:485,88143027,2025-11-12T18:53:49Z,979,[[bank]] of [[river]],bank of river,dhapri,dhapri,,,,1
ingested,nagaraja2014-wiktionary:486,88143027,2025-11-12T18:53:49Z,981,"[[dam]], [[tank]], [[lake]]","dam, tank, lake",dharaːn,dharaːn,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:487,88143027,2025-11-12T18:53:49Z,983,[[adopted]] [[child]],adopted child,dharampaːlso,dharampaːlso,,,,1
ingested,nagaraja2014-wiktionary:488,88143027,2025-11-12T18:53:49Z,985,[[generous]] [[man]],generous man,dharom maːnso,dharom maːnso,,,,1
ingested,nagaraja2014-wiktionary:489,88143027,2025-11-12T18:53:49Z,987,[[earth]],earth,dharti,dharti,Hindi/IA,Hindi/IA,,1
ingested,nagaraja2014-wiktionary:489:v2,88143027,2025-11-12T18:53:49Z,987,[[earth]],earth,dherti,dherti,Hindi/IA,Hindi/IA,,2
ingested,nagaraja2014-wiktionary:490,88143027,2025-11-12T18:53:49Z,989,[[strong]],strong,dhaṭṭo,dhaṭṭo,,,,1
ingested,nagaraja2014-wiktionary:491,88143027,2025-11-12T18:53:49Z,991,to [[wash]] ([[cloth]]),to wash (cloth),dhaw,dhaw,IA,IA,,1
ingested,nagaraja2014-wiktionary:492,88143027,2025-11-12T18:53:49Z,993,to [[cure]],to cure,dhawni,dhawni,,,,1
ingested,nagaraja2014-wiktionary:493,88143027,2025-11-12T18:53:49Z,995,[[sharp]],sharp,dhaːr,dhaːr,Hindi?,Hindi?,*,1
ingested,nagaraja2014-wiktionary:494,88143027,2025-11-12T18:53:49Z,997,to [[sharpen]] (a [[knife]]),to sharpen (a knife),dhaːrkam-be,dhaːrkam-be,,,,1
ingested,nagaraja2014-wiktionary:495,88143027,2025-11-12T18:53:49Z,999,[[distant]]/[[far]],distant/far,dhaːwa,dhaːwa,,,,1
ingested,nagaraja2014-wiktionary:496,88143027,2025-11-12T18:53:49Z,1001,[[gum]] [[tree]],gum tree,dhaːwra,dhaːwra,,,,1
ingested,nagaraja2014-wiktionary:497,88143027,2025-11-12T18:53:49Z,1003,[[bumblebee]],bumblebee,dheḍne,dheḍne,,,,1
ingested,nagaraja2014-wiktionary:498,88143027,2025-11-12T18:53:49Z,1005,to [[push]],to push,dhekli-be (ḍ),dhekli-be,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:499,88143027,2025-11-12T18:53:49Z,1007,"to [[stop]], to [[be]] [[enough]]","to stop, to be enough",dher,dher,,,,1
ingested,nagaraja2014-wiktionary:500,88143027,2025-11-12T18:53:49Z,1009,[[earth]],earth,dherti,dherti,,,,1
ingested,nagaraja2014-wiktionary:501,88143027,2025-11-12T18:53:49Z,1011,[[earthquake]],earthquake,dherti ekhaːy,dherti ekhaːy,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:502,88143027,2025-11-12T18:53:49Z,1013,[[wall]],wall,ḍhepi,ḍhepi,,,,1
ingested,nagaraja2014-wiktionary:503,88143027,2025-11-12T18:53:49Z,1015,[[curd]],curd,ḍhẽyã,ḍhẽyã,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:504,88143027,2025-11-12T18:53:49Z,1017,to [[turn]],to turn,ḍhere,ḍhere,,,,1
ingested,nagaraja2014-wiktionary:505,88143027,2025-11-12T18:53:49Z,1019,[[loose]],loose,ḍhila(ː)y,ḍhila(ː)y,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:506,88143027,2025-11-12T18:53:49Z,1021,[[mosquito]] – [[large]] [[type]],mosquito – large type,dhoknaːn,dhoknaːn,,,,1
ingested,nagaraja2014-wiktionary:507,88143027,2025-11-12T18:53:49Z,1023,[[lips]],lips,dhondru,dhondru,,,,1
ingested,nagaraja2014-wiktionary:508,88143027,2025-11-12T18:53:49Z,1025,a [[bamboo]] [[basket]],a bamboo basket,dhoṭu,dhoṭu,,,,1
ingested,nagaraja2014-wiktionary:509,88143027,2025-11-12T18:53:49Z,1027,to [[cheat]],to cheat,dhoːkhaː-be,dhoːkhaː-be,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:510,88143027,2025-11-12T18:53:49Z,1029,[[hollow]] (of a [[tree]]),hollow (of a tree),ḍholla,ḍholla,IA,IA,,1
ingested,nagaraja2014-wiktionary:511,88143027,2025-11-12T18:53:49Z,1031,[[cow]],cow,ḍhor,ḍhor,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:512,88143027,2025-11-12T18:53:49Z,1033,[[cattle]] ([[pl]].),cattle (pl.),ḍhoṭṭa,ḍhoṭṭa,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:513,88143027,2025-11-12T18:53:49Z,1035,[[cow]] [[herd]] ([[one]] [[who]] [[tends]] [[cattle]]),cow herd (one who tends cattle),ḍhoṭṭa caraːw-re,ḍhoṭṭa caraːw-re,,,,1
ingested,nagaraja2014-wiktionary:514,88143027,2025-11-12T18:53:49Z,1037,to [[wash]] ([[body]]),to wash (body),ḍhoː-be,ḍhoː-be,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:515,88143027,2025-11-12T18:53:49Z,1039,[[drum]] ([[musical]]),drum (musical),ḍhoːl,ḍhoːl,Hindi,Hindi,*,1
ingested,nagaraja2014-wiktionary:516,88143027,2025-11-12T18:53:49Z,1041,"[[fog]], [[mist]]","fog, mist",dhũãr,dhũãr,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:517,88143027,2025-11-12T18:53:49Z,1043,[[heartbeat]],heartbeat,dhuk-dhuk,dhuk-dhuk,Hindi/IA,Hindi/IA,,1
ingested,nagaraja2014-wiktionary:518,88143027,2025-11-12T18:53:49Z,1045,[[dust]],dust,dhulla (ḍ),dhulla,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:519,88143027,2025-11-12T18:53:49Z,1047,[[field]]’s [[end]],field’s end,dhuraː,dhuraː,,,,1
ingested,nagaraja2014-wiktionary:520,88143027,2025-11-12T18:53:49Z,1049,to [[be]] [[late]],to be late,di-ay,di-ay,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:521,88143027,2025-11-12T18:53:49Z,1051,"to [[wish]], to [[be]] in [[love]] [[with]]","to wish, to be in love with",dil jerey,dil jerey,,,,1
ingested,nagaraja2014-wiktionary:522,88143027,2025-11-12T18:53:49Z,1053,"[[paw]], [[claw]] ([[animal]])","paw, claw (animal)",ḍimba,ḍimba,,,,1
ingested,nagaraja2014-wiktionary:523,88143027,2025-11-12T18:53:49Z,1055,[[day]],day,din,din,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:524,88143027,2025-11-12T18:53:49Z,1057,[[sleep]] ([[n]].),sleep (n.),diskom,diskom,,,,1
ingested,nagaraja2014-wiktionary:525,88143027,2025-11-12T18:53:49Z,1059,[[show]],show,disoːki,disoːki,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:526,88143027,2025-11-12T18:53:49Z,1061,"[[lamp]], [[light]]","lamp, light",diwa,diwa,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:527,88143027,2025-11-12T18:53:49Z,1063,a [[poisonous]] [[root]],a poisonous root,diwi,diwi,,,,1
ingested,nagaraja2014-wiktionary:528,88143027,2025-11-12T18:53:49Z,1065,[[day]],day,diya,diya,IA,IA,,1
ingested,nagaraja2014-wiktionary:529,88143027,2025-11-12T18:53:49Z,1067,to [[look]] [[good]],to look good,diːso-ka,diːso-ka,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:530,88143027,2025-11-12T18:53:49Z,1069,[[thread]],thread,doːra,doːra,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:531,88143027,2025-11-12T18:53:49Z,1071,to [[milk]],to milk,(duːdo) doho-be,(duːdo) doho-be,,,,1
ingested,nagaraja2014-wiktionary:532,88143027,2025-11-12T18:53:49Z,1073,a [[vegetable]] ([[used]] in [[distilling]] [[liquor]]),a vegetable (used in distilling liquor),dokka,dokka,,,,1
ingested,nagaraja2014-wiktionary:533,88143027,2025-11-12T18:53:49Z,1075,[[and]],and,ḍo,ḍo,Korku,Korku,,1
ingested,nagaraja2014-wiktionary:534,88143027,2025-11-12T18:53:49Z,1077,"[[bull]], [[ox]]","bull, ox",ḍoba,ḍoba,Korku,Korku,,1
ingested,nagaraja2014-wiktionary:535,88143027,2025-11-12T18:53:49Z,1079,to [[ferment]] ([[something]]),to ferment (something),ḍobba-jere (o ~ a),ḍobba-jere,,,,1
ingested,nagaraja2014-wiktionary:536,88143027,2025-11-12T18:53:49Z,1081,a [[puddle]] of [[water]],a puddle of water,ḍobla,ḍobla,,,*,1
ingested,nagaraja2014-wiktionary:537,88143027,2025-11-12T18:53:49Z,1083,[[skeleton]],skeleton,ḍoḍhor,ḍoḍhor,,,,1
ingested,nagaraja2014-wiktionary:538,88143027,2025-11-12T18:53:49Z,1085,to [[hiccough]],to hiccough,ḍoko,ḍoko,,,,1
ingested,nagaraja2014-wiktionary:539,88143027,2025-11-12T18:53:49Z,1087,[[giraffe]],giraffe,ḍojri,ḍojri,,,,1
ingested,nagaraja2014-wiktionary:540,88143027,2025-11-12T18:53:49Z,1089,to [[be]] [[drowsy]],to be drowsy,ḍoklaṭine,ḍoklaṭine,,,,1
ingested,nagaraja2014-wiktionary:541,88143027,2025-11-12T18:53:49Z,1091,to [[wear]] ([[cloth]]: [[lady]]),to wear (cloth: lady),ḍokom-be,ḍokom-be,,,,1
ingested,nagaraja2014-wiktionary:542,88143027,2025-11-12T18:53:49Z,1093,to [[sit]] [[and]] [[beg]],to sit and beg,ḍokore,ḍokore,,,,1
ingested,nagaraja2014-wiktionary:543,88143027,2025-11-12T18:53:49Z,1095,"[[flood]], to [[flood]]","flood, to flood",ḍokso (d) so ḍoku,ḍokso,,,,1
ingested,nagaraja2014-wiktionary:544,88143027,2025-11-12T18:53:49Z,1097,[[leaf]] [[cup]],leaf cup,ḍokuma,ḍokuma,,,,1
ingested,nagaraja2014-wiktionary:545,88143027,2025-11-12T18:53:49Z,1099,[[boat]],boat,ḍong,ḍong,IA,IA,,1
ingested,nagaraja2014-wiktionary:546,88143027,2025-11-12T18:53:49Z,1101,[[red]] [[ant]],red ant,ḍonga,ḍonga,Korku/Hindi?,Korku/Hindi?,,1
ingested,nagaraja2014-wiktionary:547,88143027,2025-11-12T18:53:49Z,1103,[[ant]] – a [[type]],ant – a type,ḍonga kokoyñ,ḍonga kokoyñ,,,,1
ingested,nagaraja2014-wiktionary:548,88143027,2025-11-12T18:53:49Z,1105,"[[forest]], [[hill]]","forest, hill",ḍongor,ḍongor,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:549,88143027,2025-11-12T18:53:49Z,1107,[[buttock]],buttock,ḍophor,ḍophor,,,,1
ingested,nagaraja2014-wiktionary:550,88143027,2025-11-12T18:53:49Z,1109,[[marigold]] [[flower]],marigold flower,ḍopphu,ḍopphu,,,,1
ingested,nagaraja2014-wiktionary:551,88143027,2025-11-12T18:53:49Z,1111,"to [[carry]] (a [[load]], [[etc]].)","to carry (a load, etc.)",duri-be,duri-be,,,,1
ingested,nagaraja2014-wiktionary:552,88143027,2025-11-12T18:53:49Z,1113,[[red]]-[[faced]] [[monkey]],red-faced monkey,ḍugi,ḍugi,,,,1
ingested,nagaraja2014-wiktionary:553,88143027,2025-11-12T18:53:49Z,1115,[[woman]] – [[old]]/[[aged]],woman – old/aged,ḍukri,ḍukri,Korku,Korku,,1
ingested,nagaraja2014-wiktionary:554,88143027,2025-11-12T18:53:49Z,1117,[[grandmother]],grandmother,ḍukrimaːy,ḍukrimaːy,Korku,Korku,,1
ingested,nagaraja2014-wiktionary:555,88143027,2025-11-12T18:53:49Z,1119,[[lizard]] ([[monitor]]),lizard (monitor),ḍuma,ḍuma,,,,1
ingested,nagaraja2014-wiktionary:556,88143027,2025-11-12T18:53:49Z,1121,to [[see]] [[stealthily]],to see stealthily,ḍutni-be,ḍutni-be,,,,1
ingested,nagaraja2014-wiktionary:557,88143027,2025-11-12T18:53:49Z,1123,[[smoke]],smoke,duy,duy,IA,IA,*,1
ingested,nagaraja2014-wiktionary:558,88143027,2025-11-12T18:53:49Z,1125,[[milk]],milk,duːdo,duːdo,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:559,88143027,2025-11-12T18:53:49Z,1127,[[milk]] [[tooth]],milk tooth,duːdomenge,duːdomenge,,,,1
ingested,nagaraja2014-wiktionary:560,88143027,2025-11-12T18:53:49Z,1129,[[second]],second,duːsra,duːsra,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:561,88143027,2025-11-12T18:53:49Z,1131,[[fly]] ([[n]].),fly (n.),eḍ(u)go,eḍ(u)go,,,,1
ingested,nagaraja2014-wiktionary:562,88143027,2025-11-12T18:53:49Z,1133,to [[pain]]/[[ache]],to pain/ache,eden- (ḍ),eden-,,,,1
ingested,nagaraja2014-wiktionary:563,88143027,2025-11-12T18:53:49Z,1135,to [[drink]] ([[liquor]]),to drink (liquor),egato,egato,,,,1
ingested,nagaraja2014-wiktionary:564,88143027,2025-11-12T18:53:49Z,1137,to [[remove]],to remove,eger,eger,,,,1
ingested,nagaraja2014-wiktionary:565,88143027,2025-11-12T18:53:49Z,1139,to [[shave]],to shave,eger-kama,eger-kama,,,,1
ingested,nagaraja2014-wiktionary:566,88143027,2025-11-12T18:53:49Z,1141,"[[boy]], [[son]]","boy, son",ejer,ejer,,,,1
ingested,nagaraja2014-wiktionary:567,88143027,2025-11-12T18:53:49Z,1143,to [[shake]] (in the [[breeze]]),to shake (in the breeze),ekhaːy,ekhaːy,,,,1
ingested,nagaraja2014-wiktionary:568,88143027,2025-11-12T18:53:49Z,1145,[[fingers]] [[separately]],fingers separately,ekhel-ekhel,ekhel-ekhel,,,,1
ingested,nagaraja2014-wiktionary:569,88143027,2025-11-12T18:53:49Z,1147,[[alone]],alone,ekhelka,ekhelka,,,,1
ingested,nagaraja2014-wiktionary:570,88143027,2025-11-12T18:53:49Z,1149,to [[spill]],to spill,ekher-be,ekher-be,,,,1
ingested,nagaraja2014-wiktionary:571,88143027,2025-11-12T18:53:49Z,1151,[[together]],together,ekkel,ekkel,,,,1
ingested,nagaraja2014-wiktionary:572,88143027,2025-11-12T18:53:49Z,1153,[[creeper]],creeper,eli,eli,,,,1
ingested,nagaraja2014-wiktionary:573,88143027,2025-11-12T18:53:49Z,1155,[[my]] [[father]],my father,emba,emba,,,,1
ingested,nagaraja2014-wiktionary:574,88143027,2025-11-12T18:53:49Z,1157,[[my]] [[mother]],my mother,emmay,emmay,,,,1
ingested,nagaraja2014-wiktionary:575,88143027,2025-11-12T18:53:49Z,1159,[[brinjal]],brinjal,engaːn,engaːn,,,,1
ingested,nagaraja2014-wiktionary:576,88143027,2025-11-12T18:53:49Z,1161,[[my]],my,enge,enge,,,,1
ingested,nagaraja2014-wiktionary:577,88143027,2025-11-12T18:53:49Z,1163,[[burning]] [[charcoal]],burning charcoal,enge(ː)r,enge(ː)r,,,,1
ingested,nagaraja2014-wiktionary:578,88143027,2025-11-12T18:53:49Z,1165,[[my]] [[child]],my child,engepaːlso,engepaːlso,,,,1
ingested,nagaraja2014-wiktionary:579,88143027,2025-11-12T18:53:49Z,1167,[[match]] [[stick]],match stick,engerkaːri,engerkaːri,,,,1
ingested,nagaraja2014-wiktionary:580,88143027,2025-11-12T18:53:49Z,1169,[[me]],me,eng-ki,eng-ki,,,*,1
ingested,nagaraja2014-wiktionary:581,88143027,2025-11-12T18:53:49Z,1171,[[bee]],bee,epṭa,epṭa,,,,1
ingested,nagaraja2014-wiktionary:582,88143027,2025-11-12T18:53:49Z,1173,[[beehive]],beehive,epṭaːwaːr,epṭaːwaːr,,,,1
ingested,nagaraja2014-wiktionary:583,88143027,2025-11-12T18:53:49Z,1175,to [[remove]] ([[water]]),to remove (water),erte-be,erte-be,,,,1
ingested,nagaraja2014-wiktionary:584,88143027,2025-11-12T18:53:49Z,1177,"[[he]], [[that]] [[person]] ([[visible]])","he, that person (visible)",eṭe(y),eṭe(y),,,,1
ingested,nagaraja2014-wiktionary:585,88143027,2025-11-12T18:53:49Z,1179,[[they]],they,eṭla,eṭla,,,,1
ingested,nagaraja2014-wiktionary:586,88143027,2025-11-12T18:53:49Z,1181,"[[he]] ([[distant]], [[invisible]])","he (distant, invisible)",etre(y),etre(y),,,,1
ingested,nagaraja2014-wiktionary:587,88143027,2025-11-12T18:53:49Z,1183,to [[go]],to go,eːr-,eːr-,,,,1
ingested,nagaraja2014-wiktionary:587:v2,88143027,2025-11-12T18:53:49Z,1183,to [[go]],to go,eṛe,eṛe,,,,2
ingested,nagaraja2014-wiktionary:588,88143027,2025-11-12T18:53:49Z,1185,[[last]] [[week]],last week,eːrhihaːt,eːrhihaːt,,,,1
ingested,nagaraja2014-wiktionary:589,88143027,2025-11-12T18:53:49Z,1187,[[last]] [[year]],last year,eːrisaːl,eːrisaːl,,,,1
ingested,nagaraja2014-wiktionary:590,88143027,2025-11-12T18:53:49Z,1189,[[calf]] [[muscle]]; [[pit]],calf muscle; pit,gaḍḍa,gaḍḍa,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:590:v2,88143027,2025-11-12T18:53:49Z,1189,[[calf]] [[muscle]]; [[pit]],calf muscle; pit,gadda,gadda,Hindi,Hindi,,2
ingested,nagaraja2014-wiktionary:591,88143027,2025-11-12T18:53:49Z,1191,[[liver]],liver,gadri,gadri,,,,1
ingested,nagaraja2014-wiktionary:592,88143027,2025-11-12T18:53:49Z,1193,[[snail]],snail,gagolbay,gagolbay,,,,1
ingested,nagaraja2014-wiktionary:593,88143027,2025-11-12T18:53:49Z,1195,[[carrot]],carrot,gajre,gajre,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:594,88143027,2025-11-12T18:53:49Z,1197,"[[net]], [[trap]]","net, trap",gal,gal,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:595,88143027,2025-11-12T18:53:49Z,1199,[[braid]],braid,galam,galam,,,,1
ingested,nagaraja2014-wiktionary:596,88143027,2025-11-12T18:53:49Z,1201,to [[dissolve]],to dissolve,galaṭine,galaṭine,,,,1
