PDF_Page,Printed_Page,Column,Head_Source,Form,Dialect,Language_ID,POS,Gloss,CDIAL_ID,Link_Source,CDIAL_Candidates,Entry_Text
145,135,1,qɑ́ī̃-qɑī̃ (B),qɑ́ī̃-qɑī̃,B,bhatr,,,,unlinked,,qɑ́ī̃-qɑī̃ (B) sound of a crow. ← qɑ̄̀.
145,135,1,qʌ́ṅg-qʌṅg karʌ́ṽ,qʌ́ṅg-qʌṅg karʌ́ṽ,J,Mai-Jijal,,to howl (jackal),,unlinked,,qʌ́ṅg-qʌṅg karʌ́ṽ ‘to howl (jackal)’. Buṛ qaṅ ét- ‘heulen (Wolf)’.
145,135,1,"qʌ̀čʌr, -ah (J)",qʌ̀čʌr,J,Mai-Jijal,n.m,a mule,,unlinked,,"qʌ̀čʌr, -ah (J) n.m.; qʌčároh n.m. – n.f. qačɛ́ri (G) ‘a mule’. Pshṭ qačaṛ"
145,135,1,qʌṛqʌṛɑ̄̀,qʌṛqʌṛɑ̄̀,J,Mai-Jijal,n.m,a type of toy made from walnuts,2632,dictionary,2632,qʌṛqʌṛɑ̄̀ n.m. ‘a type of toy made from walnuts’. Perh. < kaṭakaṭā (2632).
145,135,1,"qʌ̀th 1, -àh (note accent)",qʌ̀th,J,Mai-Jijal,n.m,a dice; the game “nine men,,unlinked,,"qʌ̀th 1, -àh (note accent) n.m. ‘a dice; the game “nine men’s morris”’. Note: qʌtʌ̀ṽ ho- ‘to play dice or ‘nine men’s morris”."
145,135,1,"qʌtràh, qʌtrī́",qʌtràh,J,Mai-Jijal,n.m,"a drop (of water, medicine)",,unlinked,,"qʌtràh, qʌtrī́ n.m. ‘a drop (of water, medicine)’. Aṛ qatra."
145,135,1,"qʌtràh, qʌtrī́",qʌtrī́,J,Mai-Jijal,n.m,"a drop (of water, medicine)",,unlinked,,"qʌtràh, qʌtrī́ n.m. ‘a drop (of water, medicine)’. Aṛ qatra."
145,135,1,qʌtlìɑ̄m,qʌtlìɑ̄m,J,Mai-Jijal,n.f,"the “common” kind of blood feud in which men, women, children and animals are allowed to be killed (this is the usual form of vendetta, also said to be the “tough” form)",,unlinked,,"qʌtlìɑ̄m n.f. ‘the “common” kind of blood feud in which men, women, children and animals are allowed to be killed (this is the usual form of vendetta, also said to be the “tough” form)’. Aṛ qatl-i ‘ām ‘a common massacre’. Cf. māṣmārī̀."
145,135,2,"qɑdʌ́m, qadmàh (J)",qɑdʌ́m,J,Mai-Jijal,n.m,a pace (also as a measure of length),,unlinked,,"qɑdʌ́m, qadmàh (J) n.m.; (G) n.f. ‘a pace (also as a measure of length)’. Aṛ qadam."
145,135,2,"qɑdʌ́m, qadmàh (J)",qadmàh,J,Mai-Jijal,n.m,a pace (also as a measure of length),,unlinked,,"qɑdʌ́m, qadmàh (J) n.m.; (G) n.f. ‘a pace (also as a measure of length)’. Aṛ qadam."
145,135,2,+ J galʌ́ṽ,qɑdʌ́m galʌ́ṽ,J,Mai-Jijal,,to go step by step,,unlinked,,+ J galʌ́ṽ ‘to go step by step’.
145,135,2,qʌ̀drē,qʌ̀drē,J,Mai-Jijal,adv,"slightly, a little bit",,unlinked,,"qʌ̀drē adv. ‘slightly, a little bit’. Prob. ← Aṛ qadr ‘estimation, measure’ plus adverbial ending."
145,135,2,qʌ̀ph 1 karʌ́ṽ,qʌ̀ph karʌ́ṽ,J,Mai-Jijal,,to bark and be ready for biting or attacking (as a dog),,unlinked,,qʌ̀ph 1 karʌ́ṽ ‘to bark and be ready for biting or attacking (as a dog)’. Ex.: ʌ̀s qʌ̀ph karàh ‘attack him!’ (said to a dog). Buṛ 3qap -̇t- ‘schnappen nach (Hund)’. Cf. Pshṭ ɣap- ‘to bark; the barking of a dog’.
145,135,2,qʌ̀p 2 -qʌph ho-,qʌ̀p-qʌph ho-,J,Mai-Jijal,,"to clatter, clip-clop (hoofs of horses, shoes)",,unlinked,,"qʌ̀p 2 -qʌph ho- ‘to clatter, clip-clop (hoofs of horses, shoes)’. Buṛ qapqáp man-́ ‘klappern’. Cf. gʌṛʌ́p-gʌṛʌph."
145,135,2,"qʌ̀bʌr, qʌ̀brah (B, J)",qʌ̀bʌr,B,bhatr,n.m,a cemetery; a grave,,unlinked,,"qʌ̀bʌr, qʌ̀brah (B, J) n.m. ‘a cemetery; a grave’. Aṛ qabṛ Note: qʌ̀bʌrē galʌ́ṽ ‘to bury s.o.’"
145,135,2,"qʌ̀bʌr, qʌ̀brah (B, J)",qʌ̀bʌr,J,Mai-Jijal,n.m,a cemetery; a grave,,unlinked,,"qʌ̀bʌr, qʌ̀brah (B, J) n.m. ‘a cemetery; a grave’. Aṛ qabṛ Note: qʌ̀bʌrē galʌ́ṽ ‘to bury s.o.’"
145,135,2,"qʌ̀bʌr, qʌ̀brah (B, J)",qʌ̀brah,B,bhatr,n.m,a cemetery; a grave,,unlinked,,"qʌ̀bʌr, qʌ̀brah (B, J) n.m. ‘a cemetery; a grave’. Aṛ qabṛ Note: qʌ̀bʌrē galʌ́ṽ ‘to bury s.o.’"
145,135,2,"qʌ̀bʌr, qʌ̀brah (B, J)",qʌ̀brah,J,Mai-Jijal,n.m,a cemetery; a grave,,unlinked,,"qʌ̀bʌr, qʌ̀brah (B, J) n.m. ‘a cemetery; a grave’. Aṛ qabṛ Note: qʌ̀bʌrē galʌ́ṽ ‘to bury s.o.’"
145,135,2,"+ bʌ́n, -àh (n2)",qʌ̀bʌr bʌ́n,B,bhatr,n.m,the wooden enclosure around a grave,,unlinked,,"+ bʌ́n, -àh (n2) n.m. ‘the wooden enclosure around a grave’. Perṣ banḍ"
145,135,2,"+ bʌ́n, -àh (n2)",qʌ̀bʌr bʌ́n,J,Mai-Jijal,n.m,the wooden enclosure around a grave,,unlinked,,"+ bʌ́n, -àh (n2) n.m. ‘the wooden enclosure around a grave’. Perṣ banḍ"
145,135,2,"+ bʌ́n, -àh (n2)",qʌ̀bʌràh,B,bhatr,n.m,the wooden enclosure around a grave,,unlinked,,"+ bʌ́n, -àh (n2) n.m. ‘the wooden enclosure around a grave’. Perṣ banḍ"
145,135,2,"+ bʌ́n, -àh (n2)",qʌ̀bʌràh,J,Mai-Jijal,n.m,the wooden enclosure around a grave,,unlinked,,"+ bʌ́n, -àh (n2) n.m. ‘the wooden enclosure around a grave’. Perṣ banḍ"
145,135,2,qabū̀l,qabū̀l,J,Mai-Jijal,n.m,"acceptance, agreement",,unlinked,,"qabū̀l n.m. ‘acceptance, agreement’. Aṛ qabūl."
145,135,2,+ karʌ́ṽ,qabū̀l karʌ́ṽ,J,Mai-Jijal,,to accept,,unlinked,,+ karʌ́ṽ ‘to accept’.
145,135,2,"qʌbzàh, -ī́",qʌbzàh,J,Mai-Jijal,n.m,"grasp, seizure; control",,unlinked,,"qʌbzàh, -ī́ n.m. ‘grasp, seizure; control’. Ex.: màh tʌsī̃̀ qʌbzàh-mʌz thī̀ ‘I (a woman) am under his control’. Aṛ qabẓa."
145,135,2,+ karʌ́ṽ,qʌbzàh karʌ́ṽ,J,Mai-Jijal,,"to grasp, seize",,unlinked,,"+ karʌ́ṽ ‘to grasp, seize’."
146,136,1,qʌblɑ́h (G),qʌblɑ́h,G,Gowro,n.f,the west,,unlinked,,qʌblɑ́h (G) n.f. ‘the west’. Same as J qʌyblàh.
146,136,1,qʌbhī̀,qʌbhī̀,J,Mai-Jijal,adj,"dirty (person); arrogant, conceited",,unlinked,,"qʌbhī̀ adj. ‘dirty (person); arrogant, conceited’. Aṛ qabāh.a."
146,136,1,"qʌmʌ̀qʌl, -ah",qʌmʌ̀qʌl,J,Mai-Jijal,adj,"stupid, foolish; a stupid or foolish person",,unlinked,,"qʌmʌ̀qʌl, -ah adj.; ṇ (G [no pl.], J) ‘stupid, foolish; a stupid or foolish person’. Perṣ-Aṛ kam-‘aql."
146,136,1,qʌyɑ̄̀s (J),qʌyɑ̄̀s,J,Mai-Jijal,,"guess, imagination",,unlinked,,"qʌyɑ̄̀s (J) ‘guess, imagination’; (G) n.m. ‘hope, imagination’. Aṛ qiyāṣ"
146,136,1,+ G ghō̃́,qʌyɑ̄̀s ghō̃́,G,Gowro,,to hope,,unlinked,,+ G ghō̃́ ‘to hope’.
146,136,1,+ G na ghō̃́,qʌyɑ̄̀s na ghō̃́,G,Gowro,,to dispair,,unlinked,,+ G na ghō̃́ ‘to dispair’.
146,136,1,+ J karʌ́ṽ,qʌyɑ̄̀s karʌ́ṽ,J,Mai-Jijal,,"to guess, imagine",,unlinked,,"+ J karʌ́ṽ ‘to guess, imagine’."
146,136,1,qʌyblàh,qʌyblàh,J,Mai-Jijal,n.f,the west,,unlinked,,qʌyblàh n.f. ‘the west’. Aṛ qibla ‘the direction of Mecca’. Same as G qʌbláh.
146,136,1,"qʌymʌ́t-gúl, -àh (n2)",qʌymʌ́t-gúl,J,Mai-Jijal,n.m,a kind of yellow rose (it blooms only for a very short time) (taraxacum ofﬁcinalis),,unlinked,,"qʌymʌ́t-gúl, -àh (n2) n.m. ‘a kind of yellow rose (it blooms only for a very short time) (taraxacum ofﬁcinalis)’. Also Sh. Aṛ-Perṣ qīmat and Perṣ gul."
146,136,2,qʌ́r-qʌr ho-,qʌ́r-qʌr ho-,J,Mai-Jijal,,"to crunch (snow, pebbles); to cackle (hen)",,unlinked,,"qʌ́r-qʌr ho- ‘to crunch (snow, pebbles); to cackle (hen)’. Buṛ 2qarqár -̇t- ‘mit Fingernägeln kratzen’, bng. kɔr-kɔr ‘sound of crunching snow’. Cf. Pshṭ qur ‘rumbling sound in the bowels’ and J kʌ́r-kʌṛ"
146,136,2,"qárʌz, -ah",qárʌz,J,Mai-Jijal,n.m,debt; loan,,unlinked,,"qárʌz, -ah n.m. ‘debt; loan’. Aṛ qarẓ"
146,136,2,+ diyʌ́ṽ 1,qárʌz diyʌ́ṽ,J,Mai-Jijal,,to lend; to repay,,unlinked,,+ diyʌ́ṽ 1 ‘to lend; to repay’.
146,136,2,"qʌlʌ́m, qʌlmàh",qʌlʌ́m,J,Mai-Jijal,n.m,shoot of a plant,,unlinked,,"qʌlʌ́m, qʌlmàh n.m. ‘shoot of a plant’. Aṛ qalam."
146,136,2,"qʌlʌ́m, qʌlmàh",qʌlmàh,J,Mai-Jijal,n.m,shoot of a plant,,unlinked,,"qʌlʌ́m, qʌlmàh n.m. ‘shoot of a plant’. Aṛ qalam."
146,136,2,+ karʌ́ṽ,qʌlʌ́m karʌ́ṽ,J,Mai-Jijal,,to prune,,unlinked,,+ karʌ́ṽ ‘to prune’.
146,136,2,qʌlɑ̄̀,qʌlɑ̄̀,J,Mai-Jijal,n.m,a fort,,unlinked,,qʌlɑ̄̀ n.m. ‘a fort’. Aṛ qal‘a.
146,136,2,"qʌlɑ̄̀ṅg, -ah",qʌlɑ̄̀ṅg,J,Mai-Jijal,n.m,a seasonal tax paid by Gujars to villagers for use of pastures,,unlinked,,"qʌlɑ̄̀ṅg, -ah n.m. ‘a seasonal tax paid by Gujars to villagers for use of pastures’ (presently 15 Rṣ per goat and 20 Rṣ per cow or water buffalo). Pshṭ qulang."
146,136,2,qʌlā̀r,qʌlā̀r,J,Mai-Jijal,adv,"silently, slowly",,unlinked,,"qʌlā̀r adv. ‘silently, slowly’. Pshṭ qalār ‘gently, softly’."
146,136,2,qʌlḗ,qʌlḗ,J,Mai-Jijal,n.f,"mold (on food); efﬂorescence, bloom; ﬁlm; mercury",,unlinked,,"qʌlḗ n.f. ‘mold (on food); efﬂorescence, bloom; ﬁlm; mercury’. Pshṭ qal‘aī ‘tin’, Aṛ qal‘ī."
146,136,2,+ karʌ́ṽ,qʌlḗ karʌ́ṽ,J,Mai-Jijal,,"to mend (pots, etc̣)",,unlinked,,"+ karʌ́ṽ ‘to mend (pots, etc̣)’."
146,136,2,qʌ̀s,qʌ̀s,J,Mai-Jijal,n.m,"stubbornness, obstinacy",,unlinked,,"qʌ̀s n.m. ‘stubbornness, obstinacy’. Cf. qàstʌṽ or qàsdʌṇ"
146,136,2,+ karʌ́ṽ,qʌ̀s karʌ́ṽ,J,Mai-Jijal,,"to be stubborn, obstinate",,unlinked,,"+ karʌ́ṽ ‘to be stubborn, obstinate’."
146,136,2,"qʌsàh, qasī́ (J)",qʌsàh,J,Mai-Jijal,n.f,"a tale, story",,unlinked,,"qʌsàh, qasī́ (J) n.f.; (G) n.m. ‘a tale, story’. Aṛ qiṣṣa."
146,136,2,"qʌsàh, qasī́ (J)",qasī́,J,Mai-Jijal,n.f,"a tale, story",,unlinked,,"qʌsàh, qasī́ (J) n.f.; (G) n.m. ‘a tale, story’. Aṛ qiṣṣa."
146,136,2,+ G ghō̃́,qʌsàh ghō̃́,G,Gowro,,to tell a story,,unlinked,,+ G ghō̃́ ‘to tell a story’.
146,136,2,+ J ṣuyʌ́ṽ,qʌsàh ṣuyʌ́ṽ,J,Mai-Jijal,,to tell a story,,unlinked,,+ J ṣuyʌ́ṽ ‘to tell a story’.
146,136,2,qʌ̀sʌph,qʌ̀sʌph,J,Mai-Jijal,n.m,gain; trade,,unlinked,,qʌ̀sʌph n.m. ‘gain; trade’. Aṛ kasb.
146,136,2,+ karʌ́ṽ,qʌ̀sʌph karʌ́ṽ,J,Mai-Jijal,,to trade,,unlinked,,+ karʌ́ṽ ‘to trade’.
146,136,2,qʌsābī̀,qʌsābī̀,J,Mai-Jijal,n.m,a butcher,,unlinked,,qʌsābī̀ n.m. ‘a butcher’. Aṛ qaṣṣāb plus IA sufﬁx.
146,136,2,"qʌsɑ̄̀s, -ah",qʌsɑ̄̀s,J,Mai-Jijal,n.m,a (bloody) vendetta; hanging (as a punishment),,unlinked,,"qʌsɑ̄̀s, -ah n.m. ‘a (bloody) vendetta; hanging (as a punishment)’. Aṛ qiṣāṣ ‘law of retaliation’ and/or Aṛ qaṣāṣ ‘capital punishment’."
147,137,1,+ karʌ́ṽ,qʌsɑ̄̀s karʌ́ṽ,J,Mai-Jijal,,to undertage a vendetta,,unlinked,,+ karʌ́ṽ ‘to undertage a vendetta’.
147,137,1,qʌsūrdɑ̄̀r (G),qʌsūrdɑ̄̀r,G,Gowro,adj,guilty,,unlinked,,qʌsūrdɑ̄̀r (G) adj. ‘guilty’. Perṣ (Aṛ) qasūrvāṛ
147,137,1,qàstʌṽ or qàsdʌn,qàstʌṽ,J,Mai-Jijal,adv,intentionally,,unlinked,,qàstʌṽ or qàsdʌn adv. ‘intentionally’. ← Aṛ qaṣd ‘intention’.
147,137,1,qàstʌṽ or qàsdʌn,qàsdʌn,J,Mai-Jijal,adv,intentionally,,unlinked,,qàstʌṽ or qàsdʌn adv. ‘intentionally’. ← Aṛ qaṣd ‘intention’.
147,137,1,qʌsbī́ ṇ,qʌsbī́ ṇ,J,Mai-Jijal,,the menial groups/castes,,unlinked,,"qʌsbī́ ṇ ‘the menial groups/castes’. Prob. ← Aṛ qaṣaba ‘a large village, a small town’."
147,137,1,qʌsmʌ̀th,qʌsmʌ̀th,J,Mai-Jijal,n.f,"fate, destiny, lot",,unlinked,,"qʌsmʌ̀th n.f. ‘fate, destiny, lot’. Perṣ (Aṛ) qismaṭ"
147,137,1,"qā, qay (G); qɑ̄̀ (B); qɑ̄̀; qã̀ (J)",qā,G,Gowro,n.m,a crow,2993,dictionary,2993,"qā, qay (G); qɑ̄̀ (B); qɑ̄̀; qã̀ (J) n.m. ‘a crow’. < kɑ̄́ka- (2993). Note the J curse qɑ̄̀ tìh khɑ̄́th ‘the crows shall eat you up!’ This coincides with Buṛ ġáayue guṣúum ‘die Krähen sollen dich fressen!’"
147,137,1,"qā, qay (G); qɑ̄̀ (B); qɑ̄̀; qã̀ (J)",qay,G,Gowro,n.m,a crow,2993,dictionary,2993,"qā, qay (G); qɑ̄̀ (B); qɑ̄̀; qã̀ (J) n.m. ‘a crow’. < kɑ̄́ka- (2993). Note the J curse qɑ̄̀ tìh khɑ̄́th ‘the crows shall eat you up!’ This coincides with Buṛ ġáayue guṣúum ‘die Krähen sollen dich fressen!’"
147,137,1,"qā, qay (G); qɑ̄̀ (B); qɑ̄̀; qã̀ (J)",qɑ̄̀,B,bhatr,n.m,a crow,2993,dictionary,2993,"qā, qay (G); qɑ̄̀ (B); qɑ̄̀; qã̀ (J) n.m. ‘a crow’. < kɑ̄́ka- (2993). Note the J curse qɑ̄̀ tìh khɑ̄́th ‘the crows shall eat you up!’ This coincides with Buṛ ġáayue guṣúum ‘die Krähen sollen dich fressen!’"
147,137,1,"qā, qay (G); qɑ̄̀ (B); qɑ̄̀; qã̀ (J)",qã̀,J,Mai-Jijal,n.m,a crow,2993,dictionary,2993,"qā, qay (G); qɑ̄̀ (B); qɑ̄̀; qã̀ (J) n.m. ‘a crow’. < kɑ̄́ka- (2993). Note the J curse qɑ̄̀ tìh khɑ̄́th ‘the crows shall eat you up!’ This coincides with Buṛ ġáayue guṣúum ‘die Krähen sollen dich fressen!’"
147,137,1,qāíl,qāíl,J,Mai-Jijal,n.m,acquiescence,,unlinked,,qāíl n.m. (two syllables) ‘acquiescence’. Aṛ qā’il.
147,137,1,+ karʌ́ṽ,qāíl karʌ́ṽ,J,Mai-Jijal,,to accept,,unlinked,,+ karʌ́ṽ ‘to accept’. Ex.: màh ʌ̀s qāíl kʌrɑ̄̀th ‘I accept that’.
147,137,1,"qɑ̄̀th, -ah",qɑ̄̀th,J,Mai-Jijal,n.m,a famine,,unlinked,,"qɑ̄̀th, -ah n.m. ‘a famine’. Aṛ qahṭ"
147,137,1,qābíl,qābíl,J,Mai-Jijal,adj,"capable, ﬁt, qualiﬁed",,unlinked,,"qābíl adj. ‘capable, ﬁt, qualiﬁed’. Aṛ qābil."
147,137,1,"qɑ̄lúb, qālbàh",qɑ̄lúb,J,Mai-Jijal,n.m,"a container, receptacle, case; a cover, jacket",,unlinked,,"qɑ̄lúb, qālbàh n.m. ‘a container, receptacle, case; a cover, jacket’. Aṛ qālab."
147,137,1,"qɑ̄lúb, qālbàh",qālbàh,J,Mai-Jijal,n.m,"a container, receptacle, case; a cover, jacket",,unlinked,,"qɑ̄lúb, qālbàh n.m. ‘a container, receptacle, case; a cover, jacket’. Aṛ qālab."
147,137,1,+ karʌ́ṽ,qɑ̄lúb karʌ́ṽ,J,Mai-Jijal,,"to cover, put in",,unlinked,,"+ karʌ́ṽ ‘to cover, put in’."
147,137,1,"qɑ̄lḕn, -ah",qɑ̄lḕn,J,Mai-Jijal,n.m,a knot carpet,,unlinked,,"qɑ̄lḕn, -ah n.m. ‘a knot carpet’. Perṣ qālīṇ"
147,137,1,"qɑ̄̀š (B, J)",qɑ̄̀š,B,bhatr,n.m,a sheath (for a dagger or a pistol),,unlinked,,"qɑ̄̀š (B, J) n.m. ‘a sheath (for a dagger or a pistol)’. Same as J qḕš."
147,137,1,"qɑ̄̀š (B, J)",qɑ̄̀š,J,Mai-Jijal,n.m,a sheath (for a dagger or a pistol),,unlinked,,"qɑ̄̀š (B, J) n.m. ‘a sheath (for a dagger or a pistol)’. Same as J qḕš."
147,137,1,"qāšʌ̀qh or qāšū́, -ṓ",qāšʌ̀qh,J,Mai-Jijal,n.f,a small spoon,,unlinked,,"qāšʌ̀qh or qāšū́, -ṓ n.f. ‘a small spoon’. Turk. qāšik."
147,137,1,"qāšʌ̀qh or qāšū́, -ṓ",qāšū́,J,Mai-Jijal,n.f,a small spoon,,unlinked,,"qāšʌ̀qh or qāšū́, -ṓ n.f. ‘a small spoon’. Turk. qāšik."
147,137,1,qɑ̄̃̀-qā̃ karʌ́ṽ,qɑ̄̃̀-qā̃ karʌ́ṽ,J,Mai-Jijal,,to crow (rooster),,unlinked,,"qɑ̄̃̀-qā̃ karʌ́ṽ ‘to crow (rooster)’. Bng. kɑ̄̃v-kɑ̄̃v (do.). Buṛ qamqurúućo ét- ‘(Hahn) krähen’, Sh. kaṅkaróoćo (do.)."
147,137,1,"qā̃víli, -àh",qā̃víli,J,Mai-Jijal,n.f,a crow,3107,dictionary,3107,"qā̃víli, -àh n.f. ‘a crow’; n.m. ‘the Black Drongo (Dicurus macrocercius)’. < *kāvaraka- (3107)."
147,137,1,qičʌ́v-qičʌv,qičʌ́v-qičʌv,J,Mai-Jijal,,"schreien, vom rotfüßigen Rebhuhn beim Aufﬂiegen",,unlinked,,"qičʌ́v-qičʌv sound of a soaring pheasanṭ Buṛ qíčao ét- ‘schreien, vom rotfüßigen Rebhuhn beim Aufﬂiegen’. Cf. kùc̣-kuc̣h and c̣ùk 2 -c̣ukh."
147,137,2,qìsʌm,qìsʌm,J,Mai-Jijal,n.m,"a kind, type",,unlinked,,"qìsʌm n.m. ‘a kind, type’. Aṛ qism."
147,137,2,qī̃́-qā̃ karʌ́ṽ,qī̃́-qā̃ karʌ́ṽ,J,Mai-Jijal,,to weep and grizzle (as a baby),,unlinked,,"qī̃́-qā̃ karʌ́ṽ ‘to weep and grizzle (as a baby)’. Buṛ qáa-páa ét- ‘(Säugling) weinen’, bng. kɑ̄̃-kɑ̄̃ ‘to weep continuously as a child’."
147,137,2,qùtub (J); qutup (G),qùtub,J,Mai-Jijal,n.m,the north,,unlinked,,qùtub (J); qutup (G) n.m. ‘the north’. Aṛ qutb ‘the pole star’.
147,137,2,qùtub (J); qutup (G),qutup,G,Gowro,n.m,the north,,unlinked,,qùtub (J); qutup (G) n.m. ‘the north’. Aṛ qutb ‘the pole star’.
147,137,2,qudurtī̀,qudurtī̀,J,Mai-Jijal,adj,occurring or found naturally,,unlinked,,qudurtī̀ adj. ‘occurring or found naturally’. Perṣ (Aṛ) qudratī.
147,137,2,qudrʌ́th,qudrʌ́th,J,Mai-Jijal,n.f,(divine) power; nature,,unlinked,,qudrʌ́th n.f. ‘(divine) power; nature’. Perṣ (Aṛ) qudraṭ
147,137,2,qurɑ̄̀n,qurɑ̄̀n,J,Mai-Jijal,n.m,the Koran,,unlinked,,qurɑ̄̀n n.m. ‘the Koran’. Aṛ qur’āṇ
147,137,2,+ diyʌ́ṽ 1,qurɑ̄̀n diyʌ́ṽ,J,Mai-Jijal,,to swear,,unlinked,,+ diyʌ́ṽ 1 ‘to swear’.
147,137,2,qùrū zhō̃ṛʌ́ỹ-zhō̃ṛʌỹ (n2),qùrū zhō̃ṛʌ́ỹ-zhō̃ṛʌỹ,J,Mai-Jijal,interj,tresses,,unlinked,,"qùrū zhō̃ṛʌ́ỹ-zhō̃ṛʌỹ (n2) interj. words shouted by the dancing men during a round dance (phirzʌ̀ṽ nɑ̄́ṭh). Since the Kohistanis think that the repeated word may mean ‘tresses’, perh. connected with zhuṇḍī̀ ‘a tassel (of a carpet)’. The Kohistanis also say that in the Shina-speaking area instead of zhō̃ṛʌ́ỹ-zhō̃ṛʌỹ the words mulʌy-mulʌy ‘girl-girl’ are useḍ"
147,137,2,q́uṛquṛʌ́e. (B),q́uṛquṛʌ́e.,B,bhatr,n.m,a wild pigeon,,unlinked,,q́uṛquṛʌ́e. (B) n.m. ‘a wild pigeon’. Cf. J qúr-qurṛ
147,137,2,qusū̀r,qusū̀r,J,Mai-Jijal,n.m,guilt; blame,,unlinked,,qusū̀r n.m. ‘guilt; blame’. Aṛ quṣūṛ Cf. qosūrī́.
147,137,2,qusūrdɑ̄̀r,qusūrdɑ̄̀r,J,Mai-Jijal,adj,"guilty, at fault",,unlinked,,"qusūrdɑ̄̀r adj. ‘guilty, at fault’. ← prec̣ plus Perṣ sufﬁx."
147,137,2,+ karʌ́ṽ,qusūrdɑ̄̀r karʌ́ṽ,J,Mai-Jijal,,to accuse,,unlinked,,+ karʌ́ṽ ‘to accuse’.
147,137,2,"qū̀m, -ah",qū̀m,J,Mai-Jijal,n.m,a family,,unlinked,,"qū̀m, -ah n.m. ‘a family’. Aṛ qaum."
147,137,2,qēṭī̀ čɑ̄́r hʌzɑ̄́r (n1),qēṭī̀ čɑ̄́r hʌzɑ̄́r,J,Mai-Jijal,n.f,a kind of expensive cloth (en vogue in former times),,unlinked,,qēṭī̀ čɑ̄́r hʌzɑ̄́r (n1) n.f. ‘a kind of expensive cloth (en vogue in former times)’. Liṭ: ‘four thousand (Rupees per unit)’ (from Quetta?).
147,137,2,qḕd1,qḕd,J,Mai-Jijal,n.f,imprisonment,,unlinked,,qḕd1 n.f. ‘imprisonment’. Aṛ qaiḍ
147,137,2,+ karʌ́ṽ,qḕd karʌ́ṽ,J,Mai-Jijal,,to imprison,,unlinked,,+ karʌ́ṽ ‘to imprison’.
147,137,2,qḕd2,qḕd,J,Mai-Jijal,n.f,attention,,unlinked,,qḕd2 n.f. ‘attention’.
148,138,1,qēdɑ̀h,qēdɑ̀h,J,Mai-Jijal,n.m,"a custom, practice, way, habit",,unlinked,,"qēdɑ̀h n.m. ‘a custom, practice, way, habit’. Aṛ qā‘ida."
148,138,1,qēmʌ̀th 1,qēmʌ̀th,J,Mai-Jijal,n.m,price,,unlinked,,qēmʌ̀th 1 n.m. ‘price’. Perṣ qīmaṭ
148,138,1,qēmʌ̀th 2,qēmʌ̀th,J,Mai-Jijal,n.m,"the resurrection, the last day",,unlinked,,"qēmʌ̀th 2 n.m. ‘the resurrection, the last day’. Perṣ (Aṛ) qiyāmaṭ"
148,138,1,"qḕš, -ah",qḕš,J,Mai-Jijal,n.f,a sheath,,unlinked,,"qḕš, -ah n.f. ‘a sheath’. Same as qɑ̄̀š. ← Perṣ kaiš ‘a quiver’."
148,138,1,"qē̃čī̀, -ah",qē̃čī̀,J,Mai-Jijal,n.f,scissors,,unlinked,,"qē̃čī̀, -ah n.f. ‘scissors’. Uṛ etc̣ qaiṁcī."
148,138,1,"qòẽċ, -ī́",qòẽċ,J,Mai-Jijal,n.f,a thicket,,unlinked,,"qòẽċ, -ī́ n.f. ‘a thicket’."
148,138,1,qoqūrū́-qoqūrū,qoqūrū́-qoqūrū,J,Mai-Jijal,,,,unlinked,,qoqūrū́-qoqūrū sound produced while putting a small child to sleep.
148,138,1,qotqɑ̄̀f (J); qoeqāf (G),qotqɑ̄̀f,J,Mai-Jijal,n.m,name of a mythical mountain in Russia where the Indus is supposed to have its source,,unlinked,,"qotqɑ̄̀f (J); qoeqāf (G) n.m. ‘name of a mythical mountain in Russia where the Indus is supposed to have its source’. And: ‘name of two mythical mountains that beat against each other perpetually; they are inhabited by fairies, giants and saints’. Perṣ koh-e qāf."
148,138,1,qotqɑ̄̀f (J); qoeqāf (G),qoeqāf,G,Gowro,n.m,name of a mythical mountain in Russia where the Indus is supposed to have its source,,unlinked,,"qotqɑ̄̀f (J); qoeqāf (G) n.m. ‘name of a mythical mountain in Russia where the Indus is supposed to have its source’. And: ‘name of two mythical mountains that beat against each other perpetually; they are inhabited by fairies, giants and saints’. Perṣ koh-e qāf."
148,138,1,"qoṛúč, qoṛčáh (G)",qoṛúč,G,Gowro,n.f,the white rose tree,,unlinked,,"qoṛúč, qoṛčáh (G) n.f. ‘the white rose tree’ (same tree as Sh. tarun). Pshṭ quṛč."
148,138,1,"qoṛúč, qoṛčáh (G)",qoṛčáh,G,Gowro,n.f,the white rose tree,,unlinked,,"qoṛúč, qoṛčáh (G) n.f. ‘the white rose tree’ (same tree as Sh. tarun). Pshṭ quṛč."
148,138,1,"qorbānī̀ (G, J); Jpl. -ah; Gpl. qorbāne",qorbānī̀,G,Gowro,n.f,a sacriﬁce,,unlinked,,"qorbānī̀ (G, J); Jpl. -ah; Gpl. qorbāne n.f. ‘a sacriﬁce’. Perṣ qurbānī."
148,138,1,"qorbānī̀ (G, J); Jpl. -ah; Gpl. qorbāne",qorbānī̀,J,Mai-Jijal,n.f,a sacriﬁce,,unlinked,,"qorbānī̀ (G, J); Jpl. -ah; Gpl. qorbāne n.f. ‘a sacriﬁce’. Perṣ qurbānī."
