Record_Type,Report,Raw_Line,PDF_Page,Printed_Page,Column,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Comparison_Role,Response,Group,Raw_OCR,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
wordlist response,ernest-oleary-kelsall2018irula,1330,37,32,1,57,thorn,BET,Betta Kurumba,,comparison list culled from Blair 2012,1,1,mullu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 57, Betta Kurumba (BET)]",
wordlist response,ernest-oleary-kelsall2018irula,1331,37,32,1,57,thorn,JEN,Jenu Kurumba,,comparison list culled from Blair 2012,1,1,mullu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 57, Jenu Kurumba (JEN)]",
wordlist response,ernest-oleary-kelsall2018irula,1333,37,32,1,58,flower,KUN,Kunjapanai,Mele Nadu,target,1,1,pu,pu,reviewed,,installed,,Irula,nilgiri-irula-kunjapanai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Kunjapanai (KUN)]",silirula2018:g058:nilgiri-irula-kunjapanai:i1
wordlist response,ernest-oleary-kelsall2018irula,1334,37,32,1,58,flower,KOL,Kolikarai,Mele Nadu,target,1,1,pu,pu,reviewed,,installed,,Irula,nilgiri-irula-kolikarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Kolikarai (KOL)]",silirula2018:g058:nilgiri-irula-kolikarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1335,37,32,1,58,flower,CHE,Chemmanarai,Mele Nadu,target,1,1,pu,pu,reviewed,,installed,,Irula,nilgiri-irula-chemmanarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Chemmanarai (CHE)]",silirula2018:g058:nilgiri-irula-chemmanarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1336,37,32,1,58,flower,KIL,Kilkupkad,Mele Nadu,target,1,1,pu,pu,reviewed,,installed,,Irula,nilgiri-irula-kilkupkad,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Kilkupkad (KIL)]",silirula2018:g058:nilgiri-irula-kilkupkad:i1
wordlist response,ernest-oleary-kelsall2018irula,1337,37,32,1,58,flower,MET,Mettukal,Mele Nadu,target,1,1,pu,pu,reviewed,,installed,,Irula,nilgiri-irula-mettukal,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Mettukal (MET)]",silirula2018:g058:nilgiri-irula-mettukal:i1
wordlist response,ernest-oleary-kelsall2018irula,1338,37,32,1,58,flower,CHO,Chokkanalli,Northern,target,1,1,pu,pu,reviewed,,installed,,Irula,nilgiri-irula-chokkanalli,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Chokkanalli (CHO)]",silirula2018:g058:nilgiri-irula-chokkanalli:i1
wordlist response,ernest-oleary-kelsall2018irula,1339,37,32,1,58,flower,MAV,Mavanalla,Northern,target,1,1,pu,pu,reviewed,,installed,,Irula,nilgiri-irula-mavanalla,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Mavanalla (MAV)]",silirula2018:g058:nilgiri-irula-mavanalla:i1
wordlist response,ernest-oleary-kelsall2018irula,1340,37,32,1,58,flower,ANA,Anaikatty,Northern,target,1,1,pu,pu,reviewed,,installed,,Irula,nilgiri-irula-anaikatty,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Anaikatty (ANA)]",silirula2018:g058:nilgiri-irula-anaikatty:i1
wordlist response,ernest-oleary-kelsall2018irula,1341,37,32,1,58,flower,BOO,Bookapuram,Northern,target,1,3,vu,ʋu,reviewed,,installed,,Irula,nilgiri-irula-bookapuram,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Bookapuram (BOO)]",silirula2018:g058:nilgiri-irula-bookapuram:i1
wordlist response,ernest-oleary-kelsall2018irula,1342,37,32,1,58,flower,THA,Thaliyur,Vette Kada,target,1,1,pu,pu,reviewed,,installed,,Irula,nilgiri-irula-thaliyur,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Thaliyur (THA)]",silirula2018:g058:nilgiri-irula-thaliyur:i1
wordlist response,ernest-oleary-kelsall2018irula,1343,37,32,1,58,flower,NEL,Nellithurai,Vette Kada,target,1,1,pu,pu,reviewed,,installed,,Irula,nilgiri-irula-nellithurai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Nellithurai (NEL)]",silirula2018:g058:nilgiri-irula-nellithurai:i1
wordlist response,ernest-oleary-kelsall2018irula,1344,37,32,1,58,flower,CBT,Coimbatore Tamil,,elicited comparison list,1,1,pu,,not transcribed (excluded comparison),,excluded,excluded elicited comparison list; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Coimbatore Tamil (CBT)]",
wordlist response,ernest-oleary-kelsall2018irula,1347,37,32,2,58,flower,MAD,MAD (unresolved),,unresolved comparison list,1,1,pu:,,not transcribed (excluded comparison),,excluded,excluded unresolved comparison list; not a target Irula list; the report does not expand the code MAD,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, MAD (unresolved) (MAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1349,37,32,2,58,flower,KAN,Kannada,,comparison list culled from Blair 2012,1,4,hu:,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Kannada (KAN)]",
wordlist response,ernest-oleary-kelsall2018irula,1351,37,32,2,58,flower,BAD,Badaga,,comparison list culled from Blair 2012,1,4,hu:,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Badaga (BAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1353,37,32,2,58,flower,ALU,Alu Kurumba,,comparison list culled from Blair 2012,1,5,u:,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Alu Kurumba (ALU)]",
wordlist response,ernest-oleary-kelsall2018irula,1355,37,32,2,58,flower,BET,Betta Kurumba,,comparison list culled from Blair 2012,1,6,p™u:gé,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Betta Kurumba (BET)]",
wordlist response,ernest-oleary-kelsall2018irula,1357,37,32,2,58,flower,JEN,Jenu Kurumba,,comparison list culled from Blair 2012,1,2,wu:,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 58, Jenu Kurumba (JEN)]",
wordlist response,ernest-oleary-kelsall2018irula,1361,37,32,2,59,fruit,KUN,Kunjapanai,Mele Nadu,target,1,1,pammi,pʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-kunjapanai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Kunjapanai (KUN)]",silirula2018:g059:nilgiri-irula-kunjapanai:i1
wordlist response,ernest-oleary-kelsall2018irula,1363,37,32,2,59,fruit,KOL,Kolikarai,Mele Nadu,target,1,1,pamnu,pʌmmu,reviewed,,installed,,Irula,nilgiri-irula-kolikarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Kolikarai (KOL)]",silirula2018:g059:nilgiri-irula-kolikarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1365,37,32,2,59,fruit,CHE,Chemmanarai,Mele Nadu,target,1,1,pammi,pʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-chemmanarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Chemmanarai (CHE)]",silirula2018:g059:nilgiri-irula-chemmanarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1367,37,32,2,59,fruit,KIL,Kilkupkad,Mele Nadu,target,1,1,pammi,pʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-kilkupkad,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Kilkupkad (KIL)]",silirula2018:g059:nilgiri-irula-kilkupkad:i1
wordlist response,ernest-oleary-kelsall2018irula,1369,37,32,2,59,fruit,MET,Mettukal,Mele Nadu,target,1,1,pammi,pʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-mettukal,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Mettukal (MET)]",silirula2018:g059:nilgiri-irula-mettukal:i1
wordlist response,ernest-oleary-kelsall2018irula,1371,37,32,2,59,fruit,CHO,Chokkanalli,Northern,target,1,"1,3",pamu,pʌmu,reviewed,,installed,,Irula,nilgiri-irula-chokkanalli,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Chokkanalli (CHO)]",silirula2018:g059:nilgiri-irula-chokkanalli:i1
wordlist response,ernest-oleary-kelsall2018irula,1373,37,32,2,59,fruit,MAV,Mavanalla,Northern,target,1,"1,3",pamu,pʌmu,reviewed,,installed,,Irula,nilgiri-irula-mavanalla,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Mavanalla (MAV)]",silirula2018:g059:nilgiri-irula-mavanalla:i1
wordlist response,ernest-oleary-kelsall2018irula,1375,37,32,2,59,fruit,ANA,Anaikatty,Northern,target,1,"1,3",pamé,pʌmɨ,reviewed,,installed,,Irula,nilgiri-irula-anaikatty,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Anaikatty (ANA)]",silirula2018:g059:nilgiri-irula-anaikatty:i1
wordlist response,ernest-oleary-kelsall2018irula,1377,37,32,2,59,fruit,BOO,Bookapuram,Northern,target,1,2,enné,ɛnnɨ,reviewed,,installed,,Irula,nilgiri-irula-bookapuram,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Bookapuram (BOO)]",silirula2018:g059:nilgiri-irula-bookapuram:i1
wordlist response,ernest-oleary-kelsall2018irula,1379,37,32,2,59,fruit,THA,Thaliyur,Vette Kada,target,1,3,pam,pʌm,reviewed,,installed,,Irula,nilgiri-irula-thaliyur,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Thaliyur (THA)]",silirula2018:g059:nilgiri-irula-thaliyur:i1
wordlist response,ernest-oleary-kelsall2018irula,1381,37,32,2,59,fruit,NEL,Nellithurai,Vette Kada,target,1,"1,3",pamu,pʌmu,reviewed,,installed,,Irula,nilgiri-irula-nellithurai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Nellithurai (NEL)]",silirula2018:g059:nilgiri-irula-nellithurai:i1
wordlist response,ernest-oleary-kelsall2018irula,1383,37,32,2,59,fruit,CBT,Coimbatore Tamil,,elicited comparison list,1,4,palam,,not transcribed (excluded comparison),,excluded,excluded elicited comparison list; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Coimbatore Tamil (CBT)]",
wordlist response,ernest-oleary-kelsall2018irula,1385,37,32,2,59,fruit,MAD,MAD (unresolved),,unresolved comparison list,1,4,pakam,,not transcribed (excluded comparison),,excluded,excluded unresolved comparison list; not a target Irula list; the report does not expand the code MAD,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, MAD (unresolved) (MAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1387,37,32,2,59,fruit,KAN,Kannada,,comparison list culled from Blair 2012,1,5,hannu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Kannada (KAN)]",
wordlist response,ernest-oleary-kelsall2018irula,1389,37,32,2,59,fruit,BAD,Badaga,,comparison list culled from Blair 2012,1,5,hannu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Badaga (BAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1391,37,32,2,59,fruit,ALU,Alu Kurumba,,comparison list culled from Blair 2012,1,6,annu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Alu Kurumba (ALU)]",
wordlist response,ernest-oleary-kelsall2018irula,1393,37,32,2,59,fruit,BET,Betta Kurumba,,comparison list culled from Blair 2012,1,5,pannu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Betta Kurumba (BET)]",
wordlist response,ernest-oleary-kelsall2018irula,1395,37,32,2,59,fruit,JEN,Jenu Kurumba,,comparison list culled from Blair 2012,1,6,annu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 59, Jenu Kurumba (JEN)]",
wordlist response,ernest-oleary-kelsall2018irula,1399,37,32,2,60,mango,KUN,Kunjapanai,Mele Nadu,target,1,1,mavapammi,mʌʋʌpʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-kunjapanai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Kunjapanai (KUN)]",silirula2018:g060:nilgiri-irula-kunjapanai:i1
wordlist response,ernest-oleary-kelsall2018irula,1400,37,32,2,60,mango,KOL,Kolikarai,Mele Nadu,target,1,1,mavapammu,mʌʋʌpʌmmu,reviewed,,installed,,Irula,nilgiri-irula-kolikarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Kolikarai (KOL)]",silirula2018:g060:nilgiri-irula-kolikarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1401,37,32,2,60,mango,CHE,Chemmanarai,Mele Nadu,target,1,1,mavapammi,mʌʋʌpʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-chemmanarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Chemmanarai (CHE)]",silirula2018:g060:nilgiri-irula-chemmanarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1402,37,32,2,60,mango,KIL,Kilkupkad,Mele Nadu,target,1,1,mavepammu,mʌʋepʌmmu,reviewed,,installed,,Irula,nilgiri-irula-kilkupkad,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Kilkupkad (KIL)]",silirula2018:g060:nilgiri-irula-kilkupkad:i1
wordlist response,ernest-oleary-kelsall2018irula,1403,37,32,2,60,mango,MET,Mettukal,Mele Nadu,target,1,1,mavapamm:,mʌʋʌpʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-mettukal,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Mettukal (MET)]",silirula2018:g060:nilgiri-irula-mettukal:i1
wordlist response,ernest-oleary-kelsall2018irula,1404,37,32,2,60,mango,CHO,Chokkanalli,Northern,target,1,1,mavapamu,mʌʋʌpʌmu,reviewed,,installed,,Irula,nilgiri-irula-chokkanalli,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Chokkanalli (CHO)]",silirula2018:g060:nilgiri-irula-chokkanalli:i1
wordlist response,ernest-oleary-kelsall2018irula,1406,37,32,2,60,mango,MAV,Mavanalla,Northern,target,1,1,mavapamu,mʌʋʌpʌmu,reviewed,,installed,,Irula,nilgiri-irula-mavanalla,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Mavanalla (MAV)]",silirula2018:g060:nilgiri-irula-mavanalla:i1
wordlist response,ernest-oleary-kelsall2018irula,1407,37,32,2,60,mango,ANA,Anaikatty,Northern,target,1,1,mavapamé,mʌʋʌpʌmɨ,reviewed,,installed,,Irula,nilgiri-irula-anaikatty,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Anaikatty (ANA)]",silirula2018:g060:nilgiri-irula-anaikatty:i1
wordlist response,ernest-oleary-kelsall2018irula,1409,37,32,2,60,mango,BOO,Bookapuram,Northern,target,1,4,mavanenni,mʌʋʌnennɨ,reviewed,,installed,,Irula,nilgiri-irula-bookapuram,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Bookapuram (BOO)]",silirula2018:g060:nilgiri-irula-bookapuram:i1
wordlist response,ernest-oleary-kelsall2018irula,1410,37,32,2,60,mango,THA,Thaliyur,Vette Kada,target,1,1,mavambam,mʌʋʌmbʌm,reviewed,,installed,,Irula,nilgiri-irula-thaliyur,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Thaliyur (THA)]",silirula2018:g060:nilgiri-irula-thaliyur:i1
wordlist response,ernest-oleary-kelsall2018irula,1412,37,32,2,60,mango,NEL,Nellithurai,Vette Kada,target,1,3,mambala,mʌmbʌlʌ,reviewed,,installed,,Irula,nilgiri-irula-nellithurai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Nellithurai (NEL)]",silirula2018:g060:nilgiri-irula-nellithurai:i1
wordlist response,ernest-oleary-kelsall2018irula,1414,37,32,2,60,mango,CBT,Coimbatore Tamil,,elicited comparison list,1,3,mambalam,,not transcribed (excluded comparison),,excluded,excluded elicited comparison list; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Coimbatore Tamil (CBT)]",
wordlist response,ernest-oleary-kelsall2018irula,1415,37,32,2,60,mango,MAD,MAD (unresolved),,unresolved comparison list,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded unresolved comparison list; not a target Irula list; the report does not expand the code MAD,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, MAD (unresolved) (MAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1416,37,32,2,60,mango,KAN,Kannada,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Kannada (KAN)]",
wordlist response,ernest-oleary-kelsall2018irula,1417,37,32,2,60,mango,BAD,Badaga,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Badaga (BAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1418,37,32,2,60,mango,ALU,Alu Kurumba,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Alu Kurumba (ALU)]",
wordlist response,ernest-oleary-kelsall2018irula,1419,37,32,2,60,mango,BET,Betta Kurumba,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Betta Kurumba (BET)]",
wordlist response,ernest-oleary-kelsall2018irula,1420,37,32,2,60,mango,JEN,Jenu Kurumba,,comparison list culled from Blair 2012,1,,missing data,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 60, Jenu Kurumba (JEN)]",
wordlist response,ernest-oleary-kelsall2018irula,1423,37,32,2,61,banana,KUN,Kunjapanai,Mele Nadu,target,1,1,vapamm:,ʋʌpʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-kunjapanai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Kunjapanai (KUN)]",silirula2018:g061:nilgiri-irula-kunjapanai:i1
wordlist response,ernest-oleary-kelsall2018irula,1425,37,32,2,61,banana,KOL,Kolikarai,Mele Nadu,target,1,1,vapammu,ʋʌpʌmmu,reviewed,,installed,,Irula,nilgiri-irula-kolikarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Kolikarai (KOL)]",silirula2018:g061:nilgiri-irula-kolikarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1427,37,32,2,61,banana,CHE,Chemmanarai,Mele Nadu,target,1,1,vapamm:,ʋʌpʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-chemmanarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Chemmanarai (CHE)]",silirula2018:g061:nilgiri-irula-chemmanarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1429,37,32,2,61,banana,KIL,Kilkupkad,Mele Nadu,target,1,1,vapammi,ʋʌpʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-kilkupkad,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Kilkupkad (KIL)]",silirula2018:g061:nilgiri-irula-kilkupkad:i1
wordlist response,ernest-oleary-kelsall2018irula,1431,37,32,2,61,banana,MET,Mettukal,Mele Nadu,target,1,1,vaApammi,ʋʌpʌmmɨ,reviewed,,installed,,Irula,nilgiri-irula-mettukal,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Mettukal (MET)]",silirula2018:g061:nilgiri-irula-mettukal:i1
wordlist response,ernest-oleary-kelsall2018irula,1435,37,32,3,61,banana,CHO,Chokkanalli,Northern,target,1,1,vapamu,ʋʌpʌmu,reviewed,,installed,,Irula,nilgiri-irula-chokkanalli,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Chokkanalli (CHO)]",silirula2018:g061:nilgiri-irula-chokkanalli:i1
wordlist response,ernest-oleary-kelsall2018irula,1436,37,32,3,61,banana,MAV,Mavanalla,Northern,target,1,1,vapamu,ʋʌpʌmu,reviewed,,installed,,Irula,nilgiri-irula-mavanalla,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Mavanalla (MAV)]",silirula2018:g061:nilgiri-irula-mavanalla:i1
wordlist response,ernest-oleary-kelsall2018irula,1437,37,32,3,61,banana,ANA,Anaikatty,Northern,target,1,1,vapamé,ʋʌpʌmɨ,reviewed,,installed,,Irula,nilgiri-irula-anaikatty,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Anaikatty (ANA)]",silirula2018:g061:nilgiri-irula-anaikatty:i1
wordlist response,ernest-oleary-kelsall2018irula,1438,37,32,3,61,banana,BOO,Bookapuram,Northern,target,1,4,balaenni,bʌlʌennɨ,reviewed,,installed,,Irula,nilgiri-irula-bookapuram,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Bookapuram (BOO)]",silirula2018:g061:nilgiri-irula-bookapuram:i1
wordlist response,ernest-oleary-kelsall2018irula,1439,37,32,3,61,banana,THA,Thaliyur,Vette Kada,target,1,1,vapam,ʋʌpʌm,reviewed,,installed,,Irula,nilgiri-irula-thaliyur,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Thaliyur (THA)]",silirula2018:g061:nilgiri-irula-thaliyur:i1
wordlist response,ernest-oleary-kelsall2018irula,1440,37,32,3,61,banana,NEL,Nellithurai,Vette Kada,target,1,3,pamu,pʌmu,reviewed,,installed,,Irula,nilgiri-irula-nellithurai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Nellithurai (NEL)]",silirula2018:g061:nilgiri-irula-nellithurai:i1
wordlist response,ernest-oleary-kelsall2018irula,1441,37,32,3,61,banana,CBT,Coimbatore Tamil,,elicited comparison list,1,8,vala' pAlan,,not transcribed (excluded comparison),,excluded,excluded elicited comparison list; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Coimbatore Tamil (CBT)]",
wordlist response,ernest-oleary-kelsall2018irula,1442,37,32,3,61,banana,MAD,MAD (unresolved),,unresolved comparison list,1,5,vakaka',,not transcribed (excluded comparison),,excluded,excluded unresolved comparison list; not a target Irula list; the report does not expand the code MAD,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, MAD (unresolved) (MAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1443,37,32,3,61,banana,KAN,Kannada,,comparison list culled from Blair 2012,1,4,balehannu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Kannada (KAN)]",
wordlist response,ernest-oleary-kelsall2018irula,1444,37,32,3,61,banana,BAD,Badaga,,comparison list culled from Blair 2012,1,7,benu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Badaga (BAD)]",
wordlist response,ernest-oleary-kelsall2018irula,1445,37,32,3,61,banana,ALU,Alu Kurumba,,comparison list culled from Blair 2012,1,6,bajannu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Alu Kurumba (ALU)]",
wordlist response,ernest-oleary-kelsall2018irula,1446,37,32,3,61,banana,BET,Betta Kurumba,,comparison list culled from Blair 2012,1,4,bagapannu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Betta Kurumba (BET)]",
wordlist response,ernest-oleary-kelsall2018irula,1447,37,32,3,61,banana,JEN,Jenu Kurumba,,comparison list culled from Blair 2012,1,4,baleannu,,not transcribed (excluded comparison),,excluded,excluded comparison list culled from Blair 2012; not a target Irula list,,,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 61, Jenu Kurumba (JEN)]",
wordlist response,ernest-oleary-kelsall2018irula,1449,37,32,3,62,wheat (husked),KUN,Kunjapanai,Mele Nadu,target,1,1,ganza,gʌɲʤʌ,reviewed,source-raster-affricate,installed,,Irula,nilgiri-irula-kunjapanai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 62, Kunjapanai (KUN)]",silirula2018:g062:nilgiri-irula-kunjapanai:i1
wordlist response,ernest-oleary-kelsall2018irula,1450,37,32,3,62,wheat (husked),KOL,Kolikarai,Mele Nadu,target,1,2,godumbe,god̪umbe,reviewed,source-raster-coronal,installed,,Irula,nilgiri-irula-kolikarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 62, Kolikarai (KOL)]",silirula2018:g062:nilgiri-irula-kolikarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1451,37,32,3,62,wheat (husked),CHE,Chemmanarai,Mele Nadu,target,1,2,godumbe,god̪umbe,reviewed,source-raster-coronal,installed,,Irula,nilgiri-irula-chemmanarai,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 62, Chemmanarai (CHE)]",silirula2018:g062:nilgiri-irula-chemmanarai:i1
wordlist response,ernest-oleary-kelsall2018irula,1452,37,32,3,62,wheat (husked),KIL,Kilkupkad,Mele Nadu,target,1,2,gogumbe,god̪umbe,reviewed,source-raster-coronal,installed,,Irula,nilgiri-irula-kilkupkad,"ernest-oleary-kelsall2018irula[Appendix B, printed p. 32, item 62, Kilkupkad (KIL)]",silirula2018:g062:nilgiri-irula-kilkupkad:i1
