Source_Key,PDF_Page,Printed_Page,Page_Line,Item,Gloss,Source_Code,Site,Source_Classification,Similarity_Group,Extracted_Form,Verified_Form,Review_Method,Review_Status,Confidence,Record_Type,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
abraham-daimary2021amrikarbi,56,46,64,79,cat,C,S Cherrapunjee,Khasi control,4,miawu,miawu,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Khasi control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site C]",
abraham-daimary2021amrikarbi,56,46,65,79,cat,H,"Hajarongpi, E K A",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-hajarongpi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site H]",silamrikarbi2021:p056:l065:H
abraham-daimary2021amrikarbi,56,46,66,79,cat,K,"Amguri, Kamrup",Amri Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-amguri-kamrup,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site K]",silamrikarbi2021:p056:l066:K
abraham-daimary2021amrikarbi,56,46,67,79,cat,M,"PaboiMisamari, Sonitpur",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-paboi-misamari,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site M]",silamrikarbi2021:p056:l067:M
abraham-daimary2021amrikarbi,56,46,68,79,cat,M,"PaboiMisamari, Sonitpur",Karbi,3,miŋʌ̆lu,miŋʌ̆lu,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-paboi-misamari,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site M]",silamrikarbi2021:p056:l068:M
abraham-daimary2021amrikarbi,56,46,69,79,cat,P,"Maina Kharong, Kamrup",Amri Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-maina-kharong,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site P]",silamrikarbi2021:p056:l069:P
abraham-daimary2021amrikarbi,56,46,70,79,cat,S,"RongjariPlasha, Ri-Bhoi",Amri Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-plasha,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site S]",silamrikarbi2021:p056:l070:S
abraham-daimary2021amrikarbi,56,46,71,79,cat,Z,"Assamese, Dibrugarh",Assamese control,1,mekuɾi,mekuɾi,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Assamese control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site Z]",
abraham-daimary2021amrikarbi,56,46,72,79,cat,a,"Amguri, W K A",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-amguri-wka,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site a]",silamrikarbi2021:p056:l072:a
abraham-daimary2021amrikarbi,56,46,73,79,cat,b,"Sermansingner, E K A",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sermansingner,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site b]",silamrikarbi2021:p056:l073:b
abraham-daimary2021amrikarbi,56,46,74,79,cat,c,"Langhemphi, W K A",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-langhemphi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site c]",silamrikarbi2021:p056:l074:c
abraham-daimary2021amrikarbi,56,46,75,79,cat,d,"Umrinti, W K A",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-umrinti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site d]",silamrikarbi2021:p056:l075:d
abraham-daimary2021amrikarbi,56,46,76,79,cat,h,"Bankri, W K A",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-bankri,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site h]",silamrikarbi2021:p056:l076:h
abraham-daimary2021amrikarbi,56,46,77,79,cat,k,"Rongtheang, E K A",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-rongtheang,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site k]",silamrikarbi2021:p056:l077:k
abraham-daimary2021amrikarbi,56,46,78,79,cat,l,"Sunajoli, Lakhimpur",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sunajoli,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site l]",silamrikarbi2021:p056:l078:l
abraham-daimary2021amrikarbi,56,46,79,79,cat,m,"Mikirgaon, Nagaon",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-mikirgaon,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site m]",silamrikarbi2021:p056:l079:m
abraham-daimary2021amrikarbi,56,46,80,79,cat,s,"Sardoka Ingti, E K A",Karbi,2,meŋ,meŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sardoka-ingti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 56, printed p. 46, item 79, site s]",silamrikarbi2021:p056:l080:s
abraham-daimary2021amrikarbi,57,47,4,80,cow,A,"Holanki, Papumpare AP",Karbi,3,tʃainoŋ,tʃainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-holanki,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site A]",silamrikarbi2021:p057:l004:A
abraham-daimary2021amrikarbi,57,47,5,80,cow,C,S Cherrapunjee,Khasi control,4,mʌ̆si,mʌ̆si,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Khasi control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site C]",
abraham-daimary2021amrikarbi,57,47,6,80,cow,H,"Hajarongpi, E K A",Karbi,3,tʃainoŋ,tʃainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-hajarongpi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site H]",silamrikarbi2021:p057:l006:H
abraham-daimary2021amrikarbi,57,47,7,80,cow,K,"Amguri, Kamrup",Amri Karbi,2,tʃoɾoŋ,tʃoɾoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-amguri-kamrup,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site K]",silamrikarbi2021:p057:l007:K
abraham-daimary2021amrikarbi,57,47,8,80,cow,M,"PaboiMisamari, Sonitpur",Karbi,3,ɕainoŋ,ɕainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-paboi-misamari,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site M]",silamrikarbi2021:p057:l008:M
abraham-daimary2021amrikarbi,57,47,9,80,cow,P,"Maina Kharong, Kamrup",Amri Karbi,2,tʃiɾoŋ,tʃiɾoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-maina-kharong,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site P]",silamrikarbi2021:p057:l009:P
abraham-daimary2021amrikarbi,57,47,10,80,cow,S,"RongjariPlasha, Ri-Bhoi",Amri Karbi,2,tʃoɾoŋʌ̆pe,tʃoɾoŋʌ̆pe,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-plasha,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site S]",silamrikarbi2021:p057:l010:S
abraham-daimary2021amrikarbi,57,47,11,80,cow,Z,"Assamese, Dibrugarh",Assamese control,1,goɾu,goɾu,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Assamese control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site Z]",
abraham-daimary2021amrikarbi,57,47,12,80,cow,a,"Amguri, W K A",Karbi,3,tʃainoŋ,tʃainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-amguri-wka,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site a]",silamrikarbi2021:p057:l012:a
abraham-daimary2021amrikarbi,57,47,13,80,cow,b,"Sermansingner, E K A",Karbi,3,tʃainoŋ,tʃainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sermansingner,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site b]",silamrikarbi2021:p057:l013:b
abraham-daimary2021amrikarbi,57,47,14,80,cow,c,"Langhemphi, W K A",Karbi,3,tʃainoŋ,tʃainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-langhemphi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site c]",silamrikarbi2021:p057:l014:c
abraham-daimary2021amrikarbi,57,47,15,80,cow,d,"Umrinti, W K A",Karbi,3,tʃainoŋ,tʃainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-umrinti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site d]",silamrikarbi2021:p057:l015:d
abraham-daimary2021amrikarbi,57,47,16,80,cow,h,"Bankri, W K A",Karbi,3,tʃainoŋ,tʃainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-bankri,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site h]",silamrikarbi2021:p057:l016:h
abraham-daimary2021amrikarbi,57,47,17,80,cow,k,"Rongtheang, E K A",Karbi,3,tʃainoŋ,tʃainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-rongtheang,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site k]",silamrikarbi2021:p057:l017:k
abraham-daimary2021amrikarbi,57,47,18,80,cow,l,"Sunajoli, Lakhimpur",Karbi,3,tʃainoŋ,tʃainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sunajoli,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site l]",silamrikarbi2021:p057:l018:l
abraham-daimary2021amrikarbi,57,47,19,80,cow,m,"Mikirgaon, Nagaon",Karbi,3,sainoŋ,sainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-mikirgaon,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site m]",silamrikarbi2021:p057:l019:m
abraham-daimary2021amrikarbi,57,47,20,80,cow,s,"Sardoka Ingti, E K A",Karbi,3,tʃainoŋ,tʃainoŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sardoka-ingti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 80, site s]",silamrikarbi2021:p057:l020:s
abraham-daimary2021amrikarbi,57,47,23,81,buffalo,A,"Holanki, Papumpare AP",Karbi,1,tʃĕloŋ,tʃĕloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-holanki,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site A]",silamrikarbi2021:p057:l023:A
abraham-daimary2021amrikarbi,57,47,24,81,buffalo,C,S Cherrapunjee,Khasi control,4,moid,moid,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Khasi control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site C]",
abraham-daimary2021amrikarbi,57,47,25,81,buffalo,H,"Hajarongpi, E K A",Karbi,1,tʃĭloŋ,tʃĭloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-hajarongpi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site H]",silamrikarbi2021:p057:l025:H
abraham-daimary2021amrikarbi,57,47,26,81,buffalo,K,"Amguri, Kamrup",Amri Karbi,1,tʃilong,tʃilong,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-amguri-kamrup,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site K]",silamrikarbi2021:p057:l026:K
abraham-daimary2021amrikarbi,57,47,27,81,buffalo,M,"PaboiMisamari, Sonitpur",Karbi,1,tʃĕloŋ,tʃĕloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-paboi-misamari,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site M]",silamrikarbi2021:p057:l027:M
abraham-daimary2021amrikarbi,57,47,28,81,buffalo,M,"PaboiMisamari, Sonitpur",Karbi,1,tʃĭloŋ,tʃĭloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-paboi-misamari,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site M]",silamrikarbi2021:p057:l028:M
abraham-daimary2021amrikarbi,57,47,29,81,buffalo,P,"Maina Kharong, Kamrup",Amri Karbi,1,tʃiloŋ,tʃiloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-maina-kharong,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site P]",silamrikarbi2021:p057:l029:P
abraham-daimary2021amrikarbi,57,47,30,81,buffalo,S,"RongjariPlasha, Ri-Bhoi",Amri Karbi,1,tʃiloŋ,tʃiloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-plasha,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site S]",silamrikarbi2021:p057:l030:S
abraham-daimary2021amrikarbi,57,47,31,81,buffalo,Z,"Assamese, Dibrugarh",Assamese control,3,moh,moh,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Assamese control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site Z]",
abraham-daimary2021amrikarbi,57,47,32,81,buffalo,a,"Amguri, W K A",Karbi,1,tʃĕloŋ,tʃĕloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-amguri-wka,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site a]",silamrikarbi2021:p057:l032:a
abraham-daimary2021amrikarbi,57,47,33,81,buffalo,b,"Sermansingner, E K A",Karbi,1,tʃĕloŋ,tʃĕloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sermansingner,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site b]",silamrikarbi2021:p057:l033:b
abraham-daimary2021amrikarbi,57,47,34,81,buffalo,c,"Langhemphi, W K A",Karbi,1,tʃĕloŋ,tʃĕloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-langhemphi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site c]",silamrikarbi2021:p057:l034:c
abraham-daimary2021amrikarbi,57,47,35,81,buffalo,d,"Umrinti, W K A",Karbi,1,tʃĕloŋ,tʃĕloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-umrinti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site d]",silamrikarbi2021:p057:l035:d
abraham-daimary2021amrikarbi,57,47,36,81,buffalo,h,"Bankri, W K A",Karbi,1,tʃĭloŋ,tʃĭloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-bankri,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site h]",silamrikarbi2021:p057:l036:h
abraham-daimary2021amrikarbi,57,47,37,81,buffalo,k,"Rongtheang, E K A",Karbi,1,tʃiloŋ,tʃiloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-rongtheang,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site k]",silamrikarbi2021:p057:l037:k
abraham-daimary2021amrikarbi,57,47,38,81,buffalo,l,"Sunajoli, Lakhimpur",Karbi,1,tʃĕloŋ,tʃĕloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sunajoli,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site l]",silamrikarbi2021:p057:l038:l
abraham-daimary2021amrikarbi,57,47,39,81,buffalo,m,"Mikirgaon, Nagaon",Karbi,1,tʃĭloŋ,tʃĭloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-mikirgaon,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site m]",silamrikarbi2021:p057:l039:m
abraham-daimary2021amrikarbi,57,47,40,81,buffalo,s,"Sardoka Ingti, E K A",Karbi,1,tʃĭloŋ,tʃĭloŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sardoka-ingti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 81, site s]",silamrikarbi2021:p057:l040:s
abraham-daimary2021amrikarbi,57,47,43,82,horn (of buffalo),A,"Holanki, Papumpare AP",Karbi,2,ʌ̆nuʔ,ʌ̆nuʔ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-holanki,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site A]",silamrikarbi2021:p057:l043:A
abraham-daimary2021amrikarbi,57,47,44,82,horn (of buffalo),C,S Cherrapunjee,Khasi control,3,ɾĕŋ,ɾĕŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Khasi control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site C]",
abraham-daimary2021amrikarbi,57,47,45,82,horn (of buffalo),H,"Hajarongpi, E K A",Karbi,2,ʌ̆nuk,ʌ̆nuk,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-hajarongpi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site H]",silamrikarbi2021:p057:l045:H
abraham-daimary2021amrikarbi,57,47,46,82,horn (of buffalo),K,"Amguri, Kamrup",Amri Karbi,2,ʌ̆nu,ʌ̆nu,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-amguri-kamrup,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site K]",silamrikarbi2021:p057:l046:K
abraham-daimary2021amrikarbi,57,47,47,82,horn (of buffalo),M,"PaboiMisamari, Sonitpur",Karbi,2,ʌ̆nu,ʌ̆nu,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-paboi-misamari,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site M]",silamrikarbi2021:p057:l047:M
abraham-daimary2021amrikarbi,57,47,48,82,horn (of buffalo),P,"Maina Kharong, Kamrup",Amri Karbi,2,ʌ̆nuk,ʌ̆nuk,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-maina-kharong,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site P]",silamrikarbi2021:p057:l048:P
abraham-daimary2021amrikarbi,57,47,49,82,horn (of buffalo),S,"RongjariPlasha, Ri-Bhoi",Amri Karbi,2,ʌ̆nuʔ,ʌ̆nuʔ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-plasha,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site S]",silamrikarbi2021:p057:l049:S
abraham-daimary2021amrikarbi,57,47,50,82,horn (of buffalo),Z,"Assamese, Dibrugarh",Assamese control,1,hĭŋ,hĭŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Assamese control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site Z]",
abraham-daimary2021amrikarbi,57,47,51,82,horn (of buffalo),a,"Amguri, W K A",Karbi,2,ʌ̆nuk,ʌ̆nuk,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-amguri-wka,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site a]",silamrikarbi2021:p057:l051:a
abraham-daimary2021amrikarbi,57,47,52,82,horn (of buffalo),b,"Sermansingner, E K A",Karbi,2,ʌ̆nuʔ,ʌ̆nuʔ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sermansingner,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site b]",silamrikarbi2021:p057:l052:b
abraham-daimary2021amrikarbi,57,47,53,82,horn (of buffalo),c,"Langhemphi, W K A",Karbi,2,ʌ̆nuk,ʌ̆nuk,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-langhemphi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site c]",silamrikarbi2021:p057:l053:c
abraham-daimary2021amrikarbi,57,47,54,82,horn (of buffalo),d,"Umrinti, W K A",Karbi,2,ʌ̆nuʔ,ʌ̆nuʔ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-umrinti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site d]",silamrikarbi2021:p057:l054:d
abraham-daimary2021amrikarbi,57,47,55,82,horn (of buffalo),h,"Bankri, W K A",Karbi,2,ʌ̆nuʔ,ʌ̆nuʔ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-bankri,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site h]",silamrikarbi2021:p057:l055:h
abraham-daimary2021amrikarbi,57,47,56,82,horn (of buffalo),k,"Rongtheang, E K A",Karbi,2,ʌ̆nuk,ʌ̆nuk,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-rongtheang,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site k]",silamrikarbi2021:p057:l056:k
abraham-daimary2021amrikarbi,57,47,57,82,horn (of buffalo),l,"Sunajoli, Lakhimpur",Karbi,2,ʌ̆nuʔ,ʌ̆nuʔ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sunajoli,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site l]",silamrikarbi2021:p057:l057:l
abraham-daimary2021amrikarbi,57,47,58,82,horn (of buffalo),m,"Mikirgaon, Nagaon",Karbi,2,ʌ̆nuʔ,ʌ̆nuʔ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-mikirgaon,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 57, printed p. 47, item 82, site m]",silamrikarbi2021:p057:l058:m
