Record_Key,Table,Section,PDF_Page,Printed_Page,Source_Record,Raw_OCR,Status,Reason,Emitted_Keys,Entry_Text_Targets,Language_Mapping,Parameter_ID,Form,Gloss,Tags,Source,Immediate_Source,Proto_Form,OM_Attestation,Distribution_Columns,Distribution_Marks,Printed_Citation,Resolved_Targets,Match_Status,Match_Reason,Unresolved,Review,Material_Error,Record_SHA256
southworth2005m:p10:t2:a:10,2,A,10,10,A | 10 | SD2 | *ḍok(k)a | head | 5566 | - | Pa=blank; Pk=blank; Gy=blank; D=blank; Kf=blank; Dr=?; K=blank; S=blank; PL=blank; Ph=?; N=?; A=blank; B=blank; O=blank; Bi=blank; Av=blank; H=+; R=blank; G=+; M=+; Ko=blank; Si=blank,10 SD2 *dok(k)a 'head' 5566 - ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,5566,"not applicable: table columns contain marks, not forms",,*ḍok(k)a,head,,"southworth2005m[p. 10, table 2A, item 10]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,.|.|.|.|.|?|.|.|.|?|?|.|.|.|.|.|+|.|+|+|.|.,5566,5566,direct_printed_id,,,source-image-verified; grid cells checked at 400 dpi,no,176f78fd32c1dc585cd613763639c0ced88bed5e917cb85afe950b1e6c02e70c
southworth2005m:p10:t2:a:11,2,A,10,10,A | 11 | SD1 | Marathi dāṭ | thick | - | - | Pa=-; Pk=-; Gy=-; D=-; Kf=-; Dr=-; K=-; S=-; PL=-; Ph=-; N=-; A=-; B=-; O=-; Bi=-; Av=-; H=-; R=-; G=-; M=+; Ko=-; Si=-,11 SD1 Marathi dat 'thick' - ...,comparison_on_form,No Turner ID is printed; the comparison is retained on the Table 1 Marathi form.,,,"not applicable: table columns contain marks, not forms",,Marathi dāṭ,thick,,"southworth2005m[p. 10, table 2A, item 11]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|+|-|-,-,,form_annotation,No Turner ID is printed; the comparison is retained on the Table 1 Marathi form.,,source-image-verified; grid cells checked at 400 dpi,no,96c2b530ed384453150a5b8cf22e132ca553a4206fef78816600b1ffbcfd6842
southworth2005m:p10:t2:b:12,2,B,10,10,B | 12 |  | OIA āṇḍa | egg | 1111 | RV | Pa=+; Pk=+; Gy=+; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=blank; B=+; O=+; Bi=+; Av=+; H=+; R=blank; G=+; M=+; Ko=+; Si=+,12 OIA anda 'egg' 1111 RV ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,1111,"not applicable: table columns contain marks, not forms",,OIA āṇḍa,egg,,"southworth2005m[p. 10, table 2B, item 12]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,+|+|+|.|+|+|+|+|+|+|+|.|+|+|+|+|+|.|+|+|+|+,1111,1111,direct_printed_id,,,source-image-verified; grid cells checked at 400 dpi,no,5eb4f8a442b1d4a4d7edf8d47db98a99f57787bd78b2289250666a513f31b20a
southworth2005m:p10:t2:b:13,2,B,10,10,B | 13 |  | OIA karṇa | ear | 2830 | RV | Pa=+; Pk=+; Gy=+; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=+; B=+; O=+; Bi=+; Av=+; H=+; R=+; G=+; M=+; Ko=+; Si=+,13 OIA karna 'ear' 2830 RV ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,2830,"not applicable: table columns contain marks, not forms",,OIA karṇa,ear,,"southworth2005m[p. 10, table 2B, item 13]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,+|+|+|.|+|+|+|+|+|+|+|+|+|+|+|+|+|+|+|+|+|+,2830,2830,direct_printed_id,,,source-image-verified; grid cells checked at 400 dpi,no,0792b50446e776453445aa1ab33c8ee464e65fbb917f19f6e0c25806d1f29469
southworth2005m:p10:t2:b:14,2,B,10,10,B | 14 |  | OIA yūkā | louse | 10512 | Mn | Pa=+; Pk=+; Gy=+; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=blank; B=blank; O=+; Bi=blank; Av=+; H=+; R=blank; G=+; M=+; Ko=+; Si=blank,14 OIA yuka 'louse' 10512 Mn ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,10512,"not applicable: table columns contain marks, not forms",,OIA yūkā,louse,,"southworth2005m[p. 10, table 2B, item 14]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,+|+|+|.|+|+|+|+|+|+|+|.|.|+|.|+|+|.|+|+|+|.,10512,10512,direct_printed_id,,,source-image-verified; grid cells checked at 400 dpi,no,377e25c52890df9dff7cdff67847952dfc874fa9abf25198750c34fb598f3da7
southworth2005m:p10:t2:b:15,2,B,10,10,B | 15 |  | OIA mūla | root | 10250 | RV | Pa=+; Pk=+; Gy=blank; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=+; B=+; O=+; Bi=+; Av=+; H=+; R=+; G=+; M=+; Ko=blank; Si=+,15 OIA mula 'root' 10250 RV ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,10250,"not applicable: table columns contain marks, not forms",,OIA mūla,root,,"southworth2005m[p. 10, table 2B, item 15]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,+|+|.|.|+|+|+|+|+|+|+|+|+|+|+|+|+|+|+|+|.|+,10250,10250,direct_printed_id,,,source-image-verified; grid cells checked at 400 dpi,no,532498ef2e341da8ff67cf649fda1ef6a3fac54c44685f61bd66eb25b11dbe62
southworth2005m:p10:t2:b:16,2,B,10,10,B | 16 |  | *buṭṭa etc. | defective | 9268 | - | Pa=-; Pk=+; Gy=blank; D=blank; Kf=+; Dr=+; K=blank; S=+; PL=+; Ph=+; N=+; A=+; B=blank; O=+; Bi=blank; Av=blank; H=+; R=blank; G=+; M=+; Ko=blank; Si=+,16 *butta etc. 'defective' 9268 - ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,9268,"not applicable: table columns contain marks, not forms",,*buṭṭa etc.,defective,,"southworth2005m[p. 10, table 2B, item 16]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,-|+|.|.|+|+|.|+|+|+|+|+|.|+|.|.|+|.|+|+|.|+,9268,9268,direct_printed_id,,,source-image-verified; grid cells checked at 400 dpi,no,fe25d322d6b29788b3dad3b35066da537299fa99173b788c3dca2bbc7be3eab2
southworth2005m:p10:t2:b:17,2,B,10,10,B | 17 |  | *kutt(ir/ūr)a | dog | 3276-8 | - | Pa=blank; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=+; K=blank; S=+; PL=+; Ph=+; N=+; A=blank; B=+; O=+; Bi=blank; Av=+; H=+; R=+; G=+; M=+; Ko=blank; Si=blank,17 *kutt(ir/ur)a 'dog' 3276-8 - ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,3277|3278,"not applicable: table columns contain marks, not forms",,*kutt(ir/ūr)a,dog,,"southworth2005m[p. 10, table 2B, item 17]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,.|+|.|.|.|+|.|+|+|+|+|.|+|+|.|+|+|+|+|+|.|.,3276-8,3277|3278,partial_printed_range,"CDIAL 3277 *kuttira 'dog' and 3278 *kuttūra 'puppy' match. Printed 3276 is homonymous *kutta 'rent, lease' and is not linked; 3275 is *kutta 'dog' but is outside the printed range.",printed 3276 conflicts with the item and remains unlinked,source-image-verified; grid cells checked at 400 dpi,no,7771dd71250ac8eac1606091780d5c2060bca5742936cc42f56c831c70832a90
southworth2005m:p10:t2:b:18,2,B,10,10,B | 18 |  | OIA jēmati | eats | 5267-9 | Dhāt. | Pa=blank; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=blank; PL=+; Ph=+; N=+; A=blank; B=blank; O=blank; Bi=+; Av=+; H=+; R=+; G=+; M=+; Ko=+; Si=blank,18 OIA jemati 'eats' 5267-9 Dhat. ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,5267|5268|5269,"not applicable: table columns contain marks, not forms",,OIA jēmati,eats,,"southworth2005m[p. 10, table 2B, item 18]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,.|+|.|.|.|.|.|.|+|+|+|.|.|.|+|+|+|+|+|+|+|.,5267-9,5267|5268|5269,direct_printed_range,The complete printed range is retained on the three CDIAL entries.,,source-image-verified; grid cells checked at 400 dpi,no,22a45f63b55a0cc754cd493bcbb06155d431b9f6092cb89b2bfc685581a0d77a
southworth2005m:p10:t2:b:19,2,B,10,10,B | 19 |  | OIA jhāṭa | forest | 5362 | lex | Pa=blank; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=+; PL=+; Ph=+; N=+; A=+; B=+; O=+; Bi=+; Av=blank; H=+; R=blank; G=+; M=+; Ko=+; Si=blank,19 OIA jhata 'forest' 5362 lex ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,5362,"not applicable: table columns contain marks, not forms",,OIA jhāṭa,forest,,"southworth2005m[p. 10, table 2B, item 19]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,.|+|.|.|.|.|.|+|+|+|+|+|+|+|+|.|+|.|+|+|+|.,5362,5362,direct_printed_id,,,source-image-verified; grid cells checked at 400 dpi,no,efcc7ed3196427b4357044fbe01fc47eb0bca551462029a879f555704b12ad97
southworth2005m:p10:t2:b:20,2,B,10,10,B | 20 |  | OIA taḍāga | pool | 5634 | ŚāGṛ | Pa=+; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=+; PL=+; Ph=+; N=+; A=blank; B=+; O=+; Bi=+; Av=blank; H=+; R=+; G=+; M=+; Ko=blank; Si=+,20 OIA tadaga 'pool' 5634 SaGr ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,5635,"not applicable: table columns contain marks, not forms",,OIA taḍāga,pool,,"southworth2005m[p. 10, table 2B, item 20]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,+|+|.|.|.|.|.|+|+|+|+|.|+|+|+|.|+|+|+|+|.|+,5634,5635,corrected_unique_headword_gloss,The printed 5634 is *taḍapphaḍ 'agitate' and conflicts with both form and gloss. Exact headword-plus-gloss resolution uniquely identifies CDIAL 5635 taḍāga 'pool'; the printed number remains visible in the audit and block.,,source-image-verified; grid cells checked at 400 dpi,no,5346ad19bec888c6c9a310f42f22a46bb811abe0ac8fcfe26bbbaa6f1439ed8b
southworth2005m:p10:t2:b:21,2,B,10,10,B | 21 |  | OIA lāṅgala | plough | 11006 | RV | Pa=+; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=blank; PL=blank; Ph=+; N=blank; A=blank; B=+; O=+; Bi=+; Av=blank; H=+; R=blank; G=blank; M=+; Ko=blank; Si=+,21 OIA lamgala 'plough' 11006 RV ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,11006,"not applicable: table columns contain marks, not forms",,OIA lāṅgala,plough,,"southworth2005m[p. 10, table 2B, item 21]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,+|+|.|.|.|.|.|.|.|+|.|.|+|+|+|.|+|.|.|+|.|+,11006,11006,direct_printed_id,,,source-image-verified; grid cells checked at 400 dpi,no,2c45431aa0e55ab522ab8c4a0df4f9785fb3859d1f9ab0d0a3d6d18e05802b00
southworth2005m:p10:t2:b:22,2,B,10,10,B | 22 |  | *ḍuṅga(ra)/ḍo- | hill | 5423(12/13) | - | Pa=-; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=blank; PL=+; Ph=+; N=+; A=blank; B=blank; O=+; Bi=blank; Av=blank; H=+; R=blank; G=+; M=+; Ko=blank; Si=blank,22 *dumga(ra)/do- 'hill' 5423(12/13) - ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,5423,"not applicable: table columns contain marks, not forms",,*ḍuṅga(ra)/ḍo-,hill,,"southworth2005m[p. 10, table 2B, item 22]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,-|+|.|.|.|.|.|.|+|+|+|.|.|+|.|.|+|.|+|+|.|.,5423(12/13),5423,direct_printed_subentries,"The source cites subentries 12 and 13 within CDIAL 5423; Jambu retains them on the parent entry, whose description contains both forms.",,source-image-verified; grid cells checked at 400 dpi,no,65f4cb353a338d70f1b42023d99d58f0ec99658beee29a7fc6fbe480c8af8956
southworth2005m:p10:t2:b:23,2,B,10,10,B | 23 |  | OIA rundra | rich in | 10781 | Lex | Pa=-; Pk=+; Gy=-; D=-; Kf=-; Dr=-; K=-; S=-; PL=-; Ph=-; N=-; A=-; B=-; O=-; Bi=-; Av=-; H=-; R=-; G=-; M=+; Ko=-; Si=-,23 OIA rundra 'rich in' 10781 Lex ...,comparison_ingested,"distribution marks are comparison evidence, not independent printed forms",,10781,"not applicable: table columns contain marks, not forms",,OIA rundra,rich in,,"southworth2005m[p. 10, table 2B, item 23]",,,,Pa|Pk|Gy|D|Kf|Dr|K|S|PL|Ph|N|A|B|O|Bi|Av|H|R|G|M|Ko|Si,-|+|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|+|-|-,10781,10781,direct_printed_id,,,source-image-verified; grid cells checked at 400 dpi,no,3aabfbcbe0ee463c45660668379068c0a9c0c60893395f9be5ed25bf4a909d1a
