Snapshot_Date,Collation_Date,Printed_Page,PDF_Page,Column,Item,List,Letter,Raw_Headword,Raw_Grammar,Raw_Gloss_German,Raw_Etymology,Unit_Form,Unit_Relation,Status,Reason,Entry_Key,Language_ID,Tags,Gloss_English,Source_Marks,Citations,Etymon_Cited,Etymon_Status,Etymon_Candidates,Parameter_ID,Review,Record_SHA256
2026-08-25,2026-08-25,315,316,R,24,Indische Etyma,D,doš,f,"Schuld, Sünde",< ai. doṣa-; vgl. hi. doṣ,doš,head,ingested,,boretzky1994romani:ind:315:R:24,eur,f noun,guilt; sin,,,doṣa-,linked,6587,6587,,4356f2d32d1b8fc66caeaa6aa16a73df5338e1196136c0f206fe98562c04e3bb
2026-08-25,2026-08-25,315,316,R,25,Indische Etyma,D,drab,m,"Kraut, Heilmittel","< ai. dravya- ""Substanz, Eigenschaft, Droge""; vgl. oṛiyā dāba ""ärztliche Vorschrift""",drab,head,ingested,,boretzky1994romani:ind:315:R:25,eur,m noun,herb; remedy,,,dravya-,linked,6625,6625,,be5efbb059b195966e9edef0c99b3ac2c12e958ed4af83114e84024ed48c198d
2026-08-25,2026-08-25,315,316,R,26,Indische Etyma,D,drakh,f,Traube,< ai. drākṣā; vgl. hi. dāk(h),drakh,head,ingested,,boretzky1994romani:ind:315:R:26,eur,f noun,grape,,,drākṣā,linked,6628,6628,,287a4dc78f378a6cfa4441a624a329cd022818fb0ff84645fb7172c2f1ad9de9
2026-08-25,2026-08-25,315,316,R,27,Indische Etyma,D,drez,f,"Bündel, Last",ohne Etym.,drez,head,ingested,,boretzky1994romani:ind:315:R:27,eur,f noun,bundle; load,,,,no-etymon,,,,17e3951cbc70ddeceae69eff4ea230b8cf21d29f6e86ad0cfe13520e2814e09f
2026-08-25,2026-08-25,315,316,R,28,Indische Etyma,D,dromin,f,(Sinti) Goldmünze,vgl. apabhr. pk. dramma; s.a. Griech. Etyma,dromin,head,ingested,,boretzky1994romani:ind:315:R:28,RomSint,f noun,gold coin,Sinti,,,no-etymon,,,,1c4c0f89173c98c070ba723038483a13ff65f7668fd1fafd45b0694721097056
2026-08-25,2026-08-25,315,316,R,29,Indische Etyma,D,droven,adv,"(Sa) hart, heftig","< ai. dāruna- ""hart, stark""?; vgl. hi. dārun",droven,head,ingested,,boretzky1994romani:ind:315:R:29,eur,adv uncertain,hard; violent,Sa,sampson1926welsh,dāruna-,unmatched,,,,b8d32abe4e1fcd922c3272e0663d7de16ed84392b613a93874e72f0bbe67864a
2026-08-25,2026-08-25,315,316,R,30,Indische Etyma,D,"dud, judut (Rozw)",m,"Licht, Helligkeit","< ai. dyuti- ""Helligkeit"" (pa. juti- ""Glanz, Licht"") ?",dud,head,ingested,,boretzky1994romani:ind:315:R:30,eur,m noun uncertain,light; brightness,,,dyuti-,linked,6606,6606,,5fc63d699cf53512db390d9ac008cfebaf7c6b9fc94ff889865d6548abd6f842
2026-08-25,2026-08-25,315,316,R,30,Indische Etyma,D,"dud, judut (Rozw)",m,"Licht, Helligkeit","< ai. dyuti- ""Helligkeit"" (pa. juti- ""Glanz, Licht"") ?",judut,variant,ingested,,boretzky1994romani:ind:315:R:30:variant:2,eur,m noun alternate uncertain,light; brightness,Rozw,rozwadowski1936zakopane,dyuti-,linked,6606,6606,,5fc63d699cf53512db390d9ac008cfebaf7c6b9fc94ff889865d6548abd6f842
2026-08-25,2026-08-25,315,316,R,31,Indische Etyma,D,duj,num,zwei,< ai. d(u)vā; vgl. ni. do/du/dui,duj,head,ingested,,boretzky1994romani:ind:315:R:31,eur,num,two,,,d,unmatched,,,,f8284a67e9416a23a9037ee466d3e9e2f12bfb832f42d34b22d0ea61eaf2b8a7
2026-08-25,2026-08-25,315,316,R,32,Indische Etyma,D,dukh,f,Schmerz,"< pk. dukkha- < ai. duḥkha- ""Schwierigkeit, Schmerz""; vgl. oṛiyā dukha",dukh,head,ingested,,boretzky1994romani:ind:315:R:32,eur,f noun,pain,,,duḥkha-,rejected-by-source,,,,3baa5db010efac4e7bb30eedc44b383192a1b1baddeb37738d6d8450d6d60550
2026-08-25,2026-08-25,315,316,R,33,Indische Etyma,D,dukhal,impers,es schmerzt,< pa. dukkhati < ai. duḥkhati; vgl. hi. dukhnā,dukhal,head,ingested,,boretzky1994romani:ind:315:R:33,eur,verb impersonal,it hurts,,,duḥkhati,linked,6376,6376,,84a2654dad44fda1fa3744c66481db6dddcf330a6f4fd1c0c54527e96d933a2a
2026-08-25,2026-08-25,315,316,R,34,Indische Etyma,D,dumo,m,"Schulter, Rücken","vgl. hi. dum ""Schwanz""; vgl. auch pers. dum(b) dass.",dumo,head,ingested,,boretzky1994romani:ind:315:R:34,eur,m noun,shoulder; back,,,,no-etymon,,,,d9e27d8bec48d07bccf2b0df8d745813b95611907b8abd71f50fab1a84ecc0b3
2026-08-25,2026-08-25,315,316,R,35,Indische Etyma,D,dumukh,f,Faust,ohne Etym.,dumukh,head,ingested,,boretzky1994romani:ind:315:R:35,eur,f noun,fist,,,,no-etymon,,,,4c9d25472ceaa1ca5ca035636fe32d3a43e85e7b3337df1e706a178ac89c311a
2026-08-25,2026-08-25,315,316,R,36,Indische Etyma,D,"dunavel, zunavel",tr,"aufrollen, aufkrempeln",ohne Etym.,dunavel,head,ingested,,boretzky1994romani:ind:315:R:36,eur,verb tr,to roll up,,,,no-etymon,,,,aff28dbdc768c8ebc30624d4f217dbb5c1a8e51886a6c081d6d8b42d6b0d726d
2026-08-25,2026-08-25,315,316,R,36,Indische Etyma,D,"dunavel, zunavel",tr,"aufrollen, aufkrempeln",ohne Etym.,zunavel,variant,ingested,,boretzky1994romani:ind:315:R:36:variant:2,eur,verb tr alternate,to roll up,,,,no-etymon,,,,aff28dbdc768c8ebc30624d4f217dbb5c1a8e51886a6c081d6d8b42d6b0d726d
2026-08-25,2026-08-25,315,316,R,37,Indische Etyma,D,dur,adv,"weit, fern","< ai. dūra-, vgl. hi. dūr",dur,head,ingested,,boretzky1994romani:ind:315:R:37,eur,adv,far,,,dūra-,ambiguous,6495 14615,,,fc49ac35cbc90b16001b78d1e7855ff86f41ceeaee335131c3840b8202fa51fe
2026-08-25,2026-08-25,315,316,R,38,Indische Etyma,D,duruvli,f,Faß,ohne Etym.,duruvli,head,ingested,,boretzky1994romani:ind:315:R:38,eur,f noun,barrel,,,,no-etymon,,,,c421383f71aa89ed966b484aa5502b8bad23271b53d0a48c626c0024a0fd9ddf
2026-08-25,2026-08-25,315,316,R,39,Indische Etyma,D,dušel,xref,s. Iran Etyma,,,,crossref,s. Iran Etyma,,,,,,,,,,,see-reference to the Iranian list,cb0c84ad6b664398d6acbe7302101132c9b0f3018bc669928efedd3222ec703a
2026-08-25,2026-08-25,316,317,L,01,Indische Etyma,DŽ,džajela,,(So) gefrieren,ohne Etym.,džajela,head,ingested,,boretzky1994romani:ind:316:L:01,eur,,to freeze,So,sowa1898zigeuner,,no-etymon,,,no grammatical label,0e32bbc8e1ed1d90f6f70325627928cb95d2024e16a0b13659bb80ffb4c9646b
2026-08-25,2026-08-25,316,317,L,02,Indische Etyma,DŽ,džal,itr,gehen,< pk. jaï < ai. yāti; vgl. hi. jānā,džal,head,ingested,,boretzky1994romani:ind:316:L:02,eur,verb intr,to go,,,yāti,linked,10452,10452,,871a9047e055be5cd62bdce68e80dbeed043c774b9429f113a87609be5991bbf
2026-08-25,2026-08-25,316,317,L,03,Indische Etyma,DŽ,džamutro,m,Schwiegersohn,< pa. ai. jāmātar-; vgl. hi. jamāī,džamutro,head,ingested,,boretzky1994romani:ind:316:L:03,eur,m noun,son-in-law,,,jāmātar-,unmatched,,,,eaa822bac84b5e2745b1377e05eaefe1628d0ef090bbafc39ab49b7c7f53eb3f
2026-08-25,2026-08-25,316,317,L,04,Indische Etyma,DŽ,džanel¹,tr,"wissen, kennen",< pa. ai. jānāti; hi. jānnā,džanel,head,ingested,,boretzky1994romani:ind:316:L:04,eur,verb tr,to know,,,jānāti,ambiguous,5193 14517,,homonym 1,8a29f685f9be9c6dd092eefbfb09719733d35569ffafdeffa2a9cde2cf0d519c
2026-08-25,2026-08-25,316,317,L,05,Indische Etyma,DŽ,džanel²,,(Caló) gebären,< ai. jan-,džanel,head,ingested,,boretzky1994romani:ind:316:L:05,eur,dialect:eur:sp:Spanish,to give birth,Caló,,jan-,unmatched,,,homonym 2; no grammatical label,c02b18dfb05f9e130d9bee60c4ccbb239540295db39331196b97927691d854a5
2026-08-25,2026-08-25,316,317,L,06,Indische Etyma,DŽ,dženo,m,(männliche) Person; dženi (weibliche) Person,< pa. ai. jana-/jani- ; vgl. hi. janā,dženo,head,ingested,,boretzky1994romani:ind:316:L:06,eur,m noun,man; person,,,jana-/jani-,source-alternatives,5098 5103,,,275b0feab760a6bc8a7af65d9cab718d482811bb37d76f86a5a7e6ddbf06e1dc
2026-08-25,2026-08-25,316,317,L,06,Indische Etyma,DŽ,dženo,m,(männliche) Person; dženi (weibliche) Person,< pa. ai. jana-/jani- ; vgl. hi. janā,dženi,sibling,ingested,,boretzky1994romani:ind:316:L:06:sibling:2,eur,f noun,woman; person,,,jana-/jani-,source-alternatives,5098 5103,,,275b0feab760a6bc8a7af65d9cab718d482811bb37d76f86a5a7e6ddbf06e1dc
2026-08-25,2026-08-25,316,317,L,07,Indische Etyma,DŽ,dži,präp,bis,ohne Etym.,dži,head,ingested,,boretzky1994romani:ind:316:L:07,eur,prep,until,,,,no-etymon,,,,496d846535cf537bb3ee4769a0a80ec1da28e3dac0ac3ff9cb34a9ba365849e2
2026-08-25,2026-08-25,316,317,L,08,Indische Etyma,DŽ,dživel,itr,leben,< pa. ai. jīvati; vgl. hi. jīnā,dživel,head,ingested,,boretzky1994romani:ind:316:L:08,eur,verb intr,to live,,,jīvati,linked,5241,5241,,e42422e2d6d49fc63d33ef82d4f4eb06e14e322566143f4747ed2f6fe00873c6
2026-08-25,2026-08-25,316,317,L,09,Indische Etyma,DŽ,džov,f (m),Hafer,"< pk. java- < ai. yava- ""Gerste""; vgl. hi. jau",džov,head,ingested,,boretzky1994romani:ind:316:L:09,eur,mf noun,oats,,,yava-,linked,10431,10431,,d29a582ada993fae43127b077ad3de6cafada962edcffd95785815d79797e3df
2026-08-25,2026-08-25,316,317,L,10,Indische Etyma,DŽ,džukel,m,Hund,< ai. jakuṭa- (Valt),džukel,head,ingested,,boretzky1994romani:ind:316:L:10,eur,m noun,dog,,,jakuṭa-,unmatched,,,,8a6b60bb68384d26efa0fa5513b709d2dafb917c64d57c66aa8e89c74e4a29a2
2026-08-25,2026-08-25,316,317,L,11,Indische Etyma,DŽ,džung,f,Übel; džungalo adj schlecht,nicht < ung csúnya (Valt),džung,head,ingested,,boretzky1994romani:ind:316:L:11,eur,f noun,evil,,,,no-etymon,,,,902a3f9aa2c0968c66b5f34483bf087ff28dae61d1e19a4e0fd67f2a11d67ecb
2026-08-25,2026-08-25,316,317,L,11,Indische Etyma,DŽ,džung,f,Übel; džungalo adj schlecht,nicht < ung csúnya (Valt),džungalo,sibling,ingested,,boretzky1994romani:ind:316:L:11:sibling:2,eur,adj,bad,,,,no-etymon,,,,902a3f9aa2c0968c66b5f34483bf087ff28dae61d1e19a4e0fd67f2a11d67ecb
2026-08-25,2026-08-25,316,317,L,12,Indische Etyma,DŽ,"džungavel, džangavel",tr,aufwecken,"< pk. kaus jaggāvaï- ""wecken"" zu ai. jāgrati ""wach sein""; vgl. hi. jāganā",džungavel,head,ingested,,boretzky1994romani:ind:316:L:12,eur,verb tr,to wake,,,jāgrati,linked,5175,5175,,7f62ddf088c47bc19121fbebba9e3c93aeaffe746ff6243d60ff8cbb7a004234
2026-08-25,2026-08-25,316,317,L,12,Indische Etyma,DŽ,"džungavel, džangavel",tr,aufwecken,"< pk. kaus jaggāvaï- ""wecken"" zu ai. jāgrati ""wach sein""; vgl. hi. jāganā",džangavel,variant,ingested,,boretzky1994romani:ind:316:L:12:variant:2,eur,verb tr alternate,to wake,,,jāgrati,linked,5175,5175,,7f62ddf088c47bc19121fbebba9e3c93aeaffe746ff6243d60ff8cbb7a004234
2026-08-25,2026-08-25,316,317,L,13,Indische Etyma,DŽ,džuto,m,Paar,"< pk. jutta- < ai. yukta- ""vereint""; vgl. hi. jūtā",džuto,head,ingested,,boretzky1994romani:ind:316:L:13,eur,m noun,pair,,,yukta-,linked,10479,10479,,cf4ae38e773a6220a02cdc59313c55f1db5baaf63ecba28d9bd59fa7a64c033a
2026-08-25,2026-08-25,316,317,L,14,Indische Etyma,DŽ,džuv,f,Laus,< ai. yūka-; vgl hi. jũ:,džuv,head,ingested,,boretzky1994romani:ind:316:L:14,eur,f noun,louse,,,yūka-,unmatched,,,,bff256707cf0458d99ec7d59e2263a3e0b85dc733f76ee5752fe6a8213870bb9
2026-08-25,2026-08-25,316,317,L,15,Indische Etyma,DŽ,džuvli,f,Frau,"< ai. yuvati- ""junge Frau""; vgl hi. joī (Turner)",džuvli,head,ingested,,boretzky1994romani:ind:316:L:15,eur,f noun,woman,,,yuvati-,linked,10504,10504,,cb4ae781b993eab2a4aa5387a468a4ae58371d83a304d297adaa7b1e97813107
2026-08-25,2026-08-25,316,317,L,16,Indische Etyma,E,"ekh, jekh",num,ein(s),< mi. ekka- < ai. eka- ?; vgl. hi. ek; vgl. a. pers. yek,ekh,head,ingested,,boretzky1994romani:ind:316:L:16,eur,num uncertain,one,,,eka-,ambiguous,2462 14336,,,5e22c00cb539b9f2e84457852ae847f0cb233396e5463000fbf0976ff6a1cbb3
2026-08-25,2026-08-25,316,317,L,16,Indische Etyma,E,"ekh, jekh",num,ein(s),< mi. ekka- < ai. eka- ?; vgl. hi. ek; vgl. a. pers. yek,jekh,variant,ingested,,boretzky1994romani:ind:316:L:16:variant:2,eur,num alternate uncertain,one,,,eka-,ambiguous,2462 14336,,,5e22c00cb539b9f2e84457852ae847f0cb233396e5463000fbf0976ff6a1cbb3
2026-08-25,2026-08-25,316,317,L,17,Indische Etyma,E,"enderja, venderja",pl,Eingeweide,"neben gr. Herkunft ist möglich ai. antra-/ āntra- ""Eingeweide""",enderja,head,ingested,,boretzky1994romani:ind:316:L:17,eur,pl noun,entrails,,,antra-/,linked,380,380,,d3b4e73d52a93a4952d25d9af4aff7b5fbbed4706c16de4137d1054acd444675
2026-08-25,2026-08-25,316,317,L,17,Indische Etyma,E,"enderja, venderja",pl,Eingeweide,"neben gr. Herkunft ist möglich ai. antra-/ āntra- ""Eingeweide""",venderja,variant,ingested,,boretzky1994romani:ind:316:L:17:variant:2,eur,pl noun alternate,entrails,,,antra-/,linked,380,380,,d3b4e73d52a93a4952d25d9af4aff7b5fbbed4706c16de4137d1054acd444675
2026-08-25,2026-08-25,316,317,L,18,Indische Etyma,F,"feder, fededer",adv komp,besser,"< ai. bhadra- ""glücklich, gut"" + komp (d)er",feder,head,ingested,,boretzky1994romani:ind:316:L:18,eur,adv,better,,,bhadra-,linked,9377,9377,,bd7487dd46c4cab64099b97492633ae0c7f9844328401de70603fc04d0716795
2026-08-25,2026-08-25,316,317,L,18,Indische Etyma,F,"feder, fededer",adv komp,besser,"< ai. bhadra- ""glücklich, gut"" + komp (d)er",fededer,variant,ingested,,boretzky1994romani:ind:316:L:18:variant:2,eur,adv alternate,better,,,bhadra-,linked,9377,9377,,bd7487dd46c4cab64099b97492633ae0c7f9844328401de70603fc04d0716795
2026-08-25,2026-08-25,316,317,L,19,Indische Etyma,F,"fordel, frdel",tr,"werfen, schütteln","< fr-/fər- onomat + del ?; vgl. a. bulg. xvərlja, maked. frla",fordel,head,ingested,,boretzky1994romani:ind:316:L:19,eur,verb tr uncertain,to throw; to shake,,,,no-etymon,,,,b7cb449a32f39938e0be6f68c67e44b10adee42cc9a17c6863eabbcdd0c0e5e0
2026-08-25,2026-08-25,316,317,L,19,Indische Etyma,F,"fordel, frdel",tr,"werfen, schütteln","< fr-/fər- onomat + del ?; vgl. a. bulg. xvərlja, maked. frla",frdel,variant,ingested,,boretzky1994romani:ind:316:L:19:variant:2,eur,verb tr alternate uncertain,to throw; to shake,,,,no-etymon,,,,b7cb449a32f39938e0be6f68c67e44b10adee42cc9a17c6863eabbcdd0c0e5e0
2026-08-25,2026-08-25,316,317,L,20,Indische Etyma,F,fulavel,xref,s. ulavel,,,,crossref,s. ulavel,,,,,,,,,,,see-reference,8db8c4304a6599b92ed320ac055e1bdca9884beb010839ee94099a936b56dd86
2026-08-25,2026-08-25,316,317,L,21,Indische Etyma,G,gad,m,Hemd,"< ai. gātrikā ""Gürtel"" (Valt) u. ai. gātra- ""Glied""; vgl. hi. gāti ""ländliche Bekleidung""",gad,head,ingested,,boretzky1994romani:ind:316:L:21,eur,m noun,shirt,,,gātrikā / gātra-,source-alternatives,4124 14445,,,78f307412f3a71c8d31bdcb98f2d7d3b18c111881cf54771e1bbb6d20057b9a6
2026-08-25,2026-08-25,316,317,R,22,Indische Etyma,G,gadžo,m,Nichtzigeuner,"< ai. gārhya- ""häuslich""; mi. *gajjha-?; nach Sa < gaya- ""Haus(halt)""",gadžo,head,ingested,,boretzky1994romani:ind:316:R:22,eur,m noun uncertain,non-Gypsy,,,gārhya-,unmatched,,,,f0bb0a22efbed951a2a1accb3c041a6c4839428fed4330a3cfac68f7345832fe
2026-08-25,2026-08-25,316,317,R,23,Indische Etyma,G,garavel,tr,verstecken,"< ai. *gaḍḍ-; vgl. hi. gārnā ""drücken, pressen"", vgl. maithilī gaṛab-",garavel,head,ingested,,boretzky1994romani:ind:316:R:23,eur,verb tr,to hide,,,*gaḍḍ-,ambiguous,3979 3980,,,e2d1b81ed22ca67fed56015ba533a28325894b9813893b34afd58258ada1bafe
2026-08-25,2026-08-25,316,317,R,24,Indische Etyma,G,gav,m,Dorf,< pk. gāma- < ai. grāma-; vgl. hi. gã:v,gav,head,ingested,,boretzky1994romani:ind:316:R:24,eur,m noun,village,,,grāma-,linked,4368,4368,,e388720aad3ba532cccb3555c19f9c74a12107b6cbaceb6ca327de1fcac7e5c6
2026-08-25,2026-08-25,316,317,R,25,Indische Etyma,G,gelo,prät zu džal,,< ai. gata-; vgl. hi. gayā,gelo,head,ingested,,boretzky1994romani:ind:316:R:25,eur,verb pret,went (preterite of džal),,,gata-,linked,4008,4008,label doubles as the gloss: preterite of džal,e0cfcc2ffb3d509321b829d2e46ff25604c0171cf2b74fa5b05c41181839f863
2026-08-25,2026-08-25,316,317,R,26,Indische Etyma,G,ger,m,Krätze,"< ai. gara-/*garu- Krankheit; vgl. hi. gar ""Kratzen im Hals"" (Turner)",ger,head,ingested,,boretzky1994romani:ind:316:R:26,eur,m noun,scabies,,,gara-/*garu-,source-alternatives,4034 4035 4039 4040,,,1642f5cfaf66a9b21b5b8b0b8a2a23c0fdca168a19da6f1a7809991acbd80833
2026-08-25,2026-08-25,316,317,R,27,Indische Etyma,G,"gero adj arm, goro",m,(Rozw) Bauer; (Sinti) Verstorbener,"ohne Etym.; kaum zu gr. ἱερός ""heilig""",gero,head,ingested,,boretzky1994romani:ind:316:R:27,eur,adj,poor,,,,no-etymon,,,,3ae23bc5f0831cfde682282600eac14ba5581c1f950864a30b0e5456108ecc59
2026-08-25,2026-08-25,316,317,R,27,Indische Etyma,G,"gero adj arm, goro",m,(Rozw) Bauer; (Sinti) Verstorbener,"ohne Etym.; kaum zu gr. ἱερός ""heilig""",goro,sibling,ingested,,boretzky1994romani:ind:316:R:27:sibling:2,eur,m noun,peasant,Rozw,rozwadowski1936zakopane,,no-etymon,,,,3ae23bc5f0831cfde682282600eac14ba5581c1f950864a30b0e5456108ecc59
2026-08-25,2026-08-25,316,317,R,27,Indische Etyma,G,"gero adj arm, goro",m,(Rozw) Bauer; (Sinti) Verstorbener,"ohne Etym.; kaum zu gr. ἱερός ""heilig""",goro,sibling,ingested,,boretzky1994romani:ind:316:R:27:sibling:3,RomSint,m noun,dead person,Sinti,,,no-etymon,,,,3ae23bc5f0831cfde682282600eac14ba5581c1f950864a30b0e5456108ecc59
2026-08-25,2026-08-25,316,317,R,28,Indische Etyma,G,geš,m,Bruder des Mannes (Heinschink),"< ai. jyeṣṭha- Ältester, ältester Bruder",geš,head,ingested,,boretzky1994romani:ind:316:R:28,eur,m noun,husband's brother,,,jyeṣṭha-,ambiguous,5286 14525,,,3da7b9e4ec4bc7627d3460da5b89f2a400a3eb7e6209d217922bf6cc71330d64
2026-08-25,2026-08-25,316,317,R,29,Indische Etyma,G,geštani (Heinschink)/džextani (Thesleff),f,Schwester des Mannes,< ai. *jyeṣṭhajāni Frau des älteren Bruders,geštani,head,ingested,,boretzky1994romani:ind:316:R:29,eur,f noun,husband's sister,Heinschink,heinschink1989izmir,*jyeṣṭhajāni,linked,5287,5287,,0aaedbe69938c483c27f8fdf2a488e5c5cd11991e8166f6e8cd0ce5277284e43
2026-08-25,2026-08-25,316,317,R,29,Indische Etyma,G,geštani (Heinschink)/džextani (Thesleff),f,Schwester des Mannes,< ai. *jyeṣṭhajāni Frau des älteren Bruders,džextani,variant,ingested,,boretzky1994romani:ind:316:R:29:variant:2,eur,f noun alternate,husband's sister,Thesleff,thesleff1901finnland,*jyeṣṭhajāni,linked,5287,5287,,0aaedbe69938c483c27f8fdf2a488e5c5cd11991e8166f6e8cd0ce5277284e43
2026-08-25,2026-08-25,316,317,R,30,Indische Etyma,G,gilabel,tr,"singen, lesen",< ai. *gīta-payati ?; nicht direkt ai. gāyati,gilabel,head,ingested,,boretzky1994romani:ind:316:R:30,eur,verb tr uncertain,to sing; to read,,,*gīta-payati,unmatched,,,,475e31eaa3db10373e4fd6f2c76d97dbc43348460580f7997b43db688bbf9036
2026-08-25,2026-08-25,316,317,R,31,Indische Etyma,G,gili,f,Lied,pa. gītikā < ai. gīti-,gili,head,ingested,,boretzky1994romani:ind:316:R:31,eur,f noun,song,,,gīti-,linked,4168,4168,,60240c27a60d1128e2c7ae123c9c5755b1c4eb4e14f82201756069d5405cd27c
2026-08-25,2026-08-25,316,317,R,32,Indische Etyma,G,gin,m,Zahl,"< ai. gaṇa- ""Menge""",gin,head,ingested,,boretzky1994romani:ind:316:R:32,eur,m noun,number,,,gaṇa-,linked,3988,3988,,4190f4a3a9ec80cb09cebdd16a55173690a411288a9c36a5ed46769034656486
2026-08-25,2026-08-25,316,317,R,33,Indische Etyma,G,ginel,tr,zählen,"< pk. gaṇeti < ai. gaṇayati ""zählen""; vgl. hi. ginnā",ginel,head,ingested,,boretzky1994romani:ind:316:R:33,eur,verb tr,to count,,,gaṇayati,ambiguous,3993 14440,,,363b5694f0b8c529677c5cc53e24c5b1d3123f9ec38c8f4ead9b1cc68c598b76
2026-08-25,2026-08-25,316,317,R,34,Indische Etyma,G,giv,m,"Getreide, Weizen","< pk. gohūma- < ai. godhūma- ""Weizen""; vgl. hi. gohũ: u. gehũ:",giv,head,ingested,,boretzky1994romani:ind:316:R:34,eur,m noun,grain; wheat,,,godhūma-,linked,4287,4287,,bbaf4aaff450aae1c3a5257e2b2e8a1dbdb3c8d23d35e7ac704fbc0b11ad56d9
2026-08-25,2026-08-25,316,317,R,35,Indische Etyma,G,godi,f,"Gehirn, Vernunft","< ai. gorda-/gordha- ""Hirn"", vgl. oṛiyā goda",godi,head,ingested,,boretzky1994romani:ind:316:R:35,eur,f noun,brain; reason,,,gorda-/gordha-,source-alternatives,4314 14456,,,2bb08b09fae3e367bd3476146c2d1849f718fcb541c2565aba4c58d048595e9b
2026-08-25,2026-08-25,316,317,R,36,Indische Etyma,G,godli,f,"(Sa, Sinti) Lärm","vgl. hi. gālī denā ""beleidigen, schelten""",godli,head,ingested,,boretzky1994romani:ind:316:R:36,RomSint,f noun,noise,Sa Sinti,sampson1926welsh,,no-etymon,,,,e640660bfb3a6f56cbd3065d5e86bdd2f203e013ddc7fc427290a13d8baadd5a
2026-08-25,2026-08-25,316,317,R,37,Indische Etyma,G,godźaver,adj,klug,< ai. *gordha-bhara- ?; vgl. godi,godźaver,head,ingested,,boretzky1994romani:ind:316:R:37,eur,adj uncertain,clever,,,*gordha-bhara-,unmatched,,,,c36efef3d4ebbcd892da6c4ce650868466b6e966b00563cbaa8525c534c288e3
2026-08-25,2026-08-25,316,317,R,38,Indische Etyma,G,goj,f,Wurst,"< ai. guḍa- ""Bällchen, Kern"" ?",goj,head,ingested,,boretzky1994romani:ind:316:R:38,eur,f noun uncertain,sausage,,,guḍa-,ambiguous,4181 4182,,,51252f2865edbc7287df4e7fd661f15b1b1593193ef0d3835cb9c6f0332e7982
2026-08-25,2026-08-25,316,317,R,39,Indische Etyma,G,gono,m,"Sack, Tasche","< pa. goṇaka- ""wollene Matte""; ai. goṇi- ""Sack""; vgl. hi. gon (Turner)",gono,head,ingested,,boretzky1994romani:ind:316:R:39,eur,m noun,sack; bag,,,goṇi-,unmatched,,,,49e5522a45bc5935f0390a515988f4a616cd95492e6da749dd608fcca96f58f4
2026-08-25,2026-08-25,316,317,R,40,Indische Etyma,G,goro,xref,s. gero,,,,crossref,s. gero,,,,,,,,,,,see-reference,da9750429b4405b6376b25fc7deaad6403d2fcdbcd2210b4cc2ee81383f93b59
2026-08-25,2026-08-25,316,317,R,41,Indische Etyma,G,gošni,f,Dung,"< ai. goviṣ- ""Kuhdung"" + n-Suffix",gošni,head,ingested,,boretzky1994romani:ind:316:R:41,eur,f noun,dung,,,goviṣ-,unmatched,,,,1654bc7817558fb2cdeb00fc5a02f46d5cf11599437b42e8db9b7220ae970905
2026-08-25,2026-08-25,317,318,L,01,Indische Etyma,G,"gudlo, guglo",adj,süß,"< ai. *guḍala-; vgl. ai. guḍa- ""Melasse""; vgl. hi. guṛ ""Rohzucker""",gudlo,head,ingested,,boretzky1994romani:ind:317:L:01,eur,adj,sweet,,,*guḍala-,unmatched,,,,1ecf906222d4143ad53517b5c058301abbf49a008c9eea266d0d041b617b8ee3
2026-08-25,2026-08-25,317,318,L,01,Indische Etyma,G,"gudlo, guglo",adj,süß,"< ai. *guḍala-; vgl. ai. guḍa- ""Melasse""; vgl. hi. guṛ ""Rohzucker""",guglo,variant,ingested,,boretzky1994romani:ind:317:L:01:variant:2,eur,adj alternate,sweet,,,*guḍala-,unmatched,,,,1ecf906222d4143ad53517b5c058301abbf49a008c9eea266d0d041b617b8ee3
2026-08-25,2026-08-25,317,318,L,02,Indische Etyma,G,guruv,m,Rind,"< pk. gorūva- < ai. garūpa- ""kuhförmig""; vgl. hi. gorū",guruv,head,ingested,,boretzky1994romani:ind:317:L:02,eur,m noun,head of cattle,,,garūpa-,unmatched,,,,236499f9e9a1a0152929c72b1065405448576f9e7bbb75c6dbe6357efd188de8
2026-08-25,2026-08-25,317,318,L,03,Indische Etyma,H,"haćarel, haljarel, haljovel",tr,"verstehen, fühlen, bemerken","< ai. ākhyā- ""erklären, mitteilen"" ?; vgl. So hačel",haćarel,head,ingested,,boretzky1994romani:ind:317:L:03,eur,verb tr uncertain,to understand; to feel; to notice,,,ākhyā-,unmatched,,,,0bfc36e721d1b10ee37e06b2645f80bbcffca13454987ae252bcfd48adabb515
2026-08-25,2026-08-25,317,318,L,03,Indische Etyma,H,"haćarel, haljarel, haljovel",tr,"verstehen, fühlen, bemerken","< ai. ākhyā- ""erklären, mitteilen"" ?; vgl. So hačel",haljarel,variant,ingested,,boretzky1994romani:ind:317:L:03:variant:2,eur,verb tr alternate uncertain,to understand; to feel; to notice,,,ākhyā-,unmatched,,,,0bfc36e721d1b10ee37e06b2645f80bbcffca13454987ae252bcfd48adabb515
