Stable_Key,Installed_Key,PDF_Page,Printed_Page,Column,Entry_Ordinal,OCR_Form,Legacy_Form,Method,Score
berger:p142:c1:e003,berger-entry-2698-dialect-1,75,142,1,3,gaçhé,gaçé,unique-page-form,0.8889
berger:p142:c1:e004,berger-entry-2699,75,142,1,4,gáda,gáda,page-sequence,1.0000
berger:p142:c1:e006,berger-entry-2702,75,142,1,6,gágan,gaíṅe,page-sequence,0.6000
berger:p142:c1:e007,berger-entry-2703,75,142,1,7,gagár,gajarí,page-sequence,0.7273
berger:p142:c1:e008,berger-entry-2704,75,142,1,8,gagáś,gaján,page-sequence,0.6000
berger:p142:c1:e010,berger-entry-2700,75,142,1,10,gaíltin,gaíltin,unique-page-form,1.0000
berger:p142:c2:e001,berger-entry-2705,75,142,2,1,gaját,gaját,page-sequence,1.0000
berger:p142:c2:e002,berger-entry-2707,75,142,2,2,gijíṭ,gijíṭ,page-sequence,1.0000
berger:p142:c2:e003,berger-entry-2708,75,142,2,3,gujút,gujút,page-sequence,1.0000
berger:p142:c2:e004,berger-entry-2710,75,142,2,4,gujūūṭo,gujūūṭo,page-sequence,1.0000
berger:p142:c2:e005,berger-entry-2712,75,142,2,5,gajáṭi,gajáṭi,page-sequence,1.0000
berger:p142:c2:e006,berger-entry-2714,75,142,2,6,gakáay,gakáay,page-sequence,1.0000
berger:p142:c2:e007,berger-entry-2716,75,142,2,7,gakáći,gakáći,page-sequence,1.0000
berger:p142:c2:e008,berger-entry-2719,75,142,2,8,gakás,gakás,page-sequence,1.0000
berger:p142:c2:e009,berger-entry-2721,75,142,2,9,gakát,gakátan,page-sequence,0.8333
berger:p143:c1:e001,berger-entry-2726-attached-1046-1,75,143,1,1,igal,gal,unique-page-form,0.8571
berger:p143:c1:e002,berger-entry-2722,75,143,1,2,gal,gáai,page-sequence,0.5714
berger:p143:c1:e003,berger-entry-2727,75,143,1,3,gal,gále,page-sequence,0.8571
berger:p143:c1:e004,berger-entry-2728,75,143,1,4,gál- -j-,gal,page-sequence,0.8571
berger:p143:c1:e005,berger-entry-2732,75,143,1,5,yál- -j-,gál- -j-,page-sequence,0.7500
berger:p143:c2:e001,berger-entry-2734,75,143,2,1,+:-yal-,yál- -j-,page-sequence,0.8571
berger:p143:c2:e002,berger-entry-2737,75,143,2,2,galaánç,galaánç,page-sequence,1.0000
berger:p143:c2:e003,berger-entry-2738,75,143,2,3,galaáti,galaáti,page-sequence,1.0000
berger:p143:c2:e004,berger-entry-2739,75,143,2,4,galabán,galabán,page-sequence,1.0000
berger:p143:c2:e005,berger-entry-2740,75,143,2,5,gálći,gálći,page-sequence,1.0000
berger:p143:c2:e006,berger-entry-2741,75,143,2,6,galdahúut,galdahúut,page-sequence,1.0000
berger:p143:c2:e007,berger-entry-2742,75,143,2,7,gáldir,gáldir,page-sequence,1.0000
berger:p143:c2:e008,berger-entry-2744,75,143,2,8,galeéy,galeéy,page-sequence,1.0000
berger:p143:c2:e009,berger-entry-2745,75,143,2,9,galgí,galgí,page-sequence,1.0000
berger:p143:c2:e010,berger-entry-2746,75,143,2,10,gáli,gáli,page-sequence,1.0000
berger:p144:c1:e001,berger-entry-2747,76,144,1,1,gatú,gatú,page-sequence,1.0000
berger:p144:c1:e004,berger-entry-2749,76,144,1,4,méqat,méqat,page-sequence,1.0000
berger:p144:c1:e005,berger-entry-2754-attached-1315-1,76,144,1,5,gali,gáliħ,unique-page-form,1.0000
berger:p144:c1:e007,berger-entry-2753,76,144,1,7,galiá,galiá,page-sequence,1.0000
berger:p144:c1:e008,berger-entry-2754,76,144,1,8,gáliùů,gáliùů,page-sequence,1.0000
berger:p144:c1:e009,berger-entry-2755,76,144,1,9,gálja- -ć-,gálja- -ć-,page-sequence,1.0000
berger:p144:c1:e010,berger-entry-2756,76,144,1,10,galt,galt,page-sequence,1.0000
berger:p144:c2:e001,berger-entry-2758,76,144,2,1,galtgúin,galt ét-,page-sequence,0.5714
berger:p144:c2:e002,berger-entry-2760,76,144,2,2,gálći,galt bisá-,page-sequence,0.6154
berger:p144:c2:e003,berger-entry-2763,76,144,2,3,galtár,galt éspas-,page-sequence,0.6667
berger:p144:c2:e004,berger-entry-2770,76,144,2,4,galtáś,galtár,page-sequence,0.8333
berger:p144:c2:e005,berger-entry-2771,76,144,2,5,galtgúin,galtáś,page-sequence,0.5714
berger:p144:c2:e006,berger-entry-2774,76,144,2,6,galtór,galtór,page-sequence,1.0000
berger:p144:c2:e007,berger-entry-2776,76,144,2,7,gáman-giáman,gáman-giáman,page-sequence,1.0000
berger:p144:c2:e008,berger-entry-2778,76,144,2,8,gambúri,gambúri,page-sequence,1.0000
berger:p145:c1:e001,berger-entry-2786,76,145,1,1,gamúi,gamúi,page-sequence,1.0000
berger:p145:c1:e002,berger-entry-2789,76,145,1,2,gamúim,gamúim,page-sequence,1.0000
berger:p145:c1:e003,berger-entry-2790,76,145,1,3,gan,gan,page-sequence,1.0000
berger:p145:c2:e001,berger-entry-2794,76,145,2,1,gántali,gántali,page-sequence,1.0000
berger:p145:c2:e002,berger-entry-2797,76,145,2,2,gan,gán- gái-,page-sequence,0.6667
berger:p145:c2:e003,berger-entry-2798,76,145,2,3,gán- gái-,gan,page-sequence,0.6667
berger:p146:c1:e001,berger-entry-2810,77,146,1,1,gánċčil,gánċčil ní-,page-sequence,0.8750
berger:p146:c1:e002,berger-entry-2814,77,146,1,2,gānç,gānç,page-sequence,1.0000
berger:p146:c1:e003,berger-entry-2815,77,146,1,3,gandá,gandá,page-sequence,1.0000
berger:p146:c1:e004,berger-entry-2816,77,146,1,4,gandál,gandál,page-sequence,1.0000
berger:p146:c1:e005,berger-entry-2850-dialect-1,77,146,1,5,gáne,garé,unique-page-form,0.7500
berger:p146:c1:e006,berger-entry-2817,77,146,1,6,gane,gáne,page-sequence,1.0000
berger:p146:c1:e007,berger-entry-2819,77,146,1,7,gángan -mán-,gángan -mán-,page-sequence,1.0000
berger:p146:c1:e008,berger-entry-2820,77,146,1,8,gan-giánum,gan-giánum,page-sequence,1.0000
berger:p146:c1:e009,berger-entry-2821,77,146,1,9,gáni,gáni,page-sequence,1.0000
berger:p146:c2:e002,berger-entry-2823,77,146,2,2,gantá,gantá,page-sequence,1.0000
berger:p146:c2:e003,berger-entry-2824,77,146,2,3,gantí,gantí,page-sequence,1.0000
berger:p146:c2:e004,berger-entry-2825,77,146,2,4,gáħṅar,gáħṅar,page-sequence,1.0000
berger:p146:c2:e005,berger-entry-2826,77,146,2,5,gáṅas,gáṅas,page-sequence,1.0000
berger:p146:c2:e006,berger-entry-2817-dialect-1,77,146,2,6,gáņi,gandí,unique-page-form,0.8889
berger:p146:c2:e007,berger-entry-2828,77,146,2,7,gáħùphuri,gáħùphuri,page-sequence,1.0000
berger:p146:c2:e008,berger-entry-2829,77,146,2,8,gap,gap,page-sequence,1.0000
berger:p146:c2:e009,berger-entry-2830,77,146,2,9,gápkiś,gápkiś,page-sequence,1.0000
berger:p146:c2:e010,berger-entry-2831,77,146,2,10,gapá,gapá,page-sequence,1.0000
berger:p146:c2:e011,berger-entry-2832,77,146,2,11,gapál,gapál,page-sequence,1.0000
berger:p146:c2:e012,berger-entry-2833,77,146,2,12,gapánċkiś,gapánċkiś,page-sequence,1.0000
berger:p146:c2:e014,berger-entry-2844,77,146,2,14,gar,garás,unique-page-form,0.7500
berger:p147:c1:e001,berger-entry-2836,77,147,1,1,gar ét-,gar ét-,page-sequence,1.0000
berger:p147:c1:e003,berger-entry-2838,77,147,1,3,gar,gárkuin,page-sequence,0.6000
berger:p147:c1:e004,berger-entry-2839,77,147,1,4,gáre,gárkus,page-sequence,0.6000
berger:p147:c1:e010,berger-entry-2840,77,147,1,10,harálćimo,garáali,page-sequence,0.6250
berger:p147:c1:e013,berger-entry-2841,77,147,1,13,garáari,garáari,page-sequence,1.0000
berger:p147:c1:e014,berger-entry-2843,77,147,1,14,garáarie,garadi,page-sequence,0.7143
berger:p147:c2:e001,berger-entry-2847,77,147,2,1,gáraṭłkiś,gáraṭłkiś,page-sequence,1.0000
berger:p147:c2:e002,berger-entry-2848,77,147,2,2,garból,garból,page-sequence,1.0000
berger:p147:c2:e003,berger-entry-2849,77,147,2,3,garbúlut,garbúlut,page-sequence,1.0000
berger:p147:c2:e004,berger-entry-2850,77,147,2,4,garéi,garéi,page-sequence,1.0000
berger:p147:c2:e005,berger-entry-2851,77,147,2,5,garéltum,garéltum,page-sequence,1.0000
berger:p147:c2:e006,berger-entry-2852,77,147,2,6,garéysi,garéysi,page-sequence,1.0000
berger:p147:c2:e007,berger-entry-2853,77,147,2,7,gargaár t-,gargaár t-,page-sequence,1.0000
berger:p147:c2:e008,berger-entry-2854,77,147,2,8,gagaár,gagaár,page-sequence,1.0000
berger:p147:c2:e009,berger-entry-2855,77,147,2,9,gárgariů,gárgariů,page-sequence,1.0000
berger:p147:c2:e010,berger-entry-2856,77,147,2,10,garí,garí,page-sequence,1.0000
berger:p148:c1:e001,berger-entry-2858,78,148,1,1,garíiċumo,garíiċumo,page-sequence,1.0000
berger:p148:c1:e002,berger-entry-2859,78,148,1,2,gark,gark,page-sequence,1.0000
berger:p148:c1:e004,berger-entry-2862,78,148,1,4,garmá,garmá,page-sequence,1.0000
berger:p148:c1:e005,berger-entry-2863,78,148,1,5,gármaṭtiù,gármaṭtiù,page-sequence,1.0000
berger:p148:c1:e006,berger-entry-2864,78,148,1,6,gármun,gármun,page-sequence,1.0000
berger:p148:c1:e007,berger-entry-2865,78,148,1,7,garnéet,garnéet,page-sequence,1.0000
berger:p148:c1:e008,berger-entry-2866,78,148,1,8,garóoli,garóoli,page-sequence,1.0000
berger:p148:c2:e001,berger-entry-2867,78,148,2,1,garoóno,garoóno,page-sequence,1.0000
berger:p148:c2:e002,berger-entry-2868,78,148,2,2,garoóni-muċ,garoóni-muċ,page-sequence,1.0000
berger:p148:c2:e004,berger-entry-2870,78,148,2,4,garúki,garúki,page-sequence,1.0000
berger:p148:c2:e005,berger-entry-2871,78,148,2,5,garúmo,garúmo,page-sequence,1.0000
berger:p148:c2:e006,berger-entry-2872,78,148,2,6,garúkus,garúkus,page-sequence,1.0000
berger:p148:c2:e007,berger-entry-2873,78,148,2,7,garúm,garúm,page-sequence,1.0000
berger:p148:c2:e008,berger-entry-2875,78,148,2,8,garúmo,garúrum,page-sequence,0.7692
berger:p148:c2:e009,berger-entry-2877,78,148,2,9,garúrum,garúrumkuś,page-sequence,0.8235
berger:p149:c1:e004,berger-entry-2878,78,149,1,4,garúmkugś,garúmkugś,page-sequence,1.0000
berger:p149:c1:e006,berger-entry-2879,78,149,1,6,(garú,garúśimo,page-sequence,0.6667
berger:p149:c1:e007,berger-entry-2881,78,149,1,7,garúšimo,gáski,page-sequence,0.6154
berger:p149:c2:e001,berger-entry-2885,78,149,2,1,gasúr,gasúndar,page-sequence,0.7692
berger:p149:c2:e002,berger-entry-2886,78,149,2,2,gas,gasúr,page-sequence,0.7500
berger:p149:c2:e003,berger-entry-2888,78,149,2,3,gaśárum,gaśárum,page-sequence,1.0000
berger:p149:c2:e004,berger-entry-2889,78,149,2,4,gaí,gaí,page-sequence,1.0000
berger:p149:c2:e005,berger-entry-2890,78,149,2,5,gaśk,gaśk,page-sequence,1.0000
berger:p149:c2:e006,berger-entry-2891,78,149,2,6,gaśkúr,gaśkúr,page-sequence,1.0000
berger:p149:c2:e007,berger-entry-2892,78,149,2,7,gaśoő,gaśoő,page-sequence,1.0000
berger:p150:c1:e002,berger-entry-2894,79,150,1,2,giśgáś,giśgáś,page-sequence,1.0000
berger:p150:c1:e003,berger-entry-2895,79,150,1,3,gaśoóno,gaśoóno,page-sequence,1.0000
berger:p150:c1:e004,berger-entry-2896,79,150,1,4,gaśánç,gaśánç,page-sequence,1.0000
berger:p150:c1:e006,berger-entry-2897,79,150,1,6,gaśúuro,gaśúuro,page-sequence,1.0000
berger:p150:c1:e008,berger-entry-2899,79,150,1,8,gat,gat,page-sequence,1.0000
berger:p150:c1:e009,berger-entry-2900,79,150,1,9,gátkiś,gátkiś,page-sequence,1.0000
berger:p150:c1:e010,berger-entry-2902,79,150,1,10,?gat,gat óos-,page-sequence,0.6667
berger:p150:c2:e002,berger-entry-2904,79,150,2,2,gatgúin,gatgúin,page-sequence,1.0000
berger:p150:c2:e005,berger-entry-2907,79,150,2,5,gatál,gatál,page-sequence,1.0000
berger:p150:c2:e006,berger-entry-2908,79,150,2,6,gatámur- -ćć-,gatámur- -ćć-,page-sequence,1.0000
berger:p150:c2:e007,berger-entry-2910,79,150,2,7,du-yátamur-,du-yátamur-,page-sequence,1.0000
berger:p151:c1:e001,berger-entry-2912,79,151,1,1,gatgátulo,gatgát,page-sequence,0.8000
berger:p151:c1:e002,berger-entry-2913,79,151,1,2,gatgátulo hurút-,gatgátulo hurút-,page-sequence,1.0000
berger:p151:c1:e005,berger-entry-2915,79,151,1,5,gáti,gáṭi,page-sequence,1.0000
berger:p151:c1:e006,berger-entry-2916,79,151,1,6,gáti-gáṭti,gīṭi-gāāṭi,page-sequence,0.7778
berger:p151:c1:e013,berger-entry-2918,79,151,1,13,gatíś dél-,galís,page-sequence,0.6154
berger:p151:c2:e001,berger-entry-2919,79,151,2,1,gáṭļukus,gáłkis,page-sequence,0.6154
berger:p151:c2:e003,berger-entry-2920,79,151,2,3,gayú,gátkus,page-sequence,0.6000
berger:p151:c2:e004,berger-entry-2924,79,151,2,4,gaąyúso,gaąyúso,page-sequence,1.0000
berger:p151:c2:e005,berger-entry-2925,79,151,2,5,gaz,gaz,page-sequence,1.0000
berger:p151:c2:e006,berger-entry-2926,79,151,2,6,ge,ge,page-sequence,1.0000
berger:p151:c2:e007,berger-entry-2927,79,151,2,7,géċhi,géċhi,page-sequence,1.0000
berger:p151:c2:e008,berger-entry-2928,79,151,2,8,gećx,gećx,page-sequence,1.0000
berger:p151:c2:e009,berger-entry-2929,79,151,2,9,geéi,geéi,page-sequence,1.0000
berger:p151:c2:e010,berger-entry-2930,79,151,2,10,geéltin,geéltin,page-sequence,1.0000
berger:p152:c1:e001,berger-entry-2931,80,152,1,1,géesgus,géesgus,page-sequence,1.0000
berger:p152:c1:e002,berger-entry-2932,80,152,1,2,géeskus,géeskus,page-sequence,1.0000
berger:p152:c1:e003,berger-entry-2934,80,152,1,3,geéś,geéś,page-sequence,1.0000
berger:p152:c1:e004,berger-entry-2935,80,152,1,4,geéśkiś,geéśkiś,page-sequence,1.0000
berger:p152:c1:e005,berger-entry-2936,80,152,1,5,geéśo,geéśo,page-sequence,1.0000
berger:p152:c1:e007,berger-entry-2938,80,152,1,7,genċál,genċál,page-sequence,1.0000
berger:p152:c1:e008,berger-entry-2939,80,152,1,8,géùiś,géùiś,page-sequence,1.0000
berger:p152:c1:e009,berger-entry-2940,80,152,1,9,giá-,giá-,page-sequence,1.0000
berger:p152:c1:e010,berger-entry-2943,80,152,1,10,gidíu ét-,gidíu ét-,unique-page-form,1.0000
berger:p152:c2:e002,berger-entry-2941,80,152,2,2,gígir,di-gía-,page-sequence,0.6000
berger:p152:c2:e003,berger-entry-2942,80,152,2,3,giír-gaár,giáami,page-sequence,0.5714
berger:p152:c2:e004,berger-entry-2944,80,152,2,4,gíiri,gígir,page-sequence,0.8000
berger:p152:c2:e008,berger-entry-2945,80,152,2,8,gíkso,gíkso,page-sequence,1.0000
berger:p152:c2:e009,berger-entry-2946,80,152,2,9,gikín,gikín,page-sequence,1.0000
berger:p152:c2:e011,berger-entry-2948,80,152,2,11,gilá,gilá,page-sequence,1.0000
berger:p152:c2:e012,berger-entry-2949,80,152,2,12,giláas,giláas,page-sequence,1.0000
berger:p152:c2:e013,berger-entry-2954,80,152,2,13,giláas,gili,page-sequence,0.6000
berger:p153:c1:e003,berger-entry-2956,80,153,1,3,gilgíin,gilíiginum,page-sequence,0.7059
berger:p153:c1:e008,berger-entry-2957,80,153,1,8,gili,gilínum,page-sequence,0.7273
berger:p153:c1:e015,berger-entry-2959,80,153,1,15,gundarú,gundarú,page-sequence,1.0000
berger:p153:c2:e001,berger-entry-2964,80,153,2,1,giṅgíphar,giṅgíphar,page-sequence,1.0000
berger:p153:c2:e004,berger-entry-2965,80,153,2,4,gir,gir,page-sequence,1.0000
berger:p154:c1:e001,berger-entry-2970,81,154,1,1,gir- -ć-,gir- -ć-,page-sequence,1.0000
berger:p154:c1:e002,berger-entry-2971,81,154,1,2,giráća-,giráća-,page-sequence,1.0000
berger:p154:c1:e003,berger-entry-2972,81,154,1,3,girámkuč,girámkuč,page-sequence,1.0000
berger:p154:c1:e004,berger-entry-2973,81,154,1,4,girán,girán,page-sequence,1.0000
berger:p154:c1:e005,berger-entry-2974,81,154,1,5,girát- -ráś-,girát- -ráś-,page-sequence,1.0000
berger:p154:c1:e006,berger-entry-2976,81,154,1,6,girat-,girat-,page-sequence,1.0000
berger:p154:c1:e007,berger-entry-2977,81,154,1,7,girćá,girćá,page-sequence,1.0000
berger:p154:c2:e001,berger-entry-2991-dialect-1,81,154,2,1,girgin,girmín-,unique-page-form,0.8333
berger:p154:c2:e002,berger-entry-2980-dialect-1,81,154,2,2,gírgir,girgir,unique-page-form,1.0000
berger:p154:c2:e003,berger-entry-2979,81,154,2,3,gírgir,gírgir,page-sequence,1.0000
berger:p154:c2:e004,berger-entry-2981,81,154,2,4,girgíś,girgíś,page-sequence,1.0000
berger:p154:c2:e005,berger-entry-2982,81,154,2,5,girí,girí,page-sequence,1.0000
berger:p154:c2:e006,berger-entry-2984,81,154,2,6,giríu,giríu,page-sequence,1.0000
berger:p154:c2:e007,berger-entry-2985,81,154,2,7,giríto,giríto,page-sequence,1.0000
berger:p154:c2:e008,berger-entry-2986,81,154,2,8,gírkiċ,gírkiċ,page-sequence,1.0000
berger:p155:c1:e003,berger-entry-2987,81,155,1,3,gírkis,gíirkis,page-sequence,0.9231
berger:p155:c1:e004,berger-entry-2989,81,155,1,4,spec,spec,page-sequence,1.0000
berger:p155:c1:e005,berger-entry-2990,81,155,1,5,gírkiċ,girmíċhil,page-sequence,0.6667
berger:p155:c1:e009,berger-entry-2991,81,155,1,9,nukírmin,girmín- -míi-,page-sequence,0.5882
berger:p155:c1:e010,berger-entry-2992,81,155,1,10,girmínum,girmin-,page-sequence,0.8571
berger:p155:c2:e001,berger-entry-2993,81,155,2,1,git,girmíṭt,page-sequence,0.6000
berger:p155:c2:e002,berger-entry-2996,81,155,2,2,giúus,gisá-,page-sequence,0.6667
berger:p155:c2:e003,berger-entry-3003,81,155,2,3,gíy- giç-,gíy- giç-,page-sequence,1.0000
berger:p155:c2:e004,berger-entry-3004,81,155,2,4,giá- -ć-,giá- -ć-,page-sequence,1.0000
berger:p156:c1:e003,berger-entry-3011,82,156,1,3,d-ú-guy- -ç-,d-ú-guy- -ç-,page-sequence,1.0000
berger:p156:c1:e004,berger-entry-3012,82,156,1,4,giyáas,giyáas,page-sequence,1.0000
berger:p156:c1:e005,berger-entry-3014,82,156,1,5,giyáaśiski,giyáaśiski,page-sequence,1.0000
berger:p156:c1:e006,berger-entry-3015,82,156,1,6,giyál,giyál,page-sequence,1.0000
berger:p156:c2:e001,berger-entry-3020,82,156,2,1,giyált,giyált,page-sequence,1.0000
berger:p156:c2:e004,berger-entry-3021,82,156,2,4,giyumaár,giyumaár,page-sequence,1.0000
berger:p156:c2:e005,berger-entry-3022,82,156,2,5,giyumaáro,giyumaáro,page-sequence,1.0000
berger:p156:c2:e006,berger-entry-3023,82,156,2,6,gong,gong,page-sequence,1.0000
berger:p156:c2:e007,berger-entry-3024,82,156,2,7,gó-,gó-,page-sequence,1.0000
berger:p156:c2:e008,berger-entry-3025,82,156,2,8,góċčil,góċčil,page-sequence,1.0000
berger:p156:c2:e009,berger-entry-3026,82,156,2,9,gódar,gódar,page-sequence,1.0000
berger:p157:c1:e008,berger-entry-3029-dialect-1,82,157,1,8,durchbrochen,durchbrochen,unique-page-form,1.0000
berger:p157:c1:e009,berger-entry-3029,82,157,1,9,gom ét-,gom,page-sequence,0.7500
berger:p157:c1:e014,berger-entry-3030,82,157,1,14,gon,gon,page-sequence,1.0000
berger:p157:c1:e019,berger-entry-3038-dialect-1,82,157,1,19,gon éet-,gónśere,unique-page-form,0.7692
berger:p157:c2:e001,berger-entry-3033,82,157,2,1,gon,gon,page-sequence,1.0000
berger:p157:c2:e002,berger-entry-3036,82,157,2,2,gonjil,gonjil,page-sequence,1.0000
berger:p157:c2:e003,berger-entry-3037,82,157,2,3,góno,góno,page-sequence,1.0000
berger:p157:c2:e004,berger-entry-3038,82,157,2,4,gónśare,gónśare,page-sequence,1.0000
berger:p157:c2:e005,berger-entry-3039,82,157,2,5,gónśarmo,gónśarmo,page-sequence,1.0000
berger:p157:c2:e006,berger-entry-3040,82,157,2,6,gőo-,gőo-,page-sequence,1.0000
berger:p157:c2:e007,berger-entry-3041,82,157,2,7,goó- -ć-,goó- -ć-,page-sequence,1.0000
berger:p157:c2:e008,berger-entry-3042,82,157,2,8,goón,goón,page-sequence,1.0000
berger:p158:c1:e001,berger-entry-3044,83,158,1,1,goór,goór,page-sequence,1.0000
berger:p158:c1:e002,berger-entry-3045,83,158,1,2,goorá,goorá,page-sequence,1.0000
berger:p158:c1:e003,berger-entry-3046,83,158,1,3,góos,góos,page-sequence,1.0000
berger:p158:c1:e004,berger-entry-3047,83,158,1,4,goóṭt,goóṭt,page-sequence,1.0000
berger:p158:c1:e005,berger-entry-3049,83,158,1,5,goóti,goóti,page-sequence,1.0000
berger:p158:c1:e006,berger-entry-3050,83,158,1,6,gooyáa,gooyáa,page-sequence,1.0000
berger:p158:c1:e007,berger-entry-3051,83,158,1,7,gra,gra,page-sequence,1.0000
berger:p158:c1:e009,berger-entry-3053,83,158,1,9,guų,guų,page-sequence,1.0000
berger:p158:c2:e001,berger-entry-3054,83,158,2,1,guáći,guáći,page-sequence,1.0000
berger:p158:c2:e002,berger-entry-3055,83,158,2,2,sguċar-,sguċar-,page-sequence,1.0000
berger:p158:c2:e003,berger-entry-3057,83,158,2,3,guċhár- -ć-,guċhár- -ć-,page-sequence,1.0000
berger:p158:c2:e004,berger-entry-3058,83,158,2,4,guċar- -ć-,guċar- -ć-,page-sequence,1.0000
berger:p158:c2:e005,berger-entry-3059,83,158,2,5,guća-,guća-,page-sequence,1.0000
berger:p158:c2:e006,berger-entry-3060,83,158,2,6,gućhá- -ć-,gućhá- -ć-,page-sequence,1.0000
berger:p158:c2:e007,berger-entry-3056,83,158,2,7,guća-,guċé,unique-page-form,0.7500
berger:p158:c2:e008,berger-entry-3063,83,158,2,8,gućháśpal,gućháśpal,page-sequence,1.0000
berger:p159:c1:e001,berger-entry-3064,83,159,1,1,guç,guç,page-sequence,1.0000
berger:p159:c1:e002,berger-entry-3065,83,159,1,2,guçagúç,guçagúç,page-sequence,1.0000
berger:p159:c1:e003,berger-entry-3066,83,159,1,3,gudáame,gudáame,page-sequence,1.0000
berger:p159:c1:e004,berger-entry-3067,83,159,1,4,gudúk,gudúk,page-sequence,1.0000
berger:p159:c1:e005,berger-entry-3068,83,159,1,5,gudúṅ -mán-,gudúṅ -mán-,page-sequence,1.0000
berger:p159:c1:e006,berger-entry-3069,83,159,1,6,gudúṅù,gudúṅù,page-sequence,1.0000
berger:p159:c1:e007,berger-entry-3072,83,159,1,7,gudúṅń,gudúṅń,page-sequence,1.0000
berger:p159:c1:e008,berger-entry-3073,83,159,1,8,gudúr,gudúr,page-sequence,1.0000
berger:p159:c1:e009,berger-entry-3074,83,159,1,9,gudúuro man,gudúuro man,page-sequence,1.0000
berger:p159:c1:e010,berger-entry-3075,83,159,1,10,gugó,gugó,page-sequence,1.0000
berger:p159:c2:e001,berger-entry-3078,83,159,2,1,gugúi,gugúi,page-sequence,1.0000
berger:p159:c2:e002,berger-entry-3079,83,159,2,2,gúgur man,gúgur man,page-sequence,1.0000
berger:p159:c2:e003,berger-entry-3080,83,159,2,3,gúi,gúi,page-sequence,1.0000
berger:p159:c2:e004,berger-entry-3081,83,159,2,4,gúin,gúin,page-sequence,1.0000
berger:p159:c2:e005,berger-entry-3082,83,159,2,5,guk,guk,page-sequence,1.0000
berger:p159:c2:e007,berger-entry-3084,83,159,2,7,guké,guké,page-sequence,1.0000
berger:p159:c2:e009,berger-entry-3089-dialect-1,83,159,2,9,+-kukur-,kukúres,unique-page-form,0.8333
berger:p159:c2:e011,berger-entry-3087,83,159,2,11,gukúro,gukúro,page-sequence,1.0000
berger:p159:c2:e012,berger-entry-3089,83,159,2,12,gukúrus,gukúrus,page-sequence,1.0000
berger:p160:c1:e001,berger-entry-3090,84,160,1,1,gul,gul,page-sequence,1.0000
berger:p160:c1:e002,berger-entry-3092,84,160,1,2,gulgúl,gulgúl,page-sequence,1.0000
berger:p160:c1:e003,berger-entry-3093,84,160,1,3,gulí,gulí,page-sequence,1.0000
berger:p160:c1:e004,berger-entry-3094,84,160,1,4,gulpáltiů,gulpáltiů,page-sequence,1.0000
berger:p160:c1:e005,berger-entry-3095,84,160,1,5,gulsuurí,gulsuurí,page-sequence,1.0000
berger:p160:c1:e006,berger-entry-3096,84,160,1,6,gumaáli,gumaáli,page-sequence,1.0000
berger:p160:c1:e007,berger-entry-3097,84,160,1,7,gúmal,gúmal,page-sequence,1.0000
berger:p160:c1:e008,berger-entry-3098,84,160,1,8,gumeéś,gumeéś,page-sequence,1.0000
berger:p160:c1:e009,berger-entry-3101,84,160,1,9,gumnáam,gumnáam,page-sequence,1.0000
berger:p160:c1:e010,berger-entry-3102,84,160,1,10,gun,gun,page-sequence,1.0000
berger:p160:c2:e002,berger-entry-3105,84,160,2,2,gunċ,gunċ,page-sequence,1.0000
berger:p160:c2:e003,berger-entry-3107,84,160,2,3,gunċgát,gunċgát,page-sequence,1.0000
berger:p160:c2:e005,berger-entry-3111,84,160,2,5,gundú,gundú,page-sequence,1.0000
berger:p160:c2:e006,berger-entry-3112,84,160,2,6,gunéeço,gunéeço,page-sequence,1.0000
berger:p161:c1:e001,berger-entry-3114,84,161,1,1,gúni,gúni,page-sequence,1.0000
berger:p161:c1:e002,berger-entry-3115,84,161,1,2,gunjaaíg,gunjaaíg,page-sequence,1.0000
berger:p161:c1:e003,berger-entry-3116,84,161,1,3,gupáltiù,gupáltiù,page-sequence,1.0000
berger:p161:c1:e004,berger-entry-3117,84,161,1,4,gupás,gupás,page-sequence,1.0000
berger:p161:c1:e005,berger-entry-3118,84,161,1,5,gur,gur,page-sequence,1.0000
berger:p161:c1:e006,berger-entry-3121,84,161,1,6,ž-gur-,gureéś,page-sequence,0.6000
berger:p161:c1:e007,berger-entry-3122,84,161,1,7,gurgán,gurgán,page-sequence,1.0000
berger:p161:c2:e001,berger-entry-3124,84,161,2,1,gurgin-,gurgáne,page-sequence,0.7692
berger:p161:c2:e002,berger-entry-3125,84,161,2,2,gurgin-/--urgin-,gurgin-,page-sequence,0.7059
berger:p161:c2:e003,berger-entry-3127,84,161,2,3,du-úrgin-,du-úrgin-,page-sequence,1.0000
berger:p161:c2:e005,berger-entry-3129,84,161,2,5,gurgú ét-,gurgú ét-,page-sequence,1.0000
berger:p161:c2:e006,berger-entry-3130,84,161,2,6,gúrgur,gúrgur,page-sequence,1.0000
berger:p161:c2:e007,berger-entry-3131,84,161,2,7,gúrguś,gúrguś,page-sequence,1.0000
berger:p161:c2:e008,berger-entry-3132,84,161,2,8,gurkőn,gurkőn,page-sequence,1.0000
berger:p161:c2:e009,berger-entry-3133,84,161,2,9,gúrkuś,gúrkuś,page-sequence,1.0000
berger:p161:c2:e010,berger-entry-3134,84,161,2,10,gurmú,gurmú,page-sequence,1.0000
berger:p161:c2:e011,berger-entry-3135,84,161,2,11,gurpáltiů,gurpáltiů,page-sequence,1.0000
