Source_File,Location_Code,Concept_Number,Gloss,Form,Split,Raw
chitral,URK,200,heard,sàKgà-,exact,sàKgà- pàs7i- à
chitral,URK,201,see,pàs7i-,exact,sàKgà- pàs7i- à
chitral,URK,202,I,à,exact,sàKgà- pàs7i- à
chitral,ASP,200,heard,S7u3to- / kà3thà-,exact,S7u3to- / kà3th | à- dàcI- mV
chitral,ASP,201,see,dàcI-,exact,S7u3to- / kà3th | à- dàcI- mV
chitral,ASP,202,I,mV,exact,S7u3to- / kà3th | à- dàcI- mV
chitral,BIP,200,heard,S7u3to- / kà3tE-,exact,S7u3to- / kà3tE- dàcI- / dàhE mV
chitral,BIP,201,see,dàcI- / dàhE,exact,S7u3to- / kà3tE- dàcI- / dàhE mV
chitral,BIP,202,I,mV,exact,S7u3to- / kà3tE- dàcI- / dàhE mV
chitral,PUP,200,heard,kà3TE,exact,kà3TE dàhE mV
chitral,PUP,201,see,dàhE,exact,kà3TE dàhE mV
chitral,PUP,202,I,mV,exact,kà3TE dàhE mV
chitral,SSS,200,heard,budo,exact,budo dErs7o- mà
chitral,SSS,201,see,dErs7o-,exact,budo dErs7o- mà
chitral,SSS,202,I,mà,exact,budo dErs7o- mà
chitral,GWB,200,heard,s7U3Du-,exact,s7U3Du- bàlu- à3
chitral,GWB,201,see,bàlu-,exact,s7U3Du- bàlu- à3
chitral,GWB,202,I,à3,exact,s7U3Du- bàlu- à3
chitral,DML,200,heard,us7tro-,exact,us7tro- dàcyà- ài
chitral,DML,201,see,dàcyà-,exact,us7tro- dàcyà- ài
chitral,DML,202,I,ài,exact,us7tro- dàcyà- ài
chitral,SHK,200,heard,sVKgà-,exact,sVKgà- wà3yé- V3
chitral,SHK,201,see,wà3yé-,exact,sVKgà- wà3yé- V3
chitral,SHK,202,I,V3,exact,sVKgà- wà3yé- V3
chitral,KAT,200,heard,séKV-,exact,séKV- wà34V- u3t_s
chitral,KAT,201,see,wà34V-,exact,séKV- wà34V- u3t_s
chitral,KAT,202,I,u3t_s,exact,séKV- wà34V- u3t_s
chitral,YDG,200,heard,GoilVt-,exact,GoilVt- les7C7- zoh
chitral,YDG,201,see,les7C7-,exact,GoilVt- les7C7- zoh
chitral,YDG,202,I,zoh,exact,GoilVt- les7C7- zoh
chitral,MNJ,200,heard,GoilEt- lIs7ky,heuristic,GoilEt- lIs7ky | - zV
chitral,MNJ,201,see,-,heuristic,GoilEt- lIs7ky | - zV
chitral,MNJ,202,I,zV,heuristic,GoilEt- lIs7ky | - zV
chitral,KSW,203,you (inf.),tu,exact,tu bisV se
chitral,KSW,204,you (formal),bisV,exact,tu bisV se
chitral,KSW,205,he,se,exact,tu bisV se
chitral,KIS,203,you (inf.),tu,exact,tu tu hEs
chitral,KIS,204,you (formal),tu,exact,tu tu hEs
chitral,KIS,205,he,hEs,exact,tu tu hEs
chitral,KPN,203,you (inf.),tu,exact,tu tu hIs
chitral,KPN,204,you (formal),tu,exact,tu tu hIs
chitral,KPN,205,he,hIs,exact,tu tu hIs
chitral,KTR,203,you (inf.),tu,exact,tu tu hEs
chitral,KTR,204,you (formal),tu,exact,tu tu hEs
chitral,KTR,205,he,hEs,exact,tu tu hEs
chitral,KGC,203,you (inf.),tu,exact,tu tu hIs
chitral,KGC,204,you (formal),tu,exact,tu tu hIs
chitral,KGC,205,he,hIs,exact,tu tu hIs
chitral,KDR,203,you (inf.),tu,exact,tu tu hEs
chitral,KDR,204,you (formal),tu,exact,tu tu hEs
chitral,KDR,205,he,hEs,exact,tu tu hEs
chitral,BBK,203,you (inf.),tu,exact,tu tu VsV
chitral,BBK,204,you (formal),tu,exact,tu tu VsV
chitral,BBK,205,he,VsV,exact,tu tu VsV
chitral,BRK,203,you (inf.),tu,exact,tu tu àsà
chitral,BRK,204,you (formal),tu,exact,tu tu àsà
chitral,BRK,205,he,àsà,exact,tu tu àsà
chitral,URK,203,you (inf.),tu,exact,tu --- VsV
chitral,URK,205,he,VsV,exact,tu --- VsV
chitral,ASP,203,you (inf.),tu,exact,tu tus ERo
chitral,ASP,204,you (formal),tus,exact,tu tus ERo
chitral,ASP,205,he,ERo,exact,tu tus ERo
chitral,BIP,203,you (inf.),tu,exact,tu tus hàRo
chitral,BIP,204,you (formal),tus,exact,tu tus hàRo
chitral,BIP,205,he,hàRo,exact,tu tus hàRo
chitral,PUP,203,you (inf.),tu,exact,tu tus àRo
chitral,PUP,204,you (formal),tus,exact,tu tus àRo
chitral,PUP,205,he,àRo,exact,tu tus àRo
chitral,SSS,203,you (inf.),tu,exact,tu tusi se
chitral,SSS,204,you (formal),tusi,exact,tu tusi se
chitral,SSS,205,he,se,exact,tu tusi se
chitral,GWB,203,you (inf.),tu,exact,tu me se
chitral,GWB,204,you (formal),me,exact,tu me se
chitral,GWB,205,he,se,exact,tu me se
chitral,DML,203,you (inf.),tu,exact,tu bi se
chitral,DML,204,you (formal),bi,exact,tu bi se
chitral,DML,205,he,se,exact,tu bi se
chitral,SHK,203,you (inf.),tu,exact,tu s7o Vgi
chitral,SHK,204,you (formal),s7o,exact,tu s7o Vgi
chitral,SHK,205,he,Vgi,exact,tu s7o Vgi
chitral,KAT,203,you (inf.),t wi,heuristic,t | wi twi iki
chitral,KAT,204,you (formal),twi,heuristic,t | wi twi iki
chitral,KAT,205,he,iki,heuristic,t | wi twi iki
chitral,YDG,203,you (inf.),tu,exact,tu tu wo
chitral,YDG,204,you (formal),tu,exact,tu tu wo
chitral,YDG,205,he,wo,exact,tu tu wo
chitral,MNJ,203,you (inf.),tU,exact,tU tU wà
chitral,MNJ,204,you (formal),tU,exact,tU tU wà
chitral,MNJ,205,he,wà,exact,tU tU wà
chitral,KSW,207,we (incl.),ispà,exact,ispà bisV het
chitral,KSW,209,you (plural),bisV,exact,ispà bisV het
chitral,KSW,210,they,het,exact,ispà bisV het
chitral,KIS,207,we (incl.),Ispà,exact,Ispà ---- hE
chitral,KIS,210,they,hE,exact,Ispà ---- hE
chitral,KPN,207,we (incl.),spà,exact,spà tu ---
chitral,KPN,209,you (plural),tu,exact,spà tu ---
chitral,KTR,207,we (incl.),Ispà,exact,Ispà pisV hEt
chitral,KTR,209,you (plural),pisV,exact,Ispà pisV hEt
chitral,KTR,210,they,hEt,exact,Ispà pisV hEt
chitral,KGC,207,we (incl.),spà,exact,spà pisV hEt
chitral,KGC,209,you (plural),pisV,exact,spà pisV hEt
chitral,KGC,210,they,hEt,exact,spà pisV hEt
chitral,KDR,207,we (incl.),spà,exact,spà pisV hEt
chitral,KDR,209,you (plural),pisV,exact,spà pisV hEt
chitral,KDR,210,they,hEt,exact,spà pisV hEt
chitral,BBK,207,we (incl.),àbi,exact,àbi àbi eli
chitral,BBK,209,you (plural),àbi,exact,àbi àbi eli
chitral,BBK,210,they,eli,exact,àbi àbi eli
chitral,BRK,207,we (incl.),àbi,exact,àbi àbi eli
chitral,BRK,209,you (plural),àbi,exact,àbi àbi eli
chitral,BRK,210,they,eli,exact,àbi àbi eli
chitral,URK,207,we (incl.),àbi,exact,àbi àbi tE
chitral,URK,209,you (plural),àbi,exact,àbi àbi tE
chitral,URK,210,they,tE,exact,àbi àbi tE
chitral,ASP,207,we (incl.),bE tus,heuristic,bE tus butE ERV
chitral,ASP,209,you (plural),butE,heuristic,bE tus butE ERV
chitral,ASP,210,they,ERV,heuristic,bE tus butE ERV
chitral,BIP,207,we (incl.),bE tus,heuristic,bE tus butE ERV
chitral,BIP,209,you (plural),butE,heuristic,bE tus butE ERV
chitral,BIP,210,they,ERV,heuristic,bE tus butE ERV
chitral,PUP,207,we (incl.),bE tus,heuristic,bE tus butE ERE
chitral,PUP,209,you (plural),butE,heuristic,bE tus butE ERE
chitral,PUP,210,they,ERE,heuristic,bE tus butE ERE
chitral,SSS,207,we (incl.),Vsi tusi,heuristic,Vsi tusi pàk tini
chitral,SSS,209,you (plural),pàk,heuristic,Vsi tusi pàk tini
chitral,SSS,210,they,tini,heuristic,Vsi tusi pàk tini
chitral,GWB,207,we (incl.),Vmé me,heuristic,Vmé me temi sàf
chitral,GWB,209,you (plural),temi,heuristic,Vmé me temi sàf
chitral,GWB,210,they,sàf,heuristic,Vmé me temi sàf
chitral,DML,207,we (incl.),ài bi sVphVn,heuristic,ài bi sVph | Vn se sVph | Vn
chitral,DML,209,you (plural),se,heuristic,ài bi sVph | Vn se sVph | Vn
chitral,DML,210,they,sVphVn,heuristic,ài bi sVph | Vn se sVph | Vn
chitral,SHK,207,we (incl.),mo,exact,mo s7o VKgi
chitral,SHK,209,you (plural),s7o,exact,mo s7o VKgi
chitral,SHK,210,they,VKgi,exact,mo s7o VKgi
chitral,KAT,207,we (incl.),imu3,exact,imu3 s7o àmki
chitral,KAT,209,you (plural),s7o,exact,imu3 s7o àmki
chitral,KAT,210,they,àmki,exact,imu3 s7o àmki
chitral,YDG,207,we (incl.),mVx,exact,mVx mVf woi
chitral,YDG,209,you (plural),mVf,exact,mVx mVf woi
chitral,YDG,210,they,woi,exact,mVx mVf woi
chitral,MNJ,207,we (incl.),z7ImVn,exact,z7ImVn tU wài
chitral,MNJ,209,you (plural),tU,exact,z7ImVn tU wài
chitral,MNJ,210,they,wài,exact,z7ImVn tU wài
hindko,JAM,1,body,pInDà / jIsV,exact,pInDà / jIsV ser Bàl
hindko,JAM,2,head,ser,exact,pInDà / jIsV ser Bàl
hindko,JAM,3,hair,Bàl,exact,pInDà / jIsV ser Bàl
hindko,BAL,1,body,jusà,exact,jusà ser bàl
hindko,BAL,2,head,ser,exact,jusà ser bàl
hindko,BAL,3,hair,bàl,exact,jusà ser bàl
hindko,SIG,1,body,jUsà / jIsVm,exact,jUsà / jIsVm sEr wàl
hindko,SIG,2,head,sEr,exact,jUsà / jIsVm sEr wàl
hindko,SIG,3,hair,wàl,exact,jUsà / jIsVm sEr wàl
hindko,PES,1,body,bVdVn,exact,bVdVn ser wàl
hindko,PES,2,head,ser,exact,bVdVn ser wàl
hindko,PES,3,hair,wàl,exact,bVdVn ser wàl
hindko,SHP,1,body,wVjud,exact,wVjud sEr bàl
hindko,SHP,2,head,sEr,exact,wVjud sEr bàl
hindko,SHP,3,hair,bàl,exact,wVjud sEr bàl
hindko,MAN,1,body,bVdVn,exact,bVdVn sEr bàl
hindko,MAN,2,head,sEr,exact,bVdVn sEr bàl
hindko,MAN,3,hair,bàl,exact,bVdVn sEr bàl
hindko,KOH,1,body,jIsm,exact,jIsm sIr wàl
hindko,KOH,2,head,sIr,exact,jIsm sIr wàl
hindko,KOH,3,hair,wàl,exact,jIsm sIr wàl
hindko,ATK,1,body,bVdVn,exact,bVdVn sEr wàl
hindko,ATK,2,head,sEr,exact,bVdVn sEr wàl
hindko,ATK,3,hair,wàl,exact,bVdVn sEr wàl
hindko,PAG,1,body,bVdVn,exact,bVdVn sEr wàl
hindko,PAG,2,head,sEr,exact,bVdVn sEr wàl
hindko,PAG,3,hair,wàl,exact,bVdVn sEr wàl
hindko,WAP,1,body,bVdVn,exact,bVdVn sEr wàl
hindko,WAP,2,head,sEr,exact,bVdVn sEr wàl
hindko,WAP,3,hair,wàl,exact,bVdVn sEr wàl
hindko,DIK,1,body,bVdVn,exact,bVdVn sIr wàl
hindko,DIK,2,head,sIr,exact,bVdVn sIr wàl
hindko,DIK,3,hair,wàl,exact,bVdVn sIr wàl
hindko,TAL,1,body,jusV,exact,jusV ser wàl
hindko,TAL,2,head,ser,exact,jusV ser wàl
hindko,TAL,3,hair,wàl,exact,jusV ser wàl
hindko,JAM,4,face,cerà / mu3,exact,cerà / mu3 Vkh | kVn
hindko,JAM,5,eye,Vkh,exact,cerà / mu3 Vkh | kVn
hindko,JAM,6,ear,kVn,exact,cerà / mu3 Vkh | kVn
hindko,BAL,4,face,mu3,exact,mu3 Vkh | kVN
hindko,BAL,5,eye,Vkh,exact,mu3 Vkh | kVN
hindko,BAL,6,ear,kVN,exact,mu3 Vkh | kVN
hindko,SIG,4,face,mu3,exact,mu3 àkh | / àNà3 kVn
hindko,SIG,5,eye,àkh / àNà3,exact,mu3 àkh | / àNà3 kVn
hindko,SIG,6,ear,kVn,exact,mu3 àkh | / àNà3 kVn
hindko,PES,4,face,mu3,exact,mu3 Vkh | kVn
hindko,PES,5,eye,Vkh,exact,mu3 Vkh | kVn
hindko,PES,6,ear,kVn,exact,mu3 Vkh | kVn
hindko,SHP,4,face,mu3,exact,mu3 Vx kVn
hindko,SHP,5,eye,Vx,exact,mu3 Vx kVn
hindko,SHP,6,ear,kVn,exact,mu3 Vx kVn
hindko,MAN,4,face,mu3,exact,mu3 Vkh | kVN
hindko,MAN,5,eye,Vkh,exact,mu3 Vkh | kVN
hindko,MAN,6,ear,kVN,exact,mu3 Vkh | kVN
hindko,KOH,4,face,mu3,exact,mu3 Vkh | kVn / kVN
hindko,KOH,5,eye,Vkh,exact,mu3 Vkh | kVn / kVN
hindko,KOH,6,ear,kVn / kVN,exact,mu3 Vkh | kVn / kVN
hindko,ATK,4,face,mu3,exact,mu3 Vkh | kVn
hindko,ATK,5,eye,Vkh,exact,mu3 Vkh | kVn
hindko,ATK,6,ear,kVn,exact,mu3 Vkh | kVn
hindko,PAG,4,face,mu3,exact,mu3 Vkh | kVn
hindko,PAG,5,eye,Vkh,exact,mu3 Vkh | kVn
hindko,PAG,6,ear,kVn,exact,mu3 Vkh | kVn
hindko,WAP,4,face,mu3,exact,mu3 Vkh | kVn
hindko,WAP,5,eye,Vkh,exact,mu3 Vkh | kVn
hindko,WAP,6,ear,kVn,exact,mu3 Vkh | kVn
hindko,DIK,4,face,mu3,exact,mu3 Vkh | kVn
hindko,DIK,5,eye,Vkh,exact,mu3 Vkh | kVn
hindko,DIK,6,ear,kVn,exact,mu3 Vkh | kVn
hindko,TAL,4,face,mu3,exact,mu3 Vkh | kVn
hindko,TAL,5,eye,Vkh,exact,mu3 Vkh | kVn
hindko,TAL,6,ear,kVn,exact,mu3 Vkh | kVn
hindko,JAM,7,nose,nVkh,exact,nVkh | mu3 dh | Vndh
hindko,JAM,8,mouth,mu3,exact,nVkh | mu3 dh | Vndh
hindko,JAM,9,teeth,dhVndh,exact,nVkh | mu3 dh | Vndh
hindko,BAL,7,nose,nVk,exact,nVk mu3 dh | Vnd
hindko,BAL,8,mouth,mu3,exact,nVk mu3 dh | Vnd
hindko,BAL,9,teeth,dhVnd,exact,nVk mu3 dh | Vnd
hindko,SIG,7,nose,nVkh,exact,nVkh | mu3 dVnth
hindko,SIG,8,mouth,mu3,exact,nVkh | mu3 dVnth
hindko,SIG,9,teeth,dVnth,exact,nVkh | mu3 dVnth
hindko,PES,7,nose,nVkh,exact,nVkh | mu3 dVnth
hindko,PES,8,mouth,mu3,exact,nVkh | mu3 dVnth
hindko,PES,9,teeth,dVnth,exact,nVkh | mu3 dVnth
hindko,SHP,7,nose,nex,exact,nex mu3 dVnth
hindko,SHP,8,mouth,mu3,exact,nex mu3 dVnth
hindko,SHP,9,teeth,dVnth,exact,nex mu3 dVnth
hindko,MAN,7,nose,nVk,exact,nVk mu3 dVnd
hindko,MAN,8,mouth,mu3,exact,nVk mu3 dVnd
hindko,MAN,9,teeth,dVnd,exact,nVk mu3 dVnd
hindko,KOH,7,nose,nVk,exact,nVk mu3 dun
hindko,KOH,8,mouth,mu3,exact,nVk mu3 dun
hindko,KOH,9,teeth,dun,exact,nVk mu3 dun
hindko,ATK,7,nose,nVk,exact,nVk mu3 dVnd
hindko,ATK,8,mouth,mu3,exact,nVk mu3 dVnd
hindko,ATK,9,teeth,dVnd,exact,nVk mu3 dVnd
hindko,PAG,7,nose,nVk,exact,nVk mu3 dVnd
hindko,PAG,8,mouth,mu3,exact,nVk mu3 dVnd
hindko,PAG,9,teeth,dVnd,exact,nVk mu3 dVnd
hindko,WAP,7,nose,nVk,exact,nVk mu3 dVnd
hindko,WAP,8,mouth,mu3,exact,nVk mu3 dVnd
hindko,WAP,9,teeth,dVnd,exact,nVk mu3 dVnd
hindko,DIK,7,nose,nVk,exact,nVk wàt dVnd
hindko,DIK,8,mouth,wàt,exact,nVk wàt dVnd
hindko,DIK,9,teeth,dVnd,exact,nVk wàt dVnd
hindko,TAL,7,nose,nVk,exact,nVk mu3 dVnt
hindko,TAL,8,mouth,mu3,exact,nVk mu3 dVnt
hindko,TAL,9,teeth,dVnt,exact,nVk mu3 dVnt
hindko,JAM,10,tongue,jib,exact,jib ---- TEDh
hindko,JAM,12,belly,TEDh,exact,jib ---- TEDh
hindko,BAL,10,tongue,jib,exact,jib sinëV TED
hindko,BAL,11,breast,sinëV,exact,jib sinëV TED
hindko,BAL,12,belly,TED,exact,jib sinëV TED
hindko,SIG,10,tongue,jib,exact,jib ---- tED
hindko,SIG,12,belly,tED,exact,jib ---- tED
hindko,PES,10,tongue,zubàn,exact,zubàn mome3 pETh
hindko,PES,11,breast,mome3,exact,zubàn mome3 pETh
hindko,PES,12,belly,pETh,exact,zubàn mome3 pETh
hindko,SHP,10,tongue,jib,exact,jib ---- TED
hindko,SHP,12,belly,TED,exact,jib ---- TED
hindko,MAN,10,tongue,jib,exact,jib mome TED
hindko,MAN,11,breast,mome,exact,jib mome TED
hindko,MAN,12,belly,TED,exact,jib mome TED
hindko,KOH,10,tongue,jib,exact,jib sinV TED
hindko,KOH,11,breast,sinV,exact,jib sinV TED
hindko,KOH,12,belly,TED,exact,jib sinV TED
hindko,ATK,10,tongue,jib,exact,jib sinV TED
hindko,ATK,11,breast,sinV,exact,jib sinV TED
hindko,ATK,12,belly,TED,exact,jib sinV TED
hindko,PAG,10,tongue,jib,exact,jib sinëV DID
hindko,PAG,11,breast,sinëV,exact,jib sinëV DID
hindko,PAG,12,belly,DID,exact,jib sinëV DID
hindko,WAP,10,tongue,jib,exact,jib sinëV TID
hindko,WAP,11,breast,sinëV,exact,jib sinëV TID
hindko,WAP,12,belly,TID,exact,jib sinëV TID
hindko,DIK,10,tongue,jib,exact,jib sinV DID
hindko,DIK,11,breast,sinV,exact,jib sinV DID
hindko,DIK,12,belly,DID,exact,jib sinV DID
hindko,TAL,10,tongue,jib,exact,jib ---- DID
hindko,TAL,12,belly,DID,exact,jib ---- DID
hindko,JAM,13,arm/hand,bà3,exact,bà3 kuNi th | Vli
hindko,JAM,14,elbow,kuNi,exact,bà3 kuNi th | Vli
hindko,JAM,15,palm,thVli,exact,bà3 kuNi th | Vli
hindko,BAL,13,arm/hand,bà3,exact,bà3 qUNi tVli
hindko,BAL,14,elbow,qUNi,exact,bà3 qUNi tVli
hindko,BAL,15,palm,tVli,exact,bà3 qUNi tVli
hindko,SIG,13,arm/hand,bà3,exact,bà3 kh | uNi tVli
hindko,SIG,14,elbow,khuNi,exact,bà3 kh | uNi tVli
hindko,SIG,15,palm,tVli,exact,bà3 kh | uNi tVli
hindko,PES,13,arm/hand,bà3ë,exact,bà3ë qoNi tVli
hindko,PES,14,elbow,qoNi,exact,bà3ë qoNi tVli
hindko,PES,15,palm,tVli,exact,bà3ë qoNi tVli
hindko,SHP,13,arm/hand,bhV,exact,bh | V ku3Ni tVli
hindko,SHP,14,elbow,ku3Ni,exact,bh | V ku3Ni tVli
hindko,SHP,15,palm,tVli,exact,bh | V ku3Ni tVli
hindko,MAN,13,arm/hand,bà3,exact,bà3 kUNi tVLi
hindko,MAN,14,elbow,kUNi,exact,bà3 kUNi tVLi
hindko,MAN,15,palm,tVLi,exact,bà3 kUNi tVLi
hindko,KOH,13,arm/hand,hVthàrokh,short,hVth | àrokh | th | Vli
hindko,KOH,14,elbow,thVli,short,hVth | àrokh | th | Vli
hindko,ATK,13,arm/hand,bà3,exact,bà3 àRVk tVli
hindko,ATK,14,elbow,àRVk,exact,bà3 àRVk tVli
hindko,ATK,15,palm,tVli,exact,bà3 àRVk tVli
hindko,PAG,13,arm/hand,hàth,exact,hàth | kuni tVli
hindko,PAG,14,elbow,kuni,exact,hàth | kuni tVli
hindko,PAG,15,palm,tVli,exact,hàth | kuni tVli
hindko,WAP,13,arm/hand,hàthàrVk,short,hàth | àrVk tVli
hindko,WAP,14,elbow,tVli,short,hàth | àrVk tVli
hindko,DIK,13,arm/hand,bà3,exact,bà3 àrVk tVli
hindko,DIK,14,elbow,àrVk,exact,bà3 àrVk tVli
hindko,DIK,15,palm,tVli,exact,bà3 àrVk tVli
hindko,TAL,13,arm/hand,bà3,exact,bà3 àrVk tVli
hindko,TAL,14,elbow,àrVk,exact,bà3 àrVk tVli
hindko,TAL,15,palm,tVli,exact,bà3 àrVk tVli
hindko,JAM,16,finger,VKgVl,exact,VKgVl no TVKg
hindko,JAM,17,fingernail,no,exact,VKgVl no TVKg
hindko,JAM,18,leg,TVKg,exact,VKgVl no TVKg
hindko,BAL,16,finger,VKgVl,exact,VKgVl nu3 TVKg
hindko,BAL,17,fingernail,nu3,exact,VKgVl nu3 TVKg
hindko,BAL,18,leg,TVKg,exact,VKgVl nu3 TVKg
hindko,SIG,16,finger,VKgVl,exact,VKgVl nu3 tVKg / jVKg
hindko,SIG,17,fingernail,nu3,exact,VKgVl nu3 tVKg / jVKg
hindko,SIG,18,leg,tVKg / jVKg,exact,VKgVl nu3 tVKg / jVKg
hindko,PES,16,finger,uKgVli,exact,uKgVli nàxUn pER
hindko,PES,17,fingernail,nàxUn,exact,uKgVli nàxUn pER
hindko,PES,18,leg,pER,exact,uKgVli nàxUn pER
hindko,SHP,16,finger,VKgli,exact,VKgli nu3 tVKg
hindko,SHP,17,fingernail,nu3,exact,VKgli nu3 tVKg
hindko,SHP,18,leg,tVKg,exact,VKgli nu3 tVKg
hindko,MAN,16,finger,VKgUL,exact,VKgUL nu3 TVKg
hindko,MAN,17,fingernail,nu3,exact,VKgUL nu3 TVKg
hindko,MAN,18,leg,TVKg,exact,VKgUL nu3 TVKg
hindko,KOH,16,finger,VKgLi,exact,VKgLi nà3 pEr
hindko,KOH,17,fingernail,nà3,exact,VKgLi nà3 pEr
hindko,KOH,18,leg,pEr,exact,VKgLi nà3 pEr
hindko,ATK,16,finger,VKgVl,exact,VKgVl no3 lVt
hindko,ATK,17,fingernail,no3,exact,VKgVl no3 lVt
hindko,ATK,18,leg,lVt,exact,VKgVl no3 lVt
hindko,PAG,16,finger,VKgUL,exact,VKgUL nVxun per
hindko,PAG,17,fingernail,nVxun,exact,VKgUL nVxun per
hindko,PAG,18,leg,per,exact,VKgUL nVxun per
hindko,WAP,16,finger,VKgUL,exact,VKgUL nVxun per
hindko,WAP,17,fingernail,nVxun,exact,VKgUL nVxun per
hindko,WAP,18,leg,per,exact,VKgUL nVxun per
hindko,DIK,16,finger,VKgEl,exact,VKgEl no3 jVKg
hindko,DIK,17,fingernail,no3,exact,VKgEl no3 jVKg
hindko,DIK,18,leg,jVKg,exact,VKgEl no3 jVKg
hindko,TAL,16,finger,VKgVl,exact,VKgVl no3u3 tVKg
hindko,TAL,17,fingernail,no3u3,exact,VKgVl no3u3 tVKg
hindko,TAL,18,leg,tVKg,exact,VKgVl no3u3 tVKg
hindko,JAM,19,skin,cVmVrà,exact,cVmVrà hVDi dIl
hindko,JAM,20,bone,hVDi,exact,cVmVrà hVDi dIl
hindko,JAM,21,heart,dIl,exact,cVmVrà hVDi dIl
hindko,BAL,19,skin,cVmVRi,exact,cVmVRi hVDi dIl
hindko,BAL,20,bone,hVDi,exact,cVmVRi hVDi dIl
hindko,BAL,21,heart,dIl,exact,cVmVRi hVDi dIl
hindko,SIG,19,skin,cVmri,exact,cVmri VDi dIl
hindko,SIG,20,bone,VDi,exact,cVmri VDi dIl
hindko,SIG,21,heart,dIl,exact,cVmri VDi dIl
hindko,PES,19,skin,cVmVRà,exact,cVmVRà hVDi DIl
hindko,PES,20,bone,hVDi,exact,cVmVRà hVDi DIl
hindko,PES,21,heart,DIl,exact,cVmVRà hVDi DIl
hindko,SHP,19,skin,cVmRi,exact,cVmRi hVDëi dIl
hindko,SHP,20,bone,hVDëi,exact,cVmRi hVDëi dIl
hindko,SHP,21,heart,dIl,exact,cVmRi hVDëi dIl
hindko,MAN,19,skin,cVmRà,exact,cVmRà hVDi dIL
hindko,MAN,20,bone,hVDi,exact,cVmRà hVDi dIL
hindko,MAN,21,heart,dIL,exact,cVmRà hVDi dIL
hindko,KOH,19,skin,cVmRà,exact,cVmRà hVDi dIl / hà3
hindko,KOH,20,bone,hVDi,exact,cVmRà hVDi dIl / hà3
hindko,KOH,21,heart,dIl / hà3,exact,cVmRà hVDi dIl / hà3
hindko,ATK,19,skin,cVmRi / màs,exact,cVmRi / màs hVDi dIl
hindko,ATK,20,bone,hVDi,exact,cVmRi / màs hVDi dIl
hindko,ATK,21,heart,dIl,exact,cVmRi / màs hVDi dIl
hindko,PAG,19,skin,cVmrV,exact,cVmrV VDëi dIl
hindko,PAG,20,bone,VDëi,exact,cVmrV VDëi dIl
hindko,PAG,21,heart,dIl,exact,cVmrV VDëi dIl
hindko,WAP,19,skin,cVmRV,exact,cVmRV hVDëi dIl
hindko,WAP,20,bone,hVDëi,exact,cVmRV hVDëi dIl
hindko,WAP,21,heart,dIl,exact,cVmRV hVDëi dIl
hindko,DIK,19,skin,cVmRà,exact,cVmRà hVdi hà3
hindko,DIK,20,bone,hVdi,exact,cVmRà hVdi hà3
hindko,DIK,21,heart,hà3,exact,cVmRà hVdi hà3
hindko,TAL,19,skin,cVmRV / màs,exact,cVmRV / màs hVDi dIl
hindko,TAL,20,bone,hVDi,exact,cVmRV / màs hVDi dIl
hindko,TAL,21,heart,dIl,exact,cVmRV / màs hVDi dIl
hindko,JAM,22,blood,rVt,exact,rVt mutVr gu3
hindko,JAM,23,urine,mutVr,exact,rVt mutVr gu3
hindko,JAM,24,feces,gu3,exact,rVt mutVr gu3
hindko,BAL,22,blood,rVt,exact,rVt mutVr gu3
hindko,BAL,23,urine,mutVr,exact,rVt mutVr gu3
hindko,BAL,24,feces,gu3,exact,rVt mutVr gu3
hindko,SIG,22,blood,Lo,exact,Lo mutVr gu3 / tVTi
hindko,SIG,23,urine,mutVr,exact,Lo mutVr gu3 / tVTi
hindko,SIG,24,feces,gu3 / tVTi,exact,Lo mutVr gu3 / tVTi
hindko,PES,22,blood,xUN,exact,xUN pIs7àb Th | VTh | i
hindko,PES,23,urine,pIs7àb,exact,xUN pIs7àb Th | VTh | i
hindko,PES,24,feces,ThVThi,exact,xUN pIs7àb Th | VTh | i
hindko,SHP,22,blood,Lou,exact,Lou mutVr gu3
hindko,SHP,23,urine,mutVr,exact,Lou mutVr gu3
hindko,SHP,24,feces,gu3,exact,Lou mutVr gu3
hindko,MAN,22,blood,xUn,exact,xUn mutUr lVn
hindko,MAN,23,urine,mutUr,exact,xUn mutUr lVn
hindko,MAN,24,feces,lVn,exact,xUn mutUr lVn
hindko,KOH,22,blood,rVt,exact,rVt mutVr gu3
hindko,KOH,23,urine,mutVr,exact,rVt mutVr gu3
hindko,KOH,24,feces,gu3,exact,rVt mutVr gu3
hindko,ATK,22,blood,lou / rVt,exact,lou / rVt mutVr gu3 / tVTi
hindko,ATK,23,urine,mutVr,exact,lou / rVt mutVr gu3 / tVTi
hindko,ATK,24,feces,gu3 / tVTi,exact,lou / rVt mutVr gu3 / tVTi
hindko,PAG,22,blood,lou,exact,lou mutVr mutVr
hindko,PAG,23,urine,mutVr,exact,lou mutVr mutVr
hindko,PAG,24,feces,mutVr,exact,lou mutVr mutVr
hindko,WAP,22,blood,Lou,exact,Lou mutVr mutVr
hindko,WAP,23,urine,mutVr,exact,Lou mutVr mutVr
hindko,WAP,24,feces,mutVr,exact,Lou mutVr mutVr
hindko,DIK,22,blood,rVt,exact,rVt mutro3 gu3
hindko,DIK,23,urine,mutro3,exact,rVt mutro3 gu3
hindko,DIK,24,feces,gu3,exact,rVt mutro3 gu3
hindko,TAL,22,blood,lou,exact,lou mutVr TVTi
