Tab,Sheet_Row,Variant,Form,Gloss,Page,Legacy_Key,Score,Reason
Nagaraja,795,1,rabaːnkamaː-be,to cool (something),,nagaraja2014-wiktionary:1443,1.0000,exact_form_gloss
Nagaraja,796,1,saːbu,soap,,nagaraja2014-wiktionary:1502,1.0000,exact_form_gloss
Nagaraja,797,1,biseddi,one hundred,,nagaraja2014-wiktionary:261,1.0000,exact_form_gloss
Nagaraja,798,1,sayin,"shadow, shade",,nagaraja2014-wiktionary:1500,1.0000,exact_form_gloss
Nagaraja,799,1,saːkom,leaf – big,,nagaraja2014-wiktionary:1504,1.0000,exact_form_gloss
Nagaraja,800,1,sala-be,to scrape off,,nagaraja2014-wiktionary:1481,1.0000,exact_form_gloss
Nagaraja,801,1,saːli,"bark (of a tree), skin (of vegetables)",,nagaraja2014-wiktionary:1506,1.0000,exact_form_gloss
Nagaraja,802,1,saːna,man – old/aged,,nagaraja2014-wiktionary:1507,1.0000,exact_form_gloss
Nagaraja,803,1,saːnḍi,back part (of e.g. house),,nagaraja2014-wiktionary:1509,1.0000,exact_form_gloss
Nagaraja,804,1,sawaːn,plain land (suitable for cultivation),,nagaraja2014-wiktionary:1497,1.0000,exact_form_gloss
Nagaraja,805,1,sapaːykam-be,to clean,,nagaraja2014-wiktionary:1490,1.0000,exact_form_gloss
Nagaraja,806,1,sare moːtho bakko,length between a man’s extended arms,,nagaraja2014-wiktionary:1493,1.0000,exact_form_gloss
Nagaraja,807,1,sarka ubaː,vertical,,nagaraja2014-wiktionary:1494,1.0000,exact_form_gloss
Nagaraja,808,1,sarka,to straighten,,nagaraja2014-wiktionary:1495,1.0000,exact_form_gloss
Nagaraja,809,1,saːri,to swell (as when beaten),,nagaraja2014-wiktionary:1510,1.0000,exact_form_gloss
Nagaraja,810,1,saːsõ,breath,,nagaraja2014-wiktionary:1511,1.0000,exact_form_gloss
Nagaraja,811,1,sawri aːḍḍo,a tree,,nagaraja2014-wiktionary:1498,1.0000,exact_form_gloss
Nagaraja,812,1,sena,cow dung,,nagaraja2014-wiktionary:1519,1.0000,exact_form_gloss
Nagaraja,813,1,siːl,cliff,,nagaraja2014-wiktionary:1549,1.0000,exact_form_gloss
Nagaraja,814,1,seri,goat,,nagaraja2014-wiktionary:1523,1.0000,exact_form_gloss
Nagaraja,815,1,siripaːṭo,lamb (young one of goat),,nagaraja2014-wiktionary:1543,1.0000,exact_form_gloss
Nagaraja,816,1,siḍu,liquor,,nagaraja2014-wiktionary:1527,1.0000,exact_form_gloss
Nagaraja,817,1,sika,pubic hair,,nagaraja2014-wiktionary:1528,1.0000,exact_form_gloss
Nagaraja,818,1,sikaːr-,hunt,,nagaraja2014-wiktionary:1529,1.0000,exact_form_gloss
Nagaraja,819,1,siliri,to slip (foot),,nagaraja2014-wiktionary:1533,1.0000,exact_form_gloss
Nagaraja,820,1,simic,chicken dung,,nagaraja2014-wiktionary:1536,1.0000,exact_form_gloss
Nagaraja,821,1,sembḍu,rheum of nose,,nagaraja2014-wiktionary:1518,1.0000,exact_form_gloss
Nagaraja,822,1,simḍu,mucus,,nagaraja2014-wiktionary:1535,1.0000,exact_form_gloss
Nagaraja,823,1,singi,horn,,nagaraja2014-wiktionary:1537,1.0000,exact_form_gloss
Nagaraja,824,1,cirempaːr,evening time,,nagaraja2014-wiktionary:396,1.0000,exact_form_gloss
Nagaraja,825,1,sipi,tailor,,nagaraja2014-wiktionary:1538,1.0000,exact_form_gloss
Nagaraja,826,1,sim-be,"to sew, stitch",,nagaraja2014-wiktionary:1534,1.0000,exact_form_gloss
Nagaraja,827,1,sipna,teak wood,,nagaraja2014-wiktionary:1539,1.0000,exact_form_gloss
Nagaraja,828,1,sipra,rib cage,,nagaraja2014-wiktionary:1540,1.0000,exact_form_gloss
Nagaraja,829,1,suːto,thread – a thicker variety,,nagaraja2014-wiktionary:1573,1.0000,exact_form_gloss
Nagaraja,830,1,siwol,a wooden rod fixed to the yoke,,nagaraja2014-wiktionary:1546,1.0000,exact_form_gloss
Nagaraja,831,1,sobo-be,to pierce (someone),,nagaraja2014-wiktionary:1550,1.0000,exact_form_gloss
Nagaraja,832,1,sobo-jere(y),"to pierce (self), a thorn",,nagaraja2014-wiktionary:1551,1.0000,exact_form_gloss
Nagaraja,833,1,sokra,"Indian bread, food",,nagaraja2014-wiktionary:1555,1.0000,exact_form_gloss
Nagaraja,834,1,buluruyj,to slip (from hand),,nagaraja2014-wiktionary:286,1.0000,exact_form_gloss
Nagaraja,835,1,songo-be,to take care of someone,,nagaraja2014-wiktionary:1556,1.0000,exact_form_gloss
Nagaraja,836,1,sroːngo,to take care of a child temporarily,,nagaraja2014-wiktionary:1562,1.0000,exact_form_gloss
Nagaraja,837,1,suralij,garden lizard,,nagaraja2014-wiktionary:1570,1.0000,exact_form_gloss
Nagaraja,838,1,suluṭ-,to absorb (like cloth),,nagaraja2014-wiktionary:1563,1.0000,exact_form_gloss
Nagaraja,839,1,suñjerbe,be silent,,nagaraja2014-wiktionary:1568,1.0000,exact_form_gloss
Nagaraja,840,1,sunḍu,pod of the beans,,nagaraja2014-wiktionary:1566,1.0000,exact_form_gloss
Nagaraja,841,1,sũːy,needle,,nagaraja2014-wiktionary:1574,1.0000,exact_form_gloss
Nagaraja,842,1,suyni,midwife,,nagaraja2014-wiktionary:1572,1.0000,exact_form_gloss
Nagaraja,843,1,soːba,nature (one’s),,nagaraja2014-wiktionary:1561,1.0000,exact_form_gloss
Nagaraja,844,1,sacco,true,,nagaraja2014-wiktionary:1474,1.0000,exact_form_gloss
Nagaraja,845,1,saja-(ka),"good, real, true",,nagaraja2014-wiktionary:1478,1.0000,exact_form_gloss
Nagaraja,846,1,saːḍ(u)bhaw,wife’s sister’s husband,,nagaraja2014-wiktionary:1503,1.0000,exact_form_gloss
Nagaraja,847,1,sagay,engagement (for marriage),,nagaraja2014-wiktionary:1477,1.0000,exact_form_gloss
Nagaraja,848,1,salla,a kind of lizard,,nagaraja2014-wiktionary:1482,1.0000,exact_form_gloss
Nagaraja,849,1,samma-(ki),front (in),,nagaraja2014-wiktionary:1487,1.0000,exact_form_gloss
Nagaraja,850,1,samma khuri,leg – front,,nagaraja2014-wiktionary:1486,1.0000,exact_form_gloss
Nagaraja,851,1,sammaki paːṭoka saːl,year after next,,nagaraja2014-wiktionary:1488,1.0000,exact_form_gloss
Nagaraja,852,1,siwna,dream,,nagaraja2014-wiktionary:1544,1.0000,exact_form_gloss
Nagaraja,853,1,siwn,to get a dream,,nagaraja2014-wiktionary:1545,1.0000,exact_form_gloss
Nagaraja,854,1,tamko loḍeyc,rainbow,,nagaraja2014-wiktionary:1582,1.0000,exact_form_gloss
Nagaraja,855,1,tewre,temple (of face),,nagaraja2014-wiktionary:1598,1.0000,exact_form_gloss
Nagaraja,856,1,taːr-be,to throw,,nagaraja2014-wiktionary:1594,1.0000,exact_form_gloss
Nagaraja,857,1,tha(ː)ra,plate,,nagaraja2014-wiktionary:1601,1.0000,exact_form_gloss
Nagaraja,858,1,tiːr,arrow,,nagaraja2014-wiktionary:1620,1.0000,exact_form_gloss
Nagaraja,859,1,ṭeyã,wife’s younger brother (brother-in-law),,nagaraja2014-wiktionary:1639,1.0000,exact_form_gloss
Nagaraja,860,1,ṭoki,to kiss,,nagaraja2014-wiktionary:1650,1.0000,exact_form_gloss
Nagaraja,861,1,ṭembya,vessel,,nagaraja2014-wiktionary:1638,1.0000,exact_form_gloss
Nagaraja,862,1,ṭeːmbrya,tiger,,nagaraja2014-wiktionary:1640,1.0000,exact_form_gloss
Nagaraja,863,1,paːsona tembrya,striped leopard,,nagaraja2014-wiktionary:1343,1.0000,exact_form_gloss
Nagaraja,864,1,tengki-jere,"to press hard, get suffocated",,nagaraja2014-wiktionary:1596,1.0000,exact_form_gloss
Nagaraja,865,1,terey,to collapse (due to weakness),,nagaraja2014-wiktionary:1597,1.0000,exact_form_gloss
Nagaraja,866,1,ṭhawa-be,to taste (food),,nagaraja2014-wiktionary:1642,1.0000,exact_form_gloss
Nagaraja,867,1,thenḍej,moon,,nagaraja2014-wiktionary:1607,1.0000,exact_form_gloss
Nagaraja,868,1,ṭhikri golaːy,wrinkle,,nagaraja2014-wiktionary:1644,1.0000,exact_form_gloss
Nagaraja,869,1,ṭhikri ṭoːl golaːy,to knit one’s brows,,nagaraja2014-wiktionary:1645,1.0000,exact_form_gloss
Nagaraja,870,1,ṭhuni,pillar,,nagaraja2014-wiktionary:1646,1.0000,exact_form_gloss
Nagaraja,871,1,thuki-be,to spit,,nagaraja2014-wiktionary:1612,1.0000,exact_form_gloss
Nagaraja,872,1,ṭhekri,forehead,,nagaraja2014-wiktionary:1643,1.0000,exact_form_gloss
Nagaraja,873,1,timki,a kind of drum,,nagaraja2014-wiktionary:1613,1.0000,exact_form_gloss
Nagaraja,874,1,ṭiphrinj,vessels one above another,,nagaraja2014-wiktionary:1648,1.0000,exact_form_gloss
Nagaraja,875,1,tiw-be,to carry (in hand),,nagaraja2014-wiktionary:1619,1.0000,exact_form_gloss
Nagaraja,876,1,ṭaka-be,to place on (e.g. a vessel on oven),,nagaraja2014-wiktionary:1630,1.0000,exact_form_gloss
Nagaraja,877,1,ṭokoṭ-kamaː-be,to stumble,,nagaraja2014-wiktionary:1651,1.0000,exact_form_gloss
Nagaraja,878,1,ṭopla,bamboo basket,,nagaraja2014-wiktionary:1652,1.0000,exact_form_gloss
Nagaraja,879,1,tawra,banana plant,,nagaraja2014-wiktionary:1586,1.0000,exact_form_gloss
Nagaraja,880,1,tuːr,squirrel,,nagaraja2014-wiktionary:1626,1.0000,exact_form_gloss
Nagaraja,881,1,tormbya,fruit of mahua tree,,nagaraja2014-wiktionary:1625,1.0000,exact_form_gloss
Nagaraja,882,1,uca,tall,,nagaraja2014-wiktionary:1665,1.0000,exact_form_gloss
Nagaraja,883,1,uca oṭhraː,rough land,,nagaraja2014-wiktionary:1666,1.0000,exact_form_gloss
Nagaraja,884,1,uruṭ-be,"to rub, to brush",,nagaraja2014-wiktionary:1683,1.0000,exact_form_gloss
Nagaraja,885,1,uba,straight,,nagaraja2014-wiktionary:1661,1.0000,exact_form_gloss
Nagaraja,886,1,ubaːki,to make erect,,,,unmatched
Nagaraja,887,1,ubadaːnḍhi,spinal cord,,,,unmatched
Nagaraja,888,1,ubadaːnḍhi paːkṭo,vertebral column,,nagaraja2014-wiktionary:1664,1.0000,exact_form_gloss
Nagaraja,889,1,ojor,light,,nagaraja2014-wiktionary:1257,1.0000,exact_form_gloss
Nagaraja,890,1,ujuri,light (not darkness),,nagaraja2014-wiktionary:1669,1.0000,exact_form_gloss
Nagaraja,891,1,ulṭaː-,to fall,,nagaraja2014-wiktionary:1674,1.0000,exact_form_gloss
Nagaraja,892,1,ulṭa-kama-,to cause to fall,,nagaraja2014-wiktionary:1675,1.0000,exact_form_gloss
Nagaraja,893,1,umbor,age,,nagaraja2014-wiktionary:1677,1.0000,exact_form_gloss
Nagaraja,894,1,umaːn-be,to measure,,nagaraja2014-wiktionary:1676,1.0000,exact_form_gloss
Nagaraja,895,1,unara,summer season,,nagaraja2014-wiktionary:1678,1.0000,exact_form_gloss
Nagaraja,896,1,uri-be,to wear (shirt),,nagaraja2014-wiktionary:1680,1.0000,exact_form_gloss
Nagaraja,897,1,acchi-,to sneeze,,nagaraja2014-wiktionary:3,1.0000,exact_form_gloss
Nagaraja,898,1,akra,eleven,,nagaraja2014-wiktionary:28,1.0000,exact_form_gloss
Nagaraja,899,1,angaːrako,shirt,,nagaraja2014-wiktionary:33,1.0000,exact_form_gloss
Nagaraja,900,1,angub-be,to yawn,,nagaraja2014-wiktionary:35,1.0000,exact_form_gloss
Nagaraja,901,1,awal-ka,good (quality),,nagaraja2014-wiktionary:52,1.0000,exact_form_gloss
Nagaraja,902,1,weːr-,to float/swim,,nagaraja2014-wiktionary:1692,1.0000,exact_form_gloss
Nagaraja,902,2,ueːr-,to float/swim,,nagaraja2014-wiktionary:1692:v2,1.0000,exact_form_gloss
Nagaraja,903,1,harpo,to wander,,nagaraja2014-wiktionary:704,1.0000,exact_form_gloss
Nagaraja,904,1,giṭabom,brother (dl.),,nagaraja2014-wiktionary:662,1.0000,exact_form_gloss
Nagaraja,905,1,adla-badli,exchange,,nagaraja2014-wiktionary:9,1.0000,exact_form_gloss
Nagaraja,906,1,aggari,train,,nagaraja2014-wiktionary:10,1.0000,exact_form_gloss
Nagaraja,907,1,olaːn,cooked pulse,,nagaraja2014-wiktionary:1264,1.0000,exact_form_gloss
Nagaraja,908,1,enge(ː)r,burning charcoal,,nagaraja2014-wiktionary:577,1.0000,exact_form_gloss
Nagaraja,909,1,engerkaːri,match stick,,nagaraja2014-wiktionary:579,1.0000,exact_form_gloss
Nagaraja,910,1,akhanḍa,finger,,nagaraja2014-wiktionary:25,1.0000,exact_form_gloss
Nagaraja,911,1,babuːr,a thorny bush,,nagaraja2014-wiktionary:88,1.0000,exact_form_gloss
Nagaraja,912,1,baːy,"woman, elder sister",,nagaraja2014-wiktionary:156,1.0000,exact_form_gloss
Nagaraja,913,1,baːy bawri,village women,,nagaraja2014-wiktionary:157,1.0000,exact_form_gloss
Nagaraja,914,1,baraːbor,together,,nagaraja2014-wiktionary:120,1.0000,exact_form_gloss
Nagaraja,915,1,bhagato,"local priest, holy man",,nagaraja2014-wiktionary:192,1.0000,exact_form_gloss
Nagaraja,916,1,bhaji,vegetable,,nagaraja2014-wiktionary:198,1.0000,exact_form_gloss
Nagaraja,917,1,bheteːr,below,,nagaraja2014-wiktionary:224,1.0000,exact_form_gloss
Nagaraja,918,1,bombo,cry in shame,,nagaraja2014-wiktionary:275,1.0000,exact_form_gloss
Nagaraja,919,1,buːdi-,"to set (sun, moon)",,nagaraja2014-wiktionary:294,1.0000,exact_form_gloss
Nagaraja,920,1,dewtaːbuːdi,evening (sun god setting),,nagaraja2014-wiktionary:471,1.0000,exact_form_gloss
Nagaraja,921,1,caː-ḍelen-be,to drink tea,,nagaraja2014-wiktionary:333,1.0000,exact_form_gloss
Nagaraja,922,1,cepṭe,flat-nosed,,nagaraja2014-wiktionary:362,1.0000,exact_form_gloss
Nagaraja,923,1,sikal,"soil, clay, mud",,nagaraja2014-wiktionary:1530,1.0000,exact_form_gloss
Nagaraja,924,1,daːda,elder brother,,nagaraja2014-wiktionary:441,1.0000,exact_form_gloss
Nagaraja,925,1,ḍaːkho,a small drum,,nagaraja2014-wiktionary:462,1.0000,exact_form_gloss
Nagaraja,926,1,dhaːr,sharp,,nagaraja2014-wiktionary:493,1.0000,exact_form_gloss
Nagaraja,927,1,dhaːrkam-be,to sharpen (a knife),,nagaraja2014-wiktionary:494,1.0000,exact_form_gloss
Nagaraja,928,1,dhaṭṭo,strong,,nagaraja2014-wiktionary:490,1.0000,exact_form_gloss
Nagaraja,929,1,dhuk-dhuk,heartbeat,,nagaraja2014-wiktionary:517,1.0000,exact_form_gloss
Nagaraja,930,1,doːra,thread,,nagaraja2014-wiktionary:530,1.0000,exact_form_gloss
Nagaraja,931,1,ḍobla,a puddle of water,,nagaraja2014-wiktionary:536,1.0000,exact_form_gloss
Nagaraja,932,1,dadaw,to bury,,nagaraja2014-wiktionary:430,1.0000,exact_form_gloss
Nagaraja,933,1,garay,to bury,,nagaraja2014-wiktionary:598,1.0000,exact_form_gloss
Nagaraja,934,1,gal,"net, trap",,nagaraja2014-wiktionary:594,1.0000,exact_form_gloss
Nagaraja,935,1,gheri-gheri,frequent,,nagaraja2014-wiktionary:646,1.0000,exact_form_gloss
Nagaraja,936,1,gheramaːr-be,to surround (a place),,nagaraja2014-wiktionary:644,1.0000,exact_form_gloss
Nagaraja,937,1,goḍay,tattoo,,nagaraja2014-wiktionary:665,0.9067,conservative_fuzzy
Nagaraja,938,1,hanḍa,pot – metal – big,,nagaraja2014-wiktionary:700,1.0000,exact_form_gloss
Nagaraja,939,1,horya,a kind of bird,,nagaraja2014-wiktionary:741,1.0000,exact_form_gloss
Nagaraja,940,1,horyaːr,owl,,nagaraja2014-wiktionary:742,1.0000,exact_form_gloss
Nagaraja,941,1,hoːlya,owl,,nagaraja2014-wiktionary:747,1.0000,exact_form_gloss
Nagaraja,942,1,hori tiwaːr,Holi festival,,nagaraja2014-wiktionary:740,1.0000,exact_form_gloss
Nagaraja,943,1,iway,bride’s and bridegroom’s father,,nagaraja2014-wiktionary:765,1.0000,exact_form_gloss
Nagaraja,944,1,jalom,birth,,nagaraja2014-wiktionary:778,1.0000,exact_form_gloss
Nagaraja,945,1,jaːmbu,blackberry,,nagaraja2014-wiktionary:795,1.0000,exact_form_gloss
Nagaraja,946,1,kaḍakko,strong,,nagaraja2014-wiktionary:854,1.0000,exact_form_gloss
Nagaraja,947,1,kere(y),iron frying pan,,nagaraja2014-wiktionary:941,1.0000,exact_form_gloss
Nagaraja,948,1,karjo,an edible fruit,,nagaraja2014-wiktionary:886,1.0000,exact_form_gloss
Nagaraja,949,1,karsi,pitcher,,nagaraja2014-wiktionary:889,1.0000,exact_form_gloss
Nagaraja,950,1,kinko,"wheat, kneaded flour",,nagaraja2014-wiktionary:1013,1.0000,exact_form_gloss
Nagaraja,951,1,karanphuːl,earring,,nagaraja2014-wiktionary:882,1.0000,exact_form_gloss
Nagaraja,952,1,lapa-jere-be,"to kneel (on ground), to brood",,nagaraja2014-wiktionary:1073,1.0000,exact_form_gloss
Nagaraja,953,1,lapa-jere-kini,to crawl (on belly),,nagaraja2014-wiktionary:1074,1.0000,exact_form_gloss
Nagaraja,954,1,lapuyt-be,to bend,,nagaraja2014-wiktionary:1075,1.0000,exact_form_gloss
Nagaraja,955,1,lapuyt-kama-be,to bend (something),,nagaraja2014-wiktionary:1076,1.0000,exact_form_gloss
Nagaraja,956,1,methi,a green vegetable,,nagaraja2014-wiktionary:1149,1.0000,exact_form_gloss
Nagaraja,957,1,mongora,jasmine flower,,nagaraja2014-wiktionary:1174,1.0000,exact_form_gloss
Nagaraja,958,1,munguso,mongoose,,nagaraja2014-wiktionary:1192,1.0000,exact_form_gloss
Nagaraja,959,1,muːṭhi,fist,,nagaraja2014-wiktionary:1197,1.0000,exact_form_gloss
Nagaraja,960,1,naːrikaːṭo,umbilical cord,,nagaraja2014-wiktionary:1233,1.0000,exact_form_gloss
Nagaraja,961,1,nango,cobra,,nagaraja2014-wiktionary:1207,1.0000,exact_form_gloss
Nagaraja,962,1,naːsa,"nerve, blood vessel",,nagaraja2014-wiktionary:1234,1.0000,exact_form_gloss
Nagaraja,963,1,nesna-be,to wear (dhoti – men),,nagaraja2014-wiktionary:1240,1.0000,exact_form_gloss
Nagaraja,964,1,niːnḍo-be,to remove (weed),,nagaraja2014-wiktionary:1252,1.0000,exact_form_gloss
Nagaraja,965,1,pateːr,thin (smooth),,nagaraja2014-wiktionary:1323,1.0000,exact_form_gloss
Nagaraja,965,2,paːtier,thin (smooth),,nagaraja2014-wiktionary:1323:v2,1.0000,exact_form_gloss
Nagaraja,966,1,pateːr-,to dilute,,nagaraja2014-wiktionary:1324,1.0000,exact_form_gloss
Nagaraja,967,1,pataːr,"to dry (intr.), wither",,nagaraja2014-wiktionary:1317,1.0000,exact_form_gloss
Nagaraja,968,1,pataːr(i) boːy,grass – dry (straw),,nagaraja2014-wiktionary:1318,1.0000,exact_form_gloss
Nagaraja,969,1,pataːri,dry,,nagaraja2014-wiktionary:1319,1.0000,exact_form_gloss
Nagaraja,970,1,pataːr-kamaːy,to dry in the sun,,nagaraja2014-wiktionary:1320,1.0000,exact_form_gloss
Nagaraja,971,1,paːnḍo-be,"to lift leg, cross over",,nagaraja2014-wiktionary:1338,1.0000,exact_form_gloss
Nagaraja,972,1,phaṭ(a)ka,a trap (for mouse),,nagaraja2014-wiktionary:1375,1.0000,exact_form_gloss
Nagaraja,973,1,pephrya,saliva,,nagaraja2014-wiktionary:1354,1.0000,exact_form_gloss
Nagaraja,974,1,potṛi,bag – plastic,,nagaraja2014-wiktionary:1418,1.0000,exact_form_gloss
Nagaraja,975,1,ranḍa-be,to cook (vegetables),,nagaraja2014-wiktionary:1447,1.0000,exact_form_gloss
Nagaraja,976,1,sawti,step wife,,nagaraja2014-wiktionary:1499,1.0000,exact_form_gloss
Nagaraja,977,1,seko(n),to sneeze,,nagaraja2014-wiktionary:1514,1.0000,exact_form_gloss
Nagaraja,978,1,senḍa,sharp; tree’s branch,,nagaraja2014-wiktionary:1521,1.0000,exact_form_gloss
Nagaraja,979,1,senḍa akhanḍa,finger – little,,nagaraja2014-wiktionary:1522,1.0000,exact_form_gloss
Nagaraja,980,1,tarsya,hyena (an animal),,nagaraja2014-wiktionary:1585,1.0000,exact_form_gloss
Nagaraja,981,1,ocal-be,to lift,,nagaraja2014-wiktionary:1255,1.0000,exact_form_gloss
Nagaraja,982,1,orta-be,"to return (from a place, point)",,nagaraja2014-wiktionary:1275,1.0000,exact_form_gloss
Nagaraja,982,2,wortaː-,"to return (from a place, point)",,nagaraja2014-wiktionary:1275:v2,1.0000,exact_form_gloss
Nagaraja,983,1,onḍor,rat,,nagaraja2014-wiktionary:1267,1.0000,exact_form_gloss
Nagaraja,984,1,warari,marriage,,nagaraja2014-wiktionary:1690,1.0000,exact_form_gloss
Nagaraja,985,1,aju,"just now, soon",,nagaraja2014-wiktionary:21,1.0000,exact_form_gloss
Nagaraja,986,1,aːwaːr,house,,nagaraja2014-wiktionary:86,1.0000,exact_form_gloss
Nagaraja,987,1,epṭaːwaːr,beehive,,nagaraja2014-wiktionary:582,1.0000,exact_form_gloss
Nagaraja,988,1,maːn,honesty,,nagaraja2014-wiktionary:1133,1.0000,exact_form_gloss
Nagaraja,989,1,waso(ː)l-,to lift up,,nagaraja2014-wiktionary:1691,1.0000,exact_form_gloss
Nagaraja,989,2,wosol-,to lift up,,nagaraja2014-wiktionary:1691:v2,1.0000,exact_form_gloss
Nagaraja,990,1,usta,pillow,,nagaraja2014-wiktionary:1685,1.0000,exact_form_gloss
Nagaraja,991,1,ekkel,together,,nagaraja2014-wiktionary:571,1.0000,exact_form_gloss
Nagaraja,992,1,kay-kay,what (is there?),,nagaraja2014-wiktionary:908,1.0000,exact_form_gloss
Nagaraja,993,1,kumbhaːr-ta,potter(s),,nagaraja2014-wiktionary:1056,1.0000,exact_form_gloss
Nagaraja,994,1,koṭhor,purse,,nagaraja2014-wiktionary:1032,1.0000,exact_form_gloss
Nagaraja,994,2,kotra,purse,,nagaraja2014-wiktionary:1032:v2,1.0000,exact_form_gloss
Nagaraja,995,1,khunḍul,hump (on a bull’s back),,nagaraja2014-wiktionary:999,0.9622,conservative_fuzzy
Nagaraja,996,1,kurci,chair,,nagaraja2014-wiktionary:1060,1.0000,exact_form_gloss
Nagaraja,997,1,khora,valley,,nagaraja2014-wiktionary:993,1.0000,exact_form_gloss
Nagaraja,998,1,gaṭṭha,bundle,,nagaraja2014-wiktionary:605,1.0000,exact_form_gloss
Nagaraja,999,1,gaːra,"hailstone; eyeball, a type of soil",,nagaraja2014-wiktionary:610,1.0000,exact_form_gloss
Nagaraja,1000,1,kaggo-kaggo ṭaːgu jhagra,to quarrel by mouth only,,nagaraja2014-wiktionary:856,1.0000,exact_form_gloss
Nagaraja,1001,1,daːri,gram,,nagaraja2014-wiktionary:452,1.0000,exact_form_gloss
Nagaraja,1002,1,ḍhor,cow,,nagaraja2014-wiktionary:511,1.0000,exact_form_gloss
Nagaraja,1003,1,ḍhoṭṭa,cattle (pl.),,nagaraja2014-wiktionary:512,1.0000,exact_form_gloss
Nagaraja,1004,1,ḍhoṭṭa caraːw-re,cow herd (one who tends cattle),,nagaraja2014-wiktionary:513,1.0000,exact_form_gloss
Nagaraja,1005,1,taːndur,"rice, paddy",,nagaraja2014-wiktionary:1592,1.0000,exact_form_gloss
Nagaraja,1006,1,moːḍdhaːri,triangle,,nagaraja2014-wiktionary:1180,1.0000,exact_form_gloss
Nagaraja,1007,1,ḍhoː-be,to wash (body),,nagaraja2014-wiktionary:514,1.0000,exact_form_gloss
Nagaraja,1008,1,nawa,new,,nagaraja2014-wiktionary:1222,1.0000,exact_form_gloss
Nagaraja,1009,1,paːkha,wing (bird’s),,nagaraja2014-wiktionary:1328,1.0000,exact_form_gloss
Nagaraja,1010,1,parda,screen,,nagaraja2014-wiktionary:1308,1.0000,exact_form_gloss
Nagaraja,1011,1,phẽkam-be,to blow nose,,nagaraja2014-wiktionary:1379,1.0000,exact_form_gloss
Nagaraja,1012,1,pheːso,foam,,nagaraja2014-wiktionary:1385,1.0000,exact_form_gloss
Nagaraja,1013,1,basel,"small, thin",,nagaraja2014-wiktionary:128,1.0000,exact_form_gloss
Nagaraja,1014,1,basel aːḍḍo,"bush, shrub",,nagaraja2014-wiktionary:129,1.0000,exact_form_gloss
Nagaraja,1015,1,basel hela,young one,,nagaraja2014-wiktionary:130,1.0000,exact_form_gloss
Nagaraja,1016,1,baselkoːl,young(er) wife,,nagaraja2014-wiktionary:131,1.0000,exact_form_gloss
Nagaraja,1017,1,baːn,arrow,,nagaraja2014-wiktionary:146,1.0000,exact_form_gloss
Nagaraja,1018,1,bether,"inside, under",,nagaraja2014-wiktionary:177,1.0000,exact_form_gloss
Nagaraja,1019,1,muːra,radish,,nagaraja2014-wiktionary:1196,1.0000,exact_form_gloss
Nagaraja,1020,1,mosor,pestle,,nagaraja2014-wiktionary:1178,1.0000,exact_form_gloss
Nagaraja,1021,1,morsa,bundle of peacock feathers,,nagaraja2014-wiktionary:1177,1.0000,exact_form_gloss
Nagaraja,1022,1,rangi,stains (e.g. on tooth),,nagaraja2014-wiktionary:1448,1.0000,exact_form_gloss
Nagaraja,1023,1,rango-kamaːy,to dye (put colour),,nagaraja2014-wiktionary:1449,1.0000,exact_form_gloss
Nagaraja,1024,1,sikrya,hawk (bird),,nagaraja2014-wiktionary:1532,1.0000,exact_form_gloss
Nagaraja,1025,1,sira,"blood vessel, vein",,nagaraja2014-wiktionary:1541,1.0000,exact_form_gloss
Nagaraja,1026,1,samanda,relation,,nagaraja2014-wiktionary:1484,1.0000,exact_form_gloss
Nagaraja,1027,1,saha,six,,nagaraja2014-wiktionary:1473,1.0000,exact_form_gloss
Nagaraja,1028,1,sapaːyjaga,clean/neat place,,nagaraja2014-wiktionary:1489,1.0000,exact_form_gloss
Nagaraja,1029,1,naːyar-saːyar,an animal similar to hedgehog,,nagaraja2014-wiktionary:1238,1.0000,exact_form_gloss
Nagaraja,1030,1,eːrhihaːt,last week,,nagaraja2014-wiktionary:588,1.0000,exact_form_gloss
Nagaraja,1031,1,hardo,turmeric,,nagaraja2014-wiktionary:702,1.0000,exact_form_gloss
Nagaraja,1032,1,ceṭni,chilly sauce,,nagaraja2014-wiktionary:368,1.0000,exact_form_gloss
Nagaraja,1033,1,maːma,mother’s brother,,nagaraja2014-wiktionary:1131,1.0000,exact_form_gloss
Nagaraja,1034,1,maːmi,mother’s brother’s wife,,nagaraja2014-wiktionary:1132,1.0000,exact_form_gloss
Nagaraja,1035,1,cakhaːw-be,to sweep,,nagaraja2014-wiktionary:308,1.0000,exact_form_gloss
Nagaraja,1036,1,bigi-be,"(e.g. dance) to extinguish fire, to blow (air)",,nagaraja2014-wiktionary:250,1.0000,exact_form_gloss
Nagaraja,1036,2,bhigi-be,"(e.g. dance) to extinguish fire, to blow (air)",,nagaraja2014-wiktionary:250:v2,1.0000,exact_form_gloss
Nagaraja,1037,1,biː-be,to rise,,nagaraja2014-wiktionary:268,1.0000,exact_form_gloss
Nagaraja,1038,1,biː-kam-be,to wake up (someone),,nagaraja2014-wiktionary:270,1.0000,exact_form_gloss
Nagaraja,1039,1,bikama,"to lift, turn out",,nagaraja2014-wiktionary:256,1.0000,exact_form_gloss
Nagaraja,1040,1,carko,black-faced monkey,,nagaraja2014-wiktionary:323,1.0000,exact_form_gloss
