Snapshot_Date,Unit_ID,Region,PDF_Page,Printed_Page,Locator,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Form,Final_Gloss,Final_Phonemic,Final_Tags,Final_Parameter,Emitted_Key,Merged_Into,Source,Record_SHA256
2026-08-25,t5:9,t5,7,134,"p. 134, table 5",nam,9,palula=núu; gawri=nom,installed,read from the PDF text layer and installed unchanged,nam,nine,,num,6984,kalkoti:t5:9,,"kalkoti[p. 134, table 5]",956995b087447fb56e384a0336b5faa5d112486786f535262d9c9c4c3c9a1d02
2026-08-25,t5:10,t5,7,134,"p. 134, table 5",deeš,10,"palula=dáaš, daš (B); gawri=däš",installed,read from the PDF text layer and installed unchanged,deeš,ten,,num,6227,kalkoti:t5:10,,"kalkoti[p. 134, table 5]",e7a61141ae61f981aba0bef252f2dfa80f32e38d00db3e3129f4ddc549b00739
2026-08-25,t5:11,t5,7,134,"p. 134, table 5",akaaš,11,"palula=akóoš, akáaš (B); gawri=ikää",installed,read from the PDF text layer and installed unchanged,akaaš,eleven,,num,2485,kalkoti:t5:11,,"kalkoti[p. 134, table 5]",15f842f9f173b1a098104570ee99d6b137895eaa4b62f3b53e7aa16cca056cd4
2026-08-25,t5:12,t5,7,134,"p. 134, table 5",baaš,12,"palula=bóoš, báaš (B); gawri=bää",installed,read from the PDF text layer and installed unchanged,baaš,twelve,,num,6658,kalkoti:t5:12,,"kalkoti[p. 134, table 5]",30fbffea32356731fb718f4edeb341502f83970d6935448714961cad6052d320
2026-08-25,t6:43,t6,7,134,"p. 134, table 6",traa-tee-dubiš,43,structure=3 - conj - 2 - 20; palula=dúbhiš-ee-tróo; gawri=ɬaa-tee-dubiš,installed,read from the PDF text layer and installed unchanged,traateedubiš,forty-three,,num compound,,kalkoti:t6:43,,"kalkoti[p. 134, table 6]",854b5d29207be6f6137f27e291ee02e077d19fb4aa300c8359e65f225a8d2b14
2026-08-25,t8:1,t8,10,137,"p. 137, table 8",/trɑː/,three,palula=/troː/; gawri=/ɬaː/,installed,read from the PDF text layer and installed unchanged,traa,three,trɑː,,,kalkoti:t8:1,kalkoti:t5:3,"kalkoti[p. 137, table 8]",74850550d11d45b02c577079fff2ce7ab00933df728d0efe59efacfd20462774
2026-08-25,t8:2,t8,10,137,"p. 137, table 8",/trɑːm/,work,palula=/kraːm/; gawri=/ɬam/,installed,read from the PDF text layer and installed unchanged,traam,work,trɑːm,,2892,kalkoti:t8:2,,"kalkoti[p. 137, table 8]",1a16705642e839acbb964700e06e264ae2b4acc366eac2e34bc9ec63c22addff
2026-08-25,t8:3,t8,10,137,"p. 137, table 8",/driɡ/,"long, tall",palula=/dhriɡu/; gawri=/liːɡ/,installed,read from the PDF text layer and installed unchanged,driɡ,"long, tall",driɡ,,6368,kalkoti:t8:3,,"kalkoti[p. 137, table 8]",8c90dd8cd42acc10bf78b6a156c5a643466d725838c00c9148a6111d05d0d9f0
2026-08-25,t8:4,t8,10,137,"p. 137, table 8",/drɑːm/,village,palula=/ɡhroːm/; gawri=/laːm/,installed,read from the PDF text layer and installed unchanged,draam,village,drɑːm,,4368,kalkoti:t8:4,,"kalkoti[p. 137, table 8]",d9bbb2a80f8a82133a9ea609defe33de2ae1757ad518d366abd96b28ac5e0f77
2026-08-25,t8:5,t8,10,137,"p. 137, table 8",/peːt(r)/,son’s daughter,palula=/puːtri/; gawri=/peːɬ/,installed,read from the PDF text layer and installed unchanged,peetr,son's daughter,peːt(r),,,kalkoti:t8:5,kalkoti:t1:20,"kalkoti[p. 137, table 8]",56945c768c4329adffc204c7a920b90898e412b9157e513d36b5633d3c62c14e
2026-08-25,t8:6,t8,10,137,"p. 137, table 8",/pitri/,father’s brother,palula=/pitri/; gawri=/piɬi/,installed,read from the PDF text layer and installed unchanged,pitri,father's brother,pitri,,,kalkoti:t8:6,kalkoti:t1:13,"kalkoti[p. 137, table 8]",bc58e8402725a1924ee894496250e24b03a41660b03cb6e06472a967d4af87fc
2026-08-25,t9:1,t9,10,137,"p. 137, table 9",siir,sun,kohistani-shina=súuri; palula=súuri; gawri=siir,installed,read from the PDF text layer and installed unchanged,siir,sun,,,13573,kalkoti:t9:1,,"kalkoti[p. 137, table 9]",cbbb553bff39cd3a7ff5942093d43a6342c3f19626c7f0d796df2ecb26d7dad1
2026-08-25,t9:2,t9,10,137,"p. 137, table 9",taar,star,kohistani-shina=táaro; palula=tóoru; gawri=taar,installed,read from the PDF text layer and installed unchanged,taar,star,,,5798,kalkoti:t9:2,,"kalkoti[p. 137, table 9]",bd641a7664c567b86a85c0de25ccda1e29b25cd5a47fefd441289114c070c033
2026-08-25,t9:3,t9,10,137,"p. 137, table 9",ic̣ii,eye,kohistani-shina=ac̣híi; palula=ac̣híi; gawri=ec̣,installed,read from the PDF text layer and installed unchanged,ic̣ii,eye,,,43,kalkoti:t9:3,,"kalkoti[p. 137, table 9]",28d2a7d6a31b7f75e2623735663a91fb2f931764308374ee7b1ce52391358197
2026-08-25,t9:4,t9,10,137,"p. 137, table 9",trimii,worm,palula=kriimíi,installed,read from the PDF text layer and installed unchanged,trimii,worm,,,3438,kalkoti:t9:4,,"kalkoti[p. 137, table 9]",3021dea7f0198304af54ae41df817a98dd70f9f4baf572c43f325a34052d17ee
2026-08-25,t13:1,t13,17,144,"p. 144, table 13",sär,lake,tone=0; palula=sáar; oia=sáras- (T: 13254),installed,read from the PDF text layer and installed unchanged,sär,lake,,,13254,kalkoti:t13:1,,"kalkoti[p. 144, table 13]",17e6062f2abeb1c7b949d39013b08fc268d39d41aa46ed9f1c833b85e2279b86
2026-08-25,t13:2,t13,17,144,"p. 144, table 13",kaan,ear,tone=0; palula=káaṇ; oia=kárṇa- (T: 2830),installed,read from the PDF text layer and installed unchanged,kaan,ear,,,2830,kalkoti:t13:2,,"kalkoti[p. 144, table 13]",b2bc4e230694a5e738f7fc610f1cd9791e4857b873c36fe0a2fb114a1074d4f1
2026-08-25,t13:3,t13,17,144,"p. 144, table 13",ḍä̀är,belly,tone=L; palula=ḍheér; oia=*ḍhēḍḍha- (T: 5589),installed,read from the PDF text layer and installed unchanged,ḍä̀är,belly,,,5589,kalkoti:t13:3,,"kalkoti[p. 144, table 13]",74400bff87c7458f184eb69f3d0e29e06bcd8dfebca3fe3d17975da0f8b054c3
2026-08-25,t13:4,t13,17,144,"p. 144, table 13",šaàk,wood,tone=L; palula=šaák; oia=śākhyá- (T: 12379),installed,read from the PDF text layer and installed unchanged,šaàk,wood,,,12379,kalkoti:t13:4,,"kalkoti[p. 144, table 13]",e1c0dcb7e831a91677fb1e6ecac2fe7f7f69ce62feb2ea1622ee55acf4252278
2026-08-25,t13:5,t13,17,144,"p. 144, table 13",taár,star,tone=H; palula=tóoru; oia=tāraká- (T: 5798),installed,read from the PDF text layer and installed unchanged,taár,star,,,5798,kalkoti:t13:5,kalkoti:t9:2,"kalkoti[p. 144, table 13]",0ffb4eefa3706d43d87de7d91d17a7061516e2eceba84f0663e143d80eec557b
2026-08-25,t13:6,t13,17,144,"p. 144, table 13",baál,hair,tone=H; palula=bóolu; oia=va ̄́la- (T: 11572),installed,read from the PDF text layer and installed unchanged,baál,hair,,,11572,kalkoti:t13:6,,"kalkoti[p. 144, table 13]",5a2b151f85c444fc9e4e15b155036437f97c774bbd5b46044418bc3769affbe2
2026-08-25,t13:7,t13,17,144,"p. 144, table 13",ɡòór,horse,tone=LH; palula=ɡhúuṛu; oia=ɡhōṭa- (T: 4516),installed,read from the PDF text layer and installed unchanged,ɡòór,horse,,,4516,kalkoti:t13:7,,"kalkoti[p. 144, table 13]",d93255bfceae32893d8684b5926e34a732cd3675711d18cd988273c9d143c098
2026-08-25,t13:8,t13,17,144,"p. 144, table 13",čhèél,goat,tone=LH; palula=čhéeli; oia=chaɡalikā- (T: 4963),installed,read from the PDF text layer and installed unchanged,čhèél,goat,,,5009,kalkoti:t13:8,,"kalkoti[p. 144, table 13]",1eaa90fe7edd87c032b14d9f5ed4d29c28b324bba1ee011a735d36a926936173
2026-08-25,t14:1sg:nom,t14,18,145,"p. 145, table 14",ma,1 SG,case=nom; person=1 SG; printed=ma,installed,read from the PDF text layer and installed unchanged,ma,I,,pron personal 1sg nom,,kalkoti:t14:1sg:nom,kalkoti:t4:1sg:nom,"kalkoti[p. 145, table 14]",d2f7ce61e71dfd57e2540e2662172711ffe173dc8487050e3378857c27bbe7da
2026-08-25,t14:1sg:obl1,t14,18,145,"p. 145, table 14",ma,1 SG,case=obl1; person=1 SG; printed=ma,installed,read from the PDF text layer and installed unchanged,ma,I,,pron personal 1sg obl acc,,kalkoti:t14:1sg:obl1,kalkoti:t4:1sg:nom,"kalkoti[p. 145, table 14]",6a017eda890e2e72752e07d34a442ad250338b834b0f4b525bc85ef2514dc7f0
2026-08-25,t14:1sg:obl2,t14,18,145,"p. 145, table 14",mi,1 SG,case=obl2; person=1 SG; printed=mi,installed,read from the PDF text layer and installed unchanged,mi,I,,pron personal 1sg obl erg,,kalkoti:t14:1sg:obl2,,"kalkoti[p. 145, table 14]",e490020e0b2ec6d4141623ac107a789d7bb745a5ab10bd6a3b4825a0d0776dcf
2026-08-25,t14:1sg:gen,t14,18,145,"p. 145, table 14",mi,1 SG,case=gen; person=1 SG; printed=mi,installed,read from the PDF text layer and installed unchanged,mi,I,,pron personal 1sg gen,,kalkoti:t14:1sg:gen,kalkoti:t14:1sg:obl2,"kalkoti[p. 145, table 14]",ce8642138bba5b8ca9d98ddbc66c4c83b6158f42f977bf8dd9f0ba843e0b052b
2026-08-25,t14:2sg:nom,t14,18,145,"p. 145, table 14",tu,2 SG,case=nom; person=2 SG; printed=tu,installed,read from the PDF text layer and installed unchanged,tu,you (singular),,pron personal 2sg nom,,kalkoti:t14:2sg:nom,kalkoti:t4:2sg:nom,"kalkoti[p. 145, table 14]",2c104a2517cc48536aebe445da3a7a39fbaba7bee9da9c1a7618d07ea847cb40
2026-08-25,t14:2sg:obl1,t14,18,145,"p. 145, table 14",tu,2 SG,case=obl1; person=2 SG; printed=tu,installed,read from the PDF text layer and installed unchanged,tu,you (singular),,pron personal 2sg obl acc,,kalkoti:t14:2sg:obl1,kalkoti:t4:2sg:nom,"kalkoti[p. 145, table 14]",e0397068933c4246f2ae0c5226b0365065dd75d0e68630521ec38096ae66ddc8
2026-08-25,t14:2sg:obl2,t14,18,145,"p. 145, table 14",t(h)i,2 SG,case=obl2; person=2 SG; printed=t(h)i,installed,read from the PDF text layer and installed unchanged,thi,you (singular),,pron personal 2sg obl erg,,kalkoti:t14:2sg:obl2,,"kalkoti[p. 145, table 14]",b49ce82c1f79adb25f2b02e073c7f7ca778acb956c350a20ee2d76845c3cc99f
2026-08-25,t14:2sg:gen,t14,18,145,"p. 145, table 14",t(h)i,2 SG,case=gen; person=2 SG; printed=t(h)i,installed,read from the PDF text layer and installed unchanged,thi,you (singular),,pron personal 2sg gen,,kalkoti:t14:2sg:gen,kalkoti:t14:2sg:obl2,"kalkoti[p. 145, table 14]",4278bfaaa809a351ab7ad33b8ecb4ac7da2ca9d374509bdb2296fa5418945d28
2026-08-25,t14:3sg:near:nom,t14,18,145,"p. 145, table 14",roo,3 SG,case=nom; person=3 SG; deixis=near; printed=roo,installed,read from the PDF text layer and installed unchanged,roo,"he, she, it (proximate)",,pron personal prox 3sg nom,,kalkoti:t14:3sg:near:nom,,"kalkoti[p. 145, table 14]",04f775d74484821f7ff6a6414351b4831de5cfa82972a95061250c070b1deb48
2026-08-25,t14:3sg:near:obl1,t14,18,145,"p. 145, table 14",räs,3 SG,case=obl1; person=3 SG; deixis=near; printed=räs,installed,read from the PDF text layer and installed unchanged,räs,"he, she, it (proximate)",,pron personal prox 3sg obl acc,,kalkoti:t14:3sg:near:obl1,,"kalkoti[p. 145, table 14]",20f276e123cc308f4cfd142ab797013f01426b325dbc8c6b5b18f47371b277db
2026-08-25,t14:3sg:near:obl2,t14,18,145,"p. 145, table 14",rä,3 SG,case=obl2; person=3 SG; deixis=near; printed=rä,installed,read from the PDF text layer and installed unchanged,rä,"he, she, it (proximate)",,pron personal prox 3sg obl erg,,kalkoti:t14:3sg:near:obl2,,"kalkoti[p. 145, table 14]",c9f3c3aab695c28ff15674f4c50360bffdcf2aca92c5b3c02027d47b1b9abc76
2026-08-25,t14:3sg:near:gen,t14,18,145,"p. 145, table 14",räsi,3 SG,case=gen; person=3 SG; deixis=near; printed=räsi,installed,read from the PDF text layer and installed unchanged,räsi,"he, she, it (proximate)",,pron personal prox 3sg gen,,kalkoti:t14:3sg:near:gen,,"kalkoti[p. 145, table 14]",c3cdc92096c93e4fd4de0d3b53c6ddc547c3628e392079645794af5ba6e0cef7
2026-08-25,t14:3sg:far:nom,t14,18,145,"p. 145, table 14",soo,3 SG,case=nom; person=3 SG; deixis=far; printed=soo,installed,read from the PDF text layer and installed unchanged,soo,"he, she, it (remote)",,pron personal dist 3sg nom,,kalkoti:t14:3sg:far:nom,,"kalkoti[p. 145, table 14]",424c57f5f582bba50baee8f84007eb135e9cba6eec16c345d8345bd9bbd1ef0d
2026-08-25,t14:3sg:far:obl1,t14,18,145,"p. 145, table 14",täs,3 SG,case=obl1; person=3 SG; deixis=far; printed=täs,installed,read from the PDF text layer and installed unchanged,täs,"he, she, it (remote)",,pron personal dist 3sg obl acc,,kalkoti:t14:3sg:far:obl1,,"kalkoti[p. 145, table 14]",a09cb73113c7d414b114bf164ff00898ba7e1af00ad4b4b0a41f28f1aeb8ebf4
2026-08-25,t14:3sg:far:obl2,t14,18,145,"p. 145, table 14",tä,3 SG,case=obl2; person=3 SG; deixis=far; printed=tä,installed,read from the PDF text layer and installed unchanged,tä,"he, she, it (remote)",,pron personal dist 3sg obl erg,,kalkoti:t14:3sg:far:obl2,,"kalkoti[p. 145, table 14]",5d819f3b0dc388ffd9cc896b8a5b1370cf27227a6b70024b1af113affc228cfe
2026-08-25,t14:3sg:far:gen,t14,18,145,"p. 145, table 14",täsi,3 SG,case=gen; person=3 SG; deixis=far; printed=täsi,installed,read from the PDF text layer and installed unchanged,täsi,"he, she, it (remote)",,pron personal dist 3sg gen,,kalkoti:t14:3sg:far:gen,,"kalkoti[p. 145, table 14]",d88bbbd147c950764bc82002e902537f955654883de190e776ff7186bf3c8c2a
2026-08-25,t14:1pl:nom,t14,18,145,"p. 145, table 14",bä,1 PL,case=nom; person=1 PL; printed=bä,installed,read from the PDF text layer and installed unchanged,bä,we,,pron personal 1pl nom,,kalkoti:t14:1pl:nom,kalkoti:t4:1pl:nom,"kalkoti[p. 145, table 14]",7df6664cd8a27fbd32430b95489500fc551f928012459ff70fef44fdbfd084fc
2026-08-25,t14:1pl:obl1,t14,18,145,"p. 145, table 14",asaa~,1 PL,case=obl1; person=1 PL; printed=asaa~,installed,read from the PDF text layer and installed unchanged,asaa~,we,,pron personal 1pl obl acc,,kalkoti:t14:1pl:obl1,kalkoti:t4:1pl:obl,"kalkoti[p. 145, table 14]",4380ff394287d278d7d066496b7832f35a5691bb248688b3b021c9ffc0939863
2026-08-25,t14:1pl:obl2,t14,18,145,"p. 145, table 14",is,1 PL,case=obl2; person=1 PL; printed=is,installed,read from the PDF text layer and installed unchanged,is,we,,pron personal 1pl obl erg,,kalkoti:t14:1pl:obl2,,"kalkoti[p. 145, table 14]",3e770e15f7d3329c6df7524fb1be53553b64fe55ff724d5ee270c1aad6ee2929
2026-08-25,t14:1pl:gen,t14,18,145,"p. 145, table 14",äsi,1 PL,case=gen; person=1 PL; printed=äsi,installed,read from the PDF text layer and installed unchanged,äsi,we,,pron personal 1pl gen,,kalkoti:t14:1pl:gen,,"kalkoti[p. 145, table 14]",e84c9b97e3942755167254c2ebf9dbb9c6d56e64ffc1532877c2d32be919c74e
2026-08-25,t14:2pl:nom,t14,18,145,"p. 145, table 14",tis,2 PL,case=nom; person=2 PL; printed=tis,installed,read from the PDF text layer and installed unchanged,tis,you (plural),,pron personal 2pl nom,,kalkoti:t14:2pl:nom,kalkoti:t4:2pl:nom,"kalkoti[p. 145, table 14]",50f9a84de3759880479f74f04b09ff56c47734c691160f907afc1b7f43e53d61
2026-08-25,t14:2pl:obl1,t14,18,145,"p. 145, table 14",tusaa~,2 PL,case=obl1; person=2 PL; printed=tusaa~,installed,read from the PDF text layer and installed unchanged,tusaa~,you (plural),,pron personal 2pl obl acc,,kalkoti:t14:2pl:obl1,kalkoti:t4:2pl:obl,"kalkoti[p. 145, table 14]",9f3a0646031404205272cecc7d2bdf158bf021582e2222e097719d7fa50d06ef
2026-08-25,t14:2pl:obl2,t14,18,145,"p. 145, table 14",tis,2 PL,case=obl2; person=2 PL; printed=tis,installed,read from the PDF text layer and installed unchanged,tis,you (plural),,pron personal 2pl obl erg,,kalkoti:t14:2pl:obl2,kalkoti:t4:2pl:nom,"kalkoti[p. 145, table 14]",0d63b491ad6c3e15f20251b6ea9fb8f60a6cbe2e8c908d2d9f33fa1ef4a3a0b2
2026-08-25,t14:2pl:gen,t14,18,145,"p. 145, table 14",tusi,2 PL,case=gen; person=2 PL; printed=tusi,installed,read from the PDF text layer and installed unchanged,tusi,you (plural),,pron personal 2pl gen,,kalkoti:t14:2pl:gen,,"kalkoti[p. 145, table 14]",a8b95746eb7af2306d43ad0d200b04d2b357fa4409ddae86a3fc8facb70d6b98
2026-08-25,t14:3pl:near:obl1,t14,18,145,"p. 145, table 14",ränaa,3 PL,case=obl1; person=3 PL; deixis=near; printed=ränaa,installed,read from the PDF text layer and installed unchanged,ränaa,they (proximate),,pron personal prox 3pl obl acc,,kalkoti:t14:3pl:near:obl1,,"kalkoti[p. 145, table 14]",1217979a5142e4e722934705f4a9a73ee806198740b5bd47e00905b5caca8eb5
2026-08-25,t14:3pl:near:obl2,t14,18,145,"p. 145, table 14",rin,3 PL,case=obl2; person=3 PL; deixis=near; printed=rin,installed,read from the PDF text layer and installed unchanged,rin,they (proximate),,pron personal prox 3pl obl erg,,kalkoti:t14:3pl:near:obl2,,"kalkoti[p. 145, table 14]",8d31af74949966a326262fc446f31f6b47ccb459d81355525c5add382f904bae
2026-08-25,t14:3pl:near:gen,t14,18,145,"p. 145, table 14",räni,3 PL,case=gen; person=3 PL; deixis=near; printed=räni,installed,read from the PDF text layer and installed unchanged,räni,they (proximate),,pron personal prox 3pl gen,,kalkoti:t14:3pl:near:gen,,"kalkoti[p. 145, table 14]",7d3ec58eaa15b7d1fe63b8eba063cf38e092bd12a92cc26727d354c0f63cedc2
2026-08-25,t14:3pl:far:nom,t14,18,145,"p. 145, table 14",tin,3 PL,"case=nom; person=3 PL; deixis=far; printed=tin, tän",installed,read from the PDF text layer and installed unchanged,tin,they (remote),,pron personal dist 3pl nom,,kalkoti:t14:3pl:far:nom,,"kalkoti[p. 145, table 14]",d227d1f9afbc7f0d0f177c132cd3300c414818463d9690d61355d7eae11f770e
2026-08-25,t14:3pl:far:nom:a2,t14,18,145,"p. 145, table 14",tän,3 PL,"case=nom; person=3 PL; deixis=far; printed=tin, tän",installed,read from the PDF text layer and installed unchanged,tän,they (remote),,pron personal dist 3pl nom,,kalkoti:t14:3pl:far:nom:a2,,"kalkoti[p. 145, table 14]",97b4b5f1c6c9929ca255572576feb315144c269ad9bb39968a1ccb7897d09d49
2026-08-25,t14:3pl:far:obl1,t14,18,145,"p. 145, table 14",tänaa,3 PL,case=obl1; person=3 PL; deixis=far; printed=tänaa,installed,read from the PDF text layer and installed unchanged,tänaa,they (remote),,pron personal dist 3pl obl acc,,kalkoti:t14:3pl:far:obl1,,"kalkoti[p. 145, table 14]",aadc1ed1500f5052fcff6a8c0367e0776c55c8a8df5c147209b0466860079f22
2026-08-25,t14:3pl:far:obl2,t14,18,145,"p. 145, table 14",tin,3 PL,"case=obl2; person=3 PL; deixis=far; printed=tin, tän",installed,read from the PDF text layer and installed unchanged,tin,they (remote),,pron personal dist 3pl obl erg,,kalkoti:t14:3pl:far:obl2,kalkoti:t14:3pl:far:nom,"kalkoti[p. 145, table 14]",2ae31c46409e9c68c734c9077da270d5dbc080be25ec303046981e3a503ab00a
2026-08-25,t14:3pl:far:obl2:a2,t14,18,145,"p. 145, table 14",tän,3 PL,"case=obl2; person=3 PL; deixis=far; printed=tin, tän",installed,read from the PDF text layer and installed unchanged,tän,they (remote),,pron personal dist 3pl obl erg,,kalkoti:t14:3pl:far:obl2:a2,kalkoti:t14:3pl:far:nom:a2,"kalkoti[p. 145, table 14]",859aefff1ee871d65f1f0b00e1064e2bef716478e867d58501243efe7f355e4b
2026-08-25,t14:3pl:far:gen,t14,18,145,"p. 145, table 14",tänaami,3 PL,case=gen; person=3 PL; deixis=far; printed=tänaami,installed,read from the PDF text layer and installed unchanged,tänaami,they (remote),,pron personal dist 3pl gen,,kalkoti:t14:3pl:far:gen,,"kalkoti[p. 145, table 14]",f30a5b0346949234d53ad31368f25aaea288bb80717d90f38bf02529227b319a
2026-08-25,t16:1:sg,t16,20,147,"p. 147, table 16",šii,house,number=sg; printed=šii,installed,read from the PDF text layer and installed unchanged,šii,house,,noun sg,12707,kalkoti:t16:1:sg,,"kalkoti[p. 147, table 16]",a9e4eee16486642dbc84c544314b7702489f41608a2564acb8589845d4f6dbaa
2026-08-25,t16:1:pl,t16,20,147,"p. 147, table 16",šii,house,number=pl; printed=šii,installed,read from the PDF text layer and installed unchanged,šii,house,,noun pl,,kalkoti:t16:1:pl,kalkoti:t16:1:sg,"kalkoti[p. 147, table 16]",064bcdd13336c827f9db54c8d506152d793dffd4822791ca9774618924a84277
2026-08-25,t16:2:sg,t16,20,147,"p. 147, table 16",theer,hand,number=sg; printed=theer,installed,read from the PDF text layer and installed unchanged,theer,hand,,noun sg,13747,kalkoti:t16:2:sg,,"kalkoti[p. 147, table 16]",b84a0fc37f8b484d0e788c65e26c2f2d7cff68fb873febcee14bb10fe7406e7f
2026-08-25,t16:2:pl,t16,20,147,"p. 147, table 16",theer,hand,number=pl; printed=theer,installed,read from the PDF text layer and installed unchanged,theer,hand,,noun pl,,kalkoti:t16:2:pl,kalkoti:t16:2:sg,"kalkoti[p. 147, table 16]",fab09ca11b3b316501c07f8dce1d148bdd29f54646bb22980bae876306802e77
2026-08-25,t16:3:sg,t16,20,147,"p. 147, table 16",dra,brother,number=sg; printed=dra,installed,read from the PDF text layer and installed unchanged,dra,brother,,noun sg,,kalkoti:t16:3:sg,kalkoti:t1:1,"kalkoti[p. 147, table 16]",7af4944c42d56479354789f69edc25aa44947f536c259c0018740aa81a6ce448
2026-08-25,t16:3:pl,t16,20,147,"p. 147, table 16",dra-i,brother,number=pl; printed=dra-i,installed,read from the PDF text layer and installed unchanged,drai,brother,,noun pl,,kalkoti:t16:3:pl,,"kalkoti[p. 147, table 16]",b10aaf508df67ba321b40d253192ae18193a089bfdc1430c1b775251b19510ff
2026-08-25,t16:4:sg,t16,20,147,"p. 147, table 16",puu,"boy, son",number=sg; printed=puu,installed,read from the PDF text layer and installed unchanged,puu,"boy, son",,noun sg,,kalkoti:t16:4:sg,,"kalkoti[p. 147, table 16]",6d80c39063e48e55f3bf006476a80f08a22a896756cd677304c769e08f042dbf
2026-08-25,t16:4:pl,t16,20,147,"p. 147, table 16",lärkoor,"boy, son","number=pl; printed=lärkoor, lukuṭoor",installed,read from the PDF text layer and installed unchanged,lärkoor,"boy, son",,noun pl,,kalkoti:t16:4:pl,,"kalkoti[p. 147, table 16]",451bd150442bd9979fcf95106cb9158724e35145a70b69b398a5938134a27701
2026-08-25,t16:4:pl:a2,t16,20,147,"p. 147, table 16",lukuṭoor,"boy, son","number=pl; printed=lärkoor, lukuṭoor",installed,read from the PDF text layer and installed unchanged,lukuṭoor,"boy, son",,noun pl,,kalkoti:t16:4:pl:a2,,"kalkoti[p. 147, table 16]",c9eb1d0ae131d55764ee847f81159aac9fb415efc442ebb04bec22779a5b6f5f
2026-08-25,t16:5:sg,t16,20,147,"p. 147, table 16",pee,"girl, daughter",number=sg; printed=pee,installed,read from the PDF text layer and installed unchanged,pee,"girl, daughter",,noun sg,,kalkoti:t16:5:sg,,"kalkoti[p. 147, table 16]",153e814a247eb7c551423f59c506a10fbc8fc953e08140cc4efe240f9e252164
2026-08-25,t16:5:pl,t16,20,147,"p. 147, table 16",lärkeer,"girl, daughter",number=pl; printed=lärkeer,installed,read from the PDF text layer and installed unchanged,lärkeer,"girl, daughter",,noun pl,,kalkoti:t16:5:pl,,"kalkoti[p. 147, table 16]",67a983986b32aaad582733ee49aa430933893e6310be0d6bd14a05cda1067cdb
2026-08-25,t16:6:sg,t16,20,147,"p. 147, table 16",meeš,man,number=sg; printed=meeš,installed,read from the PDF text layer and installed unchanged,meeš,man,,noun sg,9828,kalkoti:t16:6:sg,,"kalkoti[p. 147, table 16]",589847500ad8ac88e4860c2d65d0be01be42f1f51c166d74dd44430d61dede8b
2026-08-25,t16:6:pl,t16,20,147,"p. 147, table 16",mišaal,man,"number=pl; printed=mišaal, xäläq",installed,read from the PDF text layer and installed unchanged,mišaal,man,,noun pl,,kalkoti:t16:6:pl,,"kalkoti[p. 147, table 16]",02d30e6a595226dcc85a2cd8562de2be24f378411c8d3b97bdf769d7cd2a0a16
2026-08-25,t16:6:pl:a2,t16,20,147,"p. 147, table 16",xäläq,man,"number=pl; printed=mišaal, xäläq",installed,read from the PDF text layer and installed unchanged,xäläq,man,,noun pl,,kalkoti:t16:6:pl:a2,,"kalkoti[p. 147, table 16]",f20c6cf15245fcad934c9784137265000d6bff8c8aa8288647a95cf0d29f5f4b
2026-08-25,t16:7:sg,t16,20,147,"p. 147, table 16",treer,woman,number=sg; printed=treer,installed,read from the PDF text layer and installed unchanged,treer,woman,,noun sg,,kalkoti:t16:7:sg,,"kalkoti[p. 147, table 16]",a1058ffcbbf2797d612d7ce4d15cc9924d526477a206911d442f2b5d4d873ed7
2026-08-25,t16:7:pl,t16,20,147,"p. 147, table 16",triyaal,woman,number=pl; printed=triyaal,installed,read from the PDF text layer and installed unchanged,triyaal,woman,,noun pl,,kalkoti:t16:7:pl,,"kalkoti[p. 147, table 16]",b7d29140b660f5602a19046d5b338cd94fb69155c080c140a6243d6c94d4dfed
2026-08-25,t16:8:sg,t16,20,147,"p. 147, table 16",ḍakṭar,doctor,number=sg; printed=ḍakṭar,installed,read from the PDF text layer and installed unchanged,ḍakṭar,doctor,,noun sg,,kalkoti:t16:8:sg,,"kalkoti[p. 147, table 16]",2548024f919fbc0964e968bb742df42810baf7b7b00944b21c3c96aaea414161
2026-08-25,t16:8:pl,t16,20,147,"p. 147, table 16",ḍakṭar-aan,doctor,number=pl; printed=ḍakṭar-aan,installed,read from the PDF text layer and installed unchanged,ḍakṭaraan,doctor,,noun pl,,kalkoti:t16:8:pl,,"kalkoti[p. 147, table 16]",c132defe639ca65144ac101c1abfd200fdfb97c159f52585a045d6d3fe9e48c9
2026-08-25,t16:9:sg,t16,20,147,"p. 147, table 16",tarkaaṇ,carpenter,number=sg; printed=tarkaaṇ,installed,read from the PDF text layer and installed unchanged,tarkaaṇ,carpenter,,noun sg,5621,kalkoti:t16:9:sg,,"kalkoti[p. 147, table 16]",b4b4aee0e67253e6406570f8b14e29ed26bd648f83c557a80ad0c2eb7460e799
2026-08-25,t16:9:pl,t16,20,147,"p. 147, table 16",tarkaaṇ-aan,carpenter,number=pl; printed=tarkaaṇ-aan,installed,read from the PDF text layer and installed unchanged,tarkaaṇaan,carpenter,,noun pl,,kalkoti:t16:9:pl,,"kalkoti[p. 147, table 16]",a283dcfb89a9b621e19e01a335ffbf3ae64626f89fd89591600acb391fba596d
