Snapshot_Date,Collation_Date,Unit_ID,PDF_Page,Printed_Page,Section,Span_Index,Raw_Form,Raw_Gloss,Status,Reason,Final_Forms,Final_Gloss,Final_Tags,Etymology,Emitted_Keys,Review,Material_Error,Source,Record_SHA256
2026-08-25,2026-08-25,3.1.3:6,9,131,3.1.3,6,māččh-a naninā,the fish (pl.) swim,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.3]",931ca760ee88c50724dfa83446df5eeb24e4590f0f43166aab7b39a9400f9ebd
2026-08-25,2026-08-25,3.1.4:6,9,131,3.1.4,6,čhaj-a dikhlom,I saw the girl,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.4]",1878d0a6351227dd391d80d73746cd4567a0513edddb0c5eb3f4f87d52637803
2026-08-25,2026-08-25,3.1.8:6,9,131,3.1.8,6,dānd,tooth,dup,repeated mention; citation folded into the record installed at 2.3.6:3,,,,,rezaibaghbidi2003zargari:p127:s2.3.6:i3,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",a61b2abb5ec976b08f9976cd8613d13739e42aadd797304108e26fe47b9ff13c
2026-08-25,2026-08-25,3.1.3:7,9,131,3.1.3,7,guruvn-a baγisti si,the cows are in the garden,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.3]",e9ff8ee75c7e5974572a62015b88e7c1546580c8c0cb77431a3793c81b425bd7
2026-08-25,2026-08-25,3.1.8:7,9,131,3.1.8,7,dār,door,ingest,Zargari lexical item glossed by the source,dār,door,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i7,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",410f74a9a0804ee79e0ba07a9ce5f93b2953eea058c3897ea098b36beef73a5e
2026-08-25,2026-08-25,3.1.3:8,9,131,3.1.3,8,murš gölu,the man went,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.3]",dc0cc0d20dd89e4d0c35869451c91099d5433e8f95f727e36bf8e9aeb6949a33
2026-08-25,2026-08-25,3.1.8:8,9,131,3.1.8,8,gād,shirt,ingest,Zargari lexical item glossed by the source,gād,shirt,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i8,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",6673adbb4bb43ff15ed189ef0176baf672cc51137e18ad008bd0ccc41142ab10
2026-08-25,2026-08-25,3.1.3:9,9,131,3.1.3,9,džuvel geli,the woman went,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.3]",a1402b22650033197f8c8757b6d98833c911c695298a710dc1cac6433416943f
2026-08-25,2026-08-25,3.1.8:9,9,131,3.1.8,9,jiv,snow,ingest,Zargari lexical item glossed by the source,jiv,snow,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i9,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",c5850cca3aa00ef88a69910eb5a00472957d6514025029a7635b98199866896e
2026-08-25,2026-08-25,3.1.3:10,9,131,3.1.3,10,čhā ajili,the boy came,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.3]",f053c5d12592e5b6c0c694411140daad5a35b5e6512c623dae14814190c30fa3
2026-08-25,2026-08-25,3.1.8:10,9,131,3.1.8,10,khām,sun,ingest,Zargari lexical item glossed by the source,khām,sun,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i10,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",3d80729e794d96a2b0dd519f2b56c0332e0aa4823b48152f5fcecf93e6adff55
2026-08-25,2026-08-25,3.1.3:11,9,131,3.1.3,11,čhaj ajili,the girl came,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.3]",16cefeddd872e98065aef69ca6715083e3e171f7d43bdae81fbce4f2f06ee980
2026-08-25,2026-08-25,3.1.8:11,9,131,3.1.8,11,khān,smell,ingest,Zargari lexical item glossed by the source,khān,smell,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i11,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",b185ea61bd8206c50891113230d3cf5ab7343e9a300f41a8f8fb53264b0213b1
2026-08-25,2026-08-25,3.1.8:12,9,131,3.1.8,12,khās,grass,ingest,Zargari lexical item glossed by the source,khās,grass,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i12,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",3980e63dcb5b91ff2b166acf8d709b8d08cd3b276ac568b22fd1d75758fd3f26
2026-08-25,2026-08-25,3.1.8:13,9,131,3.1.8,13,khil,oil,ingest,Zargari lexical item glossed by the source,khil,oil,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i13,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",986c0dc7187341b69329f102948c51402e24f69e25db4cf733e8f250a486f499
2026-08-25,2026-08-25,3.1.8:14,9,131,3.1.8,14,lon,salt,dup,repeated mention; citation folded into the record installed at 2.4.1:2,,,,,rezaibaghbidi2003zargari:p129:s2.4.1:i2,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",62ba640ba4e9e400099816c68581608c99e956fbd1bddd7baf538dbc9827fa4c
2026-08-25,2026-08-25,3.1.8:15,9,131,3.1.8,15,masik,month,ingest,Zargari lexical item glossed by the source,masik,month,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i15,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",f0d447aead627381915eea93218fe2bdf50ebd730ce5c10ccf86e6174918752e
2026-08-25,2026-08-25,3.1.8:16,9,131,3.1.8,16,murš,man,ingest,Zargari lexical item glossed by the source,murš,man,noun,"Hindi māriṣ 'honourable man', Sanskrit māriṣa- 'honourable man', cf. Qorbati of Širāz mārez 'man'.",rezaibaghbidi2003zargari:p131:s3.1.8:i16,comparanda printed at 5.4,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",ca276992521c13a31d545f3380d55368038797bd93ea09e6a0bacb10785e23ee
2026-08-25,2026-08-25,3.1.8:17,9,131,3.1.8,17,phus,straw,ingest,Zargari lexical item glossed by the source,phus,straw,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i17,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",d33e0e30194e940e72832685b9f6e7778e5b00cfb82432f509a7ebfe371c4968
2026-08-25,2026-08-25,3.1.8:18,9,131,3.1.8,18,qāšt,tree,ingest,Zargari lexical item glossed by the source,qāšt,tree,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i18,section 2.3.16 gives kāšt/qāšt 'wood'; this is the source's separate 'tree' sense,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",f855f20ea013df25be7025718b30666636d9e818d60525fc41074ca1163584ac
2026-08-25,2026-08-25,3.1.8:19,9,131,3.1.8,19,rom,Gypsy man; husband,ingest,Zargari lexical item glossed by the source,rom,Gypsy man; husband,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i19,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",7972e7ba39fc94d14f35b077a191e5fea52dce53d6d384499f77095188d2fbf5
2026-08-25,2026-08-25,3.1.8:20,9,131,3.1.8,20,thāv,string,ingest,Zargari lexical item glossed by the source,thāv,string,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i20,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",7d0e4b8067c0e4ddc0582ba602454c557faeee80c475343185cbf845da234126
2026-08-25,2026-08-25,3.1.8:21,9,131,3.1.8,21,thuv,smoke,ingest,Zargari lexical item glossed by the source,thuv,smoke,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i21,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",9b6942289004c737078a1ce1447a309ac923342a6548444f141642b93de50ecb
2026-08-25,2026-08-25,3.1.8:22,9,131,3.1.8,22,vāst,arm; hand,dup,repeated mention; citation folded into the record installed at 2.3.6:2,,,,,rezaibaghbidi2003zargari:p127:s2.3.6:i2,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",c10e0647036124741ca8344216191cfd9e1d3917401a32229296a2ec6f9d7d9d
2026-08-25,2026-08-25,3.1.8:23,9,131,3.1.8,23,vešq,mountain,ingest,Zargari lexical item glossed by the source,vešq,mountain,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i23,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",ef6ef073813545687992d69cd04281e101cc552201b77de8c6a2ddb652b519ee
2026-08-25,2026-08-25,3.1.8:24,9,131,3.1.8,24,vušt,lip,ingest,Zargari lexical item glossed by the source,vušt,lip,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i24,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",0c11397ace208d0422b572b696c014478d92d093b7a59b2d86ae950a10bbf15b
2026-08-25,2026-08-25,3.1.8:25,9,131,3.1.8,25,kovā murš,that man,x-phrase,multi-word phrase example outside a lexical list; the component lexemes are not separately glossed,,,,,,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",d99e6600e41427c13b39e9f3977800a3d131ad8de0c6498a0fd8db0d1c3998cb
2026-08-25,2026-08-25,3.1.8:26,9,131,3.1.8,26,kolā murš,those men,x-phrase,multi-word phrase example outside a lexical list; the component lexemes are not separately glossed,,,,,,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",3e0bc64960f14332a104982936636e280eeea73e59146b6624dea6b097a427d3
2026-08-25,2026-08-25,3.1.8:27,9,131,3.1.8,27,dis,day,ingest,Zargari lexical item glossed by the source,dis,day,noun,,rezaibaghbidi2003zargari:p131:s3.1.8:i27,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",fef64ce3b60a08ea12786264626d9090e204ffbe8f1da5c1269be5091f459728
2026-08-25,2026-08-25,3.1.8:28,9,131,3.1.8,28,dise,days,ingest,Zargari lexical item glossed by the source,dise,days,noun pl,,rezaibaghbidi2003zargari:p131:s3.1.8:i28,printed plural of dis,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",6554fd1bb6a353cc6f78afcfb04fedfbe91d64b79517c3c586b7d504ee140fd4
2026-08-25,2026-08-25,3.1.8:29,9,131,3.1.8,29,rom,(Gypsy) man; husband,dup,repeated mention; citation folded into the record installed at 3.1.8:19,,,,,rezaibaghbidi2003zargari:p131:s3.1.8:i19,,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",aa19d08b04206a4547221e906265267fe1384c80b6e295dfc8f309a7f31537ed
2026-08-25,2026-08-25,3.1.8:30,9,131,3.1.8,30,roma,(Gypsy) men; husbands,ingest,Zargari lexical item glossed by the source,roma,Gypsy men; husbands,noun pl,,rezaibaghbidi2003zargari:p131:s3.1.8:i30,printed plural of rom,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",6cac5f8e2397267f1cc7fe5ce5011776a6365ef90900b98fa5e257a67d79b73f
2026-08-25,2026-08-25,3.1.8:31,9,131,3.1.8,31,čhib (f.),language; tongue,ingest,Zargari lexical item glossed by the source,čhib,language; tongue,noun f,,rezaibaghbidi2003zargari:p131:s3.1.8:i31,section 2.3.19 derives čhiv from this form,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",8465bc4fefe449da06e1e364f5177eac2f25d92d7a13a5c7e56ee0c4eadfbe59
2026-08-25,2026-08-25,3.1.8:32,9,131,3.1.8,32,čhiba,languages; tongues,ingest,Zargari lexical item glossed by the source,čhiba,languages; tongues,noun f pl,,rezaibaghbidi2003zargari:p131:s3.1.8:i32,printed plural of čhib,no,"rezaibaghbidi2003zargari[p. 131, section 3.1.8]",0f784072980fb898d348a593b6bb21dfe8d5f694dce73dd53606c0fe0d03799a
2026-08-25,2026-08-25,3.1.10:1,10,132,3.1.10,1,šir-i (m.),lion,ingest,Zargari lexical item glossed by the source,šir-i,lion,noun m loanword,< Persian šir.,rezaibaghbidi2003zargari:p132:s3.1.10:i1,the source's hyphen marks the masculine adaptation suffix,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.10]",0618443f3f2e46aa2a9080921bcec7900873e0b3deb75236e37106ee02a0d0c2
2026-08-25,2026-08-25,3.1.11:1,10,132,3.1.11,1,pābāj Aliski dom,I gave the apple to Ali,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.11]",38ce7c325ac2d8aa05eb4b3fd8509e26085d428c6e7bb07a1359e83951e246b5
2026-08-25,2026-08-25,3.1.12:1,10,132,3.1.12,1,Alis(ki) gerās,Ali,x-phrase,multi-word phrase example outside a lexical list; the component lexemes are not separately glossed,,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.12]",6ab9372df91e1cfb68cf11276b1ebbf6cf4253aa55a6f75b076832b6ba83b089
2026-08-25,2026-08-25,3.1.13:1,10,132,3.1.13,1,ovā madrasas-tār āvulā,he comes from school,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.13]",126db754cdf9e0cf0e8aab3fde133533ffde44bedd8682683f5cf1a21e0617a7
2026-08-25,2026-08-25,3.1.14:1,10,132,3.1.14,1,idž-dan/ižār-dān,since yesterday,ingest,Zargari lexical item glossed by the source,idž-dan/ižār-dān,since yesterday,adv temporal,Formed with the Azari Turkish ablative suffix -dan.,rezaibaghbidi2003zargari:p132:s3.1.14:i1 rezaibaghbidi2003zargari:p132:s3.1.14:i1:variant:2,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.14]",59090a32ccb3a4e38fcf7174d1fad6ee8db4d8228f80d6144963cb518dda04e6
2026-08-25,2026-08-25,3.1.15:1,10,132,3.1.15,1,opr-āl,from above,ingest,Zargari lexical item glossed by the source,opr-āl,from above,adv spatial,,rezaibaghbidi2003zargari:p132:s3.1.15:i1,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.15]",720130595dab7370466944dd0ed5e42ac65286a9026d888c7fe12432c718aaae
2026-08-25,2026-08-25,3.1.16:1,10,132,3.1.16,1,āmun qazvin-i zendeganli kerāsani,we live in Qazvin,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.16]",195fd124e9850476ee5c493870b3a2b5b144b8291b54a1987e82262f9d9e817f
2026-08-25,2026-08-25,3.1.10:2,10,132,3.1.10,2,köraken-is (m.),son-in-law,ingest,Zargari lexical item glossed by the source,köraken-is,son-in-law,noun m loanword,< Azari Turkish körakan.,rezaibaghbidi2003zargari:p132:s3.1.10:i2,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.10]",babf2035639b0100530e635cbe7eebd8784a2e73c23ba87026c0efe35b02943c
2026-08-25,2026-08-25,3.1.11:2,10,132,3.1.11,2,pābāj Aliski lom,I bought the apple for Ali,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.11]",f6cdfdc423df02b4e53c7c00b3991a14018f991d1b765a646c17f848b653c1dd
2026-08-25,2026-08-25,3.1.12:2,10,132,3.1.12,2,tinčhā-s(ku) daj,the child,x-phrase,multi-word phrase example outside a lexical list; the component lexemes are not separately glossed,,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.12]",c1926a52b8aed59e70a6f62c0c39ba9637656215f5bacffce0901fe0a717db08
2026-08-25,2026-08-25,3.1.13:2,10,132,3.1.13,2,dewl-indār beršundo delā,the rain comes down from the sky,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.13]",4620af8a25d9724be521cdd568d689728bba8415ee8e39a23ee2d81974e656a2
2026-08-25,2026-08-25,3.1.14:2,10,132,3.1.14,2,qānāx-dān,since when?,ingest,Zargari lexical item glossed by the source,qānāx-dān/qānāxdān,since when?,adv interr temporal,Formed with the Azari Turkish ablative suffix -dan.,rezaibaghbidi2003zargari:p132:s3.1.14:i2 rezaibaghbidi2003zargari:p132:s3.1.14:i2:variant:2,the unhyphenated spelling is printed at 3.3.5.1,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.14]",bbc456b04b0b648babbe101ef3dd8f51ae276d7f8cdb25dd20c638a390612d76
2026-08-25,2026-08-25,3.1.15:2,10,132,3.1.15,2,ānglāl/āngl-ār,from the front,dup,repeated mention; citation folded into the record installed at 2.3.9:1,,,,,rezaibaghbidi2003zargari:p128:s2.3.9:i1,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.15]",25e781d3b00d7a39914ee8929cd73a8503a0ac906cf6b5f9bea0cca262e10329
2026-08-25,2026-08-25,3.1.16:2,10,132,3.1.16,2,baγi-sti,in the garden; to the garden,ingest,Zargari lexical item glossed by the source,baγi-sti,in the garden; to the garden,noun loc,,rezaibaghbidi2003zargari:p132:s3.1.16:i2,locative of an otherwise unglossed baγi 'garden',no,"rezaibaghbidi2003zargari[p. 132, section 3.1.16]",53f0ae7db040a91344bdb005e6b067679989ae4b2a5306a26599393dfc3bb7fc
2026-08-25,2026-08-25,3.1.9:2,10,132,3.1.9,2,"bāšno, pl. bāšno",cock,ingest,Zargari lexical item glossed by the source,bāšno,cock,noun,,rezaibaghbidi2003zargari:p132:s3.1.9:i2,the printed plural bāšno is identical to the singular,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.9]",93033c562b7a2caa31d9234282f30ca2aa7a15fea139100e73438cb7c23d348d
2026-08-25,2026-08-25,3.1.10:3,10,132,3.1.10,3,qahreman-i (m.)/qahreman-isa (f.),hero/heroine,ingest,Zargari lexical item glossed by the source,qahreman-i,hero,noun m loanword,< Persian qahramān.,rezaibaghbidi2003zargari:p132:s3.1.10:i3,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.10]",f7cda609e2fde332409582284b31e0e272decca95baadbc380676705259c998a
2026-08-25,2026-08-25,3.1.11:3,10,132,3.1.11,3,Aliski gerās,Ali,x-phrase,multi-word phrase example outside a lexical list; the component lexemes are not separately glossed,,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.11]",7d9fe60ed2f0b107b11bd71ed61fad80574f11797273d2129498fbd298712948
2026-08-25,2026-08-25,3.1.12:3,10,132,3.1.12,3,čor dākkār-us vāstu murdārdili,the thief was killed by the king,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.12]",d7d9899435f1987e05e4bab83beefabb9dcfd05f066ae28b9d82e7e242bbdb37
2026-08-25,2026-08-25,3.1.13:3,10,132,3.1.13,3,,from the skies,x-meta,"metalinguistic prose, an English gloss of a preceding gloss, a reconstruction, or a quotation",,,,,,the literal rendering of the preceding clause,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.13]",8a5e2b74225fd85321c7fba5f3a8bae4f9adb99d0b88489bd4e5216061a310f3
2026-08-25,2026-08-25,3.1.15:3,10,132,3.1.15,3,. Note also ter-āl,from the bottom,ingest,Zargari lexical item glossed by the source,ter-āl,from the bottom,adv spatial,The source notes it stands for an expected *tel-ār.,rezaibaghbidi2003zargari:p132:s3.1.15:i3,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.15]",e1178f729e272264849f591e0e8e989e096b0ca571fb77c20e29f5c20e28e890
2026-08-25,2026-08-25,3.1.16:3,10,132,3.1.16,3,vešk-isti,in the mountain; to the mountain,ingest,Zargari lexical item glossed by the source,vešk-isti,in the mountain; to the mountain,noun loc,,rezaibaghbidi2003zargari:p132:s3.1.16:i3,locative of vešq 'mountain',no,"rezaibaghbidi2003zargari[p. 132, section 3.1.16]",ba095caaf8bceb3e41355fa661a368723143fd10bd61800108e4282e6aa0a486
2026-08-25,2026-08-25,3.1.9:3,10,132,3.1.9,3,"bori (f.), pl. bojra",bride; daughter-in-law,ingest,Zargari lexical item glossed by the source,bori,bride; daughter-in-law,noun f,,rezaibaghbidi2003zargari:p132:s3.1.9:i3,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.9]",6d79c4a8cb0154b60500ae41dede0defc23ab7a56eac2b14104add40d277b158
2026-08-25,2026-08-25,3.1.10:3+1,10,132,3.1.10,3+1,,,ingest,Zargari lexical item glossed by the source,qahreman-isa,heroine,noun f loanword,< Persian qahramān.,rezaibaghbidi2003zargari:p132:s3.1.10:i3+1,printed feminine counterpart of qahreman-i,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.10]",b7dcfdba8c3342096390619ab557a7809f912519af6ee3aa4e2fd2ed67fcbe1f
2026-08-25,2026-08-25,3.1.9:3+1,10,132,3.1.9,3+1,,,ingest,Zargari lexical item glossed by the source,bojra,brides; daughters-in-law,noun f pl,,rezaibaghbidi2003zargari:p132:s3.1.9:i3+1,printed irregular plural of bori,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.9]",fb2c89f9b37266943f02c965160893e20bfd193c0f708e6527f399b72566e392
2026-08-25,2026-08-25,3.1.10:4,10,132,3.1.10,4,faqir-is (m.)/faqir-isa (f.),beggar,ingest,Zargari lexical item glossed by the source,faqir-is,beggar,noun m loanword,< Persian faqir.,rezaibaghbidi2003zargari:p132:s3.1.10:i4,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.10]",03f0e4dbdbebc7d0758209ad4c2b73ff9cd234dadd32794cc6bca7b0f1cb2b6f
2026-08-25,2026-08-25,3.1.11:4,10,132,3.1.11,4,tinčhā-sku daj,the child,x-phrase,multi-word phrase example outside a lexical list; the component lexemes are not separately glossed,,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.11]",5a07f802609bc6e5938da7f95be3c0062361beb9d484ad1361a4a01f784dd4de
2026-08-25,2026-08-25,3.1.12:4,10,132,3.1.12,4,,by the king,x-meta,"metalinguistic prose, an English gloss of a preceding gloss, a reconstruction, or a quotation",,,,,,the literal rendering of the preceding clause,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.12]",f9e73bc997f586bc74b2aa96c7bc0ca1ad0d703f14d0134475236f83f5c105d7
2026-08-25,2026-08-25,3.1.13:4,10,132,3.1.13,4,ovā murš gerasn-atār ajili,that man came with the horse,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.13]",a1b08873fe28010bcfcf6eff1e9d26d6552b6650342d40527518b4fee12cd022
2026-08-25,2026-08-25,3.1.15:4,10,132,3.1.15,4,"(instead of *tel-ār, from teli",bottom,ingest,Zargari lexical item glossed by the source,teli,bottom,noun,,rezaibaghbidi2003zargari:p132:s3.1.15:i4,"section 3.20.1.3 gives the adverb 'below' and 3.20.2.1 the postposition 'beneath, under'",no,"rezaibaghbidi2003zargari[p. 132, section 3.1.15]",5257b1aa82216005106a02a47599faf1ebc30965d7cf3c62e76f94d993ee6f88
2026-08-25,2026-08-25,3.1.16:4,10,132,3.1.16,4,. It also expresses the concept,every,x-meta,"metalinguistic prose, an English gloss of a preceding gloss, a reconstruction, or a quotation",,,,,,"the English concept 'every', not a Zargari form",no,"rezaibaghbidi2003zargari[p. 132, section 3.1.16]",683c163ad994e8174b07b2f223ffe202a9dcb836725bd2475e2c80dbc2e3fba7
2026-08-25,2026-08-25,3.1.9:4,10,132,3.1.9,4,"čhā, pl. čhāvu",boy; son,ingest,Zargari lexical item glossed by the source,čhā,boy; son,noun,,rezaibaghbidi2003zargari:p132:s3.1.9:i4,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.9]",3eb467cf920d6d11a9abcf8f566dbde462be3dcba4cc4e80260411cd9b399a04
2026-08-25,2026-08-25,3.1.10:4+1,10,132,3.1.10,4+1,,,ingest,Zargari lexical item glossed by the source,faqir-isa,beggar,noun f loanword,< Persian faqir.,rezaibaghbidi2003zargari:p132:s3.1.10:i4+1,printed feminine counterpart of faqir-is,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.10]",0d16240d6b0078cf0a1fd12a5f545b113881525038cdc44ca76d03ab78008f98
2026-08-25,2026-08-25,3.1.9:4+1,10,132,3.1.9,4+1,,,ingest,Zargari lexical item glossed by the source,čhāvu,boys; sons,noun pl,,rezaibaghbidi2003zargari:p132:s3.1.9:i4+1,printed irregular plural of čhā,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.9]",fbfaefa5d6325359e7b1c1d7279c91bd4a3b8c3a9f6122058924074b9e42dec9
2026-08-25,2026-08-25,3.1.10:5,10,132,3.1.10,5,pandžara-s (m.),window,ingest,Zargari lexical item glossed by the source,pandžara-s,window,noun m loanword,< Persian panjere.,rezaibaghbidi2003zargari:p132:s3.1.10:i5,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.10]",cb9f2836da276d1219fe917700fba7ac52e9cc38dcf74ae76b7bde748286ccf8
2026-08-25,2026-08-25,3.1.11:5,10,132,3.1.11,5,s mother’ (tinčhā,child,ingest,Zargari lexical item glossed by the source,tinčhā,child,noun,< *tikno čhavo.,rezaibaghbidi2003zargari:p132:s3.1.11:i5,glossed parenthetically inside the possessive example,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.11]",6cf75a5edb2caa6c883c3112c2bd577d17c383e756c83e9b4c9aabcd122e4c43
2026-08-25,2026-08-25,3.1.12:5,10,132,3.1.12,5,cf. dākkār čor-us murdārdās,the king killed the thief,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.12]",93405a5ad4eac4f5e820bef77f488f4af7cf34c31ccc3d29a6b7c2b45335d89e
2026-08-25,2026-08-25,3.1.13:5,10,132,3.1.13,5,Ali-stār Mešedi gölum,I went to Mašhad with Ali,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.13]",badab1bc2b59a281d39629eccbc770542cf37064b521e2888215cd16e1845220
2026-08-25,2026-08-25,3.1.16:5,10,132,3.1.16,5,dis-este,every day,dup,repeated mention; citation folded into the record installed at 3.20.1.2:7,,,,,rezaibaghbidi2003zargari:p143:s3.20.1.2:i7,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.16]",188b674725c5d0137924f3a1e5a05ffa3b219d5450b0c7a353e840206b1317e1
2026-08-25,2026-08-25,3.1.9:5,10,132,3.1.9,5,"gi, pl. gi",heart,ingest,Zargari lexical item glossed by the source,gi,heart,noun,,rezaibaghbidi2003zargari:p132:s3.1.9:i5,the printed plural gi is identical to the singular,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.9]",a93dbbe16722ff34e6c5c3d1f7de50ccc467bbb94c7aac83d6a7a338c4fb7503
2026-08-25,2026-08-25,3.1.10:6,10,132,3.1.10,6,džudža-s (m.)/ džudža-na (f.),chicken,ingest,Zargari lexical item glossed by the source,džudža-s,chicken,noun m loanword,< Persian juje.,rezaibaghbidi2003zargari:p132:s3.1.10:i6,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.10]",02ba86d4ddfedd2a7b0fc53dffeee966b3076c02076e4b4c10f43ad81c8e02c5
2026-08-25,2026-08-25,3.1.11:6,10,132,3.1.11,6,fājnlāku dār,the door of the house,x-phrase,multi-word phrase example outside a lexical list; the component lexemes are not separately glossed,,,,,,,no,"rezaibaghbidi2003zargari[p. 132, section 3.1.11]",91216b689b50150ec6227ae170c1a41a1cdab820ed56e841f23e6b5718ab17d6
