Row,Language_ID,Form,Gloss,Phonemic,Parameter_ID,Distance,Evidence_Language_ID,Evidence_Form,Evidence_Source,Decision,Notes
1121,gil,sat,seven,sat,13139,0.000,Kalk,sāt,kalkoti,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1122,koh,sat,seven,sat,13139,0.000,Kalk,sāt,kalkoti,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1123,gur,sat,seven,sat,13139,0.000,Kalk,sāt,kalkoti,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1124,Astor,sat,seven,sat,13139,0.000,Kalk,sāt,kalkoti,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1129,gil,tíino,sharp,tíino,5839,0.200,Phal,tī̂ṇu,liljegren,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1130,koh,tíiṇo,sharp,tíiṇo,5839,0.200,Phal,tī̂ṇu,liljegren,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1131,gur,tíiṇu,sharp,tíiṇu,5839,0.200,Sh,tīṇu,CDIAL,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1132,Astor,tíiṇo,sharp,tíiṇo,5839,0.200,Phal,tī̂ṇu,liljegren,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1133,gil,ṣa,six,ṣa,12803,0.000,Kund,śa,kund,yes,audited Shinaic database match
1134,koh,ṣa,six,ṣa,12803,0.000,Kund,śa,kund,yes,audited Shinaic database match
1135,gur,ṣa,six,ṣa,12803,0.000,Kund,śa,kund,yes,audited Shinaic database match
1136,Astor,ṣa,six,ṣa,12803,0.000,Kund,śa,kund,yes,audited Shinaic database match
1141,gil,cúno,small,cúno,4889,0.000,Gupis,cūno,backstrom1992,yes,audited Shinaic database match
1142,koh,cúṇo,small,cúṇo,4889,0.000,Gupis,cūno,backstrom1992,yes,audited Shinaic database match
1143,gur,cúṇu,small,cúṇu,4889,0.000,Kund,cunu,kund,yes,audited Shinaic database match
1149,gil,day,ten,day,6227,0.000,Kund,day,kund,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1150,koh,dáai,ten,dáai,6227,0.250,Phal,dā̂ś,liljegren,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1151,gur,dái,ten,dái,6227,0.000,Gupis,dāi,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1152,Astor,dái,ten,dái,6227,0.000,Gupis,dāi,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1162,gil,c̣ée,three,c̣ée,5994,0.333,NagarThol,ʦ̣ee,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1163,koh,c̣ée,three,c̣ée,5994,0.333,NagarThol,ʦ̣ee,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1165,Astor,c̣ée,three,c̣ée,5994,0.333,NagarThol,ʦ̣ee,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1171,gil,báay,twelve,báay,6658,0.250,Kund,bay,kund,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1172,koh,báai,twelve,báai,6658,0.250,Gupis,bāī,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1173,gur,báai,twelve,báai,6658,0.250,Gupis,bāī,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1174,Astor,báai,twelve,báai,6658,0.250,Gupis,bāī,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1175,gil,bií,twenty,bií,11616,0.000,Gupis,bī̌,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1176,koh,bií,twenty,bií,11616,0.000,Gupis,bī̌,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1177,gur,bií,twenty,bií,11616,0.000,Gupis,bī̌,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1178,Astor,bií,twenty,bií,11616,0.000,Gupis,bī̌,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1183,gil,dúu,two,dúu,6648,0.000,Phal,dū̂,liljegren,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1184,koh,dúu,two,dúu,6648,0.000,Phal,dū̂,liljegren,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1185,gur,dúu,two,dúu,6648,0.000,Phal,dū̂,liljegren,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1186,Astor,du,two,du,6648,0.000,Kalk,dū,kalkoti,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1188,koh,šóo,white,šóo,12774,0.333,Sh,śeo,CDIAL,yes,audited Shinaic database match
1189,gur,šóo,white,šóo,12774,0.333,Sh,śeo,CDIAL,yes,audited Shinaic database match
1190,Astor,šéeo,white,šéeo,12774,0.250,Sh,śeo,CDIAL,yes,audited Shinaic database match
1200,gur,so,he,so,12815,0.000,Kalk,sō,kalkoti,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1208,gil,ma,I,ma,9691,0.000,Kalk,ma,kalkoti,yes,audited Shinaic database match
1209,gil,mas,I,mas,9691,0.333,Kalk,ma,kalkoti,yes,audited Shinaic database match
1210,koh,mo,I,mo,9691,0.000,KachuraJel,mõ,backstrom1992,yes,audited Shinaic database match
1211,koh,mo~,I,mo~,9691,0.333,KachuraJel,mõ,backstrom1992,yes,audited Shinaic database match
1212,gur,muʔ,I,muʔ,9691,0.333,DashkinAstor,mū,backstrom1992,yes,audited Shinaic database match
1217,koh,na,not,na,6906,0.000,Phal,na,CDIAL;liljegren,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1238,gur,ses,"they (m., dist., pl.?)",ses,12815,0.333,Phal,sé,strand,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1265,gil,anú,this (m.),anú,283,0.000,Sh,anu,CDIAL,yes,audited Shinaic database match
1266,gil,anús,this (m.),anús,283,0.250,Sh,anuh,CDIAL,yes,audited Shinaic database match
1267,koh,aáe,this (m.),aáe,283,0.333,gil,āne,backstrom1992,yes,audited Shinaic database match
1269,gur,anú,this (m.),anú,283,0.000,Sh,anu,CDIAL,yes,audited Shinaic database match
1270,gur,nu,this (m.),nu,283,0.333,Sh,anu,CDIAL,yes,audited Shinaic database match
1271,Astor,anúh,this (m.),anúh,283,0.000,Sh,anuh,CDIAL,yes,audited Shinaic database match
1272,gil,ané,this (f.),ané,283,0.000,gil,āne,backstrom1992,yes,audited Shinaic database match
1273,gil,anés,this (f.),anés,283,0.250,gil,āne,backstrom1992,yes,audited Shinaic database match
1274,koh,aáe,this (f.),aáe,283,0.333,gil,āne,backstrom1992,yes,audited Shinaic database match
1276,gur,aní,this (f.),aní,283,0.000,DashkinAstor,ānī,backstrom1992,yes,audited Shinaic database match
1277,Astor,aníh,this (f.),aníh,283,0.250,Sh,anuh,CDIAL,yes,audited Shinaic database match
1281,gil,be,we,be,11302,0.000,Phal,be,CDIAL;liljegren,yes,audited Shinaic database match
1282,gil,bes,we,bes,11302,0.333,Phal,be,CDIAL;liljegren,yes,audited Shinaic database match
1283,koh,be,we,be,11302,0.000,Phal,be,CDIAL;liljegren,yes,audited Shinaic database match
1285,gur,beʔ,we,beʔ,11302,0.333,Phal,be,CDIAL;liljegren,yes,audited Shinaic database match
1286,Astor,be,we,be,11302,0.000,Phal,be,CDIAL;liljegren,yes,audited Shinaic database match
1287,Astor,bes,we,bes,11302,0.333,Phal,be,CDIAL;liljegren,yes,audited Shinaic database match
1296,koh,koé,who? (m.),koé,2574,0.000,Darel,koe,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1298,Astor,koí,who? (m.),koí,2574,0.000,Gahorabad,koí,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1299,gil,keé,who? (f.),keé,2574,0.333,Darel,koe,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1301,gil,keéi,who? (pl.),keéi,2574,0.250,Jalkot,koei,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1303,gil,tu,you (sg.),tu,5889,0.000,Kalk,tu,kalkoti,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1304,gil,tus,you (sg.),tus,10511,0.000,Phal,tus,CDIAL;liljegren,yes,audited Shinaic database match
1305,koh,tu,you (sg.),tu,5889,0.000,Kalk,tu,kalkoti,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1321,gil,šiṅaáli,chain,šiṅaáli,12580,0.286,Sh,śɪŋāli,CDIAL,yes,audited Shinaic database match
1323,Astor,šaṅáli,chain,šaṅáli,12580,0.333,Sh,śɪŋāli,CDIAL,yes,audited Shinaic database match
1344,gil,duúr,far,duúr,6495,0.000,punl,dū̌r,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1345,koh,dúur,far,dúur,6495,0.000,punl,dū̌r,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1346,gur,dúur,far,dúur,6495,0.000,punl,dū̌r,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1347,Astor,dúur,far,dúur,6495,0.000,punl,dū̌r,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1351,gil,šaál,fever,šaál,12487,0.250,Sv,śal,CDIAL,yes,audited Shinaic database match
1352,koh,šaál,fever,šaál,12487,0.250,Sv,śal,CDIAL,yes,audited Shinaic database match
1370,gil,soṇ,gold,soṇ,13519,0.000,Gupis,soṇ,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1371,koh,soóṇ,gold,soóṇ,13519,0.000,Gahorabad,sō̌n,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1372,gur,soóṇ,gold,soóṇ,13519,0.000,Gahorabad,sō̌n,backstrom1992,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1373,Astor,soná,gold,soná,13519,0.250,Kund,sō̂nɔ,kund,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1382,gil,khúuri,heel,khúuri,3906,0.167,Sh,kʰūri̯,CDIAL,yes,audited Shinaic database match
1384,gil,urán,lamb,urán,2349,0.250,Sh,urʌṇ,CDIAL,yes,audited Shinaic database match
1385,gur,urán,lamb,urán,2349,0.250,Sh,urʌṇ,CDIAL,yes,audited Shinaic database match
1386,Astor,urán,lamb,urán,2349,0.250,Sh,urʌṇ,CDIAL,yes,audited Shinaic database match
1405,gil,háta táawo,palm of hand,háta táawo,14029,0.222,Gupis,hatatāṛo,backstrom1992,yes,audited Shinaic database match
1406,koh,hattóo,palm of hand,hattóo,14029,0.286,HunzaNasirabad,hātātāo,backstrom1992,yes,audited Shinaic database match
1407,gur,hatatáa,palm of hand,hatatáa,14029,0.143,HunzaNasirabad,hātātāo,backstrom1992,yes,audited Shinaic database match
1408,Astor,hattáao,palm of hand,hattáao,14029,0.250,Gupis,hatatāṛo,backstrom1992,yes,audited Shinaic database match
1409,gil,bijoón,rainbow,bijoón,12052,0.167,Gupis,bīẓōn,backstrom1992,yes,audited Shinaic database match
1410,gil,biẓoón,rainbow,biẓoón,12052,0.167,Sh,biẓòn,CDIAL,yes,audited Shinaic database match
1411,koh,biẓoón,rainbow,biẓoón,12052,0.167,Sh,biẓòn,CDIAL,yes,audited Shinaic database match
1412,gur,bijoóni,rainbow,bijoóni,12052,0.286,Gupis,bīẓōn,backstrom1992,yes,audited Shinaic database match
1413,Astor,bij̣oón,rainbow,bij̣oón,12052,0.167,Gupis,bīẓōn,backstrom1992,yes,audited Shinaic database match
1416,Astor,briú~,rice (paddy),briú~,12233,0.200,Sh,brĩu,CDIAL,yes,"audited Shinaic database match; targets Indo-Aryan etymon, not Proto-Indo-Iranian"
1417,koh,talúuṇ,rice (paddy),talúuṇ,5637,0.167,Jalkot,tālūṇ,backstrom1992,yes,audited Shinaic database match
1433,gil,nir,sleep,nir,7200,0.333,Kalk,nīn,kalkoti,yes,audited Shinaic database match
