Snapshot_Date,Raw_ID,Raw_Form,Raw_Gloss,Raw_Note,Source_Language,Language_ID,Page,Row,Item,Variant_Index,Entry_Key,Variant_Of_Key,Final_Form,Final_Gloss,Final_Notes,Final_Etymology,Note_Class,Parameter_ID,Link_Status,Alignment_Method,Rau_Citation,Rau_Form,Rau_Gloss,Status,Reason,Citation,Tags,Source_URL,HTML_SHA256,Record_SHA256
2026-08-28,bahl1962korwa:C:c1.p86.r5.i1159,darvaː,to come.,,Korwa,kw,86,5,1159,1,bahl1962korwa:C:c1.p86.r5.i1159,,darvaː,to come.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 86, row 5, item 1159]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,ec73e41d49a0f8c2e3ab5bdc0107013c84f115f62e3d9af40cb887381cea13f6
2026-08-28,bahl1962korwa:C:c1.p85.r8.i1147,datarom,sickle.,,Korwa,kw,85,8,1147,1,bahl1962korwa:C:c1.p85.r8.i1147,,datarom,sickle.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 85, row 8, item 1147]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,20f8b5ed1fb0f2dbcbc1cab0ce06493e968d007849522eb0322324b3c46358e6
2026-08-28,bahl1962korwa:C:c1.p85.r9.i1148,dataːɲiː,a tree.,,Korwa,kw,85,9,1148,1,bahl1962korwa:C:c1.p85.r9.i1148,,dataːɲiː,a tree.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 85, row 9, item 1148]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,4bc84fc7a7261d8281d6bab34b1445eaaa29021e330c930a2fad5590b7a20824
2026-08-28,bahl1962korwa:C:c1.p86.r10.i1164,davaː,medicine.,,Korwa,kw,86,10,1164,1,bahl1962korwa:C:c1.p86.r10.i1164,,davaː,medicine.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 86, row 10, item 1164]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,8b628dd1ba144fc7ca43835a9cda5e23238267e4676f7f75e490b674028cfcbf
2026-08-28,bahl1962korwa:C:c1.p85.r6.i1145,daɲa,"to loiter, to wander.",,Korwa,kw,85,6,1145,1,bahl1962korwa:C:c1.p85.r6.i1145,,daɲa,"to loiter, to wander.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 85, row 6, item 1145]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,666e9a33e438b7be824bb28785b09c216134884101514fe8f138881e99319e38
2026-08-28,bahl1962korwa:C:c1.p85.r7.i1146,daɲaːpaːʈ,"to stroll, to walk slowly.",,Korwa,kw,85,7,1146,1,bahl1962korwa:C:c1.p85.r7.i1146,,daɲaːpaːʈ,"to stroll, to walk slowly.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 85, row 7, item 1146]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,d8b70c4ccb7461f36d70a45b5c89f0585ad20241f19bf0d388c072902c3d9f2e
2026-08-28,bahl1962korwa:C:c1.p86.r6.i1160,daɽiː,to grind rough.,,Korwa,kw,86,6,1160,1,bahl1962korwa:C:c1.p86.r6.i1160,,daɽiː,to grind rough.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 86, row 6, item 1160]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,d96e1c2bd04633b26eb83a057bd81335ede74588729bad67dfe3ef8323423d77
2026-08-28,bahl1962korwa:C:c1.p86.r7.i1161,daɽum,"to slumber, to doze.",,Korwa,kw,86,7,1161,1,bahl1962korwa:C:c1.p86.r7.i1161,,daɽum,"to slumber, to doze.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 86, row 7, item 1161]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,2562ff6dcc15e911318f8108cb44f1d63d233f1e64e25d7ef68975e25d4a6a61
2026-08-28,bahl1962korwa:C:c1.p86.r15.i1169,daːb,to arrange tiles on the roof of the house.,,Korwa,kw,86,15,1169,1,bahl1962korwa:C:c1.p86.r15.i1169,,daːb,to arrange tiles on the roof of the house.,,Rau 2019 assigns Bahl's Korwa form to Proto-Munda m76; resolved by unique normalized source form and compatible meaning.,none,m76,linked,unique normalized source form plus compatible meaning,BAHL[p86],da:b,cover (v),ingested,structured dictionary record,"BAHL[p. 86, row 15, item 1169]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,2566a3a58c11157a09ffc0f6a838e717401b9061b0f40e8f0b298049feb2cc54
2026-08-28,bahl1962korwa:C:c1.p87.r1.i1170,daːruː,liquor.,,Korwa,kw,87,1,1170,1,bahl1962korwa:C:c1.p87.r1.i1170,,daːruː,liquor.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 1, item 1170]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,1ab79d83a2b0b370d8360ae077a5151b235636b7326e7527478473de591da230
2026-08-28,bahl1962korwa:C:c1.p86.r13.i1167,daːŋ,a curtain.,,Korwa,kw,86,13,1167,1,bahl1962korwa:C:c1.p86.r13.i1167,,daːŋ,a curtain.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 86, row 13, item 1167]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,efb2a96b5eb3dd4e970f1ba61bb98606b83476dbb3b0507f688a0adb15b38eac
2026-08-28,bahl1962korwa:C:c1.p86.r14.i1168,daːŋ,to make a curtain.,,Korwa,kw,86,14,1168,1,bahl1962korwa:C:c1.p86.r14.i1168,,daːŋ,to make a curtain.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 86, row 14, item 1168]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,24417269922a576772b15ebe6dd90bcfcaa11f1aac2acddd5cbee4cad28c68c2
2026-08-28,bahl1962korwa:C:c1.p87.r2.i1171,daːˀ,to fish.,,Korwa,kw,87,2,1171,1,bahl1962korwa:C:c1.p87.r2.i1171,,daːˀ,to fish.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 2, item 1171]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,2882b10e5bed4013d5eca31b5f8105c57d36ed0afef883865c748c979c7ca60a
2026-08-28,bahl1962korwa:C:c1.p87.r4.i1173,daːˀ,to fix a string to an arrow.,,Korwa,kw,87,4,1173,1,bahl1962korwa:C:c1.p87.r4.i1173,,daːˀ,to fix a string to an arrow.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 4, item 1173]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,8b44609f29f8238a843419b5e8c5bedb808c1826cd27c4d767c799c00d102d7f
2026-08-28,bahl1962korwa:C:c1.p87.r3.i1172,daːˀ,water.,,Korwa,kw,87,3,1172,1,bahl1962korwa:C:c1.p87.r3.i1172,,daːˀ,water.,,Rau 2019 assigns Bahl's Korwa form to Proto-Munda m1; resolved by unique normalized source form and compatible meaning.,none,m1,linked,unique normalized source form plus compatible meaning,BAHL[p87],da:ʔ,water,ingested,structured dictionary record,"BAHL[p. 87, row 3, item 1172]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,da73bc7626f029b8edf7698fbfad584075ca0ec53e1af056d1996c45d1c2e3ef
2026-08-28,bahl1962korwa:C:c1.p87.r5.i1174,daːˀaː,to grow (of a tuber).,,Korwa,kw,87,5,1174,1,bahl1962korwa:C:c1.p87.r5.i1174,,daːˀaː,to grow (of a tuber).,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 5, item 1174]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,cafbaa76e8843a940d90226b123b1e06ef8906eaa8602b45752ec514632228e1
2026-08-28,bahl1962korwa:C:c1.p85.r2.i1141,dãdaːr,stomach.,,Korwa,kw,85,2,1141,1,bahl1962korwa:C:c1.p85.r2.i1141,,dãdaːr,stomach.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 85, row 2, item 1141]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,1c1e56a3933520a4cdce2f053e62c9181075d3cea82697619c1ad37797f6d37e
2026-08-28,bahl1962korwa:C:c1.p89.r4.i1195,de,to give.,,Korwa,kw,89,4,1195,1,bahl1962korwa:C:c1.p89.r4.i1195,,de,to give.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 4, item 1195]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,1ded801f34c3870030b7174e6a97dbbce4e2f8a765fcdc0bcdcd800e2d7cc747
2026-08-28,bahl1962korwa:C:c1.p89.r8.i1199,deh,back of the body.,,Korwa,kw,89,8,1199,1,bahl1962korwa:C:c1.p89.r8.i1199,,deh,back of the body.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 8, item 1199]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,a4c20ddc7b72c48cf0d2df86f779516c3399bd7e7f0a385f0792b55a5e885831
2026-08-28,bahl1962korwa:C:c1.p89.r2.i1193,deh,body.,,Korwa,kw,89,2,1193,1,bahl1962korwa:C:c1.p89.r2.i1193,,deh,body.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 2, item 1193]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,e7ce856fe885f31f6f91decf91fc06e0c8c497abe3dbdeea23d44a4667b0996b
2026-08-28,bahl1962korwa:C:c1.p89.r5.i1196,"deo, dev",god.,,Korwa,kw,89,5,1196,1,bahl1962korwa:C:c1.p89.r5.i1196,,deo,god.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 5, item 1196]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,cbcda7bbd8a07f70154c2bedc90663463825191e7617a3def0efe0a0d750980b
2026-08-28,bahl1962korwa:C:c1.p89.r5.i1196,"deo, dev",god.,,Korwa,kw,89,5,1196,2,bahl1962korwa:C:c1.p89.r5.i1196:v2,bahl1962korwa:C:c1.p89.r5.i1196,dev,god.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 5, item 1196]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,cbcda7bbd8a07f70154c2bedc90663463825191e7617a3def0efe0a0d750980b
2026-08-28,bahl1962korwa:C:c1.p89.r6.i1197,dereŋ,horn (of an animal).,,Korwa,kw,89,6,1197,1,bahl1962korwa:C:c1.p89.r6.i1197,,dereŋ,horn (of an animal).,,Rau 2019 assigns Bahl's Korwa form to Proto-Munda m7; resolved by unique normalized source form and compatible meaning.,none,m7,linked,unique normalized source form plus compatible meaning,BAHL[p89],dereŋ,horn,ingested,structured dictionary record,"BAHL[p. 89, row 6, item 1197]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,a2688cb80a6ab9d421eeafaaab82c2e8051717819fa544b357d4fbd36c32f4a3
2026-08-28,bahl1962korwa:C:c1.p89.r7.i1198,deɽ,to copulate.,,Korwa,kw,89,7,1198,1,bahl1962korwa:C:c1.p89.r7.i1198,,deɽ,to copulate.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 7, item 1198]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,51ce0b9823f563650a73b0fbb8ad15aa880d8100c86f5d6ebc98aa9ed4785968
2026-08-28,bahl1962korwa:C:c1.p89.r9.i1200,deˀ,to climb up.,,Korwa,kw,89,9,1200,1,bahl1962korwa:C:c1.p89.r9.i1200,,deˀ,to climb up.,,Rau 2019 assigns Bahl's Korwa form to Proto-Munda m6; resolved by unique normalized source form and compatible meaning.,none,m6,linked,unique normalized source form plus compatible meaning,BAHL[p89],deʔ,climb (v),ingested,structured dictionary record,"BAHL[p. 89, row 9, item 1200]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,b08b2977c51229f2b101457e0fd3d7de4cd1c7c1bbe75e679c89b2bf20dd0f12
2026-08-28,bahl1962korwa:C:c1.p89.r3.i1194,dẽhor,"after, behind, towards the back.",,Korwa,kw,89,3,1194,1,bahl1962korwa:C:c1.p89.r3.i1194,,dẽhor,"after, behind, towards the back.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 3, item 1194]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,ba0a38a819cb3356c23a5ccfd95477a63faedc2c38540f7443c8224b47f369b0
2026-08-28,bahl1962korwa:C:c1.p87.r6.i1175,dilkaːo,to make a strong fire.,,Korwa,kw,87,6,1175,1,bahl1962korwa:C:c1.p87.r6.i1175,,dilkaːo,to make a strong fire.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 6, item 1175]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,0043e0b064820baec829eb3e8725cefeb2476740f66561fd3742664253e8436d
2026-08-28,bahl1962korwa:C:c1.p87.r8.i1177,diːaː,small earthen lamp.,,Korwa,kw,87,8,1177,1,bahl1962korwa:C:c1.p87.r8.i1177,,diːaː,small earthen lamp.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 8, item 1177]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,53139e30fcd950821520dbc0f71b552223d764fa6afbbe69c8089ce09bc29b00
2026-08-28,bahl1962korwa:C:c1.p87.r9.i1178,diːdiː,"elder sister, a term of address.",,Korwa,kw,87,9,1178,1,bahl1962korwa:C:c1.p87.r9.i1178,,diːdiː,"elder sister, a term of address.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 9, item 1178]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,5b72c397fae756d2ffaff3b57c88b10d29d77c3cc722dd24bb69eefdc3ba1a05
2026-08-28,bahl1962korwa:C:c1.p87.r10.i1179,diːriː,"stone, pebble.",,Korwa,kw,87,10,1179,1,bahl1962korwa:C:c1.p87.r10.i1179,,diːriː,"stone, pebble.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 10, item 1179]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,bf32013968bb87211ebbbddb404039a1305fe44b474fe91e2411bb1f42ba4125
2026-08-28,bahl1962korwa:C:c1.p87.r7.i1176,dĩːãː,white ant.,,Korwa,kw,87,7,1176,1,bahl1962korwa:C:c1.p87.r7.i1176,,dĩːãː,white ant.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 7, item 1176]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,f582e611d68866a6118774fc826ad76c6a7888a4ee2e2118f33edc719e9251e6
2026-08-28,bahl1962korwa:C:c1.p89.r11.i1202,do,the emphatic particle.,,Korwa,kw,89,11,1202,1,bahl1962korwa:C:c1.p89.r11.i1202,,do,the emphatic particle.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 11, item 1202]",part emph,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,b20fe8fb33f0a4d012a3116566760e9d32b3df03ed50e4a02e4a55de5e461f27
2026-08-28,bahl1962korwa:C:c1.p89.r16.i1207,doho,"to be, to live.",,Korwa,kw,89,16,1207,1,bahl1962korwa:C:c1.p89.r16.i1207,,doho,"to be, to live.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 16, item 1207]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,585edaf2ff086cad578e7277a18813c1d2b073a5e00b6f3da343a9b9eb915e4b
2026-08-28,bahl1962korwa:C:c1.p89.r12.i1203,don,to fly.,,Korwa,kw,89,12,1203,1,bahl1962korwa:C:c1.p89.r12.i1203,,don,to fly.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 12, item 1203]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,27dafd39ee82f427442ef3b9d2e5c1e36eaaa3a31625847c88e2b9e804c34624
2026-08-28,bahl1962korwa:C:c1.p89.r14.i1205,don,to remove a pot from the fire.,,Korwa,kw,89,14,1205,1,bahl1962korwa:C:c1.p89.r14.i1205,,don,to remove a pot from the fire.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 14, item 1205]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,b17e09f227aca905be9447a6e74fad9d515e9d96c1a4fe37591f95c390e35450
2026-08-28,bahl1962korwa:C:c1.p89.r13.i1204,donuːˀ,to fly like a bird.,,Korwa,kw,89,13,1204,1,bahl1962korwa:C:c1.p89.r13.i1204,,donuːˀ,to fly like a bird.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 13, item 1204]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,f5a4362726758b4ed295d9088500cfa205025432f0fe684f9efbd94927ab8342
2026-08-28,bahl1962korwa:C:c1.p89.r15.i1206,doɽom,to worship.,,Korwa,kw,89,15,1206,1,bahl1962korwa:C:c1.p89.r15.i1206,,doɽom,to worship.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 15, item 1206]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,dc16abea777ad543db0bfcc1a45263057c730175d926e6e337de7ef3ec8168d8
2026-08-28,bahl1962korwa:C:c1.p89.r10.i1201,dõge,belly.,,Korwa,kw,89,10,1201,1,bahl1962korwa:C:c1.p89.r10.i1201,,dõge,belly.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 89, row 10, item 1201]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,e56f1ad2188dd7b41a5130db23f370b8356e429656c56697bf61dbc8f672a50c
2026-08-28,bahl1962korwa:C:c1.p87.r12.i1181,dubit,beginning.,,Korwa,kw,87,12,1181,1,bahl1962korwa:C:c1.p87.r12.i1181,,dubit,beginning.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 12, item 1181]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,dc484c16ce4ae9a637840a74235568a34b1c733ffeccdb7b185689e8774bf292
2026-08-28,bahl1962korwa:C:c1.p87.r11.i1180,duduruːm,pitch black.,,Korwa,kw,87,11,1180,1,bahl1962korwa:C:c1.p87.r11.i1180,,duduruːm,pitch black.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 11, item 1180]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,90c457ea50bf6729dcca2220cec8cb30bc046e1691e8e96e17e988d43de705af
2026-08-28,bahl1962korwa:C:c1.p88.r3.i1185,duhaːo,to milk.,,Korwa,kw,88,3,1185,1,bahl1962korwa:C:c1.p88.r3.i1185,,duhaːo,to milk.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 88, row 3, item 1185]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,24707f4dfb12d848a1eec704d5391bd6903ac637cd20d1d5c71a8c1b4939b527
2026-08-28,bahl1962korwa:C:c1.p88.r2.i1184,dulaːr,to show affection.,,Korwa,kw,88,2,1184,1,bahl1962korwa:C:c1.p88.r2.i1184,,dulaːr,to show affection.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 88, row 2, item 1184]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,f8d4e60754bb31fc199eed82be5bcffcb470e5aff3755b5108a9f3293eba1228
2026-08-28,bahl1962korwa:C:c1.p87.r13.i1182,durihaː,"away, far away.",,Korwa,kw,87,13,1182,1,bahl1962korwa:C:c1.p87.r13.i1182,,durihaː,"away, far away.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 87, row 13, item 1182]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,9eb09134598c9e403ea6b4b6f25c0c926f36da9db63edd05cb646df592a33949
2026-08-28,bahl1962korwa:C:c1.p88.r1.i1183,duɽuˀ,to sit.,,Korwa,kw,88,1,1183,1,bahl1962korwa:C:c1.p88.r1.i1183,,duɽuˀ,to sit.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 88, row 1, item 1183]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,72d7b5998dcc47641d42cabd52ae89c343fdef2ea6b1b49037ed82372cde0524
2026-08-28,bahl1962korwa:C:c1.p88.r4.i1186,duː,to go!.,!used only in imperative.  3530.,Korwa,kw,88,4,1186,1,bahl1962korwa:C:c1.p88.r4.i1186,,duː,to go!.,used only in imperative.  3530.,,comment,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 88, row 4, item 1186]",impv,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,f14947e321159ae39770b23272aefeca4ba76d007edc75be84894e00ad59c984
2026-08-28,bahl1962korwa:C:c1.p88.r6.i1188,duːduː,to drink milk.,,Korwa,kw,88,6,1188,1,bahl1962korwa:C:c1.p88.r6.i1188,,duːduː,to drink milk.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 88, row 6, item 1188]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,334ecb41900405de35754bda34938e0ef187fc7cb12a7f0ac970829b08979735
2026-08-28,bahl1962korwa:C:c1.p88.r5.i1187,duːk,to tolerate troubles.,,Korwa,kw,88,5,1187,1,bahl1962korwa:C:c1.p88.r5.i1187,,duːk,to tolerate troubles.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 88, row 5, item 1187]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,67c58d2d9fe86519d766a0cb3b85c6fc03eef9e232a0c837690f0e4039ba3329
