Record_Type,Source_Key,PDF_Page,Printed_Page,Concept,Gloss,Lect,Scope,Category,Response_Index,Raw_Form,Form,Notes,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Palya-Choutharya,regional list,1,1,Palya-Choutharya 1 dɑ̪t ̪,dɑ̪t̪,,installed,,PalyaBareli,sil-bareli-2018-palya-choutharya,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Palya-Choutharya]",silbareli2018:g009:sil-bareli-2018-palya-choutharya:i1
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Palya-Natvada,regional list,1,1,Palya-Natvada 1 dɑ̪t ̪,dɑ̪t̪,,installed,,PalyaBareli,sil-bareli-2018-palya-natvada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Palya-Natvada]",silbareli2018:g009:sil-bareli-2018-palya-natvada:i1
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Bareli Pauri-Shahana,regional list,1,1,Bareli Pauri-Shahana 1 da̪t ̪,da̪t̪,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-shahana,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Bareli Pauri-Shahana]",silbareli2018:g009:sil-bareli-2018-bareli-pauri-shahana:i1
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Bareli Pauri-Mandvi,regional list,1,1,Bareli Pauri-Mandvi 1 da̪th̪,da̪th̪,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-mandvi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Bareli Pauri-Mandvi]",silbareli2018:g009:sil-bareli-2018-bareli-pauri-mandvi:i1
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Bareli Pauri-Khadki,regional list,1,1,Bareli Pauri-Khadki 1 dɑ̪t ̪,dɑ̪t̪,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-khadki,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Bareli Pauri-Khadki]",silbareli2018:g009:sil-bareli-2018-bareli-pauri-khadki:i1
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Nimadi-Khargone,regional list,1,1,Nimadi-Khargone 1 dɑ̪t̃ ̪,dɑ̪t̪̃,,installed,,Nimadi,sil-bareli-2018-nimadi-khargone,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Nimadi-Khargone]",silbareli2018:g009:sil-bareli-2018-nimadi-khargone:i1
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Nimadi-Awlia,regional list,1,1,Nimadi-Awlia 1 dɑ̪t ̪,dɑ̪t̪,,installed,,Nimadi,sil-bareli-2018-nimadi-awlia,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Nimadi-Awlia]",silbareli2018:g009:sil-bareli-2018-nimadi-awlia:i1
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Nimadi-Ashapur,regional list,1,1,Nimadi-Ashapur 1 dɑ̪t ̪,dɑ̪t̪,,installed,,Nimadi,sil-bareli-2018-nimadi-ashapur,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Nimadi-Ashapur]",silbareli2018:g009:sil-bareli-2018-nimadi-ashapur:i1
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Ahirani-Dhule,regional list,1,1,Ahirani-Dhule 1 dɑ̪t ̪,dɑ̪t̪,,installed,,Khandesi,sil-bareli-2018-ahirani-dhule,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Ahirani-Dhule]",silbareli2018:g009:sil-bareli-2018-ahirani-dhule:i1
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Hindi,standard control,1,1,Hindi 1 dɑ̪t̃ ̪,dɑ̪t̪̃,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Hindi]",
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Gujarati,standard control,1,1,Gujarati 1 dɑ̪nt ̪,dɑ̪nt̪,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Gujarati]",
wordlist response,varkey-vunnamatla2018bareli,89,82,9,tooth,Marathi,standard control,1,1,Marathi 1 dɑ̪tə̪,dɑ̪tə̪,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 82, item 9, Marathi]",
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Rathwi Pauri-Amalwadi,regional list,1,1,Rathwi Pauri-Amalwadi 1 dʒip,dʒip,,installed,,RathwiBareli,sil-bareli-2018-rathwi-pauri-amalwadi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Rathwi Pauri-Amalwadi]",silbareli2018:g010:sil-bareli-2018-rathwi-pauri-amalwadi:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Rathwi Pauri-Segwi,regional list,1,1,Rathwi Pauri-Segwi 1 dʒip,dʒip,,installed,,RathwiBareli,sil-bareli-2018-rathwi-pauri-segwi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Rathwi Pauri-Segwi]",silbareli2018:g010:sil-bareli-2018-rathwi-pauri-segwi:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Rathwi Bareli-Tharadpura,regional list,1,1,Rathwi Bareli-Tharadpura 1 dʒip,dʒip,,installed,,RathwiBareli,sil-bareli-2018-rathwi-bareli-tharadpura,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Rathwi Bareli-Tharadpura]",silbareli2018:g010:sil-bareli-2018-rathwi-bareli-tharadpura:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Rathwi Bareli-Udainagar,regional list,1,1,Rathwi Bareli-Udainagar 1 dʒip,dʒip,,installed,,RathwiBareli,sil-bareli-2018-rathwi-bareli-udainagar,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Rathwi Bareli-Udainagar]",silbareli2018:g010:sil-bareli-2018-rathwi-bareli-udainagar:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Rathwi Bareli-Chiklia,regional list,1,1,Rathwi Bareli-Chiklia 1 dʒip,dʒip,,installed,,RathwiBareli,sil-bareli-2018-rathwi-bareli-chiklia,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Rathwi Bareli-Chiklia]",silbareli2018:g010:sil-bareli-2018-rathwi-bareli-chiklia:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Rathwi-Chenpur,regional list,1,1,Rathwi-Chenpur 1 dʒib,dʒib,,installed,,RathwiBareli,sil-bareli-2018-rathwi-chenpur,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Rathwi-Chenpur]",silbareli2018:g010:sil-bareli-2018-rathwi-chenpur:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Rathwi-Dongargaon,regional list,1,1,Rathwi-Dongargaon 1 dʒib,dʒib,,installed,,RathwiBareli,sil-bareli-2018-rathwi-dongargaon,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Rathwi-Dongargaon]",silbareli2018:g010:sil-bareli-2018-rathwi-dongargaon:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhilali-Bodugam,regional list,1,1,Bhilali-Bodugam 1 dʒib,dʒib,,installed,,Bhilali,sil-bareli-2018-bhilali-bodugam,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhilali-Bodugam]",silbareli2018:g010:sil-bareli-2018-bhilali-bodugam:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhili-Punyawat,regional list,1,1,Bhili-Punyawat 1 dʒib,dʒib,,installed,,Bhili,sil-bareli-2018-bhili-punyawat,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhili-Punyawat]",silbareli2018:g010:sil-bareli-2018-bhili-punyawat:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhili-Anjhera,regional list,1,1,Bhili-Anjhera 1 dʒib,dʒib,,installed,,Bhili,sil-bareli-2018-bhili-anjhera,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhili-Anjhera]",silbareli2018:g010:sil-bareli-2018-bhili-anjhera:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhilali-Anjhera,regional list,1,1,Bhilali-Anjhera 1 dʒib,dʒib,,installed,,Bhilali,sil-bareli-2018-bhilali-anjhera,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhilali-Anjhera]",silbareli2018:g010:sil-bareli-2018-bhilali-anjhera:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhilali-Mandwi,regional list,1,1,Bhilali-Mandwi 1 dʒib,dʒib,,installed,,Bhilali,sil-bareli-2018-bhilali-mandwi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhilali-Mandwi]",silbareli2018:g010:sil-bareli-2018-bhilali-mandwi:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhilali-Navalpura,regional list,1,1,Bhilali-Navalpura 1 dʒib,dʒib,,installed,,Bhilali,sil-bareli-2018-bhilali-navalpura,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhilali-Navalpura]",silbareli2018:g010:sil-bareli-2018-bhilali-navalpura:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhilali-Agar,regional list,1,1,Bhilali-Agar 1 dʒib,dʒib,,installed,,Bhilali,sil-bareli-2018-bhilali-agar,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhilali-Agar]",silbareli2018:g010:sil-bareli-2018-bhilali-agar:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhilali-Udaigadh,regional list,1,1,Bhilali-Udaigadh 1 dʒib,dʒib,,installed,,Bhilali,sil-bareli-2018-bhilali-udaigadh,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhilali-Udaigadh]",silbareli2018:g010:sil-bareli-2018-bhilali-udaigadh:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhilali-Kattivada,regional list,1,1,Bhilali-Kattivada 1 dʒib,dʒib,,installed,,Bhilali,sil-bareli-2018-bhilali-kattivada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhilali-Kattivada]",silbareli2018:g010:sil-bareli-2018-bhilali-kattivada:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Parya Bhilali-Bhorwada,regional list,1,1,Parya Bhilali- Bhorwada 1 dʒib,dʒib,,installed,,Bhilali,sil-bareli-2018-parya-bhilali-bhorwada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Parya Bhilali-Bhorwada]",silbareli2018:g010:sil-bareli-2018-parya-bhilali-bhorwada:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhili-Piplia,regional list,1,1,Bhili-Piplia 1 dʒib,dʒib,,installed,,Bhili,sil-bareli-2018-bhili-piplia,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhili-Piplia]",silbareli2018:g010:sil-bareli-2018-bhili-piplia:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhili-Kharod,regional list,1,1,Bhili-Kharod 1 dzibh,dzibh,,installed,,Bhili,sil-bareli-2018-bhili-kharod,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhili-Kharod]",silbareli2018:g010:sil-bareli-2018-bhili-kharod:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bhilali-Aspai,regional list,1,1,Bhilali-Aspai 1 dʒibɦ,dʒibɦ,,installed,,Bhilali,sil-bareli-2018-bhilali-aspai,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bhilali-Aspai]",silbareli2018:g010:sil-bareli-2018-bhilali-aspai:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Rathawi-Mankodi,regional list,1,1,Rathawi-Mankodi 1 dʒib,dʒib,,installed,,Rathawi,sil-bareli-2018-rathawi-mankodi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Rathawi-Mankodi]",silbareli2018:g010:sil-bareli-2018-rathawi-mankodi:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Palya-Choutharya,regional list,1,1,Palya-Choutharya 1 dʒib,dʒib,,installed,,PalyaBareli,sil-bareli-2018-palya-choutharya,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Palya-Choutharya]",silbareli2018:g010:sil-bareli-2018-palya-choutharya:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Palya-Natvada,regional list,1,1,Palya-Natvada 1 dʒib,dʒib,,installed,,PalyaBareli,sil-bareli-2018-palya-natvada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Palya-Natvada]",silbareli2018:g010:sil-bareli-2018-palya-natvada:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bareli Pauri-Shahana,regional list,1,1,Bareli Pauri-Shahana 1 dʒib,dʒib,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-shahana,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bareli Pauri-Shahana]",silbareli2018:g010:sil-bareli-2018-bareli-pauri-shahana:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bareli Pauri-Mandvi,regional list,1,1,Bareli Pauri-Mandvi 1 dz̪i̪b,dz̪i̪b,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-mandvi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bareli Pauri-Mandvi]",silbareli2018:g010:sil-bareli-2018-bareli-pauri-mandvi:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Bareli Pauri-Khadki,regional list,1,1,Bareli Pauri-Khadki 1 dʒib,dʒib,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-khadki,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Bareli Pauri-Khadki]",silbareli2018:g010:sil-bareli-2018-bareli-pauri-khadki:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Nimadi-Khargone,regional list,1,1,Nimadi-Khargone 1 dʒibɑɳ,dʒibɑɳ,,installed,,Nimadi,sil-bareli-2018-nimadi-khargone,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Nimadi-Khargone]",silbareli2018:g010:sil-bareli-2018-nimadi-khargone:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Nimadi-Awlia,regional list,1,1,Nimadi-Awlia 1 dʒib,dʒib,,installed,,Nimadi,sil-bareli-2018-nimadi-awlia,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Nimadi-Awlia]",silbareli2018:g010:sil-bareli-2018-nimadi-awlia:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Nimadi-Ashapur,regional list,1,1,Nimadi-Ashapur 1 dʒibɑn,dʒibɑn,,installed,,Nimadi,sil-bareli-2018-nimadi-ashapur,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Nimadi-Ashapur]",silbareli2018:g010:sil-bareli-2018-nimadi-ashapur:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Ahirani-Dhule,regional list,1,1,Ahirani-Dhule 1 dʒibɦ,dʒibɦ,,installed,,Khandesi,sil-bareli-2018-ahirani-dhule,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Ahirani-Dhule]",silbareli2018:g010:sil-bareli-2018-ahirani-dhule:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Hindi,standard control,1,1,Hindi 1 dʒibɦ,dʒibɦ,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Hindi]",
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Gujarati,standard control,1,1,Gujarati 1 dʒibɦ,dʒibɦ,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Gujarati]",
wordlist response,varkey-vunnamatla2018bareli,90,83,10,tongue,Marathi,standard control,1,1,Marathi 1 dʒibɦ,dʒibɦ,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 10, Marathi]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Rathwi Pauri-Amalwadi,regional list,4,1,Rathwi Pauri-Amalwadi 4 dɦ̪ai,dɦ̪ai,,installed,,RathwiBareli,sil-bareli-2018-rathwi-pauri-amalwadi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Rathwi Pauri-Amalwadi]",silbareli2018:g011:sil-bareli-2018-rathwi-pauri-amalwadi:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Rathwi Pauri-Segwi,regional list,4,1,Rathwi Pauri-Segwi 4 dɦ̪ai,dɦ̪ai,,installed,,RathwiBareli,sil-bareli-2018-rathwi-pauri-segwi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Rathwi Pauri-Segwi]",silbareli2018:g011:sil-bareli-2018-rathwi-pauri-segwi:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Rathwi Bareli-Tharadpura,regional list,0,1,Rathwi Bareli-Tharadpura 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,RathwiBareli,sil-bareli-2018-rathwi-bareli-tharadpura,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Rathwi Bareli-Tharadpura]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Rathwi Bareli-Udainagar,regional list,0,1,Rathwi Bareli-Udainagar 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,RathwiBareli,sil-bareli-2018-rathwi-bareli-udainagar,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Rathwi Bareli-Udainagar]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Rathwi Bareli-Chiklia,regional list,0,1,Rathwi Bareli-Chiklia 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,RathwiBareli,sil-bareli-2018-rathwi-bareli-chiklia,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Rathwi Bareli-Chiklia]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Rathwi-Chenpur,regional list,0,1,Rathwi-Chenpur 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,RathwiBareli,sil-bareli-2018-rathwi-chenpur,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Rathwi-Chenpur]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Rathwi-Dongargaon,regional list,0,1,Rathwi-Dongargaon 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,RathwiBareli,sil-bareli-2018-rathwi-dongargaon,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Rathwi-Dongargaon]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhilali-Bodugam,regional list,0,1,Bhilali-Bodugam 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhilali,sil-bareli-2018-bhilali-bodugam,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhilali-Bodugam]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhili-Punyawat,regional list,0,1,Bhili-Punyawat 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhili,sil-bareli-2018-bhili-punyawat,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhili-Punyawat]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhili-Anjhera,regional list,0,1,Bhili-Anjhera 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhili,sil-bareli-2018-bhili-anjhera,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhili-Anjhera]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhilali-Anjhera,regional list,0,1,Bhilali-Anjhera 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhilali,sil-bareli-2018-bhilali-anjhera,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhilali-Anjhera]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhilali-Mandwi,regional list,0,1,Bhilali-Mandwi 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhilali,sil-bareli-2018-bhilali-mandwi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhilali-Mandwi]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhilali-Navalpura,regional list,0,1,Bhilali-Navalpura 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhilali,sil-bareli-2018-bhilali-navalpura,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhilali-Navalpura]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhilali-Agar,regional list,0,1,Bhilali-Agar 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhilali,sil-bareli-2018-bhilali-agar,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhilali-Agar]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhilali-Udaigadh,regional list,0,1,Bhilali-Udaigadh 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhilali,sil-bareli-2018-bhilali-udaigadh,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhilali-Udaigadh]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhilali-Kattivada,regional list,0,1,Bhilali-Kattivada 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhilali,sil-bareli-2018-bhilali-kattivada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhilali-Kattivada]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Parya Bhilali-Bhorwada,regional list,0,1,Parya Bhilali- Bhorwada 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhilali,sil-bareli-2018-parya-bhilali-bhorwada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Parya Bhilali-Bhorwada]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhili-Piplia,regional list,0,1,Bhili-Piplia 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhili,sil-bareli-2018-bhili-piplia,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhili-Piplia]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhili-Kharod,regional list,0,1,Bhili-Kharod 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Bhili,sil-bareli-2018-bhili-kharod,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhili-Kharod]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bhilali-Aspai,regional list,1,1,Bhilali-Aspai 1 sɑti̪,sɑti̪,,installed,,Bhilali,sil-bareli-2018-bhilali-aspai,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bhilali-Aspai]",silbareli2018:g011:sil-bareli-2018-bhilali-aspai:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Rathawi-Mankodi,regional list,0,1,Rathawi-Mankodi 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Rathawi,sil-bareli-2018-rathawi-mankodi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Rathawi-Mankodi]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Palya-Choutharya,regional list,0,1,Palya-Choutharya 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,PalyaBareli,sil-bareli-2018-palya-choutharya,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Palya-Choutharya]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Palya-Natvada,regional list,0,1,Palya-Natvada 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,PalyaBareli,sil-bareli-2018-palya-natvada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Palya-Natvada]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bareli Pauri-Shahana,regional list,4,1,Bareli Pauri-Shahana 4 dæhai,dæhai,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-shahana,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bareli Pauri-Shahana]",silbareli2018:g011:sil-bareli-2018-bareli-pauri-shahana:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bareli Pauri-Mandvi,regional list,4,1,Bareli Pauri-Mandvi 4 da̪i,da̪i,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-mandvi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bareli Pauri-Mandvi]",silbareli2018:g011:sil-bareli-2018-bareli-pauri-mandvi:i1
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Bareli Pauri-Khadki,regional list,0,1,Bareli Pauri-Khadki 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,PauriBareli,sil-bareli-2018-bareli-pauri-khadki,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Bareli Pauri-Khadki]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Nimadi-Khargone,regional list,0,1,Nimadi-Khargone 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Nimadi,sil-bareli-2018-nimadi-khargone,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Nimadi-Khargone]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Nimadi-Awlia,regional list,0,1,Nimadi-Awlia 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Nimadi,sil-bareli-2018-nimadi-awlia,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Nimadi-Awlia]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Nimadi-Ashapur,regional list,0,1,Nimadi-Ashapur 0 NO ENTRY,NO ENTRY,,excluded,source explicitly says NO ENTRY,Nimadi,sil-bareli-2018-nimadi-ashapur,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Nimadi-Ashapur]",
wordlist response,varkey-vunnamatla2018bareli,90,83,11,breast,Ahirani-Dhule,regional list,2,1,Ahirani-Dhule 2 th̪ʌna,th̪ʌna,,installed,,Khandesi,sil-bareli-2018-ahirani-dhule,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 83, item 11, Ahirani-Dhule]",silbareli2018:g011:sil-bareli-2018-ahirani-dhule:i1
