Snapshot_Table,Source_Row,Concept_Number,Source_Item,Source_Gloss,Canonical_Gloss,Source_Lect,Upstream_Language_ID,Jambu_Language_ID,Dialect_ID,Raw_Cell,Form_Index,Transcription,Status,Reason,Entry_Key
monpa.tsv,170,169,,rat,rat,Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,tʃhu,1,tʃhu,installed,source-matrix form,abrahammonpa2018:monpa:r170:t:v1
monpa.tsv,170,169,,rat,rat,Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,tʃhu,1,tʃhu,installed,source-matrix form,abrahammonpa2018:monpa:r170:u:v1
monpa.tsv,170,169,,rat,rat,Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,tʃhu,1,tʃhu,installed,source-matrix form,abrahammonpa2018:monpa:r170:k:v1
monpa.tsv,170,169,,rat,rat,Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,tʃhu,1,tʃhu,installed,source-matrix form,abrahammonpa2018:monpa:r170:n:v1
monpa.tsv,170,169,,rat,rat,Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,tʃhu,1,tʃhu,installed,source-matrix form,abrahammonpa2018:monpa:r170:o:v1
monpa.tsv,171,170,,red,red,Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,liu,1,liu,installed,source-matrix form,abrahammonpa2018:monpa:r171:f:v1
monpa.tsv,171,170,,red,red,Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,liu,1,liu,installed,source-matrix form,abrahammonpa2018:monpa:r171:r:v1
monpa.tsv,171,170,,red,red,Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,liu,1,liu,installed,source-matrix form,abrahammonpa2018:monpa:r171:s:v1
monpa.tsv,171,170,,red,red,Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,tʃhalo,1,tʃhalo,installed,source-matrix form,abrahammonpa2018:monpa:r171:h:v1
monpa.tsv,171,170,,red,red,Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,tʃalu,1,tʃalu,installed,source-matrix form,abrahammonpa2018:monpa:r171:p:v1
monpa.tsv,171,170,,red,red,Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,tʃhalu,1,tʃhalu,installed,source-matrix form,abrahammonpa2018:monpa:r171:q:v1
monpa.tsv,171,170,,red,red,Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,tʃalu,1,tʃalu,installed,source-matrix form,abrahammonpa2018:monpa:r171:t:v1
monpa.tsv,171,170,,red,red,Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,tʃalu,1,tʃalu,installed,source-matrix form,abrahammonpa2018:monpa:r171:u:v1
monpa.tsv,171,170,,red,red,Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,tʃhalu,1,tʃhalu,installed,source-matrix form,abrahammonpa2018:monpa:r171:k:v1
monpa.tsv,171,170,,red,red,Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,tʃhalu,1,tʃhalu,installed,source-matrix form,abrahammonpa2018:monpa:r171:n:v1
monpa.tsv,171,170,,red,red,Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,tʃhalu,1,tʃhalu,installed,source-matrix form,abrahammonpa2018:monpa:r171:o:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,sol,1,sol,installed,source-matrix form,abrahammonpa2018:monpa:r172:f:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,sola,1,sola,installed,source-matrix form,abrahammonpa2018:monpa:r172:r:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,sola,1,sola,installed,source-matrix form,abrahammonpa2018:monpa:r172:s:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,solu,1,solu,installed,source-matrix form,abrahammonpa2018:monpa:r172:h:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,sulu,1,sulu,installed,source-matrix form,abrahammonpa2018:monpa:r172:p:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,sulu,1,sulu,installed,source-matrix form,abrahammonpa2018:monpa:r172:q:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,solu,1,solu,installed,source-matrix form,abrahammonpa2018:monpa:r172:t:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,sulu,1,sulu,installed,source-matrix form,abrahammonpa2018:monpa:r172:u:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,sulu,1,sulu,installed,source-matrix form,abrahammonpa2018:monpa:r172:k:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,sulu,1,sulu,installed,source-matrix form,abrahammonpa2018:monpa:r172:n:v1
monpa.tsv,172,171,,red pepper,red pepper,Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,solu,1,solu,installed,source-matrix form,abrahammonpa2018:monpa:r172:o:v1
monpa.tsv,173,172,,right,right,Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,jeipa,1,jeipa,installed,source-matrix form,abrahammonpa2018:monpa:r173:f:v1
monpa.tsv,173,172,,right,right,Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,ewa,1,ewa,installed,source-matrix form,abrahammonpa2018:monpa:r173:r:v1
monpa.tsv,173,172,,right,right,Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,jeipa,1,jeipa,installed,source-matrix form,abrahammonpa2018:monpa:r173:s:v1
monpa.tsv,173,172,,right,right,Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,jas; lajoŋ,1,jas,installed,source-matrix form,abrahammonpa2018:monpa:r173:h:v1
monpa.tsv,173,172,,right,right,Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,jas; lajoŋ,2,lajoŋ,installed,source-matrix form,abrahammonpa2018:monpa:r173:h:v2
monpa.tsv,173,172,,right,right,Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,jas,1,jas,installed,source-matrix form,abrahammonpa2018:monpa:r173:p:v1
monpa.tsv,173,172,,right,right,Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,jas,1,jas,installed,source-matrix form,abrahammonpa2018:monpa:r173:q:v1
monpa.tsv,173,172,,right,right,Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,phelutʃok,1,phelutʃok,installed,source-matrix form,abrahammonpa2018:monpa:r173:t:v1
monpa.tsv,173,172,,right,right,Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,pheltʃoʔ,1,pheltʃoʔ,installed,source-matrix form,abrahammonpa2018:monpa:r173:u:v1
monpa.tsv,173,172,,right,right,Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,jomlok,1,jomlok,installed,source-matrix form,abrahammonpa2018:monpa:r173:k:v1
monpa.tsv,173,172,,right,right,Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,phelutʃok,1,phelutʃok,installed,source-matrix form,abrahammonpa2018:monpa:r173:n:v1
monpa.tsv,173,172,,right,right,Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,phelutʃok,1,phelutʃok,installed,source-matrix form,abrahammonpa2018:monpa:r173:o:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,seldŭp,1,seldŭp,installed,source-matrix form,abrahammonpa2018:monpa:r174:f:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,lapɲonum,1,lapɲonum,installed,source-matrix form,abrahammonpa2018:monpa:r174:r:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,sonup,1,sonup,installed,source-matrix form,abrahammonpa2018:monpa:r174:s:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,tʃhaid̪um,1,tʃhaid̪um,installed,source-matrix form,abrahammonpa2018:monpa:r174:h:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,tʃoiduŋ,1,tʃoiduŋ,installed,source-matrix form,abrahammonpa2018:monpa:r174:p:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,tʃodum,1,tʃodum,installed,source-matrix form,abrahammonpa2018:monpa:r174:q:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,tʃoiduŋ,1,tʃoiduŋ,installed,source-matrix form,abrahammonpa2018:monpa:r174:t:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,tʃoiduŋ,1,tʃoiduŋ,installed,source-matrix form,abrahammonpa2018:monpa:r174:u:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,tʃodum,1,tʃodum,installed,source-matrix form,abrahammonpa2018:monpa:r174:k:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,tʃoiduŋ,1,tʃoiduŋ,installed,source-matrix form,abrahammonpa2018:monpa:r174:n:v1
monpa.tsv,174,173,,ring (on finger),ring (on finger),Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,tʃoiduŋ,1,tʃoiduŋ,installed,source-matrix form,abrahammonpa2018:monpa:r174:o:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,tʃoʃu,1,tʃoʃu,installed,source-matrix form,abrahammonpa2018:monpa:r175:f:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,tʃoʃu,1,tʃoʃu,installed,source-matrix form,abrahammonpa2018:monpa:r175:r:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,tʃoʃu,1,tʃoʃu,installed,source-matrix form,abrahammonpa2018:monpa:r175:s:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,mĭnka,1,mĭnka,installed,source-matrix form,abrahammonpa2018:monpa:r175:h:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,mĭnka,1,mĭnka,installed,source-matrix form,abrahammonpa2018:monpa:r175:p:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,thulan,1,thulan,installed,source-matrix form,abrahammonpa2018:monpa:r175:q:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,dʒoŋkhen,1,dʒoŋkhen,installed,source-matrix form,abrahammonpa2018:monpa:r175:t:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,miŋkhen,1,miŋkhen,installed,source-matrix form,abrahammonpa2018:monpa:r175:u:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,minla,1,minla,installed,source-matrix form,abrahammonpa2018:monpa:r175:k:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,thunmala,1,thunmala,installed,source-matrix form,abrahammonpa2018:monpa:r175:n:v1
monpa.tsv,175,174,,ripe,ripe,Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,minpan,1,minpan,installed,source-matrix form,abrahammonpa2018:monpa:r175:o:v1
monpa.tsv,176,175,,river,river,Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,roŋ,1,roŋ,installed,source-matrix form,abrahammonpa2018:monpa:r176:f:v1
monpa.tsv,176,175,,river,river,Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,ɲjamtsan,1,ɲjamtsan,installed,source-matrix form,abrahammonpa2018:monpa:r176:r:v1
monpa.tsv,176,175,,river,river,Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,roŋ,1,roŋ,installed,source-matrix form,abrahammonpa2018:monpa:r176:s:v1
monpa.tsv,176,175,,river,river,Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,ɾijama,1,ɾijama,installed,source-matrix form,abrahammonpa2018:monpa:r176:h:v1
monpa.tsv,176,175,,river,river,Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,ɾijama,1,ɾijama,installed,source-matrix form,abrahammonpa2018:monpa:r176:p:v1
monpa.tsv,176,175,,river,river,Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,druŋ,1,druŋ,installed,source-matrix form,abrahammonpa2018:monpa:r176:q:v1
monpa.tsv,176,175,,river,river,Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,goŋɾi,1,goŋɾi,installed,source-matrix form,abrahammonpa2018:monpa:r176:t:v1
monpa.tsv,176,175,,river,river,Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,ɾi,1,ɾi,installed,source-matrix form,abrahammonpa2018:monpa:r176:u:v1
monpa.tsv,176,175,,river,river,Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,ɾi,1,ɾi,installed,source-matrix form,abrahammonpa2018:monpa:r176:k:v1
monpa.tsv,176,175,,river,river,Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,ɾigoŋɾi,1,ɾigoŋɾi,installed,source-matrix form,abrahammonpa2018:monpa:r176:n:v1
monpa.tsv,176,175,,river,river,Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,goŋɾi,1,goŋɾi,installed,source-matrix form,abrahammonpa2018:monpa:r176:o:v1
monpa.tsv,177,176,,road,road,Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,lemnoŋ,1,lemnoŋ,installed,source-matrix form,abrahammonpa2018:monpa:r177:f:v1
monpa.tsv,177,176,,road,road,Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,ɾhaŋtan,1,ɾhaŋtan,installed,source-matrix form,abrahammonpa2018:monpa:r177:r:v1
monpa.tsv,177,176,,road,road,Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,lamdʒin,1,lamdʒin,installed,source-matrix form,abrahammonpa2018:monpa:r177:s:v1
monpa.tsv,177,176,,road,road,Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,lam,1,lam,installed,source-matrix form,abrahammonpa2018:monpa:r177:h:v1
monpa.tsv,177,176,,road,road,Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,gaɾilam,1,gaɾilam,installed,source-matrix form,abrahammonpa2018:monpa:r177:p:v1
monpa.tsv,177,176,,road,road,Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,gaɾilam,1,gaɾilam,installed,source-matrix form,abrahammonpa2018:monpa:r177:q:v1
monpa.tsv,177,176,,road,road,Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,gaɾilam,1,gaɾilam,installed,source-matrix form,abrahammonpa2018:monpa:r177:t:v1
monpa.tsv,177,176,,road,road,Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,lam,1,lam,installed,source-matrix form,abrahammonpa2018:monpa:r177:u:v1
monpa.tsv,177,176,,road,road,Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,lam,1,lam,installed,source-matrix form,abrahammonpa2018:monpa:r177:k:v1
monpa.tsv,177,176,,road,road,Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,gaɾilam,1,gaɾilam,installed,source-matrix form,abrahammonpa2018:monpa:r177:n:v1
monpa.tsv,177,176,,road,road,Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,gaɾilam,1,gaɾilam,installed,source-matrix form,abrahammonpa2018:monpa:r177:o:v1
monpa.tsv,178,177,,roof,roof,Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,thosa,1,thosa,installed,source-matrix form,abrahammonpa2018:monpa:r178:f:v1
monpa.tsv,178,177,,roof,roof,Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,phan,1,phan,installed,source-matrix form,abrahammonpa2018:monpa:r178:r:v1
monpa.tsv,178,177,,roof,roof,Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,phaŋ,1,phaŋ,installed,source-matrix form,abrahammonpa2018:monpa:r178:s:v1
monpa.tsv,178,177,,roof,roof,Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,phaibŭŋnaŋ,1,phaibŭŋnaŋ,installed,source-matrix form,abrahammonpa2018:monpa:r178:h:v1
monpa.tsv,178,177,,roof,roof,Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,phaibŭŋnaŋ,1,phaibŭŋnaŋ,installed,source-matrix form,abrahammonpa2018:monpa:r178:p:v1
monpa.tsv,178,177,,roof,roof,Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,phethuŋ,1,phethuŋ,installed,source-matrix form,abrahammonpa2018:monpa:r178:q:v1
monpa.tsv,178,177,,roof,roof,Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,pheithuŋ,1,pheithuŋ,installed,source-matrix form,abrahammonpa2018:monpa:r178:t:v1
monpa.tsv,178,177,,roof,roof,Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,pheithuŋ,1,pheithuŋ,installed,source-matrix form,abrahammonpa2018:monpa:r178:u:v1
monpa.tsv,178,177,,roof,roof,Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,tʃoi,1,tʃoi,installed,source-matrix form,abrahammonpa2018:monpa:r178:k:v1
monpa.tsv,178,177,,roof,roof,Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,phethuŋ,1,phethuŋ,installed,source-matrix form,abrahammonpa2018:monpa:r178:n:v1
monpa.tsv,178,177,,roof,roof,Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,pheithuŋ,1,pheithuŋ,installed,source-matrix form,abrahammonpa2018:monpa:r178:o:v1
monpa.tsv,179,178,,root,root,Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,hrăwa,1,hrăwa,installed,source-matrix form,abrahammonpa2018:monpa:r179:f:v1
monpa.tsv,179,178,,root,root,Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,rawaʔ,1,rawaʔ,installed,source-matrix form,abrahammonpa2018:monpa:r179:r:v1
monpa.tsv,179,178,,root,root,Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,rawaʔ,1,rawaʔ,installed,source-matrix form,abrahammonpa2018:monpa:r179:s:v1
monpa.tsv,179,178,,root,root,Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,tʃa,1,tʃa,installed,source-matrix form,abrahammonpa2018:monpa:r179:h:v1
monpa.tsv,179,178,,root,root,Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,tʃa,1,tʃa,installed,source-matrix form,abrahammonpa2018:monpa:r179:p:v1
monpa.tsv,179,178,,root,root,Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,tʃa,1,tʃa,installed,source-matrix form,abrahammonpa2018:monpa:r179:q:v1
monpa.tsv,179,178,,root,root,Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,ɾu,1,ɾu,installed,source-matrix form,abrahammonpa2018:monpa:r179:t:v1
monpa.tsv,179,178,,root,root,Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,ɾu,1,ɾu,installed,source-matrix form,abrahammonpa2018:monpa:r179:u:v1
monpa.tsv,179,178,,root,root,Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,ra,1,ra,installed,source-matrix form,abrahammonpa2018:monpa:r179:k:v1
monpa.tsv,179,178,,root,root,Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,ra,1,ra,installed,source-matrix form,abrahammonpa2018:monpa:r179:n:v1
monpa.tsv,179,178,,root,root,Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,ra,1,ra,installed,source-matrix form,abrahammonpa2018:monpa:r179:o:v1
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,–,,,excluded,explicit dash or blank source cell,
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,rigjaga,1,rigjaga,installed,source-matrix form,abrahammonpa2018:monpa:r180:r:v1
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,rygijo,1,rygijo,installed,source-matrix form,abrahammonpa2018:monpa:r180:s:v1
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,–,,,excluded,explicit dash or blank source cell,
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,ɕitkala,1,ɕitkala,installed,source-matrix form,abrahammonpa2018:monpa:r180:p:v1
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,dʒipan,1,dʒipan,installed,source-matrix form,abrahammonpa2018:monpa:r180:q:v1
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,dʒidpæn,1,dʒidpæn,installed,source-matrix form,abrahammonpa2018:monpa:r180:t:v1
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Tembang),MonpaTembang,Tshangla,abrahammonpa2018_monpa_tembang,zitkhen,1,zitkhen,installed,source-matrix form,abrahammonpa2018:monpa:r180:u:v1
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Dirang Dum),MonpaDirangDum,Tshangla,abrahammonpa2018_monpa_dirang_dum,–,,,excluded,explicit dash or blank source cell,
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Sangti),MonpaSangti,Tshangla,abrahammonpa2018_monpa_sangti,ʃikan,1,ʃikan,installed,source-matrix form,abrahammonpa2018:monpa:r180:n:v1
monpa.tsv,180,179,,rotten (fruit),rotten (fruit),Monpa (Dirang),MonpaDirang,Tshangla,abrahammonpa2018_monpa_dirang,dʒipan,1,dʒipan,installed,source-matrix form,abrahammonpa2018:monpa:r180:o:v1
monpa.tsv,181,180,,salt,salt,Monpa (Tawang Monastery),MonpaTawangMonastery,Dakpakha,abrahammonpa2018_monpa_tawang_monastery,tʃa,1,tʃa,installed,source-matrix form,abrahammonpa2018:monpa:r181:f:v1
monpa.tsv,181,180,,salt,salt,Monpa (Zimithang),MonpaZimithang,Dakpakha,abrahammonpa2018_monpa_zimithang,tʃa,1,tʃa,installed,source-matrix form,abrahammonpa2018:monpa:r181:r:v1
monpa.tsv,181,180,,salt,salt,Monpa (Changprong),MonpaChangprong,Dakpakha,abrahammonpa2018_monpa_changprong,tʃaʔ,1,tʃaʔ,installed,source-matrix form,abrahammonpa2018:monpa:r181:s:v1
monpa.tsv,181,180,,salt,salt,Monpa (Kalaktang),MonpaKalaktang,KalaktangMonpa,abrahammonpa2018_monpa_kalaktang,iɲtʃha,1,iɲtʃha,installed,source-matrix form,abrahammonpa2018:monpa:r181:h:v1
monpa.tsv,181,180,,salt,salt,Monpa (Balemu),MonpaBalemu,KalaktangMonpa,abrahammonpa2018_monpa_balemu,iŋtʃa,1,iŋtʃa,installed,source-matrix form,abrahammonpa2018:monpa:r181:p:v1
monpa.tsv,181,180,,salt,salt,Monpa (Tomko),MonpaTomko,KalaktangMonpa,abrahammonpa2018_monpa_tomko,iɲtʃha,1,iɲtʃha,installed,source-matrix form,abrahammonpa2018:monpa:r181:q:v1
monpa.tsv,181,180,,salt,salt,Monpa (Namsu),MonpaNamsu,KalaktangMonpa,abrahammonpa2018_monpa_namsu,intʃa,1,intʃa,installed,source-matrix form,abrahammonpa2018:monpa:r181:t:v1
