Snapshot_Date,Raw_ID,Raw_Form,Raw_Gloss,Raw_Note,Source_Language,Language_ID,Dialect_Tag,Page,Row,Item,Source_Record,Column,Variant_Index,Entry_Key,Variant_Of_Key,Final_Form,Final_Gloss,Final_Notes,Final_Etymology,Note_Class,Crossref_Target_Raw,Crossref_Target_Key,Crossref_Status,Crossref_Reason,Status,Reason,Citation,Tags,Source_URL,HTML_SHA256,Record_SHA256
2026-08-28,bhattacharya1968bonda:C:c1.p31.r4.i598.s591,kukusak',tiger,!pl. /kukusa?ge/; /akukusag siŋ anḍa/ tiger has no horn,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,31,4,598,591,1,1,bhattacharya1968bonda:C:c1.p31.r4.i598.s591,,kukusak',tiger,pl. /kukusa?ge/; /akukusag siŋ anḍa/ tiger has no horn,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 31, row 4, item 598]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,0642c39ff1da884c092720cf868318b9da523b5a0b0b02c54ab1e427ff8e0734
2026-08-28,bhattacharya1968bonda:C:c1.p30.r18.i593.s587,"kukuŋ, kukum",peacock,"!pl. /-e/, /-le/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,30,18,593,587,1,1,bhattacharya1968bonda:C:c1.p30.r18.i593.s587,,kukuŋ,peacock,"pl. /-e/, /-le/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 30, row 18, item 593]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,85a963e5184623b4983859384a5ea382c32a9f23ac5e7c8626f8098a0152ccf2
2026-08-28,bhattacharya1968bonda:C:c1.p30.r18.i593.s587,"kukuŋ, kukum",peacock,"!pl. /-e/, /-le/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,30,18,593,587,1,2,bhattacharya1968bonda:C:c1.p30.r18.i593.s587:v2,bhattacharya1968bonda:C:c1.p30.r18.i593.s587,kukum,peacock,"pl. /-e/, /-le/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 30, row 18, item 593]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,85a963e5184623b4983859384a5ea382c32a9f23ac5e7c8626f8098a0152ccf2
2026-08-28,bhattacharya1968bonda:C:c1.p34.r12.i671.s664,kuli,a kind of tuber,ETY:De.,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,34,12,671,664,1,1,bhattacharya1968bonda:C:c1.p34.r12.i671.s664,,kuli,a kind of tuber,,De.,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 34, row 12, item 671]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,ad0ba0b2cbfb67c4efff8dc6aabf319246bc23049e3f9036ce5c2c99d3413249
2026-08-28,bhattacharya1968bonda:C:c1.p34.r13.i672.s665,kulur,a kind of tree,ETY:De.,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,34,13,672,665,1,1,bhattacharya1968bonda:C:c1.p34.r13.i672.s665,,kulur,a kind of tree,,De.,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 34, row 13, item 672]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,26c25b0616ee570075441a7602708a9b996cd8c2775126832e1bab751bb49063
2026-08-28,bhattacharya1968bonda:C:c1.p34.r14.i673.s666,kulɔŋ,a kind of rat (= De.<kheyra>),"!pl. /-e/, /-le/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,34,14,673,666,1,1,bhattacharya1968bonda:C:c1.p34.r14.i673.s666,,kulɔŋ,a kind of rat (= De.<kheyra>),"pl. /-e/, /-le/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 34, row 14, item 673]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,e147cc253813f3d6a9a8a7fd12e1b36aadb3c8115fdd3514fd66a694f80ab9c1
2026-08-28,bhattacharya1968bonda:C:c1.p33.r4.i642.s635,kum-bɔk'-,to wash another's head,!see /ɔkum-bɔk'-/,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,33,4,642,635,1,1,bhattacharya1968bonda:C:c1.p33.r4.i642.s635,,kum-bɔk'-,to wash another's head,see /ɔkum-bɔk'-/,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 33, row 4, item 642]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,7428f6f68315c9a2911a0e20d87c7221f58eabcc933922f241da6e9c86aa9232
2026-08-28,bhattacharya1968bonda:C:c1.p33.r3.i641.s634,kum-bɔk'-,to wash one's head,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,33,3,641,634,1,1,bhattacharya1968bonda:C:c1.p33.r3.i641.s634,,kum-bɔk'-,to wash one's head,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 33, row 3, item 641]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,3e0552046c6b717c8678230523aa2ec588472c897d09601662a951ad82ac20ed
2026-08-28,bhattacharya1968bonda:C:c1.p32.r21.i637.s630,kuma-,to bathe another,!see /ɔkuma-/; informant does not accept /kumatiŋ/ in this sense,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,21,637,630,1,1,bhattacharya1968bonda:C:c1.p32.r21.i637.s630,,kuma-,to bathe another,see /ɔkuma-/; informant does not accept /kumatiŋ/ in this sense,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 21, item 637]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,8d6a4b00aeac1ace5dbad797821935edd62bff987fadf5d50f311ea23f31036f
2026-08-28,bhattacharya1968bonda:C:c1.p32.r20.i636.s629,kuma-,to bathe oneself,!see /ɔkuma-/; /kuma?-/ to bathe (form has also been recorded),Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,20,636,629,1,1,bhattacharya1968bonda:C:c1.p32.r20.i636.s629,,kuma-,to bathe oneself,see /ɔkuma-/; /kuma?-/ to bathe (form has also been recorded),,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 20, item 636]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,a5092fcef314800c4c584cf11add34505a09be7673403a0c803f28cd48616e19
2026-08-28,bhattacharya1968bonda:C:c1.p33.r1.i639.s632,kumbi,a tree,ETY:De.,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,33,1,639,632,1,1,bhattacharya1968bonda:C:c1.p33.r1.i639.s632,,kumbi,a tree,,De.,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 33, row 1, item 639]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,8f142ab867f70c9f1ac813bda954031992fbb585fd045fd20158b8ffd3945ad9
2026-08-28,bhattacharya1968bonda:C:c1.p33.r2.i640.s633,kumbik',potter (male),"!pl. /kumbi?ge/; fem. /kumbig-bɔi/, pl. /kumbig-bɔye/, /kumbig-bɔise/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,33,2,640,633,1,1,bhattacharya1968bonda:C:c1.p33.r2.i640.s633,,kumbik',potter (male),"pl. /kumbi?ge/; fem. /kumbig-bɔi/, pl. /kumbig-bɔye/, /kumbig-bɔise/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 33, row 2, item 640]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo f,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,18b6f2f3d9598896d43bee068a2fa647958331ed21dba013ef240a72ea59ca32
2026-08-28,bhattacharya1968bonda:C:c1.p33.r5.i643.s636,kumbɔ?ṛak',a festival in Assin (Sept.-Oct.) when the BonDas cleanse their heads and bodies,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,33,5,643,636,1,1,bhattacharya1968bonda:C:c1.p33.r5.i643.s636,,kumbɔ?ṛak',a festival in Assin (Sept.-Oct.) when the BonDas cleanse their heads and bodies,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 33, row 5, item 643]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,4f9d0e929c8b0a584f7f02a2e0de96b4080c21af3ad3254f4dee0359e4b3a6d2
2026-08-28,bhattacharya1968bonda:C:c1.p33.r8.i646.s639,kumsa - baŋ-,to suffer from foot-sore,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,33,8,646,639,1,1,bhattacharya1968bonda:C:c1.p33.r8.i646.s639,,kumsa - baŋ-,to suffer from foot-sore,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 33, row 8, item 646]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,0ac29adc9ff2498607e103677e11750cb8169484a8e8b83f49dee14a0c610b31
2026-08-28,bhattacharya1968bonda:C:c1.p33.r7.i645.s638,kumsa,foot-sore,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,33,7,645,638,1,1,bhattacharya1968bonda:C:c1.p33.r7.i645.s638,,kumsa,foot-sore,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 33, row 7, item 645]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,8436df7bbb1cccaa27e6359108be81de0c8480eea9bfa8dc965e5ac30dcf60f2
2026-08-28,bhattacharya1968bonda:C:c1.p32.r22.i638.s631,kumḍa-mɔǰi,kind of fish,ETY:De./kumḍa-mɔǰi/,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,22,638,631,1,1,bhattacharya1968bonda:C:c1.p32.r22.i638.s631,,kumḍa-mɔǰi,kind of fish,,De./kumḍa-mɔǰi/,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 22, item 638]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,03eb614ad2a694e16e79422aa17add331b7a7a288b3672ef6424ae0a29595b6a
2026-08-28,bhattacharya1968bonda:C:c1.p33.r6.i644.s637,kumṛa,pumpkin,!pl. /-le/; De,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,33,6,644,637,1,1,bhattacharya1968bonda:C:c1.p33.r6.i644.s637,,kumṛa,pumpkin,pl. /-le/; De,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 33, row 6, item 644]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,86ad21735218c2fa7c992d277a5056168c445c5d717c55faa1160a7573186f83
2026-08-28,bhattacharya1968bonda:C:c1.p32.r14.i630.s623,kunda-kundi,pushing each other,ETY:De.,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,14,630,623,1,1,bhattacharya1968bonda:C:c1.p32.r14.i630.s623,,kunda-kundi,pushing each other,,De.,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 14, item 630]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,9ccc40214c316589529789debc5c214c2888ce201e28d813f4842974a5b65a64
2026-08-28,bhattacharya1968bonda:C:c2.p142.r5.i2805.s2804_Elwin216,kungdak,a purificatory ceremony taking place on the tenth day after death,,Bondo [Hill],re,dialect:re:bhattacharya1968bonda-hill:Hill%20Bondo,142,5,2805,2804_Elwin216,2,1,bhattacharya1968bonda:C:c2.p142.r5.i2805.s2804_Elwin216,,kungdak,a purificatory ceremony taking place on the tenth day after death,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 142, row 5, item 2805]",dialect:re:bhattacharya1968bonda-hill:Hill%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,5f0d108abcedcf365eb477a3217dd5be6f2ae941abce73551ce06aea75059240
2026-08-28,bhattacharya1968bonda:C:c1.p32.r8.i624.s617,kuni,"wife, woman","!pl. /-le/; /-ḍen/, /-reŋ/ his wife, pl. /-e/; also /kunui/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,8,624,617,1,1,bhattacharya1968bonda:C:c1.p32.r8.i624.s617,,kuni,"wife, woman","pl. /-le/; /-ḍen/, /-reŋ/ his wife, pl. /-e/; also /kunui/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 8, item 624]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,bd360b6ce88e90b3aa2529343ee7dbbc9a6de22f599f6197b168810e04249428
2026-08-28,bhattacharya1968bonda:C:c1.p32.r9.i625.s618,"kuni?ṛam, kuni?ḍam",woman,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,9,625,618,1,1,bhattacharya1968bonda:C:c1.p32.r9.i625.s618,,kuni?ṛam,woman,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 9, item 625]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,b83aa225ac146c0bf3eb85ff0d75315ed550845ba2a6f1a9e46f61c148f40742
2026-08-28,bhattacharya1968bonda:C:c1.p32.r9.i625.s618,"kuni?ṛam, kuni?ḍam",woman,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,9,625,618,1,2,bhattacharya1968bonda:C:c1.p32.r9.i625.s618:v2,bhattacharya1968bonda:C:c1.p32.r9.i625.s618,kuni?ḍam,woman,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 9, item 625]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,b83aa225ac146c0bf3eb85ff0d75315ed550845ba2a6f1a9e46f61c148f40742
2026-08-28,bhattacharya1968bonda:C:c1.p32.r15.i631.s624,kunsɔ,a small basket,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,15,631,624,1,1,bhattacharya1968bonda:C:c1.p32.r15.i631.s624,,kunsɔ,a small basket,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 15, item 631]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,19d72f409ebf0e921a43ff2cfc97495599e03be3088f7840ef4c467da7f15029
2026-08-28,bhattacharya1968bonda:C:c1.p32.r13.i629.s622,kuntur,kind of rat,"!pl. /-e/, /-le/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,13,629,622,1,1,bhattacharya1968bonda:C:c1.p32.r13.i629.s622,,kuntur,kind of rat,"pl. /-e/, /-le/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 13, item 629]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,a7b21a0e239c94d43ecdd31efac2539e97dd5e3e81d82614061200dbd28fbd6b
2026-08-28,bhattacharya1968bonda:C:c1.p32.r12.i628.s621,kunugbɔ?,bund in a field,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,12,628,621,1,1,bhattacharya1968bonda:C:c1.p32.r12.i628.s621,,kunugbɔ?,bund in a field,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 12, item 628]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,52f631e9795931f387f987e9486e64c7415f2fb178739b507652bd4cc91eb6ad
2026-08-28,bhattacharya1968bonda:C:c1.p32.r10.i626.s619,kunui,wife,"!pl. /-se/, /-le/; /kunui-ḍeŋ/ his wife, pl. /-e/; also /kuni/ (/kuni?/?)",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,10,626,619,1,1,bhattacharya1968bonda:C:c1.p32.r10.i626.s619,,kunui,wife,"pl. /-se/, /-le/; /kunui-ḍeŋ/ his wife, pl. /-e/; also /kuni/ (/kuni?/?)",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 10, item 626]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,6a534e98ef0310bee4735b94379a1765f2ffc9711a4d593bc849e4a1d911e61b
2026-08-28,bhattacharya1968bonda:C:c1.p32.r11.i627.s620,kunukpɔ?,handloom,"!pl. /-ṛe/, /-le/; also /kunu?pɔ?/",Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,11,627,620,1,1,bhattacharya1968bonda:C:c1.p32.r11.i627.s620,,kunukpɔ?,handloom,"pl. /-ṛe/, /-le/; also /kunu?pɔ?/",,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 11, item 627]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,544e6462451b8bc9af602ef858b9853e032321fe5e72d79d9cf94ed5d982ae03
2026-08-28,bhattacharya1968bonda:C:c1.p31.r19.i613.s606,kunḍa,a creeper,ETY:De.,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,31,19,613,606,1,1,bhattacharya1968bonda:C:c1.p31.r19.i613.s606,,kunḍa,a creeper,,De.,etymology,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 31, row 19, item 613]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,d5b01b2ec34b53a68259f74ebf43068d8636aeabebb6b26bcdce7d4f4333260c
2026-08-28,bhattacharya1968bonda:C:c1.p31.r20.i614.s607,kunḍa,"forest, hill, deity presiding over the hill",,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,31,20,614,607,1,1,bhattacharya1968bonda:C:c1.p31.r20.i614.s607,,kunḍa,"forest, hill, deity presiding over the hill",,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 31, row 20, item 614]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,9b28b5ccfb80d847eb90cc3e4b92bd0b8b36e099bd599b73781f9c5c66e57998
2026-08-28,bhattacharya1968bonda:C:c1.p31.r21.i615.s608,"kunḍai, kunḍabik'",anus,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,31,21,615,608,1,1,bhattacharya1968bonda:C:c1.p31.r21.i615.s608,,kunḍai,anus,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 31, row 21, item 615]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,70749faf78a40fdfd43bf2b8ee6bf44650f7c6279c1ddc02435f30658ff46bf8
2026-08-28,bhattacharya1968bonda:C:c1.p31.r21.i615.s608,"kunḍai, kunḍabik'",anus,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,31,21,615,608,1,2,bhattacharya1968bonda:C:c1.p31.r21.i615.s608:v2,bhattacharya1968bonda:C:c1.p31.r21.i615.s608,kunḍabik',anus,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 31, row 21, item 615]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,70749faf78a40fdfd43bf2b8ee6bf44650f7c6279c1ddc02435f30658ff46bf8
2026-08-28,bhattacharya1968bonda:C:c1.p31.r22.i616.s609,kunḍap',hip,!pl. /kunḍable/,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,31,22,616,609,1,1,bhattacharya1968bonda:C:c1.p31.r22.i616.s609,,kunḍap',hip,pl. /kunḍable/,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 31, row 22, item 616]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,6fd6f4abcc59e29d570416458a90e647c21fbf66cfb4e154c4ec13eefe2aaad2
2026-08-28,bhattacharya1968bonda:C:c1.p32.r2.i618.s611,kunḍrɔ-siŋ,hen-shed,!see /gisiŋ/,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,2,618,611,1,1,bhattacharya1968bonda:C:c1.p32.r2.i618.s611,,kunḍrɔ-siŋ,hen-shed,see /gisiŋ/,,comment,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 2, item 618]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,96c41312c3a76f36eb2ee2d0edf111d49f5192acbcedab146abb6c899bfef660
2026-08-28,bhattacharya1968bonda:C:c1.p32.r1.i617.s610,kunḍu-,to carry in one's arms,,Bondo [Plains],re,dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,32,1,617,610,1,1,bhattacharya1968bonda:C:c1.p32.r1.i617.s610,,kunḍu-,to carry in one's arms,,,none,,,not-cross-reference,ordinary lexical definition,ingested,structured dictionary record,"bhattacharya1968bonda[p. 32, row 1, item 617]",dialect:re:bhattacharya1968bonda-plains:Plains%20Bondo,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bhattacharya1968bonda,ca475126304c29a737b9cb2a359b3c9b7b483b3ac4490032ddb13c42e907c350,b9a0943e06e7925dc9259c5952e1cbcde6a98e3c89209efb8ae3e691979256ad
