Snapshot_Date,Raw_ID,Raw_Form,Raw_Gloss,Raw_Note,Source_Language,Language_ID,Item,Variant_Index,Entry_Key,Variant_Of_Key,Final_Form,Final_Gloss,Final_Notes,Final_Etymology,Note_Class,Parameter_ID,Link_Status,Alignment_Method,Rau_Citation,Rau_Form,Rau_Gloss,Status,Reason,Citation,Tags,Source_URL,HTML_SHA256,Record_SHA256
2026-08-28,pinnow1960beitraege:C:i467,e,vocative particle,"#Kh., Mu., Ho/e/, Sa./ɛ/, So./e:/, O./he/.",Juang,ju,467,1,pinnow1960beitraege:C:i467,,e,vocative particle,,"#Kh., Mu., Ho/e/, Sa./ɛ/, So./e:/, O./he/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 467],part,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,5f627d40b26e58c10e4359099a37edb1c0993764c1399c8a9b2a0bf96f30b846
2026-08-28,pinnow1960beitraege:C:i472,e-goʈa,three,"#Kh./u'phe/, Sa./pɛ/, Mu./api/, Ho/api-a/, /ape/, So./ia:-gi/.",Juang,ju,472,1,pinnow1960beitraege:C:i472,,e-goʈa,three,,"#Kh./u'phe/, Sa./pɛ/, Mu./api/, Ho/api-a/, /ape/, So./ia:-gi/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 472],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,5a26d5a106a1f481e594f1d7af4090565715f259cd80ece4e23794e2f21d2930
2026-08-28,pinnow1960beitraege:C:i488,"e-r-a-ta-sun, ɛratasun",?,,Juang,ju,488,1,pinnow1960beitraege:C:i488,,e-r-a-ta-sun,,Source gloss: ?,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 488],uncertain,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,49b337475dc3fecbb485f3fbc727f6687835eff44592a17701f922ac83bd1e7f
2026-08-28,pinnow1960beitraege:C:i488,"e-r-a-ta-sun, ɛratasun",?,,Juang,ju,488,2,pinnow1960beitraege:C:i488:v2,pinnow1960beitraege:C:i488,ɛratasun,,Source gloss: ?,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 488],uncertain,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,49b337475dc3fecbb485f3fbc727f6687835eff44592a17701f922ac83bd1e7f
2026-08-28,pinnow1960beitraege:C:i475,ekɔ sɔhɔ,hundred,"Cf. /ekɔ/, /sɔhɔ/.",Juang,ju,475,1,pinnow1960beitraege:C:i475,,ekɔ sɔhɔ,hundred,,"Cf. /ekɔ/, /sɔhɔ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 475],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,4f988abad85d3f463d246920412884177445bda5ddb7a26075d78206f761eaea
2026-08-28,pinnow1960beitraege:C:i474,ekɔ,one,"#H./eke/, O./ekɔ/, Sk./ekə/.  Cf. /ekɔ sɔhɔ/, /ekɔs sɔti/.",Juang,ju,474,1,pinnow1960beitraege:C:i474,,ekɔ,one,,"#H./eke/, O./ekɔ/, Sk./ekə/.  Cf. /ekɔ sɔhɔ/, /ekɔs sɔti/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 474],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,e0629d252ffd2f6e298b36596f8ff0e56465de3c84aac56ac1ed1319f91d2c67
2026-08-28,pinnow1960beitraege:C:i477,"elaŋ, ɛlaŋ",tongue,"#Kh./laŋ/, Sa., Mu./alaŋ/, So./əla:ŋ-ən/.",Juang,ju,477,1,pinnow1960beitraege:C:i477,,elaŋ,tongue,,"#Kh./laŋ/, Sa., Mu./alaŋ/, So./əla:ŋ-ən/. Rau 2019 assigns Pinnow's Juang form to Proto-Munda m3; resolved by unique normalized source form and compatible meaning.",comparative,m3,linked,unique normalized source form plus compatible meaning,PJDW[p191],elaŋ,tongue,ingested,structured dictionary record,PJDW[item 477],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,41823fd6bdbc300b558c22c8097fd2b744ee13872915f75eec63118b6fb7afc3
2026-08-28,pinnow1960beitraege:C:i477,"elaŋ, ɛlaŋ",tongue,"#Kh./laŋ/, Sa., Mu./alaŋ/, So./əla:ŋ-ən/.",Juang,ju,477,2,pinnow1960beitraege:C:i477:v2,pinnow1960beitraege:C:i477,ɛlaŋ,tongue,,"#Kh./laŋ/, Sa., Mu./alaŋ/, So./əla:ŋ-ən/. Rau 2019 assigns Pinnow's Juang form to Proto-Munda m3; resolved by unique normalized source form and compatible meaning.",comparative,m3,linked,unique normalized source form plus compatible meaning,PJDW[p191],elaŋ,tongue,ingested,structured dictionary record,PJDW[item 477],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,41823fd6bdbc300b558c22c8097fd2b744ee13872915f75eec63118b6fb7afc3
2026-08-28,pinnow1960beitraege:C:i486,eɳi,body,"#Kh./ñeri/, /jiri/, /ỹeri/, y~iri/, Gu./ne:ri:/ ""id."", Re./ñiri/, Pa./ga:re/, Gu./gire/, So./uggar-ən/ ""chest, near the sternum"".",Juang,ju,486,1,pinnow1960beitraege:C:i486,,eɳi,body,,"#Kh./ñeri/, /jiri/, /ỹeri/, y~iri/, Gu./ne:ri:/ ""id."", Re./ñiri/, Pa./ga:re/, Gu./gire/, So./uggar-ən/ ""chest, near the sternum"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 486],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,104a7be19fe3847581b4aacfb6a62714b234b2f3a41030e957f05ddee2f493bc
2026-08-28,pinnow1960beitraege:C:i498,ga,"emphatic particle, too, indeed","#Kh./ga/, /ge/.  Cf. /gɛ/, /ge/.",Juang,ju,498,1,pinnow1960beitraege:C:i498,,ga,"emphatic particle, too, indeed",,"#Kh./ga/, /ge/.  Cf. /gɛ/, /ge/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 498],part,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,9e4f39c5df2be6015c2555876d4dcadca08067bca2cf1cfbeb3860ce3818b5b5
2026-08-28,pinnow1960beitraege:C:i501,gai,cow,"#Kh./gae/, Mu./gai/, Sa./goi/, H./gajə/, O./gaI/.  Cf. /oraŋ/, /gai/.",Juang,ju,501,1,pinnow1960beitraege:C:i501,,gai,cow,,"#Kh./gae/, Mu./gai/, Sa./goi/, H./gajə/, O./gaI/.  Cf. /oraŋ/, /gai/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 501],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,d73178708e58b5832241663451fa734fc77562ae84568a4fd36ff81271e3f0f0
2026-08-28,pinnow1960beitraege:C:i502,"gainta, gãiʈi, gointi",pick-axe,"#Mu./gãiṭa/, Ho/gãita/, H./gɛ̃ta/; Sa./gəiti/, /gə̃ti/, H./gɛ̃ti/, O./gɔIntI/.",Juang,ju,502,1,pinnow1960beitraege:C:i502,,gainta,pick-axe,,"#Mu./gãiṭa/, Ho/gãita/, H./gɛ̃ta/; Sa./gəiti/, /gə̃ti/, H./gɛ̃ti/, O./gɔIntI/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 502],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,81363f11eaa0a12baf368712159c98e9e17b6c8f65460026c56a4c302ea61158
2026-08-28,pinnow1960beitraege:C:i502,"gainta, gãiʈi, gointi",pick-axe,"#Mu./gãiṭa/, Ho/gãita/, H./gɛ̃ta/; Sa./gəiti/, /gə̃ti/, H./gɛ̃ti/, O./gɔIntI/.",Juang,ju,502,2,pinnow1960beitraege:C:i502:v2,pinnow1960beitraege:C:i502,gãiʈi,pick-axe,,"#Mu./gãiṭa/, Ho/gãita/, H./gɛ̃ta/; Sa./gəiti/, /gə̃ti/, H./gɛ̃ti/, O./gɔIntI/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 502],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,81363f11eaa0a12baf368712159c98e9e17b6c8f65460026c56a4c302ea61158
2026-08-28,pinnow1960beitraege:C:i502,"gainta, gãiʈi, gointi",pick-axe,"#Mu./gãiṭa/, Ho/gãita/, H./gɛ̃ta/; Sa./gəiti/, /gə̃ti/, H./gɛ̃ti/, O./gɔIntI/.",Juang,ju,502,3,pinnow1960beitraege:C:i502:v3,pinnow1960beitraege:C:i502,gointi,pick-axe,,"#Mu./gãiṭa/, Ho/gãita/, H./gɛ̃ta/; Sa./gəiti/, /gə̃ti/, H./gɛ̃ti/, O./gɔIntI/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 502],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,81363f11eaa0a12baf368712159c98e9e17b6c8f65460026c56a4c302ea61158
2026-08-28,pinnow1960beitraege:C:i503,galɔ,cheek,"#H./galɔ/, O./galɔ/.",Juang,ju,503,1,pinnow1960beitraege:C:i503,,galɔ,cheek,,"#H./galɔ/, O./galɔ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 503],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,96a41b8963652fde96e8fdb4491736f1b929a241a849eb729e77afb3d42311d0
2026-08-28,pinnow1960beitraege:C:i504,gam-,"to say, to speak","#Kh./gam/, So./ga:m/; Sa./gam/ ""story"", Mu., Ho/gamu/ ""song"".",Juang,ju,504,1,pinnow1960beitraege:C:i504,,gam-,"to say, to speak",,"#Kh./gam/, So./ga:m/; Sa./gam/ ""story"", Mu., Ho/gamu/ ""song"". Rau 2019 assigns Pinnow's Juang form to Proto-Munda m80; resolved by unique normalized source form and compatible meaning.",comparative,m80,linked,unique normalized source form plus compatible meaning,PJDW[p194],gam,say (v),ingested,structured dictionary record,PJDW[item 504],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,621e0fe91faab79be3a36cd94fe4bf9aacf779692b1a64061230a55926ae02a7
2026-08-28,pinnow1960beitraege:C:i505,gan-,to melt,"#H. gAlAna/, O./gɔḷIba/.",Juang,ju,505,1,pinnow1960beitraege:C:i505,,gan-,to melt,,"#H. gAlAna/, O./gɔḷIba/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 505],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,94274b16d5d94c2531c14bb47bfe99e1e058789a11774faa8794a9421ee5c6fa
2026-08-28,pinnow1960beitraege:C:i506,ganari,"a fishing net, a cage","#Sa./gənəri/ ""a small fishing-net"", Mu./ganari/ ""a small round net"".",Juang,ju,506,1,pinnow1960beitraege:C:i506,,ganari,"a fishing net, a cage",,"#Sa./gənəri/ ""a small fishing-net"", Mu./ganari/ ""a small round net"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 506],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,1dad0104effb6d202ca272eea84a41d6f3108386b8987159ec473f5fd1d42427
2026-08-28,pinnow1960beitraege:C:i507,ganɖa,four,"#Sa., Mu./ganḍa/ ""id."", H./gə̃ḍa/ ""a group of four cowries"".",Juang,ju,507,1,pinnow1960beitraege:C:i507,,ganɖa,four,,"#Sa., Mu./ganḍa/ ""id."", H./gə̃ḍa/ ""a group of four cowries"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 507],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,ad405810bb227a50dfae2ef7c07cc454e9d5e037df92e9fc6e17376e8e41df43
2026-08-28,pinnow1960beitraege:C:i508,"ganɖua, ganɖua","stool, seat","#Mu./ganḍu/ ""a kind of small wooden chair"", Ho/gãḍu/.",Juang,ju,508,1,pinnow1960beitraege:C:i508,,ganɖua,"stool, seat",,"#Mu./ganḍu/ ""a kind of small wooden chair"", Ho/gãḍu/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 508],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,9f638dae14275c587c27bee6ba7ccbeecd6f87c8107e46e8db7a8143c05d9d69
2026-08-28,pinnow1960beitraege:C:i508,"ganɖua, ganɖua","stool, seat","#Mu./ganḍu/ ""a kind of small wooden chair"", Ho/gãḍu/.",Juang,ju,508,2,,,ganɖua,"stool, seat",,"#Mu./ganḍu/ ""a kind of small wooden chair"", Ho/gãḍu/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,excluded,exact repeated alternant inside one source record,PJDW[item 508],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,9f638dae14275c587c27bee6ba7ccbeecd6f87c8107e46e8db7a8143c05d9d69
2026-08-28,pinnow1960beitraege:C:i512,gaõ ɖakua,village watchman,,Juang,ju,512,1,pinnow1960beitraege:C:i512,,gaõ ɖakua,village watchman,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 512],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,a5ac4cf56d26197c76fdb09dceeca7c5a9ec038d6f95e338e7c514ec83a3ff41
2026-08-28,pinnow1960beitraege:C:i511,gaõ,village,"#H./gãvə/, B., O./gã/, Sk./gramə/.",Juang,ju,511,1,pinnow1960beitraege:C:i511,,gaõ,village,,"#H./gãvə/, B., O./gã/, Sk./gramə/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 511],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,e8594315857e272e99e9e3783a9b6838a0f5f3e328e33ee570116fcf2050adb2
2026-08-28,pinnow1960beitraege:C:i515,gata,word,,Juang,ju,515,1,pinnow1960beitraege:C:i515,,gata,word,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 515],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,275d956936de9ea59d99eee33a2c558aa622a60513e5a0a3897766b3f6d8e721
2026-08-28,pinnow1960beitraege:C:i516,gata-e-,"to speak, to say, to tell",,Juang,ju,516,1,pinnow1960beitraege:C:i516,,gata-e-,"to speak, to say, to tell",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 516],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,f61dc4dac5704ea9dc9f050c9e1bcd96f59f80d6c33c3b1e6b82ff25aca25b4a
2026-08-28,pinnow1960beitraege:C:i517,gauɭɔ,cowherd,"#H./gvalə/, /gvala/.",Juang,ju,517,1,pinnow1960beitraege:C:i517,,gauɭɔ,cowherd,,"#H./gvalə/, /gvala/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 517],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,c3c12f8ec3307778ae0729fa62c03a4f8d73a16f95985e714f59907d96d056c7
2026-08-28,pinnow1960beitraege:C:i510,gaŋgai,"Indian millet, a cultivated food grain","#Mu./gaŋgae/, /gaŋai/, Ho/gaŋgai/, Sad./gə̃gəi/, H./kə̃gəni/.  Cf. /jiñjari/.",Juang,ju,510,1,pinnow1960beitraege:C:i510,,gaŋgai,"Indian millet, a cultivated food grain",,"#Mu./gaŋgae/, /gaŋai/, Ho/gaŋgai/, Sad./gə̃gəi/, H./kə̃gəni/.  Cf. /jiñjari/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 510],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,d74299da6b7fdf5bb6485a07934592420f07e7875f28838fabf937b560caf0aa
2026-08-28,pinnow1960beitraege:C:i499,gaɖua,leg ornament,"#Mu., Ho/andu/ ""leg ornament, anklet"", cf. O./goḍo/ ""foot"".  Cf. /gaḍua ijiŋ/, /ganḍua/.",Juang,ju,499,1,pinnow1960beitraege:C:i499,,gaɖua,leg ornament,,"#Mu., Ho/andu/ ""leg ornament, anklet"", cf. O./goḍo/ ""foot"".  Cf. /gaḍua ijiŋ/, /ganḍua/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 499],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,9de66f2192fe6e4c64bc2aa304c9a98e7f77a82d316a2577380f1f6cc12b56cc
2026-08-28,pinnow1960beitraege:C:i500,gaɖua-ijiŋ,ankle,"#B./payerɔ gãṭɔ/ ""ankle"".",Juang,ju,500,1,pinnow1960beitraege:C:i500,,gaɖua-ijiŋ,ankle,,"#B./payerɔ gãṭɔ/ ""ankle"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 500],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,dcf688fd9df57d8342419bbf242f1c23bb0ecaa829948d68a0d391d65e5e4409
2026-08-28,pinnow1960beitraege:C:i509,gaɲjia,"purse, money-bag","#Sa./gəñjiə/, Mu., Ho/ganjia/' H./gə̃jIya/ ""a bag in which grass-cutters keep grass"".",Juang,ju,509,1,pinnow1960beitraege:C:i509,,gaɲjia,"purse, money-bag",,"#Sa./gəñjiə/, Mu., Ho/ganjia/' H./gə̃jIya/ ""a bag in which grass-cutters keep grass"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 509],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,aa5941c41de446d808f806294c8762b3b613f83e1a525d7268ecc56cbd22c390
2026-08-28,pinnow1960beitraege:C:i514,gaɽi,"car, cart, motor-car","#Kh., Mu., Ho, H./gaṛi/, Sa./gəḍi/, B., O./gaṛI/.  Cf. /gaḍi/.",Juang,ju,514,1,pinnow1960beitraege:C:i514,,gaɽi,"car, cart, motor-car",,"#Kh., Mu., Ho, H./gaṛi/, Sa./gəḍi/, B., O./gaṛI/.  Cf. /gaḍi/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 514],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,3974744077a2907e801c06a12472d9c5117a9ed05c046d6e102820ccb6cf1e99
2026-08-28,pinnow1960beitraege:C:i578,ghaguri,small bell,"#H./ghŨghəru/, O./ghagUrI/, Sk./ghərghəri/ ""girdle of small bells worn by women"".",Juang,ju,578,1,pinnow1960beitraege:C:i578,,ghaguri,small bell,,"#H./ghŨghəru/, O./ghagUrI/, Sk./ghərghəri/ ""girdle of small bells worn by women"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 578],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,bdebacc60c165fd5037c7cc0a715a7022e062e2f4c24320c59b9431e6087995a
2026-08-28,pinnow1960beitraege:C:i579,ghi,"ghee, clarified butter","#H./ghi/, B./ghI/, O./ghIɔ/, Sk./ghṛtə/.  Cf. /ghiɔ/.",Juang,ju,579,1,pinnow1960beitraege:C:i579,,ghi,"ghee, clarified butter",,"#H./ghi/, B./ghI/, O./ghIɔ/, Sk./ghṛtə/.  Cf. /ghiɔ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 579],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,da3f392867ebb89cacb72fe9d7b3b18023da0c2663754b1918ac08b767447de2
2026-08-28,pinnow1960beitraege:C:i583,ghoɳɔ,?,"#Sa./ghoṛ̃a/, Mu./ghoṛa/ ""to take or carry on the shoulder (person sitting astride)"".",Juang,ju,583,1,pinnow1960beitraege:C:i583,,ghoɳɔ,,Source gloss: ?,"#Sa./ghoṛ̃a/, Mu./ghoṛa/ ""to take or carry on the shoulder (person sitting astride)"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 583],uncertain,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,572a6779c6ed49f7b082a189b3d2b6ef5befd90a7a5d74c08a043ea849931561
2026-08-28,pinnow1960beitraege:C:i582,ghoɽa,horse,"#Kh., H., O./ghoṛa/, Nic./gora:/.  Cf. /ghoṛa kɔnɔn/, /ghari/, /ghɔṇɔ/.",Juang,ju,582,1,pinnow1960beitraege:C:i582,,ghoɽa,horse,,"#Kh., H., O./ghoṛa/, Nic./gora:/.  Cf. /ghoṛa kɔnɔn/, /ghari/, /ghɔṇɔ/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 582],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,991316885f47a9a362053bf5bf1278d442995e0c6da0e5ed0ca1b3b5cea8fb27
2026-08-28,pinnow1960beitraege:C:i585,ghoɽi,"mare, female horse","#Kh., H./ghoṛi/, Sa./ghuṛi/, O./ghoṛI/.  Cf. /ghoṛa/.",Juang,ju,585,1,pinnow1960beitraege:C:i585,,ghoɽi,"mare, female horse",,"#Kh., H./ghoṛi/, Sa./ghuṛi/, O./ghoṛI/.  Cf. /ghoṛa/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 585],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,8b4bf7d7abb086b82e33ea9add6ba4a19e738424353c9adf0e17fb882a77884f
2026-08-28,pinnow1960beitraege:C:i584,ghoɽə kɔnɔn,"foal, pony",,Juang,ju,584,1,pinnow1960beitraege:C:i584,,ghoɽə kɔnɔn,"foal, pony",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 584],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,0ba1eefb6374bc1d096e9098be6cc93f412a9d98af2f693c11a67ca08385423d
2026-08-28,pinnow1960beitraege:C:i588,ghus-,to enter,"#H./ghUsena/, Nep./ghUsnU/, B./ghUsanɔ/ ""to thrust into"".",Juang,ju,588,1,pinnow1960beitraege:C:i588,,ghus-,to enter,,"#H./ghUsena/, Nep./ghUsnU/, B./ghUsanɔ/ ""to thrust into"".",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 588],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,c49309034abaace5afc829ff6eebaa0fe340ff69ab86a41f1bd2504038e34dbe
2026-08-28,pinnow1960beitraege:C:i589,ghusu bapɔ,ancestor,"#H./pUrəkha/, O./bapə əja/.",Juang,ju,589,1,pinnow1960beitraege:C:i589,,ghusu bapɔ,ancestor,,"#H./pUrəkha/, O./bapə əja/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 589],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,5bd02356e40db3c5860ba81da0070c7ffee13cdddc36cc6dc294d38e4c382e66
2026-08-28,pinnow1960beitraege:C:i590,ghusuri,"pig, swine","#O./ghUSurI/, Nep./ghurI/.",Juang,ju,590,1,pinnow1960beitraege:C:i590,,ghusuri,"pig, swine",,"#O./ghUSurI/, Nep./ghurI/.",comparative,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,PJDW[item 590],,http://sealang.net/munda/dictionary/search.pl?caller=database&include=pinnow1960beitraege,6fc00f2689630d5bed5e5c04f6efd15654a40f11cd8a66b186d54fea5aede596,6f1f20f4247524e7f41a4a35f3ec44ae2016a04df606fb558a026cec938f3b06
