Snapshot_Date,Raw_ID,Raw_Form,Raw_Gloss,Source_Language,Language_ID,SEAlang_Record,Page,Column,Variant_Index,Entry_Key,Variant_Of_Key,Final_Form,Final_Gloss,Parameter_ID,Link_Status,Alignment_Method,Status,Reason,Citation,Tags,Source_URL,HTML_SHA256,Record_SHA256
2026-08-28,munda1968proto:R:c3.p42.i54,*ilàd,to plaster,proto Kherwarian,PKher,42,54,3,1,munda1968proto:R:c3.p42.i54,,*ilàd,to plaster,pkh-42-54,linked,self,ingested,source reconstruction,"munda1968proto[p. 54, SEAlang record 42]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,339b677cc25e75e684a8c54726841bd6fe26485b954d462a0b7a143f5a4c6813
2026-08-28,munda1968proto:R:c3.p12.i52,*im,heart,proto Kherwarian,PKher,12,52,3,1,munda1968proto:R:c3.p12.i52,,*im,heart,pkh-12-52,linked,self,ingested,source reconstruction,"munda1968proto[p. 52, SEAlang record 12]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,688a0864b6eb8bd8b732eca2066292f6bfe0656b0c88e291f7ac15405c44c4b9
2026-08-28,munda1968proto:R:c3.p81.i57,*ipil,star,proto Kherwarian,PKher,81,57,3,1,munda1968proto:R:c3.p81.i57,,*ipil,star,pkh-81-57,linked,self,ingested,source reconstruction,"munda1968proto[p. 57, SEAlang record 81]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,8247e6d1350559e725e64744b6e657da6c7be9426d9826379135d4528f04ac7a
2026-08-28,munda1968proto:R:c3.p20.i52,*ir,to reap,proto Kherwarian,PKher,20,52,3,1,munda1968proto:R:c3.p20.i52,,*ir,to reap,pkh-20-52,linked,self,ingested,source reconstruction,"munda1968proto[p. 52, SEAlang record 20]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,2a2bdb01e34614c3fabe399c490c7d86f72fc89b741679161d2266b562d39700
2026-08-28,munda1968proto:R:c3.p33.i53,*iral,eight,proto Kherwarian,PKher,33,53,3,1,munda1968proto:R:c3.p33.i53,,*iral,eight,pkh-33-53,linked,self,ingested,source reconstruction,"munda1968proto[p. 53, SEAlang record 33]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,99b4a4d7b255a6d43ded7c2f8d93d20a58d8d7ba476525fcb3f47dbcccf275b5
2026-08-28,munda1968proto:R:c3.p87.i57,*isiɽ,to show teeth,proto Kherwarian,PKher,87,57,3,1,munda1968proto:R:c3.p87.i57,,*isiɽ,to show teeth,pkh-87-57,linked,self,ingested,source reconstruction,"munda1968proto[p. 57, SEAlang record 87]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,34983f91c269ca0a0576ca0154726ae99836c41e67020d4358a63852b6e5e1eb
2026-08-28,munda1968proto:R:c3.p82.i57,*itil,fat (adj.),proto Kherwarian,PKher,82,57,3,1,munda1968proto:R:c3.p82.i57,,*itil,fat,pkh-82-57,linked,self,ingested,source reconstruction,"munda1968proto[p. 57, SEAlang record 82]",adj,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,c85d507842c56294d6a0f99d613617e60c5bfcf32f5f6a43b936bb95cb81afcd
2026-08-28,munda1968proto:R:c3.p68.i56,*itkid,to massage,proto Kherwarian,PKher,68,56,3,1,munda1968proto:R:c3.p68.i56,,*itkid,to massage,pkh-68-56,linked,self,ingested,source reconstruction,"munda1968proto[p. 56, SEAlang record 68]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,c9b0f63d11c9491039ca2eac8bda3d31951e05bfee2970dcdc7e10a6f9bf70d9
2026-08-28,munda1968proto:R:c3.p10.i51,*iɟ,excrete; dung,proto Kherwarian,PKher,10,51,3,1,munda1968proto:R:c3.p10.i51,,*iɟ,excrete; dung,pkh-10-51,linked,self,ingested,source reconstruction,"munda1968proto[p. 51, SEAlang record 10]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,236a107fa8b7bc142b43c0012d22f39cc112d1c860d202959a4518f939ba9b5b
2026-08-28,munda1968proto:R:c3.p962.i124,*k(h)ara ~ *kar(h)a,level,proto Kherwarian,PKher,962,124,3,1,munda1968proto:R:c3.p962.i124,,*k(h)ara,level,pkh-962-124,linked,self,ingested,source reconstruction,"munda1968proto[p. 124, SEAlang record 962]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,928f7dd17e4de301cf07e93a7af8b0d665772e677c0ac2f09d92cac5e26dde7f
2026-08-28,munda1968proto:R:c3.p962.i124,*k(h)ara ~ *kar(h)a,level,proto Kherwarian,PKher,962,124,3,2,munda1968proto:R:c3.p962.i124:v2,munda1968proto:R:c3.p962.i124,*kar(h)a,level,pkh-962-124,linked,self,ingested,source reconstruction,"munda1968proto[p. 124, SEAlang record 962]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,928f7dd17e4de301cf07e93a7af8b0d665772e677c0ac2f09d92cac5e26dde7f
2026-08-28,munda1968proto:R:c3.p963.i124,*k(h)arpa,"shoes, sandals",proto Kherwarian,PKher,963,124,3,1,munda1968proto:R:c3.p963.i124,,*k(h)arpa,"shoes, sandals",pkh-963-124,linked,self,ingested,source reconstruction,"munda1968proto[p. 124, SEAlang record 963]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,dc1f0a8eb36b73eb23b3f5bd3b6f802b3ade2a714e931d5defb4157f4075d451
2026-08-28,munda1968proto:R:c3.p.i58,*k(h)aɖi,stick (noun),proto Kherwarian,PKher,,58,3,1,munda1968proto:R:c3.p.i58,,*k(h)aɖi,stick,pkh-none-58,linked,self,ingested,source reconstruction,munda1968proto[p. 58],noun,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,4e75d2120256b703848722fde14efe1167c3077a98cfe7ef6cf729e041f050f2
2026-08-28,munda1968proto:R:c3.p396.i81,*k(h)ɛɟa,"to divide, sell",proto Kherwarian,PKher,396,81,3,1,munda1968proto:R:c3.p396.i81,,*k(h)ɛɟa,"to divide, sell",pkh-396-81,linked,self,ingested,source reconstruction,"munda1968proto[p. 81, SEAlang record 396]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,990938c55ff6f7ab2d4395c077b01f84d5645feef61f78b76c98c3c028f4fe84
2026-08-28,munda1968proto:R:c3.p965.i124,*kala,deaf,proto Kherwarian,PKher,965,124,3,1,munda1968proto:R:c3.p965.i124,,*kala,deaf,pkh-965-124,linked,self,ingested,source reconstruction,"munda1968proto[p. 124, SEAlang record 965]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,d617939097f6d1aeb00f797a82fc491c143cf3f0ec0db02b18bc87fb8d2461d7
2026-08-28,munda1968proto:R:c3.p899.i118,*kalɔm,next year,proto Kherwarian,PKher,899,118,3,1,munda1968proto:R:c3.p899.i118,,*kalɔm,next year,pkh-899-118,linked,self,ingested,source reconstruction,"munda1968proto[p. 118, SEAlang record 899]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,ea744cfd33d141007f61581af502be31067b25312afb465392fe27f3c06b1c66
2026-08-28,munda1968proto:R:c3.p889.i117,*kalɔ̀ʈɛ̀ ~ *kalùʈi,pullet,proto Kherwarian,PKher,889,117,3,1,munda1968proto:R:c3.p889.i117,,*kalɔ̀ʈɛ̀,pullet,pkh-889-117,linked,self,ingested,source reconstruction,"munda1968proto[p. 117, SEAlang record 889]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,d7d6e8309db82d5ca285464c42dcccd50946b5394cf1236834e94275be55c578
2026-08-28,munda1968proto:R:c3.p889.i117,*kalɔ̀ʈɛ̀ ~ *kalùʈi,pullet,proto Kherwarian,PKher,889,117,3,2,munda1968proto:R:c3.p889.i117:v2,munda1968proto:R:c3.p889.i117,*kalùʈi,pullet,pkh-889-117,linked,self,ingested,source reconstruction,"munda1968proto[p. 117, SEAlang record 889]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,d7d6e8309db82d5ca285464c42dcccd50946b5394cf1236834e94275be55c578
2026-08-28,munda1968proto:R:c3.p91.i58,*kapi,axe,proto Kherwarian,PKher,91,58,3,1,munda1968proto:R:c3.p91.i58,,*kapi,axe,pkh-91-58,linked,self,ingested,source reconstruction,"munda1968proto[p. 58, SEAlang record 91]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,4c8c4080d45b1c59752192f60fde6ba44731cbb25b784beabc052d4994b5e14a
2026-08-28,munda1968proto:R:c3.p1021.i127,*karam,kind of tree,proto Kherwarian,PKher,1021,127,3,1,munda1968proto:R:c3.p1021.i127,,*karam,kind of tree,pkh-1021-127,linked,self,ingested,source reconstruction,"munda1968proto[p. 127, SEAlang record 1021]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,e64c5986794ddcc015bc5eb243ed931e267c907dbd8bff2a86c8cbc3dbcb6933
2026-08-28,munda1968proto:R:c3.p734.i106,*katɔ̀,knife,proto Kherwarian,PKher,734,106,3,1,munda1968proto:R:c3.p734.i106,,*katɔ̀,knife,pkh-734-106,linked,self,ingested,source reconstruction,"munda1968proto[p. 106, SEAlang record 734]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,c914233049dac918394008f36fdcda11bbb3b45a08c71bb20631ea5c4f4a5414
2026-08-28,munda1968proto:R:c3.p966.i124,*kaʈa,leg,proto Kherwarian,PKher,966,124,3,1,munda1968proto:R:c3.p966.i124,,*kaʈa,leg,pkh-966-124,linked,self,ingested,source reconstruction,"munda1968proto[p. 124, SEAlang record 966]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,0215d20efd5f98bb0e7041ca104e834b61adbbdaceff71cdc9cb01be35a654ed
2026-08-28,munda1968proto:R:c3.p106.i58,*kaʈiɟ,a little (adverb),proto Kherwarian,PKher,106,58,3,1,munda1968proto:R:c3.p106.i58,,*kaʈiɟ,a little,pkh-106-58,linked,self,ingested,source reconstruction,"munda1968proto[p. 58, SEAlang record 106]",adv,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,b7d2acd154d7a6e6a00cc5b7845d004c22a9a2b358ea39da09964169f2adf430
2026-08-28,munda1968proto:R:c3.p928.i121,*kaʈub ~ *kaʈuʔ,finger,proto Kherwarian,PKher,928,121,3,1,munda1968proto:R:c3.p928.i121,,*kaʈub,finger,pkh-928-121,linked,self,ingested,source reconstruction,"munda1968proto[p. 121, SEAlang record 928]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,8893bdc6ab535f10d65474aa56c28c7799a4742a4a167507850951071f578982
2026-08-28,munda1968proto:R:c3.p928.i121,*kaʈub ~ *kaʈuʔ,finger,proto Kherwarian,PKher,928,121,3,2,munda1968proto:R:c3.p928.i121:v2,munda1968proto:R:c3.p928.i121,*kaʈuʔ,finger,pkh-928-121,linked,self,ingested,source reconstruction,"munda1968proto[p. 121, SEAlang record 928]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,8893bdc6ab535f10d65474aa56c28c7799a4742a4a167507850951071f578982
2026-08-28,munda1968proto:R:c3.p72.i56,*kic(i)ri(ɟ),cloth,proto Kherwarian,PKher,72,56,3,1,munda1968proto:R:c3.p72.i56,,*kic(i)ri(ɟ),cloth,pkh-72-56,linked,self,ingested,source reconstruction,"munda1968proto[p. 56, SEAlang record 72]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,a446e6b5e302d5ee1878746f609c895c7cee93de06e1dc45e07f76d54d82a029
2026-08-28,munda1968proto:R:c3.p28.i53,*kita,palm tree,proto Kherwarian,PKher,28,53,3,1,munda1968proto:R:c3.p28.i53,,*kita,palm tree,pkh-28-53,linked,self,ingested,source reconstruction,"munda1968proto[p. 53, SEAlang record 28]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,0b4cdf8eea36b81b0d5946d25492fec3171c6fd821bdc1b5bf2966d1cebbe99b
2026-08-28,munda1968proto:R:c3.p204.i65,*ku(-ku-)mu,to dream,proto Kherwarian,PKher,204,65,3,1,munda1968proto:R:c3.p204.i65,,*ku(-ku-)mu,to dream,pkh-204-65,linked,self,ingested,source reconstruction,"munda1968proto[p. 65, SEAlang record 204]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,a54c366fd8c287d477ddf7acc518c6694e48a8c5177f93747c61c23f4061cda3
2026-08-28,munda1968proto:R:c3.p218.i66,*ku-ku-ɟ,to bend,proto Kherwarian,PKher,218,66,3,1,munda1968proto:R:c3.p218.i66,,*ku-ku-ɟ,to bend,pkh-218-66,linked,self,ingested,source reconstruction,"munda1968proto[p. 66, SEAlang record 218]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,db8730cfe631983877da4455c04e08262650953f348696560efcd456f26fd0d4
2026-08-28,munda1968proto:R:c3.p176.i63,*kuca,to bend,proto Kherwarian,PKher,176,63,3,1,munda1968proto:R:c3.p176.i63,,*kuca,to bend,pkh-176-63,linked,self,ingested,source reconstruction,"munda1968proto[p. 63, SEAlang record 176]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,4579e31744d38a5b6a9da8c3396342dad7414b328640c38c9b69588d12149a8d
2026-08-28,munda1968proto:R:c3.p227.i67,*kudum,to tell story,proto Kherwarian,PKher,227,67,3,1,munda1968proto:R:c3.p227.i67,,*kudum,to tell story,pkh-227-67,linked,self,ingested,source reconstruction,"munda1968proto[p. 67, SEAlang record 227]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,73dd394aeb3c2bf2633962f79744772d0995bf2637ca07f70f1a6361f6fd2588
2026-08-28,munda1968proto:R:c3.p122.i59,*kuiɳɖi,kind of fruit,proto Kherwarian,PKher,122,59,3,1,munda1968proto:R:c3.p122.i59,,*kuiɳɖi,kind of fruit,pkh-122-59,linked,self,ingested,source reconstruction,"munda1968proto[p. 59, SEAlang record 122]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,a1612c9152fed625297826402080c0892dd544ccec7945bc92d3903ffab28102
2026-08-28,munda1968proto:R:c3.p149.i61,*kul(a),tiger,proto Kherwarian,PKher,149,61,3,1,munda1968proto:R:c3.p149.i61,,*kul(a),tiger,pkh-149-61,linked,self,ingested,source reconstruction,"munda1968proto[p. 61, SEAlang record 149]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,9a0af66b692d813ebe7df3d1b5966ad8d5c6319342c400ceec075837090c8572
2026-08-28,munda1968proto:R:c3.p177.i63,*kulai,rabbit,proto Kherwarian,PKher,177,63,3,1,munda1968proto:R:c3.p177.i63,,*kulai,rabbit,pkh-177-63,linked,self,ingested,source reconstruction,"munda1968proto[p. 63, SEAlang record 177]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,8a5fffa00087fe36e721206c9731f47aebb46f8106e6209bb69f1179c629a58c
2026-08-28,munda1968proto:R:c3.p123.i59,*kuli,to ask,proto Kherwarian,PKher,123,59,3,1,munda1968proto:R:c3.p123.i59,,*kuli,to ask,pkh-123-59,linked,self,ingested,source reconstruction,"munda1968proto[p. 59, SEAlang record 123]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,8d9d672494609eee35ff8b662c7ece7d396522eab8e5291a5f5d69ed751cffe2
2026-08-28,munda1968proto:R:c3.p178.i63,*kuma,maternal uncle,proto Kherwarian,PKher,178,63,3,1,munda1968proto:R:c3.p178.i63,,*kuma,maternal uncle,pkh-178-63,linked,self,ingested,source reconstruction,"munda1968proto[p. 63, SEAlang record 178]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,37d4f72861726272398849927b16512ca5786043c8c8cceb01ae937ea0fdc878
2026-08-28,munda1968proto:R:c3.p168.i62,*kumbàd ~ *kumbɛ̀d,fishtrap,proto Kherwarian,PKher,168,62,3,1,munda1968proto:R:c3.p168.i62,,*kumbàd,fishtrap,pkh-168-62,linked,self,ingested,source reconstruction,"munda1968proto[p. 62, SEAlang record 168]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,bd9c218bbb6ff16224eaa9f1cd38d6caaf7321412e7953753282bf4ff64abd01
2026-08-28,munda1968proto:R:c3.p168.i62,*kumbàd ~ *kumbɛ̀d,fishtrap,proto Kherwarian,PKher,168,62,3,2,munda1968proto:R:c3.p168.i62:v2,munda1968proto:R:c3.p168.i62,*kumbɛ̀d,fishtrap,pkh-168-62,linked,self,ingested,source reconstruction,"munda1968proto[p. 62, SEAlang record 168]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,bd9c218bbb6ff16224eaa9f1cd38d6caaf7321412e7953753282bf4ff64abd01
2026-08-28,munda1968proto:R:c3.p193.i64,*kuɖam,backyard,proto Kherwarian,PKher,193,64,3,1,munda1968proto:R:c3.p193.i64,,*kuɖam,backyard,pkh-193-64,linked,self,ingested,source reconstruction,"munda1968proto[p. 64, SEAlang record 193]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,09bd36e2fd2f27cd6a900c445763639fd7b120dfd51a37560e35638e7f9f391f
2026-08-28,munda1968proto:R:c3.p124.i59,*kuɽi,woman,proto Kherwarian,PKher,124,59,3,1,munda1968proto:R:c3.p124.i59,,*kuɽi,woman,pkh-124-59,linked,self,ingested,source reconstruction,"munda1968proto[p. 59, SEAlang record 124]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,7b012e6f8b31981ebf8c9c822919d6ab0081c19ae4327674d134ca183c0b4db4
2026-08-28,munda1968proto:R:c3.p233.i68,*kuʈuŋ,to carry on one's back,proto Kherwarian,PKher,233,68,3,1,munda1968proto:R:c3.p233.i68,,*kuʈuŋ,to carry on one's back,pkh-233-68,linked,self,ingested,source reconstruction,"munda1968proto[p. 68, SEAlang record 233]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,b0837326e97717c5211111a0df38a23a8f00bcd8366cec43d962db9b366accb3
2026-08-28,munda1968proto:R:c3.p308.i74,*kìʈìl,to startle,proto Kherwarian,PKher,308,74,3,1,munda1968proto:R:c3.p308.i74,,*kìʈìl,to startle,pkh-308-74,linked,self,ingested,source reconstruction,"munda1968proto[p. 74, SEAlang record 308]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,2dbd06d25f0e06547f6d9dccd1bba1c81a057e1aae70e4ed7b0084ebfd043bd1
2026-08-28,munda1968proto:R:c3.p322.i75,*kùl,to send,proto Kherwarian,PKher,322,75,3,1,munda1968proto:R:c3.p322.i75,,*kùl,to send,pkh-322-75,linked,self,ingested,source reconstruction,"munda1968proto[p. 75, SEAlang record 322]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,ccd4893818b54918b1699e9deb5535b7c024f29b135a166ec5c4d9e59dd86456
2026-08-28,munda1968proto:R:c3.p330.i76,*kùmb(ù)ɽù,thief,proto Kherwarian,PKher,330,76,3,1,munda1968proto:R:c3.p330.i76,,*kùmb(ù)ɽù,thief,pkh-330-76,linked,self,ingested,source reconstruction,"munda1968proto[p. 76, SEAlang record 330]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,794442612787994224ae4a69927a4f8e79a6047b59c5f4689b3f204e641336b5
2026-08-28,munda1968proto:R:c3.p558.i93,*kɔalɛ̀,rafter,proto Kherwarian,PKher,558,93,3,1,munda1968proto:R:c3.p558.i93,,*kɔalɛ̀,rafter,pkh-558-93,linked,self,ingested,source reconstruction,"munda1968proto[p. 93, SEAlang record 558]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,0bfe5527ae74cb4dc5e4270562007e98a8234fe6daafb6c1fd236f1661ac95f1
2026-08-28,munda1968proto:R:c3.p559.i93,*kɔca,corner,proto Kherwarian,PKher,559,93,3,1,munda1968proto:R:c3.p559.i93,,*kɔca,corner,pkh-559-93,linked,self,ingested,source reconstruction,"munda1968proto[p. 93, SEAlang record 559]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,42b396947c1114b40fe24568686485b78a6788cf62af6c186a270d403ec7552e
2026-08-28,munda1968proto:R:c3.p540.i92,*kɔcɛ,slant (adjective),proto Kherwarian,PKher,540,92,3,1,munda1968proto:R:c3.p540.i92,,*kɔcɛ,slant,pkh-540-92,linked,self,ingested,source reconstruction,"munda1968proto[p. 92, SEAlang record 540]",adj,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,8d30aef57b2cf816f105b5a123dac56b63807b683efd660b1024dfd9d8bf9532
2026-08-28,munda1968proto:R:c3.p626.i97,*kɔjɔʔ,to peek,proto Kherwarian,PKher,626,97,3,1,munda1968proto:R:c3.p626.i97,,*kɔjɔʔ,to peek,pkh-626-97,linked,self,ingested,source reconstruction,"munda1968proto[p. 97, SEAlang record 626]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,636c50c13f2c2d914501238163829af2d0a69b684866a13989b100d4de4521c6
2026-08-28,munda1968proto:R:c3.p640.i99,*kɔkɔr,owl,proto Kherwarian,PKher,640,99,3,1,munda1968proto:R:c3.p640.i99,,*kɔkɔr,owl,pkh-640-99,linked,self,ingested,source reconstruction,"munda1968proto[p. 99, SEAlang record 640]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,94518eb00a07102e10b3493c23122a3090092bff983243333ce99dc87728a3fe
2026-08-28,munda1968proto:R:c3.p544.i92,*kɔpɛ(d),to stuff into mouth,proto Kherwarian,PKher,544,92,3,1,munda1968proto:R:c3.p544.i92,,*kɔpɛ(d),to stuff into mouth,pkh-544-92,linked,self,ingested,source reconstruction,"munda1968proto[p. 92, SEAlang record 544]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,8d18589284191ece701a4a1ec4ca9b7635ec6126a8f7460d048e6a64c7695438
2026-08-28,munda1968proto:R:c3.p561.i93,*kɔsa,pulp,proto Kherwarian,PKher,561,93,3,1,munda1968proto:R:c3.p561.i93,,*kɔsa,pulp,pkh-561-93,linked,self,ingested,source reconstruction,"munda1968proto[p. 93, SEAlang record 561]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,49df4bc8fa95c2652e6b2ee866ac7cf5a1a214e409ebb3bc0d1d6ebf42ef5189
2026-08-28,munda1968proto:R:c3.p538.i92,*kɔɛ,to beg,proto Kherwarian,PKher,538,92,3,1,munda1968proto:R:c3.p538.i92,,*kɔɛ,to beg,pkh-538-92,linked,self,ingested,source reconstruction,"munda1968proto[p. 92, SEAlang record 538]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,14e8f9ba5e1e4286f24b346cc3bbcd42952995cf053bcf2ac3f1028452811300
2026-08-28,munda1968proto:R:c3.p377.i80,*kɔɳɖɛɟ,small axe,proto Kherwarian,PKher,377,80,3,1,munda1968proto:R:c3.p377.i80,,*kɔɳɖɛɟ,small axe,pkh-377-80,linked,self,ingested,source reconstruction,"munda1968proto[p. 80, SEAlang record 377]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=munda1968proto,5624d596e1baff95c0a8578b65922a903a34f29ef414a58910c7690d44f4402f,e7f7b6cb742cd392d0a2feb5bd7f2919e2081995beb41ea317b6707d58e46912
