Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,Excluded_From_Similarity,Raw_Lect_Code,Lect_Code,Site,District,Reliability,Raw_Form,Form,Review,Source_Scope,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,KOH,KOH,Kohala,Rawalpindi District,A,dʌr,dʌr,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, KOH]",silpaharipothwari2010:g028:koh
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,dʌr,dʌr,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, NIL]",silpaharipothwari2010:g028:nil
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,THA,THA,Thandiani,Abbottabad District,A,bua,bua,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, THA]",silpaharipothwari2010:g028:tha
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,LOR,LOR,Lora,Abbottabad District,A,bua,bua,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, LOR]",silpaharipothwari2010:g028:lor
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,OSI,OSI,Osia,Rawalpindi District,A,dɛr,dɛr,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, OSI]",silpaharipothwari2010:g028:osi
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,dʌr,dʌr,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, MUZ]",silpaharipothwari2010:g028:muz
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,DUN,DUN,Dunga Gali,Abbottabad District,A,dʌr,dʌr,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, DUN]",silpaharipothwari2010:g028:dun
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,BHA,BHA,Bharakoh,Islamabad District,B,bua,bua,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, BHA]",silpaharipothwari2010:g028:bha
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,ABB,ABB,Abbottabad,Abbottabad District,B,darwaza,darwaza,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, ABB]",
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,MAN,MAN,Mansehra,Mansehra District,B,bua,bua,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, MAN]",
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,bua,bua,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, MIR]",silpaharipothwari2010:g028:mir
wordlist cell,lothers-lothers2010pahari,160,154,28,door,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,bua,bua,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 154, item 28, GUJ]",silpaharipothwari2010:g028:guj
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,MOS,MOS,Mosyari,Rawalpindi District,A,lukṛi,lukṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, MOS]",silpaharipothwari2010:g029:mos
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,lʌkṛi,lʌkṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, GHO]",silpaharipothwari2010:g029:gho
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,DEW,DEW,Dewal,Rawalpindi District,B,lukṛi,lukṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, DEW]",silpaharipothwari2010:g029:dew
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,AYU,AYU,Ayubia,Abbottabad District,A,lukoṛ,lukoṛ,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, AYU]",silpaharipothwari2010:g029:ayu
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,KOH,KOH,Kohala,Rawalpindi District,A,lukṛi,lukṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, KOH]",silpaharipothwari2010:g029:koh
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,lukṛi,lukṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, NIL]",silpaharipothwari2010:g029:nil
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,THA,THA,Thandiani,Abbottabad District,A,lukri,lukri,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, THA]",silpaharipothwari2010:g029:tha
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,LOR,LOR,Lora,Abbottabad District,A,lʌkṛi,lʌkṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, LOR]",silpaharipothwari2010:g029:lor
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,OSI,OSI,Osia,Rawalpindi District,A,lukṛi,lukṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, OSI]",silpaharipothwari2010:g029:osi
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,lukṛi,lukṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, MUZ]",silpaharipothwari2010:g029:muz
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,DUN,DUN,Dunga Gali,Abbottabad District,A,lukṛi,lukṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, DUN]",silpaharipothwari2010:g029:dun
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,BHA,BHA,Bharakoh,Islamabad District,B,lukṛi,lukṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, BHA]",silpaharipothwari2010:g029:bha
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,ABB,ABB,Abbottabad,Abbottabad District,B,lʌkʌṛ,lʌkʌṛ,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, ABB]",
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,MAN,MAN,Mansehra,Mansehra District,B,lʌkʌṛ,lʌkʌṛ,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, MAN]",
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,lʌkṛi,lʌkṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, MIR]",silpaharipothwari2010:g029:mir
wordlist cell,lothers-lothers2010pahari,161,155,29,firewood,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,lʌkṛi,lʌkṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 29, GUJ]",silpaharipothwari2010:g029:guj
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,MOS,MOS,Mosyari,Rawalpindi District,A,pari,pari,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, MOS]",silpaharipothwari2010:g030:mos
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,pari,pari,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, GHO]",silpaharipothwari2010:g030:gho
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,DEW,DEW,Dewal,Rawalpindi District,B,pari,pari,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, DEW]",silpaharipothwari2010:g030:dew
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,AYU,AYU,Ayubia,Abbottabad District,A,pari,pari,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, AYU]",silpaharipothwari2010:g030:ayu
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,KOH,KOH,Kohala,Rawalpindi District,A,pa̤ri,pa̤ri,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, KOH]",silpaharipothwari2010:g030:koh
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,pari,pari,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, NIL]",silpaharipothwari2010:g030:nil
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,THA,THA,Thandiani,Abbottabad District,A,pa̤ri,pa̤ri,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, THA]",silpaharipothwari2010:g030:tha
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,LOR,LOR,Lora,Abbottabad District,A,ba̤ri,ba̤ri,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, LOR]",silpaharipothwari2010:g030:lor
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,OSI,OSI,Osia,Rawalpindi District,A,pa̤ri,pa̤ri,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, OSI]",silpaharipothwari2010:g030:osi
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,ba̤ri,ba̤ri,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, MUZ]",silpaharipothwari2010:g030:muz
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,DUN,DUN,Dunga Gali,Abbottabad District,A,pa̤ri,pa̤ri,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, DUN]",silpaharipothwari2010:g030:dun
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,BHA,BHA,Bharakoh,Islamabad District,B,pa̤ri,pa̤ri,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, BHA]",silpaharipothwari2010:g030:bha
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,ABB,ABB,Abbottabad,Abbottabad District,B,bari,bari,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, ABB]",
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,MAN,MAN,Mansehra,Mansehra District,B,bari,bari,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, MAN]",
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,ba̤ri,ba̤ri,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, MIR]",silpaharipothwari2010:g030:mir
wordlist cell,lothers-lothers2010pahari,161,155,30,broom,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,ba̤ri,ba̤ri,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 30, GUJ]",silpaharipothwari2010:g030:guj
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,MOS,MOS,Mosyari,Rawalpindi District,A,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, MOS]",silpaharipothwari2010:g031:mos
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, GHO]",silpaharipothwari2010:g031:gho
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,DEW,DEW,Dewal,Rawalpindi District,B,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, DEW]",silpaharipothwari2010:g031:dew
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,AYU,AYU,Ayubia,Abbottabad District,A,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, AYU]",silpaharipothwari2010:g031:ayu
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,KOH,KOH,Kohala,Rawalpindi District,A,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, KOH]",silpaharipothwari2010:g031:koh
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, NIL]",silpaharipothwari2010:g031:nil
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,THA,THA,Thandiani,Abbottabad District,A,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, THA]",silpaharipothwari2010:g031:tha
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,LOR,LOR,Lora,Abbottabad District,A,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, LOR]",silpaharipothwari2010:g031:lor
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,OSI,OSI,Osia,Rawalpindi District,A,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, OSI]",silpaharipothwari2010:g031:osi
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, MUZ]",silpaharipothwari2010:g031:muz
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,DUN,DUN,Dunga Gali,Abbottabad District,A,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, DUN]",silpaharipothwari2010:g031:dun
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,BHA,BHA,Bharakoh,Islamabad District,B,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, BHA]",silpaharipothwari2010:g031:bha
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,ABB,ABB,Abbottabad,Abbottabad District,B,lʌŋɡri,lʌŋɡri,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, ABB]",
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,MAN,MAN,Mansehra,Mansehra District,B,lʌŋɡri,lʌŋɡri,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, MAN]",
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, MIR]",silpaharipothwari2010:g031:mir
wordlist cell,lothers-lothers2010pahari,161,155,31,mortar,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,lʌŋɡri,lʌŋɡri,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 31, GUJ]",silpaharipothwari2010:g031:guj
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,MOS,MOS,Mosyari,Rawalpindi District,A,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, MOS]",silpaharipothwari2010:g032:mos
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, GHO]",silpaharipothwari2010:g032:gho
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,DEW,DEW,Dewal,Rawalpindi District,B,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, DEW]",silpaharipothwari2010:g032:dew
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,AYU,AYU,Ayubia,Abbottabad District,A,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, AYU]",silpaharipothwari2010:g032:ayu
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,KOH,KOH,Kohala,Rawalpindi District,A,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, KOH]",silpaharipothwari2010:g032:koh
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, NIL]",silpaharipothwari2010:g032:nil
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,THA,THA,Thandiani,Abbottabad District,A,kuṭka,kuṭka,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, THA]",silpaharipothwari2010:g032:tha
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,LOR,LOR,Lora,Abbottabad District,A,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, LOR]",silpaharipothwari2010:g032:lor
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,OSI,OSI,Osia,Rawalpindi District,A,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, OSI]",silpaharipothwari2010:g032:osi
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, MUZ]",silpaharipothwari2010:g032:muz
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,DUN,DUN,Dunga Gali,Abbottabad District,A,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, DUN]",silpaharipothwari2010:g032:dun
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,BHA,BHA,Bharakoh,Islamabad District,B,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, BHA]",silpaharipothwari2010:g032:bha
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,ABB,ABB,Abbottabad,Abbottabad District,B,slata,slata,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, ABB]",
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,MAN,MAN,Mansehra,Mansehra District,B,slata,slata,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, MAN]",
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, MIR]",silpaharipothwari2010:g032:mir
wordlist cell,lothers-lothers2010pahari,161,155,32,pestle,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,dʌsta,dʌsta,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 155, item 32, GUJ]",silpaharipothwari2010:g032:guj
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,MOS,MOS,Mosyari,Rawalpindi District,A,hʌto̤ṛa,hʌto̤ṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, MOS]",silpaharipothwari2010:g033:mos
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,hʌtʰoṛa,hʌtʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, GHO]",silpaharipothwari2010:g033:gho
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,DEW,DEW,Dewal,Rawalpindi District,B,hʌtʰoṛa,hʌtʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, DEW]",silpaharipothwari2010:g033:dew
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,AYU,AYU,Ayubia,Abbottabad District,A,hʌtʰoṛa,hʌtʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, AYU]",silpaharipothwari2010:g033:ayu
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,KOH,KOH,Kohala,Rawalpindi District,A,hʌtʰoṛa,hʌtʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, KOH]",silpaharipothwari2010:g033:koh
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,hʌtʰoṛa,hʌtʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, NIL]",silpaharipothwari2010:g033:nil
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,THA,THA,Thandiani,Abbottabad District,A,hʌtʰoṛa,hʌtʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, THA]",silpaharipothwari2010:g033:tha
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,LOR,LOR,Lora,Abbottabad District,A,tʰoṛa,tʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, LOR]",silpaharipothwari2010:g033:lor
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,OSI,OSI,Osia,Rawalpindi District,A,hʌtʰoṛa,hʌtʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, OSI]",silpaharipothwari2010:g033:osi
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,hʌtʰoṛa,hʌtʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, MUZ]",silpaharipothwari2010:g033:muz
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,DUN,DUN,Dunga Gali,Abbottabad District,A,hʌtʰoṛi,hʌtʰoṛi,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, DUN]",silpaharipothwari2010:g033:dun
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,BHA,BHA,Bharakoh,Islamabad District,B,hʌtʰoṛa,hʌtʰoṛa,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, BHA]",silpaharipothwari2010:g033:bha
wordlist cell,lothers-lothers2010pahari,162,156,33,hammer,No,ABB,ABB,Abbottabad,Abbottabad District,B,toṛi,toṛi,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 156, item 33, ABB]",
