Snapshot_Date,Collation_Date,Unit_ID,Printed_Page,Scan,Raw_Headline,Raw_Subparagraphs,Raw_Gloss_German,English_Gloss,Headwords,Labels,Turner_Claim,Final_Status,Final_Form,Final_Parameter_ID,Emitted_Keys,Resolution,Review,Material_Error,Source,Record_SHA256
2026-08-27,2026-08-27,p251:e23,251,TN446831,"biṣóoč- itr. liegen bleiben, sich legen.",Fut 3s biṣóočei 174. Prät 3sm biṣóotuk 583.,"liegen bleiben, sich legen","remain lying, lie down",biṣóoč-,itr.,,installed_form,biṣóoč-,,degener-shina2008:p251:e23,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 251, glossary entry 23]",643c48556aaf08b7a8bd6a3b99b393e4efd494640aec5ab85763cba4d2c1c2ae
2026-08-27,2026-08-27,p251:e24,251,TN446831,"biẓoón fem. Regenbogen. [T. 12052, Bur. biŷoón, Berger 1966, 85; Ikoh biẓō´~ṛ, s.d.].","784, 785.",Regenbogen,rainbow,biẓoón,fem.,12052,installed_form,biẓoón,12052,degener-shina2008:p251:e24,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 251, glossary entry 24]",32a97c1a6da9378b89434451b7104dbd58af837299497d020aa2caba23d2324f
2026-08-27,2026-08-27,p252:e01,252,TN446831,"bódo adj. m., adv. viel.","254, 298, 713, 746. ⁋ fem. bódi 170, 645, 755, 759.1, 763. ⁋ pl bóde 297, 298, 325, 546, 547, 757.",viel,"much, many",bódo,adj. | m. | adv.,,installed_form,bódo,,degener-shina2008:p252:e01,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 1]",336a437786faae3ae2888685dfdfef868b19f2b903c24512689bed773d26cc3e
2026-08-27,2026-08-27,p252:e02,252,TN446831,"bóodo m. Mittwoch. [= Bur., T. 9322].",Gen-s bóodei 743.,Mittwoch,Wednesday,bóodo,m.,9322,installed_form,bóodo,9322,degener-shina2008:p252:e02,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 2]",9d66f820d9e97c3a636d959d2e31b80f8a7611219703e791a832d89a50caf840
2026-08-27,2026-08-27,p252:e03,252,TN446831,bóo~i fem. Ärmel. [T. 9229].,7. pl bóo~ye khúṭe kurzärmlig 12.,Ärmel,sleeve,bóo~i,fem.,9229,installed_form,bóo~i,9229,degener-shina2008:p252:e03,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 3]",4c6af8b0b337d9a9f84db83677781c2ed051797b8675b81ddac0794ff284c6b4
2026-08-27,2026-08-27,p252:e04,252,TN446831,boolo Echowort zu oolo.,584.,Echowort zu oolo,echo word of oolo,boolo,,,installed_form,boolo,,degener-shina2008:p252:e04,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 4]",ab3ecf6e7881293de9d096488bbe4654fae9a3c3cc6d3ab2023224179223bd5e
2026-08-27,2026-08-27,p252:e05,252,TN446831,"boṛ- itr. (an Schulter und Nacken) schmerzen. [T. 9272, = buṛ- versenken?].","Prät 3sm boṛiílu 702, 703.",(an Schulter und Nacken) schmerzen,ache (in shoulder and neck),boṛ-,itr.,9272,installed_form,boṛ-,9272,degener-shina2008:p252:e05,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 5]",c0b89eafbeea3ea3b0ef491a56d280470df37f5799ecf46326615d23eeaf9f52
2026-08-27,2026-08-27,p252:e06,252,TN446831,"boṛiǰ- itr. (pass. von boṛ- versenken) versinken, untergehen, versenkt werden. [T. 9272, Berger 1961, 60].",Präs 3sf boṛiíǰin 778. Fut 3pl boṛiíǰen 490. Abs boṛiǰií 237.,"(pass. von boṛ- versenken) versinken, untergehen, versenkt werden","sink, go under, be sunk",boṛiǰ-,itr.,9272,installed_form,boṛiǰ-,9272,degener-shina2008:p252:e06,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 6]",4742d2b07b40deb13ad0053e633438a62439ff2d9fea333f7514c4e10dc0cbe9
2026-08-27,2026-08-27,p252:e07,252,TN446831,"bos adj. m./ fem.; adv. genügend. [Bur. bos, ← Ur. bas].","722, 782.",genügend,"enough, sufficient",bos,adj. | m./ | fem. | adv.,,installed_form,bos,,degener-shina2008:p252:e07,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 7]",384831e24d4bc1579186bd46ff60d2eab866cde03cc8065352a1652d8c1e20d9
2026-08-27,2026-08-27,p252:e08,252,TN446831,botal Flasche. [Englisch-Urdu boṭal].,Locii-s botalér 710.,Flasche,bottle,botal,,,installed_form,botal,,degener-shina2008:p252:e08,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 8]",11fa2bc6c350fcb44ee2dc4efe1a209683ec441367b6e67966720b492d8cd479
2026-08-27,2026-08-27,p252:e09,252,TN446831,"brak fem. Runzel, Falte. [= Bur.].",pl braké 671.,"Runzel, Falte","wrinkle, fold",brak,fem.,,installed_form,brak,,degener-shina2008:p252:e09,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 9]",23cc03e2baf630de26fa3560e999524e12d2f9546f2e6433fa049fba5d70895c
2026-08-27,2026-08-27,p252:e10,252,TN446831,bram- trans. herumwirbeln. [T. 9677].,"Abs brameé 711, 712.",herumwirbeln,whirl around,bram-,trans.,9677,installed_form,bram-,9677,degener-shina2008:p252:e10,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 10]",471ee6db7affddd0a67cb2605666fd277151999bac0c017abb3c959d58751df2
2026-08-27,2026-08-27,p252:e11,252,TN446831,bréspat Donnerstag. [T. 9303].,755.,Donnerstag,Thursday,bréspat,,9303,installed_form,bréspat,9303,degener-shina2008:p252:e11,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 11]",6ea5853deea4da44de4ae14863efa83e8c38f5707d4f46d47c04c9be9ad53789
2026-08-27,2026-08-27,p252:e12,252,TN446831,brin m. Schwarm. [= Bur.].,Erg-s brínak-se 738.,Schwarm,swarm,brin,m.,,installed_form,brin,,degener-shina2008:p252:e12,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 12]",1fdbd4ce1853cddd53884d85fe704d3b76d8a0af90c704c14c9ca7a5bf5141a5
2026-08-27,2026-08-27,p252:e13,252,TN446831,briŋ m. Vogel. [T. 10264].,briŋ-balaċi Vögel. 730.,Vogel,bird,briŋ,m.,10264,installed_form,briŋ,10264,degener-shina2008:p252:e13,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 13]",2acf490d497dcf2e8054127a93c58b4880bee21daa153aad3e5a2e4fe6e871fb
2026-08-27,2026-08-27,p252:e14,252,TN446831,"búubu th- brummeln, lallen (Kleinkind).",605.,"brummeln, lallen (Kleinkind)","mumble, babble (of a small child)",búubu th-,,,installed_form,búubu th-,,degener-shina2008:p252:e14,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 14]",1478239573d20f65e7020406ff553293e906a9574b80c34e93431cd32a0766f3
2026-08-27,2026-08-27,p252:e15,252,TN446831,"bubuúlo adj. m. lauwarm. [Bur. bubúlo, Ikoh bubúl].",674.,lauwarm,lukewarm,bubuúlo,adj. | m.,,installed_form,bubuúlo,,degener-shina2008:p252:e15,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 15]",03c35c2949ab88af20f478bc7a4c0b76770673833c64924f989cee24bb6d9956
2026-08-27,2026-08-27,p252:e16,252,TN446831,"bučhéero m. Kälbchen, als EN. [Nebenform von bačharóo].",597. ⁋ fem. als EN bučhéeri 597.,"Kälbchen, als EN",little calf; also as personal name,bučhéero,m.,,installed_form,bučhéero,,degener-shina2008:p252:e16,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 16]",7233a5e0d351d37ca2c496f852ad5e55de397b6027b3c371778d943958a8ff15
2026-08-27,2026-08-27,p252:e17,252,TN446831,"buc̣ m. Chenar, Platane. [T. 12067, Bur. =].","647, 648. Gen-s búc̣ei 649.","Chenar, Platane","chinar, plane tree",buc̣,m.,12067,installed_form,buc̣,12067,degener-shina2008:p252:e17,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 17]",a6afe5bff160f2d7877f2b41b42727161f5f5aff4f8b06943169931f8d6a1dbd
2026-08-27,2026-08-27,p252:e18,252,TN446831,"budúl m. Lumpen. [Bur. =; Ikoh bùdul, s. Zoller s. v.].",65.,Lumpen,rag,budúl,m.,,installed_form,budúl,,degener-shina2008:p252:e18,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 18]",a3f1bd01145aec681c82cf82a25f86ba38ef4682508181e52883bc13d4bbd488
2026-08-27,2026-08-27,p252:e19,252,TN446831,"buǰ- itr. gehen; daher sekundär auch: werden. [T. 12225 + 4008, 11208?, Atlas 7].","Inf Abl buǰoóikyeǰo 87. Präs 3sm búǰen 741; 3sf búǰin 670, 735, 749, 750, 751; 3pl búǰenen 677. Fut 3s búǰei 20, 81, 176, 196, 210, 252, 280, 296, 336, 351, 381, 394, 499, 652, 719, 736, 739, 784; 3pl búǰen 679. Imp 2s bo 49, 156, 382, 438. Abs geé 125, 138, 417, 477, 715.1, 778, 783. Prät 1sm gáas 65; 1sf gées, gíis 38; 2sm gáa 385, gáa-t 385, 578; 3sm. gáu 84, 263, 367, 433, 494, 532, 759.3, 772; 3sm Gen-s gáwakei 522; 3sf géi 531, 3pl gée 720, 739. Perf 3sm gáun 20, 3sf géin 599, 3pl géen 679. ⁋ pp Gen-s gítakei 522.",gehen; daher sekundär auch: werden,go; hence secondarily also: become,buǰ-,itr.,,installed_form,buǰ-,,degener-shina2008:p252:e19,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 19]",277efc7ddeaeb5cfbf0503043848877318a5ee6042a67a6120ade60741b7e7f1
2026-08-27,2026-08-27,p252:e20,252,TN446831,buǰuúko Wurm; Insekt.,"pl buǰuúke 420, 421.",Wurm; Insekt,worm; insect,buǰuúko,,,installed_form,buǰuúko,,degener-shina2008:p252:e20,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 20]",2d5620baf73d9b1549512d4e3bba30a573b780be47c42d48a14e4cb7dc4ee05a
2026-08-27,2026-08-27,p252:e21,252,TN446831,"bukák Bohnen. [= Bur., T. 10198].",Gen-s bukákei .,Bohnen,beans,bukák,,10198,installed_form,bukák,10198,degener-shina2008:p252:e21,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 252, glossary entry 21]",8b205df04785b7af3af95a013c8fcf4231483865de1ed855a1bc28f2c77eb411
2026-08-27,2026-08-27,p253:e01,253,TN446831,"buleéǰ ein Vogel (Rebhuhnart). [Ikoh bulā̃š type of pheasant or partridge, s. Zoller s. v.].",Erg-s buleéǰ-se 737. Gen-s buleǰéi 283.,ein Vogel (Rebhuhnart),a bird (kind of partridge),buleéǰ,,,installed_form,buleéǰ,,degener-shina2008:p253:e01,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 1]",2a2902e1463a28f9cca9130503393b002881475e0fde135106e3dfa2281b58ca
2026-08-27,2026-08-27,p253:e02,253,TN446831,"bun m. Hochweide, Wald. [T. 11258; = Bur., s. d.].","Gen-s bunéi 294, 415. Locii-s bunér 521.","Hochweide, Wald","high pasture, forest",bun,m.,11258,installed_form,bun,11258,degener-shina2008:p253:e02,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 2]",fb8c98b657e6f1292c5d52a4c29ba7ffa36ea84b0cecf4c319e50fc1ce1ba5a7
2026-08-27,2026-08-27,p253:e03,253,TN446831,buúr b- itr. untergehen (Sonne). [Bur. buúr Untergang].,80.,untergehen (Sonne),set (of the sun),buúr b-,itr.,,installed_form,buúr b-,,degener-shina2008:p253:e03,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 3]",9e8c2e77bdd04e22646c41a33f53df490c48259f9d873d04a56e3cbdb254fda6
2026-08-27,2026-08-27,p253:e04,253,TN446831,búro m. Name eines dornigen Strauches.,Gen-s búruwei 100.,Name eines dornigen Strauches,name of a thorny shrub,búro,m.,,installed_form,búro,,degener-shina2008:p253:e04,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 4]",63837b987698a6bc12d007128abfd9663bae4d6d7b7f4fe44fa88b08d60ac6bf
2026-08-27,2026-08-27,p253:e05,253,TN446831,"búuši fem. Katze. [Atlas 30, Bur. bus].","596. Erg-s búušis 726. Obl-s búuše 596. Gen-s búušei 266, 308, 313. Dat-s búušyeṭ 459. pl búušye 769.",Katze,cat,búuši,fem.,,installed_form,búuši,,degener-shina2008:p253:e05,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 5]",c2917ad8667381177e0ace0a063eddaeb0611438d4d8e76724b3d344479ae475
2026-08-27,2026-08-27,p253:e06,253,TN446831,búuši Stiefmütterchen.,701.,Stiefmütterchen,pansy,búuši,,,installed_form,búuši,,degener-shina2008:p253:e06,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 6]",10974ee18416af4be33989c03c509bcd6b27d8886a93f7fa3094dd474cb26294
2026-08-27,2026-08-27,p253:e07,253,TN446831,"búṭo adj. m. ganz, alle. [T. 9190, 9568].","fem. búṭi 308. ⁋ pl búṭe 121, 587.4, 782. Dat-pl búṭoṭ 3.","ganz, alle","whole, all",búṭo,adj. | m.,,installed_form,búṭo,,degener-shina2008:p253:e07,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 7]",df45bf6873dd4ceac29089b5921d9e74a9957cddb2eebaa48774a80069fed6d2
2026-08-27,2026-08-27,p253:e08,253,TN446831,buúwo m. (unbezahlter) Helfer. [Bur. búuo].,Erg-s buúwus 460. ⁋ fem. buúyi 383.,(unbezahlter) Helfer,(unpaid) helper,buúwo,m.,,installed_form,buúwo,,degener-shina2008:p253:e08,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 8]",303d3b4dc440d7c8faa3c449e4c8befef618fe74daf6b821e9b1fd072011bb4f
2026-08-27,2026-08-27,p253:e09,253,TN446831,"buyá~l fem. Erdbeben. [T. 9550, Atlas 155, Bur. buyál].","731, 776, 777.",Erdbeben,earthquake,buyá~l,fem.,9550,installed_form,buyá~l,9550,degener-shina2008:p253:e09,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 9]",cbd4a3ad2af05404d6d50d5a791c2046bf781713874548c0297826c50ee0915d
2026-08-27,2026-08-27,p253:e10,253,TN446831,"buzurúk m. ein Heiliger. [= Bur., ← Pers.-Ur. buzurg].",262.,ein Heiliger,a saint,buzurúk,m.,,installed_form,buzurúk,,degener-shina2008:p253:e10,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 10]",f31ef123f36ad6ca233fb6840df6dbf0d3ac32aa5ca81394d9388ed356f12314
2026-08-27,2026-08-27,p253:e11,253,TN446831,byáo fem. Weide (salix). [T. 12097].,Gen-s byáwei 593.,Weide (salix),willow (salix),byáo,fem.,12097,installed_form,byáo,12097,degener-shina2008:p253:e11,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 11]",54eb2a814b8b099ac8b62a43e916b008782591134ff76e3b24fcef9a7dee88c6
2026-08-27,2026-08-27,p253:e12,253,TN446831,"čak b- itr. einhalten, warten.",čak čak beé ununterbrochen 737.,"einhalten, warten","stop, wait",čak b-,itr.,,installed_form,čak b-,,degener-shina2008:p253:e12,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 12]",30bc2db4c9361b446e1a101d1b2d96db7a75370bb9134b5b19c6884d1d046744
2026-08-27,2026-08-27,p253:e13,253,TN446831,"čakuthi- itr. stehenbleiben, sich aufrichten. [zu Shina čako Wasser-Sperre, Bur. čako ~-t- aufstellen, errichten]",Präs 3pl čakuthyéenen 587.1. Prät 3sm čakuthiilu 627.,"stehenbleiben, sich aufrichten","stand still, straighten up",čakuthi-,itr.,,installed_form,čakuthi-,,degener-shina2008:p253:e13,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 13]",9195eef547494dc6b16f719cb60ee64bd30b6cb07a5c99c0b7c90c0b8bfbe385
2026-08-27,2026-08-27,p253:e14,253,TN446831,čanálo m. Hose.,"Gen-s čanálei 638. pl čanále Frauenhosen. 120, 765.",Hose,trousers,čanálo,m.,,installed_form,čanálo,,degener-shina2008:p253:e14,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 14]",61ad27de5f9ac0d5200b29166dc51973d261d21c89638f2c79cef39cf611fba2
2026-08-27,2026-08-27,p253:e15,253,TN446831,čapléi Sandale. [← Pashto čapl⟦ə|ɵ⟧i].,pl čapliie 713.,Sandale,sandal,čapléi,,,installed_form,čapléi,,degener-shina2008:p253:e15,manually collated printed glossary headword paragraph,transcription uncertainty marker in comparanda,no,"degener-shina2008[p. 253, glossary entry 15]",5e4219a12730ad7d0d8f79b244d13fe47b6696d822a828556becd65a30253c6f
2026-08-27,2026-08-27,p253:e16,253,TN446831,čarákbaṭ Angeber.,Gen-s čarakbaṭéi 280.,Angeber,"braggart, show-off",čarákbaṭ,,,installed_form,čarákbaṭ,,degener-shina2008:p253:e16,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 16]",ffca0fde5e087439c3496ee01ca541ba1302f2a446f9a6543ddb4f693867e9c7
2026-08-27,2026-08-27,p253:e17,253,TN446831,čau~ fem. Zischen.,715.3; čau~ beé unter Zischen 783.,Zischen,hissing,čau~,fem.,,installed_form,čau~,,degener-shina2008:p253:e17,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 17]",dc2619a18649512aff6b676e0611d9af0d4a54cdf664e237ed1c5ca7d508d5d0
2026-08-27,2026-08-27,p253:e18,253,TN446831,"čeéri fem. Span (von Holz), Stückchen. [T. 4844?].",čeérik 634.,"Span (von Holz), Stückchen","chip (of wood), small piece",čeéri,fem.,,installed_form,čeéri,,degener-shina2008:p253:e18,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 18]",6c0d6a0a8a91de09a528a131173bce95b07b6c8d5839be7b460370d0890a8989
2026-08-27,2026-08-27,p253:e19,253,TN446831,"čhipenóos Erkältung, Grippe. [Bur. čupunós erkältet im Kopf].",594.,"Erkältung, Grippe","cold, flu",čhipenóos,,,installed_form,čhipenóos,,degener-shina2008:p253:e19,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 19]",1b375ace35823aa5514fd9ca3dd45672e7dd42db609b4b7e127eded5edf706b2
2026-08-27,2026-08-27,p253:e20,253,TN446831,čhiir fem. Reihe. [Bur. čhir].,719. čhiir beé in einer Reihe 719.,Reihe,"row, line",čhiir,fem.,,installed_form,čhiir,,degener-shina2008:p253:e20,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 20]",c92a9709ab954193a46d17a0f755deafdac05e201359b1755d5d8b89d176d759
2026-08-27,2026-08-27,p253:e21,253,TN446831,č- gebären. [T. 4586].,"Präs 3sf čĩin 742. Prät 3sf čáai, čáali, čáalik 16. Perf 3sf čáalin = čáain.",gebären,give birth,č-,,4586,installed_form,č-,4586,degener-shina2008:p253:e21,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 253, glossary entry 21]",ff922469617a182b1b215f2df528bf9d95554b7d09c3c96f0c45bb9ac84cf597
2026-08-27,2026-08-27,p254:e01,254,TN446831,"čága fem. Geschichte. [Ikoh čʌgā news, message, Bur. čáġa].","čága th- erzählen (von: + Gen) 315, 755, 774. ⁋ čága b- erzählt werden, die Rede sein von 664.",Geschichte,story,čága,fem.,,installed_form,čága,,degener-shina2008:p254:e01,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 254, glossary entry 1]",53d01a0a73fc19b4123f56984ed77322717e172eb89744d2f2b1ffc6088a7e29
2026-08-27,2026-08-27,p254:e02,254,TN446831,"čaá~i fem. Vogel; (kleiner) Penis, Klitoris. [T. 4785?].","130, 727. Erg-s čaá~i-se 246. Gen-s čaá~yei 167. Erg-pl čaá~yes 731.","Vogel; (kleiner) Penis, Klitoris","bird; (small) penis, clitoris",čaá~i,fem.,,installed_form,čaá~i,,degener-shina2008:p254:e02,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 254, glossary entry 2]",df05ed77a35fea100817d1e7431286b34e433cadf4be97c82b544ab3aa8af2bb
2026-08-27,2026-08-27,p254:e03,254,TN446831,"čak fem. Axt; Riss, Einschnitt. [Bur. čak Spitzhacke, Ikoh c̣ʌ́kh].","374, 557. Abl-s čákeǰo 432. Dat-s čakéṭ 374.","Axt; Riss, Einschnitt","axe; crack, incision",čak,fem.,,installed_form,čak,,degener-shina2008:p254:e03,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 254, glossary entry 3]",eb41a7ec61a23cfe69cbe39726c7fa531936adda61da5c68cc92d3aa78e89375
2026-08-27,2026-08-27,p254:e04,254,TN446831,čaák fem. Biss. [Bur. čaq ~-t- kauen; zu T. 4557?].,189.,Biss,bite,čaák,fem.,,installed_form,čaák,,degener-shina2008:p254:e04,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 254, glossary entry 4]",323400875c7a83f978a6fd627bf2cc4e66d438909c07d2b4f8d2a5f64343337d
2026-08-27,2026-08-27,p254:e05,254,TN446831,"čal adv. bald, früh, früher, zuerst.","407, 602. ⁋ čal zamaanáar in früherer Zeit 768, 787.1.","bald, früh, früher, zuerst","soon, early, earlier, first",čal,adv.,,installed_form,čal,,degener-shina2008:p254:e05,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 254, glossary entry 5]",a9e6d5bf9c653b340cf4997ae7b68e247a4eb184e8d4dd33b89022b9bc39f529
2026-08-27,2026-08-27,p254:e06,254,TN446831,čalbuǰii adv. frühmorgens.,721.,frühmorgens,early in the morning,čalbuǰii,adv.,,installed_form,čalbuǰii,,degener-shina2008:p254:e06,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 254, glossary entry 6]",ac7240f7c3b1f32e79d64e742fd749bc7e7d62c4a22d2604133d7d3eeac35813
2026-08-27,2026-08-27,p254:e07,254,TN446831,čalbuǰčal adv. frühmorgens.,"675, 702.",frühmorgens,early in the morning,čalbuǰčal,adv.,,installed_form,čalbuǰčal,,degener-shina2008:p254:e07,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 254, glossary entry 7]",d369cfd311d08f55d52a6f2950c74f74e52aee5ca1ede6ad063be226ae45425e
2026-08-27,2026-08-27,p254:e08,254,TN446831,"čáa~lo adj. m. offen (Hand), weit, breit.",pl čáa~le 669.,"offen (Hand), weit, breit","open (of the hand), wide, broad",čáa~lo,adj. | m.,,installed_form,čáa~lo,,degener-shina2008:p254:e08,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 254, glossary entry 8]",9bbe367ab1df9592f7a1fe0ceabe1a6defb32b4e9b18de42d5a70b11f77bf74b
2026-08-27,2026-08-27,p254:e09,254,TN446831,čandá m. Tasche (in der Kleidung). [= Bur.].,Gen-s čandáai 234.,Tasche (in der Kleidung),pocket (in clothing),čandá,m.,,installed_form,čandá,,degener-shina2008:p254:e09,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 254, glossary entry 9]",e8e63cec40b507c06e259c96e3f9bea120f609f45a2c659e5e4cd699d98c2418
2026-08-27,2026-08-27,p254:e10,254,TN446831,"čap- trans. kauen, beißen [T. 4675].","Inf čapoóiky 349, 436. Fut 3s čapéi 567. Imp-s čapé 348. Prät 3pl čapeégye 721.","kauen, beißen","chew, bite",čap-,trans.,4675,installed_form,čap-,4675,degener-shina2008:p254:e10,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 254, glossary entry 10]",e2f0d59de2f46a20094ecc48f60ec37c5cd10ac3fa3cb1ccad0dccc3d333f5fc
