Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,Lect_Code,Language_Label,Site,Similarity_Group,Response_Index,Raw_Form,Form,Review,Uncertainty,Source_Scope,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Pa,Pattani,Gushal,3,1,kəɾdʒi,kəɾdʒi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Pattani-Gushal]",sillahul2019:g035:sil-lahul-2019-pa-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Pa,Pattani,Mooling,3,1,khɐːɾdʒi,khɐːɾdʒi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-mooling,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Pattani-Mooling]",sillahul2019:g035:sil-lahul-2019-pa-mooling:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Pa,Pattani,Tholang,3,1,kəɾdʒi,kəɾdʒi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-tholang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Pattani-Tholang]",sillahul2019:g035:sil-lahul-2019-pa-tholang:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Pa,Pattani,Chimrat,2,1,kɐi,kɐi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-chimrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Pattani-Chimrat]",sillahul2019:g035:sil-lahul-2019-pa-chimrat:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Pa,Pattani,Salgram,2,1,kɐi,kɐi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-salgram,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Pattani-Salgram]",sillahul2019:g035:sil-lahul-2019-pa-salgram:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Ti,Tinani,Sissu,4,1,kiɾəgi,kiɾəgi,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-sissu,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Tinani-Sissu]",sillahul2019:g035:sil-lahul-2019-ti-sissu:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Ti,Tinani,Gondhla,4,1,kʌɾgi,kʌɾgi,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Tinani-Gondhla]",sillahul2019:g035:sil-lahul-2019-ti-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Ga,Gahri,Keylong,b,1,tʌkɐɾ,tʌkɐɾ,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-keylong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Gahri-Keylong]",sillahul2019:g035:sil-lahul-2019-ga-keylong:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Ga,Gahri,Stingri,b,1,tʌ̪ kʌɾ,tʌ̪ kʌɾ,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-stingri,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Gahri-Stingri]",sillahul2019:g035:sil-lahul-2019-ga-stingri:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Ga,Gahri,Gawzang,b,1,tʌkɐɾ,tʌkɐɾ,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Gahri-Gawzang]",sillahul2019:g035:sil-lahul-2019-ga-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Bh,Bhoti,Darcha,a,1,tʌɾi,tʌɾi,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-darcha,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Bhoti-Darcha]",sillahul2019:g035:sil-lahul-2019-bh-darcha:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Bh,Bhoti,Kolong,a,1,tɐ̪ ɾi,tɐ̪ ɾi,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-kolong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Bhoti-Kolong]",sillahul2019:g035:sil-lahul-2019-bh-kolong:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Bh,Bhoti,Rarig,a,1,tɐ̪ ɾi,tɐ̪ ɾi,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-rarig,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Bhoti-Rarig]",sillahul2019:g035:sil-lahul-2019-bh-rarig:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Bh,Bhoti,Tingrat,a,1,teɾi,teɾi,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-tingrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Bhoti-Tingrat]",sillahul2019:g035:sil-lahul-2019-bh-tingrat:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Bh,Bhoti,Khoksar,a,1,tɛ̪ ɾi,tɛ̪ ɾi,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-khoksar,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Bhoti-Khoksar]",sillahul2019:g035:sil-lahul-2019-bh-khoksar:i1
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Ld,Ladakhi,Leh,a,1,stɐɾi,stɐɾi,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Ladakhi-Leh]",
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Bh,Bhoti,Spiti,a,1,tʌɾi,tʌɾi,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Bhoti-Spiti]",
wordlist response,chamberlain-chamberlain2019lahul,52,44,35,axe,Tb,Tibetan,Lhasa,9,1,tathi,tathi,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 44, item 35, Tibetan-Lhasa]",
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Hi,Hindi,Standard,3,1,ɾʌsːi,ɾʌsːi,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Hindi-Standard]",
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Pg,Pangi,Tindi,4,1,ɾʌdʒʌɾi,ɾʌdʒʌɾi,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Pangi-Tindi]",
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Ch,Chinali,Gushal,3,1,ɾʌsi,ɾʌsi,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Chinali-Gushal]",sillahul2019:g036:sil-lahul-2019-ch-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Ch,Chinali,Nalda,3,1,ɾʌʃi,ɾʌʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-nalda,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Chinali-Nalda]",sillahul2019:g036:sil-lahul-2019-ch-nalda:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Lo,Lohari,Gondhla,3,1,ɾʌʃi,ɾʌʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Lohari-Gondhla]",sillahul2019:g036:sil-lahul-2019-lo-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Lo,Lohari,Gawzang,3,1,ɾʌʃi,ɾʌʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Lohari-Gawzang]",sillahul2019:g036:sil-lahul-2019-lo-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Pa,Pattani,Jobrang,3,1,ɾʌʃi,ɾʌʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-jobrang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Pattani-Jobrang]",sillahul2019:g036:sil-lahul-2019-pa-jobrang:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Pa,Pattani,Thirot,3,1,ɾʌʃi,ɾʌʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-thirot,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Pattani-Thirot]",sillahul2019:g036:sil-lahul-2019-pa-thirot:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Pa,Pattani,Udeypur,1,1,d̪ɐidʒ,d̪ɐidʒ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Pattani-Udeypur]",sillahul2019:g036:sil-lahul-2019-pa-udeypur:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Pa,Pattani,Udeypur,2,2,d̪ʌldʒ,d̪ʌldʒ,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Pattani-Udeypur]",sillahul2019:g036:sil-lahul-2019-pa-udeypur:i2
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Pa,Pattani,Gushal,3,1,ɾəʃi,ɾəʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Pattani-Gushal]",sillahul2019:g036:sil-lahul-2019-pa-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Pa,Pattani,Mooling,3,1,ɾʌʃi,ɾʌʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-mooling,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Pattani-Mooling]",sillahul2019:g036:sil-lahul-2019-pa-mooling:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Pa,Pattani,Tholang,3,1,ɾʌʃi,ɾʌʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-tholang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Pattani-Tholang]",sillahul2019:g036:sil-lahul-2019-pa-tholang:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Pa,Pattani,Chimrat,6,1,th̪ ɐs,th̪ ɐs,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-chimrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Pattani-Chimrat]",sillahul2019:g036:sil-lahul-2019-pa-chimrat:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Pa,Pattani,Salgram,6,1,th̪ ɐz,th̪ ɐz,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-salgram,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Pattani-Salgram]",sillahul2019:g036:sil-lahul-2019-pa-salgram:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Ti,Tinani,Sissu,3,1,ɾɪʃi,ɾɪʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-sissu,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Tinani-Sissu]",sillahul2019:g036:sil-lahul-2019-ti-sissu:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Ti,Tinani,Gondhla,3,1,ɾʌʃi,ɾʌʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Tinani-Gondhla]",sillahul2019:g036:sil-lahul-2019-ti-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Ga,Gahri,Keylong,3,1,ɾʌʃi,ɾʌʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-keylong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Gahri-Keylong]",sillahul2019:g036:sil-lahul-2019-ga-keylong:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Ga,Gahri,Keylong,5,2,thʌpʌ,thʌpʌ,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-keylong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Gahri-Keylong]",sillahul2019:g036:sil-lahul-2019-ga-keylong:i2
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Ga,Gahri,Stingri,5,1,tʌ̪ kpɐ,tʌ̪ kpɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-stingri,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Gahri-Stingri]",sillahul2019:g036:sil-lahul-2019-ga-stingri:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Ga,Gahri,Gawzang,3,1,ɾɛʃi,ɾɛʃi,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Gahri-Gawzang]",sillahul2019:g036:sil-lahul-2019-ga-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Ga,Gahri,Gawzang,5,2,thʌkpɐ,thʌkpɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Gahri-Gawzang]",sillahul2019:g036:sil-lahul-2019-ga-gawzang:i2
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Bh,Bhoti,Darcha,5,1,thʌpʌ,thʌpʌ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-darcha,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Bhoti-Darcha]",sillahul2019:g036:sil-lahul-2019-bh-darcha:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Bh,Bhoti,Kolong,5,1,thəpə,thəpə,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-kolong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Bhoti-Kolong]",sillahul2019:g036:sil-lahul-2019-bh-kolong:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Bh,Bhoti,Kolong,5,2,thək̚pə,thək̚pə,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-kolong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Bhoti-Kolong]",sillahul2019:g036:sil-lahul-2019-bh-kolong:i2
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Bh,Bhoti,Rarig,5,1,thuk̚pɐ,thuk̚pɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-rarig,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Bhoti-Rarig]",sillahul2019:g036:sil-lahul-2019-bh-rarig:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Bh,Bhoti,Tingrat,5,1,thɐpɐ,thɐpɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-tingrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Bhoti-Tingrat]",sillahul2019:g036:sil-lahul-2019-bh-tingrat:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Bh,Bhoti,Khoksar,3,1,ɾishi,ɾishi,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-khoksar,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Bhoti-Khoksar]",sillahul2019:g036:sil-lahul-2019-bh-khoksar:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Bh,Bhoti,Khoksar,5,2,thəpe,thəpe,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-khoksar,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Bhoti-Khoksar]",sillahul2019:g036:sil-lahul-2019-bh-khoksar:i2
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Ld,Ladakhi,Leh,5,1,thɐkpɐ,thɐkpɐ,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Ladakhi-Leh]",
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Bh,Bhoti,Spiti,5,1,thʌkpʌ,thʌkpʌ,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Bhoti-Spiti]",
wordlist response,chamberlain-chamberlain2019lahul,53,45,36,rope,Tb,Tibetan,Lhasa,5,1,təkpa,təkpa,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 36, Tibetan-Lhasa]",
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Hi,Hindi,Standard,2,1,ɖhago,ɖhago,Unicode Charis/Doulos SIL text layer,,comparison,excluded,standard comparison/control language; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Hindi-Standard]",
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Pg,Pangi,Tindi,2,1,dhɐgɐ,dhɐgɐ,Unicode Charis/Doulos SIL text layer,,prior_list,excluded,previously collected regional comparison list; retained audit-only,,,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Pangi-Tindi]",
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Ch,Chinali,Gushal,2,1,dhɐgɐ,dhɐgɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Chinali-Gushal]",sillahul2019:g037:sil-lahul-2019-ch-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Ch,Chinali,Nalda,2,1,dhɐgɐ,dhɐgɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,cih,sil-lahul-2019-ch-nalda,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Chinali-Nalda]",sillahul2019:g037:sil-lahul-2019-ch-nalda:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Lo,Lohari,Gondhla,2,1,d̪ɐgɐ,d̪ɐgɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Lohari-Gondhla]",sillahul2019:g037:sil-lahul-2019-lo-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Lo,Lohari,Gawzang,2,1,ɖhɐgɐ,ɖhɐgɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,lhl,sil-lahul-2019-lo-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Lohari-Gawzang]",sillahul2019:g037:sil-lahul-2019-lo-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Pa,Pattani,Jobrang,7,1,tsut̚,tsut̚,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-jobrang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Pattani-Jobrang]",sillahul2019:g037:sil-lahul-2019-pa-jobrang:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Pa,Pattani,Thirot,7,1,tʃut,tʃut,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-thirot,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Pattani-Thirot]",sillahul2019:g037:sil-lahul-2019-pa-thirot:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Pa,Pattani,Udeypur,7,1,sʊt ̪,sʊt ̪,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Pattani-Udeypur]",sillahul2019:g037:sil-lahul-2019-pa-udeypur:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Pa,Pattani,Udeypur,7,2,sud̪̚,sud̪̚,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-udeypur,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Pattani-Udeypur]",sillahul2019:g037:sil-lahul-2019-pa-udeypur:i2
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Pa,Pattani,Gushal,7,1,tʃut ̪,tʃut ̪,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-gushal,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Pattani-Gushal]",sillahul2019:g037:sil-lahul-2019-pa-gushal:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Pa,Pattani,Mooling,7,1,tsud̪̚,tsud̪̚,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-mooling,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Pattani-Mooling]",sillahul2019:g037:sil-lahul-2019-pa-mooling:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Pa,Pattani,Tholang,7,1,sud̪h,sud̪h,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-tholang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Pattani-Tholang]",sillahul2019:g037:sil-lahul-2019-pa-tholang:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Pa,Pattani,Chimrat,7,1,tsut,tsut,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-chimrat,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Pattani-Chimrat]",sillahul2019:g037:sil-lahul-2019-pa-chimrat:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Pa,Pattani,Salgram,7,1,tsud̪h,tsud̪h,Unicode Charis/Doulos SIL text layer,,target,installed,,lae,sil-lahul-2019-pa-salgram,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Pattani-Salgram]",sillahul2019:g037:sil-lahul-2019-pa-salgram:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Ti,Tinani,Sissu,1,1,bitʃ,bitʃ,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-sissu,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Tinani-Sissu]",sillahul2019:g037:sil-lahul-2019-ti-sissu:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Ti,Tinani,Sissu,7,2,tsut,tsut,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-sissu,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Tinani-Sissu]",sillahul2019:g037:sil-lahul-2019-ti-sissu:i2
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Ti,Tinani,Gondhla,7,1,tsud̪,tsud̪,Unicode Charis/Doulos SIL text layer,,target,installed,,lbf,sil-lahul-2019-ti-gondhla,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Tinani-Gondhla]",sillahul2019:g037:sil-lahul-2019-ti-gondhla:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Ga,Gahri,Keylong,1,1,bidʒi,bidʒi,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-keylong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Gahri-Keylong]",sillahul2019:g037:sil-lahul-2019-ga-keylong:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Ga,Gahri,Keylong,6,2,nʌlmʌh,nʌlmʌh,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-keylong,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Gahri-Keylong]",sillahul2019:g037:sil-lahul-2019-ga-keylong:i2
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Ga,Gahri,Stingri,1,1,bitsi,bitsi,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-stingri,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Gahri-Stingri]",sillahul2019:g037:sil-lahul-2019-ga-stingri:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Ga,Gahri,Gawzang,1,1,bidʒi,bidʒi,Unicode Charis/Doulos SIL text layer,,target,installed,,bfu,sil-lahul-2019-ga-gawzang,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Gahri-Gawzang]",sillahul2019:g037:sil-lahul-2019-ga-gawzang:i1
wordlist response,chamberlain-chamberlain2019lahul,53,45,37,thread,Bh,Bhoti,Darcha,5,1,nemɐ,nemɐ,Unicode Charis/Doulos SIL text layer,,target,installed,,sbu,sil-lahul-2019-bh-darcha,"chamberlain-chamberlain2019lahul[Appendix A.4, printed p. 45, item 37, Bhoti-Darcha]",sillahul2019:g037:sil-lahul-2019-bh-darcha:i1
